# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/scripts/extend_go_genes.pl on Mon Oct  1 12:06:18 2018
# Input = /Users/Daniela/Documents/CCG/datasets/GOs/gos_complete_table_BPonly.txt
# Filtered with: grep -v "GO:0008150" /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/genes_gos_extended.txt | grep -v "GO:0001906" | grep -v "GO:0002376" | grep -v "GO:0006791"| grep -v "GO:0008152"| grep -v "GO:0009758"| grep -v "GO:0009987"| grep -v "GO:0015976"| grep -v "GO:0019740"| grep -v "GO:0022414"| grep -v "GO:0022610"| grep -v "GO:0023052"| grep -v "GO:0032502"| grep -v "GO:0040011"| grep -v "GO:0050896"| grep -v "GO:0051179"| grep -v "GO:0051704"| grep -v "GO:0065007"| grep -v "GO:0071840"| grep -v "GO:0098754" > /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/genes_gos_extended_no12.txt 
# Genes	GO	GO branch  
rimI	GO:0044260	P
rimJ	GO:0044260	P
rimK	GO:0044260	P
rimL	GO:0044260	P
rimO	GO:0044260	P
rimP	GO:0044260	P
rlmA	GO:0044260	P
rlmB	GO:0044260	P
rlmC	GO:0044260	P
rlmD	GO:0044260	P
rlmE	GO:0044260	P
rlmF	GO:0044260	P
rlmG	GO:0044260	P
rlmH	GO:0044260	P
rlmI	GO:0044260	P
rlmJ	GO:0044260	P
rlmL	GO:0044260	P
rlmM	GO:0044260	P
rlmN	GO:0044260	P
rmuC	GO:0044260	P
rna	GO:0044260	P
rnb	GO:0044260	P
rne	GO:0044260	P
rnhA	GO:0044260	P
rnhB	GO:0044260	P
rnlA	GO:0044260	P
rnr	GO:0044260	P
rnt	GO:0044260	P
roxA	GO:0044260	P
rph	GO:0044260	P
rplA	GO:0044260	P
rplB	GO:0044260	P
rplC	GO:0044260	P
rplE	GO:0044260	P
rplF	GO:0044260	P
rplI	GO:0044260	P
rplJ	GO:0044260	P
rplL	GO:0044260	P
rplM	GO:0044260	P
rplN	GO:0044260	P
rplO	GO:0044260	P
rplP	GO:0044260	P
rplQ	GO:0044260	P
rplR	GO:0044260	P
rplS	GO:0044260	P
rplT	GO:0044260	P
rplW	GO:0044260	P
rplX	GO:0044260	P
rplY	GO:0044260	P
rpmA	GO:0044260	P
rpmB	GO:0044260	P
rpmC	GO:0044260	P
rpmE	GO:0044260	P
rpmG	GO:0044260	P
rpmH	GO:0044260	P
rpmJ	GO:0044260	P
rpnA	GO:0044260	P
rpnB	GO:0044260	P
rpnC	GO:0044260	P
rpnD	GO:0044260	P
rpoH	GO:0044260	P
rppH	GO:0044260	P
rpsA	GO:0044260	P
rpsB	GO:0044260	P
rpsE	GO:0044260	P
rpsG	GO:0044260	P
rpsI	GO:0044260	P
rpsK	GO:0044260	P
rpsL	GO:0044260	P
rpsM	GO:0044260	P
rpsN	GO:0044260	P
rpsP	GO:0044260	P
rpsQ	GO:0044260	P
rpsR	GO:0044260	P
rpsT	GO:0044260	P
rraA	GO:0044260	P
rraB	GO:0044260	P
rsmA	GO:0044260	P
rsmB	GO:0044260	P
rsmC	GO:0044260	P
rsmD	GO:0044260	P
rsmE	GO:0044260	P
rsmF	GO:0044260	P
rsmG	GO:0044260	P
rsmH	GO:0044260	P
rsmI	GO:0044260	P
rsmJ	GO:0044260	P
rstB	GO:0044260	P
rtcB	GO:0044260	P
rusA	GO:0044260	P
ruvA	GO:0044260	P
ruvB	GO:0044260	P
ruvC	GO:0044260	P
sbcB	GO:0044260	P
sbcC	GO:0044260	P
sbcD	GO:0044260	P
sdhE	GO:0044260	P
selB	GO:0044260	P
sfsB	GO:0044260	P
sgcR	GO:0044260	P
sixA	GO:0044260	P
slyD	GO:0044260	P
smpB	GO:0044260	P
smrA	GO:0044260	P
sppA	GO:0044260	P
srkA	GO:0044260	P
ssb	GO:0044260	P
stpA	GO:0044260	P
sucD	GO:0044260	P
sufE	GO:0044260	P
sufS	GO:0044260	P
surA	GO:0044260	P
symE	GO:0044260	P
tag	GO:0044260	P
tatD	GO:0044260	P
tdk	GO:0044260	P
tig	GO:0044260	P
topA	GO:0044260	P
topB	GO:0044260	P
torI	GO:0044260	P
torS	GO:0044260	P
trmA	GO:0044260	P
trmB	GO:0044260	P
trmD	GO:0044260	P
trmH	GO:0044260	P
trmI	GO:0044260	P
trmJ	GO:0044260	P
trmL	GO:0044260	P
trmO	GO:0044260	P
tsf	GO:0044260	P
ttdR	GO:0044260	P
tufA	GO:0044260	P
tufB	GO:0044260	P
tus	GO:0044260	P
ugd	GO:0044260	P
uhpB	GO:0044260	P
uidR	GO:0044260	P
ulaR	GO:0044260	P
umuC	GO:0044260	P
umuD	GO:0044260	P
ung	GO:0044260	P
uspG	GO:0044260	P
uvrA	GO:0044260	P
uvrD	GO:0044260	P
uxuR	GO:0044260	P
vsr	GO:0044260	P
wbbK	GO:0044260	P
wcaC	GO:0044260	P
wcaJ	GO:0044260	P
wecA	GO:0044260	P
wecB	GO:0044260	P
wecC	GO:0044260	P
wecE	GO:0044260	P
wzb	GO:0044260	P
wzc	GO:0044260	P
wzyE	GO:0044260	P
wzzB	GO:0044260	P
wzzE	GO:0044260	P
xerC	GO:0044260	P
xerD	GO:0044260	P
xisE	GO:0044260	P
yafC	GO:0044260	P
yafQ	GO:0044260	P
yagI	GO:0044260	P
yahB	GO:0044260	P
yaiV	GO:0044260	P
yaiW	GO:0044260	P
yajL	GO:0044260	P
ybaQ	GO:0044260	P
ybcJ	GO:0044260	P
ybeF	GO:0044260	P
ybeY	GO:0044260	P
ybhD	GO:0044260	P
ybhP	GO:0044260	P
ybiS	GO:0044260	P
ybjD	GO:0044260	P
ycaN	GO:0044260	P
ycaO	GO:0044260	P
ycbB	GO:0044260	P
ycdX	GO:0044260	P
ycfH	GO:0044260	P
ycfS	GO:0044260	P
yciT	GO:0044260	P
yciV	GO:0044260	P
ycjW	GO:0044260	P
ydaC	GO:0044260	P
ydaV	GO:0044260	P
ydcI	GO:0044260	P
ydcM	GO:0044260	P
ydcR	GO:0044260	P
yddM	GO:0044260	P
ydeO	GO:0044260	P
ydfH	GO:0044260	P
ydiP	GO:0044260	P
yeaG	GO:0044260	P
yebG	GO:0044260	P
yebK	GO:0044260	P
yedL	GO:0044260	P
yeeY	GO:0044260	P
yehU	GO:0044260	P
yeiE	GO:0044260	P
yeiL	GO:0044260	P
yfaE	GO:0044260	P
yfaX	GO:0044260	P
yfeR	GO:0044260	P
yfhH	GO:0044260	P
yfiC	GO:0044260	P
yfiE	GO:0044260	P
yfiF	GO:0044260	P
ygbI	GO:0044260	P
ygdG	GO:0044260	P
ygeA	GO:0044260	P
ygeV	GO:0044260	P
ygfI	GO:0044260	P
yghO	GO:0044260	P
yhaJ	GO:0044260	P
yhbO	GO:0044260	P
yhbS	GO:0044260	P
yhdJ	GO:0044260	P
yhgH	GO:0044260	P
yhhY	GO:0044260	P
yhjB	GO:0044260	P
yhjC	GO:0044260	P
yhjR	GO:0044260	P
yiaT	GO:0044260	P
yiaU	GO:0044260	P
yidL	GO:0044260	P
yidP	GO:0044260	P
yidZ	GO:0044260	P
yihL	GO:0044260	P
yihW	GO:0044260	P
yiiD	GO:0044260	P
yijO	GO:0044260	P
yjbE	GO:0044260	P
yjbF	GO:0044260	P
yjbG	GO:0044260	P
yjbH	GO:0044260	P
yjhI	GO:0044260	P
yjiQ	GO:0044260	P
yjiR	GO:0044260	P
yjjV	GO:0044260	P
yjtD	GO:0044260	P
ykgA	GO:0044260	P
ykgM	GO:0044260	P
ykgO	GO:0044260	P
ymfK	GO:0044260	P
ynbD	GO:0044260	P
yneJ	GO:0044260	P
ynhG	GO:0044260	P
yoaA	GO:0044260	P
yoeB	GO:0044260	P
ypdA	GO:0044260	P
ypdI	GO:0044260	P
yqhC	GO:0044260	P
ytfE	GO:0044260	P
zraR	GO:0044260	P
zraS	GO:0044260	P
zur	GO:0044260	P
aceA	GO:0044262	P
aceB	GO:0044262	P
aceK	GO:0044262	P
acnA	GO:0044262	P
acnB	GO:0044262	P
alsE	GO:0044262	P
alsK	GO:0044262	P
appA	GO:0044262	P
araB	GO:0044262	P
arnT	GO:0044262	P
ascB	GO:0044262	P
bcsA	GO:0044262	P
bcsQ	GO:0044262	P
cpsB	GO:0044262	P
dgoA	GO:0044262	P
dgoD	GO:0044262	P
dgoK	GO:0044262	P
dhaK	GO:0044262	P
dhaL	GO:0044262	P
ebgA	GO:0044262	P
edd	GO:0044262	P
eptA	GO:0044262	P
fbp	GO:0044262	P
fruK	GO:0044262	P
fucK	GO:0044262	P
galE	GO:0044262	P
galT	GO:0044262	P
galU	GO:0044262	P
gatD	GO:0044262	P
gatY	GO:0044262	P
ghrB	GO:0044262	P
gldA	GO:0044262	P
glgA	GO:0044262	P
glgB	GO:0044262	P
glgC	GO:0044262	P
glgP	GO:0044262	P
glgX	GO:0044262	P
glpK	GO:0044262	P
gnd	GO:0044262	P
gntK	GO:0044262	P
hldE	GO:0044262	P
hybA	GO:0044262	P
idnD	GO:0044262	P
idnK	GO:0044262	P
idnO	GO:0044262	P
kdgK	GO:0044262	P
kdsC	GO:0044262	P
lacZ	GO:0044262	P
lapA	GO:0044262	P
lapB	GO:0044262	P
lgoD	GO:0044262	P
lgoR	GO:0044262	P
lyxK	GO:0044262	P
mak	GO:0044262	P
malP	GO:0044262	P
malQ	GO:0044262	P
malS	GO:0044262	P
malZ	GO:0044262	P
manA	GO:0044262	P
mcbA	GO:0044262	P
mdoD	GO:0044262	P
mdoG	GO:0044262	P
melA	GO:0044262	P
mtlD	GO:0044262	P
nagK	GO:0044262	P
nanK	GO:0044262	P
opgG	GO:0044262	P
opgH	GO:0044262	P
otsA	GO:0044262	P
otsB	GO:0044262	P
pfkA	GO:0044262	P
pfkB	GO:0044262	P
pgm	GO:0044262	P
phnN	GO:0044262	P
rbsK	GO:0044262	P
rcsF	GO:0044262	P
rfaB	GO:0044262	P
rfaE	GO:0044262	P
rfbB	GO:0044262	P
rfbC	GO:0044262	P
rfbD	GO:0044262	P
rfe	GO:0044262	P
rffC	GO:0044262	P
rffG	GO:0044262	P
rffH	GO:0044262	P
rffM	GO:0044262	P
rffT	GO:0044262	P
rhaB	GO:0044262	P
rpe	GO:0044262	P
sgcE	GO:0044262	P
srlD	GO:0044262	P
suhB	GO:0044262	P
tpiA	GO:0044262	P
treA	GO:0044262	P
treC	GO:0044262	P
treF	GO:0044262	P
ugd	GO:0044262	P
uidA	GO:0044262	P
wbbK	GO:0044262	P
wcaC	GO:0044262	P
wcaJ	GO:0044262	P
wecA	GO:0044262	P
wecB	GO:0044262	P
wecC	GO:0044262	P
wecE	GO:0044262	P
wzb	GO:0044262	P
wzc	GO:0044262	P
wzyE	GO:0044262	P
wzzE	GO:0044262	P
xylB	GO:0044262	P
yagE	GO:0044262	P
yagF	GO:0044262	P
ybdH	GO:0044262	P
ydjH	GO:0044262	P
yegV	GO:0044262	P
yhjR	GO:0044262	P
yihV	GO:0044262	P
yjbE	GO:0044262	P
yjbF	GO:0044262	P
yjbG	GO:0044262	P
yjbH	GO:0044262	P
yjhG	GO:0044262	P
yjhH	GO:0044262	P
ypdI	GO:0044262	P
arnT	GO:0044264	P
bcsA	GO:0044264	P
bcsQ	GO:0044264	P
cpsB	GO:0044264	P
eptA	GO:0044264	P
galE	GO:0044264	P
galU	GO:0044264	P
glgA	GO:0044264	P
glgB	GO:0044264	P
glgC	GO:0044264	P
glgP	GO:0044264	P
glgX	GO:0044264	P
kdsC	GO:0044264	P
lapA	GO:0044264	P
lapB	GO:0044264	P
malP	GO:0044264	P
malQ	GO:0044264	P
malS	GO:0044264	P
malZ	GO:0044264	P
manA	GO:0044264	P
mcbA	GO:0044264	P
mdoD	GO:0044264	P
mdoG	GO:0044264	P
opgG	GO:0044264	P
opgH	GO:0044264	P
pgm	GO:0044264	P
rcsF	GO:0044264	P
rfaB	GO:0044264	P
rfbB	GO:0044264	P
rfbC	GO:0044264	P
rfbD	GO:0044264	P
rfe	GO:0044264	P
rffC	GO:0044264	P
rffG	GO:0044264	P
rffH	GO:0044264	P
rffM	GO:0044264	P
rffT	GO:0044264	P
ugd	GO:0044264	P
wbbK	GO:0044264	P
wcaC	GO:0044264	P
wcaJ	GO:0044264	P
wecA	GO:0044264	P
wecB	GO:0044264	P
wecC	GO:0044264	P
wecE	GO:0044264	P
wzb	GO:0044264	P
wzc	GO:0044264	P
wzyE	GO:0044264	P
wzzE	GO:0044264	P
yhjR	GO:0044264	P
yjbE	GO:0044264	P
yjbF	GO:0044264	P
yjbG	GO:0044264	P
yjbH	GO:0044264	P
ypdI	GO:0044264	P
cas3	GO:0044265	P
csrD	GO:0044265	P
deaD	GO:0044265	P
endA	GO:0044265	P
hicA	GO:0044265	P
hofM	GO:0044265	P
hofN	GO:0044265	P
hofO	GO:0044265	P
hofP	GO:0044265	P
hofQ	GO:0044265	P
mazF	GO:0044265	P
mcrB	GO:0044265	P
orn	GO:0044265	P
pnp	GO:0044265	P
relE	GO:0044265	P
rhlB	GO:0044265	P
rna	GO:0044265	P
rnb	GO:0044265	P
rne	GO:0044265	P
rnhA	GO:0044265	P
rnhB	GO:0044265	P
rnlA	GO:0044265	P
rnr	GO:0044265	P
rph	GO:0044265	P
rppH	GO:0044265	P
rraA	GO:0044265	P
rraB	GO:0044265	P
sbcB	GO:0044265	P
symE	GO:0044265	P
tatD	GO:0044265	P
yafQ	GO:0044265	P
ycfH	GO:0044265	P
yhgH	GO:0044265	P
yoeB	GO:0044265	P
aceK	GO:0044267	P
acpS	GO:0044267	P
acpT	GO:0044267	P
acs	GO:0044267	P
ada	GO:0044267	P
adk	GO:0044267	P
apaH	GO:0044267	P
arcB	GO:0044267	P
argK	GO:0044267	P
atoS	GO:0044267	P
baeS	GO:0044267	P
barA	GO:0044267	P
basS	GO:0044267	P
bipA	GO:0044267	P
birA	GO:0044267	P
ccmC	GO:0044267	P
ccmE	GO:0044267	P
ccmF	GO:0044267	P
cheA	GO:0044267	P
cheR	GO:0044267	P
cheY	GO:0044267	P
cheZ	GO:0044267	P
citC	GO:0044267	P
citX	GO:0044267	P
cobB	GO:0044267	P
cpxA	GO:0044267	P
creC	GO:0044267	P
cusC	GO:0044267	P
cusS	GO:0044267	P
cyaY	GO:0044267	P
dcuS	GO:0044267	P
def	GO:0044267	P
dgcE	GO:0044267	P
dgcM	GO:0044267	P
dhaM	GO:0044267	P
dosP	GO:0044267	P
dpiB	GO:0044267	P
elaA	GO:0044267	P
elaD	GO:0044267	P
envZ	GO:0044267	P
epmA	GO:0044267	P
epmB	GO:0044267	P
epmC	GO:0044267	P
era	GO:0044267	P
etk	GO:0044267	P
etp	GO:0044267	P
eutA	GO:0044267	P
evgS	GO:0044267	P
fepE	GO:0044267	P
fklB	GO:0044267	P
fkpA	GO:0044267	P
fkpB	GO:0044267	P
fmt	GO:0044267	P
fre	GO:0044267	P
frr	GO:0044267	P
ftp	GO:0044267	P
glmM	GO:0044267	P
glnD	GO:0044267	P
glnL	GO:0044267	P
glrK	GO:0044267	P
hchA	GO:0044267	P
hemC	GO:0044267	P
hflX	GO:0044267	P
hipA	GO:0044267	P
hprS	GO:0044267	P
hyaD	GO:0044267	P
hybD	GO:0044267	P
hycI	GO:0044267	P
hypD	GO:0044267	P
hypE	GO:0044267	P
hypF	GO:0044267	P
iap	GO:0044267	P
kdpD	GO:0044267	P
lepB	GO:0044267	P
lipA	GO:0044267	P
lipB	GO:0044267	P
lplA	GO:0044267	P
lysS	GO:0044267	P
lysU	GO:0044267	P
manA	GO:0044267	P
map	GO:0044267	P
metE	GO:0044267	P
metH	GO:0044267	P
mnaT	GO:0044267	P
mngB	GO:0044267	P
moeA	GO:0044267	P
msrA	GO:0044267	P
msrB	GO:0044267	P
msrP	GO:0044267	P
msrQ	GO:0044267	P
narQ	GO:0044267	P
narX	GO:0044267	P
npr	GO:0044267	P
nrdI	GO:0044267	P
nrfE	GO:0044267	P
nrfF	GO:0044267	P
nrfG	GO:0044267	P
patZ	GO:0044267	P
pcm	GO:0044267	P
pflA	GO:0044267	P
pheS	GO:0044267	P
phoQ	GO:0044267	P
phoR	GO:0044267	P
phr	GO:0044267	P
pphA	GO:0044267	P
pphB	GO:0044267	P
ppiC	GO:0044267	P
ppiD	GO:0044267	P
ppk	GO:0044267	P
ppsR	GO:0044267	P
prlC	GO:0044267	P
prmA	GO:0044267	P
prmB	GO:0044267	P
prmC	GO:0044267	P
ptsH	GO:0044267	P
ptsP	GO:0044267	P
qseC	GO:0044267	P
rcsC	GO:0044267	P
rcsD	GO:0044267	P
rimI	GO:0044267	P
rimJ	GO:0044267	P
rimK	GO:0044267	P
rimL	GO:0044267	P
rimO	GO:0044267	P
rimP	GO:0044267	P
roxA	GO:0044267	P
rplA	GO:0044267	P
rplB	GO:0044267	P
rplC	GO:0044267	P
rplE	GO:0044267	P
rplF	GO:0044267	P
rplI	GO:0044267	P
rplJ	GO:0044267	P
rplL	GO:0044267	P
rplM	GO:0044267	P
rplN	GO:0044267	P
rplO	GO:0044267	P
rplP	GO:0044267	P
rplQ	GO:0044267	P
rplR	GO:0044267	P
rplS	GO:0044267	P
rplT	GO:0044267	P
rplW	GO:0044267	P
rplX	GO:0044267	P
rplY	GO:0044267	P
rpmA	GO:0044267	P
rpmB	GO:0044267	P
rpmC	GO:0044267	P
rpmE	GO:0044267	P
rpmG	GO:0044267	P
rpmH	GO:0044267	P
rpmJ	GO:0044267	P
rpsA	GO:0044267	P
rpsB	GO:0044267	P
rpsE	GO:0044267	P
rpsG	GO:0044267	P
rpsI	GO:0044267	P
rpsK	GO:0044267	P
rpsL	GO:0044267	P
rpsM	GO:0044267	P
rpsN	GO:0044267	P
rpsP	GO:0044267	P
rpsQ	GO:0044267	P
rpsR	GO:0044267	P
rpsT	GO:0044267	P
rstB	GO:0044267	P
sdhE	GO:0044267	P
selB	GO:0044267	P
sixA	GO:0044267	P
slyD	GO:0044267	P
smpB	GO:0044267	P
sppA	GO:0044267	P
srkA	GO:0044267	P
sucD	GO:0044267	P
sufE	GO:0044267	P
sufS	GO:0044267	P
surA	GO:0044267	P
tig	GO:0044267	P
torS	GO:0044267	P
uhpB	GO:0044267	P
uspG	GO:0044267	P
wzb	GO:0044267	P
wzc	GO:0044267	P
wzzB	GO:0044267	P
wzzE	GO:0044267	P
yajL	GO:0044267	P
ybcJ	GO:0044267	P
ybeY	GO:0044267	P
ycaO	GO:0044267	P
yeaG	GO:0044267	P
yedL	GO:0044267	P
yehU	GO:0044267	P
yfaE	GO:0044267	P
yhbO	GO:0044267	P
yhbS	GO:0044267	P
yhhY	GO:0044267	P
yiiD	GO:0044267	P
ykgM	GO:0044267	P
ykgO	GO:0044267	P
ynbD	GO:0044267	P
ypdA	GO:0044267	P
ytfE	GO:0044267	P
zraS	GO:0044267	P
abgA	GO:0044270	P
abgB	GO:0044270	P
add	GO:0044270	P
ade	GO:0044270	P
adeD	GO:0044270	P
allB	GO:0044270	P
allC	GO:0044270	P
allD	GO:0044270	P
caiB	GO:0044270	P
caiD	GO:0044270	P
cas3	GO:0044270	P
cdd	GO:0044270	P
codA	GO:0044270	P
cpdB	GO:0044270	P
cra	GO:0044270	P
csrD	GO:0044270	P
cynS	GO:0044270	P
cynT	GO:0044270	P
cynX	GO:0044270	P
deaD	GO:0044270	P
deoB	GO:0044270	P
deoC	GO:0044270	P
deoD	GO:0044270	P
dgt	GO:0044270	P
dut	GO:0044270	P
endA	GO:0044270	P
eno	GO:0044270	P
fbaA	GO:0044270	P
fixA	GO:0044270	P
fixB	GO:0044270	P
gapA	GO:0044270	P
glk	GO:0044270	P
glxR	GO:0044270	P
gpmA	GO:0044270	P
hcp	GO:0044270	P
hexR	GO:0044270	P
hicA	GO:0044270	P
hmp	GO:0044270	P
hofM	GO:0044270	P
hofN	GO:0044270	P
hofO	GO:0044270	P
hofP	GO:0044270	P
hofQ	GO:0044270	P
hycB	GO:0044270	P
hyfA	GO:0044270	P
mazF	GO:0044270	P
mazG	GO:0044270	P
mcrB	GO:0044270	P
mdh	GO:0044270	P
murR	GO:0044270	P
nadC	GO:0044270	P
nagD	GO:0044270	P
norV	GO:0044270	P
norW	GO:0044270	P
nudC	GO:0044270	P
orn	GO:0044270	P
pfkA	GO:0044270	P
pfkB	GO:0044270	P
pgi	GO:0044270	P
pgk	GO:0044270	P
pnp	GO:0044270	P
preA	GO:0044270	P
preT	GO:0044270	P
pykA	GO:0044270	P
pykF	GO:0044270	P
rdgB	GO:0044270	P
relE	GO:0044270	P
rhlB	GO:0044270	P
rihA	GO:0044270	P
rihB	GO:0044270	P
rihC	GO:0044270	P
rna	GO:0044270	P
rnb	GO:0044270	P
rne	GO:0044270	P
rnhA	GO:0044270	P
rnhB	GO:0044270	P
rnlA	GO:0044270	P
rnr	GO:0044270	P
rph	GO:0044270	P
rpiR	GO:0044270	P
rppH	GO:0044270	P
rraA	GO:0044270	P
rraB	GO:0044270	P
rutA	GO:0044270	P
rutB	GO:0044270	P
rutC	GO:0044270	P
rutD	GO:0044270	P
rutE	GO:0044270	P
rutF	GO:0044270	P
rutG	GO:0044270	P
sbcB	GO:0044270	P
surE	GO:0044270	P
symE	GO:0044270	P
tatD	GO:0044270	P
tnaA	GO:0044270	P
tpiA	GO:0044270	P
udp	GO:0044270	P
umpG	GO:0044270	P
umpH	GO:0044270	P
ushA	GO:0044270	P
xapA	GO:0044270	P
xdhB	GO:0044270	P
yafQ	GO:0044270	P
ybcF	GO:0044270	P
ycfH	GO:0044270	P
ydfG	GO:0044270	P
yfhH	GO:0044270	P
yhgH	GO:0044270	P
yoeB	GO:0044270	P
aaeR	GO:0044271	P
abgR	GO:0044271	P
acrR	GO:0044271	P
add	GO:0044271	P
ade	GO:0044271	P
adeD	GO:0044271	P
adk	GO:0044271	P
agaI	GO:0044271	P
apt	GO:0044271	P
argF	GO:0044271	P
argG	GO:0044271	P
argI	GO:0044271	P
arnA	GO:0044271	P
arsR	GO:0044271	P
ascG	GO:0044271	P
asnA	GO:0044271	P
asnB	GO:0044271	P
atpA	GO:0044271	P
atpB	GO:0044271	P
atpC	GO:0044271	P
atpE	GO:0044271	P
baeR	GO:0044271	P
betA	GO:0044271	P
betB	GO:0044271	P
bioA	GO:0044271	P
bioB	GO:0044271	P
bioC	GO:0044271	P
bioD	GO:0044271	P
bioD1	GO:0044271	P
bioD2	GO:0044271	P
bioF	GO:0044271	P
bioH	GO:0044271	P
bipA	GO:0044271	P
birA	GO:0044271	P
bolA	GO:0044271	P
btuR	GO:0044271	P
caiF	GO:0044271	P
carA	GO:0044271	P
carB	GO:0044271	P
cecR	GO:0044271	P
cmk	GO:0044271	P
cnu	GO:0044271	P
coaA	GO:0044271	P
coaD	GO:0044271	P
coaE	GO:0044271	P
cobC	GO:0044271	P
cobS	GO:0044271	P
cobT	GO:0044271	P
cobU	GO:0044271	P
cof	GO:0044271	P
cpdB	GO:0044271	P
cpsB	GO:0044271	P
cpsG	GO:0044271	P
cra	GO:0044271	P
crp	GO:0044271	P
cspA	GO:0044271	P
cueR	GO:0044271	P
cyaA	GO:0044271	P
cyoE	GO:0044271	P
cysB	GO:0044271	P
cysG	GO:0044271	P
dcuR	GO:0044271	P
decR	GO:0044271	P
deoB	GO:0044271	P
deoC	GO:0044271	P
dfp	GO:0044271	P
dgt	GO:0044271	P
dhaR	GO:0044271	P
dicA	GO:0044271	P
dicC	GO:0044271	P
dinB	GO:0044271	P
dinJ	GO:0044271	P
dmlR	GO:0044271	P
dnaE	GO:0044271	P
dnaG	GO:0044271	P
dnaN	GO:0044271	P
dnaQ	GO:0044271	P
dnaX	GO:0044271	P
dsdC	GO:0044271	P
dut	GO:0044271	P
dxs	GO:0044271	P
eno	GO:0044271	P
entA	GO:0044271	P
entB	GO:0044271	P
entC	GO:0044271	P
entD	GO:0044271	P
entE	GO:0044271	P
entF	GO:0044271	P
entH	GO:0044271	P
epd	GO:0044271	P
eutR	GO:0044271	P
fabG	GO:0044271	P
fabI	GO:0044271	P
fau	GO:0044271	P
fbaA	GO:0044271	P
fcl	GO:0044271	P
fdrA	GO:0044271	P
feaB	GO:0044271	P
feoC	GO:0044271	P
fhlA	GO:0044271	P
flhC	GO:0044271	P
flhD	GO:0044271	P
folA	GO:0044271	P
folC	GO:0044271	P
folE	GO:0044271	P
folM	GO:0044271	P
folP	GO:0044271	P
frlR	GO:0044271	P
frr	GO:0044271	P
frvR	GO:0044271	P
gadW	GO:0044271	P
gadX	GO:0044271	P
galR	GO:0044271	P
gapA	GO:0044271	P
gcvA	GO:0044271	P
gcvR	GO:0044271	P
glk	GO:0044271	P
glmM	GO:0044271	P
glmS	GO:0044271	P
glmU	GO:0044271	P
glrR	GO:0044271	P
gltX	GO:0044271	P
gmd	GO:0044271	P
gpmA	GO:0044271	P
gpt	GO:0044271	P
greA	GO:0044271	P
greB	GO:0044271	P
gshA	GO:0044271	P
gshB	GO:0044271	P
guaA	GO:0044271	P
guaB	GO:0044271	P
gyrA	GO:0044271	P
gyrB	GO:0044271	P
hemA	GO:0044271	P
hemB	GO:0044271	P
hemC	GO:0044271	P
hemD	GO:0044271	P
hemE	GO:0044271	P
hemF	GO:0044271	P
hemG	GO:0044271	P
hemH	GO:0044271	P
hemL	GO:0044271	P
hemN	GO:0044271	P
hexR	GO:0044271	P
hicB	GO:0044271	P
hipB	GO:0044271	P
hisA	GO:0044271	P
holA	GO:0044271	P
holB	GO:0044271	P
holC	GO:0044271	P
holD	GO:0044271	P
holE	GO:0044271	P
hprR	GO:0044271	P
hpt	GO:0044271	P
hupA	GO:0044271	P
hupB	GO:0044271	P
hyfR	GO:0044271	P
hypT	GO:0044271	P
ihfA	GO:0044271	P
ihfB	GO:0044271	P
lexA	GO:0044271	P
lrhA	GO:0044271	P
lsrR	GO:0044271	P
lysS	GO:0044271	P
lysU	GO:0044271	P
manA	GO:0044271	P
mazG	GO:0044271	P
mdh	GO:0044271	P
menF	GO:0044271	P
metF	GO:0044271	P
mioC	GO:0044271	P
mlc	GO:0044271	P
mobA	GO:0044271	P
mocA	GO:0044271	P
mprA	GO:0044271	P
murR	GO:0044271	P
nadA	GO:0044271	P
nadB	GO:0044271	P
nadC	GO:0044271	P
nadD	GO:0044271	P
nadE	GO:0044271	P
nadK	GO:0044271	P
nagB	GO:0044271	P
nagD	GO:0044271	P
nanR	GO:0044271	P
nrdA	GO:0044271	P
nrdB	GO:0044271	P
nrdD	GO:0044271	P
nrdE	GO:0044271	P
nrdF	GO:0044271	P
nudB	GO:0044271	P
nudC	GO:0044271	P
nusG	GO:0044271	P
paaX	GO:0044271	P
pabA	GO:0044271	P
pabB	GO:0044271	P
panB	GO:0044271	P
panC	GO:0044271	P
panE	GO:0044271	P
panZ	GO:0044271	P
pdeK	GO:0044271	P
pdxA	GO:0044271	P
pdxB	GO:0044271	P
pdxH	GO:0044271	P
pdxJ	GO:0044271	P
pdxK	GO:0044271	P
pdxY	GO:0044271	P
pepA	GO:0044271	P
perR	GO:0044271	P
pfkA	GO:0044271	P
pfkB	GO:0044271	P
pgi	GO:0044271	P
pgk	GO:0044271	P
pgrR	GO:0044271	P
pheS	GO:0044271	P
phnN	GO:0044271	P
pncB	GO:0044271	P
polA	GO:0044271	P
polB	GO:0044271	P
prkB	GO:0044271	P
purA	GO:0044271	P
purC	GO:0044271	P
purD	GO:0044271	P
purF	GO:0044271	P
purL	GO:0044271	P
purN	GO:0044271	P
purU	GO:0044271	P
puuR	GO:0044271	P
pykA	GO:0044271	P
pykF	GO:0044271	P
pyrB	GO:0044271	P
pyrC	GO:0044271	P
pyrD	GO:0044271	P
pyrE	GO:0044271	P
pyrF	GO:0044271	P
pyrG	GO:0044271	P
pyrH	GO:0044271	P
