#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	artM//ycbU//gcvP//lysU//
GO_0055085_5	ybfE//cysW//yijO//paaZ//yciG//gsiB//tynA//acnB//wzzE//narZ//kdpD//lpxC//dmlR//manY//yqcG//glsA1//araD//yieL//yajR//leuC//tolR//priC//secF//rfaF//mdtL//potE//ugpC//paaB//nrdI//rlmL//ispA//xerD//selD//narV//dinD//waaJ//ndk//sbcB//kdpD//speC//tdk//yjbG//hscC//phnJ//fecA//thrB//yhjA//araH//gatA//tsgA//hscA//garL//nikA//rapA//potD//ybiY//proV//mfd//pheM//hupA//cho//sgcA//yfcF//gntP//ssuE//fryC//yjtD//gsiD//fepB//iscA//ansA//rimP//rpnA//garK//betB//recG//mglB//alpA//dusC//dosP//agaI//yhdH//ppiD//ybdM//gcvT//ypdC//insI-1//scpC//galF//crcB//bamC//yggN//rplI//hflK//moaD//gyrA//rcsA//mdtF//yeiL//apaH//arcA//argK//araC//cnu//yrdA//nuoN//gpp//dcp//caiB//trkH//ribB//sgcA//pdxA//pgpC//ampH//ilvL//ybgI//leuS//rlmF//ycfJ//ymdB//tdk//ybaK//hlyE//pflC//nuoE//ycjY//talB//ortT//lspA//mltG//frdA//ynfK//bcsQ//hscB//ydcZ//narZ//yihT//nanA//yajD//lapB//lpxP//ydfH//yoeB//lsrC//mtgA//glsA1//pepA//hdeA//ygbM//cspI//cedA//priB//fiu//pinR//yggF//mscM//ccmF//aroF//ygjR//mhpT//cysG//sapF//mcrA//lgoD//mcbA//priB//clcB//thyA//ompR//epmA//ilvN//deaD//betI//prfB//sufD//tufB//trmJ//fdnH//bioC//udk//ybjG//hemC//ribD//deoR//rpsQ//yafS//sppA//rsmH//rpsD//narW//basS//ribD//rffM//katE//ubiH//guaB//araD//ycjP//ygdG//uof//yibH//crp//bglB//aphA//serA//ybhG//bamE//hemD//uraA//murI//rlmL//sfmC//mraY//yfgI//plaP//tnaC//rplA//proC//yijO//rhaA//dcuC//ppsA//rlmE//pabB//arnF//lpxC//cbl//frdC//sdaC//fkpA//ybdH//ubiF//potG//ldtC//rplD//nei//hflX//rcnR//atpG//idnD//psuT//lpxB//lrp//murQ//gloB//wecB//clpA//fruK//blc//rpsE//umuC//gnsB//ibpA//arcC//treA//folC//dhaL//ydiF//tsf//puuA//yeiL//ldtA//fixB//add//macB//yggE//pabA//ilvM//deoA//gutQ//rplL//hybF//yieE//gmd//dkgA//iraP//yjiY//lysO//ung//uxuB//norV//bdcA//phnC//fucP//agaV//folD//xerC//nac//glpX//glcE//rlmG//lysC//cytR//potH//betI//pdeK//corA//mhpB//ygjH//dinQ//proP//secA//rpsN//hslR//yihX//yfcU//mzrA//rpe//rlmF//fbp//dnaB//ptsN//yraR//potG//ppiA//ubiA//yidD//rssB//ybhG//soxR//hyaA//thiL//dapF//glpT//sapA//lplT//yjjG//evgA//pfkA//tmk//yfcR//csiD//yihI//yhjV//cysU//cusR//yjjB//clpB//argG//ompA//nirB//rnpA//rssB//spoT//nemA//garD//cvrA//hemA//yhcD//fumB//yjjU//yebZ//bglF//hicB//ppiA//rpiR//sbcC//cspG//helD//yjiR//ecpR//pliG//araG//ogt//hybB//ulaG//gltS//fdhF//rlmB//csdE//metL//guaD//dgoR//yoaB//mmuM//ubiC//nfo//ygjR//intS//fadA//dnaQ//recJ//lldR//hipA//fsr//rplN//lptC//modA//yjjX//amyA//queD//tatA//lpoA//fdnI//yjgX//tnaB//yggW//ydeP//nagA//xanQ//queC//fadA//ykgM//marR//pfkA//torZ//yajD//trmB//aaeB//atoS//yqeF//hinT//manY//yahO//hisM//ftsI//ruvA//rna//mug//hybF//ssb//ytfP//murE//yehD//rclR//tig//sdhB//lgoR//yehD//rrrD//queG//
GO_0055086_4	betT//udp//rpmF//glnS//csgA//bamB//pck//hofQ//groL//lipA//phoP//elfD//sgbU//ispF//ybgQ//rpsH//trpE//minC//tnaB//yjcO//gldA//ftsA//gudP//yiiD//infB//pyrH//ybjG//yahO//alpA//ecpR//citT//ybiT//uup//yhgH//serB//smrA//ansB//speC//napC//fimI//purC//appA//rlmI//yehP//tcdA//prpD//yghB//dxr//mdtK//hlyE//yiaF//ydiQ//lapB//nrfE//waaQ//tktA//ascB//alaC//groS//lptB//gntK//garD//osmC//mukB//dcyD//folP//purT//rpsA//dedD//dam//insF-1//pdeD//aer//fetB//menD//yecS//htpX//eptC//hipB//murE//fimE//accA//dgcZ//rplW//yjiR//clcB//pal//entE//nusG//yciT//eptA//bamA//oppD//csgE//yjjI//rlmN//lptC//ilvL//afuC//ymgA//galP//iscS//mltA//clcB//paaX//yfcR//mdtD//ortT//nikC//sdhC//ycjP//bepA//bfr//bepA//glnE//sfsA//gatZ//patA//chbA//ydcP//abpA//glnD//yhdH//clcB//murB//lsrG//yehD//yihO//glgS//mppA//fdnG//proP//nupC//mdtQ//dgoA//yhjG//sufC//atoC//rpsS//rpmF//nupC//aroK//leuO//bdcA//ais//yfeO//lrp//hycA//mqsA//iscR//glpR//trg//adeQ//aroF//ydiB//ybcJ//mdtG//hinT//atpA//alr//yegS//alaC//mreD//rplE//ydjK//livM//gpmA//ydaV//xanP//mdtL//xerD//flgG//
GO_0055114_3	fre//rimM//hcaF//glpT//thiG//yihP//ybhG//fecB//mngB//patD//umuC//yobA//fau//tisB//ybdG//ybjI//cpsB//hcaD//gloC//arnE//insI4//setB//yihS//malK//yaaJ//kdpC//glk//flhA//panD//xylH//yqjI//hofO//nuoF//ubiG//hiuH//yjbF//yidD//ribC//atpH//fimD//infC//mntR//msrC//guaC//symE//umuD//mntH//ybeQ//aroE//deoD//macA//rpe//yhdJ//dacD//mppA//rlmM//accB//ugpC//tsf//rlmB//ybjX//bcr//tusC//agaB//btuC//glcA//ortT//dppF//rhmD//rutG//prpB//rplX//ahr//pstB//yeeY//gutM//mscS//cspI//phoP//panE//yegT//nrfB//iaaA//etp//ftsX//entB//yeiL//yjbG//lldD//osmF//leuC//ruvB//gnd//ldhA//focB//folP//insH-5//flgD//nimR//nikB//fliD//opgD//gutQ//rstB//lolD//galS//yeaG//gstA//yiaN//lexA//malK//cas1//phnG//yhjA//kdpC//recJ//pfkB//yqaE//fdhE//srlR//tilS//galT//lysR//lsrG//hisC//helD//metG//agaB//rimO//ubiA//ssuA//yahB//cyoB//mlaD//rutC//idi//fecA//yciH//rtcR//ykfM//hemG//pabA//gutM//prmB//modB//ccmE//mepS//dnaX//mnaT//yjiM//yagU//mepS//deoB//uvrD//hybE//yfcR//aceA//udk//mdlB//rsmE//sgbH//speA//araF//fepG//ygeR//betB//hflC//murQ//torZ//tatA//yieF//xthA//frdD//rho//gcvA//qorA//mfd//htrE//fhlA//hemG//mhpC//narX//ycfS//rpmF//yhdX//uvrC//lldP//ykgF//dgkA//ydcO//wcaC//cynS//
GO_0055129_5	sufB//thrL//cspG//
GO_0055130_8	nsrR//rlmD//
GO_0060003_10	yhfK//yhaO//hns//ptsI//
GO_0060255_5	emrD//malZ//fabB//murQ//agaB//pepA//caiD//ydjM//truD//ygbN//hyaC//yciT//mtn//gcd//mdh//fabI//ftsP//rluF//mrdB//nrfF//yrbG//aidB//truA//tdcB//fabR//hybC//rpiB//rho//otsA//bolA//dgoA//fecA//ygfZ//comR//bfr//yciH//fhuF//ymgC//clsB//lepB//uspB//eptC//cusF//fdoH//tnaA//purD//ybaO//uspE//apaH//dgoR//galK//prmB//pal//glmM//poxB//yhaV//gpsA//yqgF//sufS//yfcP//rplW//fes//yphC//cof//prlC//tktA//ynjA//lspA//yacG//yhgH//uidC//rplL//intZ//aceK//lldP//lon//frvA//yafO//casD//ygdG//lepB//ybiH//appC//fdhD//yjiY//tcyN//orn//casA//moeB//secD//map//rarD//nac//hprS//yfeO//yfcQ//sbcB//yneJ//araD//qseB//lpxP//dauA//macA//btuE//acpT//yihR//aer//mnmE//fliK//rnr//yihL//phnP//asd//ygfZ//rfaB//hinT//lysU//yheT//hsdM//csiD//rpoD//yfcG//mdh//trmH//insI-1//cydB//fdoH//ygdG//dgcE//ydbD//glyA//idnK//ybiX//tdh//coaA//tauA//gyrB//syd//yrbG//ymgA//lptC//mnmA//trmO//ybaL//fepE//ftsK//ascF//speB//dtpD//ybcF//ivbL//yhcF//yoeE//phoE//srlA//priC//sufB//ade//ibsA//ghrB//fdoG//ygbM//narG//fbp//bioH//yddM//yddL//norR//agaB//frdC//ybiT//nlpI//allC//acrE//rpnC//oppC//pdeK//frvR//ppiA//rcdA//ssuA//dkgB//tus//gpmM//ygbI//flgG//aroA//dapD//yfeO//rph//emrE//fbp//cydB//pta//cueR//glcB//leuA//adeD//metR//rpsB//argF//nirC//malK//rplC//upp//ybiW//ybjG//casB//rsmI//tusB//aaeR//pspF//gcvP//xseA//degQ//yehT//rssA//ndk//wcaC//dtpB//yjjV//umpG//bglF//yqhD//kdpD//ttcA//potD//ygjK//yjbE//bcp//livH//yddA//rluB//tatC//arcA//sodC//nikB//pstA//yiaT//fadK//recR//flgA//csdE//moeA//mug//mscM//gabP//yjfF//sxy//yehC//trpE//aidB//setA//fhuD//nemR//gatY//yagJ//sufS//ydiF//ileS//speF//yibT//gapC//nuoM//fixA//tatD//epmB//phnC//yiaL//pckA//manZ//gltB//mgtL//agaS//ybcM//malQ//yaiV//yidP//mdtQ//hicA//macB//rtcR//lsrA//glk//yihR//tag//yegV//casA//leuA//ydcT//nanS//insI4//mltD//speG//tcyL//psuT//pyrB//gcvA//dacA//acrA//coaD//rbsD//yeeO//yfdS//rng//appY//yiaO//intA//mdtP//ydgA//ampE//lsrK//yrdA//xapA//casB//glpX//fimZ//holA//yadN//bioA//thrB//trmJ//rutA//icd//mrcB//dinG//perR//csgE//ydjJ//yfiC//gudX//mprA//yciE//dcp//rhaR//hyaA//yeaV//kdgK//mscL//yjiR//nrdG//rzoR//glsA1//secE//tyrB//yieH//envZ//paaJ//gor//guaC//fucI//cmoB//gyrB//umpG//
GO_0060274_5	osmF//
GO_0060326_5	mscM//
GO_0060341_5	sucB//ndh//
GO_0060491_5	rbsR//envZ//yfcP//gadE//
GO_0060566_8	dapD//
GO_0060567_8	grcA//yebC//mzrA//
GO_0060699_8	essD//prlF//sufA//tdcR//tilS//
GO_0060700_7	fecC//argH//sbcD//hemE//ydcO//
GO_0060701_8	yddM//ybbW//hybF//asnA//rlmA//
GO_0060702_9	ebgR//fryA//insA-1//pinR//tdcG//
GO_0061013_7	ynfE//parE//mdtC//yadG//dnaT//
GO_0061024_4	flgG//malI//yeeO//fixA//hybC//lsrB//ycaN//nimR//norR//glsA2//ymdB//slyA//
GO_0061077_4	rimL//cmtA//uidC//mtlR//psd//hfq//yhaJ//torZ//yhbS//phnM//rnhB//glnS//malG//rffG//ydiO//miaA//dgcT//grcA//tsaC//gph//nanR//yegV//dcm//
GO_0061475_9	ftsP//
GO_0061504_8	frr//
GO_0061610_5	adiA//
GO_0061615_7	frvB//fdoG//
GO_0061687_3	rsmB//uidC//dapF//dnaT//ftsN//livM//
GO_0061720_5	ulaG//ompA//ligA//glnA//
GO_0061727_6	yejB//fecD//rpsK//dnaJ//csrA//dmlA//fic//yfiF//hisG//qseC//eutK//ampD//hisG//yphB//srkA//cstA//mepA//exuR//miaB//yggW//metC//tsaC//creC//dmsC//
GO_0061984_6	acrR//
GO_0061985_7	hsdR//
GO_0062012_5	perR//narV//kefF//allD//basS//slt//yejF//ccmE//yfbS//uxaB//tynA//
GO_0062013_6	dnaA//plsC//miaB//
GO_0062014_6	dnaN//fre//
GO_0065002_6	malE//rffM//coaA//etk//glcD//yhaJ//bfr//ugpA//
GO_0065003_5	elyC//yfcG//uup//prpC//araB//recF//efeO//cdd//lspA//minD//xthA//ftsQ//hipA//hycA//mioC//puuE//ykgO//hyaC//hisP//rtcR//mrdB//yajR//accA//ybjN//dicA//ubiC//msrB//mhpC//yihW//yjhC//bcr//lsrK//nfi//cas1//frlR//ogrK//yfbU//casD//kbaZ//rbbA//atoB//ssuC//pepN//thiQ//hisD//degS//srlB//lolA//dcuD//rimK//gnd//malZ//lpxK//coaA//alpA//lptE//adeP//rfbC//ulaF//fucO//ygfZ//sgbH//ydjK//dxs//carB//ybiH//phoQ//ortT//hemA//yfgO//trpR//rayT//tcdA//ulaB//mocA//glpF//ydjL//amtB//metC//bsmA//umuC//hemF//xseA//creC//pphA//trmL//argE//cspG//groL//ispF//dacD//rnc//
GO_0065004_6	bioD//
GO_0065008_3	ldcA//tatD//katG//trpD//ulaC//mltA//glcD//lgoT//ybhR//ybiS//ispH//modA//sdaA//ybhG//fepA//tsgA//yccS//yciA//gltI//caiF//sdaA//mepM//lplT//rsmB//mioC//paaX//rpmB//wcaB//arnE//yiaB//mtnN//uspE//agaR//cyoD//higA//napC//speF//pheA//yahF//tauB//ttdA//mdlA//tas//zraR//cysK//cspG//mdtI//nadB//rusA//ynaI//galT//yehX//pinQ//glmM//gluQ//yagJ//ndk//sspB//sppA//epmB//gcvP//ibpB//xylB//lldD//yjfP//mhpA//rmuC//nrdR//wcaJ//gltS//malF//aceB//yghB//pyrD//rapZ//hisC//mraY//cmk//metG//fhuF//csgA//glgC//dapD//truA//asmA//gatD//csgA//ccmA//surE//cynS//dicA//araE//gntT//chpB//rhtB//wzc//gsiB//fimI//rlmL//hemC//yehB//malI//nuoN//yiaN//kdpE//ydcT//sseA//trmA//uvrA//rnd//thiQ//arsR//mutL//thrA//eutK//dgkA//eptB//mntR//tolC//pfkA//zapC//ssuB//rhaB//hemD//puuD//serB//flhA//hicA//rfe//mrdB//speC//
GO_0065009_3	acrD//infB//yhaJ//iap//lptE//ynaI//hflX//fdx//aceB//degQ//yneE//yhjD//polB//nanC//deoR//yceO//tusD//kdgR//aaeB//bglX//sucA//ettA//yfeX//rpsQ//narY//malF//agaR//cysZ//frvB//garK//fre//ydbK//lptA//ycgR//adiY//nlpA//dut//trmI//rspB//waaG//eutA//rpiA//waaG//topAI//ybdM//glpC//mog//csgE//lsrA//bipA//crcB//kdpB//argG//yecS//sufB//amyA//icd//arcC//mraY//ftsE//uxuA//sfmA//gmhB//gadW//hcaD//lexA//umuC//ydiO//yjjI//cho//nemA//dam//ynaI//mutH//ygeV//araG//nagA//
GO_0070084_7	torC//
GO_0070085_3	livM//lit//
GO_0070178_5	atpH//
GO_0070201_6	yeiL//yfcR//sufD//
GO_0070206_7	umuD//fliA//mdtC//fadA//
GO_0070207_8	wcaJ//torD//rsmJ//menF//
GO_0070297_7	ddlB//
GO_0070298_8	waaB//
GO_0070301_6	tdcD//chiP//yjtD//pth//hflX//xisE//lsrR//gcvA//nagA//ydjJ//
GO_0070329_5	casC//hisS//
GO_0070413_7	nudB//tldD//
GO_0070415_6	dapB//tsaE//
GO_0070417_5	gldA//dapF//paaZ//idnK//
GO_0070453_7	aaeR//
GO_0070475_7	sfmC//suhB//tcyN//rplY//abgB//rihA//flgF//rlmE//pal//fucK//casE//ybiI//rof//mntS//yfgJ//ssuD//dacB//yhjA//insI4//
GO_0070476_7	pckA//yihO//
GO_0070482_4	prpR//eptA//rfbC//zapE//
GO_0070525_7	yneL//argE//opgC//prfB//
GO_0070574_9	mgsA//pspC//lit//yhjB//
GO_0070581_8	tynA//
GO_0070588_9	csgG//
GO_0070589_6	dtd//nudB//coaD//hybA//yahK//yhjR//mhpT//idnK//mntH//viaA//mnmG//rcsB//phnG//mobA//mcbA//elfD//cytR//yehW//yadI//hypE//cspE//yfcG//pdxK//hcaT//birA//atpB//ldtA//dnaA//aroL//agaS//ispH//mntP//rpsG//yjhI//yggT//ampD//rng//ibpA//pdeF//waaL//nfi//agaS//yggW//
GO_0070627_10	pntA//
GO_0070646_6	mhpD//
GO_0070647_7	tusB//
GO_0070689_6	gltX//cusB//
GO_0070716_8	cheA//
GO_0070726_5	yeiE//htpX//
GO_0070727_4	yfaL//bcr//gadB//intQ//arsB//mtn//rplE//proA//msrP//clcB//metN//bglA//gcvR//def//fkpA//rcsB//ghoT//
GO_0070778_6	tdk//aes//
GO_0070838_8	aroF//narK//rseB//fre//gcvT//yihQ//fkpB//sdiA//tldD//yrdA//selB//vsr//mltD//ybeQ//rcnR//
GO_0070873_7	ynhF//yohC//
GO_0070874_7	oxc//
GO_0070875_7	soxS//
GO_0070887_4	ppiD//yccX//ychF//ygiW//zapD//brnQ//arsB//ygdG//pspG//ortT//paaK//yjcE//rsmC//wecE//kdgR//hflD//mazG//obgE//sdaB//fabA//nrfE//mtgA//rfbB//ftsP//agaC//fabG//deoB//cueO//kduI//lsrK//rimK//purF//narQ//rplA//ispH//lplA//ygiS//rfaG//fucI//yfcU//acnB//betA//ybhR//dhaR//rdgC//dapB//alsC//yobA//yadK//pdeR//zntA//dapF//iscA//appC//pgpC//ebgA//agaR//tisB//gapC//ispF//
GO_0070894_6	brnQ//
GO_0070925_5	cysC//ydiB//ydeO//mhpA//alsA//ydiP//degS//hokE//yaaA//ftsA//
GO_0070930_7	plsB//
GO_0070972_7	cptB//
GO_0070981_6	ybcM//
GO_0070982_5	ldrA//
GO_0070988_3	ypjD//pspG//
GO_0070989_4	glrK//
GO_0071103_6	prmC//ycbB//gapC//narU//hybD//nirD//betI//cbtA//rtcR//cfa//galT//fimB//mmuP//sad//nagE//atpE//ybfE//lpoA//deoA//
GO_0071139_6	yghW//feoC//
GO_0071214_4	trmD//waaO//atpE//lldR//rssB//narL//hpt//ypjD//rpmJ//lpxL//dinI//phoR//yddG//sbmC//elfC//amiB//agaC//rimL//infB//yraJ//endA//iclR//nlpE//cheB//
GO_0071218_6	ais//
GO_0071229_5	yiaM//hybF//lysR//recD//panZ//
GO_0071230_6	pstA//
GO_0071236_5	mrp//pyrH//argS//ulaE//narH//insI3//aceK//ycdY//narK//ade//ftsQ//rcnB//tsaE//frwC//acpP//opgB//ybhA//sbmC//
GO_0071237_6	osmF//waaO//
GO_0071241_5	putP//sseA//dgcT//lpxT//hisF//nrdH//recC//dcp//clpA//sodB//acpS//relA//ampG//dgcM//rfaE//kdgT//yacG//
GO_0071243_5	tdcC//
GO_0071248_6	yjaZ//ibsB//abgA//ydfK//malX//groL//ompA//era//tdcE//amiB//ampD//tatD//yqcG//emrE//
GO_0071249_6	fixC//nadC//
GO_0071250_6	ddpA//cusF//
GO_0071265_5	gudP//yeeO//cpdB//insH-6//asnB//
GO_0071266_6	nrfC//alsC//
GO_0071267_6	yjhC//ilvM//dpiA//
GO_0071270_6	yehC//sspB//
GO_0071271_7	ykgA//tap//
GO_0071276_7	iclR//yjhH//
GO_0071280_7	hemL//yqiG//
GO_0071284_7	adiA//
GO_0071286_7	yagJ//xylR//
GO_0071287_7	trpD//
GO_0071288_7	aroB//entD//
GO_0071289_7	uspG//
GO_0071291_6	parC//
GO_0071292_7	yiiD//cysD//
GO_0071294_7	hxpA//cbrC//
GO_0071310_5	seqA//bioP//pdeD//lacZ//pgk//yfcF//frmA//bioD1//mnmC//narX//mgtA//
GO_0071417_5	cstA//gltK//pstA//
GO_0071421_9	nanT//sgcE//yihO//
GO_0071422_7	acpT//nanA//narZ//
GO_0071423_8	ybcM//
GO_0071453_5	ridA//lamB//hcaB//
GO_0071454_5	groL//fimZ//
GO_0071456_5	ivbL//
GO_0071467_5	udp//mdlB//nikB//cyoA//eutN//araG//dcyD//rfaB//ariR//ygbN//ogt//
GO_0071468_6	rpnD//yfdR//yrfG//kefC//glcF//xisE//frlR//groS//prlF//srlE//
GO_0071470_5	yhbX//ydcO//aspS//lptG//putP//ulaE//gatD//flgC//ttdT//eamA//
GO_0071474_6	cobT//ycaN//ybjG//secB//
GO_0071478_5	yjhB//moeA//fhuC//
GO_0071482_6	yfdG//rihA//pppA//
GO_0071483_7	metF//
GO_0071495_4	lhr//orn//rtcB//
GO_0071496_4	mtnN//ygfA//ydiQ//nhaR//acrB//nupX//yidH//mioC//truB//fnr//waaL//galS//deoB//talB//rlmC//chbR//mntR//tamA//dnaK//thiM//mrcA//fecA//maoP//yeaG//yfbV//dsbC//btuF//mug//rcsF//rssA//lpxH//ydiO//thrC//panF//proA//evgA//csgA//ftsB//accA//topA//ygfX//dgcN//yjeI//hchA//yihV//cdd//recT//ftsQ//yeaK//dfp//gspJ//mdlA//truA//
GO_0071500_5	mdlA//
GO_0071502_5	umuC//
GO_0071545_6	hemF//manY//
GO_0071554_3	yijO//hycH//ratA//apaH//dusC//minC//fliD//aroE//ygiV//melB//nagE//tcdA//emrK//umuD//cysI//rfbB//degP//rpoS//mutT//qorA//yigL//metN//hisS//
GO_0071555_4	glcD//pal//ibaG//kdpB//lpxP//frlB//shoB//rpnA//folE//rluA//aroB//fur//ttcA//
GO_0071577_9	hisM//hicB//gadA//menE//deaD//malI//birA//
GO_0071616_6	ygjH//sapA//
GO_0071702_5	efp//yjcS//borD//ihfB//tabA//katG//ybaT//dnaJ//fixB//ppx//glpR//srlR//glnH//sbcC//tsf//ygaZ//waaJ//raiA//acrD//hisM//frvB//mtn//cecR//iscU//bacA//basR//hcaC//gnsB//yiaO//mngA//opgC//iscX//acrR//yceO//mdtG//zinT//mlaF//edd//ftsX//cusS//truD//phnC//gudD//malI//rarD//flgB//gabT//dgcJ//rcsC//frwC//hpf//ybiA//envC//ubiE//acrF//bioD1//yhaJ//recG//yafQ//ubiD//torZ//xylG//pstB//ydcO//entS//hdeB//frc//yehT//ygiS//argC//rclR//uhpC//ybjC//lipB//rpiR//recJ//frmR//ansA//rpoA//frlB//panC//lon//rpsE//ubiJ//fliA//rhaR//torR//rfaF//yfgI//dgoD//narU//perR//modC//glpA//yeiG//entD//cyaY//yhcH//dinQ//ygeW//aspA//soxR//ygeA//nrdE//abgA//hchA//yjiY//ybaM//murG//clpB//chpS//ulaR//phoU//cutC//eptA//yhhY//prlC//tisB//prfA//frlB//gcvT//yacG//narH//yrbG//lldP//yaiP//waaB//betA//nadD//yagJ//dnaJ//dctA//ybbY//dppD//yigL//deoC//sucC//yjbE//aroK//yqgB//ridA//queD//xylR//pstS//yidC//csiR//cadB//eutB//psd//rseC//ycdY//ppc//phnH//accD//tktB//atoC//fadD//allB//yhhT//chbC//hflX//hofO//bglF//accC//ptsH//ivy//nrdA//motA//ypjD//cas2//mtn//tnaC//narV//ydcZ//gltS//araE//glmS//lpoB//ybdG//metE//bluF//cbl//ycbV//ymgC//fucO//sgbH//nikA//asd//yfjR//feoC//pckA//der//narL//dnaA//fdnG//mmuP//cpxR//abpB//etk//hda//mutT//yrbG//ftp//ybgP//mlaC//cysI//sgrR//gltL//tsr//ybfA//mrp//purR//ppk//hemH//ykgM//tpx//dgcE//proC//rseC//tnaA//nusG//rep//deoD//rpiR//cmtA//selU//glgB//elfC//dcp//rpmE//efp//prmA//glcE//rpsQ//ymgA//mepS//uhpC//alaE//yjjW//yadN//napC//ygbL//rmf//murA//iraM//ydjM//insH-6//ybiI//yjhC//yfcG//lacI//pstC//rpsK//cas1//fbp//murC//waaS//ygdG//pitA//argG//hyfA//ftnB//katE//yadC//yceK//paaK//pldB//nuoH//cstA//araD//yagJ//wecA//sspB//kdpE//rhlB//glgX//trpL//rpsE//yqhC//comR//sgcB//matP//glnE//amiB//nrdA//miaA//glnD//bcsQ//btuB//rutC//rutC//xapB//arfB//yneJ//kup//tyrS//ampD//abgB//hokE//paaX//dinD//accD//yaiW//ulaA//pgl//bluR//nadE//yhdH//mcrB//dtpB//leuE//rpsB//cysI//yehP//yfeR//yciK//lacZ//dgcJ//ycfH//nuoB//agaI//flgJ//csgD//guaA//pyrD//kefC//artQ//zntR//kup//udp//csgD//waaG//hypT//basR//deoR//deoC//yphF//nrdE//fau//rpsH//bioD//yciA//ycdX//lysC//ybiX//hemB//csdE//katE//rnhA//hflX//lolE//uup//paaZ//betA//entH//cobB//ebgA//bcsQ//arnE//mdtQ//insA-1//rpsJ//pgl//gspF//envC//thiQ//csgF//yfeR//cysU//zntA//potD//fic//ilvB//rpsL//proQ//cydA//nagE//yehZ//yijE//rpsJ//fryC//codA//frdA//znuC//ybaQ//lysR//avtA//topAI//ascG//nagD//
