#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	greB//cdaR//iscA//hslO//
GO_0043603_5	dedD//nanR//aaeA//rpsR//tqsA//ilvA//arfA//ribE//pspG//lpxH//ansA//sapD//bglJ//fucO//dfp//dnaG//yaiP//alaC//luxS//queA//yabI//pphB//dnaJ//tolR//insI1//hdhA//wecA//sgrT//hldE//rlmD//speF//mipA//ygiN//ygfX//tcyP//phnH//sdhE//frlA//prmC//entB//pdxJ//lpcA//rfaD//cysK//rbsB//yhjC//lpxL//ycgR//yeaV//yaiP//rhaR//solA//ybcQ//ydiK//argR//chbB//ycfJ//tag//glnD//opgD//fliG//yebC//rplP//rpnC//rcnR//mlaC//flgH//lpxP//leuA//holB//gpsA//casA//yqcG//rhtA//nanT//tolR//narK//fdrA//mqsR//atpD//menH//dtpD//fliT//lysR//yfgJ//agaA//fadA//ebgR//sutR//yhhT//gltI//ratA//baeS//borD//xanQ//cmoB//cydA//dtpB//rplO//mqsA//iscX//dacC//miaA//deoR//ygbI//xseB//mug//yjiM//evgS//yqjI//moaC//preA//yccX//modC//ybaE//rutE//pdxB//frsA//lasT//ybhS//phnP//yrfG//yehB//dosP//gluQ//hybC//zapD//
GO_0043604_6	lolA//yahB//parC//adeP//pepQ//znuB//tnaA//tdk//dgcM//yddG//glnB//rhtA//mdtG//btuE//ydbD//yeiE//sbcC//btuB//fepE//yiaA//yehA//mioC//ubiC//apt//hemC//rpiA//trkH//tsaE//yfiE//rlmH//kilR//dhaL//rpiR//yihR//uvrY//minD//sgrR//mntR//aceF//serA//yeeL//dinD//yhjD//basS//gltX//insK//oppD//dnaB//ybbN//cysD//pepT//acnB//dcuC//setB//mltD//mioC//leuB//uxaA//aroK//rluF//tatC//aas//yiaO//yihV//hcaE//ldhA//ydcR//nuoL//tauD//ldcA//mtlD//ybhD//gcd//nrdF//yhdX//btuC//xapA//glgA//rrrQ//pal//ybiA//lgt//hybG//rpsB//gatB//lamB//ulaR//ssuB//rpmE//ubiG//ffh//dgcM//tldD//yjiX//tsr//hemA//yaaU//ybiY//cheB//
GO_0043605_6	argB//nrfC//mdh//agaI//yhdJ//
GO_0043610_4	ybcM//
GO_0043624_6	gabP//yfiF//dnaT//pgsA//pyrL//rlmN//yfcG//
GO_0043628_9	nanT//zwf//ycbB//
GO_0043631_7	frsA//minD//
GO_0043647_5	fumB//glpA//
GO_0043648_7	araC//dgcN//suhB//mdtL//pyrB//yfjV//galT//araD//cydD//ettA//rutD//bluR//feaR//kbaZ//setC//topA//nagZ//malZ//yacG//ypdC//ybaK//phnO//ftsY//yahO//rutD//yghO//wcaJ//mmuP//yeeJ//yaaU//puuD//clpS//glsA2//pitA//ydaV//bamC//hsrA//narZ//ftsY//ssuA//yeeO//mglA//fdhE//erfK//yidK//coaA//putA//ppk//argR//thrC//yggD//psd//lamB//yegV//fucO//ydcI//gloB//wzyE//lpxC//rpnA//rnhB//ycjP//xylB//cysD//caiE//manX//radA//hrpA//gntK//fliM//ibsB//focB//rluE//yihU//
GO_0043649_7	murP//ttdT//cydB//ygdG//dsbC//tadA//ghoT//yejF//ybaT//yqgF//fdhD//
GO_0043650_7	ydaV//secF//umuD//dfp//lpoB//adiC//frr//tas//leuC//dgoD//ddlB//nagZ//ygjK//adeD//umuD//ilvB//ilvL//mdtI//tolB//rnt//yghO//lit//rplK//yfcU//nadE//sfmA//phoB//
GO_0043686_7	avtA//
GO_0043687_7	fbp//yaiP//dsbA//rnlA//yefM//garP//pstB//
GO_0043708_5	pdxK//torD//rph//lpxL//fkpA//kdgK//fdrA//napD//fis//gph//fruA//pyrB//insK//cusR//trpE//
GO_0043709_6	tnaC//cysZ//waaJ//ribC//symE//glxK//gltX//ptsG//acrD//
GO_0043711_5	ytfR//rutB//recQ//puuB//atpE//umpG//hipA//yiiE//csgA//ptsI//uxuR//cpxA//ccmH//norR//hypD//opgC//alsB//mnmA//glnH//ruvC//fcl//
GO_0043900_4	yfeW//cedA//chaC//yhbS//borD//wza//acrD//oxc//ybfA//arfA//uvrC//apaH//paaJ//
GO_0043901_5	rraA//carB//yfeX//nrdA//
GO_0043902_5	cadA//fimE//
GO_0043933_4	dacD//cynT//gcvP//macA//rimK//acpP//rplX//cobC//glcC//yadV//degS//hisC//ygfX//hupA//rcsF//yqgB//ybgP//ycjD//yhhY//yfgJ//btuE//uxuA//trpE//arnD//thiC//mtgA//livF//tsr//patA//fbp//yhcH//gspI//pinQ//ybdM//gatD//opgE//oppD//glpK//rplC//fliM//yjhP//bglJ//moeB//wzb//fimG//torA//frlB//pstS//aroD//cysI//paaB//mppA//zupT//yqjI//yidC//rhaT//flgM//moeB//prlC//ftsW//yahB//yqaA//fhlA//qseB//lsrA//glpT//ybgI//dnaB//zipA//yfbS//ibsC//yqeA//mpaA//erfK//ybdG//abgR//mltB//dinB//fryA//rpiB//intQ//valS//ybjN//ybjG//yddG//hemB//fepG//mipA//fucO//gfcE//ssuB//intE//ttdT//ydhJ//pgl//putP//pflA//yidA//xanP//csgB//
GO_0043952_7	phoE//hypD//pal//artP//fadB//
GO_0043953_7	torY//ugpC//yhaM//panD//
GO_0044003_5	ybcC//bglJ//icd//cpdA//
GO_0044004_6	entF//kdgR//ascB//tas//
GO_0044010_5	aroK//mgsA//wza//arnF//uxaA//yebS//entA//uvrA//proW//ydiR//uspE//gadX//yhjC//dsdX//cysN//era//araF//nuoE//kdgT//ubiI//xylF//yaiP//cbtA//metE//prfA//nadE//yebG//tsf//cyoC//cadC//
GO_0044011_4	thrA//uxaA//yiaB//bglA//abgR//dnaB//cusR//sfmA//
GO_0044036_5	malF//tdcR//wecE//rihB//dfp//yafN//menE//mltF//rpnD//yjhG//glrR//thiL//potE//yjjW//ilvB//hemB//ftsP//gyrB//rplC//yihX//pbpC//pdeF//yjiX//ftsE//gadX//proW//ydaC//tusE//dnaQ//rof//wcaJ//ybiX//ltaE//barA//rplX//rtcR//allR//mltG//dnaQ//gntP//ahr//ydaV//hsrA//xylH//rluF//yafS//yeeO//
GO_0044038_6	ldtC//phr//cobB//ybfE//rpsM//dgcE//nupX//ygaV//yjcO//recD//yfbV//pgaA//ybhD//cmtA//sufA//iap//ydbK//ampE//yiaJ//wcaJ//rutC//seqA//trmA//rsmB//yobA//secE//lsrC//ftp//yahK//cirA//tsx//scpC//rhaM//entB//rlmN//rna//cbrC//uhpA//atpF//sapD//rtcR//tdcE//alsE//
GO_0044042_6	rfbX//topAI//entD//rimL//yahI//envR//tsf//queF//nadB//livJ//panZ//creC//rplB//xylR//yihV//yacG//gatZ//nrfE//yojI//pgaB//yadM//
GO_0044070_7	mreC//apt//eamA//ydjH//
GO_0044085_3	feaR//speG//ribB//mmuP//thiH//frwD//trxA//ygcW//yqjH//ybcL//oppA//ispU//yddG//sbp//gatA//nlpE//tmk//gatZ//flgH//
GO_0044087_4	ypjD//atpA//pnp//citE//ycdX//recA//yfeO//ratA//amiB//yajQ//ettA//rpnD//malG//rsfS//gluQ//sgbE//napA//ybhA//apaH//yigL//perR//lysS//nuoN//yddG//ompG//nanE//cmoA//dgcN//gatZ//arsC//ldtC//hlyE//ytfE//dgcF//
GO_0044089_5	suhB//phnP//eutD//hyfF//hybD//mreC//murE//elfG//tcyP//rfbC//ybhJ//clsB//pepT//
GO_0044092_4	dicA//hemA//narV//cobT//tldD//sfmF//cca//xapA//folM//ygjR//rpmB//hisG//thiE//yfiR//ymdB//glpB//potE//cyaA//ycjQ//yihU//pgrR//frwB//asnS//ldtC//rutE//rhsD//dnaT//yggN//yjbB//csdE//mdlB//hflX//icd//yjjB//argT//waaO//
GO_0044093_4	rfbD//hicA//pspG//ycdY//ycbX//gstB//ogrK//helD//alsA//chbR//kgtP//rsmE//gudD//yhjD//kdpE//moaA//manZ//tauC//rpsO//yqaE//mtgA//rsmI//mlc//maa//yeeY//tnaB//cdsA//
GO_0044106_5	fepD//secF//clcB//yggF//speG//pstB//rpnB//atoB//ycfJ//ftsZ//ccmD//rlmB//ccmC//glcE//endA//torS//pabA//oppB//atpH//yeeL//yjbG//hisD//cyoC//ygiN//frvR//yggD//tufA//
GO_0044179_5	zraS//
GO_0044208_7	trpA//
GO_0044237_3	yfcF//maeA//lpxL//leuO//uidC//pyrG//rhoL//mhpB//ybeY//creC//ariR//thrS//yphD//pspG//opgD//elbB//pdeL//flgI//yceD//argR//flgE//waaQ//ldhA//rpsS//degQ//ybbY//yadV//yidZ//potB//lacZ//hybD//trpL//coaA//ytfR//ftsN//norR//rpsQ//nikR//clsC//ycjD//gmk//ybjX//dtpC//cdaR//mdtG//ydeM//yafN//proS//yhcH//yiaA//hyi//kdsB//ddlA//ygaV//groS//poxB//cyaA//paaH//lexA//pyrC//fadR//thiM//glrK//yajR//aroD//sbmC//leuS//sspB//mutT//ynfK//rfaE//tolC//dmsA//yjcE//mlc//lacY//leuS//gltX//kdpB//dosP//mhpC//dxs//pgm//ddpX//acnA//cirA//syd//truA//ycbU//narV//ttdA//sodC//zapD//pabB//lplT//ybiA//uhpA//ybjN//ydhK//ldtD//hupA//nupC//puuP//yceD//nlpE//glrK//znuA//fimB//csgG//rzpD//fabR//xapA//purL//npr//moaD//paaG//fliL//yddA//hisI//ydfH//fhuC//ribA//nagK//nanA//argP//atpB//rhmD//crl//pheM//cysG//yohD//metG//lolB//tnaC//rhoL//ssuB//rhaB//dnaT//pgl//yfdR//sucD//cytR//sdhE//ftsH//hdeA//chbA//zinT//hchA//dapA//aceA//mrdA//sgbE//rlmG//gcvR//yqiH//cnu//glsA2//yegS//rlmH//gadA//glpK//gutQ//rimO//yfcU//plsB//glpG//wbbK//ybgQ//osmY//lsrA//ybjL//prpB//ftsE//uidC//mtlA//fis//gspE//mprA//fabR//hprS//dmsC//rplP//hscC//rpsP//malG//nanS//ygdG//infC//mdtD//lamB//hybE//pheP//lplT//insE-1//paaA//dkgA//pbpG//hrpA//hypC//cecR//pdeL//dsbG//glgA//uof//ftsN//lspA//ygiN//frlR//yiaM//ygiN//sgbU//setB//rssA//wrbA//hpt//lplA//leuC//casA//tolQ//epmA//rplI//yidQ//idnT//fabH//nlpI//uvrD//glcE//opgB//yabI//dppB//kefC//rpoE//dnaN//torA//nanC//rcnB//atpE//lplA//yjjB//uhpT//ybdN//eamB//yraR//ycfS//ycfH//waaY//paaJ//ybhP//ilvM//yebG//kbaZ//glcC//yqjH//ydcM//yqaB//yhaO//gntK//paaA//yhbY//ybcL//yfcQ//cyoA//ynjA//ratA//selD//srlA//ascB//tdcB//obgE//ndh//yeaD//insI-1//ydfG//glpA//hemN//yhjX//ytfE//rnb//manX//pykA//ybdO//yddL//dppA//dacB//sgbH//rsmI//ebgA//metH//wzc//csgF//pyrF//pitA//ubiJ//secM//cysB//rbsD//yihS//ubiB//waaL//alsC//yfaX//malQ//gltI//nrdI//ycgV//thiL//tnaA//dosP//yiaJ//ydcO//fucI//yjaA//chbR//rpoH//livG//ybaE//yggP//pgaD//prmC//puuC//dtpB//elaB//lpxT//pyrC//tusE//rffT//bcr//tsx//dnaA//ychH//rnpA//gshA//elfG//dgcE//flgK//nrdI//ppiD//pnuC//hemD//nrdG//actP//groL//rhlB//ulaR//tmcA//arfB//lgt//lrp//emrE//ydiO//gutM//sufD//narH//yefM//aldA//cysU//lptA//mnmA//ycdY//hisA//fabD//mukB//sapA//dgcZ//greA//nrdD//oppF//emrB//ydbK//entE//narZ//rhmD//betI//flgC//mglA//xthA//ymgF//menA//acrF//amtB//polB//rclR//uxaB//fetA//rsmI//cas2//rng//yjeH//gspE//cmoB//aroK//tufA//crl//topAI//yceD//dcm//cspG//ybhP//yidL//yhgH//yfaU//yihR//tyrA//csiD//cydC//cutA//tyrS//waaL//hslV//srlB//msrA//polB//codA//ibsD//djlC//narZ//dam//ogrK//mlc//yaaJ//yibF//mrdA//nuoG//deoC//accD//yfjR//skp//caiB//yehD//waaB//opgE//gppA//pdxY//ompR//gapA//ghoT//citT//fepA//fabI//ygaZ//yihX//nemR//ynfF//ompC//nimR//hisF//ybcL//sgcC//nimR//mgtL//aroB//yebQ//gadC//nudB//rluD//murG//rutF//ydcT//gabP//apt//ygaV//rfbC//cmoB//dcuA//murB//argK//nlpE//dsdA//mgtA//maa//dgoR//prpC//bioA//yeeJ//fadB//ahr//agaB//ortT//cmoA//gshB//ssuE//yciG//oppA//ispH//relA//napD//nrdH//argA//glpR//pta//relB//mtlD//tufB//fnr//sgcE//dnaA//yfcU//idnO//lgt//yggN//macA//basS//idi//argS//yfbR//hisC//tdcF//waaY//carA//hslV//umuC//tas//raiA//ymjB//nuoL//sstT//udp//bcsA//yfcA//hchA//pliG//rffG//fliD//arfB//ycdX//sfsA//dacB//glnK//tatA//endA//yjcS//mgrB//ycjP//sapB//tdcD//ghxQ//cyoB//fixC//rimL//murQ//ftsB//allB//glpD//ynjA//oxyR//bioC//sufS//insK//ttcA//lepA//nfuA//recN//gudD//pdeF//mhpA//nlpA//yjjG//chbR//mreB//rbsD//rpsA//cyoA//rpsO//yehX//chiP//tusB//cysU//sixA//lacI//yfaU//torY//tamB//yfdG//nlpD//hipB//ddlB//btuE//selD//nanA//dinJ//nrdF//truA//metG//thiE//baeR//uhpA//ypdC//proQ//acpH//bhsA//yiaF//abgT//ybeY//hchA//prpR//ftsI//cydB//murR//hemL//yejE//recA//gadW//betT//dgcZ//rpoE//pdeD//emrK//mdtJ//lptF//ybhI//wzyE//pykF//lgoT//trpR//cynX//scpC//azoR//infC//alpA//rph//yedX//rnc//bioC//yfeR//ptrA//efp//ndh//solA//trkG//emrY//hdeD//rhmD//galU//rph//gntT//shoB//sdhA//agaC//glsB//ppk//pflC//yidZ//galP//cbtA//yafE//nuoH//alr//lysO//oppA//mutL//lpp//moaC//ldcC//ydiP//rsmB//pspG//kdsB//frdC//narW//nrdB//uvrD//yiiM//mscK//ubiI//dtpA//lolE//dedD//ibaG//yadM//kbaY//glnQ//ldcC//caiD//znuB//yghB//narV//mhpA//cynS//ybdH//ribA//murA//fadI//radA//ydeP//tufB//dadA//rpsA//rfaD//umpH//metQ//msrP//proS//dsbB//yegS//yoaB//uxaA//znuB//gldA//queG//manA//fumA//pgpA//marR//msrA//waaC//helD//rrrD//ydcS//arnB//adhE//iscU//recD//nusA//dgoR//yheT//araF//hcaF//recC//yihU//ybiX//ppsR//ulaB//cheY//lacZ//tolR//ftsQ//ruvA//lgoT//ydiP//lsrK//thrL//allC//alsK//hupB//slyD//intS//yrfG//glnS//scpB//yfcR//oppF//frdC//trpD//tdcG//ftsE//pgl//bglH//ycbU//csgE//hipB//rppH//asr//prfA//sfmH//nimR//nhaR//polB//polB//fbp//ydhJ//hxpA//cyoD//cadC//asnB//flgD//dcuC//ompG//rpiB//rrrD//glnH//hfq//ptrA//rplO//udp//gntP//mutH//ftnA//uvrB//gsiA//ynhG//cspB//scpB//kduD//rplT//yieF//adeP//parC//pgpA//pstB//tcyL//yajQ//btuD//glrR//nlpD//ttdT//ghrB//rutC//yfiE//rdgB//ycaO//rimP//ugd//evgS//ridA//era//yeaE//glsA2//ygfZ//htpX//yahB//cspA//ibaG//codA//rseB//ybdN//galP//yeiL//citG//mukB//rbsD//maeA//thiP//mlaF//rplT//cdaR//yhjA//otsB//gpsA//yqaB//mqsA//cdsA//rzpR//uvrD//atpA//xylG//mreD//ralR//glxR//yagE//rfbC//abgR//ybiJ//tnaB//corA//gatA//entD//mscS//rpmC//argB//potG//gspF//icd//thrS//mhpA//pyrE//yjeH//yihX//plsC//ydbK//mprA//csdE//rplR//yobA//fadE//ynhG//sbcC//ydhK//rpsL//potH//rsmB//prfA//satP//bglF//yaaA//glnL//nrdE//yfhM//patA//yhaM//pspD//gatY//gadB//nfuA//moeB//secG//ilvA//apaH//yoaB//srmB//nadE//rutE//ftnA//yraI//atpG//ubiB//sdiA//yiaN//dtpC//dacD//clcB//ycbX//dapB//ybcC//galR//narJ//thiD//dhaL//casC//treF//amyA//ybaO//zwf//pdxY//rimO//chaA//tauA//bioF//gntR//dtpC//ymfK//tnaA//fumB//hyaD//rnhA//yhdH//aspS//srlE//aes//entB//rna//rpmA//frmB//obgE//yedX//rarA//uidR//ulaB//ybhD//modB//nagE//entE//yjjQ//flgH//yahN//ybaM//nfuA//fliS//fdnI//frvR//ygiV//speG//ydeT//garK//speG//ygeR//pyrL//treA//tcdA//queG//rpsK//ibsC//tusA//yddA//ais//dtpD//ycfL//yhjA//ldtA//proW//cspI//alsB//tonB//yjbF//ynjD//insI4//dsdA//gntU//dsdC//trpL//symE//lepB//holC//kdpF//rpmH//kdpE//pflA//setC//fimH//adiC//amiB//yhaV//argG//rlmA//mak//nirD//yhhT//yaaY//xylG//yjbH//caiD//nudC//msrQ//mutM//dapB//xylF//gltD//cysW//yiaL//tar//sulA//ebgR//actP//symE//crl//argK//gnsB//iraD//shoB//pdeL//xylB//selU//topB//iraD//pepQ//umpG//serB//insA-2//cvpA//rcsD//yfhH//norR//pfkB//ydeM//tas//uspC//miaA//lpd//pgk//pfkB//ldrB//matP//mnmC//cpdA//umpG//hisA//ruvA//yajR//srlR//atpG//rpsK//lrhA//rfe//focA//xylF//bsmA//poxB//cpoB//tdcD//ybaM//avtA//icd//sgrT//rhtC//fpr//mscL//lldP//bioD1//actP//gadC//msbA//waaY//lhr//yfgJ//dgcQ//dcuD//ynjA//rfbD//bcsQ//yeaK//glnD//tolR//rluE//mrcB//dauA//mhpT//cdaR//yjhP//iraP//argP//greB//pntA//ychF//ahr//fryB//artQ//treB//ydiR//yraR//asnC//secY//ydeM//pck//eutB//yfaL//perR//ykfM//cca//rfbB//nhaA//era//gadE//ascF//minC//narU//caiD//leuC//glmS//btuR//yjbB//ompA//uxaB//bepA//ibpB//paaJ//valS//guaB//apaH//ybjD//mnmG//tilS//ycjQ//malX//ypdC//yahO//priC//agaA//nanE//nrfA//rhoL//livF//pstB//sbcB//rpmF//ydiQ//galM//menE//nsrR//ybgQ//zraR//ddpX//slmA//galP//recJ//rplR//mtn//cpxA//sufC//wza//acrB//nrdA//abgT//hupB//glmS//fimA//rffG//rarA//intQ//purC//frlB//pyrD//ompW//pstA//yfdG//aroL//ybjD//clpP//nrdH//eutN//yedX//yqiJ//truB//ydaC//rpiA//yjiX//yiaJ//yfbU//pfkA//nuoI//gdhA//acpT//zupT//cheZ//tsaB//rho//yjhG//appB//acrE//mdtK//pgk//narX//cheR//mzrA//pgaD//ybfA//ycbU//hflC//trmH//glcD//guaD//atpH//fryB//murF//yibA//tcdA//maa//uhpA//pstB//dgcN//atpD//fnr//pdeD//yfdK//hha//pgi//nrdB//asmA//cho//ybcM//ispF//tolA//pagP//ligB//galT//ybjN//ubiF//yfaU//def//folM//bglJ//lpxL//rpmF//phnI//mtlA//thiD//lpxT//yrbG//lgoR//nanA//yhgH//kch//yjcO//ynbC//fimZ//csrD//ydjL//nemA//glsA1//thiG//yehT//tcyL//mhpC//lldD//oppD//rapA//intF//yqaB//ppiD//ybeQ//nrdD//zitB//nsrR//lit//chaA//setC//casD//cheW//cdh//hflD//rpsG//idi//ligB//torS//rpsI//aldB//exbD//cpxR//rhaB//mak//bdm//yedP//ackA//astC//yfhM//yhbO//carA//evgS//waaZ//pyrH//rna//folE//alkA//yjiA//pdeK//tmcA//perR//ybbW//pntA//tatB//metN//cspD//pheM//fucK//ltaE//ftnA//glmS//glxR//mppA//ubiB//dtpB//znuB//yrbG//ygbN//corA//caiE//rof//yfeO//sapF//mrdA//nuoM//nrdR//dsbD//mlaD//mhpA//phnM//dnaG//spoT//trmD//ftsW//coaE//fecC//hpt//gntU//alaS//pepT//dosP//ybjX//dsdX//gatY//ydaC//cdd//potD//ynhG//yceD//narZ//aaeB//rsmG//pdeL//argD//rpmB//cysB//entF//yajL//insE-1//mraY//rcsB//yihO//nrdH//nusA//paaG//flgI//copA//caiT//rlmG//queD//uvrC//frdB//sfmF//etp//coaD//rlmH//nupG//entA//suhB//yadC//ybgI//recB//prkB//puuE//ydjK//yhaV//rplC//trkA//sufB//narQ//thrC//fadJ//fimD//nuoG//ghoT//psuT//rpsH//ygaV//wza//yhbY//proV//endA//galT//leuC//waaH//btuB//rrrQ//ybaT//hisM//torS//waaH//ftsA//aroL//ilvL//grcA//trkG//yijE//rpmJ//rplJ//ushA//ydeE//frlR//oxyR//recD//bamE//ykfM//flhD//adiC//hyaD//gmhB//sapB//yhfS//chbR//caiE//yqiJ//clcA//bioF//blr//htrE//glmS//mrdB//mhpT//entC//glcB//glsA1//rclA//alaS//yciE//rutG//yjhG//lit//cyoA//ulaG//moaA//dnaT//yjjX//yjhB//pphB//modA//hyaB//eamB//hemN//nudB//ptsH//ycfL//groL//ynbC//fliT//rfbX//mnmE//purA//mltC//araA//menI//hcaC//rssB//yphB//recQ//dpiA//abpB//entB//yggX//flgG//ygbI//ridA//allR//fadK//hofP//yfcG//rfe//narQ//cutC//insI4//yfcF//icd//yjjX//lptE//rdgC//cas3//prmC//accA//gcvR//rplW//yqcG//hypD//menA//dacB//yafS//rlmL//mpaA//pheA//selU//glnA//lpxC//ygeX//mog//shiA//araH//rfbD//ffh//bssR//dadA//ypdC//cpxA//rof//yfcU//yjbG//yggP//upp//caiT//yafO//ubiI//lpxB//yqaB//tdcE//yaaU//ppc//adhE//cvrA//ycjD//dxr//ygaV//wcaC//ampG//radA//yhdX//frvB//ygeW//iscS//fdhD//fieF//ydeT//mak//flgG//gstB//acrR//gcvR//pspC//dbpA//sfsB//rpnA//aphA//mepS//yqiI//cusR//dpiA//glnA//envC//raiA//secB//lsrC//yjfP//glcE//rph//ydcZ//frdA//ddpX//ytfE//gapC//pdeF//rsmD//rcsF//fepE//cusR//mlaB//yjhB//nrfE//yihO//nikC//alkA//umpH//acpP//aroF//yfcR//pmbA//ybcL//fixC//rseB//frwB//preT//setC//hypD//recN//ffh//cysS//mhpD//rhsD//cspB//spy//
