#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	flgA//thrL//yedP//fryA//
GO_0032879_4	yodD//flgG//rplA//artI//bglB//fhuC//pheT//glvC//bluF//deoD//yfjR//wrbA//coaE//livH//zitB//oxyR//idnK//yihR//purD//yfiE//mscL//hcaR//nikC//recQ//ybbY//rpsB//ydcT//clpS//
GO_0032880_5	aroC//nrfG//mntS//
GO_0032881_6	cmk//moaC//cobU//garD//
GO_0032885_7	ydfD//intA//appB//
GO_0032940_3	ortT//clsC//yggW//rutA//groL//znuA//ykgA//
GO_0032950_7	insI3//
GO_0032951_8	fimG//
GO_0032954_7	truB//ruvC//rbsC//
GO_0032955_6	thrA//holD//bluF//
GO_0032973_7	lptB//yeaD//casD//nagC//ldtA//
GO_0032978_7	nanC//tdcG//ydeI//fadA//
GO_0032984_5	lsrB//pinQ//holA//rplA//wza//rpmJ//ampG//tus//yfcP//
GO_0032988_6	sapA//paaF//
GO_0032989_4	xseB//
GO_0033013_5	cra//frmB//bfr//gppA//azoR//proS//argA//yhdJ//eutA//nuoM//gatB//yfeX//msrQ//hyfA//insI1//fliS//yqeF//asr//fecC//ydeT//aceF//
GO_0033014_6	opgD//avtA//metQ//hemB//yjgX//sbmC//ycjQ//ddlB//rne//ymjB//nfi//leuS//sbp//add//gluQ//envR//treF//trpGD//eptA//pyrB//chbB//
GO_0033036_3	ligB//csdE//hypC//nemR//acpS//yhcD//fis//mutM//uspF//dctA//secM//tpiA//yjhC//narK//yhfK//xylG//dinI//aphA//rpsM//spoT//dgoK//avtA//eamB//edd//appB//acpT//trpR//yidA//tcyP//phnG//fnr//ybfA//dsdA//dppF//menC//scpB//fucI//cobS//cynS//rnd//groL//insB-2//manZ//uspF//mdtG//qseB//kgtP//topB//cmtA//
GO_0033043_6	potF//flgB//hypF//mscK//guaB//
GO_0033044_7	fecC//
GO_0033051_5	aceA//
GO_0033120_8	erfK//
GO_0033157_7	gpmA//caiT//
GO_0033194_5	yggF//yaiP//yhdZ//msrB//
GO_0033195_5	cynX//
GO_0033212_10	hdeD//ydiQ//fur//yaiV//galS//
GO_0033214_11	bamD//elfC//
GO_0033228_8	crp//yiaM//amiB//moaC//
GO_0033238_6	proC//pgsA//rlmG//mdfA//
GO_0033240_7	xylE//
GO_0033317_7	ridA//rimP//rayT//rpsO//
GO_0033319_5	gcvP//
GO_0033320_6	acnA//
GO_0033345_8	ompF//
GO_0033353_5	rpnB//
GO_0033359_7	hyi//ccmH//
GO_0033365_6	fadH//
GO_0033383_6	ybgI//
GO_0033384_6	ilvH//
GO_0033388_7	yqcG//
GO_0033477_5	yhhY//
GO_0033499_8	ycjW//dbpA//tpx//yehP//yfeR//lptD//glpG//
GO_0033517_5	murR//
GO_0033518_6	nudB//
GO_0033526_7	dnaA//lpxB//ribF//napD//
GO_0033539_7	nupG//csgD//cdaR//
GO_0033542_7	yijO//sixA//
GO_0033543_8	yraK//
GO_0033554_4	perR//suhB//csgF//yebQ//deoC//ugd//rssA//cydC//fliS//glnQ//fcl//mdfA//ybdG//acnB//mazG//ascB//cecR//ilvC//ogrK//rmf//yfdS//nrdD//ybhD//ybaM//deoC//cspC//npr//alsE//wrbA//ycjQ//def//nhaR//pfkB//mdtL//treB//yhjD//fdhF//idnO//yiaJ//agaB//yehU//yjhC//chbR//ygiB//setB//metH//tdcD//mnmC//dgoA//gadX//dsbB//cbrA//treB//yfiF//nanT//ade//scpC//yfhH//ubiH//ilvA//pdxJ//sgbE//menA//yhhT//rpiR//arsR//mtnN//nanE//ompW//tomB//cdgI//rrrQ//shiA//modC//bdcA//cydB//clpS//ydcP//hscA//csgA//prmC//fdnG//yjgX//clpA//lpxT//gltL//dcp//yedA//glpD//alpA//yfhM//evgS//exuR//mltD//ypdI//borD//fic//gudD//moeA//rcsD//kduD//yggN//galU//fhuF//citE//adk//fabA//zwf//moaB//purL//uvrA//elaB//dinG//yhjG//hyfA//relB//fucA//coaD//parC//ulaE//alsC//yibA//ubiA//rpmE//carB//tusE//pyrL//ybdR//parC//trpC//rsuA//srlE//cyaY//waaO//ibsA//gltS//ydjJ//rpsE//nikB//slt//ccmC//rdgB//uvrY//cysU//dapA//rho//glpK//kch//ligB//ybgI//aldA//lpxT//rpmH//recR//suhB//bacA//yciG//ygeV//lolC//rimO//glyA//cdh//gadW//rseC//yjeI//metG//ycbV//fhuD//rlmM//ynbC//uvrB//ampH//pdxA//wecE//cydD//hycB//paaA//tsaC//norW//yfdG//mlaF//glgP//rlmC//phnG//gluQ//pgpB//elaB//nagD//hupB//ybgI//rzoD//garK//cheA//hemE//fetA//alkA//fabD//uraA//malI//mfd//oppD//chbR//opgH//tauD//dgcJ//clcB//recD//tamB//zraS//tynA//ribE//csgA//sspA//dusC//bsmA//ybiW//ybjI//fadH//yjhI//nuoB//feaB//mltB//yajR//yeeA//oppB//yqjI//tamA//yfdC//mlaD//glvB//bamC//valS//ybjG//agaW//rplM//acrF//lpxP//ddpA//znuC//pphB//kdpA//gloC//ftsY//mtlR//cusB//phnK//rdgB//bolA//ybdO//sdhD//ispB//fliZ//ypjD//hisF//metC//lpxT//aroK//ftsZ//adiA//ghxQ//menF//fau//cspB//yieE//nrdE//ybaM//mdtP//moaE//bglA//fadA//kdgT//ycfL//ybdZ//murE//ycjD//grcA//yefM//mngB//cysA//metQ//sdaB//rimP//sstT//sohB//opgG//dppB//prfA//dsbB//yfhH//ybdN//rcnB//chaA//sgcC//cspB//ccmF//arnT//yjaA//cspC//yibF//hofP//ybdN//cheZ//rpsN//cdsA//acrF//gltX//diaA//puuE//aphA//dauA//topA//galR//ygfZ//chbR//bluF//mog//araH//panB//cheB//setB//araE//nuoM//rpmJ//guaB//
GO_0033559_6	tdcE//
GO_0033567_6	metR//
GO_0033585_7	ispB//fliA//
GO_0033609_8	rsmF//
GO_0033611_8	ypdA//
GO_0033674_7	ycfH//
GO_0033683_7	mtfA//
GO_0033692_6	qseB//basS//degP//epmC//ybeQ//agaR//ebgR//aldA//gmhB//mepM//hflK//yfiF//yjfP//queF//gcvP//phoE//narH//rof//trpB//paoC//ybjG//gltB//afuB//hipB//pspA//talB//zinT//atoS//rpsO//rpmE//topAI//pepQ//lysC//mdh//ppx//stpA//pphA//rarD//insB-4//ilvM//msrC//lolC//xerD//eutD//smrA//ygdG//yhaV//
GO_0033865_6	yehW//chbG//surE//bluR//nrdG//torC//cspG//
GO_0033866_7	putP//dcyD//rhmD//yjiM//
GO_0033875_7	queC//ygbM//tusC//araA//gapA//gltL//tmk//
GO_0034030_8	rplY//mrdB//eutR//hupA//
GO_0034032_6	rpsN//abgR//adk//mfd//cusA//mtnN//cdgI//
GO_0034033_7	rnb//greA//fucO//thiG//
GO_0034035_7	atpC//treB//yidD//
GO_0034059_4	ygfX//sucD//
GO_0034192_7	insI-1//rmuC//waaL//
GO_0034193_7	atoS//
GO_0034194_8	elfC//bglX//puuR//
GO_0034195_8	tolQ//
GO_0034198_6	rhmR//mltD//yeeA//
GO_0034203_6	cheY//
GO_0034204_5	nimR//tabA//
GO_0034213_6	xylA//
GO_0034214_7	yehA//leuB//kdgR//hdhA//
GO_0034219_6	rbn//clpP//insI4//insE-1//dgcJ//mepS//pdxA//sfsB//xerC//ynfH//yfdS//ruvB//frvA//hcaC//rpmH//tatD//dinQ//talB//rplK//metQ//mdaB//yigB//glnH//glnD//hisS//ymjB//cobC//mdtO//dgcM//manA//ribD//mdtO//rhtA//prs//yijO//cheY//gatZ//queF//dnaB//tsr//dgkA//mqsR//yigB//rna//aroF//trkH//fur//ydcS//treC//yhjC//atpH//gpsA//puuE//dgcM//hcaE//torS//glmU//hemC//folC//folX//cyaA//clsA//yadG//ubiB//argD//mcbA//nagD//mdfA//argP//ycjQ//fhuD//ydcM//dgcE//ibsB//osmC//flgC//zwf//ybcM//purU//uacT//iclR//rpmC//valS//frvB//brnQ//rihB//pgaD//chpB//rpoD//hemG//pgpB//pabB//tdh//yieH//
GO_0034220_6	lnt//frwB//rbsC//gabP//tpiA//ptsH//hdeB//tamB//pepB//trkA//pncB//mepA//ihfA//atpE//dinB//srkA//ppk//ygiN//fhuD//xisR//ribD//ybhD//yagE//yohD//rplP//cheY//srlR//ychH//proW//gloB//alkB//flhA//arnA//metH//yafS//yhjA//rdgC//cpdA//moaD//recX//nudG//paaE//ydiQ//pepA//ompC//ftsB//alaC//hprS//puuA//phnM//mnmG//lipB//moaB//pinQ//sapA//hisA//zapD//yafQ//ygjR//ortT//nlpI//sbp//dgt//tdh//satP//ybiW//speG//feoB//dps//paaH//rutB//dpiB//napA//sspA//paaD//yfcR//yggF//envR//thiQ//mngA//epd//sdhD//recC//ynbB//parC//nirD//yfcV//sgbU//ugpE//mltA//trkH//rapA//sgbH//rep//tatC//uxuB//clsC//yiaF//btuD//fliT//cpsG//cra//ynfK//abpA//sfmD//araG//nhaA//ulaR//adhE//nanC//tolC//pcm//proW//murQ//ulaC//glsB//raiA//lepB//yrdA//gltI//dedD//rplP//metE//prlF//yraK//lpxL//rplK//dnaC//aroC//dicB//ccmF//insI-1//yafE//trpR//tktA//macA//recN//aroA//chbG//birA//tamA//moaE//ivy//zwf//fdhE//mdaB//hns//hrpA//deoA//xylR//mioC//yjiM//exoX//nadB//yeeJ//malG//gloA//endA//sucB//mtfA//livG//yajL//nanK//trmJ//hofC//deoR//hcp//icd//rmuC//wecB//ettA//yjbG//rfaQ//insH-5//setC//
GO_0034224_6	ydjE//elaB//
GO_0034227_8	lptF//ydhJ//glcF//yneE//yejA//yggX//tehB//motA//
GO_0034248_6	msbA//rhtC//fhuC//fabZ//phnP//rnhA//ttcA//glpX//cspI//prpR//ybfA//murJ//rlmJ//mnmC//tpx//gabP//cusA//yqaB//alaS//pdeH//tsaC//speD//rplL//gatA//glsA1//seqA//yadK//cas1//yadC//eamA//napC//proV//xerC//cobC//yijO//sad//fadH//mug//hdhA//gspE//ldtB//
GO_0034249_7	yihW//adiC//ybhP//ymgA//yciK//lolD//ansB//yihX//fadD//frdA//yraJ//rimP//dosP//pabA//dsbC//kbaZ//ycaN//fimE//minE//dusB//yjjV//rhtC//rmuC//cydC//leuC//
GO_0034250_7	nrfE//yidK//waaC//yjbH//cvrA//zupT//yadV//
GO_0034258_8	ygiV//
GO_0034260_5	yfbS//
GO_0034285_6	rfaB//
GO_0034286_7	pgpA//
GO_0034288_6	yegS//
GO_0034289_7	yraH//
GO_0034308_5	hflD//hiuH//ribB//mltF//mgtA//frc//der//aroH//rclB//fnr//ais//
GO_0034309_6	rluE//ydhQ//sugE//
GO_0034310_6	ybdH//ydjJ//glnK//fimG//ligB//cueO//
GO_0034311_6	insF-1//yhcH//mutS//
GO_0034312_7	kbaY//rlmE//
GO_0034313_7	sseA//
GO_0034337_3	napC//ttdT//
GO_0034355_7	rtcB//narZ//arfA//rhoL//
GO_0034401_5	ortT//
GO_0034404_5	setA//yacG//yehA//ccmA//yebS//rpnD//yghW//bcr//allS//yfcA//mepA//entF//dkgA//paaD//holB//iraM//nlpE//lepB//tusC//hcaR//zwf//xdhB//trmA//topA//tsaC//leuO//rrrD//rplX//sapD//iraM//ygfI//relA//allS//csrD//pyrC//mipA//yeaE//relE//psuG//agaV//dxr//rstB//flgM//sdaB//casC//yrfG//dusC//ydeO//yqiH//metE//
GO_0034414_9	hipB//
GO_0034421_8	waaP//
GO_0034440_4	adiC//cnu//rnt//intS//cusB//mqsA//cyaA//mutS//yaiW//dcm//pabB//ssb//vsr//ycjY//mdlB//pntB//pinR//mnmC//ygcR//ilvN//
GO_0034470_8	xapR//ubiA//hexR//serS//ydfG//groL//lplA//asd//hsdR//ccmA//nimT//pal//ygfX//idnD//rbsC//ybiJ//mdtI//yqaA//rpsS//ratA//dhaR//ytfR//fliS//ydaV//rpoS//ybjX//secA//fucI//rnpA//speE//yhiM//cheZ//mreD//dadA//lptG//lldD//gstA//nagC//lgt//prmA//ogrK//uspC//etp//fetA//eutR//yehB//fdrA//aaeR//sfmD//nlpA//hycI//malY//yjcO//katE//trpS//yciF//iscU//fadB//pflB//sucA//yahD//malQ//adiA//hybD//fabI//yejF//glvC//glnK//ftsE//entD//trpB//elyC//ybiI//waaS//lysU//frlR//yehY//casE//chbG//alsB//nanE//ybbY//rnpA//lgoT//glnK//argC//psuG//lysA//yceD//proW//prpB//gudP//ghxQ//casE//
GO_0034471_9	kdgT//glpX//emrD//bisC//
GO_0034552_7	copA//
GO_0034599_5	glnP//ompW//yhfK//nrdD//dnaB//gltB//frvB//matP//rppH//pntB//recE//leuS//pth//pdhR//groS//rzoD//narQ//yedX//hyaB//yahF//hyaB//cysP//ompR//
GO_0034605_5	eptC//wbbK//ybdH//oppD//pdeR//fabI//fruK//plsB//hdeD//
GO_0034613_5	rseC//mepA//dcuA//arcC//nirD//ybhS//yagI//nanA//metF//yhdH//gcvH//ygiV//mgtA//dsbB//zntR//patD//ribF//
GO_0034614_6	lolC//yghB//yjfF//clsC//dadA//osmY//dgt//lipA//hofP//glk//tufB//sbmA//tisB//
GO_0034620_6	elfC//flgJ//narZ//fliD//
GO_0034622_6	amiA//gpr//narX//gloC//rplO//pgaB//fur//csrA//hisQ//ulaF//glxK//dppD//yhjR//gudP//yjjB//elyC//bdm//ybhP//waaA//asmA//yhhY//ydaN//yihT//mug//soxS//dgoR//rpsO//nuoG//hisP//hemF//htpX//ttdA//gatB//insI-2//yjcS//mfd//xylF//yjgX//ispB//deoB//sgbH//
GO_0034627_10	yjjU//yicJ//uspC//caiB//yaaU//
GO_0034628_9	thrS//ybhD//qseB//cdaR//tyrA//
GO_0034635_6	ybiX//ybiT//gspF//allD//yahB//manY//
GO_0034637_5	rhaD//eptC//yiaF//eptA//purL//cobC//fliG//wrbA//marR//ydiZ//ilvE//mrdB//rplK//rtcB//mlaE//tnaB//rfbX//deoD//glmS//cysS//ahpC//ariR//yhfS//rzoD//tamB//frdD//folE//insK//gnsB//melB//frlR//rssA//otsB//ydbK//mdtD//aer//sbmA//yjhC//rcsB//narP//ynjD//hldE//garD//tdcD//secY//argB//napD//fes//zur//ybdO//
GO_0034641_4	rhtC//trmJ//shiA//ygbL//dinG//asnB//ttdT//dsbD//dgcT//ldtE//cysW//lptB//ydbD//hypA//elbB//betB//yijE//cynT//chbB//malQ//aqpZ//abpB//ybjC//ais//yieF//glgX//ybiH//uvrB//rsmJ//yhhZ//yfgJ//trmH//yqiJ//acnA//rpsH//dsdC//torA//phnI//mrdB//gltL//rsmE//fis//yqeA//bioC//sufC//ribD//allD//etp//potB//dhaK//lsrG//cheA//rayT//rlmM//yhbX//ssuC//lrp//appB//cpxA//elaA//garK//rhtC//raiA//afuC//frlR//rpmB//selD//rhtB//rlmG//yfcQ//pntA//nuoI//pheS//ydiK//yhjA//ybhP//cbtA//holD//elyC//rpsJ//rpe//rfbX//nrfB//rbfA//cirA//galS//apt//sugE//recJ//prfC//betB//pyrF//ldtD//rimK//bamB//uxuA//phnI//rplB//rnb//fdx//metN//ybgQ//bssR//cas1//casB//ibsD//wecB//nirB//rpsJ//casC//ybcC//serC//znuC//dnaN//gnsB//mrdB//ribE//gadA//cpxR//aceB//yggP//sfmD//kdpC//rhaA//ybcQ//pykF//selA//rffH//glpA//sufE//frdA//zapC//sdaB//rarD//phoQ//mscK//thiH//nrdA//yhfS//dbpA//tilS//arcB//proS//ftsI//uspG//gltL//ssuE//ydjK//yagG//hemH//wcaC//rcsD//hdhA//atpH//ygiB//fecD//frlA//ynfH//yjaZ//cdgI//ynfE//rep//yodD//pyrF//mltB//glgA//rimO//yhfS//elfD//bioP//sdaA//hns//mrdA//nrfG//ftsE//malF//chbC//selB//artJ//yaiW//sdhE//yfaX//cspE//mscK//zitB//mdtE//flhE//ubiG//rlmH//yphC//hemG//allB//lhr//rlmG//tatD//aidB//hupB//yagI//rpsP//wzb//argA//mtnN//acpH//yehW//murP//ygaZ//yghB//znuA//lpxM//dsbB//pinE//yehA//glgX//yfcQ//yfcP//recE//insE-1//yiaU//mlaD//rimJ//entB//menH//ribD//pgaC//yjcS//rsgA//xdhB//cysS//yobA//adeP//mglA//adiY//dcuC//hemG//yghU//modC//rihB//frwD//scpB//ispA//lsrK//frvB//hsdM//pabB//nlpA//kduI//cfa//rcsA//glmM//srlE//thiM//bioC//trpGD//minD//yeeY//sdiA//aroB//leuO//ompL//fcl//ybjX//ccmD//yhhY//rpsT//hipB//cobS//lplA//hcaR//mog//crr//argK//hiuH//dctR//glyS//nsrR//yghB//yhbO//atpB//rutA//prpD//fimH//pepA//yidH//thiG//tap//yahO//yqcG//cmtB//nanE//hinT//fimE//ycgB//folP//abgA//dgkA//lpoA//rfaD//rhlB//xapB//nrfA//recG//fryC//malE//fabH//leuS//ybiY//ydcO//lptA//ais//fadH//ddpA//waaC//mliC//mlaB//rfaF//setB//soxR//araH//yccX//ralR//ispH//waaP//ubiF//cedA//mutM//sapA//pppA//nuoN//rspB//rimP//udk//rpsG//rpsR//yfjR//ais//xylG//uraA//yfdG//fadM//flgF//cca//syd//rpmH//fis//upp//nuoM//mntS//metR//glgA//thyA//ybgQ//nimR//chbR//ihfB//fecA//rihB//yifB//mliC//gntR//proX//hiuH//nfsB//dgoD//pfkB//tdcC//gltD//hsdM//hemF//cpxR//phoR//artM//yafN//nfi//aroE//exuT//dgcN//ttdT//mnmC//yeaK//emrY//ftnA//yiiM//fkpB//dicA//yqgB//mdtN//mdlB//ycjU//yddG//arnD//livG//cysZ//trpC//alsK//hscA//rdgC//lepB//frdD//chbC//ybaL//djlC//yadK//secE//selB//queE//hypD//diaA//yccX//pppA//rpsI//mdoG//sdhB//fdnG//psuG//argD//ogt//ampE//yejF//yiaU//actP//eno//yqaB//gloA//lsrD//tig//yaiV//yfjR//nikE//gloC//folA//tdcB//dosP//sgcA//yrfG//scpC//folP//aroK//hisI//glnB//glyA//fbp//cysB//chbC//ydjE//mmuP//glpT//aspC//glvC//deaD//yihR//argT//zapC//fepB//ycjD//tsaD//yfjR//bioD//nanK//mukB//rnhA//gmk//secA//gsiC//insA-1//hyaD//deoD//rplT//arnT//iscR//mcrB//fetA//cydA//elfD//entH//csrA//argE//malS//frdC//fryA//holE//eamA//ldrD//cysK//yaiW//tnaC//zur//wcaB//mioC//hisG//csgD//ribC//yfdK//casC//yaaA//hlyE//paaC//rutC//yibT//rlmE//nrfC//argD//yciF//yjiY//purR//araD//idnD//sucA//ybjN//yfiF//yhdH//rpmJ//secD//yafO//galP//umpH//ynfE//fucK//zntA//clpX//fliS//yhfK//add//gabD//moaB//lysO//mrp//ilvI//adiY//mcbA//mcrB//cedA//yeiE//ivy//uvrA//pckA//tdh//waaU//dusC//fsr//flhE//solA//glrR//nanC//pck//hemL//rbn//glmU//ettA//rnd//sucA//lldD//ydbK//ynaE//lptD//rfbB//dacA//ftnA//rluC//ttdB//speG//rnt//yhdZ//scpB//malQ//fliT//cusC//dcm//nuoM//yejB//tabA//phoA//bacA//recN//yafO//ychH//patD//afuB//ldtD//fryB//lptD//ftsQ//rplI//tusD//efp//nadC//cycA//yfdS//priB//gadX//paaE//adiC//cdd//lspA//nrfD//lplT//sbp//mtnN//ccmH//ypdF//zitB//dacA//sdhD//hsrA//yjbG//rplX//cueO//codA//yodD//ftsQ//ybhG//tdcE//rpiR//narK//glcB//nikC//ynaE//rutE//glcA//clpS//nhaR//recG//hprR//gspI//fecC//hybB//ycjD//prmA//alkA//afuB//zraR//rplD//uspC//dctR//tehA//alaC//phnI//rlmC//clpP//yrbG//dcuS//eutK//torR//ypdF//mdtC//hypT//yhdX//ompN//nadA//ubiB//lacZ//epmB//atpE//setC//rimI//flgH//insB-2//gabD//idnO//ftsP//seqA//cysI//ssuE//xerD//hflC//surA//gor//metR//paaF//ybaE//coaE//yihO//mdtE//dcp//hisS//lptB//gltS//emrB//yqgF//yddL//ykgO//bioP//hxpA//pgpC//tusC//phoA//tsaB//glgA//treR//blc//yahB//leuC//potA//lipB//ansB//gpmM//rfaC//ibpB//pepT//sbp//fbp//recG//ddpA//yoaA//ydbK//ghxP//gloA//ruvB//kilR//ykfI//yfdC//rtcB//fruA//pheP//ddlB//pheS//nimR//csgG//putA//yjjX//mltD//mlaB//thrA//ispG//mmuP//yohC//secE//ydiP//ynfF//sbcB//idnD//trpC//rnb//galU//fryC//rnlB//yiaB//wbbK//ycbX//yqjI//pfkB//fiu//prpD//fbp//metF//pal//betB//glrK//tatD//fruA//pyrF//rnlB//yjaA//yhcN//ilvI//rseC//bioA//rplC//nusA//hslR//ptsH//znuC//fdhF//purC//aspS//sanA//pheP//norW//infC//malP//alkA//dxr//fryA//srlD//wcaB//narL//chaA//phoP//ssuA//rsmF//sapA//gspI//mnmE//yibF//trkG//yggN//livG//dut//ydiB//potD//agaC//frlR//fieF//cpdA//ybdG//thiL//dxs//rhaA//crfC//dnaA//nuoI//bioA//mrdA//thrS//casB//atoB//rpmF//nrdB//elfC//chbC//ymgA//rplA//iaaA//ribA//mdtI//yjhC//
GO_0034644_7	gntK//bglJ//
GO_0034645_5	hybB//lolB//ssuB//cysI//gspJ//glrK//hcaC//pnp//agaI//uspE//yjfF//yneL//yfjV//lamB//yhaO//lpoB//glgC//ynfK//ogrK//hipB//alaS//chaA//glnE//rutA//lipB//flhE//ribC//dsbG//bglA//dut//btuC//recR//yhcN//frdA//sanA//ybjG//fruK//hfq//waaB//gutM//frmA//cmoB//topAI//yaaA//leuO//pinQ//srlE//puuA//cecR//ubiC//glsA1//tatD//kduD//csgE//pdxA//evgS//citG//rcnR//dgt//oppD//rssA//gloC//ispA//kdsA//torS//pspG//gshB//relA//pitB//ffh//lysA//tolR//kdsA//rlmJ//ynjA//topB//sufE//ytfR//rclB//ydjL//xanP//tatB//slt//pckA//alsC//crl//mdtI//secY//nac//yieK//ybcF//artP//yaaU//yiaO//waaH//rcsB//rbsK//dcd//manA//yiaF//yihI//rnlB//ykgF//leuE//tdcA//fur//infB//rutB//murF//hofN//mntH//bglX//cheB//chbA//ybaK//ftsN//gcvH//eutB//miaA//ugpB//yeiL//yaiV//barA//rpsL//yaiW//glnA//nlpA//msrP//fhuC//mdtC//glpG//mepH//xdhB//nikE//yphD//lysS//nfo//tolA//eutD//rpsI//yeaD//dacC//eutB//lrhA//mhpC//galF//uspF//ascF//alsB//hmp//pepQ//btuR//sgcE//ldhA//hyfC//pfkB//napC//lipB//yafS//frvA//xisR//qseB//yaaY//ptsP//yccA//ygeA//sdaC//wzzB//cnu//ydiQ//ssuC//ybjI//borD//yghO//waaY//ymgF//hyfC//topAI//gutQ//priA//livM//tdcD//rfaG//lpxP//livH//mgrB//acnA//yebS//gcvP//garL//hdeA//appB//zapE//opgB//ycbB//gph//xylE//fucO//fepC//exbD//essD//btuC//frwC//xanQ//tdk//betA//crp//gcvH//yhjV//yifB//pheM//murQ//rpnB//rpsG//yfcS//arcA//atpH//ydiV//ydbK//corA//decR//bioD2//metH//nlpA//pdxY//gntR//fklB//livF//dapB//mtlR//ldtC//hyaD//phnN//rluC//gatZ//elaB//cytR//gpp//dam//holB//ybdR//pyrL//lsrR//yhcD//rzoR//grcA//idnK//ycfL//hemF//hyfR//lldD//mliC//potE//argA//ybbW//yghG//ydjH//yggX//menC//prmC//ilvA//lolC//cpdA//arnT//proA//yahF//ycbX//hisH//dgoT//ygjK//grpE//arnD//bioA//lpcA//arsC//yihL//trpL//aceK//phnN//pmbA//aroE//fadA//aceB//lapB//ybdR//garP//hemL//glpC//ispB//csiD//adhP//galS//fimZ//nagC//hofM//iscS//yqiI//cheY//katG//ybhA//ligB//trmH//yqeF//cysA//
GO_0034654_5	glcE//hdhA//narW//yfcF//sdhA//tusD//yiaA//sgbU//manY//lysP//ybjD//symE//wzyE//garP//gatC//setC//deoA//narJ//hcaB//nrfB//mrp//feoA//dhaK//fliK//rpsG//araG//cysN//yehU//dcm//yghU//sfsA//yhcD//frvA//speF//rpoA//yggT//glpC//fixA//nrdI//rplF//rsuA//hofO//folD//ygiV//hofC//sfsB//glpD//glpX//sfsB//yciT//kgtP//ycfH//sgbE//lsrK//alr//bisC//hyfF//btuB//mscS//waaC//mdtJ//ydcO//chbG//secD//rfaH//yneL//ilvE//uvrA//cpsB//recD//panD//opgB//argS//rseB//yehC//yfbV//skp//kgtP//icd//ycjY//rpmJ//ptsH//rimP//ansB//menD//hyaB//ibsC//rlmE//fiu//pck//tbpA//nadB//tsaC//lgt//bepA//murE//fhuF//lapA//rfaF//era//selU//fbaA//dpiA//ygeW//cyoC//sbp//cas2//pgaA//rcnB//paaB//tufB//ccmD//dcp//gudD//yhdJ//prc//degS//holA//ygfZ//hicA//lpxM//mntR//rpnD//caiT//yciV//rnhB//murE//nagB//tsf//yfiF//ribA//arcA//rof//secM//rffM//cysM//hdeB//nanS//ydiK//aes//mazG//nlpA//rbfA//mdtN//cysG//rutC//galE//htpG//ycjR//frlB//rcnB//ompR//rpmJ//mdfA//glnA//dut//rpnB//modC//tdcD//argO//lpoA//gadX//trxC//ispA//rstB//leuB//yggD//tusA//cyoC//hemD//pdeH//ais//fkpB//tsgA//yihX//pspD//metL//gadB//murC//lpxC//lpxD//shoB//trpGD//envY//rpsQ//mglC//dinD//yggP//rbsR//yihW//dgt//yciA//wecE//dgcQ//cstA//yphF//ydiZ//yicJ//accA//uxaC//birA//hofP//xapR//fdhD//gcl//metH//rodZ//aslB//aspS//waaF//btuD//nirB//torI//ltaE//pspF//lpxD//yphF//ydcM//glgB//glsA1//accC//ynaI//era//aqpZ//hprR//paoC//purD//tdcD//ycjY//lacY//argP//scpB//yahF//atoB//hemC//cysI//parE//bsmA//yeiE//astB//ycfH//ulaA//dauA//soxR//fruA//dgoA//acrD//ydcP//idnT//aldB//yfdO//cmk//tauD//ulaA//rcnB//ydfD//cstA//serS//lgoD//
GO_0034655_5	nanK//mdtA//chbF//insK//yoaA//djlC//idnD//selA//guaB//amiD//pdeL//rfbX//gmk//yoaB//ybjX//puuA//cynS//motA//dnaE//citE//selB//ycaN//soxR//proA//thyA//citE//adiC//paaB//alaS//prpC//ybjG//pdxB//tolR//pheM//dnaB//cdh//tatC//hdeA//pphB//dctA//tyrB//hcaT//tatC//purA//yghB//rluB//rbsA//grxD//rclR//recO//pbpG//hupB//putA//adeP//rpiB//metN//ydcR//cpxA//rlmJ//yhgF//obgE//kgtP//narW//moaE//ymgC//lgoR//frdD//yjjQ//yegT//ilvM//hyfF//pdxY//potA//
GO_0034656_5	tusE//fdoG//mglB//kdpD//asnC//rbsC//sufA//hdfR//lpxK//aas//yafQ//melA//rhtC//
GO_0034660_7	atpH//yafC//ycfS//nuoI//ygbM//atpG//recQ//nmpC//tbpA//uspG//torZ//yeaG//rlmL//frdC//purB//minC//cobB//rplB//tatE//puuD//rpsG//yqjI//insK//sufD//ddlA//rrrD//yfiC//tusA//mdtK//yqjA//znuC//ddpA//gph//ibsE//mgtL//ubiA//dicC//ydcZ//dnaX//mgsA//yagI//yfdR//appC//yceD//yidA//rlmA//rimK//rcsF//yfeW//potE//ybjL//ygbL//fdoH//dmsB//rarD//intE//trpR//amiD//thiM//adhP//rutR//insI4//ypdA//nrdI//rplM//ydiK//hsdR//purB//rlmJ//ybbN//dtpA//rpsN//ydcS//adiA//hypT//torZ//cysM//yecS//dapF//ypdC//fryA//waaG//nadK//nagA//sulA//csiR//yihW//uxaB//ftsH//ibpB//thiQ//yciT//ldrD//eutB//yfeR//dnaT//ybiJ//soxS//psuT//rfaB//pflC//fdrA//dxr//gltD//speB//entH//yfaE//trkA//clpP//zraS//thrC//yihV//fepG//adk//yfiF//folE//yhaV//amiC//yjhC//focB//fliM//gudP//
