#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	osmF//mdaB//rfaE//slt//
GO_0044248_4	nudF//hcaB//malG//gltK//eptC//pdeF//rcsF//leuA//dtpD//proB//rhmR//yiaT//ppiD//csdA//gloB//valS//ybbW//dsbB//pstS//cysQ//yeaG//ybiX//ftsA//pyrE//mug//thiQ//kefG//yafN//ybjD//pykF//feaR//lgoD//fadM//tas//ybcJ//tusC//purD//mipA//crp//surE//caiF//trpS//gspF//bioD1//topAI//gpt//gyrB//rstB//tgt//menI//cbeA//eptA//hslV//hscB//recG//allR//citE//ubiC//yfaX//mgrB//trpGD//tusB//glsA1//paaB//ldtA//rhaD//ascF//ynbD//hyfC//moeB//phnG//envZ//ghoT//mlaD//ygcW//mutS//rpsR//tabA//acrF//ascG//lapA//edd//araF//casD//luxS//flhC//rho//hypC//ariR//tpiA//yhaJ//yneJ//ydfD//bisC//potI//mreD//etp//ybhA//panB//kbaZ//trpE//hofN//znuB//ulaF//sdhB//dgcJ//tgt//fryA//yiiM//nanK//yhcN//dgcQ//sbcB//caiE//wzyE//waaL//yrdA//hmp//selB//yebZ//garL//ybjI//nupG//cedA//rcsA//csgF//dmsA//dnaE//casA//putP//sucC//cyoC//napA//era//metG//ribA//gpp//allC//rlmJ//gcvR//gfcE//dsbG//ubiD//xylH//rnc//rhaA//xerD//ggt//yidD//pdeL//rssB//fadA//gadE//glcD//yhjG//allS//mhpB//manA//yidA//yjhC//rseC//mtnN//hemB//ivbL//plsX//luxS//cspC//folA//sbmA//yhdW//carB//yhbQ//qseB//rplT//clpS//zntA//lit//nirD//entH//gpmM//cysW//waaF//alsA//phoA//xylR//malS//ftsL//pstC//epmA//yfcU//aaeR//argP//norV//sbp//yahI//prs//rimP//tomB//argA//xylF//add//chaA//rnlB//mdoG//hofQ//rhaA//dcp//yifB//tdcD//uidA//sufE//yraK//iap//eutD//allD//garL//gltS//ybhG//narQ//cydB//rluD//ppiD//eno//mrdA//mgsA//yciK//glnS//argI//lacY//ybcQ//malP//yghW//cvpA//prpC//uvrY//oxc//accB//phnK//maoP//cdh//mntS//yodD//hisB//prc//fadL//aldB//acpT//ymgC//rhtA//alsK//gldA//yihL//ldhA//fkpB//yfeD//tauA//endA//metL//hisG//tpx//clpS//mcbR//dinI//mdtJ//recR//ybdN//dnaB//dnaJ//yphD//kdsA//mglB//alsB//queE//kch//yhgH//ihfB//fetB//caiB//pckA//tcyL//uvrA//tauA//araG//arnB//bamC//ycjU//rbsC//gadA//aroF//hemG//fruA//macB//cmtA//pgrR//fruA//citT//aes//ebgR//appY//ebgA//fliZ//fadJ//yhdZ//cysS//artJ//pgi//psd//rsmG//yihS//ftsL//ubiI//focB//ravA//aldB//cof//ybhF//focA//lsrG//acrB//yfcP//rluE//ugpC//speD//kdpD//metR//ldcA//cpdA//gcd//ycgB//yjbF//hscA//azoR//
GO_0044249_4	yieE//yegV//cbrA//nudG//queD//lpxD//yqeF//yihW//rfbX//crfC//asd//tdcC//sfmD//emrB//mltG//yihS//nth//leuS//rhaA//bdm//cheR//phr//fre//yqhC//ftsX//nsrR//cbtA//nanT//surA//waaS//argE//csrD//hicA//ravA//mnmG//hofO//bioD2//tatE//pheT//kefG//uup//xapR//lasT//yhjG//argT//yejF//tyrB//trmO//flgK//potF//cdsA//fixB//prmB//livF//mcbR//bhsA//yraN//torS//rcsF//melA//mliC//ascB//gabD//kup//fixA//acpH//ykgO//rnpA//pnp//yhhZ//cmtB//cdh//ybaQ//ypdF//dut//acnA//cbtA//eamB//infC//sodC//dgoA//rhlB//nagB//mgrB//decR//viaA//asmA//tdcE//tauB//yjeH//nanE//frwD//pncB//spy//cmoM//cca//yhjB//rseP//cytR//insA-1//queA//yhhY//degQ//borD//nagD//cstA//nrfG//cysZ//ygfX//dhaL//galU//bioB//xdhB//rffM//yfcQ//glxR//cvrA//yhcF//lptA//yddL//grcA//paaZ//ygaV//yagU//ppsA//pinQ//rpe//yjiX//lysC//xapB//ynfL//rplW//talB//iscA//waaF//purT//murI//ycgV//kch//rbn//tonB//mhpR//ivbL//pdxB//pgaD//cusF//ygjR//torY//ssuC//phoP//tcyJ//yqeA//holA//ribE//prpR//mrcA//edd//afuB//mlaC//yraN//yfcF//gyrB//narW//fdhE//betA//yhjX//frlC//uof//nrfC//btuR//mutT//hslO//yfbU//pdeL//lsrG//rsfS//ydeT//zapC//gnsB//rplW//ydiO//pyrH//proW//ybcQ//gnsB//yedP//fsr//leuC//nudC//yfeX//pdxY//gstA//ybiX//csrD//entF//melR//ydcM//glgX//ybgQ//mngR//cmtA//rsmD//mltF//rpsG//ybaK//yddA//apt//yfdO//bssR//gltX//rcnR//ygcW//ybcJ//rpmA//rpmB//rffC//bioD1//norV//bamD//nikA//cyoA//ydiK//parC//tehA//rluA//gspF//yiaJ//tdh//pheT//frmA//tcyL//tdcR//sufC//yfeX//kdsC//dtpB//kefF//emrB//pbpC//pdhR//tusE//yghG//glcE//pstB//puuR//fdnG//mdtB//glnH//rutE//nupG//glnP//nepI//hipA//frdB//ortT//tsaD//ykgF//murR//nanA//yifB//guaB//galP//ibpA//yidE//ynfK//yfdG//chbC//sgcC//tdk//cytR//uvrY//csiR//fhuD//ybdZ//helD//garD//cutC//betI//csgF//yafQ//araE//xanQ//napB//argI//cydA//nuoH//galS//pykA//gatB//amiB//yqiG//dadA//ynaI//yfiE//hisM//folP//dctA//tcyL//yqiG//intF//dld//dapA//plsB//ebgA//aldA//ycfL//narY//tap//rluA//viaA//tktB//wza//basR//cecR//rhaD//ybiV//rtcB//tktB//rcnA//rnhA//ybiI//luxS//yjtD//ybiS//cbl//sapB//waaG//hcaT//fumB//rplT//ypdI//gudX//idnD//ygfX//hupB//menI//rpsH//fepA//pyrD//gatB//lon//gltX//sspB//npr//elfG//ftsK//gabT//mutM//yihL//ydfH//relA//yfcG//gltS//metE//rhsD//dgoA//bioP//metC//nagZ//kbp//rzpD//mntS//hipA//epmB//dgcF//pgrR//fimD//ldtC//yggN//malP//asnB//yieF//yqgB//rutD//puuD//uhpA//trkA//etk//mliC//araG//smpB//pyrF//mrcA//thiD//rplQ//rpsI//yrfG//aas//glpX//preT//tatA//hofQ//ruvC//ynaE//tusB//evgA//pheP//iscU//yjiR//coaE//accA//pyrG//phoP//ftp//gnsB//waaJ//fmt//ydaN//frvA//oppD//rplA//fpr//yjbG//nirD//ubiE//zinT//upp//yaiP//fadK//speD//idnT//ratA//alsB//folM//yeeL//yqiG//modC//yhdZ//blc//btuC//hypA//glnL//dcuS//ftsZ//yihX//dapB//mdlB//kefC//melB//lpxM//modB//mqsA//asd//sdaC//recJ//hiuH//btuF//hisG//torR//aroA//yebG//mmuM//sthA//yafO//frwC//potC//yidZ//yeeA//lptA//pldB//valS//mdtQ//ftsI//pphB//cof//xapB//minC//tktB//ydiV//tyrB//ubiJ//grpE//secY//yjgX//ydeP//acnB//kdsA//crr//hicB//sapF//pykF//rffG//serC//metH//ygaH//lysO//topA//panD//ybjD//livG//torC//ygfZ//wzb//gspF//asnC//mioC//nadB//hisH//mutL//mglA//bglH//livF//arcA//yjbE//yfcQ//srlR//roxA//wbbK//glxK//obgE//thiI//arfA//proA//ascG//waaJ//puuA//tpx//rcsB//ykgM//rep//maeA//rfaD//aspS//metN//upp//ttdB//glsA2//lsrD//nlpD//acrF//ydjJ//mdtA//exuR//acnA//cysW//ldtD//lgoT//hyaB//hemH//idnD//kdsB//iraP//yjtD//hyi//potA//araB//clsA//yjgX//yidA//mdtJ//greA//bglB//cdsA//ygfA//rlmC//rplI//gcvA//cytR//lrhA//rfaD//mnmG//ddpA//kdpB//raiA//yiaB//rplN//exbD//hipB//pstB//perR//lldD//gadA//hyi//pyrD//nadD//rplD//msrQ//uacT//rhmR//nuoB//napA//coaE//ydaV//fryB//yidR//hyfA//wcaB//cynS//nikE//lplT//rlmN//glpR//serC//gltI//mntH//yneL//ddlB//yhdJ//hemL//glnL//yjjG//alsC//potC//mntH//lsrA//ccmD//yfgO//aldA//pepD//kbaZ//ilvB//glpC//nlpD//yhdJ//mliC//glpF//cedA//argI//dicA//sbcC//yfbV//tdcR//yaaJ//mdoG//sapB//xylB//zapC//ygdG//asr//rhlB//argC//menH//dgcM//yahD//wbbK//ymjB//hokB//ssuC//ypdI//ortT//nanC//narW//ygeX//crfC//hisC//ldtE//nagZ//ybeQ//lrp//rhaR//ydcR//recB//lsrB//rplE//rsmG//nadD//deoD//tdcA//yciA//ffh//torZ//hybC//dgoR//gadW//phoP//mhpC//tisB//ybjD//murB//adeQ//gloA//ampE//sfmH//paaK//ampH//modC//sgcR//yphC//hyfR//hscB//ribE//rihC//amiD//maeA//ybiX//betI//panE//bdcR//paaX//yfcV//yaiW//sufA//tilS//cspI//frlC//dsbC//leuS//manX//dadA//lpoB//dmlA//htrE//yoaB//yfaE//phnK//ompL//tbpA//yoaB//yhbO//elfD//elfA//gstB//gspF//yihU//abgA//groS//fis//iraM//trpC//rbn//cbrC//efp//plsX//glpC//
GO_0044255_4	rbsR//insI3//lgt//insB-4//prlF//pta//rutE//ptsG//thyA//nrfA//citT//yieF//gmk//glcA//fabB//yihX//bglH//ydjH//def//torC//yhdH//fliS//cvpA//mdoD//btuE//yagU//mdtL//secA//hslR//fhuB//lon//yhbQ//xapA//rcnR//fiu//leuB//ychF//gpr//insF-1//abgA//speC//ushA//nrdR//truD//ybiS//nanR//ibaG//metE//pflB//bolA//fecD//ydfG//ygbN//pyrB//sdaA//nuoG//umpH//yfgJ//tolR//glcB//ruvA//csgD//priA//trmH//ynfF//hyfC//rsmE//tatB//amiC//sanA//yidE//galK//yadI//arnF//msrQ//mlc//rfaQ//dosP//tgt//elaD//pgpA//rpsK//mepA//pntB//yidE//ycjW//murQ//ihfB//frdB//guaC//chpB//pagP//tatB//yedX//yeaG//wecE//nusA//smpB//yjbE//rna//yddM//ycjY//lpxP//malX//hyaC//ycjU//ycfJ//
GO_0044260_4	puuE//recT//wzzB//gudD//napC//appC//ilvC//fabZ//cpsG//ybeY//eutA//ldhA//fmt//rnd//puuB//dsdA//cbrC//yjcO//mdoG//yajO//araG//yjhP//ybjN//glgC//ansA//ybdZ//gntR//puuA//mdtP//arfB//gatB//dsdA//yiaJ//opgE//ybiV//higB//cmtA//bdcA//sfmA//yehX//rplO//ybiI//yahK//ligB//yhjC//bdm//glrK//dacA//arnA//sufB//yjjI//yhjC//astC//pbpG//agp//rluC//ytfT//glrR//cspE//tdcD//yedL//cheB//rbsC//abgB//yfdC//cydC//rffG//ttdR//rhaT//yeaK//cydC//lit//bdcR//ygeX//dsbG//ybhJ//clpB//hcaD//yijE//acrR//fklB//purC//yddA//mrdA//potA//fsr//pabB//ybcQ//emrB//rmf//recR//mntR//greA//gmk//ybgP//acrF//hdfR//iscR//mntR//rfaC//mrcB//ulaF//hipA//thiE//ompC//yqeF//ybeF//dapF//rlmI//trpA//aaeR//dsdX//mltB//dtpA//rpsR//rclR//prlC//epmA//dtpA//glgB//yobF//pinE//ebgA//fruB//rna//lrp//rpiR//narW//rimP//yggD//mnmG//dgcF//ybgP//yehC//yfgI//cpsG//rfaH//insI-1//wza//dld//tas//cmk//dmsA//ytfR//selA//rsmD//rplA//hdhA//metR//yidL//rdgC//bolA//rsmH//tolC//agp//dcd//ulaB//rffG//ftnB//fruB//cmtB//yfbS//glvC//glpB//rlmF//pgm//atpH//gcvA//cpoB//avtA//ymgC//nanE//tyrB//sgrR//ubiB//rhaM//fdhE//hexR//chiP//ugpC//cdd//prc//yiaB//mltD//rlmC//mreC//lgoT//smrA//rlmG//gstA//fabZ//uxaA//yadN//flgB//sgrT//focA//yhgF//metB//fliT//comR//ykfI//ycaO//uspB//mak//pepT//pntA//pheT//metH//fdrA//narZ//sfmD//brnQ//rpiB//slt//tsgA//pepQ//clpP//ubiF//yebS//yifB//ydgA//ybeQ//pspD//rmf//yagI//yojI//glpC//yafQ//yneL//dcuS//rlmB//tamB//mdtO//rpsG//crl//thiM//ampG//narL//purC//mdaB//putP//eutD//csgD//rbsK//ydgA//ydcI//fecD//bcsQ//yqgF//speD//ppiD//prlC//clpP//ppiD//guaC//ftsY//argG//torC//chpS//yjhG//hdfR//slmA//ycfH//mglB//galF//cyoB//ubiF//rlmL//cynS//tusC//tatA//manX//cmoB//phoE//yoeE//mepA//waaU//opgD//fimH//fryB//ydfK//hisI//tomB//ais//hybA//znuC//ymgA//dld//codA//glsB//gcd//rapZ//dgoK//ccmG//ykgO//pagP//ygaV//fumC//thrB//insI-1//yhjV//yeaK//gudP//msrB//cusB//rbsR//yfjR//ybgQ//fabH//mmuP//prkB//trmJ//yraJ//selU//bglH//ydcS//pdeH//flgC//dinB//icd//glnK//gadB//sbmC//lpoA//torD//mnmC//yrdA//hofC//mltB//lolB//rpsH//trpE//ydbD//ybaT//mog//adk//murB//cmoM//rlmM//tsr//pstB//wecA//ydiO//nirC//cmtB//mutL//rnt//xerD//yfbV//rfbX//yghB//phoR//rcnA//aspC//rsmA//udp//cydC//wecA//mraZ//nuoL//ybjN//torC//ydeM//potB//hicB//insH-5//aroG//tqsA//murJ//fadD//ygeR//lapA//lpxH//aqpZ//nagB//bglA//lplT//ispH//yhhT//topAI//fryA//sgcC//mltB//dppB//garK//atoC//yciH//xapB//ypdC//mnmA//btuF//tcyP//sgbU//rhaR//yiaM//kdpE//preT//ppk//envR//ynfK//flgE//yqeA//narH//viaA//yajD//moeB//tehB//moaD//tdcB//rutC//mnaT//yfcQ//ydeI//mazG//rsfS//yiaB//cmoM//rof//mnaT//gcvR//tnaA//pfkB//waaO//cysU//ilvL//btuD//livM//pmbA//tktB//argS//emrD//fliS//bluR//crr//ribB//yciV//idnD//fimH//polB//mngR//yeeL//ftp//bioP//fadA//lsrG//fabH//wcaB//ygcO//fepB//ibsA//yadG//arsB//nagE//basR//yhfK//pmbA//speD//radA//rpoH//alr//hflC//yidD//trmI//mzrA//clpB//ygfI//paaK//blr//mdtN//glpF//folX//narK//ybjN//avtA//aldB//pal//rnlA//amiC//wzc//kdpB//cutA//dcd//maeA//ligB//dgcJ//rplX//hisF//hcaD//degQ//ygcW//xapA//ygaZ//artP//ivbL//ileS//yafC//lapB//lptG//hisS//cysD//zur//yciE//xylH//zapE//oppC//pmbA//exuR//rihB//yjiQ//trmH//lolC//btuD//hisS//rpsB//aidB//bipA//mepS//pyrL//trpGD//gudD//atoC//frsA//mdtE//rluF//ydiK//dauA//yciG//plsC//tnaA//ispB//pfkB//cdaR//gppA//dsdA//yaaU//cas3//pyrH//ulaR//fepB//serB//bamE//guaD//ftsE//gatZ//uxuB//gltD//mdtB//rlmB//setC//rph//ygjR//fhuF//tusA//cho//uhpT//osmC//cspB//nhaB//pfkA//atpB//bdcR//mtr//pitB//argP//ydjK//alaE//mdtP//ddlB//chpB//dgoT//aaeA//fecA//hicA//gltX//ycfL//hrsA//yihU//sufB//rplD//oxyR//kefC//feaB//dtpB//yfcA//yegS//rpoS//xisR//hyaD//sgcC//nfuA//ygfA//nadE//ligA//ilvH//ugpC//tpx//chaC//yieE//ppk//lptF//dppB//fimH//msbA//rarD//panE//xapA//nanK//yohD//clsB//nadB//gatZ//lptE//yidD//yfbR//ycgV//hlyE//yajD//ygeW//gadE//yfgO//ilvI//yagU//livH//recX//frwD//yehZ//rimK//
GO_0044262_4	rlmN//oppD//lpxH//thiH//recE//ugpB//ribD//manX//nrdD//phnI//galS//entB//accC//gpr//minD//purT//artJ//kdsB//cbeA//epmC//lysC//purT//alaA//ycjU//tcyP//ppk//argF//yjjV//pdxB//mdtB//pdeH//cysU//mdtL//sapB//yfiC//xerC//nrfC//pphB//ppiD//lpxK//fabH//ybcC//sgcE//pyrB//xylF//fdx//gloB//yfdO//mmuM//puuE//yjcE//yadG//cobU//rsmJ//carB//yieH//flgD//paoC//insH-6//hypB//glpX//yciT//ilvL//pyrF//dapA//caiT//ynfH//casC//fliL//dgcN//trmA//intS//hdfR//rpsA//dkgA//ycfL//glyS//yceK//bdm//yciG//narY//xylE//leuE//cheR//ibsC//hyfC//nanE//ybiS//btuD//lpp//nikR//gpmM//clpA//murB//lpxC//insA-2//trmH//feoB//gntR//eutD//queA//sufD//htpX//ybcF//ycgR//dcm//rutB//rplA//yfcR//ygiS//ppiA//htrE//nuoG//menD//sgcX//ulaG//cas3//rimJ//lysP//atoC//mdtI//serS//ibsE//malK//
GO_0044264_5	caiE//ycjP//elfC//ynjA//yoaB//secB//prpC//yojI//dam//cueR//trmL//lyxK//garL//kbaY//csgG//hybF//ybgQ//malS//dkgA//dhaM//ldhA//aroE//sodC//wbbK//xapA//ydfK//ansB//fecB//trpB//yfiC//queD//gloC//cca//yeiG//moeB//appC//rplI//setC//patA//mgrB//ttdT//aroB//nanS//phnJ//tehA//rodZ//pyrF//kilR//ebgA//tusC//rodZ//gmk//ybgP//hscC//rraB//
GO_0044265_5	yihV//mnaT//lysP//gatA//ttcA//galP//yheT//insH-6//hchA//ascF//bglF//ybeF//nepI//yhjX//torY//yigL//emrY//clpP//adiA//fepA//nirC//murE//ompT//glpK//mazG//mglC//ybdZ//citG//rpiR//fadD//malX//dnaE//yehU//flgG//
GO_0044267_5	mtfA//yhcF//tusE//lptF//hybF//glmS//yfcU//ratA//bdm//basS//yhcH//lamB//lptC//intZ//mepH//tehB//ssuA//mukB//napF//ghxQ//ptsN//hyfF//cueR//wzzE//lolE//rfbB//cbl//tdk//ddlA//yraN//greA//gltS//rpiB//mnmC//pta//yfaU//rhtB//mrcA//yjhG//mhpC//chbB//ydiF//lpcA//yebG//trpGD//gppA//dinD//ybaM//yggE//livJ//fadR//dkgB//pflA//csiR//ugd//yiaN//aroF//insK//atpD//fadA//fruB//lpxM//dicC//glsA//eutR//sxy//glpG//hycA//cbrA//hyaD//ppiC//yciT//ptsH//pdxB//ftsE//dfp//glmM//cspE//hybO//clcB//ubiF//waaO//nimR//yfjV//rutB//yejE//deaD//glmU//wcaB//sgbE//hisM//slyD//frmR//ebgA//nth//malX//waaH//lsrR//pgsA//hldE//ppiC//pabA//hypT//yceD//araE//glnP//curA//ompL//setB//pagP//rpsJ//ldrB//fhlA//ddlB//bcr//cdh//lptA//yaiP//coaE//rluB//yqcG//ybeF//ihfB//yhjA//cynX//ebgA//yidA//recO//ydfG//yedX//yhdW//folM//groL//prfC//pyrC//manX//yadM//hdfR//gsiB//pstC//nfo//nikA//acpH//yjfF//rlmD//cysH//ridA//ghxP//higB//glpX//purB//fadI//ycfH//kefF//fliD//yciE//yiaF//trmJ//mraZ//gltD//betI//hflC//yggE//ybiT//yejF//xylE//hfq//lysP//yafC//aroB//pinE//hisM//yfbR//acrZ//dxs//ftsK//pldB//guaB//maa//upp//zraR//polA//pdeR//yggN//cyaY//sutR//mog//kefG//narI//htrE//dpiB//tpiA//yfjR//fetA//btuB//yahO//tdcF//norW//dgcE//recC//betB//crcB//gdhA//
GO_0044270_5	rfaF//yigB//narZ//aslB//coaE//cueR//rhtA//ade//fhuC//murE//ycfH//dctA//nagA//intS//tauD//codB//yeeY//fimI//smpB//ybfA//gspI//fic//ybaE//yciH//lysP//yjgX//mzrA//tolR//lysO//appA//nrdI//insA-2//syd//sspA//ubiG//ykgO//btuR//yciH//sufS//kdgR//gadX//ypdC//rfbB//thiG//bamD//rplX//adeD//mnmA//yqcC//surE//fliZ//sdaB//frlA//waaF//fadA//ybiH//ulaG//pdeK//kefG//casC//mnaT//narY//dosP//nusG//murQ//yajQ//yidP//ubiA//alsC//proV//ttdR//grcA//aer//yadG//yhaV//ybdH//napB//tauA//yijO//acnA//cbrC//citC//yjjX//tktA//hcaT//ydhJ//coaA//ubiA//yidZ//mscL//creC//alsK//lyxK//aphA//msrQ//adiY//rlmN//yadC//ybdM//trpC//rbbA//sthA//ecpR//yojI//rutA//murQ//caiT//secA//ygiV//
GO_0044271_5	ybgQ//dtpB//topAI//kefG//malS//ptrA//rclA//codB//paaC//mngB//waaC//casE//otsA//fumB//yqeA//csgB//malP//ada//proS//cas1//mliC//feoC//gstA//rhoL//arsR//emrD//shoB//cheA//feoB//rplB//cra//suhB//mrp//fepB//bdcA//bsmA//selU//hexR//mdlA//mdoD//ygeW//kefG//tcdA//mutL//ygfZ//oxc//hcaR//ychF//trpGD//nuoI//hybO//yebC//gntP//yqeA//yigL//decR//zapA//tabA//tmk//murF//fimB//gadC//lolC//kefB//rpnB//nrdE//cca//mutS//ygfZ//cpxR//cho//yodD//yfbV//ribD//rihA//recR//fadE//rmuC//wecC//kup//livK//holA//sufE//hrpA//arcC//yjhG//mdh//melR//plsC//metQ//yigL//ygbN//dacB//lysP//alr//mdh//ltaE//rsmB//lepB//yjbH//yeeL//yggT//pyrC//yifB//ydfG//ftsB//sad//pncB//hofO//prfC//wcaB//ybaK//opgD//yjjX//puuC//proQ//rplW//glxK//nuoM//holC//arcA//alaA//xseA//hcaT//metI//higA//dmsA//preT//ydjL//cysZ//argT//hcaR//topB//atoB//satP//mrp//glpG//gcvH//manY//nuoL//mutH//smrA//pheA//hns//slyD//rhaM//btuD//abgR//mutM//ompF//gudP//serC//garK//uspG//mutM//nagZ//nupC//umpH//ycbX//lapB//pagP//pdeD//fryC//ravA//ispH//sppA//ygcW//gabD//epmC//eutN//cmoA//yebC//yejA//yohD//gltS//lysA//cysN//rfe//ldtC//feoA//lasT//frlC//yddG//yjfP//ybgP//napD//mntH//gpsA//slyA//nrfD//fadH//ygbM//argI//mntS//rpsA//rhlB//aroE//tatD//rayT//cbpM//gsiA//ybaK//ydbD//nuoM//narX//appB//argH//yfeO//hybB//yhjA//citE//dauA//sstT//hemE//lysU//yibT//yjcE//aer//torS//rplN//malS//cueR//hipB//glnD//paaA//nadD//frwC//rfaB//yhaM//acrD//dgcM//yafO//hybG//rplQ//fecB//deoB//ubiB//fliT//cysG//ybcL//ulaR//artQ//ydcI//ddpX//metE//melB//fdnI//nadA//ibaG//ygiW//hflD//yijO//yeeL//yejB//ibsE//yiaU//tqsA//aroP//epmC//kdpB//lyxK//pyrL//rihC//ykgA//rimJ//xapA//garK//amiA//abgA//fadR//clsC//gatB//dut//rpsM//pstS//lit//lpp//chbF//ptsG//fecD//nrdF//osmE//alkB//acnA//citX//dhaR//fsr//glxK//csgB//surE//glnP//secB//rtcR//intE//pgaC//epd//yraR//yhcD//pinR//ydaC//ribA//fimH//frmR//frvA//yjaA//ung//rsgA//yajD//mdfA//ibpA//gmd//glpD//dacA//malS//sgrT//dam//thrB//yjhB//nrdG//ybaO//ftsX//dcuR//gloB//yeaK//trpS//lit//ccmC//baeR//fcl//eco//trg//waaB//rhtB//malS//ftnA//hslO//ligA//nupG//acpP//torS//rcsA//rfaG//nsrR//sxy//yhjB//ynbD//zraR//yadM//phnL//cysP//yfaU//degQ//ftsB//mscS//hyfC//phnL//ybdZ//fabD//opgB//xylE//frvR//rluE//rnc//ftsL//ldtA//rpsA//macA//cysD//cpxP//yafE//rhaM//sbcB//kdsC//ftsE//recD//yrbG//potE//ybjI//ypdF//flgG//sdhC//rna//yohD//yggW//nagE//narK//gloA//sdaB//puuR//rplF//cca//smrA//fimZ//glsA2//fumB//murI//zapC//fhuB//lsrC//ompF//asnS//rbbA//lgoR//elaB//gmd//rpoS//waaC//entE//gspI//ygeA//insI-2//fre//yiaJ//lpxL//ssuC//prfB//ompG//mglA//ibpA//
GO_0044272_5	malS//yfcV//yjgX//ynjD//yeeA//potI//yccX//trpL//tcyJ//sgcE//araE//asnS//tbpA//suhB//arnD//lysS//mqsR//upp//dauA//ybjN//treF//pabB//gatB//ftnB//glpB//frwC//dacC//accC//gltX//trmJ//hofM//csiD//mdtJ//uspB//tusE//rpsL//ynjD//nupX//yedX//ffh//araB//rpsK//motA//manA//
GO_0044273_5	fadH//mltF//ftp//ffh//patA//napA//fimF//rssB//nudG//sufD//kch//waaO//galE//bfr//syd//ndh//
GO_0044275_5	xylG//ampE//mltB//fadH//ascF//scpB//rihA//thrL//yccX//rlmI//ulaD//mscM//hha//yfgI//sucC//nrdI//yggT//hsdM//lptC//yedF//hrsA//tsgA//yfjV//sgcA//flgK//ybcJ//ygaH//manX//cueO//potC//ydcP//mlc//dnaX//dcp//yqcG//prpC//tdcA//oppC//chpB//ompN//mutH//
