#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rfaE//mdtM//setC//paaB//
GO_0033554_4	cyoC//clsB//frsA//gstA//amiB//ccmF//lysS//evgS//puuP//dsbD//rsmB//argG//abgT//livH//csdE//msrB//mdfA//rzoD//mpaA//nrfE//pflA//yfeR//luxS//csgG//ybfA//thiC//gcvP//waaC//degP//wecE//prkB//pepQ//hsdR//rnd//glsB//preT//metR//rpsS//focB//mrp//tamB//thrB//yraN//leuS//sgcE//ybhP//plaP//mepA//yadM//mepH//treB//lsrC//purT//clpS//ugpB//mlaF//yhcN//arnD//rpmH//dnaT//bcp//astC//ravA//rclB//actP//ydiV//proP//nanT//ydaN//ytfE//yfcQ//uxaB//waaL//mdoD//yhcD//alsA//mtlA//ygiN//argR//yfiR//cdd//ortT//ftsI//aceF//fimG//proV//casE//tnaC//lepB//gabT//nanK//arnT//rpiA//potE//ubiI//yedL//hybO//nsrR//cvrA//dam//slt//wecE//rdgC//nsrR//napC//ivy//pheA//greA//preA//ssuE//emrE//clsA//frwC//pagP//fryB//metI//dfp//ompT//sfmA//appC//fixC//yfhH//agaR//leuA//pphB//pldB//ybbY//flhD//dgcT//ygfA//waaQ//arnB//ynfH//pdeR//cpdA//yjcS//rpnB//ybhG//mlaF//potA//gnsB//hisI//hyfF//preT//yfdG//lipB//flgA//ydhC//ybjI//lptG//ymfK//oxyR//gpp//waaZ//cydB//pgaC//yhbS//hflD//udp//setC//bamA//yehZ//panC//pheS//metL//lpxL//mhpT//fruK//hupB//ftsQ//argP//uidA//rep//carB//nanR//fadI//pdxJ//galF//kbaZ//rihC//araA//yrfG//frvA//envR//rpe//ycjR//psd//topB//gadX//yaiV//hycH//sufD//pfkA//lptB//hisB//elyC//aspS//gfcE//mtgA//kdpF//sbcD//ihfB//pgaA//metQ//ybhR//rimJ//gltX//bglJ//ddpX//yqgB//frlA//mscM//bioD2//fliM//ruvC//nsrR//ycjY//psuG//tas//lsrB//yiaM//nemR//tatA//ydeT//bioB//lysU//ygcR//aer//mnmG//folD//aceB//ldhA//argB//yhhY//dnaQ//cusC//atpE//eutD//lpxK//oppA//yhaJ//rrrD//topA//yhjD//ycjQ//azoR//pepD//hslR//fepE//viaA//add//murC//yfaV//dnaT//lysU//dusC//dnaE//pyrG//gcvA//araE//yfbR//yeiE//ispF//glcA//sgbE//rapA//cydD//pntA//ycjU//argE//gatB//casA//kefF//yagE//thiC//atoS//prpB//ybiO//xseA//atpF//hda//mgrB//epmB//tsaB//amiA//wcaB//nimR//rcnR//hemN//cbrA//ligB//wcaC//paaA//ilvH//rfbB//cheY//fetB//cysB//mnmG//yqjA//yehP//srkA//ompF//clsC//mdtD//lsrA//dgcZ//preA//argS//ygaV//trpS//hdeB//fliT//thrA//araB//pnp//ycjQ//ybiH//csrD//cfa//rutF//ulaB//rpmF//prfB//
GO_0033559_6	fabA//
GO_0033567_6	opgB//
GO_0033585_7	yghU//epmA//
GO_0033609_8	ypdI//
GO_0033611_8	luxS//
GO_0033674_7	ddpX//
GO_0033683_7	maoP//
GO_0033692_6	torS//rne//ygaV//dcuB//ftsL//arfB//pyrD//marA//yibA//hybC//rlmJ//kdsB//fryC//artP//maeA//uxaC//tatD//aceA//uacT//bdcR//ybeF//hcaF//fkpA//ybiY//ydiV//pliG//djlC//ffh//yfeO//potA//nagB//sbcC//rplA//uspG//rutC//yejB//hda//potD//yajQ//chbR//mhpT//truB//menF//ycfS//bglJ//lysR//pgaA//
GO_0033865_6	alpA//mreB//glcB//yagU//lysP//aroL//yajO//
GO_0033866_7	yafN//xylG//tcdA//yafO//
GO_0033875_7	dmsC//zapC//yfdC//aslB//napC//acpS//yghU//
GO_0034030_8	bioD//tktB//decR//hybO//
GO_0034032_6	dppC//fabI//yghU//araA//malK//yheT//pyrL//
GO_0034033_7	rnc//pyrF//cirA//yggF//
GO_0034035_7	creC//glcC//srlE//
GO_0034059_4	pdhR//lolC//
GO_0034192_7	glpK//mltF//hslR//
GO_0034193_7	acs//
GO_0034194_8	nmpC//glrR//murQ//
GO_0034195_8	queE//
GO_0034198_6	trkA//baeS//zraS//
GO_0034203_6	napB//
GO_0034204_5	rpsG//insF-1//
GO_0034213_6	yebK//
GO_0034214_7	hyaC//chpS//agaW//leuD//
GO_0034219_6	asnB//garK//glmU//cobS//mtgA//yqaE//ybbY//motA//cra//tsx//kilR//perR//copA//ybaE//dppA//pstA//ccmE//yehU//yegV//feoA//tatD//kdgK//mraZ//glpX//potC//sodC//pcm//yccS//entS//alaS//pgi//mdtA//hldE//phoP//napD//tap//alaA//fadR//dnaJ//rutD//serC//ydcM//yfiF//sspB//proB//cas2//yihV//fimZ//erfK//rnlB//ihfB//sfmH//tdcR//rbsK//cysM//yehZ//chbR//hisA//srlE//accA//mngA//yaiW//lysS//flhC//ymfA//rplK//hsrA//fcl//dnaB//folD//mdtE//uof//gltS//ispG//fliZ//intE//srlB//ybdM//yciH//cyoE//oppA//phnI//gapA//matP//rusA//hcaT//btuB//amiC//trmI//ugpA//ltaE//yneJ//xylG//lsrC//
GO_0034220_6	mcrA//ompR//ypjD//arfB//betB//ybdR//btuE//gloA//ubiG//hflK//rutD//recA//yjhP//mngR//araB//yahB//xanQ//rplF//galR//yeeL//rodZ//lsrR//malE//cca//recC//ybcM//mntH//yfaE//yneE//insH-6//bcsQ//cydA//proA//yphB//rplD//nrdI//znuA//lsrG//narQ//fimD//ygeR//pta//mdtK//yiaN//trmD//ycjD//ulaG//fadL//folC//lpxD//nagD//dcuD//uvrA//htpX//ybiS//glgS//yagF//rhtB//exuT//fryB//rbsR//gadE//napA//lipA//cydB//dgcF//nadD//nimR//prmA//fruB//cra//yeaK//glnK//yihX//upp//srlR//fliT//ycjY//fixB//bdcA//rnd//ribD//bglF//basS//ratA//ycjD//icd//nanK//sufE//citX//guaD//gatA//yeaE//ilvB//ispF//frvA//malE//nfo//rfaB//argF//ttdT//rffG//nanS//yehP//betA//rbsK//yieK//metN//glxR//argA//dmsA//yfhM//ycbV//paaD//ccmH//metL//trpS//galF//hemF//rimM//rffG//yjjW//setC//potH//insI-1//ppk//rnd//fimD//gpt//ypdC//potF//rpoH//mdtJ//ulaG//gltD//ybhJ//glyS//yfiE//potG//nadA//gltK//yafS//yhaC//rlmB//yehZ//envR//hofO//ibsA//yjhB//rffG//mdtO//codB//ubiX//gdhA//lnt//trkH//cbrC//exoX//ydcT//thiM//ybfA//yraH//mcrA//ftsW//tsaB//rsgA//yiaJ//mrdA//kup//rodZ//tatA//ppiC//clpA//gmd//hycH//
GO_0034224_6	rhlB//flgH//
GO_0034227_8	pdxH//msrC//clpX//livH//recT//yneL//kch//cmk//
GO_0034248_6	btuB//rseC//trmO//nrfA//yjjB//yhaJ//hchA//glpG//zapD//xseB//mnmA//rfbX//xthA//higA//pnuC//mngA//guaB//glmM//rnr//gyrA//ugd//ygfI//moeA//hyaB//leuC//skp//panZ//tyrR//lptD//modA//ytfR//sfmA//mltA//hprR//mdtF//fucO//pncB//fabZ//lgt//ynhG//modC//
GO_0034249_7	arnE//cpdA//nusA//ompA//pepD//yfeR//glnH//atpA//etk//dfp//mtgA//ssuD//fruK//sfsB//yhbO//hdhA//glnQ//rne//yaiP//aer//rimM//fimA//hsrA//lrhA//rplI//
GO_0034250_7	rbsA//tusD//fabR//ybgP//rluE//kdsA//flgG//
GO_0034258_8	yehB//
GO_0034260_5	ada//
GO_0034285_6	ccmG//
GO_0034286_7	exoX//
GO_0034288_6	moaE//
GO_0034289_7	etk//
GO_0034308_5	thrS//idi//dcm//thiP//wzyE//polA//sbp//eutD//mltC//dxs//zraR//
GO_0034309_6	ydbD//bglX//alsE//
GO_0034310_6	torD//rapA//ymgA//rplY//mhpR//yqgB//
GO_0034311_6	aroB//dedD//ydiP//
GO_0034312_7	yfdO//nuoN//
GO_0034313_7	fadJ//
GO_0034337_3	mscS//rpsI//
GO_0034355_7	ybdM//phnC//mscM//znuB//
GO_0034401_5	msbA//
GO_0034404_5	allR//zapC//radD//ghxQ//malQ//ydjJ//dacB//marA//hicA//folC//pabB//rpoH//yebG//cheA//trkG//glyA//ansB//flhC//pyrC//oxc//argR//citC//rnhA//skp//syd//csgF//waaC//topB//cobS//cdgI//ddpA//ybaL//lolB//mglB//era//leuC//coaE//sgrR//ilvB//fhuD//cheW//ybiH//prmB//tcyP//yhgF//tabA//ycaO//cysA//umuC//mcbR//
GO_0034414_9	gmk//
GO_0034421_8	ompL//
GO_0034440_4	htpG//ompG//fliG//dcm//fliM//rhaA//ybdM//yfcQ//yaaU//udp//flhC//bglB//torA//glxR//yieE//aspC//caiD//bsmA//glnB//rihB//
GO_0034470_8	ptrA//ybjN//ybcL//truC//ghrB//sdhA//hofP//cheW//nimT//insI-2//nrfC//moaC//csdA//rimO//lplA//yiaM//gcl//ybiY//mdtQ//gstA//yieK//paaD//cheB//pppA//mltF//zwf//patZ//macA//phoB//ptsH//ygfI//hemA//frlA//creC//rlpA//tcyP//gatB//leuB//elfC//yhgF//trmI//aspC//ubiC//yaaJ//ybcM//frdA//phoB//bioH//ortT//melA//lptF//yijO//minE//yfjV//fryC//hofQ//ydeI//lhr//dmsC//lldD//yddL//cysE//gutQ//dnaA//pgrR//asr//prs//ruvA//rpoE//dpiA//yebK//menD//pagP//glnK//acs//yqiG//torI//ybiJ//yehW//abgR//frwB//yehA//lsrB//ispB//yedL//allR//casC//potI//speE//yggW//elaA//frr//ybeF//murP//
GO_0034471_9	ggt//fepD//hypD//yjgX//
GO_0034552_7	fis//
GO_0034599_5	ygaH//mutY//treR//opgC//uxaC//asr//purU//entS//tgt//ydiK//gatA//narW//manX//ydfD//glpA//ribF//pdxB//iscU//envZ//ydhC//leuA//ybdO//clpA//
GO_0034605_5	eutD//mdtE//ydjE//dmsC//prkB//yihW//bhsA//yqiG//msrB//
GO_0034613_5	paoC//aroL//trpL//fruB//fepA//yfiE//yiaN//macB//yqiI//lpxD//cobT//panC//potH//aroE//epmB//dxs//fixB//
GO_0034614_6	thrL//ygiN//ubiI//rcsF//yeaE//rutB//narK//pyrL//ybhS//bamD//sbcB//ybaK//maoP//
GO_0034620_6	torI//hemG//atoS//rsmG//
GO_0034622_6	mnmG//flgG//hlyE//ybjX//araC//ychF//malS//rffM//ygcR//eptC//lsrG//tusC//malI//crp//ybeY//yijE//nuoF//appA//elfG//radA//narQ//purC//glyS//lsrB//pspG//hcaF//nrdR//avtA//ycgR//trmI//fdnH//lrhA//proX//yihL//arcC//dxr//slyA//obgE//ihfB//glmU//rbsB//
GO_0034627_10	fdnG//sgrT//vsr//mscS//slyD//
GO_0034628_9	cobT//arnA//nlpD//fetA//ycaO//
GO_0034635_6	sgrT//gudX//yggD//yihX//galU//yeeY//
GO_0034637_5	yraH//glnS//dapD//cobB//yoeE//rho//glnE//ydiZ//setB//agaI//dadA//trpS//wzzE//cbeA//mrdA//tdcB//truC//fryB//tomB//sad//cmoM//pgaC//yhdJ//avtA//yidH//rcsB//yohC//frdA//narW//treF//yhiM//cbpM//yqiG//ycfL//yihT//yhhT//yhaC//ansB//rfaF//metE//ivbL//treR//dcuA//phoU//potC//rhaB//cfa//fepE//srlB//ttcA//
GO_0034641_4	bioB//sgrT//purD//phnP//sfsB//tgt//gpt//mreD//glcC//yjfP//garD//ybcM//iap//eutB//rfaD//rcsA//eptB//adhP//ybiW//yceK//ilvC//bcr//ynbD//mltA//rzoD//lpxM//rpmE//argS//hybC//sufE//ilvI//prlC//pepB//ybdR//yjeH//panB//mtlD//sgbH//frlR//dhaR//yibH//cysC//frlC//nikA//cynX//yidQ//mgtL//arsB//gfcE//rpsB//yegD//gsiD//feaR//pepQ//yqeA//rpsI//yidC//mscL//prfB//glnK//gatD//skp//abpA//ttcA//menC//moeB//caiB//codA//clpB//rplP//yqiH//nanS//ssuE//mltB//yeeO//rnr//yjgX//ybcJ//csrD//ynfF//glpG//gatA//thiM//feoB//arnF//dcd//ygbL//kgtP//lrhA//mepH//thiC//torC//rsmA//insH-6//mprA//nikC//garP//uspF//bssS//mioC//narV//mutT//nagE//yhdH//yebG//secF//lptC//sseA//rhtC//cof//rihC//fbp//arnF//pgl//thiD//xseB//ulaD//feoB//puuC//yjbB//thiI//abgA//yjtD//glyS//rusA//torC//chbG//trmL//aaeR//dppF//ynfH//nudC//nagZ//tldD//osmY//truD//kdpA//ahpC//astB//cusC//yphF//nrfE//yddM//araA//tsx//oppB//ubiD//yihS//abgB//lasT//rpsD//csdE//mngA//mdtA//cysN//msrC//apaH//hexR//rcsB//ptsN//ibsB//glxR//gyrB//hisD//uspE//ynfE//rfaE//mdtK//maa//yjjB//mgsA//yoaA//yaaU//mnmG//tomB//nrfE//mngB//prmA//yoeE//tmk//ytfQ//mrcB//ugpB//cysA//cysC//sspB//mnaT//frr//yjtD//feoB//glnK//panE//yihT//acpS//ybaK//rffG//cdgI//trg//nuoN//ydiR//ligB//arsR//cpdA//mhpT//pstC//hypT//nusG//mhpA//sbmA//ompT//gnsB//tusC//rpsN//cyoB//rbsA//ydeP//manZ//mioC//mscS//tusC//mutY//yjjW//ptsP//dppF//treR//prpR//pdeF//frwB//fhuB//manY//queE//gapA//yfaX//ptsH//atpG//gapC//uvrD//tamA//cmtA//sbmA//yqcC//thiH//kbaZ//rnr//cyoE//waaU//dsdC//cheW//guaB//rlpA//malP//btuR//iscX//srlB//potG//agp//recF//epmA//gntU//lolC//hypC//essD//cycA//hybA//ybhA//yjjG//flgK//hcaE//alpA//suhB//csgB//mutY//flhD//atpC//ribC//torD//ccmC//frdD//yghG//ydiR//parE//yggW//rffT//fdoI//ypdB//hyaB//ispU//rluF//lolB//hokE//secD//caiE//cbrC//pabC//fecA//rdgC//ptsH//gstA//envZ//ybdH//ubiA//seqA//moaB//insI4//nrfF//guaC//ymjB//mglA//cspE//ssuB//mepS//msrC//htpG//rsmG//frdB//amiB//mraY//yjiA//nrfD//mltD//osmF//htrE//hupB//yodD//garL//hofQ//fixC//grxD//yehY//tatA//lrp//ddpA//fucI//rcsF//yidE//yahB//yceO//xdhB//ycgR//sgrR//yjhB//kbaY//pckA//patA//yghO//hmp//fepE//lolD//holA//ybjI//gnsB//yahK//recC//rppH//bioF//ccmE//sspA//paaA//fadL//ygcW//nikD//mprA//yhdJ//lgoT//moaB//yjhB//nikD//leuD//tdcE//cysB//ftsK//uxaA//tatA//sodA//actP//pgpA//pgi//xylF//yieK//melB//zinT//lolE//shiA//aas//dacC//coaA//waaJ//cbtA//sbcC//phoR//maa//lysS//btuD//mtlA//ubiB//ssuD//lexA//narI//gcvT//aaeR//rbbA//yegV//rnc//aes//yghO//ydjH//bglX//cspE//trxA//yhbY//uvrD//lpxP//uspC//ptsI//atpD//ftsA//yrbG//hofO//ydjK//mdtD//rplW//dsdX//dcuR//eutK//yeiE//ung//yedA//yahK//ahpC//yphF//minD//tauB//pnp//proP//yehB//yibA//pck//hyaB//nikA//mlaB//ebgA//ttdA//ribA//folM//yjjB//rutF//alsE//moeA//dppD//ftsZ//agaV//ivbL//yhbO//ydiF//lpd//hybG//purT//yaaJ//sbmC//cdd//sdhE//mprA//fur//glpC//ydiR//tnaC//ftsA//sucC//ygfI//speA//malK//yfcV//rffT//gcvH//tatC//malP//rhaM//uvrA//yihO//gstB//ygeR//ydcM//rpoD//arnD//glnS//rhaR//arnF//alsC//hypC//csdE//ycjY//cydC//prlC//yehD//mltC//mzrA//ynfH//holE//ygbN//agaA//pnp//ygjR//lapA//mdtN//eamA//bioC//putP//rutG//hemL//srmB//ackA//nikE//hcaT//bluR//cpdA//glxK//cstA//rlmM//rclR//mcbR//araH//pnuC//yfdK//rplC//ybhG//torC//selA//ydhK//yqiJ//yfcF//osmE//minE//csgD//rnc//yraI//betA//gshB//hicB//yciH//sgbH//cstA//tolA//rpsR//oxyR//zwf//yihV//ykfM//hslU//gatD//yieF//yebG//folE//feoB//rhaS//gnd//ruvB//ychH//apaH//yidD//pdxK//sufC//focB//dpiA//fimZ//bglF//ydfH//yfdG//flhD//rffT//trpGD//yedA//rbbA//yfgO//mdtK//waaQ//ldhA//yahF//arcC//gluQ//rfbC//recA//crp//yjtD//yghO//hisP//rpmJ//gapA//hdfR//scpB//ybgQ//cheR//yihX//ydcZ//opgB//yqcG//azoR//sad//codB//hrpA//fdnG//ihfB//tabA//dhaL//argI//recG//lexA//tdcA//yhjD//nirD//gabD//pabB//map//ydiQ//rpsQ//ynfH//panF//ytfR//mgrB//yajD//gatB//rpsB//mipA//artQ//yihX//yeeO//fieF//yohD//wecC//cobB//ahpC//secM//xapR//cydB//znuC//cysW//yfcP//hisM//ubiX//mdtA//sstT//chbC//nrdD//purL//recX//yaiV//yeeJ//nirC//purD//ybeQ//leuC//degQ//rffT//casD//fepA//agaS//fepA//rfaQ//acpH//ydcZ//ymgC//dmsA//groS//yceO//fic//holB//serB//citX//pheS//pstA//viaA//nagB//rzpR//rpmH//yqiG//arnE//mdtD//tsf//mtlA//tyrB//fecB//accC//ycjR//rfaE//casB//yoaA//potI//frdB//zinT//cmoA//kefF//hyaC//pdeR//kefB//mcrA//aaeA//cydA//pyrC//feoA//fliZ//sdhE//dmlR//dnaB//waaB//nrdE//kdsB//ybhD//nhaB//stpA//murQ//ltaE//pykA//artJ//lysA//ftsX//yjhH//cynT//hemG//cpdA//nagE//mpaA//cvrA//rfbD//preA//btuC//thiL//sixA//zapC//recE//smrA//treB//ldtD//ompR//ptsI//yghG//ssuC//abgB//yneJ//hemE//uidA//crr//fadR//ygjK//nrdA//pgaA//mnmE//potI//tolB//thrB//mdtG//tcyN//pncB//rplS//puuR//frwC//mtlD//ydjE//suhB//kup//yejA//ydcZ//eutB//cusC//gyrA//mscL//marR//yajD//glsA//agaS//gltB//fumC//umpG//glcE//yiiM//ybiO//secY//yihV//ubiJ//waaP//yedX//rpmA//flgB//sufB//bamD//radA//ydcR//chbB//cpxR//ibpA//tsx//aroP//pyrD//tdcR//hemE//yieL//dhaL//yceO//fabH//gadX//hycB//tamB//ybhF//mlc//manY//alpA//lacY//agaR//yidK//tilS//insH-6//hyaC//ariR//sdhE//hrpA//ygaZ//kdsB//
GO_0034644_7	rnt//nusA//
GO_0034645_5	sgcX//pncB//bfr//gpsA//ybjC//amiA//araF//malG//hyaB//cmtA//yjiY//ruvA//cysB//rfaB//yjjX//suhB//frwB//ihfB//glnL//fucO//araC//mhpR//tdcG//recJ//rlmC//ldtC//dapB//yciF//rfbX//mlc//paaD//cutC//yddA//mdtK//lgt//yqiH//uvrA//iscR//astC//ghxQ//dgoR//entE//prmA//truB//idi//csiD//cirA//ybaO//dosP//lacY//aldA//cpxR//cpoB//opgB//rplS//ybcC//asnB//lamB//ettA//yigL//rsmA//yhaM//arcC//ytfR//ykgO//asnA//ldcC//ftsN//fic//ygiW//purU//moaE//wrbA//iraD//nepI//mrcA//caiF//rhmR//ydjJ//ftsQ//hemD//abgT//lysA//ivbL//pfkB//tnaA//hisG//pcnB//lptC//opgB//ybcJ//rcnA//ybjG//sthA//pcm//phr//bacA//ansA//ygaZ//ompC//pal//nupX//ibsA//hisP//yiaU//yqiH//recO//ompC//yggE//thrA//yjhH//nrdI//gcvA//yggW//ssuC//ansA//yegT//cbtA//ydjJ//mukB//yfcA//dctR//dgoR//ispU//ugpE//yehB//cmtB//rffC//opgD//galM//tolB//bsmA//feoA//dnaB//rihA//yfdR//pth//dxs//rtcB//dhaK//dacC//lspA//nlpD//metK//recB//queA//rplK//galS//moaB//hscB//frmA//mnaT//panD//ptsG//cadB//plsX//acnA//puuD//ampD//rffG//kdpC//ybjD//prmB//puuB//atpA//tbpA//mdtO//avtA//yeaE//pdxA//rfe//kbp//kdpF//csgG//ispH//thiD//fumC//asr//malE//putP//thrC//gpt//hdfR//pepA//ade//tyrR//rutD//gadE//speC//bamA//fabB//hemN//dicC//ahpC//arcC//dnaX//ribC//cyoE//ydcM//folD//bhsA//ybdG//ynhG//kbp//rplY//sgcR//xanQ//tig//dapF//artP//rffH//ulaD//adeD//hipB//yghW//yhaJ//ampG//hemN//gpmM//cynS//uidA//pdxJ//mpaA//fieF//dgkA//atpC//hscB//yaaU//atpF//lpcA//yhjR//parE//amtB//tsx//yghB//actP//hybO//bglH//yeeO//dosP//mliC//mngR//ybcL//nuoF//pinQ//hisD//yaiV//cyoD//yhjG//ribB//metB//mtlD//pta//alkB//idnT//dsbB//argT//oppB//tsr//yeaE//bipA//pyrD//gph//parE//gsiB//relB//waaH//degP//gcvH//moaE//treB//rpnB//gcd//dicA//envR//frsA//yjiM//tabA//ilvI//elfD//ygeX//udp//focB//uxaA//dgkA//csdE//yhjR//cusC//ilvI//aer//pyrL//ldtC//rho//gapC//rzpD//rsmA//mscM//cysE//allB//sbmA//treA//priA//malZ//nirC//
GO_0034654_5	cspG//ybcJ//mnmE//idnK//glnH//insK//ybdZ//metQ//tgt//hinT//ariR//selA//lepB//mnmC//yjbG//prpB//ffh//feaR//ltaE//ycgR//rplC//ydjJ//atpC//yjjI//insA-2//mtnN//aspS//nrdD//norW//galP//epd//dgcJ//yegS//sufE//panZ//galE//xseB//nimR//fmt//ygcW//purR//ravA//rutG//rpsJ//nrdF//rlmF//phoR//ddlB//yahB//xerC//dgkA//proB//ytfR//yqeF//tdk//holA//msrA//ftsB//mdtE//wbbK//allB//aes//yafO//amiA//bhsA//ugd//cmoM//ydeI//malP//mtlR//aroD//uhpB//hha//rclA//avtA//narK//yibF//rho//ybgI//cutC//yiaL//ariR//ulaC//yihQ//fsr//corA//flhC//paaE//nsrR//trpL//relB//frvR//cspC//aroF//creC//lgoR//dsdC//puuA//waaH//yihQ//yhdH//cydC//yadI//gapA//nrfF//tnaA//pykA//ccmD//pyrD//eco//ratA//rpnB//rna//rpsB//rpsS//yieK//flgC//pyrL//ssuC//hisI//dusB//pinR//hslU//aroB//tldD//yceK//ybhF//iaaA//cyaA//yjeI//mfd//bipA//leuA//ptsH//cydA//dpiB//fmt//fpr//cedA//cobU//intQ//yjhI//rclC//fepC//ispU//glxR//rfaG//sohB//yidZ//hcp//hha//eamA//bglJ//ttcA//menH//kefB//nimT//tufA//phnI//mntH//coaD//waaL//rfaB//gntT//yrfG//lsrK//eamA//sstT//paaJ//pgaD//grxD//napD//purC//yodD//ompL//tdcC//ybiW//ybgI//yqiJ//opgE//prlF//cysH//paaF//rplP//dcuB//ybiJ//ychO//lysS//dmsA//ymdB//yfcP//yahI//ybiA//trpB//ybaE//rpsH//lldD//marR//gcvR//syd//thiC//ompF//yiaJ//nepI//mltB//galU//eptA//rhaT//ycfS//arnT//waaQ//mnmE//nuoF//yneJ//fdoI//eutR//ruvA//ispF//ihfB//acrR//mdtF//yidK//yagE//btuR//yibH//arsC//yciE//cpdB//gnd//yciK//dhaK//bioC//mglA//gldA//yidK//ybiY//fis//btuC//paaZ//trpB//cyaY//fliZ//nikD//ygeV//flgD//cydA//rbbA//mazG//sapB//oppA//dcm//zitB//ligA//katE//ccmG//glvC//sodB//hypE//znuC//
GO_0034655_5	gpsA//ccmC//coaE//ecpR//prc//gadB//lpxD//cyaY//nadD//yieE//cheZ//moeA//sdhD//pspG//ispB//napD//aroH//nikE//sapC//malY//atpH//argR//cysE//brnQ//glgC//yadN//hupB//topAI//pppA//melA//aroG//yeaV//flhD//mmuP//tcyN//glpD//tynA//uhpT//paaB//dacC//frdD//purB//mdtK//cpxP//arfB//frlA//pepN//mscS//fbp//yccA//gltB//fiu//frmR//tcyP//queF//eutA//pyrE//ahr//phoR//rmuC//alsE//mqsA//potB//fadK//queD//wza//xylR//mlaF//eutK//astB//rpiA//hscC//tusD//
GO_0034656_5	dtpC//rimJ//thiP//proP//puuB//folE//argK//syd//sodB//aroB//holE//crp//perR//
GO_0034660_7	elaD//yjbG//csgA//ubiG//potI//tnaA//queE//sucB//hslO//wrbA//ybiA//eptB//lptG//tsaD//alkB//ddpA//ilvB//grxD//fecA//csgB//yeaV//xylR//ydiQ//carB//cptB//narJ//ratA//yhjA//mdlA//ompA//osmC//sufD//asr//yedL//glpR//btuE//ydfK//cysQ//casC//fliD//araH//yehC//lpxB//ftsW//hcaF//yhdW//lacY//patZ//tdk//xapB//yfcS//wecC//moaD//nagB//ccmD//sppA//yraI//hcaT//sxy//idnD//aspS//yjjU//hisP//nanT//treB//gpr//pnp//yagF//recT//hybC//viaA//yihP//truA//frmA//trkG//narP//mepM//pyrL//narG//abgB//ydeT//fliZ//yiaN//narQ//ahpC//aphA//infC//menB//sucA//gspJ//betI//evgA//mntR//trxA//ldtE//rzoD//speD//yehZ//ybbY//bglB//tas//lipB//smrA//uxuR//yqaB//rplE//zraS//nuoN//argB//ansA//uspC//rapZ//ygfI//idnO//fruK//yjjU//cyaY//rpmB//flgJ//rclC//rzoR//lipB//
GO_0034661_7	mutY//cca//murA//chbA//
GO_0034755_9	priB//yohD//sfmF//ybaK//
GO_0034762_6	yaaJ//cydD//pncB//fliL//yfgO//fkpA//atpF//kdpE//
GO_0034763_6	melR//yebS//
GO_0034764_6	ampD//bglX//
GO_0034765_7	metH//coaE//pabC//dsbG//prpR//dppF//yneL//
GO_0034766_7	gudX//
GO_0034767_7	rhaS//sxy//
GO_0034775_7	ygbI//cusS//tehA//hypC//yhcN//
GO_0034983_9	rpmB//ftnB//
GO_0035235_6	ygaV//xseA//hflC//yfiC//
GO_0035303_8	glnE//osmY//cra//galU//exbD//
GO_0035304_8	tsr//
GO_0035306_9	nagD//
GO_0035307_9	rlmB//
GO_0035335_8	ilvL//hypB//norV//
GO_0035344_8	ecpR//ispF//
GO_0035350_6	ribC//
GO_0035383_4	cysS//ynfL//sohB//fhuC//ptsH//ybiT//mnmC//ygfZ//
GO_0035384_5	lsrG//fixC//
GO_0035429_8	tatA//lptC//trpL//yiaM//fklB//sgrR//
GO_0035433_7	lacI//nupG//
GO_0035434_9	yqgF//deoA//gntR//malE//ydhJ//
GO_0035435_9	rluA//iraM//dctR//ypdI//mtr//potA//map//dkgB//idnD//
GO_0035442_7	dinQ//ybiX//hpf//pspC//tamB//yccA//yibF//sthA//ldtE//dgt//ycjP//
GO_0035443_7	galS//ycbU//cdaR//prlC//leuB//rhaM//prpR//yjiR//
GO_0035444_9	waaO//dnaC//mtn//glk//fadM//feoC//queC//
GO_0035461_6	ruvA//lpxT//ycbB//folP//pepA//rluB//yiiD//malQ//exoX//fumB//
GO_0035510_7	dsdA//vsr//tmk//ibaG//hyfR//
GO_0035511_5	tsgA//
GO_0035513_5	kgtP//
GO_0035524_8	yraI//
GO_0035552_6	waaZ//
GO_0035553_6	radA//
GO_0035556_4	cspA//fkpA//bamE//ogt//uspF//rcsC//ynfH//tdcA//iraM//ybiH//dcuS//znuB//yqaA//tatE//gutM//yfbU//marA//infB//mtnN//btuR//nhaB//flhC//aroG//yedL//uspC//rzpR//glyS//ftp//cusR//talB//gudX//ftsY//pdhR//mhpT//adeP//lsrA//ppx//leuD//apt//alr//yggE//ygeW//gadE//sdhC//lolE//narX//
GO_0035600_8	fecA//
GO_0035601_7	tusD//tolB//zraS//
GO_0035672_6	dxs//eptC//clpB//arnT//yagE//zraS//topB//ccmF//dinB//pnp//dpiA//uvrD//bamE//fdoH//glpX//narV//rbsD//cobC//cysA//bioD2//
GO_0035690_5	nikD//preA//iscU//ynbD//yraR//ynjD//cysI//yghG//csgF//yeaK//flgI//
GO_0035725_9	sapC//fliG//metC//miaB//fepA//mcbA//putP//
GO_0035784_9	rlmB//
GO_0035821_4	agaR//yagU//fadI//tdcA//pagP//
GO_0035864_6	helD//
GO_0035873_8	casC//treA//
