#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	paaG//hyaB//relB//galS//
GO_0034654_5	hyi//nadB//napB//prpB//trkA//borD//rne//glcD//flgF//acrF//gcvH//tbpA//yidA//yhbQ//dacB//yqiI//narL//mntH//frdB//yqjI//allB//tusA//mglA//mlaC//yhaJ//adiC//cysD//rng//yidQ//ptsI//hslV//dctA//arcC//cysW//iscA//fecB//araD//norR//radA//agp//aroE//recR//birA//rzpR//holC//atpC//bcr//tehA//aceK//mtlR//menF//speB//sdaB//yieK//rplP//slyD//fadI//trpE//ydeP//talB//oxyR//casE//ybjC//yddA//ybjD//lptB//afuB//cheZ//rbsR//dsbA//ldrA//agaD//idnD//rlmA//amyA//yaaA//metK//ccmF//envR//hscA//csdA//sdhE//hlyE//galF//hslU//elfG//ptsN//hflC//sgcA//ygeW//pstB//rclA//ycaN//gadE//aroD//kgtP//polA//fau//nrdD//sdhE//pta//chiP//envC//mhpB//pntB//mdtB//accD//nrfC//yrbG//creB//gloC//tatA//hisF//fur//sohB//phnJ//narV//phoB//tcyL//mnmC//nudG//ccmC//dnaE//fimZ//nrfE//ftsI//seqA//pstS//guaA//fadA//blr//rlmM//yfgO//dsbG//fbaA//glmU//abgR//lptC//ddlB//ydfH//cdh//thiI//ssuE//tbpA//mlaD//def//yjhB//hinT//uhpC//rlmC//nimR//basR//gatY//yadK//mscL//hybG//frvR//pspG//yadC//fbp//hsrA//kbp//dgcF//trxA//ybdN//cptB//recO//trpL//sdhE//ftsN//cpxR//arfA//bcsA//ccmH//ubiE//glyA//nemA//ispU//minD//nth//pspC//yneE//yihS//purC//elfA//yehX//mukB//rcsD//yiaM//insA-2//fadR//opgG//rhaT//yedA//waaL//ppk//tqsA//uidC//mqsA//mntR//ftsK//narP//ahpC//livG//recT//ygcO//ascG//panF//pspF//hyaB//rbsR//rpoE//ttdA//yggF//yfaE//hda//fbaA//rpmE//phnJ//nei//nfuA//cbpM//ompC//ptsP//pgm//thiQ//glvC//yneL//glnH//bioF//fimB//crr//dicA//uxaA//appB//purL//livG//rcsB//ygbN//gfcE//holC//lrhA//mtn//gnd//argR//ymgC//ygiN//fkpB//ispH//tnaB//fruA//fdoG//mdoG//rcsF//dxr//yedX//abgT//rsmF//slyA//
GO_0034655_5	kdsC//psuG//mliC//dcd//rpsH//vsr//rzoD//nupG//truC//yciK//talB//lrp//fabI//sufA//modC//agaR//cysW//glpA//hemG//yjjU//pabC//yejF//wzzB//ynbD//xylR//atpG//ybcM//arnB//uof//yedX//tauB//ubiD//paaF//mgtA//nikA//nfo//phoE//lit//preT//mnmC//ampE//csiR//glgA//yahN//potB//truB//nrdI//pbpG//yfcA//yajO//ybiV//argF//gnd//hxpA//rpe//ynaE//elyC//nrfD//sbcC//cas1//cas1//hdhA//moeA//ompL//manZ//elfD//fucK//fbaA//frlR//lgoR//yjhI//mtfA//insI-1//
GO_0034656_5	mepA//chbG//sapD//tktB//aslB//hemC//dps//ybaK//yfaV//fliK//queD//mdtF//srlA//
GO_0034660_7	topAI//nusG//mtlD//yhjA//nlpA//msrQ//tamB//rraA//csrA//flgA//yfbV//ecpR//fdoG//def//ssuE//galU//fdx//ycaO//casC//astC//relB//menC//baeR//phnO//yafE//xapA//orn//waaA//add//pepB//adk//ybhI//gmk//gutM//hcaT//rna//spy//gspI//proB//casA//mreC//ygfI//umuC//mazG//gpp//rplX//ivbL//glpB//wzb//folA//yijO//nrfA//yhcH//zapE//feoB//tldD//cpsB//ttdR//iscR//glrR//yadI//nudB//rnr//rplF//yajL//ghoT//oppB//bcr//cynX//pcnB//araH//rffG//pdxA//dapF//fucA//nhaR//mtgA//apaH//gmk//qseC//zapB//dcuR//ada//yjcS//rnlB//ftsX//trmJ//mutT//arcC//narV//nuoN//rsfS//znuB//cydA//yoeB//rlmB//ymdB//sapB//rpnA//sdaA//ompN//opgC//yqaB//hsdM//sppA//gntP//speA//tcyP//waaH//mioC//glcB//ymfK//fiu//dinB//rnr//frlR//ssb//rzpD//paaE//ydiV//ilvA//accD//
GO_0034661_7	ubiE//glpB//ssuA//rcnB//
GO_0034755_9	lysC//nuoG//yneJ//srlE//
GO_0034762_6	serC//ada//hdfR//rluC//lysU//lacY//grxD//aspS//
GO_0034763_6	pyrL//bioH//
GO_0034764_6	ydeI//ccmE//
GO_0034765_7	ypdI//fucP//aroA//sapC//perR//sugE//puuC//
GO_0034766_7	rplX//
GO_0034767_7	ycfL//nrdF//
GO_0034775_7	folA//citC//aroP//aroC//hcaF//
GO_0034983_9	envR//elaD//
GO_0035235_6	glcA//hyaB//rbbA//yhjX//
GO_0035303_8	kdpE//tusE//yfcR//argD//rcsA//
GO_0035304_8	dcm//
GO_0035306_9	arsR//
GO_0035307_9	erpA//
GO_0035335_8	btuC//pck//ribC//
GO_0035344_8	ttcA//yrfG//
GO_0035350_6	mdfA//
GO_0035383_4	pdeR//pabC//hdeA//yaiP//rclA//livK//panD//mntS//
GO_0035384_5	rimJ//lapA//
GO_0035429_8	cusR//rlmF//htpX//ibpB//fsr//ychH//
GO_0035433_7	rsfS//dnaN//
GO_0035434_9	ygiN//potB//uvrA//iscU//dadA//
GO_0035435_9	feaR//csgD//tsx//wecA//yjiR//rbsC//yceK//rcsA//ftsI//
GO_0035442_7	pepT//clpS//ptsN//poxB//fadE//cydA//mrp//fdoH//puuP//ygbL//rnlA//
GO_0035443_7	lpxM//speF//fruA//rcsC//insI4//hprS//mrr//arsR//
GO_0035444_9	torC//ansB//ybhG//secY//cysP//caiD//dgcN//
GO_0035461_6	yjiM//aceF//modC//waaU//proA//yraN//argD//flgD//glgC//valS//
GO_0035510_7	glpT//flhC//narQ//dgkA//hemD//
GO_0035511_5	araG//
GO_0035513_5	ilvH//
GO_0035524_8	flgA//
GO_0035552_6	rspB//
GO_0035553_6	alr//
GO_0035556_4	nanC//rfaF//yfbU//crfC//sapB//glnQ//rof//bioD2//tbpA//rplT//alkB//rffT//rplQ//ybiT//hfq//hemC//lacZ//phoA//murF//acrF//rph//etp//yfiR//frvB//rplQ//napD//menA//caiT//pinQ//yjjG//menI//clsC//ybjI//nsrR//bluF//hisM//lexA//cueR//msrB//tnaB//trmO//rlmM//mrdB//sfmA//mgtL//rplD//
GO_0035600_8	recG//
GO_0035601_7	fadB//caiF//yccX//
GO_0035672_6	pdeK//preA//kdsB//def//yjjI//fliT//mglA//dnaK//abgT//setA//gapA//agp//ahpC//prpD//menE//ynfH//rpnB//ygaZ//viaA//tolB//
GO_0035690_5	gloC//gapA//ggt//pepA//osmF//dsbA//arfB//maa//nrdG//folD//ygiV//
GO_0035725_9	evgA//rsmB//ahpC//yfiF//waaC//rpmE//agaV//
GO_0035784_9	pphA//
GO_0035821_4	rhoL//glgS//yejA//yahB//malI//
GO_0035864_6	rsmG//
GO_0035873_8	hemC//nuoE//
GO_0035890_5	thrC//yfiR//elaD//creB//
GO_0035891_6	hflD//tyrB//psd//gatZ//
GO_0035966_4	cusS//cueR//rrrD//cbpM//uxaA//entA//purA//
GO_0035967_5	prmB//hybC//iscR//ybgQ//ampH//
GO_0035999_5	prmA//yqjH//ygfX//fiu//
GO_0036001_7	parC//
GO_0036046_8	entB//
GO_0036047_9	kdsC//
GO_0036048_8	ddlB//
GO_0036049_9	sdhD//
GO_0036088_6	ccmC//
GO_0036103_6	dgt//yadK//
GO_0036104_6	surA//rutA//
GO_0036172_6	lsrB//
GO_0036211_5	udk//tdcC//dacC//nrdH//ytfT//coaA//malE//frmB//ispG//cueO//coaE//fliD//argC//ais//cmtA//mipA//trkG//gpmM//lldR//rfbD//greB//fimG//pgrR//dcuC//dcm//valS//rfaH//ygfZ//hyaC//gppA//yfcP//yihT//panZ//maeA//fucP//yajL//lapA//dhaK//rplD//yheT//tusE//kefG//cusS//ygaV//flgB//cyaY//dsdX//sgcX//ugpE//fucP//mutT//leuA//cpxR//mcbA//glxR//efeO//symE//hypT//ispG//rsmD//eptB//ydcP//lolC//hns//kbaY//uraA//bamE//tsaB//ygcW//mdtO//rrrD//ycdX//yeiL//ilvE//ratA//eutK//nrdB//ssuC//purA//yebZ//efp//yqiJ//rimK//hemF//fic//elbB//vsr//ydiZ//yfhH//adeD//ybdH//yhjX//agaR//pheT//ubiB//chiP//yafE//yihP//ampG//ycjQ//mraY//tag//ydeE//hemB//dsbB//malY//bioD1//cobT//cysE//yfeD//cpsG//fhuF//corA//tsaE//ytfR//casB//mhpA//phoU//appB//rlmG//fadK//speF//leuB//narL//nhaB//glnL//ldrD//tatB//hflX//acrR//lexA//ldtB//mgtL//glpF//dgt//deoD//yhaO//lsrC//fumC//rplD//ccmF//trpE//
GO_0036214_3	gadE//
GO_0036265_6	ygiN//amiD//yqeF//rluE//
GO_0036289_9	fixB//relA//
GO_0036293_5	modB//ulaR//surA//
GO_0036294_6	yihI//ydaV//abgA//
GO_0036388_7	ubiH//
GO_0036447_5	elaA//hybC//secB//
GO_0036448_6	ssuD//raiA//gspF//
GO_0036460_5	mlaF//tynA//csgG//etk//intA//yfeR//
GO_0036506_5	metQ//
GO_0036525_7	ygjH//
GO_0038083_9	putA//araF//cspD//metE//bioD1//
GO_0039633_6	yecS//oxc//ydeO//cdd//
GO_0040008_4	ybjX//argD//yhfS//asnC//rhsD//setB//murP//cycA//nirC//aroH//
GO_0040012_4	ligB//bepA//melR//ybcC//lgoT//hha//gntP//kdpF//oppD//smpB//arsR//hha//sdaA//malF//
GO_0040013_5	araE//ycbU//yhbX//hyfC//yagF//ymjB//waaG//
GO_0040033_9	rfaG//
GO_0042026_4	rpiR//uspB//sdhB//narK//yjiX//lacZ//elfC//sucA//mhpA//
GO_0042040_7	yiaN//
GO_0042044_5	xisE//
GO_0042126_5	speB//ybiY//ugd//araG//
GO_0042128_5	alsE//yidK//
GO_0042133_4	hslJ//sspA//araB//casE//ompA//hisM//dbpA//cysZ//fliK//ghrB//uvrB//yjjU//folE//rpnD//glvB//yiaU//
GO_0042135_5	araG//barA//tqsA//murP//mepA//rpsP//nagB//mltB//ydeM//pyrB//clsA//zraS//rpsH//
GO_0042136_5	dnaC//hldE//
GO_0042150_7	rpsT//cbpM//pgpC//
GO_0042157_5	yddL//thiQ//ycgV//guaA//
GO_0042158_6	waaZ//ybhR//orn//
GO_0042168_4	yqiG//ampE//aas//glnD//slyA//yfdR//cbpM//oppD//dicA//
GO_0042176_6	ydcS//ykgA//thiM//eamA//
GO_0042177_7	galS//slyD//pdeR//
GO_0042178_5	baeR//lpxB//osmY//atpA//rapZ//alpA//cpsB//minD//ahpC//sapC//mlc//pabA//mdlA//mnmG//argG//potA//mutM//slyA//polB//
GO_0042180_4	cydA//yagI//maeA//yafC//ubiG//hypE//yihT//qorA//arsC//lysS//thiD//upp//ldtC//fabZ//ygfX//yifB//opgC//rpmF//macA//rsmE//bioP//gppA//dcm//yihR//rsmJ//lamB//kefC//pgsA//hybB//kdgR//phnH//fdhF//hybO//gadC//rutD//araB//arnB//yadM//ybeQ//ydbD//glcC//rplI//metF//yhdZ//fetB//fruK//rihB//zur//argH//ptrA//epmB//puuR//ulaA//hflX//yihX//tyrA//murB//rmuC//rpmA//
GO_0042181_5	poxB//allD//coaA//insA-2//ortT//yfaV//zapE//cmtB//nfi//nrfG//comR//rppH//ppiC//amiA//glyA//pgpC//atpE//ptrA//phnL//lolB//prlF//caiD//ybjI//dapA//
GO_0042182_5	umuD//mdtN//msrP//umpH//ribF//rbbA//cadA//moeA//manY//psuT//nmpC//rluF//htpX//cadA//ubiA//csrA//cusF//alsK//phnL//msrA//rpsN//endA//fhuB//ispA//yhjR//ftsP//agaB//nupC//betB//
GO_0042219_6	hyi//atpC//sutR//rlmN//cmoM//
GO_0042221_3	gutM//rpnD//lptF//mtgA//hypC//yigL//higB//trpR//fabI//frlC//accA//nrfG//ydeT//ssb//gsiD//rnd//trmD//tyrS//gadE//rpiB//fliL//cdgI//tauD//lysO//pyrL//ygcO//bdcR//lpcA//ydfG//cutC//mepH//uacT//yahD//ivbL//ydaN//rimP//cysK//clpS//uspG//bglX//yajO//dps//wzzE//trmO//ibaG//elfC//proX//skp//fur//nrfA//cusC//glcF//fdoG//ppk//ssuC//ftsQ//fdrA//dmsB//sbp//ynfK//ycgB//galR//yidK//pdeF//yieL//mrp//araB//nhaA//lysO//rbsD//cpsG//yccX//yecS//nadA//yciG//chbR//phoQ//cobS//rihA//cpxP//mmuP//ybaM//pabB//iraM//glyA//trmH//hybE//scpB//adeP//arnB//ibsE//yjiX//yagG//rzpD//entD//fkpA//yhjX//nuoG//yadC//wzc//nrfG//dppA//leuA//speB//yhjB//ybhS//nikR//abgA//talB//araD//livJ//clsB//dppA//metR//rseP//lacI//gspJ//thiP//insF-1//glgX//ackA//rplP//yhjC//lpxL//nusG//potC//alaA//yrfG//yahN//setC//dacB//ydeI//mobA//mug//ybjL//rcsD//ghxP//yegD//bglX//lgoT//mdtF//cysN//rhoL//clsC//yggW//rhmR//htpX//lldP//ddpA//hycB//hcaC//nrdR//tauB//ybcJ//yebZ//rnd//recR//yfiR//yibH//fabH//ybbN//fadL//aspA//slt//lnt//flhD//ynfK//gadE//btuD//aqpZ//nuoM//yfaE//comR//fadL//rspB//pheM//tpiA//mglA//yidA//yihU//ftsP//hypC//srlR//polA//eco//malQ//dcd//mtnN//cheA//mepA//yqeA//yfdG//dnaQ//bglA//atpD//ivbL//napF//ralR//yqgB//fliG//ybiH//pspD//phoR//xerC//paaA//kdpF//lptE//yiaU//purA//waaS//fiu//proP//plsX//acrA//dnaJ//fryA//nagC//ynjA//ruvA//insI-1//ppiC//yhhZ//folP//bamA//ytfE//chbF//yfgJ//mtlR//potI//dkgA//zipA//bglH//rplW//mreD//rcdA//
GO_0042245_7	lgoR//gpr//qseC//
GO_0042254_5	alaA//fdoI//yfaU//cysH//trkA//rhmD//fimC//
GO_0042255_6	ftsZ//yqaA//
GO_0042274_5	fryB//ihfB//zipA//mazG//
GO_0042278_6	chbC//narZ//cysZ//recT//proX//hcaC//rplX//proC//fes//ibpB//dedD//cueO//sdiA//lldP//yiaU//ynjA//waaF//yidP//
GO_0042304_7	pyrC//hyfF//manA//
GO_0042325_8	copA//frvR//
GO_0042327_9	yebC//
GO_0042330_3	deaD//holE//dcyD//yhdZ//clsB//fhuF//ydiR//acrD//fadE//plaP//cmoB//cpoB//ybjG//waaO//leuE//hisC//
GO_0042350_6	dmlA//
GO_0042351_7	tolC//
GO_0042354_7	rpnA//ymfA//yqeA//rspB//tolQ//ygiV//
GO_0042355_8	yeeJ//appC//oppA//waaO//cvrA//dpiB//
GO_0042357_5	hsdR//infB//
GO_0042362_6	nuoI//
GO_0042364_6	zraR//tdcB//cysB//metL//sfmD//dxs//rihC//mreC//hypC//ygfI//fkpA//ttdA//intS//phnH//trkA//pinE//carB//kup//mpaA//panD//yfiE//polA//fadM//trmH//pabA//tonB//cydA//dapF//mutM//rplR//bamE//gutM//artQ//slmA//lsrD//yqiI//dcuD//gnsB//potH//sgbH//xylB//caiE//cmtB//yghU//yqjH//ulaA//yfjV//rpsI//tktB//yciT//yhdJ//dmsC//ybhG//uvrB//bioD2//garP//
GO_0042365_6	yihI//rpsA//nrfA//yhjB//
GO_0042371_7	cysW//
GO_0042373_6	rpiR//
GO_0042398_6	bamA//epmA//ulaF//hisC//pabC//fimC//glsA2//frwC//hcaR//rbsD//yihW//mraY//htpX//dicB//selD//cas3//yejB//hisS//dcuB//narH//
GO_0042401_7	yqeG//fepA//oppD//nupG//yqeF//phnM//add//narQ//msrQ//flgJ//feaB//aspA//narH//fepD//
GO_0042402_7	nikA//gapA//yhjR//ynfL//ybaQ//asnA//pphA//speA//hypE//rne//dosP//phoB//yqiJ//
GO_0042413_6	yagU//gadC//torA//hemA//
GO_0042430_5	eno//accD//gltS//etk//wcaC//malI//fabD//dps//ebgR//aldB//
GO_0042435_6	mug//atpD//wzc//cpoB//ileS//mazF//zraS//pflB//ldrB//
GO_0042436_6	decR//
GO_0042439_5	uraA//
GO_0042440_3	rof//ydeO//adiA//yfjR//yciF//fliA//creC//sfmD//nrfB//pgsA//yahN//prkB//ygeA//allR//
GO_0042443_5	ybdZ//ybeQ//
GO_0042445_3	yihP//rarD//narU//rfaQ//ccmD//fadE//fabH//yceK//zapD//polA//appY//rpsL//lpxT//potI//
GO_0042446_4	ebgR//
GO_0042447_4	deoD//ydiQ//pdxH//prpD//rmf//dcp//chaA//pgrR//gcvR//fes//casB//ivy//ygfZ//
GO_0042450_7	queE//rhaT//fryB//serB//yadN//trkH//
GO_0042451_7	yihI//greA//dcuR//rpsI//ycdX//ygbL//
GO_0042453_8	chpB//
GO_0042454_7	ibaG//dcuD//garD//moeB//brnQ//asnS//serB//sdiA//glpF//ybeF//cobC//spoT//
GO_0042455_7	dctA//rpmA//alpA//yahD//higB//sdhA//gmhB//agaC//dhaL//araF//yebK//truA//yhaM//yggX//ldcC//leuD//rplQ//
GO_0042493_4	selU//gspJ//citG//lpp//dnaE//melA//nirB//setB//hyfA//agaD//sdiA//pabC//elfG//vsr//napB//nikC//clsB//tdcR//otsA//ftsI//soxR//xylB//ybhA//uacT//hflD//lpoB//rpmH//rhaA//fabA//mocA//cmtB//yciF//ymdB//hfq//murR//asnC//yadM//yciA//arcB//ppiA//yedA//intS//tamA//fadE//shiA//yfcV//sfmA//ftsK//afuC//
GO_0042537_5	purN//dusB//rseB//ypdF//cysB//dmsC//purB//emrE//menD//torZ//yejB//nhaB//yiaL//kduI//cyaY//wzyE//fdnI//dsdC//manZ//lipB//dnaC//lysS//
GO_0042538_6	ygbI//lacZ//
GO_0042542_5	ascF//nuoF//dgcF//hpt//hpt//lptD//mrdB//zur//mrcB//rplO//sdaC//exbD//bdm//agaC//gloB//bepA//ypdC//cspG//
GO_0042545_5	hxpB//
GO_0042546_4	murG//lsrC//xanP//mepA//ghoS//evgA//cytR//bcsA//fieF//garD//
GO_0042558_5	dcm//yihQ//hybE//mngA//abpA//ptsH//mog//melA//bamE//cysN//rstB//ilvH//ynhF//mepA//pyrF//lplA//glk//atpD//
GO_0042559_6	eutB//bcr//fucK//holC//hcaC//bfr//xylF//gapC//tauD//metQ//insA-2//yidE//ihfA//
GO_0042560_6	serA//hldE//
GO_0042592_4	gph//yraN//greA//ygiB//hpt//uraA//dacC//hofO//rho//deoR//mdtJ//cspG//yieE//yneL//trpD//feoB//ivbL//lsrR//yiiM//ydhK//cspA//hcp//zntR//cadC//fliS//nrdH//leuA//yafO//apt//ribA//alaA//rutG//mdtL//degP//yihU//tpx//cfa//ygfZ//recN//mdtP//hycA//ypdI//allC//fimE//chiP//dnaK//ccmD//sixA//uxaC//argF//cbeA//rsmD//entB//rcdA//cedA//psuT//dnaA//hybB//csdE//
GO_0042594_4	queG//citX//gloC//yoaB//yajD//hycH//rbfA//galM//rpsI//yeaG//yihV//kefG//ilvB//xapB//lysS//dgcT//fixC//yciG//rtcR//tpiA//fdoH//metQ//rusA//sspA//fepB//rssA//murC//frdA//tyrA//nanT//potC//entE//ygcW//yqjA//mscK//
GO_0042618_5	ftsL//
GO_0042619_6	mnmG//
GO_0042710_4	narP//arsC//dld//kdsA//nlpD//edd//kch//znuC//zinT//yfhH//panD//gltX//ygjK//tolA//zwf//ybjD//nuoI//ilvL//intZ//rplX//dctR//yedF//dkgA//afuC//fepA//fpr//ispA//hypA//dcp//yiaJ//yadM//pykA//mraZ//cra//yoaB//yojI//insK//rnpA//kefF//maeA//hscC//dcuA//wecC//araD//otsA//kdpC//yafN//viaA//ypdB//nagA//atoC//
GO_0042723_5	cheA//oppA//btuD//puuB//fimZ//upp//thrC//intS//cpxR//lpoA//cheA//epmA//
GO_0042724_6	clsB//ftsI//zinT//fadB//ais//rpnC//agaA//tolQ//elyC//lpxC//
GO_0042726_5	cyoE//rlmH//feoB//narQ//ilvI//envC//casE//ycbU//
GO_0042727_6	der//hrpA//nanE//ndk//ulaG//hisM//mgsA//puuE//
GO_0042732_6	arnA//shoB//tauB//yfcS//mog//
GO_0042737_5	pykA//fadJ//prfA//crp//tusD//yqcG//yfjR//yiaL//hybF//fdhF//rof//polB//ascG//rutC//potH//matP//dnaG//flgI//hicB//dinI//rpe//otsB//glmU//lpxH//dinB//cysK//panD//yadG//rarD//cca//zitB//yjhB//ssuC//pdeL//srlE//minE//thiG//yjcO//nrfE//tusB//hemA//sdaB//yjbG//srlE//pck//potC//yggD//yjhC//pgi//tolC//ubiH//ycbU//dctR//sseA//nemA//
GO_0042743_5	trmA//flhD//
GO_0042744_6	smpB//ymgA//
GO_0042759_7	yhaV//lapB//
GO_0042773_6	kilR//
GO_0042777_8	recQ//
GO_0042779_8	ydiO//
GO_0042780_10	symE//ycgV//cadA//
GO_0042816_5	dxr//dicB//bioA//ispU//atpB//hslJ//rdgB//bdm//trg//
GO_0042817_5	patA//
GO_0042819_6	rihB//mdtG//tolB//trmL//proX//chaA//dinB//lapB//tsgA//
GO_0042822_5	otsA//ygiB//mtn//yddG//yggT//ascF//satP//
GO_0042823_6	yobA//flgM//pdxA//ydjL//glcB//aer//araE//
GO_0042836_5	nagZ//asnS//fiu//truB//
GO_0042838_6	rpoD//yieK//kdgR//yjjB//
GO_0042839_7	ybfA//tehB//nuoM//yheT//adiA//yhhZ//
GO_0042840_7	yfaE//grcA//tatE//ldrD//yajQ//yaaY//
GO_0042843_7	rsgA//dcuA//
GO_0042844_7	bolA//
GO_0042846_8	recX//
GO_0042851_8	cecR//ycjU//alr//nlpA//
GO_0042852_9	icd//deoD//relA//
GO_0042853_9	fecC//
GO_0042866_8	dnaC//yidH//insI-1//cspA//marR//gph//etp//rng//entS//galU//fadR//sufS//eutR//tqsA//bipA//alsB//arsB//nagZ//
GO_0042867_8	speD//
GO_0042873_7	gpmM//csgB//dfp//surA//hicA//mepM//yiaB//
GO_0042882_10	cyoE//yciE//sgrR//
GO_0042883_7	melB//cadC//yidL//yjeH//mlaE//frdA//trmD//cspC//
GO_0042884_7	panZ//sufE//yjeI//srkA//purN//cusF//xisE//
GO_0042885_8	umuC//
GO_0042886_6	ybjI//yghW//bioH//yfiC//rpsJ//sufD//gltX//nagE//artP//rclA//acpS//holB//ycjP//acrB//rutF//proX//ybiA//yihQ//pykA//yqeG//nfo//maa//folD//pgaC//crfC//fepC//narZ//mltC//xseB//tmcA//hybE//ibpB//lacZ//gmhB//livG//yacG//tnaB//lit//higB//yidD//gatD//ccmF//mdtP//ccmH//dcm//iclR//cytR//mreD//frlA//gatY//murB//yiaF//csgB//dkgB//mmuM//napB//bcsA//mraZ//yedL//nudF//stpA//pepB//rpmC//gltK//treA//rdgC//folD//znuB//elbB//ygbI//fdx//yciA//folX//cmoA//nanC//tatA//rihB//yjiX//lldD//oppF//zntA//orn//cbl//ftsB//hslV//abpA//mcbA//rdgB//
GO_0042891_6	glgS//dadA//rrrQ//cheA//uxuB//ybjI//mazF//mgtL//yhaO//tag//codB//ybiI//tadA//paaJ//secF//tdcG//yghG//yfcA//sbmC//satP//yibH//ubiE//galR//gudX//fdhE//fcl//ddlA//dmsB//cysP//citE//gatC//yagI//
GO_0042906_8	btuB//yqgB//ydhK//pmbA//
GO_0042908_5	dusC//ydcM//xylA//purC//fumB//yihX//mepH//ghoS//acnB//epmB//ilvI//alkA//yahK//pgaA//ulaA//cysP//
GO_0042914_8	cysQ//xylE//
GO_0042918_6	glsA1//frdD//cyoC//betT//sstT//
GO_0042919_6	cspD//
GO_0042920_6	cpdB//
GO_0042928_7	eamA//
GO_0042930_7	puuP//glnA//envY//malP//guaC//arcA//moaD//rsgA//
GO_0042938_8	nrdR//luxS//lpxB//msrC//adiC//yegD//ycjQ//rlmN//cmtA//mntP//ynfE//sbcC//yjhG//lpp//bioB//
GO_0042939_8	yqaB//rpmB//flgB//atpB//dinI//yhbX//exbB//dedD//truD//ebgR//
GO_0042940_7	iscU//btuE//helD//hofQ//cyaA//
GO_0042941_8	speD//
GO_0042942_6	argG//fepB//
GO_0042953_6	pcm//uvrA//ihfA//
GO_0042956_8	ahr//osmF//hisQ//hofO//hcp//
GO_0042968_8	ligB//ynbB//potF//
GO_0042981_7	rnlA//
GO_0043038_5	atpA//ldcC//nusG//gntP//nagE//ymfK//pgaA//hcp//pabC//yciE//glgA//malX//uidR//allB//ampH//dacD//kefC//fabB//speA//ygaZ//iscU//malG//allB//malE//yhdX//aldA//
GO_0043039_6	priA//ydbD//betA//hsrA//ttdA//ihfB//prpB//tldD//ghoS//ratA//tgt//caiD//ybcL//nuoM//glcA//dfp//emrD//ppk//fhuC//rcsF//ndk//fdhF//curA//ydiZ//mltD//
GO_0043041_6	citX//
GO_0043043_6	xerD//yfhH//yraN//eno//glnS//ftsK//ompC//ssuB//ebgA//ribD//tilS//trpA//ynaI//iaaA//waaY//uspG//yaaU//dkgB//yoeB//ycfS//nuoE//mraY//pspF//insF-1//lipA//psuG//alkA//rrrD//borD//yjeI//cysH//murA//rtcB//rcsF//cysB//allR//birA//ugpE//mnmE//rtcR//deoD//hisH//fdnI//csgE//hyaA//yraK//yfeX//glpD//ispB//feoC//fumB//zraS//pagP//ugpC//ygiN//agaW//dgcF//thiM//pheM//sgcE//yaaU//
GO_0043067_6	nrdB//
GO_0043085_5	mrdA//yjhB//yihL//proS//gyrB//ydjE//dinD//bluR//torR//yiaF//feoB//rplT//xisE//yidP//casA//grpE//panZ//uidA//cusB//cobC//clpP//cydB//mlc//
GO_0043086_5	tdcF//etp//ybhG//hybG//livM//cusS//cadB//kdpE//panF//puuA//znuC//ccmF//mraZ//yfcF//soxS//kdpE//exbD//fre//ortT//ispU//sbcB//metK//paaE//rayT//yihP//dhaL//
GO_0043087_6	hcaT//modB//queC//norR//
GO_0043090_7	bssS//thiI//kefG//leuS//roxA//thiP//soxS//cmtB//zinT//ackA//
GO_0043093_3	ppiD//cysZ//cysE//rpoH//bhsA//aspA//yahI//mtlA//malX//nuoL//holA//ftsW//ybaM//nanR//surE//lsrR//nikA//
GO_0043094_4	comR//folD//ptrA//hcaF//wcaC//ftsE//lptG//glvB//bssS//bsmA//dps//lhr//rfaD//bamE//comR//fepC//hha//ypjD//yehX//ybhD//cmtA//uspE//
GO_0043096_6	agaD//argC//ybhP//
GO_0043097_6	yafO//metC//alsE//yfcU//
GO_0043099_7	agaW//
GO_0043100_6	brnQ//
GO_0043101_5	zur//citC//yphB//ykgM//
GO_0043102_5	yhjD//erpA//cas2//rdgB//
GO_0043103_7	yehC//
GO_0043111_7	rclA//
GO_0043137_6	rihC//clpA//
GO_0043150_8	folA//
GO_0043157_6	citT//
GO_0043164_6	rpmE//lysU//xylG//zapA//rpsM//tqsA//acpH//betI//
GO_0043165_6	oppA//hisQ//opgG//xapA//rnb//ogt//higA//arnF//zur//tqsA//
