#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ydeE//mreB//psuG//ygbI//
GO_0034641_4	gloA//mraY//frvR//rplA//puuA//mnmC//ygbL//bglA//xylG//hipA//tusA//aroC//sgcB//rpoS//paaE//speD//rseB//frdD//trpE//nsrR//bioP//djlC//viaA//ygjK//tktB//codA//minC//speB//yidE//dpiB//rpsQ//endA//acpH//atoS//yafN//yhaV//dcuB//gatB//ydjK//amiB//nadC//yjjI//ppx//sseA//fetB//rhoL//queG//chpS//zapC//lolB//tolB//matP//ybaT//nagK//pdeF//metQ//ascG//hisF//cyoE//gloB//allR//amiB//rne//btuR//lysU//yfjV//yeaG//mltD//gmhB//arsR//glnH//deoC//crl//cueR//trkA//gltP//dinB//yddM//gutQ//prlF//dinJ//fetA//narL//insI1//nepI//tsaC//sgbE//sdhE//abpA//recN//rzoR//tsr//malZ//alaC//nei//ybgQ//trkA//yjfF//uidC//dld//ycjU//yjjV//yodD//mdtD//nfi//mltC//dinG//ygjR//ybbY//gatD//rcdA//pgi//bisC//yhdH//ftsW//ybjL//aldB//tufB//brnQ//upp//rnhB//cdd//cspG//chpB//mlc//tdcA//cynT//gsiB//ydfH//wcaJ//putA//trpL//ybaL//hxpA//ftnA//potF//xapA//glcC//rplY//ydaC//chbA//leuE//hcaB//rutD//ybaT//mutT//nadA//mdtL//atoC//pnuC//allB//uspG//yohC//ftsH//menF//pheT//ispH//lolB//flhA//yeiG//narQ//sgbH//xanQ//rppH//rsmE//fepE//rssA//yidE//glgB//etp//norW//ygbL//mdtD//narV//betB//ihfA//yhcN//carB//nfsB//miaA//nupC//ydfK//glpK//cynX//ykgF//ydhC//yieF//mglC//adiA//basR//hldE//nadB//rlmD//iraP//eptC//ruvA//dsdX//rimI//sgcE//bluR//cdaR//entE//sxy//ygbI//cpsB//ygfI//secB//gspE//xerD//coaD//hemE//ybbW//yhbQ//hns//cpoB//glxR//paaF//serB//waaF//deoC//sohB//yjjV//intF//ydjK//waaJ//clcA//stpA//glyA//gcvA//tadA//insI3//purR//ahr//paaH//glcC//ftsL//flhA//hemD//glpK//ybfA//cra//nmpC//dgcQ//narZ//xerC//paaK//helD//folC//yaaU//mipA//phnN//yacG//fbaA//folM//mqsR//hdeB//pheS//bluR//gshB//rimM//fryC//fadI//ppiC//trmL//dgcJ//curA//panZ//ugpC//csrA//dgcE//yhjB//chpS//oppB//gntT//yedX//malK//hicA//melR//elfG//yciT//aqpZ//rstB//mnmG//frdC//maoP//ydiB//exbB//minD//soxR//pdxK//galE//dmsB//ldcA//yqcC//yhjA//hyfA//symE//sdhB//ypdF//queE//gabP//cutC//napA//prmB//ascB//sufB//yfcR//alpA//cysA//dgcQ//skp//ppsR//pgk//lon//ynhG//eptB//mdtM//fecC//agaD//mntS//puuC//yiiM//sgcE//yfdG//yjhG//metL//ldtC//ispG//torD//artM//tag//mqsR//epmC//xisE//alsK//rbsD//yddL//dosP//ypdB//glpC//skp//fliZ//alsC//rplI//rlmJ//sbcC//dbpA//ycjD//alsB//msrB//bipA//fdhF//lptD//mltA//orn//ydcS//rdgC//insI-2//hisG//rsfS//dgt//dhaM//bamB//pck//yfhH//cydC//katG//ulaD//yggF//selA//tolC//ssuD//ldtA//osmE//glpK//clcB//ybhP//yjjW//arfB//glsB//rclR//waaJ//vsr//rpsJ//xylF//recQ//dhaM//ydfD//bioB//glnL//pdxB//narQ//cysK//yidP//mdtE//insK//bioP//umpH//arnD//cspE//pinR//tdcB//uxaB//msbA//helD//pgrR//hyfR//frmR//ade//sucA//ydiR//dcp//yoaB//lipA//sspA//hisG//rluC//ynfH//nlpI//greA//lapA//ilvI//ahr//apaH//yedA//yidZ//pyrE//hicA//trxA//bglJ//manY//bcp//yajQ//gntT//radD//afuC//relB//cheZ//yagJ//hypT//elfD//mepM//arsC//potD//secA//ubiF//yqjA//nagE//pepN//ykgA//argK//pinQ//uspC//tdcA//ftnA//emrE//ibsC//elfG//allS//ibsC//yihS//ispG//bdcR//flhE//lpxD//dapA//csrD//ptrA//glpD//yihU//yhhY//rhlB//mnmA//ygbI//cyoE//cmtB//rsmI//setB//envY//galT//barA//recX//asnB//gcvA//pstS//sbp//csgG//yjfF//btuF//hflX//fhuF//ilvM//yjhB//queE//nanT//phnN//yneL//rnlA//fis//kduI//trg//yhhY//yeeJ//oppD//gstA//pdeH//potH//ynjA//narH//panZ//dhaK//valS//cusA//mtlR//galF//cutA//rplI//gatY//eutN//ybdN//narW//trpC//mdtD//yhfK//yihW//mdtC//ymjB//yihV//citC//intE//ykgO//ansB//tauB//yodD//mglC//alsK//puuA//yfdC//ydcO//tusE//uvrD//recF//aroB//fabI//treB//ykgO//gcl//mcrB//nepI//rpmC//yciT//adiY//hisI//murE//yohC//hsrA//uvrC//yeeJ//trmL//iscS//yihO//xapA//yieL//gshB//ynfF//mltF//cmk//rmf//rsfS//fabZ//yhgH//ybfA//arnT//setA//cusS//rrrQ//setB//dosP//yhaO//gdhA//ttdR//slmA//ribD//rpmC//dauA//yddM//ynaI//yibA//yehC//waaO//frsA//citG//rlpA//tktA//tdcR//sthA//thyA//elyC//cheR//ada//dgcT//rpmJ//pepD//gshA//rfaF//ybaK//lsrG//aer//ydfG//yieK//dadA//cheB//mrdB//cysE//sdhA//rseP//ugpB//iraD//lysO//mraY//yiaO//atoC//dpiA//cutC//glgX//cecR//yciH//alaC//thrC//mepS//basS//argT//mrr//tnaB//bamB//yqgF//uidA//slmA//gcd//yhhT//malI//ycjY//cof//nagA//galP//fucA//katE//bluF//serA//sfmH//rimK//cpdA//fadD//tesB//yhjC//thiQ//chbA//treB//cusS//ilvI//narJ//yjfP//yihX//mug//potD//yhfK//yahB//fryC//rffT//ybdN//lysA//acrF//patA//fryA//fdx//prpB//ytfQ//ftsY//wcaJ//fau//malG//ydbD//alsC//mprA//mrdB//rpsK//pgaB//wecA//nrfB//phr//fieF//yjbG//rlmH//malQ//livM//argO//cecR//ampE//ybhA//mhpC//moeB//galK//melB//shoB//eamA//rplJ//caiF//gsiC//pheS//hypC//pheS//fimC//smpB//malE//yhcD//cfa//rplT//rsmH//ppiA//sfsB//fucP//tusB//paaH//ubiF//sgcX//prlC//yfcA//thiH//frvR//psuT//ddpA//fabI//tsgA//cpsB//queC//prs//rutE//galP//elyC//fepD//rlmE//rcsC//gltL//znuB//cspG//rplN//fieF//tamB//ydeO//truB//trmD//hpf//yphF//sodA//dcuC//ratA//opgE//csgG//umpH//ccmA//yjeI//trpA//pgpB//yfcF//waaH//gluQ//hemG//yjjG//kilR//xseA//symE//manZ//yraR//yeaE//ulaD//ptsP//topAI//potC//tyrB//mdh//bhsA//miaA//yfgJ//deoA//rimO//azoR//ghxQ//ynhF//asnB//ybcF//asnA//ldrB//rusA//hokE//yfaX//glcB//trpS//fixB//dgcM//rpsO//bluR//araD//cvpA//amiD//nirB//yddM//npr//crfC//pheA//mngB//gatY//rpoA//psd//rmuC//yeiE//
GO_0034644_7	gmhB//arfB//
GO_0034645_5	yihV//fucI//idi//cheB//potI//ybiH//ybiI//frwD//cdsA//napC//rluB//exoX//fliL//yggE//sufD//xdhB//ybiW//hchA//puuC//ydiV//accC//leuE//frlA//bssR//nepI//queA//glmM//yfaX//narJ//ygaH//ariR//ymdB//opgH//panE//ompL//leuO//ydeE//yjiX//proC//moeA//fre//ycjU//alsA//pabB//fabZ//yehZ//rpsT//yedL//pgpA//glxR//yfaV//ybdG//gsiC//rseP//pdeK//ygfZ//dapB//malY//fepE//ycbV//mltF//trpGD//yhaC//moaE//ygbM//hha//afuB//iraP//aas//cptB//ycjP//chbG//malZ//wecA//uxuA//flgA//pgm//rplE//dcm//rpmH//ravA//yebS//gabD//rsgA//yebG//tag//paaK//degS//waaC//envC//ynfL//yccX//aldB//dtpB//pncB//pinE//fliD//yfdC//pntA//atpB//rlpA//yafN//rpoS//lptG//rssB//napA//apt//tehA//xylB//tpiA//kefC//ybiW//dnaC//ytfT//yaiP//coaE//yadN//pepD//hflK//uspB//mhpC//mppA//dinI//gapA//nuoI//fkpB//soxR//osmF//ybaT//emrD//rlmD//hyi//yqeA//mzrA//lptA//entF//eptC//dgcT//rbbA//dsdC//zapA//endA//grxD//dcyD//mltG//mpaA//ruvA//recD//yejF//fimD//yafQ//tolA//spy//rihC//asd//mdaB//ybjN//atpF//paaF//arsC//ydcT//ydeT//ybbW//ycjU//mobA//tehA//uvrB//yhaV//tktB//ycjW//dacA//hcaD//frlA//opgC//actP//gadA//yibH//bioD//hemA//folM//uhpB//ascF//ybcJ//mutS//folA//ettA//yaiW//ydbK//fhuC//yhhT//ttdA//phr//yehA//rpsB//tatE//narQ//panC//cspD//mgsA//lgoD//yehU//tesB//mcrA//sbcC//fimZ//ydiF//yojI//selU//yqaB//speC//torY//thyA//cynS//paaE//ilvD//rclR//mug//ampE//chbC//dhaM//cpsG//ispA//hypF//wbbK//fabI//uhpA//glrR//rhtB//yqiH//insK//msrP//hfq//yadN//wza//narJ//sdiA//hyaA//add//dnaA//fimA//lptG//argA//ribA//miaB//panC//yddL//cheW//yciK//cspC//frwD//mdtB//tatD//metN//rplJ//glnL//melA//putP//rnb//pyrB//glnS//ytfT//bamC//yqeF//hypA//ugpC//yejB//cmoM//ymgA//bcr//yfcR//yjcS//nuoN//ydjE//ampG//potE//ndk//caiE//melA//yggW//puuC//scpB//fixA//pinR//oxc//frwD//wecB//mdtC//grcA//nikR//ivy//yjhG//fliK//rpmH//ybcF//lit//dicB//hemF//dfp//miaB//thrC//panD//surE//ybjX//yfcP//
GO_0034654_5	ruvC//fadL//panD//lsrC//apaH//yfhH//rpsH//alsB//fabI//yhaM//citG//cynS//trmB//rpmG//tesB//btuD//mutL//plsX//ebgA//yjbG//exuT//cusB//yoeB//qseB//add//gnd//artJ//oppB//glsB//fadK//rplN//yccS//sufS//trxA//hscB//ydfG//holC//nudF//glyA//argA//pliG//lpxL//fetA//tyrS//yajR//hycA//thiP//iraD//pgpB//rcnA//fabI//ghoS//zntA//rlmN//qseC//hflK//bamE//ihfB//rusA//spoT//xseA//yggP//lolB//ydhQ//bioC//recB//gntK//lpxC//intZ//tauC//lptC//ybaO//mtnN//dicB//nrfE//plsX//ttdT//hipB//ydjL//xerC//ilvB//lsrG//sbcB//hinT//wecA//araC//murQ//nrfE//ygeV//melB//cpdA//dacB//arcA//sbcC//glgB//argO//gltS//nikR//ppx//fnr//ascG//treR//yihO//rpnB//bdm//ushA//pspF//yidQ//fepG//citG//tatE//macA//csdE//patZ//ccmG//hha//mhpD//pntB//purC//relE//potF//sppA//yghB//gutQ//rhaT//yjbH//fhuD//rplN//nuoI//yidL//insI1//ygiN//nac//tmcA//wzyE//moaB//ybdH//ibsA//yegD//gudD//aes//actP//ecpR//yjiA//ppsR//recR//ygbI//dgcN//cheZ//sapF//btuC//flgE//gstA//mtn//mhpR//ssuA//secB//nupG//metI//ompA//trmL//cobS//dtpD//gatC//hslV//yhgF//fes//tolA//ddpA//hofO//gntT//bluF//soxS//fau//tap//cdaR//pgsA//malS//prfA//ompR//tsaD//ispG//menC//metI//rplX//oppF//fliK//higB//ymgA//mdlA//eamA//mlaE//fabB//hisB//fic//spoT//hypF//yebC//plsX//mtn//potB//ruvA//yafC//yfcS//yhjC//nanA//citG//eamA//cysK//tatC//yjiR//ybiO//ribD//glpD//fimA//csiD//yihL//yehZ//moaD//lrhA//btuE//deaD//kdsB//waaC//melR//srlA//manZ//rlmL//tdcG//nepI//sgcC//yhgF//kbp//yfcU//maeA//fucK//pgm//rclA//pntB//epd//alsE//ycjD//amiC//rho//hisH//aceF//ygfZ//dcd//acrE//nrdD//idi//insB-2//sfmA//mraZ//lyxK//bisC//yqjH//lpcA//fimI//
GO_0034655_5	dnaJ//ygbN//hrsA//tolR//yccA//uidA//yciA//metH//parE//phnH//fucK//creC//malX//ybaT//fruB//pabA//osmE//tar//tmcA//proS//lptF//allR//speB//yfdS//acrB//nfi//fimE//mdfA//aroH//fur//wbbK//waaQ//ubiX//lepA//nupG//priB//dgt//sgcC//xylA//ivbL//rsmB//nanT//lysS//argF//ompG//hypE//pykF//fmt//entS//cydC//potC//pphA//idnD//rfbC//metH//rhoL//tmk//argI//ghxP//alsC//prmB//bamE//ydcI//ugpA//yheT//dapF//uvrY//yfcG//bfr//ybaM//yfhH//zur//ilvB//
GO_0034656_5	aaeA//hemE//mhpR//crr//yehP//pgaD//mipA//gntP//rlmE//glnD//ttcA//ybdZ//aroB//
GO_0034660_7	symE//malG//fiu//gmk//glcA//queF//cysG//dpiA//cutA//hokB//pfkB//ilvC//envZ//eco//waaH//nemA//citT//rpsK//atpH//rlmL//otsB//yafQ//emrD//corA//glgB//yggE//bglA//mngA//mreD//ssuA//hns//gntT//yggD//insI1//idnD//yhbQ//lsrR//gltK//moaD//yggE//prlC//bdcR//rpnB//lysU//ibpB//oppA//torR//rbsC//ahpC//nusA//rplC//lysP//ppsA//rlmB//bamB//yieE//rpmH//malZ//nupG//yeeY//nsrR//ybaK//tsaE//satP//narL//holD//glgC//ndk//fixC//dgcJ//relE//endA//yjfP//elaB//sdhC//chbA//ribC//mepA//trg//prpC//yggX//symE//wbbK//thiP//ebgR//rbsC//ettA//yjhC//dsdX//araE//sthA//crcB//cobC//fecB//ftsQ//yfcU//argG//crcB//waaL//nrfC//dauA//aroG//ybgP//yidL//malG//sutR//phoE//hofC//tadA//rsmI//nudG//mhpB//dicB//uxaC//hemE//rutE//nagB//rbsR//tatA//cpdA//ccmG//speG//
GO_0034661_7	ndh//narW//hsrA//polB//
GO_0034755_9	mdtD//lsrK//speG//ydiO//
GO_0034762_6	ydfK//rhoL//baeS//fixA//frmR//rpnA//ybdZ//waaO//
GO_0034763_6	aroL//chbC//
GO_0034764_6	xapR//nadE//
GO_0034765_7	mcrB//mgrB//tolC//lldP//pepA//oxyR//flhC//
GO_0034766_7	mhpT//
GO_0034767_7	lysO//cynT//
GO_0034775_7	dsbC//rplP//puuD//melA//fadR//
GO_0034983_9	rpsR//yegD//
GO_0035235_6	amiA//lpcA//ascG//yieF//
GO_0035303_8	dtd//frlA//ybdM//ygeW//bglJ//
GO_0035304_8	ydiQ//
GO_0035306_9	trpB//
GO_0035307_9	rfaQ//
GO_0035335_8	priB//tmk//nagK//
GO_0035344_8	nikA//modA//
GO_0035350_6	hofC//
GO_0035383_4	yjhH//ygiB//rpsM//fryB//pheM//pepN//metH//yfiE//
GO_0035384_5	mscK//frvA//
GO_0035429_8	gltD//cbrC//ydgA//dhaK//cysM//hycH//
GO_0035433_7	acs//ygjK//
GO_0035434_9	ybeY//secM//fimD//yraI//emrK//
GO_0035435_9	gppA//ygbL//mreD//aroG//hyaC//yiaU//eptC//puuC//rsmB//
GO_0035442_7	moeA//cheZ//pyrL//nikB//prfB//pgpC//mdtC//hisI//pepB//yfiF//hupB//
GO_0035443_7	dtd//mdlA//ftnA//torS//aphA//otsA//hcaB//asnC//
GO_0035444_9	fdx//metL//pgaB//yaiV//nudG//cutC//yejB//
GO_0035461_6	flhE//ampD//rnhB//mlaB//hicB//iscS//lepA//flgE//rcsF//fliL//
GO_0035510_7	lpxD//rpsT//thrL//nuoG//glpC//
GO_0035511_5	cbpM//
GO_0035513_5	nrfE//
GO_0035524_8	yjjG//
GO_0035552_6	yqcG//
GO_0035553_6	mliC//
GO_0035556_4	yafQ//ulaE//ybeY//mhpA//yfcS//rfbC//suhB//yqjA//pldB//glk//add//yjjU//fliS//nrfF//baeS//oppD//bamB//yhjV//nadK//yehX//cysS//rffH//lon//mepH//chbA//uvrY//fadA//fepD//rhlB//ybbW//fadB//rhtC//hipB//hsdR//dmsC//lysU//ybgQ//aroK//trpE//phnL//ssb//ycjY//fucP//rnr//fadR//mlaC//
GO_0035600_8	insI4//
GO_0035601_7	yiiM//yhjA//macA//
GO_0035672_6	ubiJ//dctR//umpG//cusA//ogrK//yiiD//arcA//yciH//malF//chaA//ibsA//fabH//orn//tcyN//pspD//dppD//kbaZ//eutB//rutG//ccmC//
GO_0035690_5	map//fdoH//rlpA//smpB//plaP//pgl//psd//csdA//gltX//hsrA//ynhG//
GO_0035725_9	ribA//ulaA//hflC//rpsD//rfbX//mhpT//tdh//
GO_0035784_9	fklB//
GO_0035821_4	insI-1//mscK//rho//ratA//sufD//
GO_0035864_6	yahD//
GO_0035873_8	ygiV//sgrR//
GO_0035890_5	hyaA//yfaU//msrC//mntR//
GO_0035891_6	ybeQ//fsr//ydiO//uhpT//
GO_0035966_4	borD//kefF//ytfE//ftsB//feoB//ydeT//ydfK//
GO_0035967_5	bdcA//ybdN//livH//recG//nuoG//
GO_0035999_5	fliM//betB//dnaG//dxs//
GO_0036001_7	ybjC//
GO_0036046_8	tus//
GO_0036047_9	ubiH//
GO_0036048_8	yoeB//
GO_0036049_9	xdhB//
GO_0036088_6	fre//
GO_0036103_6	yiaN//paoC//
GO_0036104_6	dctR//yciH//
GO_0036172_6	wcaC//
GO_0036211_5	mtfA//cutC//ubiC//surA//ydjM//yihS//nanT//rplO//yobF//pgaA//gapA//gltK//fecA//ttcA//rplJ//ispB//metB//mprA//ftnB//malE//pdxA//relA//argS//yrbG//yegS//rcnR//ldtB//prkB//paaC//ygiV//hyaC//bssR//vsr//sfmD//galE//ubiD//yejE//citG//appC//flhC//cpdB//nuoF//yahI//phr//pstB//yidH//dauA//ileS//ypjD//citE//truD//sbcB//yahD//topB//insI-1//yobA//rbsK//dsbG//dgcM//hcaF//smpB//maeA//rfaG//rlmB//hisD//pspF//kup//lsrC//rfaD//astB//ymjB//gsiB//eutA//aes//leuO//yihR//adhP//ybfE//yigL//yceD//arnT//ubiB//ibpA//tauB//ybeF//hflK//hcaR//yhcN//yghG//yidL//yhdX//nudC//frlB//torI//livK//nagZ//bsmA//argK//yihO//ykgA//pitA//yciF//potH//rlmF//argT//cirA//yfbU//nrdF//mdlA//xerD//setA//yjhC//ydhJ//polA//thiQ//radD//lacI//mak//umuC//ybcQ//allC//yeaE//gntU//sgcR//phnH//hrsA//dtpC//pspF//yjiR//bcsA//hlyE//eno//kdsC//nrfC//insF-1//fabA//cmk//tsaB//cusR//dcm//nemA//nagA//
GO_0036214_3	cadC//
GO_0036265_6	glyA//waaA//nadC//dam//
GO_0036289_9	udp//aroL//
GO_0036293_5	argS//essD//lplA//
GO_0036294_6	ubiJ//cyaY//rpnD//
GO_0036388_7	mdtG//
GO_0036447_5	rcsB//ybiY//aspA//
GO_0036448_6	cas2//wecC//hisQ//
GO_0036460_5	selA//ccmE//rtcR//pyrH//napB//rpmG//
GO_0036506_5	mltF//
GO_0036525_7	selB//
GO_0038083_9	mazG//frvB//ygcR//phnN//yigL//
GO_0039633_6	pheP//atpH//aaeA//cspE//
GO_0040008_4	clcB//truA//lptB//leuO//yehY//ppiA//acnB//yraH//cyaY//sgbH//
GO_0040012_4	cpxR//gutM//glcF//rimO//ynbC//znuC//rfaE//gcd//hybC//queA//solA//ftsN//azoR//rhlB//
GO_0040013_5	prpD//mhpD//csgE//ldrB//thrA//trpB//fruK//
GO_0040033_9	opgD//
GO_0042026_4	mscL//barA//rlmF//groL//pgaA//hisC//ybiO//yhaO//aaeR//
GO_0042040_7	leuS//
GO_0042044_5	selD//
GO_0042126_5	adiC//ybcF//exbB//yiiM//
GO_0042128_5	frlB//yafN//
GO_0042133_4	nuoM//malS//grcA//phnJ//epd//ssuD//xylH//infB//nlpE//flhA//adk//narJ//rpsN//iap//pmbA//ydiK//
GO_0042135_5	yhdX//rbfA//aldA//pykF//bluR//ycbV//hycA//brnQ//rzpD//yajQ//yrdA//ygdG//cbrA//
GO_0042136_5	atpH//tusC//
GO_0042150_7	ybjI//rpoE//sgbE//
GO_0042157_5	dgcF//epmA//rfaH//ampE//
GO_0042158_6	rcsC//pspA//hipA//
GO_0042168_4	polB//gloA//secE//ccmH//araG//trmJ//sapB//ilvI//glnH//
GO_0042176_6	cutA//ybiI//gluQ//endA//
GO_0042177_7	yhjD//poxB//valS//
GO_0042178_5	ldtA//recG//fadL//ygeW//ahpC//frsA//ybcC//ndk//slyA//fetB//fixB//alsA//allS//asr//shoB//uup//aroP//nrdD//manA//
GO_0042180_4	truC//lsrG//mdtM//pbpG//iraP//flgE//rhaR//yhiM//yagI//hofP//metI//yihT//mhpB//clpX//yfcA//decR//ykgF//bglJ//yhjG//ymgC//hofP//zraR//ycjQ//pckA//katG//fdoI//rhaR//ileS//yegV//rpsQ//yddA//mhpA//nuoM//mdtQ//ygeV//rpsP//yaiV//ydaV//blr//hyfA//ttcA//cspA//ycjU//mntH//speC//mngR//ade//ydiR//mrcB//mrr//rplA//grpE//diaA//yfcA//mngB//lsrC//yrbG//sbcB//sdhC//
GO_0042181_5	tolQ//ubiC//glcB//kgtP//sapA//argG//uof//feoB//waaH//lptA//fepD//mdtQ//ftsW//dps//ldtD//frdD//prpD//ynbC//queG//ftsB//cmoM//yaiV//mscM//tdk//
GO_0042182_5	btuD//rihC//ygeV//adeP//aaeR//yphF//prc//priA//tufB//fimF//adiA//glsA//nrfG//murB//hokB//argK//cytR//hyaC//ribF//flgI//ydjK//cpoB//nagC//ftsL//hyfC//rlmC//htpG//tcyL//rcnA//
GO_0042219_6	fimZ//radD//nuoL//nirB//flhE//
GO_0042221_3	mdtO//dtpB//ybjL//patZ//ampH//yggX//lhr//yqjA//avtA//gnsB//phoR//melA//tldD//mrdA//hscC//nfi//mdh//gsiC//ispB//elfC//sthA//hprS//macA//pabB//cra//rcnR//lysP//btuC//rrrD//yehA//potF//paaF//bioD//adeD//alaC//oppB//pyrE//glgC//argP//tdcB//arnD//yqiH//yjbB//apt//csrD//glsA//ugpB//hyaB//ybdR//srlD//fumB//mltB//rimK//waaO//yebG//ftsP//wzc//sapA//ygfZ//hcaR//aroB//miaA//alkB//lsrD//ybjN//bioD1//uidR//rutD//glpA//macA//yhdJ//ybjD//ypdC//mocA//rihC//xerC//appC//prfB//flgK//hybD//abpA//rbn//garR//pspD//ybdG//mutL//paaC//ushA//yciF//rpmG//hypA//yihO//ynfH//folP//nupX//bamB//tolB//cysS//ackA//ydiQ//secM//ravA//ugd//dapB//ybhP//entA//dcm//rplX//tyrS//proX//srmB//nrfB//dps//dhaL//cvrA//torC//nikC//ulaF//entE//bacA//yqiI//preA//mscS//rfaE//dinB//csgB//rnpA//cpdB//rng//accA//ibpA//cspI//dusC//umpH//hybF//glpA//crr//umpH//thiC//yqeA//rayT//yiaM//hyfC//nanS//nusG//ytfT//yafO//stpA//pgrR//yhaO//betA//fdhD//cysI//pepA//rfbX//gadW//amiC//thiL//hrpA//lapA//erfK//hofM//rpmH//pitB//spy//waaA//thrB//pgpB//ftsE//lpxC//ybiI//rpsD//rapA//narK//hofO//pstC//cirA//wcaB//mngA//uidA//epd//tsf//ldcC//recC//argD//gntP//recD//sfmD//cheW//narY//ynfF//yhdW//mdh//sfmF//pfkB//entD//srlD//qorA//yibA//yejB//rrrQ//pdeL//lpxB//amiA//phoU//torI//pdxY//aceA//gpsA//rbn//gabD//yjiR//bluF//degQ//gcl//srlE//mcbR//hsdM//sucD//ddpA//bglH//mtnN//ybjD//bhsA//hcaR//ycjP//ghxQ//ypdA//adeQ//ybeF//dmlA//rutC//deoC//hslU//glcA//
GO_0042245_7	arnD//metR//pphA//
GO_0042254_5	fryC//waaZ//ygbM//rpmH//rhtC//kdpD//chbR//
GO_0042255_6	yhdW//ydeE//
GO_0042274_5	rplY//yrbG//parC//livF//
GO_0042278_6	dsdC//phnP//ybaQ//diaA//gsiB//purA//rffT//srlA//mfd//ygbI//ycdX//trkG//bioD1//mscS//phnO//pstB//glcB//argR//
GO_0042304_7	nlpI//lpxM//fimF//
GO_0042325_8	phr//rpsE//
GO_0042327_9	ascF//
GO_0042330_3	evgS//zapA//dgoK//yiiD//degP//rutG//cpxA//accA//yccX//hupA//gppA//ybaT//hsdR//hflD//asnA//tauB//
GO_0042350_6	zraS//
GO_0042351_7	atpG//
GO_0042354_7	sixA//narP//yhjG//sufD//mdtA//tsaD//
GO_0042355_8	yfcU//cysG//metR//rstB//flgM//aceB//
GO_0042357_5	rzpD//mepM//
GO_0042362_6	afuB//
GO_0042364_6	yfcV//nrfC//fadE//aas//malX//kgtP//ybcQ//hokE//ddpA//gyrA//hrsA//gloA//yggX//thrA//ldtE//avtA//yedL//ascF//rlmD//recT//rutA//oppF//eamB//ccmH//kdpB//aldA//dppC//lptF//agaS//cysG//thiD//nagD//pgaD//kdsC//yehU//rhoL//ispG//ygcO//ycgB//fdnG//gcl//hns//ycjW//ydcP//mgtL//hybC//cusB//fdoI//ycfS//yhfS//rhaA//ushA//yghW//nagA//panC//hemN//
GO_0042365_6	ttdB//flhC//hcaT//btuE//
GO_0042371_7	argB//
GO_0042373_6	ybaQ//
GO_0042398_6	yihQ//yehD//pdxJ//ftsW//btuD//cheY//tdcA//mlaE//sdaA//phnM//plaP//mhpA//rimI//tolQ//narH//aer//rfaE//ynbB//tusE//ydiR//
GO_0042401_7	yjcE//ackA//sulA//cheY//arcC//tag//fumB//qseC//dsbD//hypB//mgrB//ygaH//rarA//guaA//
GO_0042402_7	fimE//thrA//rayT//pnuC//insI-1//gldA//guaC//zapE//mtfA//artQ//mzrA//ppc//yfgI//
GO_0042413_6	zapB//dusB//ybgQ//fabA//
GO_0042430_5	ihfA//dicA//fabI//uvrB//ybjI//yciG//atoC//fruK//etk//ibaG//
GO_0042435_6	mog//crl//phnO//yneL//glpG//kdsB//fcl//satP//yebZ//
GO_0042436_6	rpsE//
GO_0042439_5	fimD//
GO_0042440_3	fau//yegV//abgB//ebgA//sutR//gntK//nemA//tyrS//ssuA//lpxM//ugd//ecpR//yihR//mepH//
GO_0042443_5	recE//pyrD//
GO_0042445_3	fumB//rcsD//yfcQ//mtn//thiH//lon//argF//aslB//yohD//yfbS//asmA//fadH//lasT//araF//
GO_0042446_4	insB-2//
GO_0042447_4	dtpC//mlaE//ompA//gmd//arcB//mepS//cmoB//nac//phnL//fadK//sdhA//ybiT//atpC//
GO_0042450_7	folC//uspF//arnT//clpP//ftnA//fdx//
GO_0042451_7	tmcA//creB//truB//metK//dnaG//ilvN//
GO_0042453_8	gppA//
GO_0042454_7	nrdF//degS//osmY//guaC//ygiS//ydcR//mgtL//cynT//yggT//casB//ydaV//priA//
GO_0042455_7	nmpC//gltI//bsmA//ynfH//yihL//intA//yijO//rihB//fliD//rpsI//ftsL//nrdI//cysM//ybhA//basR//yjjB//argD//
GO_0042493_4	relB//moaB//arsC//yjjU//chbC//gmd//fimD//lptD//tamA//pbpC//proQ//sdhC//alr//livM//rlmB//gapA//argS//alsC//paoC//ydiB//waaF//gor//ssuA//ybaL//glyS//trkG//yidH//sucC//gcvA//oppD//mazG//raiA//elbB//rsmF//metF//nuoN//metE//csgE//yafS//yidC//nuoL//paaJ//srlE//sapC//ydjM//lgoR//ilvB//gsiB//mdtP//
GO_0042537_5	rsmJ//uxaB//malG//wzyE//prpR//pgi//dmsA//bioD2//yafO//fhuF//nlpI//ybgP//solA//cysC//srlA//abgR//agaA//srmB//rutD//glpF//gloA//srlD//
GO_0042538_6	thiH//entE//
GO_0042542_5	yidA//cheW//paaK//rseC//ybhJ//yphD//ubiG//dgoR//fabD//hsdM//ibsE//zwf//gadX//psuG//gspI//xylG//rbsD//pagP//
GO_0042545_5	aldA//
GO_0042546_4	ycbV//rlmH//dbpA//rsuA//bisC//fimZ//phoU//dfp//pspC//bluR//
GO_0042558_5	envZ//mdtN//insK//chbA//glcB//yfbS//ltaE//hxpB//nuoE//motA//trmL//fhuF//kbaY//ccmF//gluQ//glk//rfaG//rutC//
