#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	alpA//intS//gltB//prfB//
GO_0043170_4	flgB//aspC//ybiJ//btuD//eutB//napA//fabR//yciH//yphB//gor//higA//yoeE//argK//btuR//dsdC//ydfG//yoeB//tufA//cutA//ydcR//rsmB//bcsQ//frvA//gpt//leuD//kefB//ydcI//xanQ//arcC//rutR//oxyR//ybhJ//yejF//trpD//rpsB//zitB//yraJ//yehT//cheY//paaF//narQ//yjjI//hybF//mhpC//fimH//pinR//shiA//tolR//yqeF//murJ//glxR//fcl//uxaB//yciT//oppD//basR//yjjW//thrA//ynfK//cas1//puuR//acs//metR//sfsA//yraH//tyrB//glgC//rlmC//lrp//rppH//ligA//eutK//napD//btuD//pheP//aroG//hisF//artM//ghoS//lplT//nrdA//yhjG//srlB//tyrA//hdeB//rbsB//ybhF//yccS//cbrA//adeD//hns//ilvE//deoB//ykfI//barA//ytfR//ftsL//tktA//ydiR//envZ//putP//nudG//atoS//tcyL//pdxA//uraA//dkgB//yihW//ygaH//nupG//murR//znuC//arcB//zraR//yafS//rnr//frc//glcF//cho//sdaA//caiT//yajQ//agaS//hybG//yceO//gpt//ompA//sad//tdh//fepG//csgE//aphA//nrdI//mdtK//hslO//elaD//dgcQ//idnK//mipA//leuC//waaS//sutR//hyfF//hicA//stpA//flgJ//glnD//cysZ//talB//malP//flhE//csgA//pykF//rapZ//yjbE//lgoR//ybdZ//hypE//menF//ldcC//hemG//yggE//murC//gsiA//entD//cspD//intF//trpS//potC//mgsA//insB-4//yiaN//ymgC//hlyE//glk//waaP//metC//dapD//potE//xapB//ugpA//cmtA//ybhG//ygjH//xseB//hupA//gpr//yehY//dam//eutK//lptD//btuE//napF//ydhC//paaB//narQ//ybcM//pncB//frlR//nadC//flgK//ygbM//yciF//sanA//yaiW//fepA//nrdD//btuF//ybhI//cptB//alsK//idnT//pspD//yagJ//pdxB//amiD//pncB//ahpC//rzpR//iraM//sdhC//mutY//adeP//rcsF//prmA//sgcX//ltaE//xylR//kbaZ//rpsM//queF//livK//yraI//livM//fliA//mutH//rmf//allC//ydeP//yoaA//fepD//yihT//fadB//fliK//ybcC//sgcA//pldB//rpsI//rhlE//yajD//topAI//yjgX//yfjR//metG//yebG//dgcN//acpP//proP//rpmG//pgpA//dctA//mdtM//copA//eutR//ydeO//rplN//rseB//zntA//frr//gspJ//ydhQ//mutH//yqaA//proV//tamB//rpsO//dapA//glk//ygeV//yiaU//paaF//mdtD//pgsA//pgpB//prmA//ribE//miaA//casD//yobF//yfiF//ispF//fklB//adiA//insI3//yagU//def//psd//trg//fruK//hflC//rbsA//plsC//xisR//cobU//gadX//argR//ttdR//casD//mug//dnaK//feaB//rplE//ptsG//agaR//puuR//tldD//prmA//ydgA//lpd//malX//sutR//mtlD//pnuC//hemG//yidP//adiC//nupG//mrcB//ygjR//plsX//yoaA//ldcC//tmcA//nagE//rplT//ssuC//fhuD//crl//ldtB//dcyD//mdtL//uvrC//murB//cysD//suhB//aroG//murI//hypE//treR//decR//gor//rluE//selU//uof//lepA//tcyN//ssuB//ilvL//mscM//eutR//rpiR//nirB//fur//oxc//panD//rluF//yqeG//iscS//fucP//cdh//ybjN//tomB//selA//hisP//tauB//lgoT//sufE//slmA//ftnA//rimL//sugE//yceO//rnd//ypdA//cadA//yfhM//der//gudP//ydcS//fdhD//yfaU//secD//entD//araB//ybcM//rne//btuF//topA//yjfF//hha//cysZ//shoB//yjgX//dpiA//mdtJ//dkgA//aceF//gloB//mog//nusG//sdiA//lpxP//flgF//lptA//atpE//waaO//bioP//rplR//malG//tcyN//chpS//evgS//groS//tauB//metC//yajO//dusC//hyfF//tufB//ygiS//yfbR//opgH//sutR//rplW//ldtD//dnaA//chbF//cutC//xapA//entC//zapB//ldcA//yhhZ//zraR//bdcR//yhgF//atpG//hyfR//ileS//tesB//rffM//rpmB//gfcE//topA//bisC//manX//rfaF//sufC//yqgF//mepH//poxB//selU//rph//scpB//lolD//ldtE//waaO//nudF//ldhA//priC//yidE//higA//dauA//panE//yihL//xapR//pckA//rzoD//kdgT//ptsP//bsmA//hchA//ybcL//lamB//trxC//yiaO//mqsA//alsA//tktA//tldD//lsrK//ptsP//bamD//mdfA//yhjG//dusB//frmR//rpsA//mnmE//yggT//phnN//phnP//pepA//yahK//hdeA//clpB//holC//ccmG//glpG//sufC//yfjV//garK//dcd//rpmA//dgoR//asnS//ghxQ//fumC//znuA//cmoB//yhfK//zntA//lepB//pfkA//bamB//intA//cueO//citT//yrbG//ynbD//yehC//cmoB//narY//cueO//pgaA//ldrB//kdpB//wcaJ//fcl//pstS//prc//folM//idnT//frmR//nanC//rfaE//eptC//ttcA//endA//sgbU//rbsA//yqcC//yiaO//ybgQ//tabA//ydcS//xapB//pgaC//dnaK//eamB//focB//ykgA//wcaB//rpsR//yhhY//folP//fucO//yjjQ//dtpB//dinD//yggT//yaaA//fliA//nanS//araF//paaJ//yhfK//purD//sspA//galR//hscB//hexR//purN//rfaG//abgT//yaiW//tauA//metE//rffC//frdC//malG//gutQ//ubiC//ybiH//etk//kduD//adk//hslU//torD//agaW//htrE//yegV//asnB//yajR//narL//mdh//rmuC//yagI//setA//betT//ydcM//yiaN//trpE//cnu//trpE//iap//idnK//moaD//citE//gltP//yhaC//mtfA//alkA//gntU//cysI//tufB//coaE//sugE//yijE//rpsE//allS//fhlA//nrdE//mioC//dtpC//flgD//rplC//yaiV//pbpG//nagD//ompT//iscX//feaR//sapA//gatB//rodZ//malP//allB//appY//nadD//umpG//srlB//hpt//gapC//cyoA//eno//rplN//galU//atoS//cysA//ttdB//ghoS//rraB//yafE//rzpD//ttcA//kdpA//rpsE//thiG//hisF//ralR//nfuA//yohD//allB//avtA//grpE//ycdX//rpsO//lgoT//dld//hypE//chbR//mliC//ssuC//lgt//ssuE//alkA//waaY//dppC//ibsA//tatB//yejE//yjbE//lrhA//csrD//manZ//zntA//glpF//metC//lysS//nimT//glyS//srkA//hexR//azoR//mazF//tatD//psd//clcB//yfbU//dmsB//lptA//pdxA//yfiR//nrdF//yfbS//oppC//ybdH//cheB//yjtD//queG//cheB//hsrA//mqsR//fdnG//rhlB//gpsA//fepD//rluA//ygfA//pgpB//viaA//yieH//cspG//fdnH//emrD//hisI//yghG//degP//secE//borD//rpmE//yohD//dam//hisQ//phoB//xanP//secY//higA//glsA//hcaD//ygbI//elfG//ybeY//ppsA//hisF//ftsY//atoS//fhuB//argK//ydhQ//ugpC//pheP//puuP//yadI//gnsB//dam//agaS//exbD//yihU//ygbN//fucK//alsE//acpS//bacA//rhlE//ccmE//dhaK//panB//dosP//yjjV//nuoG//ybcC//flgF//glsB//ilvB//nudG//cysH//glnS//csgB//yghU//opgC//ycjQ//rtcR//yafN//cdd//amiB//rcnR//atpF//der//pntA//uxuA//flgG//clsB//rssA//azoR//phoB//csiD//ytfR//yiiM//lysU//acrD//leuA//pflB//pfkA//pflB//recC//mreC//menA//prmC//ydjL//ddlB//yiaT//mdoD//allC//araE//dsdX//iap//
GO_0043171_5	gntP//rimO//nikR//phnM//trxA//hpt//ppiA//yqcG//erfK//
GO_0043173_5	mrcA//polB//ycgB//cusS//rzpD//rtcR//pdxA//opgD//
GO_0043174_5	rnt//ydcT//uspE//gntK//baeR//tsf//
GO_0043200_5	yghB//tomB//fbaA//ssuD//eptC//ulaG//crp//yqaB//
GO_0043201_6	metB//
GO_0043207_4	ybiA//ygaZ//yjbF//dsdX//ibsC//yqiH//ghoS//pntB//lgoR//pdxK//gntR//nemR//kch//pflA//
GO_0043213_7	uhpC//cspE//rnlB//rplR//hflX//ynfE//chiP//gspF//
GO_0043242_7	hflK//acpS//yhhT//
GO_0043243_7	glgX//
GO_0043244_6	nei//dppF//yiaT//panB//yjcS//glnS//pdeL//glrK//dgoK//hcaR//motA//proP//puuD//yrdA//yicJ//gldA//iscS//eutA//yhaM//agaS//
GO_0043254_5	yciV//fepE//ompW//crcB//ldrB//yfcR//lptA//phnK//gstA//hdeA//ygiS//yeaD//bacA//ada//opgC//yfgJ//nuoM//eamA//galF//sdhE//holA//feoC//lrhA//yehZ//paaA//
GO_0043255_6	yhcN//lysO//napA//
GO_0043269_6	nagC//glrK//cpxA//znuA//entB//crr//ydeE//
GO_0043270_6	moaB//rplI//
GO_0043271_6	glpB//
GO_0043335_3	ydfH//yddL//gpt//hupA//
GO_0043392_6	pntB//
GO_0043393_5	vsr//
GO_0043412_5	glpD//sdaA//gutM//glnD//ydeM//lysR//ribB//clpX//glnQ//rpsN//malE//slmA//kbp//arnA//yggD//fucI//gpr//rcsF//malS//fre//chbB//yjhH//accA//lipB//mlaB//mlc//dgoD//hsrA//cobB//pinE//rplC//ybiI//diaA//pgi//prpR//cyoB//rmuC//csrA//sutR//acpS//nei//mepH//entB//betI//holD//der//glpD//motA//sapD//pdxH//tdcD//bioH//amyA//manZ//abgB//trpE//gcvP//ndk//mrr//yicJ//dtpC//dkgA//rpsH//ygeX//eutR//wcaJ//mfd//gloC//trpGD//cstA//ispU//flgC//rhmD//ydfH//deoD//ftsI//dapF//gloB//entD//yhcN//trpD//thrL//gpmM//hemA//sixA//yjcE//mliC//btuB//hipB//ssuD//roxA//psuT//fhlA//phnH//ybbY//murA//cpdA//preT//hyfF//eutA//bamE//dnaE//cysM//allS//grpE//rluA//cho//bdcR//eutB//yoeE//dxs//yjcE//murE//glnA//ddpX//yiiD//glnD//acpP//nrfA//apt//kdpC//agaR//yehT//gpmA//mtfA//fimB//casE//ydcT//ldrD//rutC//cusS//galP//lapA//adiC//yfaX//cheB//grpE//aroC//wecC//iscX//rpmE//torY//yjjV//csgB//hdeA//ycjU//xylH//secE//aroC//bioC//puuP//glxR//yfdS//citE//glpA//rhtC//dxr//adk//glsB//yfcF//mmuM//pal//rhaS//ygbN//rnlA//yhcF//nirD//fadB//tnaB//ilvA//feaB//gudD//cydA//fetA//aceF//zitB//sapC//hdfR//yraJ//hofQ//gadW//ydiQ//cra//yjcE//btuE//patA//alaC//ddpA//potD//msrC//rfaQ//lpxB//xylR//araE//fadD//lgoD//tcyJ//eco//eptC//rpoH//smpB//yedX//lplA//amiA//hypT//panF//ybdM//yagE//yfiE//rplK//yqjA//glk//opgG//eutA//hybB//secD//yehT//glpC//fabZ//murE//dicA//hflK//rpsJ//napD//groS//ydiF//dcd//rpiR//glnQ//thiI//fdoI//yeaD//
GO_0043413_4	aroB//
GO_0043414_4	eptB//lgoR//alpA//insI3//fliG//fecB//queC//opgE//degP//lsrC//leuB//speG//hybC//livJ//tus//mtlD//mdh//citG//rlmE//dnaA//ykfI//ihfB//wecA//yidA//rssB//ydiZ//glnP//glyA//cysH//rsgA//secB//oppB//yggN//rimK//bolA//mltD//exuT//rhmD//trpC//pyrG//ais//nagK//nudF//panB//tyrS//hisM//rimI//ileS//yqcG//aidB//alaS//nudC//
GO_0043433_5	menF//fucA//degS//mltD//yeaE//mlaD//
GO_0043436_5	rutA//macB//thrB//narK//creC//hokE//rhaM//ompT//rihB//selA//glcE//waaY//folA//nimT//ygfI//rbsK//ompC//recD//pgl//yadN//epd//fur//rutG//waaQ//recB//dcuA//rppH//hybB//sdiA//idnO//hscA//mcrA//dmlR//ybiJ//artP//yafE//qseB//glmS//dppD//hcaT//rpoA//rffT//nikD//rodZ//uxuA//bioB//clsC//malI//uspC//flhC//mtgA//rnt//rbsC//acrR//lrhA//dgkA//mocA//dicC//yfdO//yegT//arnA//yggP//rplR//yfcG//sgbU//rpmC//yojI//adeP//mtn//ygcO//ghxP//rplX//dgcZ//yhgH//pdhR//tusD//murC//rspB//ftsZ//adhP//yeaE//caiD//cyoE//mtn//accC//dhaR//maoP//yehT//eutN//nsrR//nrfB//recJ//dacD//mrr//rbbA//mtnN//waaL//guaD//purF//citG//tsaB//relE//nagZ//araC//waaJ//gmd//orn//ypdA//yajD//fliA//speB//atpD//dinQ//wrbA//mutY//dgcF//aas//cobS//ydjM//nlpI//yqiH//atpA//mnaT//dsbC//macB//mraY//yggX//yoaA//dosP//dcuS//bioA//aceK//astB//dfp//baeS//dnaA//setA//zitB//ynaI//smrA//modC//yajL//cpxA//truC//srlB//cydC//chiP//yggT//mdtK//melB//sppA//fixB//yqcC//spoT//yhaJ//galT//exuT//leuB//creB//lldR//znuA//rplJ//rhlE//ruvC//srlE//yraJ//dppA//ompG//ybiW//yaiP//alaA//sixA//pdeD//ybhP//ygeA//insI1//insH-6//atpA//clsC//priA//gcvP//cysE//mutY//cusC//ptsI//fadI//rplA//birA//yidD//nrfG//nanE//purU//yfcQ//ccmD//rarA//ycfH//afuC//yidA//cpsG//ygeA//phoP//yhaM//mak//fieF//thrA//ybjC//cyaA//gshA//rpsO//lsrD//dtpB//dadA//prlC//rhaS//ivy//zitB//glsB//iclR//waaY//ycjP//cysU//ydcT//uup//ytfR//yjcE//recR//mdaB//rfbB//recN//yidK//yehY//dgt//perR//yafS//ykgF//suhB//baeR//tolC//dtpD//yfiC//fes//clsB//dcd//ydjJ//opgD//potH//ybcC//ybcQ//melB//wrbA//pgk//rplF//eutB//yjiY//pheP//abpB//dtpB//hypB//yfcV//sgcR//rnhA//codB//feoC//guaB//csgG//narH//narJ//speB//syd//barA//narQ//pepT//nlpA//nirD//rplF//fbp//ftnB//secF//glk//nfsB//ttdB//nadD//sppA//gshB//sdhB//ubiE//rpnA//yggE//xanQ//rbn//metL//tcdA//rbbA//insI1//iscU//hyaD//paaE//fdnH//pth//rhtB//ydaN//cra//caiT//dadA//ahpC//yeeY//rhtB//dgcN//tdcG//ccmC//ykfI//truB//tmk//kbaY//betT//bamB//pdxA//phoU//fnr//dcd//chbF//rplB//nudF//malS//nudG//lsrG//secE//yeiL//potG//cpxA//puuD//ilvM//hscA//abpB//ybcJ//ampD//gspI//ynaE//fklB//abgT//ribB//waaC//fimZ//pstA//mlaE//yqaE//ybfA//ymgF//entF//yraR//queA//prfB//recE//alaC//rarA//ypdC//ptsH//cycA//glpB//abgR//deoC//ynhF//rpnA//ibsE//ubiX//actP//rpsI//galU//slyA//dsbA//nuoH//ccmD//rimI//lolA//phnC//rihC//rihA//lsrA//sbcD//tusC//mnmG//ydjL//gshA//zntR//rclA//mdtD//yoaA//uhpB//cynS//alsA//sgcA//yihP//ybcM//srlA//basS//era//treB//ibsE//galS//tsgA//wza//elfA//ynbC//tsgA//gntU//sufC//dam//thiM//dcuD//yfcA//ldcC//ycbV//hlyE//pfkA//relB//lgt//zntA//yobA//mutH//menI//tcyJ//hdeB//gloB//purB//hflX//yieF//cusB//flhC//betT//lsrA//gfcE//dsbD//rcsC//ybaO//lit//chpB//yggN//phnN//yajO//dcp//insH-5//mazG//yraI//rcsF//kdpF//yagI//yceD//ubiD//
GO_0043438_6	degQ//
GO_0043442_6	bcsA//
GO_0043455_5	rcsB//asnC//ubiF//yigL//
GO_0043456_6	dcyD//
GO_0043462_6	fumC//nrdI//agaD//ebgR//ybcQ//yiaL//
GO_0043467_6	rutB//radD//
GO_0043470_6	yggT//ftsH//fliL//gsiC//
GO_0043471_6	betI//sfmH//rhlE//
GO_0043484_7	cbrC//
GO_0043487_4	gadE//mepA//ycaO//ahpC//kilR//sgcX//
GO_0043488_5	cysA//hisC//hyfF//yraR//nemA//
GO_0043489_5	narX//
GO_0043543_7	yfcQ//rpmC//lepA//ymdB//lldD//arcC//narL//pheP//ydeE//uidA//ygjK//agaV//tolA//
GO_0043545_5	cadB//hemB//uxaA//zipA//rnpA//ybdH//fliK//bolA//atpA//casC//gudX//
GO_0043547_7	ydjJ//plaP//appC//
GO_0043549_6	mglC//yiiD//
GO_0043555_5	ybaT//sodC//
GO_0043562_6	ldrA//gshB//
GO_0043570_6	yadM//rsmA//nimT//
GO_0043571_7	deoA//yieH//ycdX//
GO_0043603_5	yjhP//ubiJ//cheR//sugE//treC//purC//sgbU//ydhQ//nudG//btuE//pck//hofQ//rodZ//mtgA//dcuS//rluF//serA//frdC//rfbD//panE//fadK//der//citX//rhaT//yahB//oxc//rcsB//dusC//bepA//cpxR//ebgA//proP//pheM//lapB//spy//plaP//glsB//thiM//yadC//gntU//bfr//allC//sspB//sixA//cdsA//oxyR//sgcB//mtlD//trkA//alaE//rsmH//gntR//flgI//fhuD//iap//bcp//yadV//menD//murB//rpmJ//dnaC//nadK//hflD//dnaC//ydcR//pagP//gadC//menD//tusC//yjeH//ybiT//dapB//ydfH//bacA//flhD//nadD//nlpI//alsC//fcl//tufB//adiC//yjjQ//phnK//malQ//ppiA//secB//pphB//panC//pheT//hha//elbB//yfiC//potB//sspA//cobB//caiE//ytfT//waaG//xerD//yqjH//spy//flgE//ydbK//slyD//dmsA//ulaE//ybhD//rsmF//pyrF//speE//nadC//menH//agaD//hsdM//mglC//aaeB//lysC//frsA//ssuB//ggt//mnmA//lpxK//insB-2//abpA//fadD//ydaC//mepA//
GO_0043604_6	fryA//mtlD//gatB//mdoG//fliA//ompR//gshB//hisM//yraR//galS//leuS//eno//ftsP//yjhG//ffh//modB//fadH//gshA//alsA//afuB//trpB//rbsD//rhaM//corA//cysE//ddpX//dctA//clsB//fsr//rpsO//potI//eamB//yajQ//dapB//yafC//rzpD//yraH//chaA//arfA//agaS//gltP//paaK//preA//skp//clsA//panE//fimF//rihB//potB//dosP//pgpA//rplC//ykfM//azoR//rplP//ygaZ//yadG//arsC//secM//rpsO//crfC//gutQ//ssuC//trmO//lepB//adk//yehX//yhbY//trmA//pykA//nagB//tpiA//queE//dcuD//narJ//yhjD//ybcL//ygeA//ulaC//sfmD//surA//yeiG//ygfI//ftsQ//cdgI//yefM//argE//sgcA//fliD//hycB//uspF//pflC//nhaR//yihP//yahF//mlaD//yedF//idi//phnP//
GO_0043605_6	map//aphA//relA//yeeO//apaH//
GO_0043610_4	gdhA//
GO_0043624_6	ygiS//flgB//hybG//nepI//otsA//tmcA//epmA//
GO_0043628_9	pykF//trmJ//yehA//
GO_0043631_7	pgrR//dppD//
GO_0043647_5	napA//adeQ//
GO_0043648_7	mltB//rcsD//dbpA//fixC//narP//glnD//folX//casA//ygjR//mntP//arsR//hslO//leuO//cysU//recD//yraI//upp//yghB//hsdR//decR//rpmF//ompT//hemE//norW//hcaR//ldtD//sufC//hemF//ypdB//prmA//yjhI//yraH//secA//artP//yqjA//xapA//tusE//kgtP//fecA//ugpB//yfaV//higB//asmA//atoB//ydiB//menA//aroH//envR//yeaG//sdaA//tcyP//minE//lacY//rplR//mtlR//rarD//tabA//mdlB//ulaE//yibF//folC//mglB//nlpA//rlmF//ogt//thrC//hprS//oppD//metN//dmsA//hdeA//rlmG//adhE//pgaD//
GO_0043649_7	glk//argR//selA//yhjA//tusD//dctR//pepT//trpR//rpsG//sutR//apaH//
GO_0043650_7	ybcF//hemB//feaR//purT//bhsA//entF//ybjD//pdeD//yaiV//tehB//tusA//fimD//rnc//msrQ//hipB//nanS//cueO//sucB//cysW//pbpC//cynS//dhaM//cadA//rpsG//hokB//nrfD//folM//
GO_0043686_7	hypA//
GO_0043687_7	ydjJ//maa//phnH//rpe//ttdR//yhhZ//tcyL//
GO_0043708_5	ebgR//matP//kdsA//artP//yidD//prs//mepM//murJ//pgaD//degS//spy//lysA//rtcR//poxB//agaW//
GO_0043709_6	yhdJ//ldrB//yoaA//mdtI//hdeD//dinQ//recN//glgB//hemN//
GO_0043711_5	ftnA//ddpA//cadC//cutA//hmp//ltaE//ydbK//ybjX//cpxA//amyA//yedF//chaA//metI//dcuS//fadB//abpA//nagC//pflA//iraM//pdeR//ibsC//
GO_0043900_4	kbp//accB//pagP//der//rpoH//fhuB//mtgA//fecD//dadA//mhpD//nfuA//rffH//hrpA//
GO_0043901_5	pfkA//recA//ycgR//ychO//
GO_0043902_5	cysK//manA//
GO_0043933_4	murD//ratA//yhaM//pdeH//yidE//deoA//rtcR//ynjA//pgaC//torD//agaS//ftsY//fabG//csrD//rsmB//purN//ynfK//ivbL//ppiA//cobT//hyfA//gmhB//intE//yddG//citT//dhaK//zapA//tgt//galE//yjiM//setC//uhpB//ebgA//ihfB//ybaM//yeaE//adiA//yhjX//deoC//ldrA//mocA//waaO//emrD//fepE//arsB//ynjD//entD//ybdO//mmuM//kefG//ssuA//ybiW//dicB//fliT//paaD//yfbU//nudB//focA//chbG//mzrA//ybdZ//nanA//sspB//ampH//yjiX//yhbQ//ydcS//ytfR//infB//bdcA//ybhG//pgl//gatY//glpD//cedA//xerD//suhB//pitB//tesB//yahO//ghxP//dgcQ//acpT//yraH//dcd//cysQ//flgD//oppD//ydaV//phnI//mdtQ//hcaR//malX//rpoA//sufS//yccS//adk//eutR//tolA//gshA//
GO_0043952_7	creC//aroD//orn//livG//idnO//
GO_0043953_7	metE//rpsQ//fumA//lolA//
GO_0044003_5	plaP//nrdH//waaU//xapB//
GO_0044004_6	hscA//purD//topAI//galS//
GO_0044010_5	tbpA//yneL//yeeO//murB//dpiA//abpA//sgrR//panC//fryB//adiY//mutY//mnmG//betB//yihX//sfmA//cysD//rclB//lapA//nrdB//alsE//rbfA//acrZ//ybaL//hflX//tolB//evgS//lpxL//lhr//serC//hyfF//
GO_0044011_4	aqpZ//glnB//casC//hyfR//sgbE//modA//csiD//yhfK//
GO_0044036_5	betT//ynaI//nhaR//napB//nfuA//dnaN//gltL//argP//cdd//ycjW//araD//lsrC//pepB//cho//mepS//pphA//narU//ydbD//cyoC//yraJ//hslV//hybA//alaE//insI-1//yehD//dacD//clpP//ada//rclB//ybfE//truC//mqsA//ygjR//insH-5//ybiI//psd//citG//rlmH//rfbB//mrp//phoU//bamA//tdcF//hycH//ybhP//hexR//malE//
GO_0044038_6	gsiB//yibA//tldD//xylG//pbpG//wcaC//frlB//napD//uidR//yfcG//speB//yghW//csrD//entA//lsrB//rstB//dxs//betA//dgcT//ydjM//cdd//cysU//yfeR//lptG//tsgA//ackA//ydeT//trg//xseA//cysM//iraP//rfaB//ghxP//lptD//waaQ//xapR//mioC//ygjK//ftsX//nadK//btuD//pdxA//sucC//
GO_0044042_6	waaG//yafC//yhhY//hpf//potI//yifB//ddlB//alsC//hdeA//fdx//nupG//fdhF//fbaA//rpiR//galK//hdeB//ygeV//ybaM//dgkA//amiC//yafO//
GO_0044070_7	hybO//csdA//ydiQ//ygcO//
GO_0044085_3	sspA//mdoD//ygeW//yjaZ//fimI//narV//elfC//ybdO//yfhH//rseC//rsmF//hypF//artQ//fabI//ubiH//yrdA//sfsB//ravA//putP//
GO_0044087_4	dsdA//ulaB//insB-4//yjjG//yagE//mrdA//ibsE//rsmG//dppA//cueR//exuT//lpoB//ycfH//uspF//alr//nuoH//zapB//endA//zipA//fecA//casE//yjjG//pheS//purR//ydaV//umpG//alsB//glpX//mltG//hemC//elaB//deaD//yqeF//pepN//
GO_0044089_5	fumB//nlpI//ygjR//ahpC//ycbB//rppH//ydiO//sgcC//bipA//metN//narK//rnpA//paaD//
GO_0044092_4	rplN//yihW//lgt//orn//yfdR//lplA//artQ//fabG//ynbC//shiA//trkG//ymfA//ymgC//trmI//citC//cspD//narK//sgcE//emrY//appY//tnaC//yfhM//mntH//rcnB//rapZ//prlF//slyA//lysP//ppx//selU//lyxK//fabA//mscK//aroD//hdeA//yhjC//
GO_0044093_4	mrr//decR//ftsE//ycjU//ynhF//flgJ//ynfF//gabD//insB-2//groS//ynhG//nrfD//xylF//lgt//dnaE//ybjX//ampG//tyrR//nikR//ilvB//dnaG//baeR//rplN//dgcN//frwC//caiF//gadE//
GO_0044106_5	hslO//aqpZ//aroE//ghrB//gltS//hycI//nupC//frlR//ydiK//rnlB//ybiT//glnB//dgoA//nrfE//pheP//rho//yhcF//oppB//frdA//pspA//hyaC//phnL//rarD//sugE//tauB//cdaR//tdcF//
GO_0044179_5	rlmE//
GO_0044208_7	yciV//
