#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	zntR//sgcA//casD//dgoD//
GO_0072330_7	groL//kefB//bdcA//ybhA//paaE//ahpC//higA//rtcB//kefF//fimI//yfcG//gshB//thrS//hisI//dctR//srlB//clsA//cysU//yagJ//glpR//sbcC//sad//clsC//yejA//recD//atpG//yieK//ydhQ//aroG//agaV//ycjY//murD//ydcT//arcC//yedP//aldB//fklB//yghW//lptF//casB//yaiV//dsdC//pta//galT//yajD//xseA//yibT//glcA//fabB//yihO//rplC//abpB//clpB//pgsA//sufD//iscS//gshB//gshB//
GO_0072337_6	apt//elbB//exuR//yfgO//ampE//paaZ//yhbQ//nrdA//hybB//rseP//nudB//yjjI//ptsG//citX//pspG//argC//cysQ//rbbA//yhbS//pdxK//gntT//paaF//rbn//cpoB//yrfG//cheY//
GO_0072344_7	hcaB//prfC//yrbG//trpS//
GO_0072348_5	xapR//tolQ//pphB//mak//nuoF//mepA//fecB//sfmA//ssuD//radD//mnaT//ilvB//coaA//glnB//ppiA//yihS//yfiE//yafQ//pdeD//recQ//iap//ydcP//nrdI//ssuD//casB//nhaB//aes//lasT//comR//recN//mutT//frc//mreB//gsiC//fixA//pabA//ydbD//yiaF//ftsE//paaD//
GO_0072350_7	nanS//yqeF//zinT//mrp//speE//cheY//gluQ//lsrC//lsrR//recJ//pgpC//diaA//umpG//hcaB//yieF//menB//proV//dusC//
GO_0072488_7	cdh//yhaJ//glvC//recC//norW//cysG//murG//
GO_0072490_6	ubiI//oxc//
GO_0072491_6	rpmF//yidQ//
GO_0072501_7	ulaE//
GO_0072502_7	lpxL//
GO_0072503_7	gluQ//der//
GO_0072505_8	astB//
GO_0072506_8	fimG//
GO_0072507_8	amyA//frwB//apaH//
GO_0072511_7	mdtJ//pyrD//emrD//feoB//nadA//panF//fmt//napB//torY//ygeX//thrA//ybcL//fruB//yiaN//mdtJ//mnmA//flgI//
GO_0072512_7	pflA//purA//sgrT//yohD//lpd//yegV//yojI//ssuC//yjbF//ddlA//frr//glpR//
GO_0072521_5	rimP//livH//yibT//yggT//mutT//argH//phnK//mlaD//frwB//treC//rcsC//cbeA//moaD//ydcI//lysO//surE//ygaZ//chaC//yfgO//ynfE//rpsQ//ogt//psd//tyrS//mfd//hscA//metL//lpd//ftsE//ccmE//yjfP//aroK//caiT//rrrQ//cpxP//idnO//artJ//ibsA//yibT//fdnG//mntR//ebgR//phoQ//mdtJ//xylA//agaD//citX//aas//hybB//tnaA//umpG//sbcB//ybiJ//hslU//rcsC//moeA//dmsA//glgS//rlmH//tdh//ymdB//artQ//glvB//kgtP//hybD//bamD//metN//ycdY//
GO_0072522_6	mscK//nuoN//ydfH//selA//der//fimG//creC//hybC//nuoL//hisS//adiC//insI1//fadD//recT//livK//cysD//maoP//tig//sgcX//uxaA//nuoI//hyfR//hisG//secE//potA//rsmA//ykgM//dnaX//mrdA//yedL//aer//rihB//ilvB//yhfK//nadD//chpS//iscA//ygiS//aslB//yadI//aroK//yfbV//rpoE//
GO_0072523_6	wcaJ//yciA//rimP//proV//leuA//nei//aslB//yiaM//parE//hyaA//rpsE//ymdB//
GO_0072524_5	mcbA//dcuR//waaB//hemG//fabG//ytfT//znuA//lhr//yqiG//nagZ//ansB//guaC//ydbK//yhhT//cdsA//hsrA//adeQ//paaJ//mrcA//mlaB//asnA//ybhJ//agaR//gor//fes//yadN//glnA//selA//yjjX//cstA//rluD//dgcE//ydgA//cusR//tadA//ypdB//rdgB//ascG//rplI//gltS//hycB//yciH//gspI//nrfA//proA//recG//narX//
GO_0072525_6	panF//yjiR//mhpC//gntU//queA//crl//asnA//cynT//udk//amiD//araA//ybjN//metC//frlR//yehB//metG//caiF//prpR//yihV//caiD//mraZ//yfgO//ypdA//roxA//iraD//fruK//gfcE//cspB//setB//treR//recF//ispA//fadL//yihW//hemL//dapA//fucK//
GO_0072526_6	fkpA//rnhA//
GO_0072527_5	blc//cmtA//ssuB//yfbV//yjiA//sdaC//lptC//tauD//artJ//yceO//glnA//tmk//rimP//frwC//narW//oppD//cecR//ptsG//nadD//yaaU//ugpA//mscL//malS//ihfB//coaE//ydfH//nudF//rlmB//pfkA//insE-1//nrdR//secB//argI//trxA//tbpA//dadA//coaA//lacY//rlmG//tesB//mltC//tisB//fes//glvC//gfcE//ccmG//yjgX//nuoF//ygiV//lpxB//frdC//pdhR//pbpG//rpsH//fruK//yidP//dppF//
GO_0072528_6	mtnN//yfeO//ydiV//trmI//dgoT//tilS//yggN//pabA//dapD//ycfL//ynjD//arcA//emrD//ubiJ//znuA//fis//kduD//evgS//argT//waaQ//citE//intF//evgA//treB//ynjD//tig//katG//ybhD//rhaM//
GO_0072529_6	sdhD//yacG//fucI//yhaJ//glsB//atpA//phnN//sutR//cydC//arnA//lsrR//fliK//nagD//xseA//dinJ//agaR//yfiF//lysS//lpxC//fdhD//yjaA//yihQ//ttdR//
GO_0072530_6	cmoM//lsrD//serB//rpnB//
GO_0072531_6	etk//hybG//accB//rfbX//yqiI//pliG//
GO_0072581_9	rfaB//
GO_0072593_4	ldcC//manY//waaY//slyD//yijO//paaC//nikR//ykgA//phnK//
GO_0072594_5	recT//
GO_0072599_6	yhhZ//
GO_0072657_6	ccmG//atoB//uspG//tsr//ccmE//galF//soxR//xapA//yqiH//sdaB//proQ//thiQ//pheA//rpe//zraR//gatD//frsA//
GO_0072714_5	ssb//
GO_0075713_7	rarD//xseA//scpB//
GO_0080033_5	cueR//emrY//
GO_0080090_5	mtgA//coaE//ispB//rplM//mpaA//ligB//aldA//aas//upp//kduI//glrR//folC//rhlE//araB//dcuD//ybiH//nagC//nudF//tusE//ftp//lsrB//yggN//ybcL//alpA//iaaA//gnd//ydfG//sad//yjbB//glgB//betI//tdh//yohD//cheY//lipB//fklB//aqpZ//gcvH//lrhA//rph//yqcC//yceO//nupG//ugpA//cysD//menI//gloA//cbrC//rplE//pyrG//lgt//trmL//hyaB//frwD//elfA//ttdA//cstA//sgrR//artM//mepH//rutF//rutD//bioH//mgsA//zipA//caiB//insI-1//ycfH//rcsF//uxuR//hflC//yagF//ygeX//rfaG//nrfB//mdtE//gatA//ypdB//rrrQ//lepB//tcyP//proS//yciA//chbG//hybB//hemC//ygbI//ymgF//sfmD//yhhT//adeD//ligB//yqiJ//purF//oxc//coaA//tyrR//garD//curA//bioF//mngB//pfkA//gltB//hemD//nikC//prmB//xylH//rfe//ybeF//degP//sstT//dnaT//asnS//mreC//dinQ//ldtA//baeS//elfD//kduI//narX//der//fdoI//sodC//hdhA//ispG//hslV//yciK//metB//agaS//rep//rutB//yadM//cobT//smrA//lolA//hicB//dxs//avtA//umuC//ftnA//yfcF//frsA//pth//truB//nfi//rfe//cdgI//cof//guaC//metQ//fepA//sppA//recR//yidD//gppA//feoB//sucA//arnA//pfkA//ilvL//ulaD//dgcZ//rsmJ//yegS//ydfD//yraH//yehT//hemF//hiuH//dinQ//dpiB//arsB//sgcX//nrdF//perR//ampE//entS//yhjR//adiC//ygfX//gabP//dcuC//potF//mrcA//purR//yqeF//rspB//yhaM//rtcR//icd//emrB//eno//ileS//agaC//dhaL//ybcM//tdcR//patA//mdtA//srkA//gppA//osmF//pgsA//xapB//rpsP//gsiB//lptA//yidC//garR//sdhE//fimF//rzpR//hflC//rapZ//yijE//mdtI//yodD//yhhY//ycgR//bluF//xylB//xylF//trpA//entD//yeeL//accA//fruK//pdeK//yhiM//cyoE//murD//rutF//elfA//tonB//hrpA//ligA//yidA//dgt//narG//guaC//trmO//qseC//ldtE//macB//metF//relE//polA//yphF//intQ//rplO//mukB//hypT//rbsA//aas//wzzB//dapF//mdtI//frmR//leuC//rimP//rfe//yidE//tus//alr//maeA//lrhA//yihU//ftsY//xapR//katG//ybjX//malE//ycaN//surA//lamB//secF//yeiE//rfbC//kup//yqeG//flgJ//marA//rstB//tusC//raiA//rpsM//yqaE//manY//yjcE//thiL//ynbD//phoU//flgB//ybgI//ndh//sbp//sodA//otsB//ygfX//yjbB//hycB//insA-2//gshA//trpE//pnuC//narL//rhaT//parE//napB//fecB//nudC//yciF//mhpC//ftsE//ycjW//yidK//proA//acrA//mdtD//miaA//araC//artJ//nudC//yieE//yggP//adiC//ycgR//ybaL//hyfR//cynX//secM//mazF//treB//sspA//sapF//pabC//phoA//fepD//cyaA//rnc//ybiV//mtlR//zntR//truB//fumB//
GO_0080111_4	yciF//adiC//
GO_0080134_5	leuB//
GO_0089705_7	ybhS//fis//
GO_0089709_7	osmC//focA//
GO_0089718_7	insI-2//yhbX//glpA//yfdO//yigL//fdoH//nac//deoB//kdsB//rpmE//
GO_0090066_4	ykfI//yjfP//arfB//ugpA//mlaB//
GO_0090068_7	ybaO//
GO_0090069_5	creC//mazF//kdpA//
GO_0090071_6	rpsB//flhD//yjbB//
GO_0090087_6	pdxJ//hisG//citE//
GO_0090116_7	arnF//
GO_0090143_4	pitB//
GO_0090150_5	cheW//borD//glpC//uof//cobB//bioD1//mdtM//frdA//sufC//uvrA//tusE//mlaC//
GO_0090304_5	hdeD//casE//cheW//leuA//acrD//thrC//sgcC//fsr//yfiR//rcsD//recC//rcnA//yceD//trpGD//eptA//radA//ihfB//ybjL//srlA//rcsC//fixC//bcr//hdeD//glnA//acrZ//yajL//ptsI//trmJ//yedL//recQ//setA//dgt//sanA//ycaN//tyrS//ygbM//katE//gspJ//ycbU//ftsK//ggt//flgE//yfcA//ytfR//entF//speF//phoU//pspA//ulaE//curA//gltS//thrS//hofQ//yehA//atpB//minE//agaV//rclC//ydjE//mhpR//yahD//fucI//ynfL//cusC//ynaE//livG//rpnC//frvR//sucB//kdpE//betT//nuoN//iscU//rlmL//mdtA//phoR//gldA//srmB//csgE//higA//fhlA//puuE//zipA//ybjX//elfA//gltP//yciE//alkA//nudC//ydhK//marR//yahO//mscM//bfr//poxB//glpK//yhjA//pnuC//trmI//bssR//dcm//ybeQ//hprS//degQ//leuC//tdcC//rpsO//mhpR//hslV//rhsD//proX//ykgA//phnN//yohC//tolC//rluD//ftsB//zapB//rna//kdpC//yqiI//pyrD//yraR//gpmM//pdeL//pepN//nagK//pgk//cysU//pyrB//yeiL//waaC//mog//yqgF//ansB//trpL//yeaG//trkH//secD//arnF//rimK//ycjY//rna//cynS//thyA//ghoS//rpmA//rutG//rlmA//erpA//ybdH//lpxM//yqaE//exoX//ttdT//flgG//ais//dcuA//creB//eutR//potA//rluB//ydjJ//sutR//sbcD//satP//nanA//betI//ilvD//kduD//potD//tdk//opgD//ubiE//hisC//yadC//glpA//aroD//rclB//yhhY//kdgT//aes//zapE//atpE//arnD//otsB//ydcS//rluC//sufE//yeeJ//lpxM//ygeV//slyD//mreC//yijE//ppiA//iscX//elbB//mlaE//cycA//murQ//yhaO//trmD//xisR//umpG//ydcM//asnC//yceD//cusS//cecR//yfaV//rpnB//clpP//lysS//cdgI//yqeG//rpsG//hisQ//sxy//wecB//decR//ubiD//insA-2//yehY//folD//menE//ybfE//hcaB//yoeE//aroD//recA//yidE//creC//ynfF//dtd//crl//rhmD//phoP//casC//ydeO//yqcC//malK//yafN//xerC//aqpZ//cadC//lpcA//yhfS//ybbW//ubiJ//fepG//rpnA//cpxR//murI//ygbM//prfA//ltaE//elaA//napC//hcaD//yqiH//ptsN//dnaJ//rffH//osmY//asnA//bioA//yebK//rlmN//alaS//rutF//maoP//ybiY//waaU//trmJ//yggW//kdpD//lldP//pdhR//narH//lacI//gudD//ykfM//ybcC//pepQ//fadA//hyi//hns//opgD//psuT//fadB//fucA//crr//arsC//alsK//oppA//phoQ//nsrR//tsaD//setC//rpsJ//dgkA//secD//bsmA//ydaC//borD//cpxA//citT//ruvA//hexR//cysH//rsfS//xerD//mnmE//yfcQ//gcd//ebgR//mltF//livF//basS//rluE//fixA//lysA//uxaB//tufA//rpoS//mgtA//sppA//rnt//atpB//nadA//dacB//ybjX//pinQ//waaC//lptF//pdeH//ygeR//ibsE//yfcG//plsX//hldE//ada//nfi//yfeX//kdsB//glcB//gcvT//feoC//lon//ydiK//sdhC//gltX//ilvD//atpG//yhfK//acrR//ybgI//rne//csgG//fklB//rimJ//oppC//speE//cptB//bipA//hcp//ybjD//vsr//dinB//ibsB//fiu//cusA//glrK//hlyE//prkB//ampE//yjiQ//rmf//lapA//yfeR//elbB//betT//rhmR//sppA//ldtC//hofC//nrfF//rzpD//pdeK//asnS//pfkA//emrB//pgaC//rpnA//dxs//fecC//lon//ybhF//alsE//ydeT//mlc//kdgT//ftsY//crcB//sodA//tauC//pdeF//trpR//zitB//alaE//yiaN//lptF//etp//fimH//gcvH//glxK//ligB//hisF//rhlE//sufB//idnK//pinR//fdrA//dsdX//alpA//yidE//blr//znuB//pnp//yiaO//bglX//yfdS//bioD//tauC//yfiE//plsC//gatA//opgE//exuT//dsdA//moaE//yagJ//tatD//rpsK//
GO_0090305_6	gntU//ompA//yfcS//metF//yibA//sdaA//ygeR//mscM//pykF//tusB//pgpC//dcyD//nfuA//frlA//gltL//treR//insI3//fmt//ytfP//rfaH//leuA//paaC//mdfA//mdtO//murJ//nikR//livF//yihL//oppB//dgcF//gltK//sgbE//yghO//tamB//efeO//alsA//rlmE//mdtQ//yfjV//acrD//phoU//leuS//mdtM//nanK//rusA//narZ//cusR//rutE//glgS//recF//ybdR//yraI//argF//ybiH//uvrD//ccmG//ygjH//yihU//yqcG//sfmC//hisH//yidE//ybiO//gmd//ytfT//prpR//rlmN//lptC//lpp//mlaC//pdeK//thiP//rfe//pncB//abgB//blc//insE-1//nrdH//selD//cbeA//mdlB//
GO_0090313_8	msrQ//ygbL//
GO_0090329_8	yebC//lpcA//glpC//rlmH//aas//gpr//ygeX//
GO_0090347_6	pepQ//
GO_0090352_6	lptB//
GO_0090357_7	menE//pyrE//
GO_0090358_8	metR//
GO_0090407_5	rnhA//trpE//sdiA//mliC//ypdA//ariR//lsrR//entB//menF//nikA//fliK//arsR//sulA//rluA//dnaE//mrp//ccmG//yqgB//msrA//rsmD//yhjB//recA//arsB//uup//rffH//sapD//bdcA//cpoB//rmf//yhcN//ppsA//mqsA//yhjC//tadA//zapA//prmA//smrA//rpmJ//oxc//mlaB//miaB//fdx//paaC//holA//srlE//lon//rluB//shoB//pth//topA//tdk//comR//otsA//eamA//rutG//lsrA//tatC//mgrB//gspJ//glsA1//emrE//yacG//iraP//gyrA//mdlA//pdeL//msrC//murI//argE//yibT//nadC//yaaA//tnaA//srlD//kdpC//ettA//gyrB//cyaY//pgm//cusC//trmB//narU//arcB//lpxT//yphD//mdtA//malG//gor//yidA//hisH//pyrG//kbaZ//hycA//phnO//sspA//treC//glnS//yqiJ//gcl//bioP//sapB//yjeH//pal//xylG//mraY//lpxH//ydfH//tilS//amyA//kduI//ydiZ//ybaQ//tnaB//glpG//wzzB//cpsG//yfcV//frvR//rbsR//prmA//nlpI//creC//rpoH//cheB//gpr//rpmE//lptD//paaH//sgrR//yfaL//argR//
GO_0090487_4	ggt//
GO_0090501_7	cpdA//tap//bioD2//dppF//prc//ibsC//uxuA//flgE//mqsA//xylB//yadG//glnQ//yraK//rhtA//nrdE//sfmC//ggt//amiA//truB//oppC//yqiI//carB//mnaT//rsmJ//cysG//ssuB//paaZ//dpiA//pspA//kdsA//ybiO//ftnB//
GO_0090502_8	gutM//cspE//lsrA//aroP//wcaJ//hcp//asnC//stpA//insF-1//nuoB//artQ//ivbL//alaS//srlA//focA//sdiA//eutN//cysI//yegS//yjcO//tatC//
GO_0090503_8	hybE//paaJ//treA//hyfA//cheW//ade//chiP//torI//
GO_0090529_5	ybcJ//patZ//galK//glvB//pdeD//hcaF//
GO_0090540_10	frdC//mntS//xerD//
GO_0090549_5	ynfL//yhdX//
GO_0090605_5	ygfX//cpdA//lysC//eno//prpR//hisS//yjiR//alkA//ulaB//
GO_0090609_6	rhaA//lpxM//ascG//yajR//nuoN//lgoR//dinD//hemB//sdiA//
GO_0090662_6	rlmM//
GO_0097035_4	ygiB//yciV//
GO_0097056_7	fic//
GO_0097164_4	yceD//potG//ompG//argH//cydA//fecA//nudF//rstB//yphB//envR//modB//recB//guaA//entA//narX//ibsA//sbcC//yhbQ//dnaG//speA//glyA//murA//nsrR//tusB//yddA//dsbG//
GO_0097237_5	nirB//rsmD//ftsN//queD//bdm//yfcV//hybB//rsmF//prpD//ygbM//
GO_0097264_6	lpp//
GO_0097286_10	putA//
GO_0097292_8	ftsL//
GO_0097293_9	yobF//
GO_0097304_7	ykgO//
GO_0097305_5	asmA//atpH//fmt//pheP//ldtA//sixA//
GO_0097339_7	puuE//
GO_0097366_5	mrdB//preA//glnE//
GO_0097428_6	rluF//ompA//ibpB//yecS//ilvM//intZ//yggT//
GO_0097435_4	pyrH//asnB//
GO_0097501_4	dsbA//
GO_0097502_4	mnmE//
GO_0097510_7	scpC//
GO_0097532_4	setC//
GO_0097533_5	hisQ//
GO_0097577_5	opgH//putP//degQ//
GO_0097588_5	waaS//rplM//yqjI//speF//abgB//puuC//apaH//pyrE//dppC//ybhF//acpP//sulA//dgcN//hemB//yceK//flhD//gstA//gnsB//prmA//tmcA//ivbL//araB//yjjQ//truC//agaC//gspE//rnlB//glnK//waaO//ubiE//kduI//
GO_0097638_8	truB//nadB//lsrR//sucB//
GO_0097659_7	lldP//aas//btuB//ssuE//nupX//amiB//yhbY//gcvH//lpxL//ydcT//yfcQ//ybhG//sucA//yahK//cspA//asnA//clsB//pckA//yggW//rclR//dinJ//glxR//hybC//opgH//ypjD//flgC//tesB//dcm//aspA//flgA//rayT//yggE//yghO//glvC//tehB//rplQ//rplK//yihV//essD//secE//appB//nac//dosP//kduD//frr//hypD//yciG//artI//thrB//yifB//dcyD//mngA//tatB//recQ//gpp//yqiJ//aes//treF//tolC//ydhJ//dicC//trpGD//btuE//ilvI//yibT//ydcI//mraZ//lptF//xthA//recR//rhoL//rhaR//melB//ldtC//hybA//mhpR//pyrF//nagK//tpiA//rplD//yadK//fumB//hscB//cdaR//sufC//ymgC//zapE//skp//wzzB//eutN//clcA//cobT//aroK//bipA//hypB//udk//mutL//ydiK//hofP//proC//yahB//cysN//purB//fetA//borD//thiD//yfeW//bamB//dhaL//msbA//zraS//argF//feoA//eutB//insI4//fixC//dtd//pgrR//mutM//
GO_0098002_8	mdtF//
GO_0098542_4	ibsE//yjhC//frdC//citG//yjjX//dkgB//chpS//hyfF//argO//tatE//
GO_0098586_5	ghxP//fkpB//rplN//
GO_0098655_7	hisC//rpmA//cobC//nrfE//kduD//ycjP//araD//cheW//yebG//mdtJ//lapB//nrdB//hcaE//lasT//coaE//metC//sapA//ydhC//hprR//rplO//yceD//hslV//ydcT//yjbG//plsX//der//artQ//napA//yidD//preT//waaJ//holD//dnaA//ydcR//flgF//sugE//xapR//clpX//metE//pyrL//rtcR//yjgX//mlaC//yaaA//mtr//ybcC//thrL//rfe//lptE//xisE//ybjN//feaB//ybhG//bfr//puuR//fetB//phr//scpC//ycjQ//yjeH//moeB//rpsD//fumB//cusB//seqA//cof//lptG//ulaC//tas//qorA//hofP//acpH//hypD//srlR//grxD//wzyE//kdpA//nrfG//rutR//cysI//gcl//rrrD//mepS//tamB//ortT//amiC//macA//nanS//yjbE//rplW//yiaA//ptsN//nfi//cpsG//ytfP//acnA//tdcR//yrbG//napF//yiaA//recC//iraP//ymfK//ivbL//creC//nudG//
GO_0098656_7	mzrA//dicA//serS//yhdH//serC//oppD//nirB//trmB//gadC//cysZ//malQ//galT//pbpG//nlpI//apt//helD//ybcC//fiu//tadA//treF//nuoI//btuC//srlE//hdeD//ibaG//lpp//yphC//hybG//ansA//baeS//proX//ybbN//msrC//rpe//atpG//flgF//ftsB//panC//ffh//nanC//tyrS//fpr//waaZ//dgoK//dinB//dctR//ade//hicA//bsmA//symE//pdeF//yciV//yheT//yhbQ//pdxH//torY//cspC//dfp//ygfA//yjiQ//fucO//infB//glcE//ibpB//seqA//lacZ//chbB//purF//arfB//ybhI//yjcO//ttcA//djlC//brnQ//aroE//rsmH//eco//pyrD//ushA//ycaO//ybiA//rplW//gntT//xdhB//gpr//frwD//gloB//yjcE//glpG//gpmM//insI4//hyfF//arcA//wzzE//rhaS//yceK//yfjR//
GO_0098657_5	npr//lldP//prkB//rplB//flgJ//rpsN//phnO//murP//entH//galE//pheM//yeiE//rstB//araB//nanK//betT//glnP//cas2//gsiD//hisF//
GO_0098659_8	mrcA//mscM//
GO_0098660_7	gatD//gcvR//cdsA//opgB//rimO//nanT//wcaB//bhsA//rraA//malS//tktB//ogrK//ychH//ygfA//argP//uof//purL//zapA//prmA//glmU//dcuS//ydbD//potG//yjaZ//nuoN//yieK//rlmG//dinI//wcaB//ymgF//rutG//yaaU//gabD//thiQ//mdtL//astB//prpR//hda//glpD//hexR//rph//yobA//agaV//yedA//yfdS//rraB//ycjU//yddM//abpB//yphF//yagE//hslJ//srlA//rna//mutL//ydeT//uspB//cirA//ssuB//uhpA//lolA//paaF//pgpB//yfiC//leuE//puuR//soxR//citC//arfB//rfaG//ybhD//lacZ//hsrA//rlmL//nirD//aes//pnuC//
GO_0098661_8	rlmI//era//yiaU//frdB//nfo//hypF//insI-2//lpxP//ynhF//bioH//yjiQ//deoD//yhaV//pykF//idnK//yfdC//lapA//lepA//fdnI//
GO_0098662_8	rssB//yehD//ybhF//pspC//proS//clpX//yhbO//fklB//yoaA//yeaV//gcd//rutR//xylE//hcp//yjjI//kdgK//argB//folD//trpA//dnaN//cyaY//ompA//yobF//pgk//moaB//hisA//trkG//pdhR//hemB//kbaY//rplO//rsmJ//kbaY//yciH//ispU//shoB//cbtA//ibpB//frlA//srlB//fucA//skp//udk//serA//zitB//nudB//mdtP//moaA//rluB//rhaM//ydiO//rluF//napF//ubiI//panC//waaY//wcaB//lysS//priB//ubiA//mrr//
GO_0098670_7	xthA//
GO_0098704_7	pgpA//gadE//pmbA//proW//
GO_0098707_10	mhpA//
GO_0098708_8	citC//ldtB//ushA//bcsQ//
GO_0098710_7	lsrC//yjeI//
GO_0098711_9	yedX//
GO_0098713_8	prmA//rpsA//torS//ybeQ//
GO_0098719_9	cobU//
GO_0098732_6	nhaR//nanE//ybiH//glvC//
GO_0098739_6	yfiF//trpL//metH//nuoF//fepA//cysD//ihfA//insI1//dcm//yhdZ//oppA//yigL//pgpC//dppF//tdcD//yjgX//diaA//nrdI//
GO_0098771_7	hscB//folA//yjbF//dgcE//fliD//glvC//hpt//sgbE//udp//yieL//gspJ//tnaA//yfdR//artJ//pdhR//insI3//dtpA//tolA//yafE//torC//csgE//hycI//garD//hemE//insH-6//kdgK//hcaT//yqeF//kbaY//tmk//hcaR//gpp//uidR//ldtE//decR//cynX//
GO_0098776_7	entD//osmF//ldtE//hypD//mlaD//
GO_0098795_9	ggt//
GO_0098869_4	rhaM//argS//galE//pdxA//ispF//glsA//cysN//dnaC//acrB//ttdR//kefF//rsmH//pldB//dacB//lsrA//pldB//sdaA//metE//rlmG//clpP//tldD//yihP//
GO_0099046_5	intQ//opgC//
GO_0099116_10	nhaB//
GO_0099131_7	nac//
GO_0099132_7	treA//rusA//glyA//ghoS//kefC//recF//proX//srlA//glnL//frlR//xylB//mutH//hemH//rusA//mdtO//paaG//hybA//acpP//recA//murI//rapA//plsX//araB//
GO_0099133_8	nikE//yrdA//yagJ//aroF//rbsA//glmM//treR//ybjG//fucA//flgE//gntP//asnC//phnC//fur//fadM//yqgF//flgM//wzc//kdsA//pheT//
GO_0099587_7	elfA//mtlR//
GO_0101030_8	yieK//
GO_0104004_4	rhsD//fucP//argT//yfgJ//mntH//cptB//glyS//adhP//gadC//yggT//cusA//yaiW//ddlA//symE//yghO//mug//ssuD//dacC//lpxL//purB//ycaO//bamD//btuD//holE//
GO_0110017_7	ycgB//
GO_0110095_4	rhlE//flhD//
GO_0140115_6	garK//yjgX//gcl//ybcC//yfcS//
GO_1900190_5	rlmC//gadA//dinD//ubiB//mnmG//yihW//hisQ//citX//yjcE//ybaE//ydeO//hyaA//ybiA//
GO_1900191_6	nanT//dapD//ydjJ//queG//
GO_1900192_6	ybfE//mqsA//
GO_1900231_6	iraM//ybcJ//moaA//betT//aqpZ//
GO_1900232_7	btuF//cydD//cutA//
GO_1900233_7	dnaE//
GO_1900371_8	rclC//
GO_1900372_9	fadM//
GO_1900376_6	ycdY//ubiA//chbF//
GO_1900377_7	cca//
GO_1900378_7	motA//
GO_1900542_7	yfeO//
GO_1900543_8	ulaC//
GO_1900704_7	mscS//
GO_1900705_8	sfmD//
GO_1900725_7	lysS//
GO_1900727_8	wecB//
GO_1900749_6	mmuM//
GO_1900751_9	gltB//
GO_1900866_6	kdpB//
GO_1901068_8	yedP//yjjU//rihA//insI-2//yadI//yqgF//setA//rpoA//gor//ibsE//ybaK//
GO_1901069_9	narP//
GO_1901070_9	nrfG//nfuA//ybdR//argO//
GO_1901071_6	yibT//hdfR//sdhE//adeD//paaJ//
GO_1901072_7	rhoL//rpsT//clcB//mliC//
GO_1901135_4	glpD//speC//gsiC//murF//cutC//purA//rhaA//yeeL//kefG//proB//hipA//ihfB//ygfX//ydcO//fkpB//puuE//ilvC//ulaG//thiH//argB//iraP//zapC//rnt//pckA//ybaT//alkA//yagF//uxaA//proC//rplO//trmL//deoA//epmC//yjfP//cysS//torA//cpsG//topA//fadJ//bssR//tauC//tauC//ycfS//csdA//tauA//yaaJ//dapD//hemN//xylH//hyaA//yfhH//ftsY//yjjW//ftnB//bglA//yahO//codA//yidP//dsbA//hslV//yajO//murG//malK//phnC//ynjD//pgaB//ybhR//yfcP//fliL//paaD//ulaA//bfr//mtn//abgA//suhB//frwD//kefG//lapB//dppF//alr//fimH//tusA//murG//fadB//ymdB//yigL//ygeV//rpnD//ydfH//galT//rlmF//ynfE//glnK//nrfF//appY//nhaB//slyA//lgoT//pyrC//dapB//uidR//yehA//rzoR//aroP//ybdH//yejA//sapC//seqA//mnmA//accA//tktA//guaD//yqaB//metG//yfdG//cusF//frdB//ydfG//trxA//yedP//deoB//rraB//flhC//yehT//lldP//iaaA//rlmL//metR//oppB//pntA//idi//fdnI//mdtI//hisH//agaS//aroP//yadV//elaB//ftsA//rhaT//ynbB//ygfZ//sfsA//csgE//envZ//rpe//ycgB//miaA//focB//sfsA//rfaF//ulaG//mreB//recF//carB//ynfE//uspF//gyrA//ybbN//mutT//lysP//mtlA//hemA//betT//arfB//yejB//torR//purR//narJ//rapZ//rppH//entD//hlyE//araD//sodB//dnaG//yfbR//radD//ubiB//hisB//macA//trpD//rutB//nudG//rbsK//accD//tamA//hinT//hemH//wcaC//frvB//wza//rpsI//pitA//waaZ//ycaO//paaK//truC//recR//asr//trpA//yiaA//ttdB//atpD//thiM//katG//mltB//glyA//ghoS//fliZ//dnaQ//artJ//yggF//mhpR//pck//uvrY//tatA//pepN//bhsA//insI-2//pfkB//xisE//rffH//gsiA//ymjB//tolC//cutC//nrdG//yidR//ybiV//bepA//dut//fdoG//rhtA//prpR//adeP//fimE//nanT//rplO//hyaB//bcr//entS//mltB//paaK//glgA//fsr//dmlR//uhpT//prpD//dut//cusC//entH//nuoE//glnP//osmC//lhr//uraA//ybjL//abpB//yddA//hisC//nadD//argO//fes//agaA//otsB//mhpB//metH//
GO_1901136_5	ftnB//rffC//yeiG//glnP//dapF//thiQ//glsA//araE//panF//cpoB//dctR//maeA//rnhA//treB//arnF//ttdB//ygeX//lpoB//nuoF//gcvA//ybeF//sdaC//torY//rpmG//ymfA//sdhC//rfbD//dppC//yfjR//dppA//cusR//yhcF//ubiE//uup//gltK//cysG//rcnR//ybjL//fumC//nuoI//caiB//perR//zapE//ushA//ampD//minC//mazF//yehC//gcvP//yehT//mug//era//
