#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	bdcR//ssb//gcvP//gnsB//
GO_0043043_6	dppF//satP//paaJ//ppk//ycgR//valS//ybcL//skp//ygdG//yfeD//rlmB//brnQ//iscU//bcr//nirB//sufB//glpF//ynjA//mlaC//baeS//rffH//skp//wecB//rutB//gadC//def//aroH//rsmA//dhaR//apaH//prmC//yhaO//cho//pgaA//roxA//yedL//rlmE//baeS//dppB//torC//yceK//hyaA//rof//nrfF//ompT//lptF//secM//aceK//ispF//dauA//wcaJ//frlB//etk//torC//treC//yrdA//pheT//mgtL//nrdB//yghB//gltX//
GO_0043067_6	rfaC//
GO_0043085_5	cspD//yggF//mlc//mreD//nemA//epmB//rutA//yfjR//yhjD//accB//ydcZ//yibH//amtB//ydbK//manA//mscM//fdx//tehA//dnaG//yfdS//fmt//opgE//yciV//
GO_0043086_5	znuA//accB//lplA//iscA//moaC//yqhC//ulaA//ldhA//bipA//yjjB//galM//ycjU//zupT//trmA//treB//fsr//alsC//mlaE//exbB//uhpC//kdsB//mntR//rimP//yedX//lysU//apt//
GO_0043087_6	clpX//emrD//rrrD//aroE//
GO_0043090_7	envZ//insB-2//aidB//ymgC//glnA//yehU//pphB//gntK//wzb//codB//
GO_0043093_3	insE-1//rhaM//gspF//sseA//secY//nadK//argK//ybiA//yfhM//alaE//oppB//yahK//ompN//ompG//ptrA//argE//citE//
GO_0043094_4	queA//yiaM//tolA//dosP//yoeB//paaG//sfsA//mukB//arsC//tolA//yddM//gatD//mppA//tdcB//lpxK//recR//clcB//tamA//deoB//emrK//hiuH//ybhG//
GO_0043096_6	treR//leuE//evgA//
GO_0043097_6	priC//yneL//ihfA//frlR//
GO_0043099_7	argR//
GO_0043100_6	yqcG//
GO_0043101_5	dgoK//prmA//ygjR//yieL//
GO_0043102_5	ymdB//surA//solA//cirA//
GO_0043103_7	astB//
GO_0043111_7	yrdA//
GO_0043137_6	cdd//fic//
GO_0043150_8	kduI//
GO_0043157_6	rclR//
GO_0043164_6	trpGD//zapA//cpdA//radA//ilvA//rplS//chaA//feaB//
GO_0043165_6	rfaQ//pgm//rnpA//cmk//menI//relB//ftnB//narW//yiaF//ilvN//
GO_0043170_4	clcA//nfuA//rplN//lptA//yfiC//agaS//ybcL//mutM//yfgJ//yfcG//rplI//ybjG//ybiH//puuB//ftsZ//yagG//rapA//moaE//dinB//waaL//treF//ybdO//recC//frlB//tdk//nimR//ygeX//waaB//agaC//speF//yhbS//prmC//nadA//yaaY//agaC//phnL//udp//yrfG//galU//mobA//lpxK//ribB//fre//clsA//proV//frvA//gfcE//phoP//bipA//msbA//pspG//ydiF//ansB//ftsW//pdeD//dsdX//lysU//ibsC//cptB//rpiA//cpsG//sthA//yehC//accD//dhaL//tehB//rzpR//hcaB//gcl//tktA//ydcP//dxs//mscS//tap//entC//rimJ//gyrB//cueR//yieL//mprA//setB//mdlB//fnr//rsmJ//rbsK//amtB//gltB//fieF//ybeY//pspC//yecS//ppsR//truA//dppD//nadC//potF//asd//yigB//cspC//rplR//adeD//frdD//hybA//rfbC//ybiT//hisG//yagG//pdxJ//cpsG//ymgA//wrbA//ycdX//citG//yfiR//waaP//elfG//dnaT//sspA//malX//cdsA//osmY//rpmF//pntB//guaA//ybdG//yaaJ//folD//lipA//yeaG//yajL//gph//acrR//dinB//insI3//perR//yaiV//yhiM//fadH//cysD//yeeA//fepA//gsiD//yqiH//yeaK//gcd//rtcB//dmsC//hemF//yijO//kefG//sucB//hyfA//yccX//metI//frlB//ptsN//fimB//rfaG//ushA//fkpA//rzoR//rpoS//tig//tsx//mhpT//ynfL//cspC//glgS//yaaA//hisM//yohC//umuC//zapA//gpmM//ibsD//lpxB//metR//gnd//purD//yadI//kduI//plsX//ydiP//cas2//ynaE//nadD//hdfR//avtA//aslB//proS//upp//hemC//sufD//fimZ//hisM//cedA//wbbK//yfeX//metR//rluD//pbpC//hflX//ybdZ//ybiY//ygfA//gsiC//yghW//ribD//ascF//tyrS//maoP//ftsY//yebK//malQ//hcaB//dgcQ//eco//lptC//purL//treR//borD//marA//rzpR//kdgK//yagE//ugpA//rpmH//trpA//argS//narW//dcyD//pbpG//pspC//preA//atoB//fimF//prpB//yobA//rbsD//prmC//dapA//sgcX//actP//sodB//rapZ//glgX//mdtN//patZ//queA//ydgA//melR//coaD//fepA//feaR//yahO//yjgX//rbn//dtpD//mdlA//lpxH//eptB//yphB//potC//rdgC//dnaN//rnt//yjiX//bioD1//carA//cueR//rluF//hisM//rlmL//mrr//yjcO//htpX//mtnN//obgE//eamB//casA//pabC//luxS//ribE//clsB//gor//glpA//qorA//mlaC//garR//nuoI//yadI//alkA//abgT//yhjR//hycH//rlmJ//ytfQ//yagU//fabB//mutM//yibA//yfbS//rne//nagE//gatD//ydcZ//fruA//thrB//rraB//tusB//phnL//nrdI//ldtA//malQ//gph//hemD//ybeY//mglA//aceA//lpxD//rpiB//serB//aroP//sgcB//rlmC//xerD//aer//bcsA//tolR//ftsZ//fabI//nanT//ybhG//baeR//nrfB//hflK//agaV//yciV//flgB//yidP//dacC//mfd//spy//lpxH//setC//mzrA//ubiB//nmpC//uraA//yddL//malX//hcaE//ribA//dtpB//shiA//ytfE//acrB//zitB//yihW//yhbX//ydaC//ytfT//guaD//raiA//hxpA//mdtC//uvrD//mmuP//selB//abpA//murC//gapA//yeeY//tdcC//kdsD//mutH//chbB//tusB//galT//fucO//dgoD//rluD//fadD//gabT//yneL//ascB//trpC//ycdY//metN//btuD//nfuA//rplX//fliK//grpE//hofP//yiiM//glpF//birA//ydiB//hinT//sfmC//tktB//ushA//dgcF//mltC//scpB//thyA//htpG//ykgM//tcyP//mdoD//yidA//hisF//kduD//chiP//hflC//cyoD//narK//yfaE//prmB//bioA//ydcO//argK//hscC//emrD//ybjC//flgF//rph//rppH//sbcD//lepA//cytR//tgt//murJ//mtgA//moeA//insH-6//asmA//puuR//insB-2//ppk//yggF//rbsA//osmC//pth//yeiE//insK//elaB//setA//cmoA//tsaD//caiB//fadI//rutC//lptC//mdtK//symE//flhC//crfC//trpR//cobS//mscL//lsrB//holA//ygiN//rzoR//sdhA//lrhA//miaA//rhaB//aroP//prpR//yadK//cysM//trpC//ygjH//paaJ//poxB//fcl//ispB//ftsX//eptB//hdhA//speC//uvrA//yojI//ftsI//yqaA//blc//yagJ//ypdA//araD//recG//tus//ytfQ//recE//glmM//yjjU//ybdN//acrZ//yqcC//rlmB//acrE//wzzB//yiiE//glcF//ddpA//wecA//ybeF//nepI//yjhC//smpB//rrrD//iraD//mutH//iraP//ydgA//rclR//queE//yfiC//rhaA//acrE//lpxB//intE//atpF//yahK//frlC//yiaO//eco//torD//purU//ycfS//zraR//cydA//hscA//rnt//pphB//dgcJ//sapB//tar//potG//glgS//oppC//deoA//malP//yhgF//phnM//yqeG//btuC//ygiV//baeS//coaE//lolC//yfjV//flgG//yfgJ//mlaC//rplK//pyrB//sapD//arfA//pepQ//phr//frr//dhaR//yidK//paaG//pal//nikB//ilvB//glsB//mngB//ygcW//lldD//nemR//iscX//bolA//yihX//yaaJ//phnL//dnaX//ykfM//ftsN//tcyN//csgB//ydfK//prmC//ygiV//mraY//hda//tbpA//yhfS//dicB//glvC//livH//pdxH//phoE//aceA//cpxR//fliK//elfD//btuC//mtlR//deoC//tdcB//cbrA//yihL//fadK//fes//ralR//dsdC//dacD//yahB//yjiQ//dnaK//sufE//yqjA//dgcZ//ftsY//xapB//flgA//rffG//pyrF//cydD//yibT//frdD//rpsA//fadH//xapA//malQ//ldrA//iclR//torC//truD//hlyE//mutY//abgR//cpdA//kefG//yafC//rplF//sixA//rlmN//prfB//yciV//pgaB//ybjN//xylA//rimL//prkB//nuoF//eptA//dnaA//tisB//idnO//adhP//lacY//lsrC//deoC//rlmE//nrdI//grcA//leuA//gcvA//flgH//ahr//tamA//rimJ//dadA//torZ//mgrB//yhjB//uspG//proS//pdxA//ydcO//kdsA//atoC//yjhP//sspB//efeO//hemD//ilvM//dnaE//hsdM//aaeA//allR//guaB//rfaF//bglB//rfaD//agaB//bdm//ydhQ//yciK//xseA//lptE//hipB//rzoR//murC//clsB//lnt//envR//tolQ//fadM//yoaA//mlaC//bglB//norW//dnaG//ilvM//codA//copA//fabI//yaaY//gntU//ompR//tcyJ//greA//hldE//soxS//ftsK//yjaZ//yjcS//frvB//rpmG//hypF//cyoA//lpxK//narI//gadB//mhpA//tsx//metE//phnO//tnaB//yfdK//hypC//tcyL//betI//nuoE//nanK//argD//uidA//ompR//pntB//maoP//argD//frmR//sfmH//dsdC//ybaE//panZ//cobB//nlpI//rbsA//fumC//ggt//mazG//ubiX//recX//rhaM//lptA//yigB//ulaG//cyaA//gyrA//yfaV//lpxM//astC//pfkA//fetB//yfcQ//tus//gshB//mlaF//rpmH//ybfA//idi//ybhR//araG//rpsS//hcp//dtpD//hyaA//ybcL//ldrB//menH//rluF//mppA//bglX//yggN//gapC//pepT//gpt//aslB//sspB//bdcA//cdd//ybjN//dppD//uspF//secE//ynbD//mdtP//nrdG//mrdB//amiA//wzzB//modB//dacD//yfeW//cbpM//lldD//preT//phoU//yghW//yafE//tas//pdeL//yddA//paaG//gltS//diaA//hisS//gadX//torA//rppH//
GO_0043171_5	yddA//rimJ//polB//torD//hipA//gyrA//lamB//mscS//umuD//
GO_0043173_5	thrS//paoC//nrdG//cysW//preA//tcyL//elfC//yjfP//
GO_0043174_5	tdcR//exbD//sgbH//katG//ybaE//ygfZ//
GO_0043200_5	nuoG//rimJ//msrA//rep//rplP//yciF//lysC//yacG//
GO_0043201_6	thiE//
GO_0043207_4	yiaA//dsbD//ompL//slyD//nsrR//ybaL//corA//speD//cobC//nrfC//betI//fadR//solA//rbsR//
GO_0043213_7	chbF//glnQ//clpS//speA//exuT//secF//psd//yiaL//
GO_0043242_7	selB//hisA//yajQ//
GO_0043243_7	bdm//
GO_0043244_6	ytfP//tdcR//tusE//murG//thrS//frlC//yeeJ//lysC//truB//pgrR//tldD//narI//rlmB//frmA//bssS//yhjA//crfC//yajO//mdoD//katE//
GO_0043254_5	fdnH//gnd//ilvH//moeA//pabA//fadA//rpsE//mtlA//murC//yghG//mazF//gmhB//prpB//kefG//ada//yejB//aroL//bepA//envY//dgoR//nrfB//adhE//nlpD//rutR//hpf//
GO_0043255_6	hybD//sdiA//tesB//
GO_0043269_6	scpC//degQ//livK//ptsG//mtfA//waaP//yifB//
GO_0043270_6	elfA//potE//
GO_0043271_6	spoT//
GO_0043335_3	lepA//rhmD//ruvA//ycbU//
GO_0043392_6	argE//
GO_0043393_5	ygeR//
GO_0043412_5	ibpB//crl//clpX//yciT//tatA//lpxL//prmB//ynbB//cobS//ulaD//fadK//yjhB//aceK//pspF//sfmH//ung//katG//yaaU//lptE//gcl//fryA//ortT//frdD//cpsG//ghrB//mdtN//ccmC//tomB//udk//nrdF//iraM//ais//mfd//pspF//pdhR//acpT//tynA//umuC//cysD//gadE//betA//nanT//dxr//oxc//gpmM//ppsA//nrfG//ydcR//cspI//aslB//ibsB//zapC//cysD//glgX//envR//cdsA//mazF//pbpC//torZ//yjbG//sgcX//nikC//wzzB//upp//narY//arnA//soxR//yidK//arfB//rlmC//gstB//etk//agaD//yraJ//abgT//yibT//pdxJ//tsf//queA//nanT//pnp//ribD//cvrA//carA//tgt//rssB//pdxH//ldrA//waaB//hypC//yfaU//shoB//etk//cbrC//ypdI//ibaG//eptA//murG//murE//narI//dkgB//ygaH//gshA//secA//cysE//frdD//agaW//manZ//sulA//gcvH//qseC//glnK//bioB//yciA//ilvC//alaS//yjiR//gatZ//betI//mpaA//ydiR//sufS//yibH//waaJ//rpe//nagB//yddM//ynfL//phnC//ompL//ada//glmS//ydfD//hslJ//wecE//speB//yagI//clpA//yiiE//pheM//aroC//hslJ//uraA//cusB//leuS//srkA//ybiY//ubiF//rutE//cusC//rph//hemA//narG//ompW//hcaC//phnO//sgbU//kbp//yqeG//yebG//uhpA//yjeI//insB-2//yaaA//insA-2//ftsX//hokE//ftsI//phoB//baeR//potD//galM//sodA//lacZ//yhaV//rzpR//tolR//garD//rsmA//clcA//ycjP//rplT//uvrC//rfaD//tyrR//gspI//yqjA//insA-2//cheY//yjhI//cycA//ptsN//luxS//yjjX//rpsM//alsB//lolE//manZ//norR//sdhE//sfmD//yrdA//insB-2//gsiA//ariR//agaD//trkG//afuC//yjeH//leuS//chpS//yciV//ribD//phnP//dsbC//arcB//torS//aroL//asnC//cueO//pgaD//fadE//dgcT//lptF//rpsO//srlE//argC//yfjR//menE//uidR//yohD//tatE//
GO_0043413_4	menB//
GO_0043414_4	miaA//pdeL//yebZ//aroD//gsiD//sfsB//yfjR//upp//bamA//kbaY//yadV//ybdH//pnp//skp//rimP//nrfB//gatD//trmB//tsaB//xapA//pheT//mppA//leuD//perR//gsiC//cstA//gmd//ybdO//yoeB//hyfA//ubiE//ispF//ycjY//rplN//yeaD//cvpA//fimE//cadC//lptA//osmC//tsf//nsrR//yagG//gltS//polB//betA//fumB//paaK//chpS//yfaL//fdx//metQ//
GO_0043433_5	hrsA//waaF//yfcQ//ligB//allD//yjjI//
GO_0043436_5	gnsB//ybgP//nac//pdhR//sgcR//cmoM//acrF//arsR//clsA//galF//bluF//fimE//puuP//phoR//yidP//paaD//rpsR//uspC//mlaD//rcnR//holC//opgD//argE//rutF//araD//frc//dacD//groS//ynfH//slyA//bcsQ//aroF//malQ//cspD//ydcS//tsaB//rhlE//cedA//yigL//modC//gstB//hybD//yoaA//mdtI//dcp//sapA//yehX//pgsA//rseB//pgpB//opgG//yadN//aas//trmJ//lasT//dtpA//csgG//sbcB//bfr//feaB//lysA//dhaR//bglJ//nrfB//ulaE//miaB//fes//hxpB//yfiC//syd//miaA//recQ//rseC//pepD//glk//frwD//ftsL//xylG//nmpC//qseC//mlaD//dtpA//gmd//fdnI//obgE//lgoR//suhB//ydhJ//actP//galU//leuD//murB//msrC//narZ//hycB//gsiB//rssB//aslB//yahD//yfeW//mnmC//ogrK//cdh//hyfF//gshB//ghrB//atpE//ssuE//fixB//maa//cheR//dsbA//fadD//xylR//idnO//ybiT//rhoL//tonB//pheM//prfA//abpA//menI//yhgH//ftsB//emrD//patD//cysN//fimZ//opgB//rmf//pyrG//gshB//rlmE//frwB//tyrA//priC//torC//waaZ//glxK//yhaJ//uup//tmcA//rfaD//ugpB//arfB//truA//tufB//pcm//pspC//hisQ//yaiV//rhmR//ypdI//yjjI//rclR//infB//appC//bglB//cpdA//cspA//yagG//nuoF//hyaD//sanA//pdeF//secB//dsbD//ldcC//yjiR//ybjI//gltK//phnC//rho//ybgI//ybdN//chbF//rpmH//yibH//fetA//pinQ//yihP//yjjU//yqaA//yajR//yihX//yafS//ilvH//ynbC//yedP//tsgA//minD//purR//elaD//torI//waaP//rlpA//dapF//rimK//yjbE//fiu//mcrB//sad//narL//fliT//fhuF//rlmA//tsaD//yfaU//dapA//modA//fkpA//hdeD//eamB//hisH//emrK//araA//glpG//glvC//pbpC//yagJ//ruvB//spoT//lptG//nadK//oxc//glk//ade//ydiO//ddpA//hupA//yjfP//cyoB//sfmC//ypdB//cptB//potB//ecpR//borD//rppH//ydfD//arnF//leuC//ilvN//recE//msrQ//zraS//proS//lipA//fau//yehB//cmoA//yihV//mdoD//ldrD//yafE//prc//kdsC//rpsN//speD//ygjR//uhpA//tcdA//alsC//ygbM//xdhB//cspI//yejB//hslR//yjhP//nfi//ycfH//yjiM//zapE//yfaL//tolC//metK//osmC//cyoB//dicC//accB//wzc//ycjR//maoP//zitB//ldcC//yggE//hemC//ghxQ//ycjD//yabI//sdiA//yfcF//cmtB//ynbC//tgt//gor//cas1//msrA//gpr//pgk//ygiS//yhgH//uvrY//recN//tsaC//aldB//mglB//msrC//amiA//yihI//gadX//yidC//lapB//arcA//cysA//phnG//lpxD//lysS//nrfF//uhpT//yhfK//casC//rutR//thrA//ttdT//gppA//sucC//phnL//malG//dusC//asd//pdhR//yhdW//dnaN//lpxL//phnM//sixA//rutC//hmp//purB//rlmC//entE//rph//nikR//waaL//zipA//ubiB//folP//rsmE//fdx//ssb//gntT//rplF//gntT//dinI//rpsO//ulaA//ghxQ//thrL//tcyN//rnlB//mltA//melR//gcvT//ybiX//garR//fhuB//yhcH//lysP//basR//hybA//fumB//folE//nrfE//fbp//yhaV//amyA//kch//waaQ//ydcP//paaE//rfaF//ypdA//yeiE//cusA//rimM//lpxT//pheM//tap//hscB//araH//moaD//hdhA//artQ//cheR//murQ//rhaM//yidP//kdpE//yahF//crl//malE//rnc//wcaJ//tatE//bglB//ssuD//moaB//hyi//bioD//dapA//leuC//tpiA//dmsC//frdC//eno//glrR//melA//trpC//cpxP//csiR//mdtK//fadA//tatD//uvrB//rhtB//arsC//mnmE//ybhD//artP//hisP//arcB//msbA//rho//polA//dld//yraJ//metC//wecA//ybeF//yehY//cheB//yaiP//yhbY//rcsD//yoeE//wecE//cyaY//
GO_0043438_6	znuC//
GO_0043442_6	citE//
GO_0043455_5	lacI//rsmI//yjbG//secD//
GO_0043456_6	agaI//
GO_0043462_6	yqaB//wzyE//dcuB//aas//argI//rbfA//
GO_0043467_6	clpX//pgl//
GO_0043470_6	agaI//rpmH//afuC//yagG//
GO_0043471_6	thiQ//paaC//wrbA//
GO_0043484_7	hicA//
GO_0043487_4	rplC//pstB//livH//mdtA//asmA//paaA//
GO_0043488_5	coaE//yhiM//hybF//nmpC//pflB//
GO_0043489_5	moaB//
GO_0043543_7	yhdW//treB//ulaA//insF-1//rpmB//nagK//acpH//udk//alaE//hisF//mdlA//treR//ybfE//
GO_0043545_5	feoA//cedA//gstB//mglC//ygcR//glgA//rng//znuA//yieK//mdoD//gutQ//
GO_0043547_7	cobT//sucA//mltA//
GO_0043549_6	nusA//ybbN//
GO_0043555_5	ybbN//alkA//
GO_0043562_6	pinQ//rfbC//
GO_0043570_6	ibsC//yghB//bolA//
GO_0043571_7	kdsB//narX//lsrR//
GO_0043603_5	lnt//rluE//selB//yjbG//rrrQ//folD//mngB//cspG//yiaM//pdxY//lacI//dctA//rlmC//yihT//glgC//cysG//ftsW//ccmA//narX//rdgC//cobB//syd//wzb//yeeA//ydfK//sodB//edd//yqhC//bioC//groL//galF//rpsP//mfd//citX//paaK//amyA//eutR//ycbB//pagP//hxpB//mltC//nhaB//yebC//sucB//cysQ//ydaN//phoR//yigL//gadX//yneJ//fliD//apt//hybB//lolB//ygbM//yneE//astC//obgE//yehT//ycfL//lacI//btuF//trg//thiH//yhbQ//symE//ldhA//thiP//uhpC//wcaB//cysG//pspA//ptsI//frwD//yfeD//cysB//aphA//acrE//pnuC//casE//slt//entH//sucB//btuR//ompG//uxuB//yfdC//argC//thyA//nupG//dusB//iap//dcd//amiA//mrcA//kbp//ugpA//ybdH//dps//trpGD//tusB//mrp//ahr//umuC//lpxL//tsgA//hybB//hemF//pykF//yfgI//rffH//agaW//yjfF//yqiI//gnd//sgbH//envR//trmI//ftsY//mqsR//phnK//ymfK//yibF//tdcA//pfkB//ynbB//ynfK//
GO_0043604_6	ycbU//narG//ybcQ//trmB//hflD//ymfK//ycjR//hsdR//galT//hdeB//fepD//dhaL//moeA//sdaB//sspA//ftsI//yjiR//murP//maa//gcl//rhaM//yohD//copA//ydhC//allS//mutL//djlC//rutD//slyD//sgbH//fumC//clpB//recF//ybiS//asnC//dgoD//garP//dfp//tatA//yiaJ//nagE//leuS//amiD//gutM//ubiI//menA//dapA//ibpA//zapE//degP//cysE//dppB//yneJ//ftsW//ftp//ycbX//dhaR//yijO//seqA//fumC//mntH//hcaE//mutS//uvrA//araA//frvR//ybiH//afuB//dtpB//secG//yehA//ycjY//ycdX//asnC//nikC//uof//yciK//bfr//mutM//acrD//cas1//argE//dsbB//yidR//cysW//hicA//recC//yebK//cspA//yggN//metN//cydC//sbp//kdgK//rplR//dgoR//ybiO//yibF//trpR//
GO_0043605_6	hdeD//nagB//uidC//eutN//fabD//
GO_0043610_4	focA//
GO_0043624_6	yfdS//metF//cdd//kduD//sohB//priA//opgB//
GO_0043628_9	rsmF//rsmD//yejA//
GO_0043631_7	casC//fabG//
GO_0043647_5	ycaN//garP//
GO_0043648_7	msrP//ybhS//grxD//ycgV//katE//argP//rstB//nth//dinB//yieE//yneE//yibA//cysI//yggN//ymgA//frwB//idnD//lplT//tcyL//elaD//hycI//wecE//yggE//dapB//tgt//sgbH//bluR//fdnG//sdaA//dhaM//lrp//aceB//pitA//acrF//rpnA//tisB//bioD2//leuE//cysH//nfuA//mtn//mdtG//yciV//radD//uxuB//ytfT//mltC//tusB//tolC//fetB//yedF//ccmG//yrbG//mioC//cutC//hcaR//purF//argP//argI//glsB//prmA//exbB//yciT//ygaH//oppC//rutD//cueR//ilvL//ribE//glnB//ldtC//hemB//iaaA//tolB//
GO_0043649_7	rlmM//skp//yqhD//phnH//rfbC//nepI//hypT//yfcU//clpX//hprR//ygeV//
GO_0043650_7	yidH//yhbY//pheS//narH//yohD//gcd//sthA//gltI//wcaB//yiaO//pyrD//ybiO//ybhF//carB//rpiA//mgtA//nanA//argF//thiL//queC//ynbD//ygfI//yagJ//arsB//uup//yghG//elbB//
GO_0043686_7	yahI//
GO_0043687_7	lysP//ydeO//minE//yggW//lpxK//pheT//exbB//
GO_0043708_5	cysI//ygbN//mcrB//ubiB//chbR//parC//ybiT//dnaB//menC//mgtL//yeeO//higA//glcD//higA//ygiV//
GO_0043709_6	potH//intQ//rpnD//cspD//ettA//ralR//rpsP//tmk//carA//
GO_0043711_5	wcaB//hypB//hda//nanR//pstB//aaeR//ybhS//ptrA//yfeO//xerC//cyoE//manX//pntB//yodD//murI//tsaD//gabP//higA//speF//qorA//yjjW//
GO_0043900_4	yjhC//rhaD//mdoG//dsbC//patA//cysB//livK//kdpF//hypC//cdaR//mngA//sfsB//prs//
GO_0043901_5	ndh//sodA//malX//bcsQ//
GO_0043902_5	pdhR//yedX//
GO_0043933_4	ftnA//lit//tsgA//dacC//gloB//malS//phnO//dinG//lysU//sapF//argA//panD//ydeM//cas1//yqcC//hda//dicC//yjeI//yraR//rsmE//zitB//dcuD//flgG//lacZ//narP//vsr//fucO//ygeA//xisE//wecA//fucI//ssuC//flhA//ghoT//frc//kdsB//yghW//fruA//panF//tehB//fimA//eptA//copA//cspE//hemF//torS//alr//cyoE//ugpE//ruvB//hicB//phnJ//rayT//bioB//nrfC//trmO//ygfZ//rdgB//ddlA//ftsP//lldP//lsrA//yadV//yadV//malE//yieE//yadC//grxD//gltS//dacB//cytR//entE//rluC//ynjA//ilvH//menA//gatA//ulaC//zapD//ydjM//ynfL//hypF//tsaE//upp//elaD//ybiJ//fabH//oppA//secB//ybhJ//cynX//ldrB//sodA//envR//puuB//dtpB//pgm//yidA//cpsG//tdcB//
GO_0043952_7	iscU//mhpT//udk//preA//trpL//
GO_0043953_7	secG//fryB//putP//elaD//
GO_0044003_5	kbp//mntS//tolA//rrrQ//
GO_0044004_6	nikB//yfbR//csdA//uspB//
GO_0044010_5	rpiB//pnp//plsC//fcl//trpE//srlR//gapC//tdcF//dmsB//appB//xapA//cmoM//ynbB//guaC//mepM//glyA//recE//yjeI//cdgI//yjiR//napC//yhjX//elfD//fadE//lplA//mrcB//livF//greB//gcvT//nfuA//
GO_0044011_4	nagK//nadE//cutA//bepA//ybbW//tadA//ygaH//nadE//
GO_0044036_5	yidQ//hdfR//ybjG//ykgM//torY//agaI//gapC//ftsZ//csiD//nemA//ldrB//appA//yibT//intE//eno//trxA//yibT//hycA//pitA//cho//yrfG//ompT//hdeD//dauA//talB//rnhA//lsrR//frmA//ibsD//helD//rbfA//frmB//yhgH//cheW//yfcG//hybC//waaP//lldD//uup//yhjR//nrdA//ybbW//speC//nrfF//btuB//ansA//ycfS//
GO_0044038_6	yqiJ//hmp//dinG//cysM//ydeI//rpoE//yjaZ//minC//yfgI//aroB//umuD//gapA//yagI//casE//aas//ygaZ//pepT//cmtB//gspJ//casC//fumC//creB//chbB//ygbM//mcbA//lolB//hupB//sspA//fbp//polB//macA//yidC//csgG//frlR//allD//rssB//nrdG//curA//yfeX//argF//asnA//narX//blc//
GO_0044042_6	glnS//grpE//ytfT//yeeA//crcB//kgtP//pfkB//xylE//mcrA//yaiV//sseA//rutR//cvrA//rffH//ydbD//tldD//yihP//yddL//dauA//ispB//glcB//
GO_0044070_7	moaA//dctA//hybD//aroA//
GO_0044085_3	waaA//cyoB//grcA//folE//rplC//argP//ykfM//nrfE//ilvB//waaB//ubiG//ompC//ycjW//slyA//yhcH//yoeB//proV//abpB//yidL//
GO_0044087_4	pal//metF//tnaA//rfbB//artQ//chpB//yedA//gatD//yahK//tatD//hisP//dacA//yneL//gshA//dgcZ//aroA//yidZ//ribF//tdcG//dinB//clsC//bdcR//trxA//lptE//agaA//rmf//yjjI//cysU//sgcX//yjjG//hycB//yhbQ//rhaD//nupX//
GO_0044089_5	uxaA//fruK//amyA//thiC//ygjR//lpxL//paaC//priA//rbsD//yjcO//potA//erpA//ydaC//
GO_0044092_4	leuO//slt//metB//glcF//ada//napC//macA//ais//sufD//nrdH//kgtP//cnu//spy//bfr//atpA//sseA//menD//yqeA//dicA//yhbS//preT//fimI//hlyE//hyaB//hybC//narP//bioB//xerC//motA//leuO//wzyE//ldcC//topAI//lyxK//creB//yejE//
GO_0044093_4	rlmN//yhgF//rlmL//ompW//thiP//ybdG//fdnG//fdhD//lpxP//mukB//yoeE//eutK//recB//otsA//ycfL//gpr//valS//bioB//menC//pgpB//smrA//ftsK//yhfS//plsX//araH//hcaC//betA//
GO_0044106_5	murB//idnK//fimF//yhcF//ydiZ//mdtP//iaaA//dsdA//sufS//yafE//rbsB//puuD//fadI//yfeO//mepA//allC//lsrA//cyoB//aroP//abgR//priB//aaeA//pdeH//kdsD//hdeB//trkH//kdgT//
GO_0044179_5	ytfE//
GO_0044208_7	uxaB//
