#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hyfC//crp//rplA//lysP//
GO_0034220_6	obgE//mltD//hypE//glsA//pabB//rpsQ//zapC//pgm//secD//fimC//gadB//zupT//yhhZ//lipA//entS//murJ//tauD//bepA//intA//modC//hscC//yjbG//ycgR//ydjJ//hybG//fucA//narU//btuD//ggt//acrD//hisG//tktA//rfbD//cusB//trmB//thiC//rplA//tatA//moeA//macB//rfaC//rlpA//ilvL//fimH//tolA//comR//tolQ//yidH//ycfJ//ycaN//eptC//tatB//astB//nemA//folP//ribF//ibsB//dctR//flgJ//plaP//rpsT//rspB//rne//uidA//metG//nikR//lplT//tilS//proA//entF//rplX//yahB//rutA//ppk//lpoB//rhaA//rlpA//prpC//mscM//lpxT//fimA//cvrA//ybgQ//mtfA//aroG//dcuD//add//frvR//waaH//hemD//gudD//dnaQ//rtcB//sfsB//umpG//rhaD//smrA//allD//arfB//yiaU//ygeW//rffT//dxr//zraR//tonB//osmY//ispG//chiP//gmk//artJ//argP//glnQ//argA//cueR//mpaA//xseA//thrB//ptsH//puuC//rhtC//treA//dmlA//sdiA//gudX//lgoT//yidP//epd//menI//iscA//citX//trpD//yhcF//pphA//hldE//gntK//uidA//pdxJ//treA//yajO//argE//ibpA//rpsA//fucK//fadE//dinI//tyrS//pcm//ynfH//waaY//rpsJ//rsmD//udk//sppA//rhsD//murC//menC//edd//ynfE//ampH//sfsB//ttdR//fadA//yehZ//ydcT//iscS//sdaC//pdhR//manZ//ivy//mutS//elaD//recT//cbl//moaC//dnaE//
GO_0034224_6	yqaB//sbp//
GO_0034227_8	sdhA//umpH//ecpR//cutA//csgD//gabP//evgS//lpoB//
GO_0034248_6	hisD//ilvL//yjiY//oppD//ybjN//ybjX//adeQ//mlaF//qseC//nepI//rluA//nuoL//rbsB//deoD//rlmI//ydjM//lspA//atoS//queD//fecC//uvrA//uhpC//murR//ffh//purU//recT//rcdA//dld//aroB//ydhC//mrr//deoC//gatD//gatC//folD//tsaC//sgcE//fimC//rimO//fabR//rnc//
GO_0034249_7	dfp//leuC//yhjB//bisC//recC//fabD//rpsM//yahI//yhdZ//fis//cynX//mlaF//mreC//astC//ygiV//lysU//ybiS//phnJ//coaA//ybaK//yfbS//ybiI//yieL//setB//gadW//
GO_0034250_7	ccmC//stpA//serB//tag//yieE//tamA//hypD//
GO_0034258_8	yhbQ//
GO_0034260_5	gabD//
GO_0034285_6	argB//
GO_0034286_7	ybjN//
GO_0034288_6	uxaB//
GO_0034289_7	tdcE//
GO_0034308_5	arfA//ubiA//dhaR//hscC//tmk//bioD2//yidK//purN//rlmH//nagD//malS//
GO_0034309_6	yggT//proC//yidR//
GO_0034310_6	tqsA//nikD//insH-6//clpX//ribC//yagG//
GO_0034311_6	nagZ//yijO//lpxM//
GO_0034312_7	fliA//galT//
GO_0034313_7	mnmC//
GO_0034337_3	hdeA//gatD//
GO_0034355_7	yiaM//glpK//atpD//groL//
GO_0034401_5	prs//
GO_0034404_5	maa//exuT//trmD//elfA//sgbE//xylA//abpA//cobT//malY//secF//cheW//yjfP//tsr//yafC//ycjW//ldtB//patZ//endA//mzrA//insE-1//yagI//ulaE//gudD//hpf//recA//greA//rcsB//intF//nanR//ybiS//coaD//dam//soxS//mutM//ttdR//udk//ddpA//decR//sdaC//yihX//fadR//insI-2//yciF//rihA//yfcP//murC//glpD//ybiJ//wzc//wrbA//
GO_0034414_9	mocA//
GO_0034421_8	yjiR//
GO_0034440_4	agaW//dsbB//tolQ//pykF//uhpA//dnaX//yjhH//rna//fadA//tauD//yggT//map//nadE//fdhF//groL//groS//yciT//alkB//livJ//yneE//
GO_0034470_8	ycfS//narH//corA//hybF//leuO//glsA2//pgm//radD//rpsN//mntP//thiL//queG//yobA//focB//arnF//entB//putP//pyrC//prpB//metI//uxaB//argO//yifB//yfeW//mngA//nikA//fabZ//mppA//potA//yidK//frlC//pheS//fis//ghxP//hslV//frvR//rfe//rplK//tcyL//hisD//livG//ariR//mprA//yehW//dxr//patD//sodC//trkH//pheP//trkG//yqjI//wecB//ispH//lolA//rhtA//yidC//map//hyfR//hofO//ydcZ//hemG//yadV//hns//yfgO//coaD//ssuE//trmJ//torI//ilvE//yaiV//yjiM//pinE//sucD//cysH//lysS//waaH//rbn//galK//agaC//yafO//rfbD//pal//rutF//pdxH//marA//tusC//ttcA//frwC//paaJ//atpG//argK//glgP//sugE//intZ//
GO_0034471_9	otsB//ribC//entA//uvrY//
GO_0034552_7	trpR//
GO_0034599_5	aceF//ygdG//gnd//ssuA//selU//glvC//nrdE//hsdM//eutD//sbcD//add//gatA//gltS//frlC//recJ//rimI//cbeA//seqA//frwC//yjjG//ygeV//ftsB//pdxA//
GO_0034605_5	ilvI//eutN//ribD//argA//ycaN//tldD//asnS//mazG//abgA//
GO_0034613_5	rclB//rpsI//rpsQ//miaA//intE//yajL//mrdA//lsrR//nagA//nrdD//priC//sbp//lldP//malK//ompW//yiaL//yjhH//
GO_0034614_6	rfbX//xanP//rpmA//ybgI//flgH//uvrB//proC//gudD//fes//gfcE//atpD//glsA2//lipB//
GO_0034620_6	nrdA//cynS//pyrH//acrA//
GO_0034622_6	norV//yhfK//dps//glvC//yadC//fadJ//ybbN//ubiC//moaE//hprR//frc//sufD//fliS//ybgP//lpxT//rluE//yfcV//yjjU//araH//pgsA//fetB//ydfG//lptD//mtr//queA//aas//ybdH//mdtD//argT//yadI//yagF//ybfA//mcrB//mcrB//proP//moeA//rph//acrR//zur//gntR//rnlB//
GO_0034627_10	fbaA//yiaN//insA-2//fecD//ygeA//
GO_0034628_9	arnF//pbpG//paaF//yhaM//ybhD//
GO_0034635_6	sodA//moaE//moeA//alr//yegT//rmf//
GO_0034637_5	alsE//artM//moaA//thiI//ttdB//crl//tusE//yhjR//sgcX//fabZ//yqiJ//gldA//chpS//rapA//ydcZ//manX//frdB//ybfA//hyaA//yoeE//infB//phnM//uvrC//yicJ//tdcC//ridA//hslO//gshA//napF//yajD//malQ//flgF//casD//tcyJ//cobT//yhhY//deoD//era//puuR//rpnC//phnL//cueR//hisG//phnJ//yggD//rplD//lepA//mngB//pdhR//nuoB//
GO_0034641_4	lpoA//rfaB//secB//ybhJ//glgP//ytfT//aroC//ytfE//xisE//higA//nlpD//syd//xapA//yeiE//patA//actP//creC//yecS//rplF//fiu//yadK//dcuS//argO//ybgQ//rplW//atoS//rnd//sbcC//polB//rpmF//obgE//paaH//glpA//puuC//sfmC//ydhC//gapA//yfaL//arcA//topAI//idnT//cyoB//rbsA//hybO//guaD//rpsH//recG//lolD//carB//rfaQ//fabZ//ygfZ//ribC//pdeF//cra//dgoK//sodB//mglA//insI-1//hisQ//nupC//puuE//yjbH//dgoK//hcaD//rnd//chpS//murI//insI-2//bsmA//pepN//cpoB//carA//rzoR//ydiP//kdpD//ibpB//gntT//casD//yidE//prpC//menA//tpx//idnO//rcnB//ttdR//atpE//nimR//arsR//insI4//yahD//mhpD//hdeD//tatE//cusF//citX//uxuB//ligB//frsA//rzpR//uspF//arsR//cysK//yphC//nhaB//gspJ//katG//yciF//fadH//rpsE//ygiS//frvR//kefF//cueR//rsmJ//sodA//arnT//yidC//fumB//guaB//yhhT//thrS//alsK//yjjB//glnA//ydhK//aroB//yihO//priA//cusC//phoE//ybiO//pykA//lysU//malG//hemH//ycgV//minC//cpoB//fucO//yjfF//ybfA//hyfA//yqhC//nuoF//skp//ybfE//acrD//ldrA//rbbA//fsr//insH-5//rpsD//wzb//focA//feaR//ypdC//waaO//livH//rseC//yahI//nuoI//udp//yibA//lolE//rnr//puuB//acs//pgaD//yihT//ybiY//birA//csrD//pyrB//macB//garK//nagC//gadE//bdm//yaiP//rffC//mazG//yihU//stpA//intE//yabI//yihT//ilvC//slyD//lptG//ldhA//ybgQ//rnc//cadA//mdtG//yjjW//nupC//rpsP//envY//hofN//nhaA//secA//pdxY//gntU//thiP//arsB//fkpB//ffh//yjeH//holD//purD//yhdH//gapC//ybdH//hisF//yjjG//pdxA//yidQ//rhaB//yihI//yrbG//fdoH//yjjG//lldD//yghB//yjcE//pspA//secY//frdA//rclB//alsE//polA//fimB//yeeO//waaA//galT//fumC//ycbX//gltI//mtr//kdsD//chpB//rhaR//yjcO//prmA//tcdA//idnO//ascG//kefB//sbcB//ptsH//uxaA//surE//trxA//parC//rpoD//ynjD//nrdE//clpS//prfC//rpnD//ubiG//ybiV//recT//mdtJ//trg//dacA//yphC//elfA//hdfR//zapD//ytfT//sbmA//rhaB//rna//tsaD//dcuD//yhcH//lpxC//yecS//yebK//chbB//envR//gspE//yphB//glnP//qseC//blr//lsrK//nanC//purU//sufA//queA//fhuC//ydfK//glpB//ycfH//waaQ//exuT//araB//ybaE//abgR//ydcM//mqsR//hda//yggW//leuE//tomB//cyoA//wecE//blc//yibA//moaC//nfi//bluF//uxaC//asd//ydeT//satP//rimM//ycfJ//pstA//fliA//mtlA//rpsB//nemA//sdaC//rclC//rclR//pphA//hokB//hemC//ushA//tufB//osmY//xisR//msrB//puuB//scpB//lpxK//rpoS//mdtI//rdgC//ilvA//aspS//rpsR//yehW//topB//glgB//ulaC//potG//trpE//paaC//mqsA//rapZ//kdpC//rlmE//grpE//yfcF//ssuC//fliG//cnu//sapB//clsA//agaC//dam//metI//glpA//yqcG//yjjG//glxR//bssR//yagJ//hycI//lamB//rhaA//yraN//flgD//rfbD//nadD//yadV//yidQ//tbpA//cspB//yrfG//betT//entE//flgA//rhlB//rzpR//dcm//ccmG//cynS//chbB//sgcX//fkpA//maeA//ygcO//nirC//lyxK//dgkA//metE//prpD//btuE//yraH//rsmE//fadL//puuE//hflK//nanC//trmO//rluE//hipA//rfe//cdh//speE//recT//pnuC//mdtL//aspA//relA//rseP//aes//xylG//clsC//pdxB//ampD//ybbN//sgrR//leuO//zwf//blr//malQ//paaA//udk//asmA//nudG//pdeK//ileS//tag//yjiA//nfi//ygcR//envR//livF//ydcM//tusE//ppiA//mgtL//ppiA//pdeL//pyrB//insA-2//lpcA//atoS//murI//moeB//narP//yfcG//lapA//uof//rstB//ulaG//erfK//priA//gltL//idnK//rcsF//aspC//aas//dppA//hsrA//mutS//erfK//nrfF//glrK//lit//yjtD//hyaA//pgl//yeaG//suhB//dmsB//infB//fabI//ydcT//yehY//acpS//pspF//tdcC//yedF//phoQ//gyrA//xapB//hemC//higA//citG//rdgC//agp//efp//mdlB//gcvA//umuD//ypdC//ybjD//pgpA//dedD//rhtB//adhE//aldA//crcB//ompC//rutR//yfjR//abpB//rfe//fetB//xapA//ybgI//ompT//ynfF//pabB//gspE//yieF//nirB//degP//garK//lptG//hha//tsaB//panB//ompN//aroA//caiB//cyoA//mreB//setA//folC//dxr//artM//fic//matP//prfB//sxy//sbmA//yqgF//rutA//pntB//ade//yhaC//tcdA//cysZ//ileS//hisI//moaD//glsA2//ydaN//glpG//pinQ//yihO//pepT//nrdB//sdiA//entH//btuD//ydeE//eamA//nrfE//gadE//mpaA//ytfQ//yfcU//gph//pagP//ycbX//uxaA//atpE//sutR//fbp//stpA//hlyE//hycA//chbC//rplL//selU//ldtA//yfbV//livM//aroL//waaQ//leuE//nanC//sfmD//ascB//elaB//pgrR//fabG//wzzE//gcd//panZ//cpdA//dgkA//znuA//flgF//gltS//ymgF//ybjD//fecB//xisE//hdhA//ompG//yjcO//brnQ//rnr//tar//bioB//flgC//yfcV//glsA1//ffh//fhuF//tdcG//ynaE//pdhR//mrcA//ygeW//trpL//rfaH//rdgB//pepA//rutE//mhpA//sgbU//torR//yqgB//atpC//scpC//yjiX//ftsL//yqjH//fucA//insI-2//holD//yjiA//narV//rhoL//ygfI//fruK//yhaV//pheT//yagF//yaaU//yifB//glgP//chbR//rplT//ccmF//yafS//umpH//rihA//ycfH//yidC//trg//narY//tdk//fkpA//rsmF//exoX//yfdS//tisB//hisI//cas3//fklB//pgk//fepA//basS//icd//elfD//macB//ccmH//rplQ//intA//yphB//ycaN//dxr//nusA//lpxB//srlR//yfjR//tdcR//yigL//ydiB//eptC//yahO//acrB//yfcA//dcp//ybbW//emrK//glxK//mtlD//deoR//eamB//nanA//ybiW//ibpB//ytfR//aceA//ldtE//rnd//araD//yqhC//yhbX//rimI//yfaU//dgoA//msrP//argK//folE//arsB//murR//nlpD//fruA//kbaY//oppC//tabA//mreC//idi//mltC//evgS//rpmE//trg//rseP//insB-4//argB//guaC//rstB//ssuE//fdrA//ybiY//yjhG//sodB//betT//nanS//yneJ//dtpC//rluB//dgoA//sfmD//rdgB//cra//ackA//mnmG//yqiG//yidD//agaV//cpxR//gatC//curA//cadB//cyoE//secD//rfaE//phoU//frsA//eutD//rbn//uvrD//gpr//ulaD//murP//yjjI//tar//rzpR//mltF//cmoA//ytfE//lapB//oppD//mzrA//nrfG//recF//flgI//paaG//ymgC//ygiN//gltL//infC//ybiJ//degQ//rnhA//frvA//rpsD//pncB//fabI//glnB//mcrA//yehT//sfmC//nusG//rpmC//uidA//ycjW//hisF//ydjH//mrcA//nudG//mrcA//tnaC//dmsB//xylH//uhpB//proV//trmO//torC//
GO_0034644_7	cbrA//aspC//
GO_0034645_5	dut//rhoL//purN//yfdS//tdcC//yafC//yadM//hemL//ybhI//cadC//yccA//yiaL//lpxK//chbC//panE//yobF//mhpR//pyrL//yaaU//waaB//yciH//artM//ndh//fruK//btuE//mntP//yafE//bdcR//feoA//umuC//mcbR//rluA//feaB//yhaM//rplO//frdC//minE//iscA//glk//qorA//pepT//ssuD//leuO//rsfS//rhmR//yafN//ribA//glpR//epmC//modA//elfA//adeD//ibsC//sodC//metF//purB//fadD//fliG//galS//ccmF//fabB//ychO//mscL//fimI//lapB//sdhB//gnd//lpoA//trmL//ssuC//panF//azoR//argD//nagC//purR//amiD//ssuB//kbaZ//ychO//ynfH//coaA//entH//aaeR//ppx//iscS//pdxB//yahF//mdaB//intE//yhdH//wecA//rfbB//malI//hybD//atoC//yhgH//purN//hmp//bcsA//narJ//uxuB//mhpC//purL//galR//recX//rlmN//ygiB//luxS//yhbS//ymdB//def//torI//metL//marA//sfmC//pepT//lptB//cpdB//cspD//apaH//gsiD//decR//glk//lexA//priB//yifB//ynhF//yrbG//insH-5//gadX//pepD//rpsI//phoE//ghxP//wzzB//hyaB//pflC//ompT//ptsP//cyaY//ilvI//dppA//mppA//hybB//hofQ//frlC//yehC//rppH//ydjM//ibsB//yfhM//yagF//napF//yiaM//yagE//abgR//ppiD//ffh//kch//folD//fadI//dmsC//rraB//kdpA//ygeW//rbn//ybcF//mdtB//pyrE//ygiS//glsB//borD//yagE//ybhG//rlmA//uxuR//argC//sxy//purA//ribE//pabC//nhaB//eutB//yraI//yfaU//yraH//tsaB//nuoG//ispF//ydhC//ycjY//ycjD//yfbS//rsmC//nfo//slyA//rne//yihO//yciH//ynbD//tyrB//mltD//udk//yceK//yfbV//srlD//msbA//aidB//csgG//rpsN//recQ//edd//miaB//yiaA//hupA//sgcC//rhlE//mdtM//fepE//ydcZ//cyoE//tauC//yhhZ//yeeJ//hemH//purR//envC//yieE//cra//hsdM//pdeR//folP//yfiF//arnE//lptB//lolC//pdeK//ppk//lacI//proV//dsbB//rffC//ydbK//ackA//bglJ//ybhD//gltX//truA//rbbA//rplA//secM//frsA//ygjK//ndk//gltX//glcC//ubiB//rluD//yahB//cheY//rlmL//yjcS//ydeE//znuC//dgcQ//hycI//eamA//psuT//sapC//ydiO//yegV//proX//actP//citT//pth//yjhB//leuE//yajL//ybhG//yjhC//lldR//uspF//cysG//potI//lepA//parE//murE//rbbA//cobC//cyoB//ghxP//fhuB//betT//livH//malX//rlmI//fic//uxaB//ypdA//rplS//nrfF//ytfT//waaQ//rlmA//
GO_0034654_5	grxD//ravA//rpiR//alaC//rna//srlB//paaG//gadW//hisB//intE//yfeX//rbsC//chiP//ibsC//arsC//hisQ//fabG//pstC//rlmA//crl//gsiB//yhiM//rcsC//yhaM//tdcE//rpmE//hybA//kdgR//yojI//yajR//oppC//metG//aidB//mazF//cca//eno//pstA//fpr//cecR//thiL//epd//hisS//opgG//trmB//nrdB//gstB//dcuC//dsbC//glpX//fimF//tyrB//rseB//norV//mdtN//ppx//yjiQ//eco//purT//aslB//bioD//yfdO//intE//btuB//hrsA//pheT//frr//lsrA//yejF//ygaZ//rnd//atpD//yiaL//gltK//holA//cpsB//yaaJ//rpnA//dmsA//sufS//tatC//sfsB//yidL//yajR//phoA//ykgM//tyrR//fucO//yhcN//rnt//yjjV//ydhC//yodD//menE//hypA//paaX//yeeY//yidP//dsbG//yjfP//yfbS//folP//ydbK//ydeP//frdD//ybcL//rpoD//mreB//fecC//yhaC//ribD//gadA//treA//radA//glpT//dmsC//yadK//asnC//ynbD//yjtD//nuoN//amiA//nadK//tatB//yjjB//gadC//mrdB//pck//yqcC//hicA//fixA//pgpA//csgG//aspC//sgcE//rplK//pheS//pdhR//rimM//tcyJ//dnaX//uvrD//btuR//flgK//cysZ//rng//yhhY//gatB//yjiQ//rhaM//ybbN//dmsC//pgk//rpoS//gppA//yggN//ybhF//proP//rffH//yijE//agaV//pdxH//dtd//yafS//yfeO//udp//rsmE//basR//serC//gstB//arsC//yfgI//zapB//xapR//fecC//glnE//purN//ybgQ//dgcE//ymdB//ybcF//yaaJ//ptsP//hyaB//ompL//pyrD//seqA//raiA//hyfA//vsr//thiP//aer//bolA//proS//aroB//rhaS//yebQ//moaA//rzoD//fdoH//fliT//sbcC//tabA//rbsK//idnT//yihI//nudC//ygcR//mepA//ykgA//mscM//dacC//glcD//insK//sufB//ghoT//gudD//argS//gabD//amtB//lldP//ynfK//yaiP//dhaM//gltK//hslO//prfB//murB//cpoB//puuB//yghO//lacZ//yhiM//glmS//sdaC//selB//mglC//thrA//holE//aidB//potB//wzc//atpE//adiY//exuT//phnI//yfgI//rcsD//rutG//deoB//bdm//yidL//elfC//sbcB//cheY//yecS//holD//ileS//kup//hofQ//
GO_0034655_5	lpxT//rsmD//rpmF//cspG//ygeW//mreD//ilvM//panC//yadG//yigB//hyfC//hisM//glgA//galU//lptC//sfsA//hypB//yigB//fadR//roxA//tauA//osmE//gsiB//rpoS//bioD//scpC//cmtB//rimM//yhjC//aspS//rffG//osmY//yiaA//blc//sgcX//dppF//tesB//rplW//hisI//dppB//mscS//epd//zapA//yhgH//bfr//aspS//lpoA//scpB//sbmA//rnr//ogt//yhjR//glcE//yhjG//wecC//pabB//fadI//yojI//amiD//hyfR//nhaA//ibsA//hisM//sdhA//ydiV//yfdR//fixA//lpxP//ybiH//fimH//feoC//tldD//ftsH//
GO_0034656_5	diaA//gltL//rhaA//hyfC//yhdH//tauB//ydaC//sapC//fhuF//gapA//lpxT//pstS//pyrL//
GO_0034660_7	secM//acnB//cyoE//rpiR//mtfA//casA//zipA//torI//mlaD//fucK//yiaB//kch//pgaB//bioF//yehC//ptsI//aaeR//fimB//ispG//cysK//gor//yfiF//pepT//acpP//sgrT//yqcG//gadE//guaC//tpiA//lexA//mtgA//gadE//htrE//setA//yihO//otsA//rnt//aroL//lhr//cysP//copA//gyrB//rplS//luxS//rseB//garR//zraR//kdpA//mutM//bluF//fryC//glpB//yccS//priB//yfdC//setB//lipB//deoR//ydbK//mreB//galM//yhbY//fadJ//corA//betT//ypdC//yhcD//purR//ybhP//rplF//hyaA//yidA//napF//fruB//atpG//phnJ//alsE//betI//yphF//leuS//cpoB//ycbB//ygdG//hdhA//endA//dnaT//ybaE//dgkA//xylE//nfi//yidE//queG//ribE//pnuC//allR//tsaE//ettA//cspB//glgP//rnc//xylG//plsB//mpaA//gnd//hscC//yfdO//fepC//ldrB//intA//ydcM//bglA//bhsA//glsA//proA//queF//folM//zraS//eutD//ybeF//pspA//panZ//yjjG//
GO_0034661_7	ubiH//lgoT//argD//dld//
GO_0034755_9	coaA//waaA//nirB//yccX//
GO_0034762_6	lolE//fiu//yjjV//pbpG//ynfF//kbaY//dam//serA//
GO_0034763_6	yjcE//cysM//
GO_0034764_6	intF//ppiD//
GO_0034765_7	rph//ydcZ//yfaU//gatA//hisH//erpA//torZ//
GO_0034766_7	ydbK//
GO_0034767_7	potA//gcl//
GO_0034775_7	tnaB//yjiX//dgcM//ygiV//yehZ//
GO_0034983_9	tynA//livG//
GO_0035235_6	pdxK//rlmF//cpsG//ycgR//
GO_0035303_8	rzpR//nikE//torS//msrP//argH//
GO_0035304_8	tdcD//
GO_0035306_9	mlaE//
GO_0035307_9	menB//
GO_0035335_8	macA//tnaA//ais//
GO_0035344_8	feaR//hslV//
GO_0035350_6	ybbN//
GO_0035383_4	pepB//cutA//djlC//flgK//tusA//oppC//yraN//metB//
GO_0035384_5	rcsC//yefM//
GO_0035429_8	yebQ//pck//hisM//galF//rpnC//clpS//
GO_0035433_7	yohD//rpnC//
GO_0035434_9	deoC//rsgA//rffH//ibaG//asnC//
GO_0035435_9	sfmH//yraK//gcd//ygfX//mgrB//yhbO//lsrK//flgJ//hdfR//
GO_0035442_7	wcaJ//rsmB//gshA//dacD//malS//yebZ//nanC//exuR//ydjH//fdoI//mdtF//
GO_0035443_7	nikC//yddL//dinJ//srlA//ydiB//hisP//yqaB//casD//
GO_0035444_9	lysC//pdxB//rsmG//cra//rimJ//pgaB//coaE//
GO_0035461_6	ridA//sixA//uxuB//yhjD//pabA//ybjD//cysG//ygeA//fbp//glpX//
GO_0035510_7	trmL//dnaJ//parE//lacY//gcvR//
GO_0035511_5	yccA//
GO_0035513_5	yraK//
GO_0035524_8	infB//
GO_0035552_6	yodD//
GO_0035553_6	nrfB//
GO_0035556_4	purN//hisA//fucK//adeP//gcd//mltD//trkG//fliG//kdgK//mrdB//abgT//yidK//menC//rclR//ilvM//cdh//rsmI//ftsY//hpf//oppF//ccmF//rpsR//fdx//clpS//atoC//mepH//frsA//rmuC//tesB//metN//edd//yihI//aspA//ymfA//waaF//ygcR//potI//sutR//cpsB//yjjB//garP//glsA2//recX//hofM//yhgF//gatA//
GO_0035600_8	rpoD//
GO_0035601_7	tmk//ahr//xanQ//
GO_0035672_6	speF//tnaA//purD//malF//mlaE//purD//rzoD//xanP//thiG//glyA//guaB//ybhR//yiaN//waaC//tbpA//gatD//ptsG//lolE//ebgA//cusC//
GO_0035690_5	ihfB//yhjD//fau//queF//rpmB//rluC//mntP//torY//lapA//smpB//fimH//
GO_0035725_9	modC//gabD//waaP//yhaV//rsmI//abgB//glsA2//
GO_0035784_9	ubiG//
GO_0035821_4	acrZ//rpmB//ldhA//gnsB//tdcR//
GO_0035864_6	yeeY//
GO_0035873_8	ypdF//yqcG//
GO_0035890_5	lnt//lipB//rffT//coaE//
GO_0035891_6	tmk//yeeJ//ynfE//tolC//
GO_0035966_4	ynjD//thiG//lysP//hypD//cutA//ulaC//lptF//
GO_0035967_5	ascG//tatE//etp//yhbY//pgaD//
GO_0035999_5	yagJ//tnaC//artM//chbR//
GO_0036001_7	exbB//
GO_0036046_8	ybcQ//
GO_0036047_9	glpR//
GO_0036048_8	bfr//
GO_0036049_9	csrA//
GO_0036088_6	aldA//
GO_0036103_6	hyaD//rfaG//
GO_0036104_6	mlaD//yiiM//
GO_0036172_6	ligB//
GO_0036211_5	ytfP//yahO//yidE//cstA//ygeA//glyA//ompA//iraD//avtA//ydhK//sodB//recE//creC//tdcG//ybdR//rhtA//alkB//dnaA//flgJ//rpe//dxs//prfA//bamB//hflX//tehA//glpD//ubiD//ybcC//frc//rsmA//glxK//ptsN//aroP//ileS//cysA//erpA//maa//cyoD//glcD//fimH//ldtD//lgoR//pitA//lsrD//dtd//clcA//dhaL//prmA//btuD//yjhG//dcuR//nanA//hcaD//aroA//nuoL//malS//aslB//mog//phoQ//mdh//zwf//dmsA//hcaE//pth//yebQ//allB//ynfL//treC//cpxA//rutG//deoA//ampE//entD//waaZ//yggD//sfmD//ygcW//galU//aroA//ettA//nhaR//mfd//waaL//fetA//kefF//zupT//betA//purC//argK//cusB//accA//pspC//yjbE//osmY//yebC//rhsD//speB//sgcR//yfdC//pyrH//gatC//umpH//emrB//tolB//rpmA//cbeA//hisS//yeaD//phoU//dsdA//fimC//rcsF//gdhA//insE-1//adiC//tdcF//fliK//prfB//entH//selB//ung//torD//araB//proA//clpP//yadM//lsrR//tonB//ldhA//amiC//ydhK//tatE//yieH//torY//agaW//ycbU//tbpA//dgoR//rffG//gsiD//hofO//mcrB//
GO_0036214_3	cho//
GO_0036265_6	ccmD//dsbC//ygfA//ridA//
GO_0036289_9	pyrG//pykA//
GO_0036293_5	yejE//mrdB//coaE//
GO_0036294_6	insI-2//dgcF//miaA//
GO_0036388_7	mlaE//
GO_0036447_5	zupT//casE//rfbX//
GO_0036448_6	yejE//ada//gntK//
GO_0036460_5	lplT//thiL//pheM//pinR//yjiY//yjbG//
GO_0036506_5	mdtJ//
GO_0036525_7	dld//
GO_0038083_9	flgM//wcaC//yfcQ//yfiC//yjjW//
GO_0039633_6	yadK//wzzB//yehX//fixC//
GO_0040008_4	rho//accD//ldrD//mrcA//nrfF//preA//entB//nagC//treB//aas//
GO_0040012_4	secY//ubiA//murC//alsB//rlmN//leuC//cmoB//hpf//clsB//sstT//appY//yiiE//ibsB//perR//
GO_0040013_5	paaA//rpsJ//scpC//fecA//rrrQ//hpf//maoP//
GO_0040033_9	plsB//
GO_0042026_4	ymfA//aceK//pyrB//ydjK//gntP//rcnR//gshA//torC//ycjY//
GO_0042040_7	bcr//
GO_0042044_5	ispH//
GO_0042126_5	tyrB//skp//prpC//gadA//
GO_0042128_5	phnL//zwf//
GO_0042133_4	insI-2//rcsA//nrdF//agaI//csrA//adiA//uhpC//proB//mgtL//fadD//arcC//ygfI//aldB//argE//essD//mtn//
GO_0042135_5	ung//mioC//pta//menE//thrB//marR//glsA2//hisF//prpR//mdfA//kdpF//adiA//pitA//
GO_0042136_5	phoR//puuA//
GO_0042150_7	patA//ycbB//blc//
GO_0042157_5	zapC//mhpT//yhfK//sdhE//
GO_0042158_6	cra//phnC//ftsP//
GO_0042168_4	yfaL//yadG//epmC//yedA//gloC//lacY//epmB//exoX//mtgA//
GO_0042176_6	dppD//atpD//holC//yfcG//
GO_0042177_7	plsC//ygiW//dinG//
GO_0042178_5	tdcC//yebZ//phnK//ybeF//rnlA//zinT//edd//fucA//sgrT//cyoD//pphB//gcvT//clpX//dps//ldhA//dps//sgrR//cyaY//dacD//
GO_0042180_4	dps//rnhB//ydiO//rfbC//luxS//rdgB//allR//dcp//kdpB//rffM//elfG//ybfA//rluF//dnaX//frmA//cynS//yciA//sdhD//adk//viaA//casC//ogt//glyA//emrE//betI//pdeF//yqeA//deoD//kdgT//glvB//cysM//nimR//basS//pyrC//cas3//priB//fetA//sodB//rlmN//fimA//dcuB//ynfH//yehX//uvrC//citX//rstB//yggX//greB//rpsQ//argP//nuoH//yfeW//ydeO//gnd//ftsW//trmI//paaA//carA//nfi//
GO_0042181_5	sbcD//asd//malY//yphF//rpsJ//ribD//rihC//puuC//cysI//aphA//pgm//waaL//proV//aldA//uvrY//lptD//yahB//rarA//yiaB//acnB//yraH//yebZ//ghrB//mqsR//
GO_0042182_5	mscK//preA//dnaA//secE//leuC//bcp//tcyL//msbA//pphB//ldrB//trpL//pyrF//argO//flhD//caiF//pcm//rrrQ//nuoH//trmI//tsx//elaA//fcl//citG//radD//ruvC//fimE//fucP//yciV//glrR//
GO_0042219_6	yghO//murP//yqcG//nei//frvR//
