#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	caiT//roxA//ftsB//xylB//
GO_0043604_6	mscK//yjaA//tbpA//chbC//ygjR//guaB//treF//feaR//uspC//yadV//yhdH//gpmA//ilvN//cysB//dgcZ//nfo//malS//aspS//ygiS//degQ//decR//coaE//ttdR//radA//torR//yihR//icd//pstB//yihX//ydiR//thrS//yraK//lplT//dinD//patD//tgt//thrS//pgaB//insI4//ibaG//proS//cirA//epmC//gatB//ycdX//metC//hyaB//thiC//appC//ybcF//argR//alkA//nagK//waaJ//setB//dicA//csgG//proA//yajL//mtgA//nikA//arsC//pdeR//recJ//fryA//hyfF//hsdR//dauA//mrdA//mscM//fdhF//adeP//xdhB//rlmM//soxR//thrC//pyrF//glgX//patA//hybO//ynbC//cdd//insI4//lsrC//cobS//sgcE//srlR//yjjG//ycbU//skp//pdeH//polA//pgpA//menF//envR//yiaM//araE//dauA//phnM//
GO_0043605_6	ydjE//caiD//apt//tas//hypC//
GO_0043610_4	sucB//
GO_0043624_6	mdtD//accD//yfaE//ompR//iaaA//mepA//sgcA//
GO_0043628_9	purT//blc//waaS//
GO_0043631_7	ssb//putA//
GO_0043647_5	hlyE//atpA//
GO_0043648_7	yoeB//aaeA//yjcE//ygaH//der//acrB//actP//speB//dsbB//dnaT//recF//kdpD//intS//ydcR//paaB//hypT//minE//mreB//yjfP//yehZ//dsbB//prs//gadW//uxaB//fdoG//dmsC//efp//sdaB//dgcF//smpB//ampG//yajR//frlA//yqaE//cheB//ushA//yecS//gcd//deoB//eco//dinJ//tdcE//lrhA//yggE//csgD//fliG//relE//uidC//yaaA//yeaK//mdtQ//secD//rcsD//ytfR//pdhR//rutR//narJ//curA//ycjD//dxs//ghxQ//mmuM//intZ//narU//ygeR//qorA//afuB//xanQ//tcyP//pgpA//narV//bioC//talB//pnp//
GO_0043649_7	uvrY//yfaX//idnK//dcuB//tsf//hscA//murF//rimO//minE//insA-1//ftsZ//
GO_0043650_7	acrF//rlmE//ftsH//zipA//lptB//ydjL//infC//fixB//clcA//lptE//prfB//efp//gcvH//ygfA//grpE//fixA//feaR//argG//trg//yhaV//sapB//ydiP//glnE//livG//nadB//yqeA//puuA//
GO_0043686_7	ibpA//
GO_0043687_7	cof//lldP//pgaC//recG//iscR//smrA//aroD//
GO_0043708_5	bioA//ycjP//pyrH//malP//rcnB//truA//rpsT//ybdN//artP//spoT//ulaG//guaD//cpdA//fmt//phoA//
GO_0043709_6	arsR//ybiH//ydcZ//glpD//yhjB//msrP//coaE//hemA//yobA//
GO_0043711_5	gmk//yhcN//cueR//rpsG//rhaR//yhcN//evgA//yidA//yedP//mhpC//chbC//ibsE//groL//glpF//hypC//hinT//nth//bacA//ygiV//arcB//cysH//
GO_0043900_4	pdeD//lysC//gadX//rnb//smpB//ybdG//cpxP//melA//ccmH//uvrC//pstA//fis//pepB//
GO_0043901_5	murG//tadA//rpsA//araG//
GO_0043902_5	icd//rhaB//
GO_0043933_4	purT//gntP//carA//rho//flgC//ybbW//mdtG//fucO//yajO//mreD//acnA//puuD//yneE//era//acrR//fabA//elbB//bdcA//mhpR//alsA//treC//aes//preA//ccmC//tyrS//dgcZ//yagF//cyoD//yhaO//phnC//argB//waaY//flhC//clpB//yieL//flgA//ahr//xanP//dicB//yjcS//dmsB//yebS//hyaC//lldP//casC//hofN//fliS//diaA//spy//cbeA//gntU//chbF//narX//glsB//pstA//rodZ//nimR//yciH//ytfP//mcrB//lldP//hyaC//gadC//trmH//potF//rtcB//yphD//yfaX//matP//rpsS//rnpA//umuD//yiaJ//flhA//yneL//umuC//csgA//agaI//queF//hokE//aes//nrdE//ybdG//yjaA//dadA//mdh//setB//holD//ycjR//truC//elfC//tpiA//ycjW//infB//trmA//rstB//secG//dsdC//idnO//rpmB//
GO_0043952_7	pgl//abpA//atpB//dxr//folA//
GO_0043953_7	ugpC//pgpB//cydD//yciF//
GO_0044003_5	holC//araG//eutA//rfbX//
GO_0044004_6	acnB//yqiI//ygdG//rapZ//
GO_0044010_5	yeiE//rpoH//gltP//folA//serS//lgoR//hdeB//dmsB//pheS//otsA//yedX//rpsJ//gntP//intZ//tsgA//fis//qseB//pabA//hcaF//cspG//atpF//uxaA//dsdC//menC//lexA//uhpA//gadC//waaP//maoP//ymfK//
GO_0044011_4	hscB//gltL//lyxK//pdxA//alr//rfbX//rhlB//cmtA//
GO_0044036_5	yidK//ybiW//rplS//yacG//hyfA//cusC//lpxH//yqeG//ispF//ftsL//yjjQ//srlD//cobT//ybiO//envY//thiE//ldtD//opgG//proP//atpA//yjjX//speF//sixA//rpsN//livK//pgaC//xerC//fucI//viaA//nrdE//mmuM//ypjD//recA//yafS//rssA//sgcX//gdhA//cobT//leuB//ravA//pagP//lptB//bacA//menA//fliT//mgsA//lapB//
GO_0044038_6	ybaL//ompT//sspB//hsrA//ygbI//yhaO//frr//treR//torR//pepD//yaiV//narG//endA//ycgR//kefC//tyrR//ubiA//ydjM//yjcS//msrP//dapB//ydeT//fruA//arnB//mraZ//paaE//lrp//dnaQ//yfaU//fixC//zinT//rpmJ//pabB//mrr//hcaT//gmd//mdtN//opgB//ompC//uup//panB//ycdX//napC//
GO_0044042_6	pdxA//cadC//yeiG//rplI//rhaR//xanQ//ppiA//flgF//scpB//tap//pyrL//cbl//menH//rpmH//yciV//marA//pcm//osmY//yfbV//rfbB//yehT//
GO_0044070_7	xisE//yegS//yggE//hupB//
GO_0044085_3	mltG//pppA//rhsD//fdx//yfiE//asnC//lpoB//ygfA//ybfA//yihQ//abpA//bioB//ndh//zapA//fadI//insA-2//sucB//lpp//gltB//
GO_0044087_4	priC//fecB//btuF//rseB//cysS//alkA//yhbS//ftsI//ppsA//nrdH//pinQ//ycjD//lptC//tsr//fau//prkB//psuG//torD//nuoH//bioP//gfcE//rbsB//sdhC//mreD//rna//phnL//eptB//rutC//rarD//arnT//ydhQ//secB//dam//norR//
GO_0044089_5	pdeL//xanP//hfq//bepA//murE//dicB//plsC//fepB//zitB//uxaA//polB//sbmC//sugE//
GO_0044092_4	rbsA//selB//yggT//gspI//ccmA//mlaD//ytfE//yjhB//garL//iscX//ilvB//sufB//moeB//acrE//ibsA//mrdB//scpB//murI//xanQ//menF//rsuA//ypdB//ydaN//sohB//soxR//yebZ//pgaB//yegD//baeR//yggN//greB//puuC//mcrB//asr//panZ//nhaB//
GO_0044093_4	frdA//mscL//lptD//frvR//rayT//pinR//xanP//rodZ//ybjC//lrp//dbpA//djlC//aspS//mrdB//yejB//tehB//sfsB//insI1//spy//trpC//ygeX//yeaK//cysU//thyA//arfA//cmtB//panE//
GO_0044106_5	yfeW//ubiJ//mlaE//bhsA//cadC//kdsD//lhr//rimJ//rfe//elfD//frmB//rpsN//thiL//entS//minD//galE//rsmD//rcsF//ygbN//yidA//tisB//yobF//sfmD//pntA//dacA//livM//znuA//
GO_0044179_5	mglC//
GO_0044208_7	proS//
GO_0044237_3	nupC//cspE//xdhB//ydaC//ubiE//mnmE//acpH//tolB//yqaE//argH//yehU//glgS//gstA//rraA//rcnB//curA//rnb//mutH//tolB//dgcE//mltD//intS//codB//kduI//leuA//sgcR//bioH//hflK//tynA//qseB//mhpR//rlmJ//pyrB//rlpA//qseB//yciF//polA//ispF//cueR//cysW//opgB//ybcQ//ydcS//nanA//rplJ//hybD//uidC//yiaM//ilvC//yahO//lsrG//glrR//dgt//astB//yidK//qseC//ybdH//ycdY//macB//prpC//ychF//glsA//gspJ//fhlA//ibaG//chbC//prs//efp//fecB//yidE//nrdF//alsK//yajQ//sgrR//pmbA//ppiA//ykfM//pgaD//evgS//dpiA//hcaR//ubiH//cydB//yjbG//ugd//cusR//ybhG//fixB//rpsQ//appB//sucD//zupT//msrC//tdcG//fkpB//pfkA//iscU//pgpB//pbpC//cbtA//appY//ibpA//tcyP//katG//brnQ//sthA//tnaA//yphC//sufD//dcuB//zntR//hupB//cbl//rrrD//hypB//msrP//mreC//caiT//yehD//ung//queD//mpaA//argR//bepA//yhgH//aceK//narG//lolB//hemN//djlC//ybaQ//dusB//ariR//phoR//eutN//bamC//dgoR//chaA//nadD//dcyD//ddpX//glpR//bisC//tcyN//rpnD//pepT//abgB//ftsH//epmA//murC//yjhH//nirB//envR//gcvT//btuB//ompT//torA//tdcE//rutA//sfmH//lplA//yebQ//arnA//fetB//ilvD//purT//hyaB//ompG//ynfE//ubiC//adeQ//sspB//gudP//rpnD//flgC//ybcC//yhfK//nudC//ydjL//yfeR//oxc//pinR//livF//eamA//fumA//ydbK//pitB//ybeY//cspB//mhpR//rraA//mioC//tyrA//lpcA//eutB//mhpC//metR//thiP//yggP//ygiW//macA//aas//crfC//cutC//rayT//sspA//ttdB//exbD//menC//ybjD//argR//mrdB//prlC//mhpC//ydeT//ypdI//setA//tolQ//proC//allR//menE//napC//grcA//sbcD//rsmC//prlC//ydeT//mipA//aldB//purN//ppx//yigL//rbbA//sbcD//degQ//waaS//nemA//yjiA//narJ//gyrA//narK//ygiN//yiaL//btuD//ygcR//ccmH//araH//fadD//tusA//csgD//rnr//accD//kefG//scpB//elfC//rhlB//gor//ybiT//ulaG//flgM//ispH//caiE//yjhG//mltC//xylH//wzzE//rpsM//rbsC//yihO//gmk//hemD//lysS//metR//ilvA//narL//lgoT//fadI//talB//ppc//fimB//rplR//sgcB//ybaQ//argP//sufB//yihU//rfaD//leuC//lipB//aroP//dapF//gsiA//ftsZ//rssB//bamA//ettA//ftp//mqsR//glnK//elaB//mepM//kdpA//gcvH//mog//yoaB//araH//cobT//yieH//tauA//ybcF//adiA//yegS//macB//spoT//cmk//rplD//yciE//ydfG//rclC//yciF//lpxM//murP//malQ//ldtD//codB//glnS//yejF//suhB//kdgR//yieK//yiiD//pflA//hdeD//mreD//paaK//aceF//feaR//chbF//argI//ffh//ribF//yhjV//oppC//chpS//yrbG//ybiJ//bioH//afuB//fadL//garR//rimM//rffM//glpB//fadK//ugpC//dtpD//rtcB//rpsJ//carA//yidC//asd//yraR//leuS//casB//aroA//yhaV//hemG//rbsD//yadM//secY//kdpC//yggN//entH//epd//lpxD//accD//cysQ//narQ//bipA//flhC//elfA//yhbQ//exuR//hypF//eutR//sanA//gatB//nei//edd//yjeH//nlpD//pbpG//hypB//wbbK//ydiK//mngA//ugd//ymgA//yaaA//speD//ruvA//ynhF//gatA//yacG//yejE//hcaF//mepH//secD//waaS//rlmN//slmA//yabI//lepA//sbp//cheZ//msrB//alkB//queD//emrY//rplT//ftsH//wzc//fecC//yecS//atpF//tpiA//lapA//ftsE//frc//sgcE//argS//norV//ynaI//frvB//infB//ydfD//thrS//aceK//glrK//rhaB//ppc//ybiW//lamB//secF//nrdF//yahD//hyfC//moeA//ydeP//rimI//citE//pflA//fliG//acpP//ydiK//csgE//ygeR//eptC//garL//hflX//mdtO//galK//coaE//katG//polB//ykgM//ariR//yiaB//mazG//ydeP//speF//ydjJ//trpR//ulaA//folE//cecR//gnsB//yqiH//ulaD//ddlB//pflB//ybiI//gppA//lpxM//bisC//rhmR//idnK//wcaJ//sfmH//dsbB//yhjB//fdoG//rzoD//ydiV//hyaA//ydcO//ispU//yddA//panF//rhaB//yidK//sucD//exuR//cysP//allC//yghW//uvrY//eno//mzrA//hcaB//livH//helD//bsmA//csgE//mtfA//yjfP//cmoA//hypD//galU//ftsE//gapA//uxuA//narJ//flgF//rstB//flhC//dosP//cas3//lpxM//nrfG//narP//cedA//rfaG//trxC//pyrD//ybaK//ppc//fau//livJ//moeA//ulaE//fdnH//flgI//yqhD//nikC//acs//rna//sucA//ydbK//deoC//nuoL//dxs//dicA//lsrB//yggN//gppA//rplE//yhjX//ybeQ//atpE//katE//mdtL//lpxL//atoB//ftsB//pdxH//bcp//yjiQ//intS//bglB//iscU//manY//livJ//nimT//ycjY//manA//ppsR//trxC//ubiF//pabA//argR//dgcE//caiF//macA//ydiB//ugpB//gntT//rplF//dxr//glmM//nuoE//cysI//mntP//ansB//aceB//secA//sdhC//bamA//yhbX//sbp//asd//rlmL//araD//ubiI//fabZ//rimL//dsdC//trxC//ymgF//mcbA//ydcM//pth//ldrD//lpxH//sanA//ampH//arfB//dctR//hlyE//selA//glyS//bioP//nmpC//hemL//tolC//oppA//feoC//mltA//tus//nirC//poxB//yebQ//ybgI//mppA//cysS//lptG//arnE//rimI//aspS//rpsK//nrdF//mfd//nfuA//yraR//priC//pdxH//hxpB//gloA//dicA//solA//fucK//yehU//xisE//wzc//yjjX//btuE//aroP//yiaT//gabP//nupG//trmD//atoB//yihP//putA//cspI//serC//gltB//nfsB//ygcR//nanA//sdhE//yihQ//melR//trmH//prmB//uxuB//chpS//nrdF//dmsB//ybaE//rplL//artM//ycaN//glnA//yneL//ilvN//rhtB//moeA//dkgB//iscX//ybjN//fliT//yadC//hokE//dnaX//luxS//argB//murG//malS//nikR//tdcB//ydiV//xapR//tdcB//queD//kdsB//arfB//tus//tyrB//dbpA//rng//cydA//rdgB//nikR//treR//lnt//yhdX//trmL//ttdB//zapC//leuE//ubiX//tdcE//hemF//nrdD//mobA//clsC//zapE//rbsK//ugd//paoC//uxaA//frwC//rplA//dsbA//znuA//lgoT//potB//nfsB//cdaR//rpsM//paaZ//ogt//flgE//yqiJ//nimT//carA//clcB//gutQ//cspA//waaA//sufA//uidC//ygcW//glyA//sfsA//prpC//rnlB//pcm//ccmG//adhE//yfiC//moaD//udp//fliT//mreD//rplL//zur//wzyE//elfC//glpR//qseB//allR//yebS//paaA//manZ//maa//yafO//rcnR//yraR//napD//cpsB//dnaJ//fryC//rplO//ubiA//nikR//ubiA//ygiN//yihW//ycgB//yqiI//etp//citX//msrB//torR//ssuA//folP//yeeL//nirC//yobA//yqiJ//yfiE//emrK//panE//ldcA//rutC//higA//menD//zraS//pyrD//malF//rclA//yqiG//scpB//cptB//srlE//cspD//miaA//xerC//yaaJ//tatE//waaJ//intA//ygfZ//eutK//pykA//glxK//pgaA//agaW//folX//sthA//frdA//yraN//kdpF//hyfF//xisR//holA//mscL//cynT//paaC//ddpA//truD//trxC//insB-2//yehW//insH-6//kdpE//kdsB//hcaE//fadH//gadA//kduI//borD//ubiE//kdpC//ddlB//pfkB//tyrA//asnA//intZ//ydeP//rplT//tolC//kgtP//agaA//yagE//rhmD//yqeG//thiL//rfaC//yfjR//mdoD//yfjR//bfr//waaL//paaK//shiA//dsbD//relB//srlR//dadA//ydfG//paaC//sdhD//trkA//yhaV//wecE//pstS//rpnB//thiP//rtcR//ybjL//agaD//tauA//ubiF//rclA//aslB//yaaU//rbsR//udk//topA//endA//def//rhaD//oxyR//wzzE//ppsA//rcsB//mdfA//rfbC//exbB//ybdR//lptE//ydhK//nuoF//panD//clpA//argS//nikA//waaF//zupT//lysU//pykF//hicA//frc//ybiV//dbpA//dgoK//yfdK//gcvP//ackA//ydjJ//fdoI//yggE//pyrL//waaZ//nadB//sdhC//frwD//baeS//cpxA//cmoM//thiE//clpS//csgG//ybdR//envZ//atpH//amiC//phnL//surA//dhaK//caiB//rpoD//birA//dmlA//treC//rhaA//dgt//yehU//rpsN//trxA//ldrB//ung//phoE//ydaV//pabC//yhaM//yohC//asnS//araG//yciT//yibF//dnaN//mepM//hslR//plsX//ilvH//oppD//ybiH//nrdR//vsr//gadX//ymgC//frr//yedF//yjhH//phnO//yqiH//pitA//mobA//tpx//hemH//osmY//pflB//phnI//lolE//dhaM//rzpD//sbmA//gabT//ydhJ//tktB//gntR//dnaB//ykgO//lplT//gltL//cpxA//pinE//rhmD//yahI//yegD//mutY//acrB//rplW//chbC//rtcR//sdiA//cbl//hybD//nhaB//hybO//gdhA//cysW//kdsA//mnmA//sodA//guaB//envZ//hisQ//gcvA//clsB//yaiV//ycdY//yihI//kdgT//ybhG//cydB//lpd//glpA//yieH//yidQ//dicB//intZ//nimR//sspA//hybE//ihfB//wbbK//yadC//gltP//crcB//rutA//surE//gltX//cas2//lysA//yghW//xdhB//rdgB//yjiA//ascB//uspG//hisM//deoC//nsrR//aspC//fimI//yfgI//kdgR//asnS//dnaC//yiaB//umuC//prpB//mprA//ampD//tdcC//secB//leuA//uof//fumB//prfC//torY//ybgP//mglB//cysE//lptG//ldtC//malK//wzb//emrK//ybdG//ftsQ//folX//pinR//narK//osmE//treA//potB//nagC//gadW//ydbD//ompN//ygcR//yhgH//ydeI//aroH//yejA//yiaL//eamA//uidC//polB//yfiR//accA//elaD//abgA//mazG//uacT//rffT//rfbD//yggD//ftsN//cho//rarA//gntR//ppc//fhlA//pabC//mmuM//metL//dinJ//malE//yehD//ptsN//ibaG//yggT//yceO//btuF//rbbA//hslR//oppB//ybhF//setC//rpmC//rplY//menF//rseP//torY//speC//kdpA//ybdR//pepT//gpp//fimI//ubiD//yfjR//pabC//hexR//pncB//ybjN//nhaR//mioC//tmcA//ghxQ//mscL//uxuB//mdtF//gph//lon//rplR//ycgB//ymgA//cueO//yfaX//xylR//glpD//bioP//yfeR//trmB//surA//iscS//paaZ//ynfF//feoA//yegD//pyrL//purL//ychF//trkA//yhjX//ygfI//yebC//creC//holC//uidC//ybdR//csiD//clpX//oppB//epmA//cadB//agaI//pykF//ppiC//pepN//yjbH//bamC//rcnB//gshB//fadA//arsR//nuoL//yibT//hisQ//xylR//flgE//rfaF//amiD//tsx//yagG//ypdA//aldA//yjjV//intA//adk//rimO//bglH//nemA//glmM//ycjW//yfcA//tnaA//rep//otsA//grxD//moeB//fimG//maeA//fecD//rbsC//ade//rhtB//epd//dgoK//pgl//tas//yphF//maa//hybA//corA//ascF//ybjG//cdaR//rbfA//hicB//lysC//yfbV//yihU//pheM//mltC//ygaZ//zapE//rmf//purB//selD//yjjB//marR//garK//rpsJ//fimA//kefB//cutA//gltS//ybjL//cheB//carA//pepQ//cpxP//lolC//copA//otsB//lysO//ftnB//garK//yjjW//mog//csgG//ydaV//ulaE//tyrS//fdrA//cusC//glnS//fieF//fpr//ydgA//araE//dinQ//tdh//casB//fabH//thiM//degP//glcE//sodB//sdhD//glcD//puuP//yaiP//argO//ynfF//hmp//rsmE//thiQ//trmL//kdpA//rsmE//rpmG//mngA//torZ//artP//mdtK//rlmG//araB//holC//insE-1//ydfK//mzrA//araE//rimK//rpsI//ftsN//aaeB//btuD//ydhK//mraY//fklB//melR//satP//dsbG//rihC//higB//mepS//ybdR//argA//mdh//insB-4//sgcC//lacZ//pgk//rpmE//bssR//pgm//crfC//iscS//hisS//fucK//ulaC//pdeH//yfbV//cdh//ydaN//acrE//nagE//lit//yhdW//rnlA//recD//manY//kefB//ydjH//emrE//gltX//ribA//prfC//trpS//pgrR//potE//rep//rfbD//mtlA//rpsN//ssuB//hicB//arcC//lapB//abpA//pfkB//lldP//msrQ//tnaB//hisM//panC//rcsB//recF//wrbA//dinQ//fsr//rzpD//sufC//glcF//fucA//oppC//cspB//ymfK//ycjU//crcB//epmA//fcl//pgi//csgE//hemE//rraB//caiD//rihA//cmoA//gfcE//lysS//thiI//ssuE//intE//yggP//narL//fixA//yiaU//recR//mutH//ibsA//alsC//paaX//yjcE//tdcC//blc//nagE//sfmF//minD//gpp//tusD//yfiF//tdcD//yoeB//speF//sgrT//allD//rcsA//araC//sgcB//csgE//glsA//recR//brnQ//cpdB//ruvC//glvC//trpR//dgcT//hcp//yihI//argG//nhaB//lsrB//oppA//pstS//rho//galE//panD//yfiF//yhdW//flgD//dkgB//envC//yihV//elfD//cysZ//hslJ//hha//ygdG//fryA//ybiH//fliK//bglF//xylH//cysI//ycgV//codB//fucP//clpB//menE//gmhB//yciK//hybD//yjjG//dnaG//baeR//epmB//fixA//sfmC//ygfA//sixA//sbp//mlaB//ydhC//fixB//cysN//rpiR//hmp//bfr//maoP//ygdG//yfgO//yqaE//rsfS//mdfA//metI//focA//alaE//hsdM//hpf//yafO//fumA//zupT//hybG//ygbI//gyrA//rsmH//bglF//dgcE//sgcB//ttcA//rssA//narZ//otsA//tsaD//yjfP//yeiL//ybaL//phoQ//phnJ//flgF//xapR//rlmG//ruvB//purB//udk//cysB//srlR//flhC//sbmC//yqiJ//ybiS//sugE//trmD//rplX//rpnB//rlmI//mog//glnQ//hisM//rffT//sapD//aphA//poxB//ydiZ//psd//frmR//tolR//hemB//adiA//thiL//sbmC//ykgF//gatB//zur//hyfA//ubiI//moeA//fdx//hyaC//gcl//hybB//rsmA//metI//mdtJ//bluF//gstB//mglA//fpr//malE//fliT//nfuA//asnA//yibA//rfaH//glxK//aceK//mltC//pdhR//yddL//yjjV//moeA//fucA//nuoG//mrdA//fimD//acrR//rutR//mglC//ybaQ//tmcA//cbpM//
