#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lldD//hypB//gstB//pabC//
GO_0044281_3	sgcB//yhcH//trxA//yiiM//cspI//ygeR//gltD//spoT//yeaG//waaC//clpX//yqeF//yfdC//clcA//accC//actP//tbpA//surA//fimE//mocA//essD//ibsB//alsE//hicB//rpnB//rplA//paaZ//yebS//cof//flgJ//trkA//ccmE//dapD//menC//lldR//mglC//ydhJ//adeQ//dauA//waaA//rnt//yfgJ//accB//bcr//amyA//cbrC//ddlA//rpsA//puuA//idi//accB//pepN//hicB//ybiV//ydcR//csdE//pcnB//ybaL//katG//hrpA//pliG//ycfH//nagE//sfsA//sppA//glgP//hcaE//panB//maoP//tyrB//cyoA//insF-1//treA//ycjR//gluQ//chbC//yihO//aes//mntR//garD//srlE//mrdA//pta//cpdB//waaF//eutK//rppH//rpsR//ybiO//dedD//glxR//fepA//yiaM//fabZ//eno//uacT//gmd//trxC//modB//astC//ygcO//mdtO//lamB//murG//glvC//yjcE//ydiR//srkA//gldA//yegS//paaG//nudC//yhbS//glgA//cpxP//pheT//pstA//yfeO//setB//fucA//dauA//srlA//ttdB//cobT//radA//alkA//mdtP//ynaI//ppk//yidQ//pinE//nrdH//ilvD//rseC//ybiS//rhaR//ybbW//yhdJ//gsiA//glrR//yfeD//syd//spy//ilvD//ebgA//hflK//entE//yqgB//yieL//ung//deoC//gpt//chbF//hscA//ldtC//yqiI//dtpB//cydA//mreD//yddM//pdeK//ynbD//dauA//phnK//nac//rhmD//agaA//glnB//ruvA//csgB//dppC//pdhR//hofP//narP//nagK//xylE//yciE//rzoR//gpr//mdh//cdd//yfaL//acpT//rhaA//tas//yidC//insH-5//aceB//xylR//wecB//uxaC//yiiD//dgoT//hemE//yieK//dgcQ//yciG//xapB//gudX//ppiC//dhaL//dgcE//dctR//uhpB//secM//yfcV//valS//wzb//ugpE//hslJ//waaA//nuoF//phnO//glnS//rplK//ybgQ//argG//ycjU//yhhT//tauB//nusA//narV//yfcR//secF//fkpB//narQ//rng//menF//artQ//ynfE//gudX//ybcL//csgA//essD//bioH//yghB//dapF//paaJ//blr//gadB//yjjV//ddlB//fucP//lamB//trpS//satP//paaA//cdd//bisC//garD//ynjD//lptE//aer//pgsA//nuoH//waaP//yehW//ybaM//ydcI//yidA//rbbA//hsrA//yidR//yegD//crr//argB//thyA//yidL//mglA//lysC//yghU//tar//glsA2//csdE//deoD//glpD//phoA//xseB//nagD//glnK//arsR//recA//pitB//surA//mntH//hyfF//gabT//rrrD//ynhF//icd//yghW//lacI//otsB//mug//rfbC//ynfF//nfi//ibaG//hupA//mmuM//purU//adeP//hxpA//yoaB//lpd//kdsC//rimJ//frvA//osmC//yehW//miaB//gsiC//asnA//flgB//tar//kch//yijE//aspA//uup//yjiQ//secF//yoaB//modC//cobT//cysK//trmH//rcnR//alaA//araC//mscS//pdxH//waaC//yehD//lnt//clpX//mdfA//sucA//pnuC//cheY//matP//waaL//manY//exbD//mntS//nuoG//fliS//clpA//mtlR//tsgA//ftsK//glnE//dnaT//ibpA//rsmB//rimP//msrQ//yqgF//tgt//ubiI//paaA//hisB//bioA//adhE//focB//ftsE//lpxP//pyrF//dusB//yhdH//gutQ//torY//feoA//nrdB//abpB//trmL//yaiV//mtfA//recD//eutK//tpx//epmC//yidH//soxR//yhcN//ydiQ//modA//sdhB//fumB//fnr//glnA//csdE//rpmH//aceF//fabH//mipA//mglA//relE//galU//mocA//idi//rclR//asr//yjjU//yaiV//thiL//phnC//insB-2//artQ//cvpA//bssR//iscA//rplL//metN//moaA//purR//mreD//nrdD//gltK//blr//araG//yqjH//cycA//prs//zapB//sutR//hxpB//cbrA//allR//nusA//fryA//insA-2//rho//yqhC//dnaA//ybdH//tehA//nac//gcvH//cnu//trpB//sufS//yjiQ//ackA//sxy//yggD//emrY//ycfL//yecS//ascB//pdeK//hcaB//tcyP//nikA//cusR//yjaA//araD//yoaA//nuoE//sfmH//mhpR//cpdB//aspS//zapB//kdpD//ygiB//bdcR//fimE//phoB//pta//fliD//rihC//ybiI//yphC//ybdZ//gatD//dfp//araA//nuoM//cyoC//lysR//narG//otsA//lsrR//erfK//parE//panZ//pntB//rlmA//hns//trpL//fimH//proC//gpp//yebS//lptE//rbsR//ubiC//glpG//selD//comR//rpsA//glsA//yedP//rhlB//hsdM//nudF//ompA//dmlA//torA//fabR//thrB//gph//mlaD//rpnB//panC//yjiX//rutE//galR//yjbH//pcnB//trmI//yajR//mltF//dnaB//prfC//ahpC//yhdX//adk//yaaU//ravA//yhcF//obgE//obgE//cspG//cysQ//yjfP//fumA//fmt//galR//metE//nrdR//corA//tdcC//mdtL//cheZ//gph//leuD//pykF//ahpC//cysZ//pliG//mglC//proQ//yfhM//ghoT//mprA//dusB//mnmG//ygeX//argH//soxR//cycA//cheR//cusA//entH//ycgV//nuoM//cysG//ybiT//cysZ//sfmF//tatE//lgoD//yhcH//ldrD//pntB//thiP//mdtP//lpoB//lhr//yahN//yihU//mtn//uxuB//pbpG//pgsA//yehT//fdrA//fadK//epmA//ulaE//yidC//frlA//sxy//ybdR//djlC//uidC//ybiS//dcuR//pyrG//dppA//rhsD//rseB//mreC//asnA//ghoT//ispA//ygaZ//wzyE//crp//cca//lacI//argT//hcaB//yhjR//trxC//crfC//gsiD//mtnN//yajD//katE//araH//ycaO//phoR//uidC//frdA//iscS//ybiX//aspA//bluF//acpS//srlD//valS//glyA//hemA//tar//zapE//cynS//lpoB//ydiF//cysG//tolQ//ldrB//mprA//rpoH//yfcG//yejF//glgB//btuE//nagZ//mntH//ydeI//tcyJ//endA//ygdG//ydcZ//mutH//rne//dapA//cstA//tdcA//gloC//tynA//relB//ytfQ//dgcT//ynfL//afuB//kilR//tnaC//blr//yiiE//tcdA//lolD//hycA//cmk//nanE//lasT//argP//ynjA//nrdH//yciH//moaD//rlmB//hisD//chbR//nupC//phoE//rlmA//argO//arsC//ycdX//lepA//dinI//flgA//amiB//plsX//yfeD//ybcM//tauA//artP//gntT//uvrY//ariR//entE//mglB//amyA//yraH//ompW//nrfA//opgB//rsmC//ybiI//agaI//yhfS//yhgH//gadE//mpaA//
GO_0044282_4	tar//wza//yiiD//feoB//accA//mdoD//sfsA//hybB//dsbC//chbA//glsB//paoC//aroG//dnaN//yfcP//yciK//sstT//baeS//yhbY//amtB//citC//pyrC//gnsB//flhD//soxR//yjiY//yccS//fetA//frlB//yqaA//ybbW//ndh//mdtF//nadK//fdnG//nuoH//fis//pepB//trmJ//osmC//tyrS//maoP//rseB//dusC//deaD//clpA//cadA//uspG//yajD//yaaJ//cbrC//pstS//exoX//cdaR//csrD//pbpG//rutE//uvrY//ybjD//gudX//ytfR//fabH//yadI//yhjB//yidQ//tomB//apaH//ubiD//pliG//fixC//malS//ypdI//dnaK//argC//kdgR//lsrR//hyaA//chbC//treA//nikA//yajD//ffh//yidH//cusB//frwC//yccA//ydfD//adk//tesB//ykgF//yhaC//dmsB//yiaJ//lldD//thiP//rlpA//zraS//prmA//ydcP//hycH//holA//yabI//agp//yjiQ//bamC//rpnC//mdtJ//sgcB//nupG//umpH//paaG//fliK//etp//torR//mngA//mtnN//rbn//pstA//pheS//rfaE//sohB//csgA//pphB//ralR//mtnN//insA-1//cmk//wzb//ftsI//mutH//napA//nadE//hypE//yhcN//mdtO//selU//ugpA//lsrC//hcaT//pinE//ytfT//sutR//sodA//ibsA//pspG//bdcR//hscA//csdA//napF//msrB//elbB//gyrB//gluQ//murE//yhfK//alkA//yhhT//ygjH//actP//murC//sodA//ilvD//ydiF//pgaC//norR//ycfH//ddpA//pheA//phnO//acrR//fabG//glnH//rusA//pheA//rfbB//kefG//fbp//hscA//ompN//rplD//ldtA//rlmJ//tsaE//recD//iscX//dmsC//dnaB//queC//apaH//ribB//hscA//nepI//napC//pncB//ptsG//fruB//hflK//dnaA//gstB//rpsJ//ygcW//mdtJ//fic//fdnG//umpG//rdgC//yhjA//rsmH//ynfH//zntR//rnpA//mhpA//cysB//bluF//frlC//ftsW//ybjX//mrdB//tcyN//ybbW//fadE//sgbU//yjhI//ccmE//ydbD//lolE//gatD//rfaB//yiaO//yjbH//zntA//puuB//hyi//dgcJ//artJ//cdaR//ynhF//gltI//nemA//cyoB//rlmA//ycjP//betT//mltG//trmD//hokB//dacC//sdhA//
GO_0044283_4	epmC//rssB//glcB//dacC//yceO//yfbV//ybeF//ybaM//pdxK//idnD//yejB//rplN//oppC//flgK//basS//murR//ihfB//ybjC//rpsR//fmt//ydiR//dmsC//yqjH//hns//fliL//rplM//prpD//lsrG//rluC//rlmE//zntR//purD//rhtC//rdgC//dnaN//hemC//rlmD//cspG//glnL//appC//ddpA//der//kbaZ//sdhB//gatZ//dcuS//bdcR//stpA//mscM//mepH//csiR//ymgF//frwC//citT//pdxY//btuF//sgcX//ycdY//insI-2//nuoL//ptsN//phnI//mnmG//yibF//yedL//rep//hslV//birA//mdoD//truB//eptC//yhfS//fliM//grxD//cusC//yhbX//rpsA//mqsR//ttdB//queE//galT//purN//fecA//argB//sanA//nagB//fnr//gmhB//rhaR//ybgQ//dsdA//cysI//lpxB//pdeH//menF//ftsZ//guaD//fadL//nuoI//fucP//mreC//ulaR//sugE//potB//yjjI//yahB//fepE//priB//sdaB//yfcV//lpp//erpA//selD//ulaB//setC//fhlA//frdD//yhgF//rpsI//pheT//rplI//yaaU//dnaT//tusD//yggP//yqiJ//ydfG//yceK//yodD//metH//mutY//ilvN//dauA//artJ//yahN//rutG//atpA//feoB//ftsY//cpxR//hfq//symE//gpp//bioD1//thiD//torD//tnaC//yadN//intA//abpB//nrdF//rfbB//lpcA//rssA//rmf//sodB//mutH//trmB//livJ//mreC//yfdR//frmB//puuA//yifB//glpX//dsdC//nfsB//yeeJ//dcd//rpsJ//mdtI//secB//cydD//ubiJ//amiD//cysM//xylG//rpsH//glk//lpxC//motA//ulaA//hicA//kgtP//ackA//dnaG//arfA//pppA//tmcA//purN//allD//csdE//glpG//paaG//betI//yfgJ//cusB//yejA//glnD//paaK//yjhI//cmtA//purA//dctA//rhsD//cpsB//ade//yfjV//mgrB//rlmJ//yadV//panZ//arcC//glcB//ykfI//yfdO//cmoM//lepA//yghG//fliD//yegS//tatA//rplF//mtn//fucA//arnA//tilS//ytfQ//wza//phnJ//dppF//entB//mepA//rpsI//dppC//ldtC//plaP//tehB//seqA//marR//yidL//yihP//ydiO//gloA//maeA//nirD//waaY//yfbU//dnaB//ynfK//pepT//pphA//pphB//hisB//murI//aroP//ybaT//garK//pgpA//ybhI//hdeA//yafS//mqsR//tsaD//nadK//dgcZ//hcaE//rfaC//yiaL//blr//rlmB//fixB//rpsH//dmlR//rpe//mntS//rodZ//murP//ygfX//menF//gmhB//sodB//yehB//motA//araB//
GO_0044349_6	nadC//
GO_0044355_6	ruvC//lon//
GO_0044364_5	speB//sgrR//maa//tus//cysH//
GO_0044403_4	rclC//mlc//otsB//sstT//thrB//pyrD//katG//sfmH//uxaC//ais//sutR//nfo//rpoH//tpx//ymgF//sseA//argB//uhpC//
GO_0044406_3	rpsE//
GO_0044409_6	dhaK//cheY//uspB//fryA//serS//argP//yahO//lgoT//
GO_0044419_3	lamB//cysK//rssB//nanR//yadM//pdeR//citE//lexA//creB//eutN//yebK//aceA//pykA//appY//mglA//rpnC//kdgR//rpoD//ynjA//rbsA//flgG//paoC//carA//ybiV//gutQ//
GO_0044531_5	rplX//
GO_0044532_6	hybB//
GO_0044550_4	dkgB//phnJ//ubiE//tig//adhP//ytfR//tynA//thiQ//ompF//
GO_0044650_4	yraJ//
GO_0044659_7	phoA//dppB//rbsK//citC//
GO_0044661_7	ubiJ//nagZ//dcuC//ileS//
GO_0044718_6	rpnC//queG//
GO_0044728_7	yfcR//recR//hrsA//ispH//folX//rpmG//
GO_0044764_3	rplA//cysG//ispF//aroD//murD//lepA//ynjD//phoR//poxB//dkgB//crr//lepB//menB//leuB//eutN//cyoC//pykA//seqA//yjcE//tig//mrdB//chaA//proB//djlC//modA//ydeM//pepA//torD//mlaF//ybcM//spy//yneL//puuC//rfaD//uhpA//kbp//ydiP//mltG//srkA//cheA//fadM//tehB//yqeG//yeeL//ulaR//mtnN//tauD//pflA//dtpA//ppiC//glcB//gstA//ade//ibsC//yahN//ebgA//lpcA//
GO_0044780_6	acrR//mhpA//aer//glcB//ybeF//hypE//cycA//
GO_0044781_5	kgtP//glnH//purL//uxaA//yehD//accD//gppA//tsf//
GO_0044786_4	insA-2//
GO_0044787_5	orn//
GO_0044872_5	yagE//deoB//dsbB//prpD//macA//
GO_0044873_6	yfcQ//amyA//ispF//arnT//glnA//
GO_0044874_7	bioP//cysW//ygfA//yebG//yfaL//
GO_0045004_7	intE//holB//yjjX//napA//
GO_0045005_6	rmf//ddpX//yfcV//yiaA//ybhA//ydcO//hxpA//
GO_0045013_7	hflK//
GO_0045017_5	tag//kilR//fhuD//ybdH//nrfE//ycaN//rof//appB//suhB//yagF//rfaF//ibpA//ulaE//
GO_0045047_7	nikR//
GO_0045117_6	hsdM//oxyR//dkgB//flgF//ybiW//acpS//gadX//cmoB//rplS//pliG//
GO_0045184_4	cyaA//leuB//tauA//yicJ//fumB//rpsN//mtgA//gudP//prpC//murD//selU//cysD//slt//glxK//adhE//dnaG//tpiA//cspC//puuC//yhhY//yeaK//gcvP//rpsI//recQ//adk//alaA//ccmA//rpoD//ybiS//nrdE//garP//csrD//nagC//arsR//pyrE//mscM//lgoT//intF//znuC//dcuB//glpA//dosP//surA//ybcL//appB//phnC//folD//
GO_0045226_7	sfmH//rplK//xseA//sspA//yfgO//yfhM//ais//galU//ygiS//
GO_0045229_4	elaA//lapB//treB//mhpT//rmuC//rusA//fadJ//fruA//ymgC//frr//ygbI//aldA//hda//
GO_0045333_5	ybjI//mutS//yhcH//rimP//recQ//rne//dgcM//ybiS//clpA//lolE//aaeA//hemL//recT//yheT//pfkB//mdtK//fdhE//slmA//mlaD//yohD//chbG//bioH//yhaO//yihT//bhsA//efp//secY//ycdY//thiQ//rbn//preA//rfaB//yahI//rhlB//hycI//trpD//gloA//ssuB//mhpC//mlaF//dnaX//rhaA//rpsE//ybdZ//rimK//apt//dcuR//ligA//ybiW//torZ//moaC//talB//argC//tdcB//ilvC//ycbU//ybdM//yjbH//abpA//mraY//ybcJ//fis//rhlE//priC//yjbF//frdD//cysG//cheZ//prmB//ade//fimB//selU//opgH//eptB//
GO_0045337_6	abgT//
GO_0045338_6	obgE//
GO_0045454_4	zinT//fdoH//mppA//mpaA//ybaQ//motA//cmk//tauB//cptB//phoP//yfaU//trpC//ybhA//hisH//dsdX//
GO_0045471_5	pgl//xylG//glnA//
GO_0045717_8	tdh//
GO_0045719_8	trxA//
GO_0045723_8	bisC//
GO_0045727_8	borD//mhpD//ydfD//sdaC//chbB//tufA//rplJ//
GO_0045732_7	rpmC//
GO_0045733_6	cbtA//rseC//
GO_0045740_8	cpoB//ppk//
GO_0045764_7	csgA//
GO_0045786_6	rimM//puuC//
GO_0045787_6	pgi//
GO_0045819_8	yeiL//
GO_0045828_7	atpG//
GO_0045833_6	yjiY//
GO_0045834_6	rplD//lsrG//
GO_0045848_5	dsdC//
GO_0045851_10	basR//
GO_0045852_10	nudG//ybhA//upp//yqcG//ygfI//
GO_0045859_7	aspC//rmf//
GO_0045860_8	ruvB//
GO_0045861_8	wzzB//mcrB//dicC//
GO_0045862_8	waaZ//
GO_0045883_5	ulaF//
GO_0045892_8	lptG//yhhY//yahD//ybdH//tpx//nadK//ybcJ//rimL//araG//lolE//fimC//chaC//mrp//rhaD//bluF//insI3//dmlR//yjgX//ygbM//ycgV//nfsB//ribF//rpmG//cdgI//map//kduD//yneJ//atoC//miaA//menB//yfdC//dhaL//tsaB//rlmF//fepA//artI//lolA//narP//flgM//hypD//dadA//ybfA//sgcX//hemG//dppC//fimC//sufD//mscM//rnpA//mcrA//borD//acrZ//dppF//csgG//mdtJ//ybaQ//ygeV//priB//mcrB//hdeD//galE//ybjI//rplP//ubiI//dkgB//allS//agaD//ynbB//nadC//phnN//bluR//yehW//nrfF//rluA//fliA//chbR//secF//moaA//uspE//aroH//yfeD//yafS//aceA//yfcS//ygcR//xerC//rcdA//lgoT//ybjN//topB//yidL//comR//
GO_0045893_8	pphB//kdpC//fbaA//grxD//flgC//shiA//feoC//accC//thyA//tufB//hdeA//nupX//lolB//pbpC//htpX//speD//narL//frlB//queG//yebG//ynfH//yigL//yraJ//tsf//yqgF//yneJ//edd//talB//fabD//acpP//fucI//menF//nupX//hokB//rplX//gltI//dppB//yhjX//sulA//mhpB//accD//nfo//yqeA//hypD//zitB//pspG//ssuC//nupC//rtcB//yecS//torY//rpsE//gmk//citX//mdtQ//nrdG//sdaA//gapA//msrB//rpmJ//ycjD//mnmC//chbR//rclC//patZ//putP//glxR//ycjU//gspE//agaB//ispF//xisE//
GO_0045900_9	tdcA//rbfA//dtpB//mfd//
GO_0045903_5	bdcA//gshB//mngB//
GO_0045912_6	phoR//rpsN//
GO_0045913_6	murB//dmsC//
GO_0045922_7	satP//
GO_0045923_7	lpxB//
GO_0045926_5	fixC//pdxJ//glnB//aroH//hda//citT//ftsY//
GO_0045927_5	astB//
GO_0045930_7	tdcE//
GO_0045934_7	alkA//pyrC//sgcC//csgB//arcA//yagI//glmU//mdaB//leuO//rplR//lldD//ydcI//tolR//recB//pfkB//essD//lsrC//hxpB//nanC//talB//gshB//ybbY//cysG//yfcQ//wecB//exbB//hemD//upp//umpH//ybeF//flhA//cbeA//fepB//glgB//nadK//entS//skp//yggE//nrfA//cstA//oxyR//ssb//der//ibsB//aaeB//yciA//yhdH//glsA1//relA//xapB//cheR//chbG//fepE//eamA//mug//ygjK//clcA//fliK//ibsD//ypdF//ftsY//hflD//rpsA//nikC//bssS//flgG//nhaA//galU//sdaA//hcaT//cyaY//rnhB//rpoA//yfbR//yehB//ybiA//nimT//pheT//yheT//ibpA//flgD//rplD//paaH//prfB//yadM//yajD//mutL//rbfA//flhE//cptB//rhsD//pinR//ybaE//trpB//trkA//epd//ubiA//rpsJ//yjjI//potB//ssuE//mhpC//tdcC//ompR//
GO_0045935_7	bipA//ydcO//tktB//mmuP//trmH//lpxK//ubiD//csdE//evgS//yhhT//maeA//atpF//thrA//astB//mraZ//secB//flgB//envC//entE//sapB//ynaI//rsfS//narU//adhP//csiR//thiG//arnB//menA//nikA//mepH//ydhQ//frlR//preA//insA-2//glpR//rlmL//hyaC//ybbY//cobB//dut//zwf//aspS//cdd//artQ//hypE//ftsI//puuP//nrdI//yfdG//lpxH//livH//glvC//pgk//alsK//wecA//prmA//ygaH//hybA//frdA//adhP//rssB//treA//nrdF//pykF//fetA//greA//ibaG//yihU//yfdG//tnaA//ygiB//nrdA//pyrE//yadN//rhmD//paaJ//narL//
GO_0045936_8	infC//prlC//
GO_0045937_8	arnF//murJ//
GO_0045947_9	cusR//argE//dtpB//acpS//marR//insI4//yjcE//
GO_0045974_8	mutY//
GO_0045975_9	tcyP//
GO_0045980_7	yhdH//
GO_0045990_6	wza//htrE//
GO_0046031_8	malE//yfhM//nhaB//sodA//waaF//pgpB//tusC//dgcT//yhcH//polB//rof//rluF//acpT//rsgA//cirA//mdtJ//yehA//hemN//yodD//dgcZ//tynA//sxy//
GO_0046033_5	mtlA//
GO_0046034_5	yfgJ//nemR//frwC//uxaA//yhjA//yiaU//sixA//cobT//yihL//yhfS//glsB//envZ//fliZ//rhaS//rplJ//skp//glsA1//seqA//cedA//frwD//acrF//ompN//aas//dnaG//ubiH//
GO_0046035_8	slmA//xisE//
GO_0046036_8	putP//
GO_0046037_8	torI//casC//dgoR//cbpM//
GO_0046039_8	ccmH//sbcC//yjbF//cusR//
GO_0046040_8	tus//araF//napD//eptC//wecB//
GO_0046046_8	pntA//
GO_0046047_8	sppA//
GO_0046048_8	secE//
GO_0046049_8	cysZ//relB//aidB//frwB//entC//hslV//
GO_0046050_8	mcbR//livK//yohD//rplW//yafE//
GO_0046051_8	glpC//
GO_0046052_8	ubiH//
GO_0046058_8	yfaL//
GO_0046060_8	rpsN//
GO_0046061_8	recD//
GO_0046070_8	ompG//ispU//
GO_0046072_8	hemL//
GO_0046073_8	ynbB//
GO_0046075_8	metF//blr//
GO_0046076_8	lysS//
GO_0046077_8	macA//
GO_0046078_8	tdcF//fruB//
GO_0046080_8	csgG//uraA//
GO_0046081_8	dsbA//yfiC//
GO_0046083_7	ilvL//yajO//waaC//rlmE//
GO_0046084_6	ssuE//pldB//
GO_0046085_5	ycgR//hemD//
GO_0046086_6	atpA//
GO_0046087_8	citT//
GO_0046092_8	ttdB//
GO_0046094_8	gudP//
GO_0046098_7	fimD//ligB//
GO_0046099_6	nemA//
GO_0046100_7	ybdZ//lolE//xanP//yigB//aroP//
GO_0046101_6	gudX//yjjV//hcaF//
GO_0046102_8	yciV//narH//
GO_0046103_9	agaR//
GO_0046104_8	umpH//
GO_0046108_8	purD//
GO_0046112_6	thyA//glnP//rpmJ//gltL//parE//yafN//mgtL//flgB//ulaF//glgA//nlpA//rcnR//lptF//
GO_0046113_6	agaD//caiB//ybgQ//bioD//brnQ//mhpC//nuoI//sapD//mltF//rodZ//fepA//speC//rluD//pabB//paaK//hrpA//mglA//
GO_0046115_10	xanP//
GO_0046116_7	fryA//speC//gpt//yqgB//araG//sbcC//sbp//
GO_0046120_7	yihU//
GO_0046121_7	mdtC//ydgA//
GO_0046122_7	pflC//
GO_0046124_8	yadN//
GO_0046125_7	shiA//ygiW//nadB//
GO_0046126_8	blr//
GO_0046127_8	ubiD//
GO_0046128_7	wecA//panD//ybdM//rpiA//srmB//preA//yeeO//uup//yggN//cpsB//rhoL//glpG//arnT//tyrS//
GO_0046129_8	ybjG//cadC//fadD//ynjD//sfmC//priB//
GO_0046130_8	dxr//ilvD//
GO_0046131_7	mdtL//uacT//waaS//codB//yejB//pykF//fdoG//lptC//napF//ykgF//ptsI//gltK//trxC//
GO_0046132_8	cra//cheR//yobF//zitB//
GO_0046133_8	spoT//cueR//dtpA//zitB//nmpC//trmO//flhA//yjjI//crp//
GO_0046134_7	speD//rfbB//lpoA//frdA//bssS//cpdA//
GO_0046135_7	insI-1//yifB//uidC//ycjW//ldtD//soxS//mnmC//cusB//rspB//
GO_0046144_8	yjhP//cas3//yqaB//cheA//queA//cnu//
GO_0046145_9	ydjE//ompC//dmsC//dapA//
GO_0046146_5	narH//fkpA//
GO_0046148_4	glpC//ampH//yjiA//coaE//yddG//map//rpoS//nadA//proQ//ahpC//torD//acrF//ygiB//bioD//
GO_0046156_5	yhjG//
GO_0046164_5	nirB//sapC//adeP//yjiR//gadA//chiP//gcvH//iap//yfgJ//shoB//gudX//zapA//frmB//rfaH//sdhA//cobT//citC//lacZ//rplI//frwD//ftsW//fruK//
GO_0046165_5	rutD//flgA//cmtB//trxA//ydiF//hisA//yjiQ//
GO_0046166_6	nupC//
GO_0046168_6	mntR//nagZ//nimR//degQ//
GO_0046173_6	citX//priC//
GO_0046174_6	yddL//ybdG//yedX//yneE//gudD//pheS//aas//mgrB//ssuD//prmC//glpA//ihfA//torD//
GO_0046176_6	glnB//rpmA//rssB//zapB//rsfS//ybdN//thiH//fepD//yibF//ldtA//nikE//yhbO//phnO//kbp//cspD//clcB//
GO_0046177_7	frr//ampH//dppF//dinB//
GO_0046181_7	abgA//
GO_0046183_7	hemE//ssuA//sbmC//
GO_0046184_5	rluF//narY//iraM//fes//dut//yfeW//pgaB//atpE//rplY//
GO_0046185_5	yjbG//dnaB//rluE//cynT//gcvR//btuR//hcp//yagJ//yejF//puuD//rpsG//ydjK//appA//hyi//hybF//yqiI//kbp//nanK//sucD//pyrG//pyrD//fabH//rutD//yihP//ispF//ynbB//gmhB//hupA//msrP//pdxK//waaZ//pepA//feoC//cysC//narW//
GO_0046187_6	argG//
GO_0046189_6	ghrB//melA//appB//dkgA//lnt//hybC//mscK//tatC//fecA//
GO_0046196_5	nanK//
GO_0046209_5	proC//hcaD//glnH//mglC//
GO_0046210_6	cutC//mhpT//secB//hisB//
GO_0046214_6	ung//
GO_0046215_5	moaE//
GO_0046218_7	lptC//
GO_0046219_7	zapC//pepQ//yehB//truD//dgcJ//rpnC//rlpA//yibA//yghU//
GO_0046256_7	yedX//bdcA//
GO_0046260_6	ynfF//puuC//
GO_0046263_5	treC//hsrA//
GO_0046271_5	yajQ//
GO_0046278_5	glsA2//
GO_0046279_6	pta//
GO_0046292_4	yadC//tas//tehA//
GO_0046294_5	yegD//gntK//
GO_0046296_6	fucA//uxaA//arsB//thiG//mepM//
GO_0046306_6	kdsA//cobT//
GO_0046323_10	mipA//waaL//yneJ//yegV//mhpB//gatY//
GO_0046324_8	glpD//
GO_0046325_8	aroA//
GO_0046336_6	ribE//
GO_0046337_7	elfC//
GO_0046341_7	hlyE//ung//
GO_0046342_8	dcd//
GO_0046346_7	fdrA//
GO_0046348_6	sbcB//puuC//maoP//proQ//bamE//dcyD//nirB//tcyP//tsf//ybiV//gpmA//
GO_0046349_6	pepT//garL//proS//flhD//yqhC//yhdJ//casB//
GO_0046351_6	tdk//ydcP//yjeI//
GO_0046352_6	agaC//nanA//yjeH//rpoD//pdeK//ubiB//pcm//rsmJ//
GO_0046364_5	yoaA//flhE//ynbD//yhjA//otsA//lyxK//frlA//pstA//ldtC//uup//mcrB//pdxK//nagE//crr//
GO_0046365_5	insB-2//hiuH//mrcB//yaaU//rpnC//ftsK//ybiO//msrQ//dut//gatC//ubiC//fau//yjjW//yadK//mdaB//hisP//eutR//puuD//mutH//araH//trmH//galM//nrdB//malS//casC//caiE//ydiP//tauA//amyA//dgcZ//fumB//cysC//ubiB//metI//yhgF//thiM//treR//mdtG//yfcA//yagF//yahO//ogt//hybG//yfdG//gstB//dapA//uidC//frmA//yhdX//pliG//metC//purC//
GO_0046367_7	zupT//cpdA//lpxM//
GO_0046368_5	murE//
GO_0046372_7	pflA//oppD//yccS//
GO_0046373_7	brnQ//mltF//rodZ//
GO_0046377_5	degP//ybiI//ydiQ//thiI//aspC//rsmE//ldtB//rpnB//elfC//udp//rhsD//
GO_0046378_5	proW//yqiJ//ydiK//cusF//yciA//bssS//caiE//hybF//nrdE//
GO_0046379_6	mraZ//gstA//arnE//gadA//hcp//phoU//frvB//epmA//aceF//
GO_0046383_6	pheM//
GO_0046385_6	ascG//trmJ//elfD//purN//yjjG//
GO_0046386_6	rpsK//rpmH//frlR//
GO_0046390_6	ftsX//groL//prfA//zinT//ybiA//dhaL//cmtB//ahpC//narJ//tsaC//rstB//nrfG//lspA//prlC//dadA//pyrB//gntP//yraI//ycjD//ygcW//argI//hflK//setC//hofO//tcyJ//yacG//yccS//cspD//sucA//cusS//afuC//htpG//fimZ//radD//fdoG//uspG//uvrA//thiM//malE//zraR//sulA//leuD//bioD2//ydeO//trkH//sdhB//
GO_0046391_6	hupB//gntP//
GO_0046392_7	dinB//paaE//fimH//hisQ//
