#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	recA//speG//tpiA//dnaA//
GO_0043170_4	iaaA//fepE//ibsE//tpx//flgA//ygfX//wcaB//ftsH//yifB//dgoT//gor//yfbV//hinT//raiA//chbR//rimI//nac//btuC//rhmD//nupG//kefF//viaA//yhgH//recF//ebgR//intS//lhr//nfo//mlaD//soxR//hscC//potE//yieL//ssuC//ybhR//fliG//uxaC//yciF//msrB//rluA//alkB//hflX//psuT//rbsA//hha//rtcR//nsrR//cptB//bcp//tauD//yahK//yraR//ftsA//yagE//trxC//ychH//ttdT//bioB//oppB//arcC//emrY//qseB//insE-1//envR//yphB//yahK//rpiB//zapC//yfeW//cedA//galF//dnaB//evgS//yfbU//rayT//mcrA//rutF//mdtC//tldD//yhbY//sdaA//rhaS//hpt//yraN//coaA//yeeO//murE//ydhQ//hxpA//yphF//yagU//yeaD//dxr//cfa//rsmE//entA//phoQ//galF//ybdN//ycjR//malP//xylR//phnM//rplN//csrA//dppF//frvB//cbpM//yebQ//cyoB//gcvP//mdaB//ftnB//sufS//fimD//recF//kdpC//xylG//panF//gltB//atpH//chbR//def//rpsA//dapF//citC//ydcS//yifB//ygjR//nagA//ygfZ//nrfA//ynbC//yfcV//cysW//nuoG//ybjN//mcbA//rutD//cheA//yidZ//ilvA//ais//lpxD//seqA//rbfA//menI//malF//ispA//phoQ//yhjB//ttcA//agp//kbaZ//rrrD//hybF//thiE//brnQ//cysN//garD//hyi//rpnA//rseP//cheZ//entC//lsrR//yajD//wecC//sfmH//recT//cysM//hprS//zur//cspD//cpxP//lptF//cysI//kdpB//rsmC//eutA//stpA//ygeA//malF//torZ//lysC//aspA//yiaJ//atpB//ribA//uspG//rraB//fecA//acrR//maeA//aroD//wzzE//fruK//fixC//rep//map//puuB//lon//murC//dacB//yciF//uvrA//pntB//gpsA//pitB//cobU//ydjH//ghxQ//era//rlmF//flgH//ynfL//hpf//dmlA//msrP//ygfZ//arsR//dcuB//rplO//rlmM//lolE//tgt//yijO//trkA//accA//metG//cusB//flgD//symE//murI//pstS//accC//kbaY//puuB//rplO//macA//ilvA//emrK//rfaC//mraZ//nrdI//fdoG//rpiA//pheA//rffM//secD//ubiC//relE//uvrA//mntH//fecD//mdtD//tabA//yohD//hyfA//yohC//glnP//rsmA//ygjK//ybjG//ygbL//hisQ//sgrT//glgC//tmk//phnP//mhpC//fadI//cbpM//rffG//ldhA//folX//yhaV//rbsD//insI-2//mdfA//argG//pepB//alsE//insI1//secG//betT//ftsX//yfaV//pinR//potG//adeQ//yhjX//ubiA//rffT//atpF//kdgK//yhfK//selU//holC//mdtI//ttdB//rimK//prlF//phoB//cyoE//ygcO//glpG//cutC//nrfD//guaC//aldA//uhpT//malF//mscK//srkA//arcC//gyrA//ubiD//alaC//ybaM//nfsB//ssuC//ggt//cdgI//yibT//hyi//yagJ//hypT//fimZ//gshB//hycA//lpxB//lamB//lexA//fadR//pdxB//glmS//artI//flgM//ompN//rplT//parE//gcvA//hypD//rsmB//cheW//btuR//glpA//cynS//fdnG//paaZ//wzyE//dgcF//znuA//tusD//ybdM//aldB//arsB//fdhD//yagJ//pbpC//leuO//panZ//rfe//tpx//glmU//ssuC//hscA//flhE//flgB//hofP//acpP//csgD//cobB//ddpA//cdgI//exuT//avtA//fadI//yhhY//rcsF//insF-1//treR//insA-2//nagB//fadB//iscX//idi//ddlB//hscC//murF//mnmC//glmS//hflD//csrA//panE//exuT//yeaG//lasT//cyoB//glmU//yciK//rpe//yiaO//borD//pgaC//yjbG//mnmG//ftsA//dppA//artJ//tnaA//artI//ttcA//glpR//accB//pyrF//cydA//yieE//ybhS//dgkA//yaaJ//cho//araG//uspC//gstA//phoU//aslB//clpA//prpC//nmpC//rlmI//glpG//rplW//lplA//yghG//yibT//eamA//rfaC//flgI//frdD//lepA//atpB//yajD//glcB//glnE//pspD//dinB//ompT//rffM//crr//astB//gltB//insH-6//acrD//napC//gatB//secD//yiaN//kefF//opgH//rpoH//kilR//rraA//fimG//abgA//yiaM//epmB//fabG//plsX//yadV//hdeA//rayT//artP//lsrG//livJ//intF//bglF//ydaN//rcsC//glmU//mgtA//kdpA//crl//lasT//yiaN//ttdB//yghB//yjhC//metL//gcvT//ypdI//galK//ybhI//yeaK//thiC//mreB//ycgR//fes//torD//yidK//pinQ//fieF//yciV//fpr//wzc//narJ//sutR//gatA//cheY//dnaG//glcF//cusR//pstB//yjiM//metG//argI//nusA//patA//truB//tcyP//glgP//ygeW//ychF//uspE//rplL//yhjV//sspA//kefG//lgoT//argP//rpmE//cmk//patA//aes//mppA//yacG//ydfH//glgB//rpiR//yphF//dsbA//hemB//arnF//ygcR//ulaA//potD//scpC//xylR//pgaD//dctA//yggP//mqsR//recT//yqaE//frdA//ybiO//glpB//csgD//moaA//cycA//aceB//kdsA//gsiB//fdoI//ycfH//ais//maeA//elfC//puuD//eutR//pdhR//soxR//cpoB//torA//yidR//yhjD//gcvT//yqcC//cheZ//mngB//aroB//dut//potC//citX//ruvB//dnaK//eutK//dnaT//rssB//yjjW//cnu//dnaN//menH//rplP//alkB//glnH//rstB//coaD//mtlR//satP//abpB//cvrA//feaR//ftnB//kefG//pheP//ssb//menI//nagB//dinB//lldD//slyD//pepQ//rihC//yfcA//feaR//fdhD//phnH//ybcC//yieL//icd//cysD//csdE//ynbD//rbfA//ymgC//pth//ytfR//fre//nadC//hyaA//yidC//nfsB//cpsB//srlE//rpoA//yebQ//rplK//entB//caiB//argA//yfjV//uhpT//ddlA//ompL//rcsD//hlyE//ybbY//cobB//garD//mutH//yihX//dam//ahr//yjjB//ydfK//fryA//yhbX//dpiA//ydiR//ghoS//narW//rluE//cdd//fumA//stpA//ccmE//ybcL//adeP//yhdW//waaJ//napC//ttcA//bglX//pppA//yhjB//recO//rhaM//macA//ftsN//mgtA//hyaA//cyoC//yqgB//panC//frdC//yfcF//yhdZ//ydcR//waaA//tnaA//cusC//rpmC//yeiE//srlR//araE//yfaL//thiP//gppA//yihQ//pstB//fdoH//tolR//rutR//malF//hprR//gltK//ybaE//dcuR//yahO//dinG//ydgA//tnaB//waaZ//prkB//xisE//waaF//dctA//hypE//rpmA//flhA//ydhC//accD//ulaC//yqiH//ruvC//artM//pspA//cysA//sucA//proA//frlC//rplA//ybhP//gntK//lpoA//rffC//yedF//citC//ygfX//mdtA//scpB//rhtC//flgM//umpG//diaA//phoQ//mutS//flhD//thiC//fixB//dgkA//glyA//folX//ydiB//dapB//tauA//ridA//pdxA//uxuA//wza//iscX//nrdA//adeQ//tsf//rffM//chbA//waaB//hisH//rplF//tig//araB//uxuA//iaaA//nlpI//ibsB//gldA//rpnC//cyoC//glsA1//rbsR//allC//bioB//sfmH//rhlB//nlpD//livF//yfaU//rpnB//topB//rplW//pepQ//nrfF//bglB//avtA//opgE//cysN//xseA//agaB//fdnG//sfmF//tdcA//waaG//yjiR//surA//waaQ//mlaD//tusD//rcnB//luxS//rseP//rplY//iscX//rpmG//mgtL//hemN//phnG//folA//rfaQ//metK//sbmC//nikE//cydB//gloB//hxpA//secD//pspD//
GO_0043171_5	hypT//yidE//speE//ldrB//rplA//ydfD//xisR//yidR//sfsA//
GO_0043173_5	casC//kdpA//xylF//rluB//nadD//yddA//sohB//gsiA//
GO_0043174_5	fadH//mdtL//hybG//cirA//metF//nadD//
GO_0043200_5	yahN//yhaO//frwB//ccmF//ppiD//deoR//rplR//tnaC//
GO_0043201_6	pinE//
GO_0043207_4	ycbU//hslU//pgpA//mdtD//ldtA//alkA//gcvR//yafQ//hyaB//ykgF//xapB//fis//narY//chpS//
GO_0043213_7	tatA//prs//sufD//rlmA//prkB//elaA//hslJ//xylR//
GO_0043242_7	bamB//yibA//dld//
GO_0043243_7	rffT//
GO_0043244_6	hcaE//frlB//mutH//evgS//lpoA//yghB//rho//atoB//insE-1//malY//ybjX//fepB//rpsE//yhjD//dacA//fabA//hdeD//ddlA//waaU//satP//
GO_0043254_5	surA//puuC//rraA//ihfB//ascF//nirB//hofC//yebG//ygiW//uvrA//ygbL//ulaG//galS//leuB//narP//ygjK//pcm//dgoD//btuR//alr//melB//yceO//lon//panF//pepD//
GO_0043255_6	yqiJ//uidC//purT//
GO_0043269_6	adeP//uhpA//mntH//thiM//ugpE//rpsB//murG//
GO_0043270_6	pal//yfcQ//
GO_0043271_6	hisF//
GO_0043335_3	pyrH//asnS//fadA//dppC//
GO_0043392_6	insB-2//
GO_0043393_5	queD//
GO_0043412_5	queA//rnt//gltL//fabH//xylB//recC//cdd//dctR//rpsI//fimG//infC//mlaF//tktA//rhaT//fdnG//phoP//glpX//kdsD//cheZ//opgE//wecB//mrp//narL//tdcB//umuC//hscB//yciE//lpxH//yddA//yggD//hslV//fimA//yqhD//kduD//bioH//ampG//dctR//osmC//pfkB//yjjV//rplK//yciA//yibF//ulaC//mzrA//hyi//yedL//hyfR//miaB//trpE//murR//ygiS//insH-5//epmA//cusA//yadM//yfgJ//add//hflD//recE//lacI//rssA//cdsA//phoE//cpsG//rfe//yqiG//ghoT//aroC//pstB//hns//arnB//ilvM//flgI//yidE//ompT//ydaC//norV//chbC//ygaH//slt//hiuH//glsA2//ibsD//rluD//dcuD//rfaG//eutN//epmC//zwf//lgoT//grpE//ygiB//uxaC//malS//yieF//cusF//hisC//rfe//dnaQ//lrp//uxuB//ilvD//mscL//kdgR//hemL//murP//fdnI//spoT//allS//bepA//tehB//pdxH//rstB//hns//ycgB//paaX//moeB//phnL//pabB//lptB//ftsX//recR//flgJ//dut//yieH//fepC//pdhR//rbsB//fkpB//rlmM//menH//nuoN//sbp//sufA//gabD//iscR//pinR//uvrY//btuC//ygaV//glpD//hemL//envC//menH//erpA//waaQ//uhpB//guaC//symE//yqhC//minE//treB//agaB//entE//waaZ//dacD//cadB//yedL//ybaE//thiG//preT//mltF//yfbS//ppx//baeS//csdE//tauC//ampG//astB//ade//araF//ccmG//sufB//abgB//gmhB//ygfI//aroA//hslU//ddlB//ydeM//trmD//glgS//fepB//allS//amiB//yceK//mutH//narP//gpp//rcsB//eptC//ycjW//caiF//cusR//treB//emrE//ybiH//srlB//ydiQ//umpH//ycjW//prmA//malX//nac//ispF//tdcB//glgP//leuO//sdhA//adiC//mgtA//puuC//ynjA//sfmC//yagG//secB//araG//ygbM//srmB//mscK//carA//ibpB//yedF//dnaN//ydfG//ettA//cytR//tdcC//yahD//aroF//hemL//
GO_0043413_4	ybcQ//
GO_0043414_4	epmA//ydiR//xapA//hexR//fryA//uxuR//ynhG//ybiT//apaH//fpr//lpxM//ais//frwB//ruvA//rpmF//puuC//modA//rluD//flgC//rpsQ//sapB//hscB//yagJ//fadL//ychO//menI//yjgX//rutC//xapA//bglB//waaP//zitB//sgcE//mtlA//kdpB//metH//metH//dusC//yhbO//cusF//ibsB//udk//fabZ//yicJ//lamB//chaC//rplX//yggX//sbcB//glsA2//hlyE//gcvH//
GO_0043433_5	yghU//dctR//scpC//fimZ//fumB//rpsA//
GO_0043436_5	ftsB//yfhH//ftsA//ybdZ//frr//pabA//fucK//aroL//fdoG//proS//rsmI//glgX//purF//yihU//acrA//cueR//yihU//glpC//amyA//flhA//wecE//ycfJ//yqaB//dsbA//dhaM//dsbB//sspB//glnP//amiA//clsB//tatB//oppB//lplT//yieE//yafE//cusF//phnO//yiaN//emrB//argK//uhpB//puuB//yeaD//tusD//rluD//cysB//ydhK//ispB//pgpC//alsE//yggW//hpt//yphD//pth//metB//frdB//gspJ//ldtC//mreD//speE//chbA//folD//sgcB//rpsL//dnaC//nagC//nupC//glnH//purR//ortT//rplN//ada//yihR//mepS//ydhQ//rfaB//purC//nupX//rarA//nudB//kdpB//xisR//bfr//rhsD//potE//sfsA//yhiM//gmk//accB//fimB//bolA//mraY//ubiB//mltC//ghoT//galK//ymfK//malF//flgI//dnaQ//tnaB//hicA//csdE//fadH//ymgC//yggF//yfdO//paaD//yhhZ//sfsA//glxR//alaC//yefM//ybiS//uxaC//yiiE//mdtJ//ymjB//treB//fklB//rfe//paaE//betT//rffG//thiD//yaiP//maeA//pflB//rffM//sapF//hmp//fadI//ybhD//nupC//ycjD//yjjG//elfC//dtpD//rhaR//dadA//hofP//ynjA//ffh//insB-4//hemL//pstS//gcvH//holA//relE//dcuR//hisH//sapC//gabD//yphF//gltS//treR//elaA//hcaT//cysI//yidE//rcnR//modB//rsuA//pepT//secF//manA//yeaV//gstB//speD//prfC//yjhP//hcaR//yfcU//mpaA//iraP//gltP//mog//paaF//cvpA//ybiI//ydiB//fadH//trkG//glrK//patA//garL//pgm//fsr//dsbC//tisB//zraR//fabA//dnaQ//hyfC//sapD//uxuR//ileS//yeaV//cof//ybjX//fadA//ydjE//cbeA//idi//cheY//ftsK//gshA//moaC//waaJ//lpxT//flgD//ccmH//dut//gmhB//mdtG//hsrA//yggX//sapF//bglA//cytR//ubiX//hsdM//rffG//relB//insE-1//nanA//chbA//diaA//atoC//xylH//rlmN//dgcM//napD//nirB//ompL//sfmH//gcvR//aaeB//aspS//paoC//allD//iscA//fieF//uxaC//yehD//rfaE//ybaM//yqcC//cpdA//setB//ppx//rnhB//tnaB//yccA//cspE//bssS//trkA//ftnA//glsB//gatZ//ompA//yeaE//ftsQ//tnaA//opgE//yfdG//phoA//ybjD//ettA//gluQ//acrF//aspA//upp//tamA//csgF//yfiC//ftsX//cheA//allB//hemL//yggN//hsrA//ribD//potB//glmM//rluC//yejE//yadM//nrdB//abgR//bcsA//atpG//mdtJ//betA//mqsA//hslR//gudP//dapA//queA//lacZ//ybjN//folE//uup//fliL//mqsA//cusA//livF//ccmF//arnA//soxR//ftsE//yadM//thiL//yciK//rbn//rfaD//ltaE//wzb//zapD//rplR//tatB//cydA//ftsY//fhuF//yciT//ypdC//dmlA//melR//ygcW//mtfA//ralR//kdpA//ydcT//kdgT//yihP//baeS//fliL//mdtL//pabC//mutH//sdaA//thrL//rhtC//yrfG//sbmA//ygaH//torZ//yqiG//ibsC//rpmG//sdaB//fimD//ulaD//cheZ//sapA//ihfA//dmlA//clpS//ibpA//rbsB//nanT//sdhA//putA//dtd//agaB//hokB//thiQ//abpA//sanA//yihX//lpxP//hofO//ycbV//ydiB//dpiB//putP//mdlA//hexR//livK//ybjG//yjjB//uhpA//lysA//wecE//hisG//rssB//arnF//pbpC//potC//ydcZ//leuO//metI//yqeA//cysW//cyoD//suhB//relA//ybiA//ybeQ//fepG//arfA//setA//dsbC//opgB//gutM//rffG//bioA//yiaL//eco//yabI//waaJ//hisF//dmsC//pdxK//putP//mltB//ybaL//secG//tynA//livM//nuoI//rpiA//guaC//lolE//treA//deoR//sapC//nrdE//caiF//gloB//glpA//rbsR//araE//mdtC//mdtJ//srlA//mrdB//lpxP//ypdA//arnD//rbsR//recF//ddlA//rpmG//ybaM//mepH//cdsA//cysA//
GO_0043438_6	dgoK//
GO_0043442_6	yegS//
GO_0043455_5	narU//ddlB//flgB//agaR//
GO_0043456_6	rpoD//
GO_0043462_6	ytfT//sfmD//ruvA//bdm//mdtJ//dinJ//
GO_0043467_6	rluA//sdhE//
GO_0043470_6	ybaM//aroD//pyrF//lpxP//
GO_0043471_6	fre//nmpC//yihT//
GO_0043484_7	aidB//
GO_0043487_4	osmY//cecR//cstA//ilvD//lapB//ldtE//
GO_0043488_5	murE//malK//ygcW//chbB//ybdN//
GO_0043489_5	dgkA//
GO_0043543_7	cnu//arfA//ypdA//topAI//epmC//cbrA//yiiM//rplW//cca//ydiP//yjeH//rpsO//ycbU//
GO_0043545_5	thrL//pspD//aceB//phr//bluR//clsC//yhgH//recN//flgF//amiD//thiM//
GO_0043547_7	ybhS//tdcG//cnu//
GO_0043549_6	hmp//waaL//
GO_0043555_5	yiaU//endA//
GO_0043562_6	speA//yajR//
GO_0043570_6	pcnB//pinR//napA//
GO_0043571_7	dgcQ//rnpA//rspB//
GO_0043603_5	yceO//rpe//mipA//greA//fimG//zwf//yjbG//ygbM//rcnA//hokE//cobS//ydeT//allD//opgH//ldtB//yehY//gpr//galF//alaE//mltC//ygaV//dps//pntB//yeeY//gspJ//hemF//cspG//rbsC//lpxH//hdeB//mepS//ettA//gstA//nrdE//priA//yiaA//matP//phoR//csiR//yaaA//slmA//fic//fiu//araH//yagI//aqpZ//truD//mscK//znuA//cecR//ssb//ddlB//pncB//yohD//pabB//tdcG//yfdG//evgA//cdd//fbaA//htpG//elyC//ybeY//sfsA//yciG//ygcW//lipA//gcvA//puuA//fryC//galM//ssuD//napB//rplQ//tisB//aceK//iscA//yjjI//thrA//metQ//iraD//fdx//hdeB//yiaU//fabD//ydiV//ybfE//pepA//sfmC//glgA//yebG//gspI//fixC//mdtJ//rseC//hyi//rluF//spy//pitA//murD//murF//yeiL//amyA//ydhC//potA//tisB//ibsB//ybjN//ecpR//pspD//hypB//afuB//gyrB//edd//fiu//thiH//hisF//trpE//prfC//yccS//eutK//cusA//acpH//nagZ//tmcA//nupG//mdtN//
GO_0043604_6	soxR//glk//lrp//waaS//iap//yjtD//lpp//borD//kup//yfdO//rlmD//leuS//tufA//arnD//manY//recO//galU//cmtA//fryA//fnr//arcC//fadD//rfaB//rayT//yegS//ada//rcsD//casE//focB//hchA//fimI//insE-1//xapR//gor//acnA//kdpD//oppC//aroL//yphB//dsdC//nudG//lacZ//panE//mlaF//treA//yajR//rpsS//amiB//cydD//mlaB//essD//ligA//hsdM//ygfI//cmtA//ycjW//rsuA//rhmR//pheT//ydfK//gltL//mlaD//glgX//clpA//hisP//fabG//pspG//malK//gmk//bioB//slmA//paaX//bioP//entF//clpP//cobT//ghxP//alkB//ynfH//xylE//tufA//hokB//yciA//deoR//paaB//flgM//fiu//nrdH//fadJ//gor//yphB//yjgX//cmoB//qorA//sdhC//pntA//hofN//thyA//araB//
GO_0043605_6	aldB//gadW//yiaU//atpG//oxc//
GO_0043610_4	mpaA//
GO_0043624_6	pdeL//bglJ//gabT//hypB//mfd//malX//ygbL//
GO_0043628_9	modB//yhaO//argC//
GO_0043631_7	ydcZ//yoeB//
GO_0043647_5	acrE//tomB//
GO_0043648_7	mtlD//rplP//serA//tdcC//tar//paaG//dinD//msrQ//thrC//rplT//accD//insE-1//gntT//frdD//tsaE//yidE//potE//yidA//ampD//yhfK//argH//trpD//gsiC//ogt//phnH//argS//pdeF//tktB//yqgF//tyrS//yhjG//yghB//ycbV//dsbA//gltI//fis//xapA//ltaE//yjjX//fau//mlaE//codB//agaV//radA//ssuB//mpaA//fryC//glvC//cysD//yfbU//fis//folP//hha//queA//glk//nagC//abgT//recC//yfcR//greA//fadB//ldrB//acnA//ygeR//gpmM//ilvE//pspF//pth//rimL//citE//nlpI//gadC//tar//dtd//
GO_0043649_7	higB//decR//arcA//flgH//actP//dkgA//znuA//cysP//mfd//paaD//araH//
GO_0043650_7	yahI//yobA//yceO//yeiE//hsdM//amtB//appY//arcC//pdeD//polB//recJ//sthA//holA//sulA//caiD//cmoB//ppx//rayT//manX//ycjY//narL//wcaJ//rfbC//hypT//ebgR//nuoN//zipA//
GO_0043686_7	ppk//
GO_0043687_7	yceO//degS//mpaA//rlpA//ttdT//rpmA//cyoC//
GO_0043708_5	argS//nudB//ypdA//ebgA//yaaY//mepA//yaaY//yahD//parC//napB//nikC//rplN//lptG//yjfP//ansB//
GO_0043709_6	guaB//crfC//murR//tsgA//dps//aldA//yieK//dapA//pcnB//
GO_0043711_5	frdC//fixC//purB//nimR//yfcA//hpt//elfC//fdhD//yejE//tyrS//ftsH//xylG//allC//nth//moeB//yfcF//ygbL//waaG//nanE//wcaC//nuoB//
GO_0043900_4	tatA//dnaC//dapF//treC//gntR//rhaA//rpoH//rimM//insI-1//tauB//atoC//yfaU//chpS//
GO_0043901_5	cdsA//thiP//yiiM//lolC//
GO_0043902_5	ligA//yeeY//
GO_0043933_4	pdxH//casA//rclB//prpB//yegS//ispH//hflK//sugE//mlaC//tas//ydiV//treC//yidQ//mipA//kdpF//lit//rnc//sppA//higA//ligB//cadB//araB//frlB//surE//yjjW//nrdR//zapD//evgS//rplC//narH//ogrK//nadA//eptB//folA//thiC//insA-2//ytfR//cspA//hda//recX//chbG//hexR//secF//fadM//iraD//tcyJ//mrdB//ydiZ//sdiA//solA//ybbN//dnaN//pinR//pabC//ygaH//recA//kdpC//ibsB//mngA//dmsA//pstA//queD//adiC//uxuB//dhaK//yedX//envY//uvrY//rcsF//yfcP//yajL//yiaN//gudP//poxB//sucD//copA//ppiD//glrR//mog//arcB//mtlD//higA//yadI//bioC//lgoD//uxaA//nrdF//rhaM//lysS//yfcS//truA//copA//bglF//rseB//menB//rpsA//thiE//chaC//alsB//uvrD//
GO_0043952_7	hchA//gabT//yheT//lpxD//bcp//
GO_0043953_7	insK//rutR//pncB//yadK//
GO_0044003_5	yfaE//ydhC//entA//clsC//
GO_0044004_6	dicA//rnlA//ydiZ//oxc//
GO_0044010_5	ygiS//allC//ydcM//sdhD//ypdI//rfaD//hcaC//rraB//gpt//glk//prfC//yidE//mdtQ//yjhI//zinT//pppA//murJ//mdlB//mtlA//trmI//yjhG//trpC//yqeF//uidR//waaC//cspD//ydeE//fecC//ubiC//dxs//
GO_0044011_4	slyA//glpA//lacY//pgpA//tatD//fkpA//degQ//fadM//
GO_0044036_5	yhaM//gpmM//ribE//yejF//fadR//fecC//metF//yfbR//rcsD//rimL//ccmC//mdtP//kdsC//rihC//yhdZ//mdoG//hycB//kbaY//glnA//yoeB//mltB//hofO//gyrA//dinG//hyaB//tsx//ybaK//ydbK//alsK//manX//ynhG//uxaB//hflD//aaeA//ddpA//srmB//ybhJ//hflD//yhbS//aslB//yiaM//gdhA//mobA//spoT//yfbV//rimK//ulaA//
GO_0044038_6	rpsO//crp//acpP//yhdH//dauA//rlmJ//cyaA//mukB//galR//cobT//cydC//tdcE//cof//adhE//cheA//bcp//selD//etk//lysO//ydhJ//hsdR//speA//fabB//sohB//yejB//gabT//plsB//uspG//murD//dam//eptC//rplD//hicB//fimI//nuoN//yagI//uhpA//fadE//melA//umpG//xdhB//pheS//lplA//
GO_0044042_6	lpcA//ubiF//ompF//ribF//gadX//agaV//uup//ompT//phnG//yadN//glcB//ompF//dtpB//ghrB//ssuE//comR//tyrR//gstA//yfeR//rnlA//argD//
GO_0044070_7	yjgX//ligA//yehA//yfcP//
GO_0044085_3	ribF//ubiD//atpH//recO//nrfC//glgS//mrcA//ccmH//rpsR//eutB//ugpA//rsuA//rfaG//mraY//fkpA//feoC//yebK//cutC//entB//
GO_0044087_4	rimK//fruA//ybcM//idnD//ygbN//exuT//yahO//exoX//hipA//yidK//yfeO//hscC//dnaT//fabB//waaH//ymdB//tcdA//rlmM//yjhB//setB//moeA//rsmF//fdoH//gabD//rseP//pfkA//yiaN//hisI//tnaA//flgE//yneL//yihT//fre//ydjM//
GO_0044089_5	mtn//rpsE//gldA//mutT//gpmM//dcm//ypdI//tldD//frdD//flgC//creC//hslJ//ybfA//
GO_0044092_4	wcaC//glpK//rimL//tdcD//sgcE//entC//ydcI//hcp//yhdW//osmE//uvrD//melB//tyrR//panZ//btuC//potB//panF//leuC//glnK//ygaV//amiC//gsiC//glmM//gatB//degQ//arsB//mgtL//lpxB//menC//xseB//mqsR//tdk//mhpC//pdeD//mnmC//dicC//
GO_0044093_4	rlmH//hns//ypjD//cueR//edd//gatY//ycjP//baeR//yccA//fieF//ppiC//mdaB//dnaX//mcrA//hlyE//appB//ycjQ//gnd//envR//ybaK//bhsA//mdtB//arnD//umuC//ihfB//ilvL//gsiA//
GO_0044106_5	coaE//rbsB//yegD//yfdK//yiaU//aspS//agaB//yggN//citX//sxy//yjhG//ravA//ymgA//rarD//murA//yejA//mscL//yfcQ//mntR//yneJ//yajD//dgcQ//hipA//hofP//glpX//yhjA//narU//
GO_0044179_5	ompA//
GO_0044208_7	ompW//
