#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	cbpM//dacD//murA//yrbG//
GO_0033554_4	ychO//mngB//ibsB//yaiW//otsB//tas//narK//mgtA//nrdG//nikA//ppc//dfp//nrdG//surA//selD//casA//dsdX//malI//metQ//argC//rpsN//ydaN//mlaE//feoC//malQ//azoR//iaaA//tdcF//thiD//dusC//yqaE//yfcA//hslV//yieK//sanA//ibsB//murE//flgH//dinQ//truB//rpsD//lpxP//hemE//yadK//ffh//hfq//rhlB//ptsH//yccX//fkpA//recC//betB//galU//actP//nrdE//yjiA//maeA//argS//glgP//arfA//htrE//rhaD//yebG//opgG//yejA//aroE//pykF//elfC//sufC//uhpT//arfB//mntH//glpC//ffh//ybhD//sapC//rbsK//gltS//osmC//yjeI//hyfR//rpsI//cspA//hofN//ybiI//tamA//phoQ//asmA//iap//cysM//yjbB//yjiX//xylF//torY//yghW//hldE//rutD//osmE//galK//flgC//yehY//alaS//bamB//ydeO//gsiB//tsaD//flgF//bfr//tusA//valS//proA//cutA//ydbD//glgB//yqeG//yhdX//cutA//ugpB//ybhG//hybD//asmA//dppF//bdcR//bcp//galT//yeiL//yddG//matP//maa//hdhA//fadA//fdoG//truB//hypC//phoQ//ybcL//gstA//yhgF//idnO//aspC//ybbN//agaD//phnH//yeeA//menE//aroL//narJ//intS//entD//ttdB//rfbX//dnaE//thiM//ynjD//dgkA//yebS//aaeB//adeD//fumA//aroE//cbeA//betT//purN//yggE//ulaB//npr//yehZ//casD//ypdC//aroL//cydB//rpsT//focB//proA//pnp//fbp//xthA//purR//agp//cysW//murI//fryB//fryA//gpsA//intF//rbn//csgF//dtd//mdoD//rnlA//mnmG//ompN//dmlR//lptC//add//yafO//tsgA//pta//orn//ppc//ybhG//erpA//hisP//kch//nepI//talB//rsmA//tdcD//atpE//lpxL//hyfR//idnD//fdnG//leuO//tnaA//mhpR//rhaB//priA//mcbR//prpB//hyfF//ulaF//treC//csgG//ymgF//yejE//yoeB//yjgX//amiC//rnc//arnD//ppk//xerD//msrP//ynfL//chaA//murQ//citT//yajL//gutM//cusC//ptsH//sfsB//idnO//rhtB//queC//hdeB//tonB//tpx//cueR//yccA//folP//zapE//rhaA//insA-1//yciV//hrsA//rclR//mlc//rplR//rrrD//sapC//exuT//ilvM//lldR//rpe//fdnG//trkG//dhaL//ascB//mdfA//qseC//slyA//dfp//elfD//cyaY//waaS//acrR//gsiC//bacA//norR//hemB//sbp//eptA//hupA//wecA//lplA//rssB//hisS//mgrB//guaA//sufC//fliT//kilR//nadC//feaR//gltS//hflK//rhsD//ttcA//viaA//hokB//betB//yjcE//lapA//tcdA//hha//yadG//frwB//fliL//pcnB//rarA//acs//oxc//yjeH//soxR//ppiD//yhaC//kilR//emrK//kefB//cspG//pcnB//rluE//
GO_0033559_6	viaA//
GO_0033567_6	rfaH//
GO_0033585_7	yiaB//trpGD//
GO_0033609_8	iscX//
GO_0033611_8	panB//
GO_0033674_7	cspD//
GO_0033683_7	ycjQ//
GO_0033692_6	galM//acs//yghU//aidB//thrB//recT//glnH//hscA//ppsA//nanS//zwf//ldtB//rffM//rlmJ//yafQ//abgT//dusB//arcA//yehU//gadW//ulaA//rimK//nanS//cdd//murD//ttcA//macB//nepI//tktB//mutY//plsB//entS//arnE//yghO//lepA//yaaU//srmB//dinB//yeaV//gutQ//mtlD//cmoM//accA//mnmG//fimC//hybC//hslU//
GO_0033865_6	yhjX//xanQ//xylH//hyfR//clpX//lepB//lpxM//
GO_0033866_7	zntA//lptC//argD//insH-6//
GO_0033875_7	yraI//frc//nirB//glsB//rpsD//intF//panC//
GO_0034030_8	paoC//ubiF//birA//hexR//
GO_0034032_6	nac//amiB//bioD//nemA//macA//katG//mepS//
GO_0034033_7	yjaZ//ldrB//kefF//cheZ//
GO_0034035_7	menF//hypD//uxaC//
GO_0034059_4	ybcJ//dadA//
GO_0034192_7	exuR//rcsA//yahF//
GO_0034193_7	rluE//
GO_0034194_8	polA//aspC//ilvB//
GO_0034195_8	lptD//
GO_0034198_6	uhpC//ydaN//hicA//
GO_0034203_6	mepA//
GO_0034204_5	dcyD//ydcZ//
GO_0034213_6	thiH//
GO_0034214_7	nsrR//emrY//tyrR//nupX//
GO_0034219_6	puuC//ybiS//rutB//csgB//ybeY//bluR//kbaZ//ibsB//murF//ilvE//ybhR//appA//tpx//hsrA//yafS//atoB//mug//guaB//yqeG//amtB//dsbA//kefF//ggt//ibsA//gatC//gatD//kbaZ//ygdG//ybhS//asmA//pyrF//fiu//truC//glnB//mfd//xylG//dgcM//gcl//ubiD//truD//cysH//hlyE//rssA//xanP//cbeA//narI//lplA//sodC//iraM//arnF//lsrK//ybaQ//gpsA//yaiW//ygaH//rpnD//acrZ//aas//potE//uxuB//ubiX//gspI//thrL//glvC//seqA//adk//accA//exbD//uspC//mngA//cstA//nhaB//sgrT//trkA//srlD//rsfS//tcyL//ybhI//ynfK//ycgB//paaJ//hisM//serA//ppsA//clsA//rutA//phoP//thyA//rbsR//fabD//arsC//uspG//recE//epmA//
GO_0034220_6	rpmC//glcE//mdlA//tolQ//cysH//hemL//phr//kdgT//gutM//arfA//gstA//eutB//speG//nmpC//relE//ybjG//yfaE//trpE//yehB//pgpC//rzpR//rsmC//xthA//sapF//cyoE//yidP//yhaC//higB//fdhF//flgG//elfC//yfgI//phoP//mutL//mdtL//uidA//envR//miaA//rlmN//pntA//betA//aldB//grxD//waaY//frwD//ybiI//moaA//ssb//fadI//adk//deoR//basS//phoU//araF//bssS//yecS//pdxK//yedL//mglB//sbcC//atpG//aroK//mhpD//kdpB//glpT//cheY//tyrA//hemB//ridA//cadA//hypT//nudG//rhmR//ibsB//lyxK//ssb//era//nikB//fabA//araH//ydiK//fdnI//ugpA//betA//yraR//ilvM//ldhA//csgF//rsmA//nlpE//yfgO//ykfI//tdcD//nupG//ydjM//ppiC//potI//yqcC//dppB//yfhH//sodB//lysU//modA//osmE//queC//ycaN//phnJ//mutY//glcC//glsA//envC//yraR//kdsC//yoaB//ftsK//sad//eamA//rsmC//yfeX//xylF//bipA//lptD//truA//sad//dgoK//ompA//moaB//acs//fepB//rplN//msrP//syd//proQ//yjjQ//ygfA//ydjM//melR//ygiV//baeS//mltB//recD//yiaU//waaA//cusS//oppD//acpT//ydiF//wrbA//rsmG//alaA//bioP//rbfA//dhaK//glsA2//guaA//ddpX//ftnB//eno//lpoB//perR//glpB//curA//srkA//dsbB//fabR//surE//dnaT//paaC//rapZ//cusA//pgl//guaA//aroP//wecC//maeA//
GO_0034224_6	mgtA//narV//
GO_0034227_8	alaS//iscA//xylG//ampH//adk//rpmA//eutB//glgB//
GO_0034248_6	waaB//glmM//norW//yciF//bdcR//fau//narH//gadB//bamC//yedL//yfjR//yehD//ddlB//aroC//coaE//rpsM//elfA//argI//hisC//gnsB//hcaT//paaK//glpK//ttcA//dgcN//ytfT//frsA//rbbA//rayT//rffH//yajD//leuA//malP//aroC//perR//uvrC//ynfL//hslO//ybgQ//ybcJ//ldrB//
GO_0034249_7	oppA//ybiS//minC//nikC//sdiA//rlmG//modB//tpiA//nagD//holC//waaF//uxuA//ygiS//yqeG//adiY//yfaL//alaE//murA//argS//mdoG//rraB//ftsP//dcd//moaD//yddA//
GO_0034250_7	hlyE//rimP//araF//hypE//flhA//sspA//amiB//
GO_0034258_8	ybgP//
GO_0034260_5	moeA//
GO_0034285_6	baeR//
GO_0034286_7	glsB//
GO_0034288_6	ddlB//
GO_0034289_7	setB//
GO_0034308_5	gspJ//nuoN//ycgV//yiaB//purB//ydeM//spy//rstB//nepI//mppA//ompG//
GO_0034309_6	lysR//yfaX//tdcE//
GO_0034310_6	rpiR//tsaC//yraR//efp//caiD//yjbE//
GO_0034311_6	ssb//frwC//gltI//
GO_0034312_7	potB//yobF//
GO_0034313_7	xylH//
GO_0034337_3	tcyP//ligB//
GO_0034355_7	gstA//xylF//uvrY//torI//
GO_0034401_5	gcvP//
GO_0034404_5	pth//ycfH//xapB//coaA//fic//hlyE//deoR//nikC//tas//fabR//gmk//uidR//yebG//appY//ycaO//rclR//priC//hiuH//erfK//nfuA//mgtA//narV//aroP//torR//lolE//astC//ubiC//ydeM//lepA//yafN//mltA//frwC//ycaO//pheS//nuoM//pbpC//tadA//aspA//btuE//zntA//dinD//atpE//mioC//uspC//rapZ//ispG//fumC//hcaR//elaA//yhjV//
GO_0034414_9	pgi//
GO_0034421_8	hemH//
GO_0034440_4	pphA//gstB//cobT//thiH//fhuD//yqiH//yobF//treR//gadE//prpB//pckA//envY//fabH//torA//malF//araD//topA//tsaC//dauA//napB//
GO_0034470_8	hcaT//srlE//coaA//mltB//murI//fliT//kbaZ//rlmI//rutE//hybA//gpt//nrfC//yhiM//chaA//yjiR//priB//polA//hemF//tgt//pgaD//yciV//yjhG//dcuB//tolR//uspG//citG//tonB//gmd//yidE//rnhB//elaD//ralR//mrdA//pinQ//lgoD//gltD//agaV//tnaC//yrfG//nrfA//mcbA//ymjB//satP//puuP//fimA//fdoG//htpG//cpxR//nrfG//lpxT//rcsF//osmC//crl//lplT//rfbX//shiA//bcsA//sufE//nrfE//ybdN//kbaZ//folM//tolB//yejF//yegT//gdhA//frsA//rluA//rplS//yagI//rpsM//patZ//rcnA//ubiE//arnF//fklB//lptE//murB//plsC//rhmD//lsrG//uof//eptB//eutN//mntH//ilvD//miaA//tusC//ilvL//menI//degQ//pdxA//ygfI//ynbB//
GO_0034471_9	elfG//eptC//ydaV//yjjX//
GO_0034552_7	speE//
GO_0034599_5	cof//gntP//rpmJ//xseB//ycfH//nrdB//fucA//fliD//astC//focA//gltB//mipA//yihR//ccmH//edd//bcp//rlmM//hycI//rpsT//wecC//flgJ//ycdY//yeeY//
GO_0034605_5	fepC//bglF//hisI//tusE//ulaA//dtpC//trpB//hcaD//ybiH//
GO_0034613_5	ssuE//thiG//ghxP//yhhY//ybaQ//kdpD//yiaM//ptrA//kdsC//flhA//fdoH//nanA//agaC//livM//psd//dkgB//intS//
GO_0034614_6	nlpI//tsaC//mnmG//rplM//araC//glpX//pth//lspA//ralR//yebK//zraS//lolD//yidD//
GO_0034620_6	chbR//mdoD//fecC//malI//
GO_0034622_6	ihfA//rcsA//napB//rcnA//citT//ygeV//flgF//pepB//casD//yahO//cysI//ffh//xisR//mdtF//acrE//essD//frvR//yajQ//ybiI//dgcJ//obgE//cobS//ftsE//hofN//ffh//ftsW//tdcR//yifB//rimI//emrB//tktA//rpmJ//fimE//feaB//moaA//ddpA//hprR//ydjL//nagD//preT//yqiJ//
GO_0034627_10	nimT//yohC//nagD//mipA//tdk//
GO_0034628_9	yeaD//msbA//yfcG//dxr//feoB//
GO_0034635_6	pdeH//rplS//glpT//sapD//smpB//tehB//
GO_0034637_5	pagP//yghU//dcd//mscL//yjjU//torD//csgD//yojI//chbA//nuoB//ydjL//rtcR//nanA//asd//dinI//borD//tisB//polA//glpG//hipB//ycjQ//grxD//cdgI//rpoS//uidC//tamA//ppc//xylH//acnA//panB//ccmF//nfsB//yfaE//ttdB//higA//yqiG//flgB//yneJ//sapF//sapF//csgE//aceK//yjtD//prpC//cmoA//plsX//abpA//rutD//yfdO//dsdC//
GO_0034641_4	fimH//yiaO//phoQ//entF//ppiA//rluF//deoR//fepG//fdnG//yieE//cspA//cusR//yehC//higA//yhdW//mhpA//yieK//dcp//hisS//asnS//cmtA//fdoH//yjiY//nudF//glcF//yifB//crl//ygcW//fixC//tsgA//glpK//clsA//fepD//rfaQ//ydfH//ydcR//malK//queG//eptA//fkpA//ybiH//ugpA//sufD//insK//tatA//setC//paaG//decR//rho//yedP//glnQ//rimO//mutL//rfaQ//rpmH//csdA//yjhG//mrdB//slyD//arnT//pspG//deoR//carB//yrfG//ybjD//pspF//ribC//amiA//tqsA//mtlR//eno//yhhY//rpoE//sbcD//rhaB//rimP//yhhZ//dgoK//manA//fabA//ydhK//prpB//metL//adk//ansA//livG//intS//macA//glxR//pgaC//hcaD//exbD//yagI//rhaR//potF//pspC//iaaA//thrC//yfcR//prmA//yahO//dcp//fruB//fixC//thiI//ulaC//prpR//mdtL//tpx//rfaG//cspA//nrdR//htrE//nfi//hisF//flgB//mlaF//rhaR//ybdZ//xylH//pepB//paoC//yafO//btuB//dhaM//sdaB//speC//rarA//waaH//secD//yagF//fiu//ompR//ykfM//wzzE//yedF//mntP//yihR//crr//otsB//lplT//bglB//bcr//groL//casC//tyrA//insA-1//pdeF//ariR//selU//hiuH//yahD//dgoA//yjbH//yfcA//yfiR//rplS//clpX//araG//fis//bcsA//ycjR//yggN//sugE//pyrL//btuD//dctR//kduI//gcvR//asnS//ycjY//ybiA//pdeD//dinQ//mdtM//gatZ//smrA//sseA//ytfP//agaS//gsiD//tbpA//flhC//rpmC//radD//yfcU//btuC//lysS//rpnC//diaA//sdhB//cheB//dcd//acpP//metB//iraM//sufB//mltA//ulaD//frlB//rutG//malI//ftnA//ptsP//dusB//cysE//potD//rtcB//torR//dmsA//nupC//mppA//cysI//deoA//ogt//yjhG//bcsA//gdhA//malY//xseA//ompR//waaH//proS//cas3//hcaF//fliA//ghoS//pyrL//relE//glnL//tmcA//lsrA//ivy//dnaX//gntP//pldB//clcA//mog//nupG//yfeX//katE//waaH//yfbS//aes//galS//icd//rplX//thiL//yigB//tcdA//pmbA//ybfE//ytfQ//puuC//scpC//rhaR//pth//exuR//aroG//folM//fryB//lrhA//lsrD//luxS//yphB//manZ//oppC//groS//frlR//yjbG//moeA//sufD//treR//napA//ppsR//ybbW//nadD//yfdR//ispA//pdeD//atpH//zapA//rplD//arsR//elaB//xylH//hprR//htrE//yhhT//tdk//tesB//trxA//mdh//bglX//ftsZ//rimK//corA//trmB//yfgJ//trkG//yohD//dicB//bamB//cobU//yfcG//cysB//lysS//tolR//sapC//gloA//csdA//rspB//mrp//cheW//dfp//topB//yhaJ//ompF//rtcB//marR//guaB//atoS//secD//holD//dhaL//nuoN//ftsB//cbpM//maa//ybiH//yfeW//yfeX//shoB//glcD//ydaN//hcaB//garL//fes//mdh//sfsA//dhaM//rpmA//yghB//matP//glnQ//csgA//yghO//gstA//rarD//ssuC//mhpB//ribE//mrr//ilvI//wzyE//ibsC//acrF//trg//mcbR//ffh//matP//xylA//ycjQ//rlmB//garD//hlyE//aspA//rho//ilvD//lgt//pliG//leuS//satP//yeeO//ytfT//yggX//sgcC//rpsB//selU//prlC//rplA//caiE//cheR//msbA//sbcC//hypD//panC//priA//gatD//rpnA//kefB//glpC//manZ//fixC//murE//cysN//hemH//hemD//cyaY//napC//rrrD//fadB//ygiW//iscS//yiiM//scpB//erpA//rcnA//nuoN//cheA//holD//yceO//sugE//rclR//casD//bepA//rzoD//fbp//cspG//mioC//purD//sucC//ycgV//frsA//uspF//ffh//tmk//evgS//setA//syd//yjfP//pflB//eno//rbsA//pgi//wcaB//xdhB//yicJ//frdA//rpmE//ychO//abgB//entE//ydiV//cpsB//pyrH//udk//nuoM//frlR//csrD//secY//intA//gdhA//pheP//hipB//ugpC//pyrH//ybcM//htrE//rsmA//rarD//yieE//focB//glsB//relA//mdtM//trpR//bioC//yeaK//uacT//mcrB//ubiG//adeQ//proX//mntR//galR//waaA//epmA//nimT//yagE//argT//gcvH//gcd//dcuB//fliM//radA//ldtB//xanQ//elfC//yaiW//rimP//potG//cbtA//yoaA//yfiC//hybF//treC//dld//hupB//plaP//mglC//ibsA//ybiX//recT//bglH//btuE//rmf//pnuC//cyaY//ycdX//rpoS//nlpE//prpC//yccX//ghrB//fabH//glpB//clpX//mreB//waaL//yneL//gcvH//sufD//hscA//ispU//rpoS//lsrA//rplK//narP//rfaE//hemF//cbpM//phnG//gmd//hpt//ybcF//lipB//ccmF//uspC//rlmA//sulA//potI//caiE//cpxP//mglC//bdcA//puuP//holD//lysO//ftsY//yoeE//yhdJ//intE//caiE//ibsA//ushA//adeQ//aqpZ//clcA//moaA//thrS//mscM//pnp//tktA//mutL//perR//clcA//hyaC//fadH//sdhA//fiu//fhuD//nagZ//aroG//yjiX//trmL//rlmM//yacG//yiaT//pdeD//syd//tldD//fimZ//pykF//yraH//kdgT//glpB//plaP//nudC//opgD//gatA//ruvC//yafC//dtd//bdcR//hisF//rnpA//nimT//atpH//lpxT//ydbD//trmI//nfo//fdhD//ykgM//lpoA//opgE//ubiA//ilvN//yobA//qorA//asnC//elfD//hslU//miaA//ldhA//pflC//glnD//cedA//oppC//bioP//dgcN//leuO//paaJ//atpD//hscC//setB//otsB//phnN//asd//yhdZ//dtpB//lolC//yneL//yoeB//oppF//leuC//ygiW//smrA//holD//phoB//uvrY//proC//yahK//nei//uvrB//gsiD//ppk//recG//serB//puuB//rzoR//rcsA//yaaJ//deoA//insH-5//malE//lpxD//soxS//yaaA//kbaZ//cusR//nuoE//hdeB//wza//sohB//flhD//aspC//nfuA//zur//rutG//rpsG//yfdS//gatB//dedD//pheA//poxB//ybaT//uxuB//lpxC//sgcX//prlC//rna//envR//yqhC//artP//rluD//ybgI//proV//moeB//bcr//fimG//metH//ftsX//fadH//gpr//gpsA//uup//cbeA//hslV//cmtB//yijE//pinE//hisD//paaX//yhjG//yhdX//cysH//uvrB//agaD//pyrL//exbB//truC//pppA//gmd//galS//astB//argB//rluE//proW//sgrR//argH//rfbX//rplY//yehA//fdoH//lptE//actP//yahK//zur//elbB//argG//lysU//idnD//dgoR//cytR//ydeI//yneE//upp//nusG//sbmA//hsrA//yfaE//livG//garL//alr//glcE//ynhF//pstA//miaA//napD//ldrB//artQ//cpsB//yefM//rplF//nanA//secA//betT//malI//pppA//kbp//bioA//modA//cmoB//etk//metH//talB//rpsD//rph//paaB//solA//cysZ//sbmC//rutG//uxaA//cbeA//pppA//umpG//rpnC//serB//argI//setB//purB//alaE//ytfE//paaC//yhdX//gabD//paaK//yehD//yidE//dctA//nfuA//ampE//yqcC//holA//cca//hprR//lysC//lgoR//rsmJ//yfiF//ibpA//hflK//malX//cpxR//relB//ulaF//fabD//alsB//frdB//groL//fadA//idnT//
GO_0034644_7	nikD//elfA//
GO_0034645_5	yccS//tauB//yhdH//purT//ydfH//baeR//alsA//yeaG//frwC//asnC//dnaT//yraI//dmlA//yieK//pphB//cca//rsmB//chbA//asnB//yeaE//gabT//infC//ilvM//ftsN//nupG//rfaF//yjiQ//ycaN//glnB//qseC//glcC//nirB//rlmC//phnO//treA//kdpC//topA//yjiA//pyrC//glsA2//rfaC//manA//fes//ulaB//cysN//lolA//frlB//yeaK//ykgA//fimE//rnc//pstS//trpGD//ykgM//clsB//pyrL//hdeB//hpf//iscX//proC//hisQ//speE//clpP//sgbE//yidL//yafQ//bglB//clsC//agaW//npr//rayT//secF//aroA//gcl//bioF//tsx//yeeO//tolQ//mutS//gspJ//spy//pstB//leuB//ldhA//glnL//folP//pstB//pgaD//tnaA//nanA//argI//ibsE//fadE//rsmD//aceA//sppA//fnr//cmoA//rpoS//pckA//yobA//yfgO//rsmF//nemR//hslO//ycfS//alsC//lysR//ugd//cytR//carA//ibaG//casD//ydfH//uof//ldcA//yfcR//insK//pmbA//glpD//bcp//alaS//cusR//ccmF//cydB//bcsA//glnA//agaA//hemC//acpT//ygeR//elyC//yoeE//gudD//dgoD//rodZ//acrR//rpsG//cyoB//potE//gadC//sgbU//phnG//idnO//rrrQ//dsdC//btuF//hcaC//speB//ccmH//ghoS//argE//ulaE//yhjR//yfcQ//creC//ddlA//mqsR//hyfR//rnhA//ynhG//alsC//hisP//rsmJ//gppA//glyS//glnB//oppA//trmA//rihA//nuoG//fdx//rclC//gudX//fepG//waaS//deoD//ynhG//rnhA//frsA//ydaV//dmsA//glgP//adiY//acrZ//ybaK//hycI//alsE//fimC//thiL//sxy//yhbY//tomB//fimZ//gcvP//yciF//frvR//ycjD//pdxY//cptB//araA//mntS//dppB//rfaC//fdnG//trxA//ybhI//yieK//sgbU//srlD//yphF//murD//groS//insA-1//ycjY//ptsN//glpT//dacB//ygfI//hemL//lpxB//era//pgaB//pheM//queF//lpxD//nikE//eptA//yhjA//fkpB//codA//flhE//iclR//setA//rpsG//sohB//wecB//mlc//kdgK//hisM//modB//glcF//prpR//fbp//eutN//tehB//pagP//dcuA//patA//cmtA//rlmJ//rplD//rclA//fimA//hybE//xylE//dppF//dppA//ldrD//metC//msrB//rarD//dicA//ddpX//csdA//ptsG//hslU//dadA//nlpA//fepE//azoR//yddG//arsR//bdcA//entB//epmB//yjfP//kduI//rapZ//gsiC//phnM//relE//sbmA//yphD//sxy//torC//tsaB//valS//astC//dapD//mdtM//kdpD//cysN//bioD1//mrcA//yejE//pagP//speA//caiT//tcdA//mog//guaB//tcyJ//rluE//
GO_0034654_5	kdpD//bssR//glcD//hda//phoQ//acrD//dps//rutF//gatD//msrA//gshA//yeeY//yqeF//ybjX//dctR//cdh//prfC//narK//hrpA//basR//rpmA//selU//mdtE//ydiO//gshA//alr//lptA//gadW//tktA//wza//ftsW//rplX//fliA//mgtA//rffH//yegD//fepG//gpsA//tatA//pdxA//msrQ//intE//wzzE//elyC//ivy//glcA//srmB//ydiK//tisB//ugpB//yhaC//hemL//rclB//betI//yajQ//uxaC//nuoI//dapB//lacI//flhD//yhaV//prpB//clcB//cirA//mlaC//ogt//afuB//luxS//cvrA//ygiN//cho//gcvA//xylH//ldrA//sapD//gcvH//gutQ//rnhB//priB//hokB//fdhE//ariR//hyaA//fumC//narZ//ftsP//nth//lptG//ybdZ//yhdW//dbpA//yddM//envR//rpmG//insH-6//rluC//yhhZ//insA-2//dppA//satP//wzyE//kdpF//sulA//yfjV//psuG//yjbG//clpS//osmF//insB-2//pspA//potE//insI3//sgcA//bamC//acnA//rapA//fumA//chpS//ycjP//idnT//hypF//sfmA//paaD//yfcV//iscS//murI//agaA//ygjH//atpB//tnaA//argI//sfsB//mltG//erpA//evgA//phoE//fliK//selD//insK//abgA//fsr//fimC//ydfD//ymgA//dapA//fdhE//chpB//ettA//hypA//mlaC//arnB//ogt//yciK//pck//uof//ebgR//mltG//parE//feaR//ribB//chpS//trkG//rpsN//rnhA//atpB//hokE//yedX//rpsL//rpnB//metG//bcp//ygiN//arfA//mrdB//gshA//betI//pgaC//gltK//insI-1//pta//galP//yebS//yhdH//rpmE//yiaT//rstB//rhmR//dtpB//yjaA//paaX//cdd//ygbM//fabA//nanE//aldB//gcvH//yhaV//metL//relE//fieF//hexR//ybbN//ycfJ//leuS//tauA//sdaB//efp//tsaB//queE//ampE//gmhB//relA//cof//mdtI//ftsB//fdoH//mdtO//cysI//ppk//yggN//rfbB//msbA//bolA//rsmC//parE//ompA//apaH//rseC//fabZ//recQ//slt//talB//clpB//nlpE//phoA//kbp//lsrG//sgcR//ralR//yejA//truD//waaU//fdnI//yhbS//ybiV//degQ//hsdM//lpxT//chbG//ispH//yhbY//cysS//rpmJ//yefM//trmA//ybhD//alsC//glsA2//rplD//
GO_0034655_5	rpoE//cysD//yjfF//chbR//fucO//dsdA//glgP//uvrD//yqaE//caiF//gmk//yjjI//minE//speF//ymjB//dhaK//psuG//yadM//aspS//potC//yihQ//fdhE//cpxP//glcF//argG//rhsD//clpS//feaB//ykfM//ygcO//yddG//yjhG//cusR//sgcB//atpD//frvA//fimH//yejF//lpxD//nrdE//acrE//mog//htpX//mtr//rhlB//yafS//mrcA//rfaF//flgD//mog//pyrH//ubiX//lysP//eptB//prfC//gshA//paaC//folA//cvrA//lptF//rsgA//mtr//ynjD//yagI//cecR//hypT//prpD//fiu//gppA//glsA//add//yhdZ//bluR//
GO_0034656_5	ruvA//ydcP//bssR//ddpX//elaD//eutB//nudF//fecA//tyrA//gadE//folX//waaG//tusE//
GO_0034660_7	iscX//ddpA//glsB//glgS//entH//napD//yaaJ//yieF//mtfA//infB//hcaF//aldA//pdxY//sufB//maa//cas1//speE//yedA//ligB//mocA//selU//pagP//ydfK//xseB//rutB//hemG//puuR//matP//mrdB//recN//queG//wecC//pgi//pgi//mprA//yehW//sdiA//trpA//rnlA//deoC//yiaA//potI//alr//wecE//ridA//melR//yeaE//dld//sapB//sfsA//xerD//eutA//ralR//rsmB//bamD//flgE//lldR//ampD//yagF//brnQ//fpr//adiC//lsrC//lldD//argF//cysI//pdeL//rpnC//cbrA//ftsQ//araC//yfhH//dgcN//decR//ymdB//xylR//zinT//yraN//glgC//focA//apaH//ade//xerC//rfbC//djlC//eutR//yagF//zntR//yphB//arfA//ybhD//ggt//intQ//malF//iclR//holE//nac//hisB//pmbA//dtpD//tcyP//lptC//rseP//flgK//yehD//degQ//hybG//trpE//cecR//ytfQ//yadM//rzoR//eptA//glgX//rne//aidB//ynjA//glpB//ldrB//yehU//aaeB//btuE//
GO_0034661_7	rihC//pckA//sthA//yafO//
GO_0034755_9	fdx//bglA//lpoB//elfA//
GO_0034762_6	galM//agp//ugd//melR//glnL//carB//rpsB//dapA//
GO_0034763_6	gsiD//yjcE//
GO_0034764_6	fecB//pyrF//
GO_0034765_7	cvpA//ybcL//dsdC//murC//fruK//yhcD//ytfQ//
GO_0034766_7	gltB//
GO_0034767_7	abgB//dnaA//
GO_0034775_7	ymgA//ampG//rutC//trmO//xerC//
GO_0034983_9	garR//yebZ//
GO_0035235_6	wza//ybiI//entC//ratA//
GO_0035303_8	wrbA//apt//tauA//prpC//rplD//
GO_0035304_8	serB//
GO_0035306_9	mepM//
GO_0035307_9	ggt//
GO_0035335_8	yebQ//ogrK//flhA//
GO_0035344_8	setC//rlmH//
GO_0035350_6	yafO//
GO_0035383_4	ldtC//yeeY//rph//rpsM//sufA//topB//msrQ//hcaD//
GO_0035384_5	fliA//thrS//
GO_0035429_8	yceD//clsB//ivbL//kdpC//sgrT//glvB//
GO_0035433_7	yidP//gcd//
GO_0035434_9	kdpC//livH//ppiA//gloA//glk//
GO_0035435_9	frmR//tus//feoA//rcsF//cspG//sbp//yhhY//tyrS//yijE//
GO_0035442_7	glpD//tpx//rplP//flgE//cysC//ybiA//srlR//yahB//kdsD//efeO//fimC//
GO_0035443_7	ycjY//rsmI//marA//rplW//ppc//mlaB//nanS//tdcE//
GO_0035444_9	ubiH//yoeE//chbR//rtcR//pyrE//grxD//plsB//
GO_0035461_6	ybdO//ydeI//kbaZ//gloB//rpnC//yicJ//argB//yajD//bioP//folM//
GO_0035510_7	potE//fetB//glsA1//qorA//hofP//
GO_0035511_5	rcnB//
GO_0035513_5	pdxJ//
GO_0035524_8	mrcB//
GO_0035552_6	roxA//
GO_0035553_6	yjjI//
GO_0035556_4	lsrK//rluD//ycfJ//yraH//ubiA//adiC//gspJ//epmB//uvrY//cheZ//ycfH//rlmC//bioH//hyfF//nrdE//cusF//preT//ampH//lsrD//trmB//arsC//ais//rutR//fucP//aroL//mrdA//lgoR//sfmF//hscC//recQ//sfmH//ybdO//yedL//secG//fecD//ansA//waaY//gmd//rlmE//ybhI//rlmA//dedD//leuE//yihS//ybdH//chpB//
GO_0035600_8	rlmI//
GO_0035601_7	ydeP//fdoI//pyrD//
GO_0035672_6	yqeG//yciE//znuB//prpC//phoA//hemE//hisC//leuA//flgJ//queD//sapF//arfA//fadM//yggF//yigL//xylF//truC//galP//dld//kdpD//
GO_0035690_5	adiY//cspC//entD//fucK//gadC//xylF//glmS//gadC//adk//narK//tdcD//
GO_0035725_9	yejE//glnP//dnaQ//leuE//frdD//rbbA//rplL//
GO_0035784_9	yefM//
GO_0035821_4	yjcO//ddlB//hcaF//amiA//ybjC//
GO_0035864_6	gltL//
GO_0035873_8	argR//sanA//
GO_0035890_5	aroB//galK//rhsD//rsfS//
GO_0035891_6	ybjD//cysZ//pyrD//selB//
GO_0035966_4	pgsA//modB//yfdS//tatE//nudG//cydA//mazG//
