#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ybiV//dinQ//yfcA//alsA//
GO_0034637_5	ygbN//ade//coaD//fepA//actP//yhbO//opgC//mfd//kefG//rffG//afuB//hypB//rpmC//abgT//mutH//srlE//arnD//acrR//rzoR//sufD//acs//cyoB//recN//manY//yeeY//glgA//ydiQ//gntP//prpR//fruB//yciK//lpoB//csgE//pspG//citC//sugE//tolA//gspI//yidK//idi//rpmJ//ybcF//sad//chaC//yehA//wzzE//bioF//phr//iscS//gph//
GO_0034641_4	ulaE//ygeW//ispB//yihX//priC//recO//ydiV//dppC//fhuD//dsdA//pheM//glmU//yhbQ//rplD//uspE//pepN//topAI//hemC//glpC//ftsA//ndk//fre//hyfC//cysW//pgk//torI//gatZ//ycbV//yagE//pinQ//cheA//idi//mdtN//nlpA//waaQ//rsmD//cobS//holD//rbn//serC//ydiF//csgG//yeeY//fhuD//yiiE//torA//yaiV//glcA//yigB//dinD//yihR//glpK//ggt//insF-1//add//tyrR//barA//hycI//yaaJ//ubiB//yqiG//yqiG//oppA//mrcB//gadE//hypA//yjbH//metL//feaB//nanE//parC//yieH//tpiA//mdtE//tolA//rraA//alaE//rsmJ//ybjG//ygiS//cspC//ubiC//tgt//phoB//cspD//ybhD//rluA//chbC//ybhG//leuS//ilvC//abgB//fis//ydeT//glmM//slt//mazG//ygeA//ttcA//fabA//fliA//dtpA//appA//hicB//rffM//nuoL//rrrQ//panZ//lapA//epmC//hisF//paaF//flgI//dppD//rffM//malP//queA//ykgM//mgrB//moaE//yfcS//chaC//amiB//nikB//dld//hrpA//frmR//yahN//yeiE//dgoR//insB-2//ldrA//pdxY//moaA//secF//fliL//aceF//efeO//prlF//tcdA//yfaL//narI//ilvH//recA//btuF//metC//tsaE//patZ//yciF//holA//hcaD//rimK//fepC//argC//gdhA//endA//stpA//mdtL//mobA//glnE//bioF//fucA//pstC//baeS//aas//rpoA//malP//ynjA//ppc//chaA//rnhB//thrC//cobS//waaH//dsdX//norV//gapC//btuE//htrE//srkA//recC//ubiA//puuB//hdeB//iscA//frvR//rraB//dcuD//eptA//fabR//livH//tdcG//sgcE//glpB//yoaB//bioC//exoX//rlmE//menA//surE//nuoF//sppA//kgtP//trmA//fabB//yfiR//yfbS//hpf//mdtN//ihfA//rspB//rplF//hisS//panC//infC//paaA//minD//afuC//pphB//hcaR//crp//yghO//rnc//ihfA//lldD//psd//ytfP//sgcA//grxD//ulaC//ftsE//yebK//mlaB//sfmD//acnA//bsmA//gloB//fadK//fliM//hycB//ycbB//glxR//aidB//citG//proP//poxB//gor//kgtP//yfgI//mtlR//nikC//dgcZ//yidQ//cheB//rihB//tcyL//thrB//lapA//clpX//yjcO//phoR//iaaA//ygeA//ftnA//add//rsgA//lepA//lacZ//metH//yidL//tsaD//yjjV//pcnB//nimT//ybjL//ubiC//ldtA//yddL//gltB//gspE//speD//yiaB//phnM//gfcE//bluF//aes//prmC//atpC//yaaY//ampG//yihS//caiD//ycjP//dcyD//ygcW//sfmH//csgA//ghoS//yneJ//btuF//msbA//sdaC//corA//glgX//rfaC//pgpB//guaC//ybcC//glcC//murJ//hypD//yggT//malK//yggT//pgl//nusG//uhpC//torD//glnH//truA//pepD//lsrD//lpxL//yibF//fau//yidC//deoD//yqeA//sohB//yohD//speC//fimI//lldR//ybdH//yjiQ//purN//sbcB//yeiE//wbbK//bsmA//treF//yhcN//yiaU//nudB//fimD//yjhI//ftnB//hda//dinJ//trxC//yjiA//yafC//fruK//pspG//gltI//cusF//rpsK//trkH//hslJ//tabA//ycfJ//rplW//yfdO//fadB//yfiC//folA//selU//flgC//hyfC//murP//yqgF//ybhD//nagD//tdcF//satP//uspG//waaZ//csgB//sgcC//gsiC//livF//rhoL//exuR//cspA//hcp//ebgR//viaA//glvB//galS//murB//sgcB//gabD//ftsQ//fadD//rimM//rdgB//rpmA//ulaD//deaD//dsbB//valS//iscX//mhpR//argR//hmp//uraA//recB//yhjC//ybaK//recC//hyfR//actP//dnaE//dnaJ//malF//orn//glxK//fryA//narY//yqeG//yfeD//fes//folP//mhpC//sufB//sfsB//recD//mtn//gadA//fadJ//pldB//nuoH//rpmH//rpnA//intF//dpiA//yfdR//ydhC//folM//yhjX//recN//ydeO//ompG//yadG//dsbG//gcd//lon//ilvI//ftsP//otsB//uspB//flgK//trpGD//tdcD//ynbD//msrC//cas3//dnaA//hyfR//blc//focB//waaO//ada//gabT//ccmH//narL//ybiV//dsbG//rlmG//sfmH//ybiH//dgkA//bglJ//dcuD//rplI//rbsR//zntA//lysU//ydcP//rcnA//nrdF//clsA//glcB//hlyE//dut//msrQ//ybcM//dtpA//ligB//rbbA//hisQ//artI//glmS//malS//idnD//fucI//trg//dapB//mdoG//opgG//rclC//yccS//potB//prfA//yebK//hemB//yddA//paaZ//puuD//sfmA//kch//ynfL//caiF//atpA//arsC//bioD//ssb//panD//patD//lasT//pheT//mtr//tus//dnaK//cysD//pfkB//yfgO//accD//asnA//umpH//agaV//symE//gspF//mnaT//ddpA//rzoD//ybiW//sxy//hybG//acrF//yggN//selA//arnA//ycjY//amyA//hiuH//napC//ygbI//lgoR//tauD//yejF//ghxQ//yojI//gyrB//ibpA//cysU//dctR//elfC//waaG//ppsA//ybbW//agp//yiaL//pyrG//rlmI//hcp//nikR//hisP//idnT//dkgA//mlaD//secA//cpxA//rsmG//pflA//tusA//yfbU//gstA//mscM//bamD//rhtC//murD//selB//yafS//shoB//nanR//yraK//nagK//cho//ybaL//allR//feoA//lsrD//flgE//yfhH//ada//manA//gadA//pgpB//yeaG//csdE//hflD//yjiM//dcuA//ypdB//lsrG//glnP//kgtP//mqsA//yeeL//glnL//ileS//trpL//dsbD//rnd//ttdB//ycbX//yidQ//ycjW//alaE//fetB//yajD//narK//rplD//yqaE//fepE//ygeA//rfaG//ssuA//garR//rbfA//tatE//elfC//ycdX//ycgR//galT//pyrG//rmuC//ydjK//yccX//rzoD//cmoB//trxC//gcvP//ushA//essD//lpxD//tsaE//decR//yrfG//mltG//dsbC//tilS//sgcB//ndk//exuT//tdcG//hslV//nanC//gloB//oppC//csgB//yddL//argD//speE//aroP//ariR//dhaM//mtlR//ybhJ//mdtF//nuoH//ybhA//dtpC//lpxB//ycfL//tmk//yhfS//nadE//tomB//intQ//yahB//treB//umuD//yjtD//uspC//yegV//rhaA//argR//dcuA//srkA//cysW//frmB//rseP//nagB//mdoG//curA//dmsB//cheZ//metR//fiu//fhuF//hsrA//sodC//hisG//ymfK//puuR//yggW//yoeE//acpS//ybaQ//dsbA//panZ//rcnA//frdB//pgpA//atpF//tpx//yohD//glsA//trmA//metE//tolA//ccmH//metG//skp//uvrC//htpX//zntA//murA//mprA//dnaE//ybjC//thrL//yhhY//treA//yehP//hscA//mutM//torY//sspA//ftsE//waaO//pflC//pinQ//ampG//ttcA//kdsA//setC//mnmG//hcaD//rutE//zapC//appC//murE//allR//aes//crfC//emrK//btuR//alsC//minC//yiiE//blr//btuR//rhaT//ygeR//cfa//speE//glxK//rpiR//opgE//hisD//sapA//yedF//mgrB//sufA//holD//fadR//holD//ydbK//glnK//ytfT//kup//tpx//ybdG//trpR//uup//mdtK//hcaR//kdpF//hokB//arcC//pck//proC//lacY//narX//ubiJ//rnlB//chbA//csgD//hofN//rpsN//ssuA//ilvH//potC//flgD//fepC//yhaC//kdsC//mltC//msrP//ompN//allB//ydeT//
GO_0034644_7	agaD//citE//
GO_0034645_5	leuS//tsgA//lptE//yadG//gph//yciK//mngB//trpA//nusA//gmk//lamB//thiM//acnA//argP//pheA//agaW//gsiB//gudP//ftsQ//rzpD//artJ//rnr//nrdH//bglA//lolA//ygbI//crfC//ydbK//truD//caiB//yraH//tgt//treC//bcsA//higB//ybjG//mglA//flgA//frr//bdm//rppH//agaV//pyrL//hybF//lgoT//matP//ypdF//lptA//tatB//envZ//arnA//cspB//rssA//adeD//lpxH//wzzB//htpX//lptD//ykgF//rffC//adeD//ompG//ychH//luxS//rzoR//prs//abgB//gltB//hicA//potB//pspC//fucI//yneJ//ccmF//yfdK//csgE//ligB//fecB//rhmD//rlmA//pdeL//gadX//fhuB//grcA//kdsB//pckA//nusA//cheY//rcsC//araG//tolC//tnaC//chpB//arfB//recE//frsA//mdh//rpnB//galT//creB//ygaV//citC//glpB//cobS//ybhR//pdeH//epmA//kdsA//hycA//entE//tyrB//yqjA//hypE//ttdB//erfK//lptB//ybhD//argG//yiaM//gstA//yidL//yqeF//sfmH//galM//parC//hlyE//tktB//glcF//uxuR//xylA//betA//cbl//cusF//hcaC//yihX//mdfA//gshA//mltG//yieL//waaC//ybaT//yohD//gadC//mutH//ilvB//abgA//hypD//acrF//sgcE//ibsA//yddA//insB-4//gatY//ptrA//rluC//cnu//ydcP//hcaD//paoC//ybhI//yjjX//dcuC//lapA//eutD//xylB//ygiS//malZ//ptsP//cusA//yafO//gfcE//agp//atoB//chiP//ompN//yadM//mdtE//flgK//yahO//trmI//wecE//yadK//yggE//cdd//ygfA//lsrR//argD//guaB//speF//nrfA//ftnA//cusF//lolD//bcsA//tnaC//narY//rpmB//ybjX//pyrG//mprA//ariR//fixB//exuR//entA//ilvE//atoB//yccX//norW//moaA//mlaE//nirD//fbaA//cyaY//secE//yehZ//yfeD//flgH//kdsA//pyrB//caiE//queG//ssuE//qseC//epmC//torA//rutG//dtpB//secE//polA//pitB//mgtL//nrdA//opgB//rlmL//hipA//yeaK//arnT//fbaA//ulaA//puuB//glyA//deoB//bglJ//yqiI//ravA//yhcD//mnmA//glnE//yeaE//yqcC//gsiD//nfsB//iraD//ruvA//pstS//yeaG//gpmM//rluD//cutA//nuoF//yfdG//qseB//ydhK//hcaB//bfr//bssR//yceO//soxR//yfdG//yidK//otsB//radA//fucA//rplF//pyrH//ytfE//pyrG//glnK//leuD//yjeI//yiaL//yghO//uvrB//yhiM//yebC//trmL//rffH//lacY//hcaB//yfhM//hofO//ynbD//yjbB//eutR//rcsB//nusG//nimR//kdsB//ygdG//yicJ//metG//deoA//raiA//cpxA//
GO_0034654_5	oxyR//bglX//carB//gapA//ydjJ//eptC//rodZ//rayT//ybiH//sbmC//rep//mnmC//lptF//yieK//menC//csrD//ruvA//yciV//dnaA//cydA//barA//rnr//luxS//rpmE//ymgA//yrfG//glgA//tamB//trpR//infC//yhjV//yeeA//rcsB//frlR//fabH//bamA//ymdB//gadE//adiC//glpF//rhaS//minE//fryC//eptC//yaaA//hchA//etp//hofC//ydiB//rhsD//nagD//rng//clpP//entF//prpR//mocA//arsR//hokE//ssuC//dnaG//elaD//rseC//yfbV//osmC//znuA//lysS//ydfG//hcaT//creC//cspA//fdhE//ybiH//rplK//puuP//betA//ahr//nudG//fadB//gloA//zitB//yqeF//yfjV//nemR//yhaO//araE//pdxK//ychH//frc//pyrE//frdA//gph//sstT//bioF//ykgO//ybdR//efp//gatB//entA//sppA//crp//sodB//btuR//araE//patZ//sdiA//ygjH//ypdC//yggP//lpd//argH//moaC//yidR//hemF//uspC//epmA//glvC//ccmA//sdiA//glnQ//potF//ppiC//yagE//napB//insI1//yhbQ//cbl//ybfE//ycbV//yfaV//kefF//waaQ//hdfR//sufC//hfq//cysZ//cusS//garK//der//ybgP//lnt//uvrB//ade//tsx//mug//ygiW//lpp//zntA//kdsA//aaeR//nadA//rmf//ridA//sufB//panZ//csgG//cmtB//ascB//rlmF//ydcI//yeaD//fabI//bioC//ubiD//acpH//fnr//hyaA//mdtI//hemH//cheY//wecC//rpmG//gltP//yigB//idnT//yiaM//ccmA//corA//yfiF//yiaN//rcsA//betB//mnmA//alaS//tehA//yciH//lldR//yhbX//ileS//serC//rimJ//galR//dkgA//rimK//caiB//uvrD//bioD2//ais//glnP//dctR//ygbM//talB//yodD//trmJ//ybfA//sufC//chpS//yibA//ldcA//yegS//elaA//citC//sodB//sbcD//phnP//metB//yhjG//hda//ybiY//ynbB//gpmA//dsdX//hofN//otsB//frwD//tatA//ileS//fliL//nadA//insI4//waaJ//ykgF//cvpA//gloA//lit//glvB//hypE//pabB//yddL//pgaA//hemL//hemE//cyoE//fmt//arnD//mrdB//rlmB//secD//kefG//hybE//ibsD//hrpA//rmuC//gudX//sfmC//dgt//insE-1//trxA//yddM//yadK//
GO_0034655_5	infB//narL//xylA//ariR//xthA//gntR//bioP//thiQ//ogt//grcA//hinT//nadA//rpnC//cynS//yhfS//purD//mepM//leuO//thrB//artJ//tsx//ribE//nfuA//argT//nanR//alsA//glgB//aldB//ycfL//arnT//fadA//rpoD//rstB//gatB//cysW//rpsP//rnhB//citC//xylG//rzpD//pdeD//truD//glgC//ycbX//modA//yddM//phoU//waaB//ygbM//hyaC//ygeA//pheM//cysZ//entS//thiD//cysD//coaA//hisI//serB//ydcO//pstA//tdh//ileS//epmA//rmuC//metL//ubiH//paaH//fruB//cho//cmtA//lacZ//gspI//
GO_0034656_5	rhaA//ybdH//ssuC//csgG//rfbB//feaB//arnD//frwB//dxr//ubiH//rhtC//umuD//mipA//
GO_0034660_7	mltD//mngR//argD//yeaG//fiu//lplA//livM//yjtD//cusB//zraR//trpS//arnE//creB//ybaK//ruvC//pheS//ulaB//nhaA//chbB//ansB//csiD//aroE//puuC//gltL//lhr//zapA//gltP//argO//btuD//lpxH//stpA//yidP//dicB//radD//uspF//mprA//accA//mlaB//ilvI//yahD//dicC//bssR//rfbC//norV//paaB//ribD//rbsA//yobA//panB//btuE//rstB//nusG//xisR//glk//katG//trmA//pinQ//yfdS//xylB//ykgA//sapF//ddpA//gadE//ghrB//melA//eco//wcaC//dmsB//mdtF//rsmA//add//aas//waaF//elaD//metQ//pepA//dnaX//mlaC//tatD//fdoH//coaE//cpdA//cydB//crr//paaH//cdaR//ompC//uhpT//tcyP//dsbG//glnS//ydiP//gatA//ycjW//ackA//gudD//pyrL//nuoG//fixA//sbmC//yidE//lyxK//pntA//arnD//lptE//rsmJ//glgP//flhC//alsC//secF//rfbX//bisC//yjbG//dmsB//ydaC//ubiC//yhbO//poxB//metR//chbF//ydaV//coaD//
GO_0034661_7	gntR//pepA//kdgT//zraS//
GO_0034755_9	rpoH//rssB//radA//satP//
GO_0034762_6	gadX//waaS//ytfR//adeD//yeeO//gltI//fucK//glnL//
GO_0034763_6	thrA//pgpC//
GO_0034764_6	sdhE//mdh//
GO_0034765_7	yihV//yfeO//yghO//rpsS//tatE//btuE//amiB//
GO_0034766_7	cynS//
GO_0034767_7	agaA//hofQ//
GO_0034775_7	ubiF//cusS//mgtL//yehT//tnaC//
GO_0034983_9	cyaA//yneJ//
GO_0035235_6	feaB//cbpM//fliT//rtcR//
GO_0035303_8	casB//mgrB//ruvA//trpB//yjhH//
GO_0035304_8	hcaF//
GO_0035306_9	nupG//
GO_0035307_9	betI//
GO_0035335_8	cheZ//glnQ//dsbC//
GO_0035344_8	moaC//nagD//
GO_0035350_6	yggD//
GO_0035383_4	livH//plsX//dps//ygcR//mtlA//mraZ//gspE//rhaB//
GO_0035384_5	yiiE//atoS//
GO_0035429_8	ynbB//xylR//malE//pfkA//yneL//yiiE//
GO_0035433_7	bioD//yhdX//
GO_0035434_9	mdlB//bglA//hcaR//ydiO//yagG//
GO_0035435_9	yafC//ychF//mdtL//aroL//flhC//satP//nikD//symE//cutC//
GO_0035442_7	secM//araE//lpxH//pabA//rluD//nsrR//ybhD//yfcG//ompR//fic//dicA//
GO_0035443_7	ybaO//sfsA//leuA//eamA//adhP//ydeM//yajL//moeB//
GO_0035444_9	sufB//ubiF//speB//malG//afuC//arsB//gcd//
GO_0035461_6	ltaE//phnH//ydhJ//gltB//ygcO//ydcS//hdeD//rbsR//polA//nagK//
GO_0035510_7	lpxK//yhjX//tauB//cpxA//trmO//
GO_0035511_5	ftsY//
GO_0035513_5	cnu//
GO_0035524_8	nadC//
GO_0035552_6	panF//
GO_0035553_6	cheY//
GO_0035556_4	lysP//bioD1//murJ//ybiX//ynfF//yjjU//lsrD//trmL//nudB//fimF//sthA//lnt//eutB//feaR//fdoI//paaX//sapA//seqA//ygfA//insH-5//mlaC//pflB//ldrA//caiF//rpmE//gpr//spoT//emrB//yfeW//fis//fixB//yiaT//rarA//cra//rhaD//fetB//ldcC//xanP//torC//ydgA//yfiE//gyrA//malG//ogrK//treR//hypC//
GO_0035600_8	chbC//
GO_0035601_7	ybdH//sdhE//fimA//
GO_0035672_6	mreC//holB//alaC//yidK//cpoB//tatB//ybbY//tdcA//codB//ttcA//cecR//tisB//yihO//rffT//osmE//fucP//pepQ//rsmC//acrA//cysS//
GO_0035690_5	gltD//yfbR//yagI//yfdR//ulaF//bioD1//tyrB//hyfC//ftnA//hybC//rzpR//
GO_0035725_9	hscA//nirD//rluA//nfo//hisB//fimD//yfaU//
GO_0035784_9	ydjK//
GO_0035821_4	idnD//tcyJ//nikA//dfp//yidK//
GO_0035864_6	aroP//
GO_0035873_8	hofO//bamC//
GO_0035890_5	dtd//thiE//aroF//hicA//
GO_0035891_6	fis//rhaD//ldtC//fliA//
GO_0035966_4	ais//symE//elaD//hiuH//yadN//nrfE//aroH//
GO_0035967_5	yjiY//gmd//emrK//insK//pyrB//
GO_0035999_5	acnA//sstT//oxc//thiL//
GO_0036001_7	nagD//
GO_0036046_8	fdhF//
GO_0036047_9	yajD//
GO_0036048_8	feaR//
GO_0036049_9	aroL//
GO_0036088_6	puuB//
GO_0036103_6	nanC//ompR//
GO_0036104_6	ybhD//rpsN//
GO_0036172_6	ibsE//
GO_0036211_5	yieH//acnA//fixC//mtnN//paaB//fcl//atpH//thiE//mpaA//eno//fadH//idi//aceF//glvC//ybiV//mepA//polB//selA//pck//lldD//acnA//lhr//ompA//nadK//seqA//yidH//ymgC//dhaM//rimI//mhpB//putP//lpxC//kdgR//luxS//nadD//trmH//menH//tqsA//rplE//idnK//pheS//yfaX//ygfX//yciE//lgoT//rbsR//dps//ihfA//ihfA//pppA//higB//erfK//phoU//sufS//eamA//alaS//recB//nemR//fic//sgrT//nusG//yihP//gcvP//elyC//tdcF//yfdK//acrZ//pspC//lsrR//gntR//moaC//cdgI//fliL//minD//torC//secB//galM//ynjA//pyrD//yjjG//yjjU//yfaV//zntA//yggD//sbmA//paaF//tolQ//asnA//lldD//recC//tag//ahpC//intA//rplL//caiT//osmY//ftp//yiaO//xseB//glnP//rnlB//pspG//proC//yihW//ybcJ//recC//hyfF//gyrA//yedF//tisB//allR//yqgF//epmB//lgoD//afuC//pabC//kdpD//cyoA//sapF//ypdB//yqiJ//lpd//feaB//chbF//dusC//hexR//gntP//leuA//yegD//ldtA//pcnB//rapZ//ampD//serA//miaB//uhpC//viaA//otsB//talB//dppC//puuP//hchA//
GO_0036214_3	hofP//
GO_0036265_6	napF//dsbD//uhpC//rpsL//
GO_0036289_9	frmR//nanR//
GO_0036293_5	btuE//pbpG//ahr//
GO_0036294_6	tus//ybiY//entS//
GO_0036388_7	yhjC//
GO_0036447_5	yddL//cysN//rpsD//
GO_0036448_6	sfmC//cspE//nanA//
GO_0036460_5	cspB//rpmA//endA//cpxR//moaC//rnlA//
GO_0036506_5	pepQ//
GO_0036525_7	yeeY//
GO_0038083_9	trg//pdeD//pntA//ytfE//ebgA//
GO_0039633_6	sdiA//sbcB//accD//serC//
GO_0040008_4	mazG//metQ//fliM//ybiY//cyoD//oppF//dmsA//kefB//ibsA//sdhD//
GO_0040012_4	yfbV//hupA//csgA//rfaB//argT//nuoH//mgrB//manZ//hypA//puuC//minD//paaE//yciG//galU//
GO_0040013_5	ibpB//nuoL//panE//ynfK//feaR//hcaR//ygbM//
GO_0040033_9	ygdG//
GO_0042026_4	eptA//rseP//def//dpiA//ydcT//insK//apaH//mppA//lasT//
GO_0042040_7	pgaB//
GO_0042044_5	secA//
GO_0042126_5	pldB//torR//ydeT//xylR//
GO_0042128_5	holA//hypE//
GO_0042133_4	rplC//dgoA//lpp//mltG//ulaD//potD//modC//rpoE//moaA//ccmE//fecC//ftsH//cyaA//essD//sufB//malI//
GO_0042135_5	yaaY//folP//rclA//yihP//setB//queA//yadV//tpx//dcuD//rfbD//hdeD//yggE//bamA//
GO_0042136_5	nadA//hinT//
GO_0042150_7	hypD//tdcA//lacY//
GO_0042157_5	ydcS//fadK//ycfJ//pbpG//
GO_0042158_6	ssuB//torR//pinE//
GO_0042168_4	sfmH//mscM//rlmJ//ybaE//hisF//trkG//glnQ//ycbX//yeiE//
GO_0042176_6	add//ftsL//uspF//rne//
GO_0042177_7	treF//ydiO//bisC//
GO_0042178_5	mltG//puuC//topA//lexA//ydiR//phnN//pyrB//dgoK//puuA//yahO//ompF//orn//flhA//frdD//ydjM//rcnA//hxpB//yciH//aroC//
GO_0042180_4	rpsH//sapA//mtr//torI//menC//yehB//serB//hycB//plaP//ompT//hisQ//plsX//yraJ//serS//serS//ybjX//yaiW//rlmF//ilvA//yjaZ//slyD//rnlA//glnQ//gnd//putP//proP//lipB//entD//dinJ//acrZ//mdtC//aroK//proV//recQ//yaaJ//flgH//exoX//cheY//rplC//chiP//relA//glgB//sufB//dxr//rcsA//ybiI//grcA//afuB//kdpD//acrE//ycfS//kbaZ//rpsQ//yoaB//rplF//dnaJ//yajD//yeiG//amyA//
GO_0042181_5	cysM//guaA//pliG//rhtA//cynT//mdtM//bioB//napC//baeS//ybcM//ibsD//mtn//entS//ydjH//paaF//hokB//mdtE//cysC//xerC//mngB//gltS//bhsA//wcaC//murA//
GO_0042182_5	katE//waaP//cysN//napC//gpmM//ydbK//pflA//pheP//pgsA//uxaB//hycA//ydiP//ilvN//cueR//yadM//idnD//gudD//satP//lipB//rhaB//relB//panB//fadM//ybjL//ldtC//uacT//dtpC//araG//crcB//
GO_0042219_6	yfcF//tig//argE//frr//shiA//
GO_0042221_3	fruA//garK//dtd//emrK//lpxT//xapB//cbrA//glgA//ffh//blr//lpd//yafE//hslU//mmuP//dkgA//fepE//nac//priA//nlpA//trpC//allD//ydjM//aroG//idnT//cspD//yajD//envZ//insE-1//tesB//yiaT//wzzB//thiH//tmcA//yhjB//ybjG//pspF//secM//eutK//nuoN//sodB//folA//slyA//yieK//insI3//yqjI//fryA//bioF//acpH//gntU//lsrC//ogt//setB//yjhP//glcB//dpiB//yraH//gadW//nadA//opgB//nemR//parC//envZ//phoP//fliL//dgoK//sfmH//insI3//pgsA//idnO//afuB//ynfE//cspE//hemA//rimI//yadM//phnG//dsdX//accA//malS//yraH//arnF//gntK//ycbX//cydC//tonB//folA//eptA//ydjM//kbaZ//rcsD//higA//yqgB//ahr//cnu//pheP//puuA//prkB//rhaM//hrsA//pdhR//ldtD//trg//proX//hemG//dsdA//ycjW//paaA//ydiF//bhsA//nudB//yfhH//rdgC//rnhA//yejE//nagK//cysQ//fadM//mgtL//mhpA//rsmC//maa//yihV//malK//yphC//yihV//dxs//tauB//mazF//thiM//cmoB//mhpR//sdhD//glvB//recX//yibA//fdnG//araA//ecpR//ybcF//mtlD//cysQ//cobC//frlC//zinT//hcaT//rhlB//narG//rplD//rep//fliS//yphD//yjhH//yraR//rplB//intZ//nagK//fdoG//viaA//speE//matP//gnsB//ulaC//ychF//entB//arfB//hfq//ftsP//mdtO//mdtL//idi//sufB//ccmD//bamD//galR//insI-2//rtcR//sbmC//galS//rapZ//purB//aldB//atoB//yahI//dbpA//gcvT//bioD2//fadR//bisC//kbaZ//deaD//pgk//tsaD//secG//kefG//gcd//hofM//cadC//ppsR//mntS//gcvH//lepB//lrhA//comR//ydeO//pgl//rlmA//tyrS//ygeX//fcl//ugd//tehA//mrcB//rfaG//scpC//yibH//gltD//rcnR//tktA//manX//acrA//zraS//proQ//cysN//entF//purR//nuoG//dppC//pstA//yphD//hyfA//ariR//luxS//atpD//fhlA//rutD//
GO_0042245_7	ortT//acrF//lptB//
GO_0042254_5	comR//galT//agaR//lpxT//fdoG//ftsB//relA//
GO_0042255_6	mtlA//cas1//
GO_0042274_5	crr//rpmC//nrdG//adhE//
GO_0042278_6	ttdR//feoB//yqhD//yafE//hicA//tdh//yedF//yebS//pgm//opgD//yebC//nrdB//livF//leuB//ulaR//ihfB//cdd//murP//
GO_0042304_7	ybhS//grcA//hsdM//
GO_0042325_8	argT//ppiA//
GO_0042327_9	glpB//
GO_0042330_3	ymgF//sdhA//trg//kdpB//pepN//amyA//rimM//yjjW//tolA//cyoD//vsr//zitB//ilvM//sufB//yebC//flgA//
GO_0042350_6	ruvA//
GO_0042351_7	rpsP//
GO_0042354_7	murQ//argH//ibpB//xylH//ldhA//sgcR//
GO_0042355_8	phoR//aroH//cyaA//aroE//rihB//lolD//
GO_0042357_5	slmA//tsaD//
GO_0042362_6	dgcF//
GO_0042364_6	cyoB//gstA//ydfK//dadA//aslB//mlc//glk//ugpA//yqiH//phoA//yciE//udp//ispU//cdgI//sapF//yhjA//btuF//purU//ackA//bamB//hmp//waaS//secE//pepN//fpr//rluB//yidH//macA//tdcE//dnaG//bepA//yhdX//pdxY//mltG//glgS//grxD//rssA//nrfA//rhtA//yhaV//mdtD//yfdC//udk//dauA//abgA//sufC//moaE//ybaL//gcl//nanR//guaC//eutN//zapB//cpxP//nanA//ade//
GO_0042365_6	rutC//asnC//rusA//lolC//
GO_0042371_7	yfaL//
GO_0042373_6	potH//
GO_0042398_6	yidL//eutR//ytfP//glmU//mdtN//trkA//prlF//ccmE//ibpB//hofC//gcvR//rarA//hyfA//yjhH//proP//lepA//ynfH//lldD//citG//ogt//
GO_0042401_7	fabZ//yiaM//ygdG//nuoG//bamC//rlmA//nikD//hypE//hchA//livJ//polB//ygbL//ydiB//rpoS//
GO_0042402_7	uup//mdtM//rluA//yaiP//mtr//cusS//waaC//yifB//rpmE//ydjK//etp//thiC//yjhG//
GO_0042413_6	menC//putP//accB//rseP//
GO_0042430_5	rpsM//rpoH//ybiY//alaE//rimO//wecB//thiD//mhpB//dicA//rpnC//
GO_0042435_6	symE//corA//rlmE//iscS//garL//lipB//ydeE//nikD//holB//
GO_0042436_6	rfaQ//
GO_0042439_5	ymgA//
GO_0042440_3	yjhH//fic//glnA//gmk//tcyP//lolD//yhjB//tsx//yagU//hybD//hipA//acpH//ypdA//gatY//
GO_0042443_5	ftsA//recT//
GO_0042445_3	allB//bioA//tig//ivbL//ecpR//cpsB//elfG//cheW//argS//yfbU//menE//gspE//cusB//cbl//
GO_0042446_4	ybiI//
GO_0042447_4	nusG//ftnA//gcvR//ydiK//perR//alsE//ariR//rplB//rep//yobF//stpA//argE//gcvA//
GO_0042450_7	ydeE//xanQ//narJ//feoC//ygeV//cysC//
GO_0042451_7	nfuA//epmC//dgcT//miaB//yoaA//lpoA//
GO_0042453_8	fucO//
GO_0042454_7	zapD//yhcN//aphA//ulaR//lysA//ruvB//efp//glyA//waaH//ssuE//sapD//phoP//
GO_0042455_7	rpmA//panB//trmH//gpp//soxR//chbG//yafN//yhhZ//nfsB//pcnB//gltI//truC//rsmB//lolA//sdhE//gmd//tgt//
GO_0042493_4	dicC//pstC//waaP//lolB//ftnA//araH//rluC//ldcC//uidC//birA//insF-1//ybhS//edd//yceO//tus//guaB//fucP//yfiC//recR//xseA//yfhH//kdsD//yhdX//ytfT//gltB//sfmD//gatC//ygaV//hiuH//glsA1//tynA//phnM//yciE//sbcB//sucA//otsB//dppF//feaB//pdxY//ftsN//arsB//chaA//puuR//pdeD//oxyR//dinQ//nimT//yjjI//otsA//
GO_0042537_5	nimR//trmO//artM//sgcA//clsC//yibA//rplL//trg//nirB//ghxQ//sutR//talB//pinR//rutD//ulaC//dtpB//cdd//rpmH//hemL//nadA//kdsB//ccmG//
GO_0042538_6	nrdH//garR//
