#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	argS//fadR//secD//fadM//
GO_0043043_6	ybjD//phnJ//rlmE//eco//thiG//lhr//rfbX//treR//yoeE//thiD//cusR//yidA//marA//dnaX//rplS//cpxP//livM//hda//murJ//thrB//yebQ//argR//degQ//psuT//hcaC//fadM//yadC//yigL//hdhA//rfaD//hflX//trmH//insB-2//ygaH//dinJ//fryB//metH//atpH//soxR//pgaC//metL//arnD//roxA//hscA//mzrA//ycjY//map//frdA//yqaB//aroL//mtlA//guaB//galR//ompR//flgB//pmbA//yiaJ//acrA//yfdC//holE//yggD//
GO_0043067_6	garL//
GO_0043085_5	uhpC//rclR//glpK//rrrD//ybfA//htrE//yiaB//gabD//umuD//tatE//leuS//ribC//rutG//yibA//nrdE//trpD//mscL//sdhD//yehB//secE//yhcN//treR//yibH//
GO_0043086_5	ccmE//aaeA//lptG//frvA//preA//lolA//gppA//gltX//folE//cas3//gcvT//etp//tolA//bipA//agaD//bglB//rutC//yfeD//fur//nikE//yhdH//gapA//purN//glmU//yidP//hemD//
GO_0043087_6	hybB//yfgO//nhaB//tpx//
GO_0043090_7	relA//glgC//mepM//putA//xthA//caiE//yjjW//fadK//cspE//yddM//
GO_0043093_3	speF//ypdI//sutR//mglA//sspA//nfuA//ybdZ//fiu//dinD//ycfS//rhaD//exuT//lysA//tktB//dadA//dusB//tatA//
GO_0043094_4	nupC//yfaV//ydbK//pppA//eutA//panF//phnL//cyaA//zntA//manZ//ubiI//gntU//hcaB//rsmE//aroE//pabA//ydiF//lgoD//ldhA//yidE//amyA//idnO//
GO_0043096_6	torI//ralR//tyrA//
GO_0043097_6	sgcC//ygeX//rcsB//nadE//
GO_0043099_7	aaeB//
GO_0043100_6	abgA//
GO_0043101_5	argP//wrbA//sodC//mhpT//
GO_0043102_5	rbsB//ydaN//tsr//mdtE//
GO_0043103_7	ynbB//
GO_0043111_7	argD//
GO_0043137_6	agaB//yjjB//
GO_0043150_8	yhbY//
GO_0043157_6	fruK//
GO_0043164_6	sufB//yciK//yehX//hxpB//abgA//yraR//rsmD//yajL//
GO_0043165_6	clpB//secY//yfcV//folP//dgcZ//bcsQ//potG//gabT//ppiD//appA//
GO_0043170_4	dacB//uxaC//gatZ//rpsN//metN//ybiX//nlpA//fumA//uidA//lptE//accA//fliT//tufB//pabC//flgI//npr//maoP//ybhA//lacY//atpD//hofQ//ycgB//sufA//fimZ//rpsG//ccmE//glk//ampE//sanA//torI//dpiB//ycbB//glpR//emrB//pstC//ulaF//tcyL//ortT//patZ//higA//cysA//ydiV//rnpA//rpmA//rfaG//murB//flgF//paaH//metQ//folA//opgB//yghG//yeaD//tag//insA-2//pdeL//yahO//glpK//cysU//ymdB//prpB//ygdG//ydcR//creB//ptsI//scpB//apt//metF//rnpA//fucI//gadX//aroF//modA//yhdX//hisF//dacA//rpnD//nagE//ltaE//gntK//queC//srkA//hofM//ssuC//thiM//yqiI//fepA//pspC//elaD//trpL//fadA//sodB//rdgC//birA//yqjA//yciA//hemD//patZ//caiE//flhA//fepE//prkB//ygaV//envR//yidD//betB//ycaO//fecD//yeeL//mfd//yibA//sdaA//tsr//ibsB//yajR//argS//paaX//yiaF//sfmH//ytfP//hybF//frlC//gapC//cyoD//yahO//gltI//solA//ygjH//oppD//yrdA//rpsQ//yddA//recF//ssuD//tadA//bepA//gsiD//hycI//rssA//yhhZ//narV//relA//puuR//codB//waaJ//xylR//garP//topB//cheZ//nudG//idnT//cmoB//insH-5//mntR//yraN//glcF//polA//amiA//cysU//dinD//ybhP//adeD//sgcC//adk//pykA//yaaJ//setC//hsdR//afuB//treB//yehA//uidR//insE-1//purC//alaA//sufB//mreD//ubiE//dctR//endA//plsX//pmbA//acs//torI//serS//potF//rutF//secA//menD//uspE//waaH//ompW//sgcC//tcyP//rimI//bioD1//focA//uvrA//potF//dkgA//glnK//rcsF//paaB//djlC//hybA//hypC//rcsD//ldtD//rbsD//speA//yfgJ//sugE//acrZ//aer//hcaR//dnaJ//thrS//frlA//argT//glk//crr//allS//caiF//ydcM//tilS//yehD//moaD//lysS//sbmC//lapB//mepA//yiiM//frvA//fdoG//sdhE//hsdR//mipA//elaA//yhgF//slyD//ldcA//hinT//gloB//lipA//yphB//ynhF//cptB//paoC//yehT//bioC//menF//cysZ//betA//eutB//nanK//prfA//pyrH//orn//narU//mlaD//sgrT//gcvA//glnH//phnP//rutF//dgoK//minD//mdaB//puuR//yiaU//aspS//fepB//pgl//nuoL//gltB//kduI//nepI//rpnA//elfD//pldB//ligB//priC//ydeM//aroC//nrfB//cysP//tusC//tamB//nagD//ldtB//hcaB//rraA//fpr//aroD//lpxB//dapB//acrA//clpA//fliA//hokE//rspB//ykgF//glsA1//yedF//rhtC//cbpM//yjhC//thiI//zapE//mnmA//ais//adeP//ybjI//rpsQ//livH//uhpT//preT//nudB//tdcG//nadK//yccX//pdxK//mraY//uxaA//xylH//ydaN//rpmB//iscA//nudF//ybcQ//menE//rsfS//bioH//yebS//mepH//ulaA//arcC//yieF//hypA//clsC//fadL//groL//yfcQ//cbl//lpxT//tmk//appC//nadE//ygbI//pabB//arfA//arnB//pfkA//yihI//yddM//xseB//ldtD//cmoM//dgcT//yfaX//ycgV//yedX//dppF//cysP//dgt//pspA//rhoL//yqjA//rutG//dadA//glpA//frmB//glnE//gpp//ydbK//ssuA//hybB//parE//yehP//ydeI//codA//leuO//asr//ptrA//kdsC//pykA//gshB//rpsG//malP//alpA//borD//sdaB//cstA//ydiP//allR//mlaC//ftsY//mprA//ycjY//bioD1//skp//nuoF//ykfM//creC//hupA//hupA//menA//fdrA//dld//pinR//yggX//dsbG//soxR//lysO//panF//ybgI//narX//nudC//pinE//hprS//rfaC//narV//yggT//livK//rpsO//ihfB//creC//yojI//mdtN//psuG//intE//mmuP//yjjG//fdoH//lexA//yehB//adk//dkgA//tmk//sucA//dicC//ompF//queA//yqeF//wecE//ygiB//hscB//mltA//ftsE//ccmF//gadE//rbsB//murC//wzzE//ymgC//rpnC//narW//envC//pfkA//fdnI//leuS//trmJ//thiM//wzzE//bluF//rpnC//eco//ushA//hiuH//nac//ddpX//wzc//selD//rplI//mgtA//umpH//metF//nanE//queE//pckA//mdlA//sdaC//sgcE//lpxL//yehC//pinE//yjjG//mrdB//sdaA//yhiM//yehZ//lacY//flgA//erpA//melR//appA//csrD//pheP//mnmE//frwD//glxK//hofC//flgE//moaD//trpB//dinI//murI//ybiY//ykgM//nfi//ftsI//dsbB//flhD//sbcB//tdcF//lapA//yhjR//casA//sapD//yghO//efp//yegS//phnH//glgX//fhuB//agaA//yqhC//gntT//fkpB//crp//glgX//yebK//kdsA//dgoT//rutA//pinE//cysG//obgE//nmpC//fimG//gldA//focA//fadM//paaK//ibpB//artQ//mnmE//ariR//rpmG//metL//mrcB//surA//uspF//purT//atpF//cpsG//yccX//recT//yeeL//yjiY//rutC//otsA//uvrB//yegS//pepT//ascF//artQ//setB//cynT//setC//tabA//hsdM//yjcS//hofO//zur//bglF//pth//yadK//sppA//uspC//rhtC//yjhH//dinQ//osmF//tktB//folE//zapB//chbC//casE//dcuA//yjaZ//ycgB//rfaH//evgS//secM//mraY//aas//cueO//guaC//ygfA//nrfC//yeiE//sucB//cpoB//evgA//yghU//ratA//eptC//ompG//clpA//rayT//mpaA//dcp//glgB//fadH//fklB//hchA//metI//yafE//ygaH//galS//curA//hrsA//aroD//appA//treB//speF//hflC//glnL//dcuC//rpsK//ynfL//crcB//adhP//insF-1//yfcG//panZ//rcsD//mqsR//rpmB//rutC//fruB//cbrC//pflB//cyoD//rlmN//cpxA//cysH//yjhH//yqaB//lgoT//ligA//ykgF//yhhZ//accB//tdcF//insA-2//rbsC//metC//yphD//nuoH//nadK//spoT//ybbN//allR//yhjR//mcrA//gloC//folA//yhjX//nikA//sthA//malQ//narJ//prmC//dedD//lysU//rluA//groL//pgsA//yajD//tdcR//fadJ//yfiE//yphC//mliC//mmuM//purA//sgcA//rclR//pyrH//rhaD//yeeO//pepD//moaE//ybeQ//hemA//diaA//lldP//yhaC//yafC//deoR//patA//ispG//sgbU//yehA//rplJ//ftsN//hipA//tisB//essD//ynaE//tatD//hicB//rcsA//bdm//fadR//ilvM//fhuF//rzoR//pheP//yjhI//serS//fabI//lgoT//intS//ppc//feoB//xylR//bioD//yjiX//mtlR//yrfG//deoR//npr//slmA//dnaC//atpD//galR//rlmI//mutS//ldtE//fhlA//ynjA//arcB//kduD//yihU//envZ//murB//elyC//tmcA//tolQ//ftsK//yjgX//aceF//gspI//shoB//narK//syd//flgI//lon//yciT//sdhC//mdh//fadR//yfdR//endA//flgE//evgS//yadK//yqaA//yaiV//zapD//mcrA//fadI//yihQ//ulaB//ymfK//aceK//skp//lpxP//tolQ//kdsA//patZ//metC//yqeA//yejB//dhaR//rpnC//gcvT//yjcE//rpsD//mntP//yqjI//mdtN//hha//arnB//lplA//gltD//ldhA//eutN//lepB//mcrB//pdeR//glnP//coaD//degP//folX//mdoG//glxR//ydhC//queD//gfcE//nrdD//gltK//mliC//lsrK//ispA//rclB//yebK//deoA//yedF//baeR//ygbM//yfaU//xerD//ynjA//nupX//
GO_0043171_5	insB-4//xylR//pheP//rpmB//avtA//fadL//xerD//ompC//ssb//
GO_0043173_5	mpaA//ydfH//artQ//gmhB//artJ//ycdY//xerC//ybbN//
GO_0043174_5	mhpR//hyaC//rpsM//queG//narQ//dnaQ//
GO_0043200_5	secA//ribD//hslJ//sugE//ycgB//acpP//ytfT//narJ//
GO_0043201_6	yfeW//
GO_0043207_4	rpsD//ydhJ//yphC//dgkA//mdtC//asnS//nimR//rhtC//cptB//torA//dpiB//ppc//dxs//pflC//
GO_0043213_7	yfiC//pyrH//csgB//fabR//cspG//holD//dkgB//hcaT//
GO_0043242_7	yqeF//gstB//caiB//
GO_0043243_7	zntA//
GO_0043244_6	galK//rpnA//menA//yjjB//ubiB//yiaT//yafN//ybdO//bioD2//ssuD//arnD//gltI//tnaA//hybA//obgE//ygjH//ilvD//tnaC//ybhI//fepE//
GO_0043254_5	ydiF//metC//melR//uacT//oppC//yqiH//acrE//gadC//rutE//gcvT//hypC//aceB//ispU//rnhB//sbcB//pliG//garD//yfcP//groL//artQ//wecA//yefM//argB//clpA//ymdB//
GO_0043255_6	appA//nrdR//lgoT//
GO_0043269_6	astB//lpoB//nrdR//yhaO//ygiS//gor//narW//
GO_0043270_6	hslO//dgoD//
GO_0043271_6	modC//
GO_0043335_3	yiaO//nikE//nemA//mazG//
GO_0043392_6	cspE//
GO_0043393_5	gspJ//
GO_0043412_5	yfaX//lptA//dcuS//yhdJ//rusA//lysO//bepA//cnu//oppD//tqsA//ulaF//betT//rluB//atpE//sseA//cspD//zapD//dapF//glnK//insI1//tmcA//mntR//yfcV//leuE//kbaY//cysU//fieF//amiB//mltB//gntR//ccmH//ygiN//rsuA//trpL//leuO//uvrC//glnL//arsC//yiaU//ppiD//lolA//zapE//idnT//eutK//asmA//gspJ//lnt//fimA//yfhM//phoA//nudB//trmO//proW//gspE//secE//narH//srlR//yfdC//gstA//chbA//ydeT//nadD//sufD//queC//dgoD//ybhP//yegD//yrbG//rsuA//flgB//yjhP//ybgQ//pdeL//hypF//glmM//corA//dcd//ycjQ//mngB//yfcS//ynhG//valS//yhgH//mtgA//nuoN//cysB//aroP//moaB//cheA//rcdA//yeaE//flgE//accC//symE//galM//yfcA//chaA//ytfE//arnD//rplX//tilS//ygbI//sgbE//hflC//yadN//znuA//csdE//melB//cbeA//rmuC//potE//rbsA//mlaE//abgR//yahB//ycjP//paaB//baeR//argG//dut//nrdA//msrA//dcuS//coaA//yjiY//yfaE//csgF//crcB//dgcZ//tatD//yedX//ispF//gloB//ydfD//ompG//elfG//dsbB//rpsO//apt//argF//trkA//ileS//edd//citG//ybaL//sgcC//hyaC//tusE//xanQ//kdgK//ychH//umuC//phnK//ttdA//qorA//lldP//ubiX//corA//yiiE//nimR//tamB//hofP//hemG//yoaA//yfiE//yjjI//nuoM//arcC//mdlB//tyrS//yhiM//dicB//trxC//folX//ybjI//ytfR//yqaA//yafQ//agaC//ldrD//gshA//lolA//sbcC//acs//hslV//hypT//pgpA//cvpA//ttdR//yfaE//speA//crfC//leuC//uxaB//psuT//ndh//livH//kdgT//mmuP//cyoB//metI//emrK//caiF//grpE//rfaF//ygcR//ydeO//thiI//yagF//panE//ppiD//srlB//yafO//rplQ//phnM//zipA//alsA//uhpB//fdoG//dgcF//hybE//roxA//yebG//cpdB//srmB//eco//mscL//crcB//treF//ycjD//ftsB//rlmF//
GO_0043413_4	potE//
GO_0043414_4	zapE//ydiR//dppA//nrdA//nanA//mepS//rnhA//lptE//atpG//rluE//groS//osmC//ivbL//yfdG//degS//nadE//prpC//yqiG//dicB//thrS//tatC//proS//glpC//hupA//rplR//ihfB//yfbU//glnL//rhtB//pdxB//adeP//bfr//yfbR//mdtF//mgtA//mrp//hldE//lptF//aidB//mug//pckA//ruvA//dbpA//lnt//envR//dgcQ//nirC//ytfQ//lolC//eutD//hprS//cpsB//
GO_0043433_5	ydeE//rimO//hyfF//ebgA//mazG//manA//
GO_0043436_5	yfdC//insB-2//ligB//rbsC//lyxK//rng//dsdX//ynfH//pphB//gpt//mntP//deoC//ampE//rluE//yhdZ//hypA//paoC//fic//mepS//ykfI//lyxK//fliL//treC//fliA//adiY//infC//kdpA//znuB//lpxH//yjbH//dusB//gntT//fimZ//tusC//pdeD//appY//gntT//tauA//bioC//ugpB//rpsO//gcvT//murE//fepA//cycA//frdB//evgA//yaaU//dgcT//bioD2//yjjU//sgcE//folE//matP//feaR//tsaE//ddlA//thrL//norW//fliD//msrP//fmt//efeO//der//wecB//fadR//pspF//ycgB//kdsD//adiA//gcvP//rfaH//ybjX//ytfR//sgrR//rraA//ampD//erpA//rdgC//menB//opgD//gsiD//relB//yqiJ//recJ//frdB//torR//tufB//artM//deoA//add//yihO//tabA//puuP//puuC//yajQ//tcyJ//phnK//minC//mltF//ugpC//cfa//ralR//nrfE//gloA//ahpC//frmA//sucB//mnmA//tehA//mepM//paaX//ftsX//rstB//arcA//mhpT//fdoI//holD//ptsN//fruA//cynS//ydfH//ybiT//glpF//pheT//cadC//astB//pspC//elaB//yjcS//gcd//xapA//yaaY//glrK//lolB//recR//pstB//xisR//ompT//rfaH//yidK//polA//lptF//yaaA//rfaC//pykA//mngR//pppA//creB//ydcZ//kbp//fcl//ybiS//yggN//mak//sxy//ppsR//trmA//pfkA//norR//yecS//yjfF//aroL//sufB//cheA//ydhJ//msrB//fimC//alaS//rfaE//alkA//yiaN//npr//gatZ//uxuR//ynbB//yaaY//symE//yobA//guaD//guaC//idi//tyrR//pinR//allB//rcnA//yidR//mepA//yahB//ddlA//ybhF//ftsZ//nikE//lsrA//rhlE//cadC//metQ//mgtL//gfcE//phoR//modC//bcsA//hemA//garD//xylE//yneL//dmlR//mazG//cusR//pstC//asnC//setC//gsiC//dpiB//insI-2//thiH//cspE//arcA//speC//basS//cynX//mtlR//kbp//patA//uof//bssR//bacA//rplS//mdtB//surE//mltB//aaeR//ugpC//dgcF//kdsC//speG//ygjH//metQ//gatZ//phnO//yfbU//lpxC//cydC//lptC//envY//sfsB//frmR//yeeA//uvrD//yajQ//tldD//yihI//dmsC//purN//yhjV//narK//fadR//malY//sseA//aroD//ygfX//proQ//hemD//qseC//ilvB//mepH//rmuC//uvrB//ycjD//cusF//uvrY//menH//arsB//osmF//sgrR//cdh//rimI//yehB//fhuB//cho//oppC//serB//tatA//sstT//lpxL//mrp//cydA//rbsD//ubiE//ftsA//galT//mrr//asr//tdcD//mdtP//metC//sapC//trmH//pabB//sapD//nfo//adk//aceF//ybcF//recX//sbcC//yabI//ydiQ//dgcJ//paaG//yjjB//rpsJ//modB//rpsD//ratA//opgC//hchA//hemB//ybaM//mdtJ//emrY//rne//yhjA//ldtA//bssR//nagZ//kdgT//rcdA//frwD//ydiQ//rrrQ//lolB//rplD//priA//dcuB//sfmC//xylR//srlB//aldB//lacY//rplM//envC//rluC//mreD//baeS//araD//pgk//hslU//rplI//napD//npr//hcaF//nuoL//mdlA//pmbA//rpoD//rsmH//sodC//gdhA//ygbM//yehB//allC//rlmA//atoC//yhjC//ydcM//yjjG//yibT//mutT//putA//htrE//yhdH//birA//cspD//serC//abgR//tdcR//yfcG//tauB//tauB//ogt//caiB//emrB//ypdI//fetB//hyfA//betT//macB//paaF//pstC//ybhD//rfaH//citT//acrD//rimP//cdgI//tqsA//glnL//ydiK//gnd//norW//galR//rbsR//rlmH//ugpA//frvA//sodC//focA//yhcD//yidH//ybiW//lysR//hokE//kefC//yihV//argB//aes//acrF//kdpF//astC//ssuE//yedF//entE//sapC//gapA//dcm//ubiX//hemG//dmlR//agaB//glgB//priA//mdtF//rzpR//thrS//rutB//ribC//rpsE//ygfX//ftsX//znuA//efeO//tufB//ybiY//cheB//argA//rhtC//fpr//
GO_0043438_6	glcA//
GO_0043442_6	ilvB//
GO_0043455_5	ybhG//priC//edd//yciF//
GO_0043456_6	fadR//
GO_0043462_6	zitB//nagD//fucK//abgA//eutK//eco//
GO_0043467_6	gadB//mhpT//
GO_0043470_6	ffh//yeiL//glnQ//yieH//
GO_0043471_6	nemR//cysH//glnL//
GO_0043484_7	phnJ//
GO_0043487_4	yjiA//wbbK//torC//ftsI//cmk//ubiG//
GO_0043488_5	ftsH//nrfG//nuoH//hypT//uof//
GO_0043489_5	ybeF//
GO_0043543_7	ygfA//pstB//fimZ//mlaB//mdtQ//yaaA//yaaU//rpmA//rpnD//cydC//lsrG//recA//ypdC//
GO_0043545_5	selD//cysA//hinT//insA-1//cysE//mltF//etp//proQ//dnaK//rpsK//trpE//
GO_0043547_7	nrdI//fruB//truB//
GO_0043549_6	ampE//insI-2//
GO_0043555_5	lepA//yebG//
GO_0043562_6	aroH//rplE//
GO_0043570_6	gldA//truB//ytfP//
GO_0043571_7	tolC//flhD//asnA//
GO_0043603_5	galF//lysO//artQ//clpX//recJ//yagG//ybhP//mhpR//yjaA//yedX//potE//oppA//sucD//rfaB//hybF//ubiJ//dppF//rihA//rcsD//astC//ydjM//rfaE//ygfA//malG//bfr//rng//ibsE//rpmE//yadC//ybaK//norV//yhaM//yajL//ygfI//mntP//bdcR//hypB//dnaA//rpsP//frsA//valS//wzb//yfdG//dnaE//hsdM//moaC//secA//proW//gutQ//narW//araA//ybaT//rodZ//fdhE//rsgA//aroC//zipA//sthA//oppB//yebZ//fucP//mraY//hofO//trmA//cas2//yafO//hpt//tauB//ldcA//queC//rdgB//symE//dacA//yejF//ascG//hemA//xylR//yhdH//caiF//wzc//ubiG//ilvE//alaA//nikA//glnQ//yjaZ//insI4//ygaV//ubiC//thrB//cheB//pykA//mtlA//proX//acrE//sixA//proP//ssuA//nlpD//hypC//murA//yihL//rhsD//trmH//rbsK//yhjV//mdtM//putA//fimG//dppC//hypC//glsB//iap//ppiD//lipB//ybbY//hdhA//tauB//rdgB//ycfS//dnaX//entC//tolQ//ada//recQ//ybcL//cpdB//
GO_0043604_6	asnA//yqiG//prc//hofP//yidA//betB//metC//phoU//kdpA//gltP//codB//argI//rplQ//purD//ddpX//nlpE//btuC//envC//nuoN//torA//ptsP//hda//pepB//tatC//fadB//recC//yfgO//lolC//cydC//bamB//grpE//cysK//xthA//gnd//rlmE//ygiB//uspE//tilS//ivy//tar//glyA//endA//pgk//osmY//citT//yfbV//msrB//ybhP//rplK//yjeH//tyrS//ldtE//trpS//elaB//ybiT//yedP//ihfB//ypdA//glpG//speC//leuA//kdsB//yfiR//yebK//menD//melB//yqeF//rbn//serS//ahr//araH//lpxT//paaB//gpsA//fhuB//psuT//mak//hcaT//seqA//yidL//elyC//rffG//smpB//tnaA//secB//hicA//nagK//wcaB//agaV//yfcR//gltK//ydcS//plsB//atpD//gspJ//rpmA//rpmG//ftnA//ompT//
GO_0043605_6	ppk//uxaC//pckA//frwC//minE//
GO_0043610_4	yjtD//
GO_0043624_6	yifB//cueR//mdtO//serC//nlpD//hisD//mnmC//
GO_0043628_9	yqeG//sdaC//araD//
GO_0043631_7	rlmC//lsrA//
GO_0043647_5	ltaE//polB//
GO_0043648_7	rsmC//phoR//glgP//arnF//frdD//ftnB//fimI//yfiC//tauC//folA//ydiQ//yphF//mscS//ybcF//ynbD//ubiB//yijE//dacA//napA//tdh//gcl//hemA//yjbG//lldD//ftsY//pykF//cpxA//tauD//ivbL//lpp//selD//nmpC//mdtB//leuD//greA//mepS//mobA//amyA//rfaD//rho//ftsB//murC//argD//yoeB//waaZ//metG//ispF//iap//rhtB//recR//umpH//ydaN//feoC//ychO//ydiK//yfgO//yfgO//ycbX//higA//bluR//yciF//ldtB//hslV//ydbD//rtcR//rhtC//crcB//fliA//narQ//lpxC//luxS//sapD//ygiN//rcnR//
GO_0043649_7	mtn//pdxA//nepI//rssA//rplF//sseA//alsA//ydhJ//murQ//eutA//nadC//
GO_0043650_7	acrA//lepB//rppH//yfgO//livH//yajR//moaA//fklB//sapB//yoeE//yedA//gstA//manX//yieF//acnB//ogrK//ascB//yrdA//higA//lpxT//rplM//feaB//paaB//ompF//feaR//uxaC//ulaC//
GO_0043686_7	mltC//
GO_0043687_7	osmC//ymfA//appY//folE//menE//yfdC//yjjG//
GO_0043708_5	nrfB//ftsE//ygaZ//ftsI//yjhP//frvA//nrfC//hemN//pgrR//mug//ydhK//ubiX//garP//atpB//torC//
GO_0043709_6	yagF//rssA//caiD//leuE//yciK//yeaE//ridA//argE//fdhF//
GO_0043711_5	gspI//yqiJ//rnd//purD//nikE//solA//solA//hyaA//rfbD//caiD//rffG//ydbD//yidA//flgG//dgoD//aaeA//tcyL//ycaO//lpd//narK//yfcS//
GO_0043900_4	arcC//chaC//pykA//vsr//hofN//gspF//tonB//blc//thiC//yqcG//hslU//lspA//slyA//
GO_0043901_5	pspD//tsx//etp//aaeA//
GO_0043902_5	ssuD//galR//
GO_0043933_4	yedX//evgS//ykfI//malF//waaL//ynbB//orn//phnH//yfeD//purF//sufD//serB//rpsT//pstA//glpA//ddpA//rplQ//rpmE//caiB//hscA//iaaA//exbD//fpr//ydiQ//yadN//spoT//wrbA//trxA//ortT//pyrF//barA//aidB//minC//mraY//ynfF//sufS//maoP//hybO//chiP//ycbU//treA//amiA//gcvT//gltD//grxD//fliK//menI//nimR//malK//basR//glcE//aaeB//queA//bipA//ftsE//msrA//rarD//dppA//atpA//bisC//fliD//cysD//yeeA//pspF//pgi//ampD//umpH//waaL//ycbB//nemR//dnaN//yigL//ribF//rlmL//rtcB//cysM//ymgA//pinE//yeeA//acrA//ybjI//rmf//lsrD//ycjR//yhjX//cysH//narW//ftsB//nadA//qseB//rhtB//gutQ//surA//exbB//glcD//ompF//speD//basS//cspB//glnE//
GO_0043952_7	rpnC//hemN//mgtA//yjcO//tesB//
GO_0043953_7	mutL//epmB//yagU//fabH//
GO_0044003_5	norR//sfmH//uxaA//fnr//
GO_0044004_6	evgA//udp//folM//flgA//
GO_0044010_5	yjhG//srlA//hisS//polB//argB//yadV//glsA2//clpP//fliT//pliG//yddL//sgcX//rrrQ//dtpC//nudG//greB//ompT//mocA//yhaO//rfbC//arsB//carB//mmuP//tap//fumA//grxD//entE//gltD//lpxP//fdoG//
GO_0044011_4	dicC//slt//aslB//ymgF//mtn//aaeB//eutN//hscB//
GO_0044036_5	frmR//ybhP//ttdA//iscX//dnaC//ispU//secG//trmH//rsmC//sbmA//malF//yddL//znuA//ykfM//rlmB//paaB//ilvM//yibA//hflD//abpB//vsr//glmU//zntR//pgk//waaA//abpB//slmA//dapF//pgl//afuB//atpD//yhjR//ubiD//intQ//gadB//ygjH//pyrC//torC//lysS//mgsA//gltX//sufD//yeeA//dgcQ//mtlD//rmf//ygbI//
GO_0044038_6	ydhK//mscK//mtgA//dmsC//osmY//setB//alpA//ibsA//chaA//topB//nuoF//ulaD//ybdZ//yiaT//ccmF//zwf//pgaA//yfeO//rplD//mscK//fepG//araG//gpp//cobB//rfaC//flgF//alsC//narK//fau//suhB//insB-4//plaP//ligB//ynfH//lysC//sgcC//mutT//gapA//yfcS//kilR//rbfA//rhaM//yhjD//
GO_0044042_6	bioF//pgaD//rbsA//sxy//yohD//asmA//gcvA//torA//idnO//emrE//dcuS//yedP//elaD//ymfA//ddlA//fadL//bcr//ycjQ//dppD//lon//leuO//
GO_0044070_7	ycgR//bioP//caiT//etk//
GO_0044085_3	frwD//add//yheT//pgi//fepD//nadE//ftsP//dcuA//fhuB//fdnG//ushA//paaD//mdtQ//rbsB//agaD//mipA//napB//hcaR//gor//
GO_0044087_4	dusC//iraD//yghG//cobC//amyA//arcA//rfaH//malX//waaH//deoR//dgcF//gadW//bcsQ//elaB//paaA//yhaJ//lptE//yjeI//gstB//radA//copA//cyaA//caiD//yfgI//thiI//recO//ypdC//rimJ//zapD//rplE//mdtP//stpA//yidR//cysG//
GO_0044089_5	yabI//phoQ//nudG//hslV//yiiM//spy//mnmA//add//nrdE//manZ//rplQ//clpB//purB//
GO_0044092_4	opgD//ybaT//hdeA//clsB//malP//rplQ//fbp//ydaV//yiaB//yccS//pinQ//fecA//frvA//rpnA//yfcP//araB//xapB//pheS//argG//nimR//topA//msrQ//yedP//diaA//tldD//nrfD//clsC//lysC//wzb//ybdN//prmC//yfbR//glgB//kdpF//zwf//gsiB//
GO_0044093_4	insB-2//yfdR//ralR//alr//asr//nlpD//ibsA//pepQ//casB//htrE//glcA//lptC//pheS//bglB//rfaF//secG//yddG//elyC//tas//adeP//bglX//rrrQ//dgcM//lldR//adeP//yqgB//lpoA//
GO_0044106_5	rhmD//hybB//ynfE//fepE//alaC//oppB//ggt//atpF//aroB//hokE//mtlR//thiH//caiB//tehA//umpH//rcnA//galF//kdsA//rraA//melB//pta//mdtE//rhlE//bacA//ahpC//clcA//xylH//
GO_0044179_5	flhA//
GO_0044208_7	rdgB//
