#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hrsA//yedF//yjbF//lacZ//
GO_0034219_6	csrA//serB//hokE//yqiG//hinT//gntK//tpiA//lsrA//aspC//nrdI//guaD//glpA//mnaT//lysP//idnO//gcvP//rtcB//yjjU//fepB//yaiW//wza//xisR//hycA//rfaG//rplK//asnB//uvrD//waaZ//narP//pyrD//emrD//luxS//sgcX//yhjA//gntK//phnN//xseB//speC//arnA//nhaB//yraR//rpiA//gdhA//glmM//dcuR//speB//fliZ//ulaF//moaE//yfcU//glsA//ftsW//bioD//hflD//dgoR//pyrH//lpxL//sufD//avtA//pabA//malG//argI//aroA//paaJ//rffT//cbrC//tldD//rplF//dmlR//ccmC//fbaA//ibaG//recX//ndk//frc//recX//narG//fdnI//cheR//ybjC//agaV//fliA//nei//hokB//nikB//yaiP//dhaL//dut//hofQ//hofC//fucA//ychF//rplK//der//
GO_0034220_6	oppB//tusB//rimP//puuP//rplA//ibaG//cirA//rssB//dpiB//yidE//rsmB//etp//nrdG//narX//hrsA//endA//yoeE//yqeG//truA//serC//zraS//codA//ilvH//def//cysQ//matP//uxuB//btuE//fimB//cpdA//yfbR//phnJ//ibsE//zapE//rluF//frwD//moaB//yibH//yggW//yegD//holC//lpxD//dnaQ//gspE//proW//pgrR//rfaC//cbeA//clpX//msrB//dsdC//rpmB//gpsA//waaO//htpG//ibsB//mntH//araH//nupG//lsrA//tehB//cadB//pheM//ykfM//rmf//cusS//rimO//thiQ//alsK//tgt//gcvA//frlA//malY//yobF//clpX//ygeR//argR//appC//rplX//lsrA//nanE//hsrA//ydcO//sgbH//melB//paaD//yjbG//rlmE//rssB//dnaC//rssB//waaB//gabD//kduI//entB//yhbO//hldE//yeeJ//rpsK//fic//yieF//nupX//aaeB//gfcE//minC//perR//phoR//yehC//pinR//malS//pldB//glcB//mntH//panE//ydjE//gntT//dgcJ//cobU//idnK//cysG//rhaA//tonB//argE//oppA//yeiL//uxaA//glcC//yafE//ycjD//cptB//yrbG//ccmE//panB//ffh//etp//ilvH//moeA//rfe//mlc//ydiO//glgP//trmA//yjeH//rihC//lsrC//yjfF//galM//pgaA//ispB//gltD//maoP//idnT//pppA//manA//rpsR//phnH//acrD//envC//yedF//asd//fabD//zntR//gluQ//abgB//trmJ//yaiP//ubiB//moeA//lptD//bsmA//lpxB//mltF//ybhS//glyA//mltG//
GO_0034224_6	lplA//fruK//
GO_0034227_8	pfkB//csgF//fruA//dnaA//parC//puuB//pstS//lplA//
GO_0034248_6	glcD//ybjG//xylE//tyrB//tadA//hokB//sdhD//rtcR//ygbL//mobA//creC//truA//tdcE//dgcZ//pspD//rplE//ybhJ//caiE//fdhE//fryB//blr//ugpB//dtpA//ycgR//rnlA//hipB//rpoD//acrA//mltF//uup//yoeE//intQ//ychH//fdhE//gpt//ugpB//ydeP//hdeB//mglC//nrfA//cusB//
GO_0034249_7	rpsE//cyaY//hofQ//focB//aphA//aidB//cobB//yeaV//citC//citC//mliC//yehX//argA//nusG//elaA//rlmG//aceK//rhmD//grpE//melR//ettA//pgm//ykfM//hofP//gcl//
GO_0034250_7	lptB//hsdM//phnP//fsr//ybjN//narJ//glgB//
GO_0034258_8	glnH//
GO_0034260_5	rna//
GO_0034285_6	syd//
GO_0034286_7	ygfI//
GO_0034288_6	rmf//
GO_0034289_7	mqsR//
GO_0034308_5	alkA//sfmC//yaaJ//fdoH//nfuA//potG//pdxA//nei//yggT//nhaR//ompF//
GO_0034309_6	tusA//purL//recC//
GO_0034310_6	hns//nanA//crr//cysM//xanQ//menC//
GO_0034311_6	truB//ynjD//prfA//
GO_0034312_7	mrdA//pstB//
GO_0034313_7	osmF//
GO_0034337_3	dgoD//sdhE//
GO_0034355_7	fadK//ileS//yadG//yfeD//
GO_0034401_5	yahD//
GO_0034404_5	ecpR//dgkA//appB//yhbY//alpA//btuC//ibaG//hybG//hycA//yrfG//fabH//hinT//tolB//fimC//glnP//phoB//rnt//ybhF//rdgB//lysC//yfiF//xisE//xylH//lrhA//ybiY//rpmG//amyA//ispA//ybdN//tatE//xylR//yggD//cutC//melA//rluC//ribC//yagI//yfdC//mtfA//nirD//menA//hybA//dctR//rho//yfgO//glsA//elaB//umuC//tqsA//suhB//
GO_0034414_9	glnA//
GO_0034421_8	tus//
GO_0034440_4	crfC//sufE//sugE//yihW//kdpA//hisS//hemD//edd//ydcS//hyaC//lptC//frlR//gcd//fadJ//cysP//slyA//crp//lysP//cecR//lipA//
GO_0034470_8	rplD//hipA//paaB//gudX//bdcA//proX//lplA//fumC//ubiE//yaiV//pntA//insB-2//caiE//nlpD//deoA//dcuS//ybjX//pck//yajD//leuE//rplO//dbpA//rdgB//rplL//tamB//intE//bfr//fhuD//melB//panD//dcyD//cbeA//aroP//alsB//yciT//aroK//nuoH//hslJ//yhaO//mdtI//intF//fecB//ynaI//cutC//hsdR//pyrD//hdfR//ftsN//acrZ//recA//idnO//arcC//hipB//thiL//fliS//arnE//garR//gpp//rspB//ydiO//fre//queE//folX//rnpA//csdE//rlmC//ydeT//dhaR//pyrD//menI//cbeA//mtn//gfcE//edd//ycdX//fabH//rrrQ//hybD//dkgB//phoQ//pepQ//sfmC//yahO//artI//eptA//ycjW//fur//mliC//sufD//asnB//rapZ//tufA//rcnB//nikA//
GO_0034471_9	yqaB//add//zipA//menI//
GO_0034552_7	fis//
GO_0034599_5	accB//ftsX//ynbC//fimC//mltD//rimI//xapB//folA//glrK//queG//torI//hyaB//yiaJ//narY//erfK//fadB//tsaC//minE//iraP//xerC//eutK//kgtP//nrfC//
GO_0034605_5	iraD//codB//dppD//plsX//yiaA//ybiX//glnS//rlmC//afuC//
GO_0034613_5	cadB//cynS//malZ//pncB//cydB//nuoM//agaA//zraR//plsC//asd//pspC//menE//bioB//leuO//flgJ//thrC//appY//
GO_0034614_6	napF//lacI//exuR//ahr//emrY//dnaA//glnS//tnaB//ypdI//ygfX//garK//ybjX//abgA//
GO_0034620_6	kdpC//frwC//yagJ//fixA//
GO_0034622_6	mrcA//rpmG//dnaA//garP//dfp//arcB//yphB//kdpB//alaS//hslJ//thrA//fadK//mglB//yihL//proW//afuB//prmB//mhpD//napC//acrB//yneE//yeeY//clpS//leuC//flgE//fadE//rmuC//tufB//hsdR//lhr//ycjU//clsC//higA//murQ//pitB//bamD//dgcF//ppiA//hofN//recC//pgsA//
GO_0034627_10	cysD//btuE//ydfK//rfaB//fliT//
GO_0034628_9	mrcA//yhbO//wbbK//ompF//msrQ//
GO_0034635_6	yghO//norV//queG//mutL//mdtM//atpG//
GO_0034637_5	rfbB//abpA//recB//shiA//mtn//rhaS//rfbD//fpr//murF//phr//mltF//dacB//elyC//hemG//ybiA//entD//agaS//opgG//ivbL//phr//lepB//ynjD//fadM//yecS//yhdW//secB//yfcP//atpF//fliL//yihW//degP//caiE//ybaK//tauA//ykgM//yiaU//dppD//crp//yjeH//mreB//mqsR//tpx//elfA//ugpA//amyA//murD//moaD//rpsB//nuoB//rsuA//
GO_0034641_4	yefM//galF//cusC//puuB//yoaB//prpB//cyoC//yqjH//purB//ydeO//yccA//acrR//slyD//accB//cysW//rplE//ubiB//lysR//yciV//topA//degP//hisI//clpB//lysC//mtfA//ygcO//mcbA//groS//waaY//puuR//galS//fdrA//mngB//mlaE//crcB//kup//talB//ascG//rbsA//yddM//glcB//fnr//mepH//sfsB//emrK//ssb//cheB//chaC//tag//luxS//potE//glk//yfaU//hisB//mngB//dnaB//yjcS//yghG//yfhM//mdoD//marA//hisB//idnK//fecA//cpxA//gntK//mnmE//hokE//rplQ//frlA//mepS//asd//ghxP//dapD//rclA//yfeD//pabA//dppD//dgcQ//asnB//narL//dsbD//deoB//yhcD//alsC//ybbY//ybdN//yjeH//queD//dapF//pabA//ybcL//murA//potF//casB//udp//entA//cusA//pflA//bamE//yciE//gpmA//yphF//glsA2//yciG//map//pth//mnmA//fadL//dkgB//entS//dacB//gspF//pth//uhpA//sapD//fliS//frlA//ycgR//cpxA//queD//ggt//hisB//paaC//gcl//manZ//hrsA//malE//sfmA//fadI//ldtC//glyA//cusC//ompN//tatB//bfr//xylA//prpR//rrrQ//uspE//iraD//msrP//pepD//mnmE//feoC//puuP//ulaD//mocA//yggW//panF//mrp//arnD//ftp//ompR//yqhD//rsmJ//yfjV//cas1//dcm//creC//puuB//ftsA//prpR//zinT//yddM//hdeB//nimT//ykgA//rsmD//sfmA//yeaE//hybC//dnaC//exuT//cynS//hcp//rplS//aas//grcA//lysR//yciK//hemA//aaeR//gpmA//lacY//citE//insK//yagI//fiu//mglC//poxB//uacT//kduI//yjfF//bluF//mdtL//yjaA//prc//yidD//amiC//rsmC//sgbU//arnB//panF//yfeO//agaD//dnaN//phnN//cmoB//spoT//nagB//glsB//mdtB//hemC//speF//cusR//yhdH//mcbA//nikR//endA//selA//napD//ilvA//yciF//speA//glpB//hisH//yehW//surA//fdrA//menE//yggD//yqiG//tsaD//hofP//araD//rmuC//pyrC//rhaT//flgM//sdhA//agaC//dgoK//ftsI//rpmC//nac//btuC//osmE//gmk//uidA//cra//gldA//clsB//kdpA//greA//ytfR//yobF//malK//htrE//fkpA//ybeQ//bcsQ//hpf//glnE//intA//focB//yeeJ//mltG//rph//pspG//mntP//thiE//yeeY//nrdA//sdaA//sgrT//hldE//cmoA//mfd//mtn//ygeA//hicA//rpmG//kilR//yeaV//gudX//bssR//cirA//pyrH//paaF//sgcC//dppA//sapC//cysK//cynT//dnaE//pinQ//yhaJ//coaD//uxuA//nrfG//ybbN//pdxJ//hybE//ypdB//gudP//rraA//tatC//flgD//slyA//pyrC//aroK//rffH//ybfE//ldcC//yddA//nanE//ygfI//aas//ccmA//fetA//mnmA//nfsB//dgoT//ftsN//lpxH//yfgJ//tauB//yhfS//rhlE//cpsG//livF//chbC//yagI//slyD//yaaA//epd//torS//nuoH//uxuA//dcyD//ada//ftsA//yacG//narW//fdhF//paaZ//rclR//rhtC//ybgP//moaE//secD//cpdA//pntB//glsA1//yedP//mutH//ompT//exoX//hisC//yfeW//gpmA//nirB//oppF//yqjI//solA//mliC//ydiQ//yhcN//rusA//yihT//yibH//paaJ//iscX//rpmH//araH//yjcO//ycfJ//cpsG//dsbG//nrdF//kbaZ//lepB//serS//ilvH//hycB//rppH//nanR//slyA//prc//zntR//tar//narK//chbA//prlC//yjaA//ydeM//adiA//ypdF//yiaN//srlA//insH-6//fliZ//matP//crp//rplD//rcsB//exbB//mdtL//yqeA//yedX//iscU//cobC//arnE//bssS//glnH//cueR//yciH//upp//torC//abgR//pth//rstB//uvrB//mgsA//glmM//nagA//bamB//hypD//pgpC//hinT//fadD//mmuP//rbbA//ycgV//holE//xylF//fecA//truB//prmC//ygiS//yddG//umpH//frdD//torZ//abgT//amtB//sucB//emrD//ygbI//yggT//trmB//dmsC//deoB//dacC//mscM//ftsI//relA//tusA//fumC//mipA//mtfA//fiu//ygeX//ftp//hypB//galR//ssuB//ebgR//rluD//codB//yihS//yieH//deoD//poxB//ygcW//tomB//ygfI//basR//cpdA//yiaN//cadB//fadL//moaC//mrdB//yfdG//narP//rzoD//cmtA//bglH//nuoI//ftsQ//yraN//yfcR//rpnC//nagA//focA//yhdZ//yhjC//uhpA//gatC//pmbA//trpR//artQ//flhC//ydaN//argR//hflX//yidC//rhaD//yfbR//nikA//sdaA//frsA//astC//nsrR//tauC//cspB//garP//ycjP//galP//acs//srkA//hypB//frdC//glrK//afuB//lepA//ldrB//manA//csrA//yjjB//leuC//fucK//mdtC//tus//pykA//yfhH//zraR//aldB//ligA//adeD//ribF//xylR//rhlE//ghrB//metH//rnd//yegS//iraD//puuP//phnJ//lgoD//udk//rpsM//cysI//dusC//mrcB//yjbE//treB//kdpA//appC//basR//xylH//ompG//tamA//ssuB//aspC//yhjX//pinR//tsaD//metF//cusC//rffT//tsgA//acrB//rluE//ugpA//ybhD//lsrB//sgcC//ydaV//livM//narZ//potI//cobB//sixA//ychH//dctA//rplM//yfaU//fhuC//endA//ynhG//mltG//cho//flgE//bioB//ynhF//ynfH//dauA//adhP//treA//emrB//rfe//rplP//potA//mrcB//hypC//sulA//aceK//csgA//yejF//acpT//rlpA//agaV//hicA//fadI//surA//setC//sugE//yeaV//yrbG//coaD//paaA//patZ//citG//rlmL//malE//fliK//adk//atpH//asmA//ydjE//fadI//insI4//lolB//truC//dnaJ//hcaT//glsB//atoS//tufB//atpF//aldA//lysA//ddpA//dkgA//pabA//proB//envC//fucA//nagB//cspG//glnE//recA//glyA//yijO//nanK//murI//rnr//folE//hcaB//rpsG//mngA//chbB//actP//fecD//ydiV//kdpA//tynA//rhsD//rsmB//ynbC//erfK//rmuC//dinD//lysC//lsrD//acpP//yagG//tldD//ygjH//carB//cbpM//rpmG//ptsI//sufD//fumC//arcC//yedX//fimB//nikA//rlmB//ycjU//yciA//dapA//fbp//yajQ//pabA//hflX//garL//rhaT//bepA//dctR//rluC//cdsA//sdhB//ybdN//garR//kdsA//cbrC//amiC//glvB//ymfA//aroK//def//ada//treF//trmD//tsgA//putA//frmA//amiA//pphA//hemB//diaA//pnuC//suhB//uvrC//carB//gloA//chaC//gmhB//gudP//kdpC//adeD//yhjX//clpA//bacA//pck//rfbB//yidR//yihP//xapR//ybgI//yidP//trkH//basS//tyrR//thiL//waaJ//lpxH//idnK//artQ//mdlA//yibT//ulaA//mug//yjhH//ybaT//pyrF//hofO//agp//aphA//mscL//puuD//folD//aspA//cmk//yecS//astB//cas3//tdk//aphA//yphF//agaA//yihW//wza//cysZ//miaB//dsbA//pbpC//sdiA//agaI//radA//hisF//rbsD//phnP//gatA//poxB//dhaR//cutA//pstS//sucD//yehU//sufS//aroB//nepI//borD//yciT//glgB//ybeQ//btuB//ygiN//nrdD//appY//ybbY//ygdG//creC//mcbA//ymdB//fruK//glpG//yfcR//
GO_0034644_7	norR//frvR//
GO_0034645_5	yjbE//ahpC//livG//thiI//potB//ycbV//tusE//yfgO//yihS//murC//pgaB//kefG//trkA//thiQ//hisD//yggD//lpxB//ygbI//ppx//sfmD//dkgA//nhaB//ymgA//yidL//ytfT//envZ//ycgV//plsX//yjcO//potC//dppA//aaeA//waaZ//hcaF//ruvA//cysC//selU//arnT//gspJ//amiD//yajQ//macA//glsA1//gnd//ychO//fdhF//fabD//qseC//yahD//asnA//groL//ydcP//tmcA//hfq//topB//yfhM//frlA//gadA//yjbB//ilvE//moaB//sgbU//poxB//yafQ//alkB//hdhA//hexR//nimT//rhaS//apt//eco//ahr//entS//yihT//elfA//ascG//guaB//mdtQ//clpA//waaS//nanA//abgT//pspA//hxpA//pdxJ//bcp//osmC//rssB//ydaV//elaA//ynjD//trmB//yraK//yjaZ//kefG//astB//zraR//pspG//dnaC//yehA//clcB//pyrL//yihT//glcD//dnaB//aaeA//fryB//thiH//yiaN//narX//bamE//sdhD//plsC//malS//murF//rsmG//alsB//mglA//fadH//tdcD//yegV//ltaE//osmC//hdhA//mhpR//rpoE//nikB//pagP//prs//ushA//yfhM//fadD//ybaE//kdgR//curA//yhgH//lpoB//glvB//hslU//yhaC//ygeA//acs//astC//arfA//prlC//prs//insH-6//fepD//lysS//fimH//pepT//yjhI//yohC//yfdS//xapB//kbaY//nagK//rpoH//yjbB//acrE//ydiB//ispA//qseB//glsA//epmB//prfC//ssuA//rhmD//cpdB//mhpB//pstS//fruB//cyaY//zapE//ybaT//lsrK//ilvE//copA//glcF//hypE//yidQ//yidZ//yjaA//yiaO//yggE//rutB//yadN//gntU//abpA//alsK//yohD//cynS//glsA2//yedA//rplD//hicB//ytfP//ghoT//eco//mcbR//ybgP//mntR//uxaA//trpB//bluF//glvB//dgoR//erpA//hisP//sapB//mazF//atpE//hfq//cpxP//djlC//dsdC//ygfX//rnb//rpnB//ccmA//citT//uspB//flgH//hofP//focB//aroC//clpA//hybO//nikC//fabR//nagC//htrE//mioC//btuF//mazF//gspI//topAI//gstB//yfbR//tatA//ycgB//kduD//rfbD//aroG//rluC//moaE//etp//ydhK//bioP//sbcB//fhlA//ibpA//aroB//grxD//ade//nadE//yhgH//fabD//opgE//ghrB//parE//sucD//mhpT//fucP//cmtB//opgC//dadA//fadK//ydfH//fixA//bolA//rutF//nikE//yoeB//glsA//rimL//rfaH//metQ//mtlD//fadE//yadK//iscU//nrdD//fadK//pyrC//suhB//lgt//pabA//glcE//ykgA//ilvB//ynfE//yeaE//yidP//yfgJ//fkpB//gntP//kdpA//msrB//rfbB//artP//mlc//rpmF//purD//
GO_0034654_5	rseB//dtd//yqcC//rfaC//nei//mrdB//lolD//focB//hfq//cmk//purU//opgD//dppD//ftsK//ghxP//ydjH//yaaA//relE//selU//gudP//rpsI//ampG//puuA//ompA//citC//thiP//atpA//wzyE//waaG//pdxA//cspI//ftsX//mrr//uhpT//gyrB//yfeR//feoB//macA//sutR//sfmD//yhhZ//yafC//yehC//hofQ//folD//phoR//garR//ptsP//dnaK//uspG//coaA//gluQ//kdsB//rnlB//yneE//ygeV//ydiK//ftsP//gudP//fhuB//wzb//rsmF//yehY//leuE//pinR//narH//ompR//ygiW//dsbG//dcuB//sgcA//lplT//dgcZ//pnuC//pliG//mtr//glrR//gcvP//yehP//gudD//rfbX//ymgF//ybcJ//nadD//ppiC//adiY//cobT//flgF//hlyE//gcvA//sgbH//tatB//rfaC//yqaE//dmsA//rpnB//holC//ydjJ//rseB//ftsA//pepQ//hyfA//dnaC//fic//ybgI//basS//nfsB//rlmA//yejA//rihB//ung//aldB//mrcB//mhpA//ihfA//flhA//yfeX//mipA//wcaB//csgD//tnaA//murF//pflB//yfeW//yhgF//cydA//hupB//nikE//holA//endA//ydhJ//yehA//adiY//ilvE//aldA//prpD//lepA//fes//yjiX//ytfQ//fliA//betA//cueR//gatC//glnD//yjtD//actP//nrdR//metF//secE//glpD//avtA//rpsK//yfdG//yneL//thiI//kbaY//yihO//rsmH//argK//evgS//ybjC//yedX//menE//shiA//yggW//bglJ//pgpC//hha//topB//ybbW//menA//envZ//yejF//essD//iscA//malZ//mprA//dkgB//narI//hofP//glpG//metH//lsrB//rluA//trmL//frwC//fepD//tdcR//waaJ//hybE//yqjH//thiP//norW//glsA2//yraI//rsmF//melA//lplT//dsbB//hyaD//ygiN//ydeT//puuE//glnD//ssuD//basR//hybA//dfp//dctR//recG//hisQ//yfeO//rimP//appC//ydiP//ybdH//tgt//truB//aceF//holB//yhgF//dsdX//hcaE//dicB//sucB//rluC//msrA//acrA//nlpD//ynfF//hflX//dld//maeA//bhsA//iraD//nrdH//ribF//yfjR//ahpC//fliA//glsB//alaC//slyA//argA//kdsC//ndh//ycjD//ftsB//rng//crl//higB//crl//afuC//ygeV//glnK//ascG//btuD//tufA//
GO_0034655_5	seqA//cpsG//eamA//yciH//pgpC//kduI//glmM//rffC//ybcF//moaE//kilR//yidA//sapF//xerD//guaD//dsbG//hcaT//yfiC//cysB//polA//insF-1//mcbR//galF//hypC//erpA//rbsD//ftsA//pdxH//yidL//accD//nrfE//ampE//ygaH//bcr//pyrD//chpB//mdtE//hyfR//hypB//thiP//mnaT//kdpE//csgE//bfr//nudF//nrfA//tyrB//hupA//rarD//ccmF//ypdI//rluA//nhaA//yhjC//yihQ//rsgA//clsC//adiC//evgA//ppsA//aaeB//clcA//soxR//ompT//yjfF//yfbV//ydfG//cycA//rimJ//rng//pphA//agp//rlmH//
GO_0034656_5	eptC//mltC//lpcA//rplK//yihO//essD//adhP//bglA//nrdB//bssS//treB//araD//rsfS//
GO_0034660_7	trxA//rimM//dnaJ//trxA//yhfK//rnpA//agaS//thrS//sgbE//ftsI//yfbU//rsmJ//yjjW//dmsB//rraA//maeA//cobC//yoaB//glnP//ybaT//nikC//cpxP//yciH//ykgA//sgcE//nrfD//lptA//yqhD//intS//tmk//relB//dnaG//ribE//xylB//fliA//ykfM//ybeQ//dinD//ypdB//yibH//accB//degS//recB//pdhR//cvpA//cstA//yaiP//folP//yceK//endA//elbB//oppF//bcr//ybjL//ssb//yiaL//gspI//ispF//ybdG//cysS//secB//rpsQ//nupC//rplD//rcnR//yahB//ulaG//fadM//galT//radD//hofC//secY//fepB//dcuA//lpxH//epmC//msrB//proA//valS//ykfM//cheY//cdsA//hisB//cadB//mdtN//paaZ//cpxR//folX//rpsH//recD//cyaY//pgk//norR//ybaK//creB//mntH//gcvA//copA//arsC//patZ//ccmE//flgA//yghU//mepM//rpmB//sapD//mlc//fabB//entC//speD//efeO//minD//yiaO//preT//hprR//hemF//yggX//psuT//chbG//rhaA//ldcC//helD//
GO_0034661_7	waaZ//potG//lepA//fiu//
GO_0034755_9	arsR//ugpE//sutR//torZ//
GO_0034762_6	frdA//ymfK//ptsH//rhtA//pliG//appB//nikA//oppC//
GO_0034763_6	appC//glcB//
GO_0034764_6	yciT//atpD//
GO_0034765_7	cynS//accB//csrD//degQ//dapD//ulaF//tktA//
GO_0034766_7	purB//
GO_0034767_7	kdpD//ykfI//
GO_0034775_7	cusS//nrfC//syd//kdpD//htrE//
GO_0034983_9	fepA//uvrA//
GO_0035235_6	nrdB//yehY//yddA//gapC//
GO_0035303_8	cbpM//creC//holA//yfiR//rimI//
GO_0035304_8	ydeE//
GO_0035306_9	dgcZ//
GO_0035307_9	coaD//
GO_0035335_8	hybO//waaS//gfcE//
GO_0035344_8	gloB//glnD//
GO_0035350_6	yafN//
GO_0035383_4	gutM//rstB//yiiD//mmuP//yoaB//cheR//arcA//yeeA//
GO_0035384_5	fimB//pykA//
GO_0035429_8	cysW//yqiI//hns//plsC//thiE//ccmA//
GO_0035433_7	infC//chbG//
GO_0035434_9	hflC//ydiO//yjeH//argK//ompW//
GO_0035435_9	rfaH//yegV//waaO//preT//thrB//prpD//mdtF//lsrA//recA//
GO_0035442_7	rfaE//ffh//yiaF//astC//cobS//ldrB//pdeR//sufC//dppA//dapB//hpf//
GO_0035443_7	xanP//sdiA//yfcQ//nsrR//udp//iraM//mdtI//gapA//
GO_0035444_9	gntP//manX//yedF//opgB//epmC//ybiW//kup//
GO_0035461_6	betB//glpR//yjhC//allR//alaC//frvB//psd//mdlA//mpaA//hflK//
GO_0035510_7	glcC//ftsW//yfdO//kbaY//xisR//
GO_0035511_5	phnK//
GO_0035513_5	metL//
GO_0035524_8	accA//
GO_0035552_6	ybjL//
GO_0035553_6	afuC//
GO_0035556_4	holA//def//cheA//yiaN//alaS//rutF//citG//ymfK//ycbV//yahD//focB//yidA//yciG//glrR//ygeA//trpD//gpsA//pabB//znuA//livM//kdgK//soxR//garL//gmhB//rffC//ybjN//yeeL//rplX//holD//sodB//rbn//dapA//cof//rplE//folE//fimZ//nlpI//paaZ//kdpE//mlaB//elbB//garL//ulaG//rplB//yhbY//rbn//
GO_0035600_8	map//
GO_0035601_7	mepA//allC//iclR//
GO_0035672_6	melA//nikA//waaP//ptsP//dapB//pflA//fur//suhB//alr//adk//flgF//lacY//trmD//yeeJ//astC//sohB//preT//ung//msrP//tauA//
GO_0035690_5	abpB//ompR//nudC//dgcQ//clcA//bioD1//sdhE//nepI//sbmA//asd//ftnA//
GO_0035725_9	mrdB//glpG//alaC//panB//narU//rhaA//fbp//
GO_0035784_9	dam//
GO_0035821_4	dicC//fabH//zapD//hyi//shiA//
GO_0035864_6	rutF//
GO_0035873_8	glpA//gadA//
GO_0035890_5	recD//thrL//lpxD//sgbU//
GO_0035891_6	hyi//dinJ//emrE//thiP//
GO_0035966_4	lexA//focB//mdtI//araC//iscX//fic//hflX//
GO_0035967_5	nikR//ygbN//malZ//alpA//yjbF//
GO_0035999_5	dsdC//hisD//ybcM//hprS//
GO_0036001_7	insB-2//
GO_0036046_8	dnaB//
GO_0036047_9	yafQ//
GO_0036048_8	ybiA//
GO_0036049_9	ftsN//
GO_0036088_6	ybhP//
GO_0036103_6	uhpC//relE//
GO_0036104_6	metN//dfp//
GO_0036172_6	hybC//
GO_0036211_5	tusC//speE//cysG//cbl//yphC//qseB//yaaY//artQ//rfaC//dgkA//ibpA//ygjR//gudD//pabC//cpsG//ybdZ//rutB//ybcJ//fruA//ycgV//gpmM//flgB//motA//grxD//ivbL//ahr//casE//clpS//yahO//galK//pcm//kilR//yjjB//paaX//cysK//adeQ//pfkA//gabD//fimZ//dauA//phnJ//ttdA//recE//queD//sodB//ydcR//narL//torA//yigL//dctR//ynfL//hybG//napB//putA//nadB//nanR//yphF//norW//hscA//ilvN//speD//msrB//cadC//fimB//hofO//argI//ygiS//wbbK//fadM//frwC//dcyD//xapB//lldP//ggt//nlpD//arfB//rpiR//ahr//ycfL//yieH//bisC//aaeB//gshB//pepD//pgl//mutT//lolE//dhaL//intE//yehD//oppD//rpmE//dacC//uvrC//zapD//mprA//fucA//glgX//flgD//puuB//cusC//pnuC//bssS//accB//yfiF//yeaD//atpB//hflD//iscX//artQ//dicC//sufE//queC//bioP//malS//ynbD//ilvL//tig//yfgO//rsmD//ybaK//ibpB//rlmE//mipA//tdcA//speC//nrfE//tap//basR//mmuP//nanT//betI//yddM//pgpC//yedX//iclR//yheT//kup//yqiG//cycA//mltA//ariR//
GO_0036214_3	rimM//
GO_0036265_6	cpdA//rfbX//gadE//yeaE//
GO_0036289_9	tsx//pdeK//
GO_0036293_5	ispG//panE//wzc//
GO_0036294_6	msrB//pspA//wzc//
GO_0036388_7	arcC//
GO_0036447_5	napA//clpX//ygcW//
GO_0036448_6	csiR//zraS//yggX//
GO_0036460_5	rimJ//glnB//symE//tomB//cheA//frmA//
GO_0036506_5	ykgA//
GO_0036525_7	ydiB//
GO_0038083_9	hisC//wecB//nuoE//ffh//btuB//
GO_0039633_6	fabG//kdgR//hdeA//yghO//
GO_0040008_4	uvrC//ydjH//parE//blr//cnu//dsdC//mgtA//rhoL//ftsW//atoB//
GO_0040012_4	rpsD//zapB//hofM//yafN//hpt//yedA//mutT//gmhB//rpmH//gcvH//uhpA//rihA//der//htrE//
GO_0040013_5	argE//serA//nlpI//nth//vsr//ade//gmd//
GO_0040033_9	ydeP//
GO_0042026_4	ribA//yfcQ//ssuA//dinI//yqaA//uhpC//ykgA//paaX//flgI//
GO_0042040_7	proV//
GO_0042044_5	groS//
GO_0042126_5	uspB//ispB//yphC//abpA//
GO_0042128_5	yqhC//mug//
GO_0042133_4	feoA//yahD//hycA//sufS//kch//proA//dedD//speG//shoB//atpE//treF//dcuD//ccmH//yihT//dcuA//thyA//
GO_0042135_5	speB//rsmI//malQ//rffG//ygiW//yhbQ//ycjU//arcC//nhaB//tmcA//proA//yojI//arnB//
GO_0042136_5	cysC//cbpM//
GO_0042150_7	yqgB//argG//ycjU//
GO_0042157_5	tdcR//insH-6//ybhR//ibsA//
GO_0042158_6	minC//pck//rffH//
GO_0042168_4	ycjR//rnr//ortT//uhpC//ssuC//rsmI//rplJ//mdtJ//hcaB//
GO_0042176_6	speA//aroK//ubiX//yrfG//
GO_0042177_7	glpB//yhbS//rfaB//
GO_0042178_5	paaX//bioC//speA//sutR//rluA//kdsB//argF//rsmE//tehB//yjjI//lsrD//shoB//nac//ydeT//recT//mcrB//hcaF//sodB//ydcM//
GO_0042180_4	tusC//yjjV//yagJ//pheM//envY//alsB//speD//elyC//iscS//yagI//rpoA//nikA//pgk//pflB//aroK//fimB//yijO//yddM//cvrA//rfaQ//setC//kduI//hycB//fliZ//rpsG//maoP//thiM//appY//gstA//ybiV//flgH//orn//rpsO//nuoE//napF//hybO//dgcF//epmC//uvrD//ynjD//lon//rpmF//yfcS//paaZ//topA//ybdG//hslR//ccmG//glpG//yfeW//galE//moaD//mcrB//fimI//dapA//ais//trpD//nhaR//tauD//
