#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xthA//rfbC//ygiN//hyfA//
GO_0043412_5	rplX//appB//paaG//yahI//dcuS//alsK//ldcA//abgT//srlR//ygfZ//lldD//yiiE//holD//secG//yhbO//yccA//gatB//mutT//proS//cysE//tmcA//phoE//cusA//prfA//xylR//galR//wecE//yceO//plsC//lysO//ssb//yrfG//ffh//mdtG//valS//modB//galT//ilvI//yehZ//ymgA//cueO//modC//fepC//clsB//malQ//melB//ycfH//fes//ycaN//mipA//glrR//bcsA//yecS//eamB//yhcN//bamD//yafC//moaB//prs//fur//rhlE//yihV//yfcV//gshA//insI4//lysO//cusA//yfdO//potF//dgcQ//yghU//dusC//dnaE//insF-1//pheA//hokB//mgsA//rpmB//iscX//yaaA//ypdF//gspE//recG//ycbX//folE//ygfX//phoP//cspD//degP//rplT//csiR//yjiM//fdhE//tolR//rplO//dgoA//evgS//yidR//manX//tdcR//ydfK//focA//phoA//yjfP//bcp//rplA//trmO//lapB//msrC//rpe//glvB//prpB//ftsB//srlA//tesB//phnH//fepE//cydA//cpdB//frvR//argE//ribF//mgrB//sdhA//yhjR//maa//sbcB//trmI//yjcO//aroP//glpC//alpA//glnP//thrB//apt//zntA//wzyE//rcsB//cbpM//paaE//insI1//cysK//lepA//trg//rhtA//yfeO//fimI//ruvB//yddM//srmB//acrB//hicB//xapR//tdcD//metE//dapF//dicB//ycjU//cyoE//udp//rhaM//ffh//trpGD//metF//fhuD//lpd//rbsR//secF//envY//btuR//yhaO//yfcG//mrp//rzoR//focB//ilvD//yidQ//yebC//rlmE//hybA//kdgR//pdxJ//hcaF//trmL//hlyE//cbl//pcnB//yhjR//ykfM//ymdB//phoB//gfcE//yjgX//glnE//yibF//tdcR//valS//hisQ//frdD//oppF//dam//ghrB//kefB//paaZ//sgcR//ygdG//phnC//ykgM//otsA//metK//dmlA//pykA//tar//cadB//barA//arsC//aroH//uspC//livM//fdhE//queC//ypjD//ydfH//ghoS//yehY//livK//ydhQ//livM//feaR//dtd//xapA//rsmA//
GO_0043413_4	galE//
GO_0043414_4	patZ//fabA//yfaX//potD//rplX//sdhA//sgcR//yddM//sseA//rssA//gltI//rihA//lldR//yifB//yiiD//dgkA//waaO//amyA//gntU//aceF//rimJ//pagP//matP//acrD//rimM//flhA//hsdR//psd//gppA//dcuS//gadA//rfaG//murE//yhcH//mrdA//hyaC//fumC//ybdO//yfgI//fmt//hcaB//osmC//ompW//pckA//tyrA//menC//rimJ//rarD//wzzE//ccmF//yfcR//ispU//
GO_0043433_5	abgA//mliC//lldD//yjjU//ivbL//maa//
GO_0043436_5	yraI//rpoE//trmA//allS//nadB//clsB//cobT//ugpB//nfuA//yaaU//cydB//treR//upp//cusF//degQ//hmp//yjiX//kdsC//yjiR//yagF//yidD//nikR//fepC//yadC//ydiO//yjcO//ydeO//accD//mscL//ycaN//guaD//narG//rhoL//rpsE//yjjV//fur//rsmG//eptC//rplX//csrA//lgoT//rcdA//greA//pnp//rpnC//dgoD//hrpA//bluF//aceB//dnaN//mdtG//murF//yehX//lolA//cobC//ybiV//atpE//tsx//yjjW//gadW//guaD//mngR//rmuC//sbcD//tnaB//flgG//nadE//acrR//ycjY//waaY//gutM//mglC//amyA//cysA//yegT//fadE//kduD//atoC//yehA//selD//hflX//nlpA//emrE//arnE//plsB//yneL//wecA//tyrB//idnT//ghoS//wzc//narU//lpxC//pspA//syd//glyS//ycgV//aqpZ//tyrR//ycbB//wzc//yhaM//lacY//yadI//elaA//ppsA//pyrD//lpcA//pyrE//tyrS//putP//nagB//leuA//recD//bacA//mdtK//rpsH//yhjV//trmA//glsA1//relA//ygiW//hofQ//yidK//aldA//betB//hflD//iscX//ldtD//rfbX//ynbC//eamA//yejF//yjhB//ibaG//betA//nadA//serS//gshB//arsR//rpoS//rnpA//ybjN//frvA//fadD//pgaA//ispU//apt//cysP//insH-6//dgoD//ddpA//mug//ycgB//metK//folE//pyrD//rpsP//yddA//yafE//cdaR//rpmJ//glpT//dxs//glmU//poxB//yfcU//rmuC//hcaB//ybjG//ggt//nuoL//rpoD//srmB//pepA//uvrC//paaX//rbbA//insI4//tatA//fdnH//acrE//rplS//tabA//mltG//srmB//mrcA//pyrL//guaB//aceA//cobS//ptsN//asnB//yjhG//ymdB//pflB//pdhR//cvpA//yggF//tyrR//rbsA//hslJ//ydcR//ybaM//rtcR//treC//manA//shiA//rtcR//sdhB//hdhA//tas//cspA//yidP//dnaJ//yiaN//gor//garK//trkA//tauC//yehZ//ybbN//ybdR//nrfD//yejF//arnE//ybiA//arfB//ddpA//rnlA//adeP//uidC//hiuH//rsfS//exoX//yaiP//nupX//pstA//yadK//sufA//topA//trpD//kdsB//atpC//murI//satP//glpC//folP//dpiB//yraH//kdpE//ydeO//ubiI//panZ//yeeJ//mscL//rplQ//srlR//yabI//yhaO//napA//acnB//recD//ispA//pnuC//thiQ//menD//dapD//ydgA//ymfK//cmoB//dgoA//ybhG//yihT//sohB//dapD//bepA//rpsP//nuoN//sdiA//appC//sapC//yfcP//treR//sixA//rlmF//agaR//ycjP//rhaM//prpB//dxs//ndh//aspS//lasT//nrfC//yadM//ispF//yqeA//pepN//purF//yoaB//hipB//yiiM//cpsB//dnaA//apt//grpE//ydiV//tldD//glyS//ybjN//yaaU//flgA//sgcB//ppk//yfiC//yhcF//fabZ//hprR//artI//clpA//asr//treA//ydcS//wzzE//gadW//ydiO//alaC//mfd//xerD//rssB//acrD//rodZ//yjiA//pliG//moeA//yjhI//ldtC//frlA//ybaO//chbB//gspE//rplJ//rfbX//fepA//gadB//yqeA//ortT//pepD//ptsG//fabI//csrD//yjtD//puuB//yagF//ydjJ//trpB//def//serB//gcl//dxr//cysM//ccmA//pykF//sbcC//speF//ybeF//bamA//btuB//cpoB//citG//tufB//otsA//tap//glcA//queC//osmE//ygjH//degP//gutQ//pstS//kefF//fes//uspE//rsmI//pyrH//tehB//ybhA//tsaE//agaB//grpE//gadC//rpmG//uxaB//mdtJ//norV//fabI//ileS//clpB//allD//mutM//efp//ilvE//paaF//ompF//rsmB//lsrC//nsrR//manX//mlaF//ydaN//kdgT//ycaO//ibsD//rhaB//hybG//arnD//rimL//minD//allB//argF//etp//uvrY//nikR//rnc//ybaL//gcd//crfC//lpxT//serS//mepH//dppC//argH//ycaN//modA//yhaM//katG//rpiA//yidK//dmsB//yhcF//epd//dsbC//mdtD//rhtA//sdhE//cysK//ygjR//
GO_0043438_6	glpK//
GO_0043442_6	ybeQ//
GO_0043455_5	pncB//tcyN//tcyL//zinT//
GO_0043456_6	glyS//
GO_0043462_6	mltB//yneJ//osmC//rutG//dmlA//tcdA//
GO_0043467_6	galM//csiR//
GO_0043470_6	queF//panE//kdsB//ettA//
GO_0043471_6	yahN//copA//cspC//
GO_0043484_7	phoU//
GO_0043487_4	hinT//glrR//rplY//betI//yaaU//rihC//
GO_0043488_5	entF//ynhG//fliZ//sgcE//nuoL//
GO_0043489_5	xseA//
GO_0043543_7	rnt//basR//yihV//yfbU//artP//iscA//crp//dgoD//cspG//cysD//frvB//trpS//yafC//
GO_0043545_5	mdtB//yjhC//ygeA//sgbH//flhA//dnaT//mreB//hofM//tag//tadA//cca//
GO_0043547_7	feoC//mliC//tmcA//
GO_0043549_6	waaP//wzc//
GO_0043555_5	mltB//ravA//
GO_0043562_6	acrE//gltK//
GO_0043570_6	adeD//sufC//yidH//
GO_0043571_7	patZ//alaC//eutN//
GO_0043603_5	yjiX//ftsQ//yhjV//cstA//rlmN//cbpM//yoaA//cobC//ybdG//rzpD//glsB//atpB//btuR//ppiA//fadB//proX//glnQ//yjjU//pyrF//yfdO//prlC//cyaA//mglB//rimL//rpsI//potI//yohD//pabC//nadK//tusC//sgcA//uspB//mnmC//nfsB//yfiC//metC//ugpB//yciT//sgcX//atoB//leuE//eno//wecB//serB//dcd//ftsP//rpsT//ascF//ppc//tonB//atpA//dgoK//ampD//rcsC//potB//nrdA//insE-1//htrE//nuoM//yeaK//ghoS//trxC//mltA//yqhD//dgoT//rsfS//potE//aceA//hexR//lolD//waaA//bamA//cbrA//ftsA//yqhD//ycgB//pgaB//insH-6//sthA//aaeR//rpsO//eptC//yidH//rclB//rplM//flhD//lysO//insB-2//yihX//xseB//katE//nudC//sgcE//tag//gudD//dapD//rimK//sugE//entC//purT//lpd//yajO//proX//cusF//xanQ//ptsN//lpxL//adhE//frmA//yfiE//rlmN//yadI//yfgO//yjjU//ydiR//rcsC//lolB//umuD//metE//cpdA//rne//cmk//rcdA//frdD//livM//gadX//yciV//
GO_0043604_6	hypF//paaH//insB-2//purD//ymgC//idnK//dcm//fadH//gudD//yidP//lacI//gpmA//mglB//ldrD//tatD//mutH//ridA//nsrR//frwC//hybD//nanA//yegT//parE//trmO//yahK//dnaK//hybB//potC//aroG//rph//pgm//hicA//rluC//ybaE//ogrK//ccmA//afuB//qseC//yddM//uspB//ycjW//thrC//afuC//abgA//intZ//dcuA//proQ//clcB//yraJ//proC//ggt//mepH//yhdZ//ybgI//rna//gmhB//ykgF//livH//entC//ribB//fic//cbtA//artM//nikD//arsB//rbsR//nrdR//zinT//glmS//tdcC//copA//yjbE//basR//ykfI//rpsP//gltI//cheW//alsB//rplA//yjfF//zur//hha//galR//hsdR//tdcA//phnI//adhE//fadM//hlyE//plsB//tas//yfbR//mdoG//ptsI//grpE//prs//hyfA//yfeR//adiC//
GO_0043605_6	tatE//yhdX//fimZ//secB//mscK//
GO_0043610_4	lipA//
GO_0043624_6	cysH//pagP//ykgM//cysW//ybcF//yfcA//yebZ//
GO_0043628_9	rpoD//rpmA//flgM//
GO_0043631_7	asnC//dgoK//
GO_0043647_5	cdsA//norR//
GO_0043648_7	hslO//hisD//rpoS//glgB//insH-5//lpd//yfiC//lptG//gspF//waaS//hisF//rplN//flgH//yciA//yfaU//waaQ//chbB//yjiY//fixB//arcC//ydjE//lptB//yhfS//dapB//ydiK//mog//yfcR//dsdA//sfsB//sdhE//kbaZ//dgoA//ybdG//hsrA//nagD//prpD//uxaA//speC//mntS//trxC//cspE//trmH//yrbG//fimE//minD//ydeO//allS//agaI//eutR//ybjC//sfsB//yghU//baeR//crp//trpR//ugpE//flhC//agaI//ynfL//ydbK//fucA//lptG//mdtG//pgl//cspI//tehA//ascF//nuoB//arnA//fepB//rng//yeiL//ygfZ//atoB//
GO_0043649_7	malF//gstB//nrdF//dcm//yjhG//lipB//dsbB//hyaD//yjhI//fabZ//selB//
GO_0043650_7	pykA//yiaU//spy//yiaO//ralR//cheA//prfB//malY//rfaC//nagK//pgaC//hybF//hflD//asd//bamA//yoeE//araF//apaH//nrdG//gnd//aas//blr//trkG//pflC//kbaY//amiB//ubiI//
GO_0043686_7	ymgF//
GO_0043687_7	ugpA//rsmB//casC//nikR//argC//tufB//nrdE//
GO_0043708_5	trmB//alaC//mntP//rhtC//ydjE//waaO//puuC//ynjA//glgX//torC//hyaD//ybiT//dld//ycaN//panC//
GO_0043709_6	hyi//lacZ//cheR//yadV//rcnR//pgpA//yfjR//lptB//uhpT//
GO_0043711_5	bglH//yidR//hisS//rpnC//clcA//ygaH//uhpC//paaA//pstC//rtcR//bcr//agaA//ynfF//gshB//hdeA//fic//yhfK//thyA//dppF//leuD//recT//
GO_0043900_4	rplK//ypjD//alkA//fliM//ibsA//ynhG//zapD//eutN//flhD//amiC//hupA//ada//gpp//
GO_0043901_5	gor//ettA//ycdY//pdeR//
GO_0043902_5	nadD//ivy//
GO_0043933_4	fdnH//baeR//ddlB//araC//queD//yqgB//rpnD//tus//preA//nirB//aroH//yifB//gatY//lsrG//acrD//rseC//fdhD//mqsR//pflB//uof//phoE//ybjG//queD//degS//surE//cdaR//pykA//gudP//mdtM//kbaY//aroA//insH-6//yedP//aspC//scpC//argF//gpsA//degQ//sodB//elfD//fruB//ybjG//nikC//ydaC//nrdA//rcnR//holA//casE//tonB//fimH//yhjX//fdhD//menH//rpmB//uspF//waaG//yebQ//ytfR//argB//ribB//pphB//rzpD//zntA//lgoR//dpiB//gntT//purL//ytfP//fabA//rbsA//yjjI//opgE//agaS//alaC//ppiC//entD//ybfA//wcaB//glmS//fimF//rho//ribC//rrrQ//crr//birA//sgcE//argG//mog//iscX//decR//zntA//hscA//yadC//rhtA//araA//cpxR//purL//insK//frlC//tolB//
GO_0043952_7	sgbH//fur//cyoD//lepB//yjhC//
GO_0043953_7	ygaV//mppA//mocA//bfr//
GO_0044003_5	hisC//napD//gspF//waaO//
GO_0044004_6	modC//ilvM//dhaR//yfhH//
GO_0044010_5	ycjP//cysQ//degP//cpsB//xylE//pgaB//sanA//clpB//plaP//mdtK//ftsA//tusE//uup//mdoG//flgB//gatZ//rluE//glvC//ygiW//ydbK//gnd//upp//flgB//rluB//phr//wecA//ydiP//gatZ//ampE//potC//
GO_0044011_4	bcp//yahK//sdhE//ydcS//clcB//truD//proW//gabD//
GO_0044036_5	ompT//rsmG//paaX//solA//trpGD//rpoH//lolE//chaA//ykgM//sbcC//trpB//gloB//ydaC//tamA//yiaN//bdcA//ivy//cdgI//trmD//yccA//rcsC//cbtA//narI//glpC//yhdX//manA//menE//ispA//prfC//rlmH//tatA//polA//phoB//emrB//dgcT//rplP//hcaR//yjjI//maa//sfsA//ssuB//folX//coaE//pntA//mgtA//yidD//fucI//
GO_0044038_6	oxc//frdB//glyS//dusB//cof//betT//rutR//murE//ndh//prkB//cydA//coaD//rihB//ydhC//fadD//pgaB//mcbR//ompN//ydhQ//moaC//puuC//dgcF//yahF//fimF//yifB//nepI//galE//pepN//ygfX//yidK//sppA//ycjY//uxaB//lpxM//galK//hofM//fadM//yeiG//shoB//yqcC//rlmC//pgsA//bglJ//
GO_0044042_6	yfaU//ilvA//kdsA//rpoD//frc//hxpB//yibF//yfbU//hemL//fliA//setA//idnD//nanC//orn//rstB//fecB//ycjW//rhaD//hslU//trpGD//pcm//
GO_0044070_7	yciG//cca//ychF//cysZ//
GO_0044085_3	hybA//gatC//nagC//murQ//yajR//rhaM//garK//dgcJ//argB//ybjI//wbbK//fabR//clpX//emrB//yhjR//osmE//lipA//hscC//dtpC//
GO_0044087_4	yfiE//ynfL//mraY//yfdK//adiA//fucO//yfhH//ytfT//hns//ybjC//ccmH//pspD//cvpA//dnaG//metE//ftsN//bsmA//hisI//menE//tbpA//iaaA//rutB//rmuC//lpxT//csgF//amiA//gntP//lipB//potA//rhaT//mug//eptB//treC//yjiX//
GO_0044089_5	efeO//cfa//dnaT//trg//nrdA//csiD//rlmC//ydfD//kduI//ydfG//yaiP//rpsP//pagP//
GO_0044092_4	yphB//rbn//adhP//pgsA//lolC//yijO//efp//rph//kdgK//narW//kgtP//nadE//umuC//purN//yjhI//cho//rffC//torC//yiaT//kdpE//ybaT//rpsT//ycaN//yhjB//pdeK//srlD//lpxH//oxc//kbaY//entE//glpX//flgH//pagP//yhjR//ycfS//ycgR//
GO_0044093_4	setB//rpsB//kdgT//rbn//asd//prpD//fic//lsrD//yfiR//pdeD//yqjH//rhmR//pdeD//idnK//dppF//yfeD//yggE//adiC//narX//rcnA//feoA//emrD//fimE//dcuC//fadI//elfD//bcsQ//
GO_0044106_5	ygeW//adk//metK//ampD//ypdI//tyrB//hofN//galS//glnS//kbaY//moaD//panZ//hcaF//ldhA//rlmD//obgE//hchA//yjjW//yajR//ybjD//ldtB//yeaG//msrB//wrbA//ygiB//fucO//tatB//
GO_0044179_5	rutB//
GO_0044208_7	sfmC//
