#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xylB//bdm//fliZ//ybiH//
GO_0044281_3	rpoD//sgcA//ibpA//yadV//glpB//rbsB//insB-4//maeA//crr//yijO//chbG//acpT//mdh//cspI//gadC//pfkB//hyaB//gcvR//agaA//garP//cadA//pheA//mdlA//phoE//ydjK//yihX//ubiC//yihR//ptrA//yqjA//agaW//yhgF//nrfD//asr//yehP//narW//fimG//tcyP//rlmG//frlB//treR//rsfS//ygiV//ybhI//yfaU//dnaT//coaA//yfdG//ydcM//agaS//hybC//ygdG//fhuD//speD//garR//mepA//ftsZ//sdaC//pflB//yfcV//sapF//rlmM//yfaL//hns//paaK//bamD//treB//recR//dsdC//mrcA//yjbF//otsA//rseP//rpmB//flgD//yabI//rpmA//cusA//appC//arfA//argR//pyrD//sufB//yeeL//araA//cusF//dosP//rhaS//tolR//yadI//cspD//yihV//fryC//yhdZ//envY//wcaJ//cbpM//lgoD//bcsQ//norV//rfaH//ispH//arnA//yraJ//nrfB//fdrA//btuF//srlD//kdgT//gspE//iraM//msrB//ascB//yqjH//tsf//agaS//yhjX//cobC//ppc//aaeA//exuR//maa//fdhD//mqsR//eutA//tnaC//ygiW//yjcO//dppC//nfuA//galE//mtgA//sixA//gltL//uxaB//lysA//fhuB//kdpD//thiE//yiaM//lptG//insI3//kdgR//ispG//ybfE//dsdC//aroF//prmB//proQ//nuoI//yoeE//nsrR//yraK//menD//codA//adk//mdtI//hisP//malZ//plsC//fucK//yehP//ydhK//yihQ//panD//glnP//ybjD//bioC//hdhA//hdeB//aroD//sucC//arnB//prs//phnP//yiaB//pyrE//recD//bioA//kdgK//rimK//mcbA//ortT//macB//apaH//parE//pepA//trkH//sspA//yfgJ//lpd//dnaA//zapE//paaJ//ydeI//tag//bglB//fimD//mtgA//lapB//ibsB//fixC//speG//treC//rimI//rffT//yeaG//clcA//dkgB//nudF//asr//frvA//paaG//yhbS//ybhS//dgcE//orn//ybbW//wza//mhpD//uxaA//yidK//rhaB//bluF//htpX//dnaB//glsA2//ygiB//yidR//ybgP//deoB//ybgQ//potH//macA//yhaJ//pheT//hisH//yiaT//mprA//rcsA//rhaR//rhaT//soxR//fliA//bcsQ//yfcP//skp//tmcA//mdtG//mocA//ligB//ybhG//mdtN//trkG//argF//nei//glgA//pepT//dppB//maeA//leuB//yciK//gsiB//moeB//lsrB//rhmR//rluE//murE//tauA//nagA//ssuD//phnI//adiY//xylH//murA//malI//mutS//insI3//tus//rbsK//metI//gatZ//uvrY//serS//rpmA//hlyE//putA//cmoB//dtpB//gatD//rpsI//rseC//cbtA//ulaC//ybdZ//waaQ//glpR//cbl//fpr//gcd//rpsB//hdeA//obgE//amiC//kefG//yeaV//uof//fryA//gcvT//tolB//fhuF//aceB//yggX//yiaM//mdtI//yqgF//tsf//aroH//flgF//yigB//bioA//hscB//kefG//dcuR//serB//rfaG//rseC//cyoA//yciF//glpF//dgoT//ydjL//yihI//narP//mdtA//clpS//cheW//truB//kefC//rsmD//fryC//rutC//galS//hypA//nanC//clsC//yohC//rbsR//purT//ycbX//xylB//pheM//nusA//ppsA//yceK//ycjQ//rffT//opgC//rutG//mdtK//birA//allD//thiH//xylR//ppiA//yfeO//casB//ybjI//glcD//rlmH//yfaX//ribD//prpC//dtpC//mntR//galP//sfmH//dgcN//ygaZ//rlmD//yggE//flgB//rsmE//seqA//shoB//ggt//cbeA//cedA//ldtA//argO//otsA//rpmF//add//nimT//rsmF//trpC//yjiQ//frr//corA//trmB//glvC//elyC//yidE//fliZ//fimF//rimO//panD//ibsC//ycaO//yebZ//elfD//ivbL//yfdG//mliC//uxuB//frvA//rpsM//dinG//rsmH//ulaR//gpsA//cydC//csdE//creC//hofN//tdcC//fcl//ilvM//adiA//uof//yjhI//tadA//suhB//apaH//yfiE//yafN//osmC//mdtP//glrR//ydjJ//cydC//exbD//ivbL//ldcC//lgoR//uspE//recQ//uspE//yhdX//rapA//aroD//cpxR//rnpA//paaE//sgcB//zupT//bcsA//fepE//ygeA//ycgB//dcm//cheR//ghxP//yjhG//bcp//lit//yraN//baeR//allC//tsaD//yihV//fetA//csiD//carB//rplX//asnS//rimI//alaE//thrC//waaJ//hsdR//nrdD//ldrD//bglF//pgi//pdeK//lldR//rhaT//sfmF//rpsA//psuG//ssuD//tabA//cobU//chiP//eptC//yhjV//ycgB//cynX//sgcR//gpr//fre//lhr//yjgX//ygjK//rbsR//rpsJ//caiF//nirB//nrdH//argC//yiaA//glpG//gmd//yefM//ycjU//ydcO//cas2//clsA//oppA//metN//xisE//ghrB//yfcA//gadX//pck//trg//roxA//yiaB//rpsO//ldtA//zapA//leuS//ilvE//artJ//serC//dgt//qseC//satP//tdcR//yfgO//yceK//degP//intS//ynjA//secD//yjhH//tcyJ//murR//caiD//ycjD//yhbO//sapA//tnaC//fepC//greA//glgB//yjeH//ccmA//ldhA//ulaA//ydjE//ycbB//cynT//mliC//mglB//nusG//zntR//insK//mdtJ//yoaA//cstA//plsB//cadB//rppH//pagP//rcsD//curA//yfbR//glcB//nfo//mutY//basR//ybhF//motA//yhhT//gppA//aroP//iscA//cysA//fliA//ppsA//hisQ//barA//moeA//bluR//secE//basR//fabA//gpmA//lpxT//garR//torS//waaU//ygeA//gcvA//astB//gcvH//hemN//ygaZ//rimL//cysA//ybiH//yedL//acpH//plsX//menA//cdh//glgX//ghxP//hcaR//glnE//yjbG//hflD//trpD//ibsC//skp//mdh//yajO//zraR//sdiA//csgA//rhmD//frwB//hyaD//gor//nmpC//narP//yddM//nudG//lexA//glpC//adiC//yfaX//sbmC//bacA//rpmC//hdeD//yjaZ//glgB//pagP//shiA//arcC//flgE//fimA//ygeX//rdgC//paaX//yahD//ydeP//recF//flgD//xylA//creC//fepD//fucK//fabD//marA//xapA//murQ//ribB//casD//acs//yfdS//msrA//ydjL//yafO//pspC//lnt//puuR//ygcW//parC//minC//fimC//gltB//fucO//ibsD//glpD//fliD//rsmA//gudP//narZ//cca//yjcS//hdeA//ymgA//uspB//secG//ybcQ//psd//gpmA//dppB//sodC//tsgA//narY//pitB//fdhD//ribA//chbG//envY//aspC//cadB//tauC//tomB//msbA//xanQ//ychH//yaiW//
GO_0044282_4	pstS//waaS//cydD//yobA//ydaN//frvA//tktB//recE//phoP//yjgX//trmH//yqaA//yidE//nuoH//katE//aroG//aroF//gshB//rmuC//sfmH//tyrA//ddlA//yceO//corA//fecC//holD//xanQ//ligB//yiaF//rrrD//glnB//galF//hisQ//yccS//metN//yrbG//glcE//iscX//soxR//prc//frmR//thrS//ghxP//cpsG//afuC//ybiV//menC//gltI//clpB//ubiB//hlyE//yiaU//waaA//rihA//add//cobT//speD//atpG//dgcM//mhpD//tdcC//msrP//prmB//cysW//macA//yafE//ybjX//ubiX//cdd//ycfL//acpH//yhdW//nlpD//rrrQ//qseB//ybcC//envY//codA//dnaX//rsgA//mepA//frdB//dinI//hemN//aroD//rodZ//yhgH//mioC//slt//gspJ//ynhF//ybaL//emrD//dgcT//dps//yfdK//rmuC//insA-1//wza//moaB//garK//gltB//ynhG//waaA//argD//sfmH//purD//dnaB//apaH//glmM//nrdA//pckA//yccS//cusA//thiH//mutT//kdgR//arsR//dgcE//ilvL//sfsA//xylE//metH//cstA//panC//modA//yggF//topA//uspE//flgC//mtlD//ptsN//hexR//rplJ//malY//kdpC//tyrB//napC//adiY//mcrA//argT//yahN//kdsD//symE//ftnA//cusC//allS//waaU//yfeX//wecC//lpxH//bioD1//pgk//flgF//ubiC//rzpD//pflB//aas//ybiO//deaD//entF//yihR//epmB//galP//gadE//ymfA//ravA//rapZ//trmL//pepB//yqgF//udk//cpdA//yggT//fes//ybdZ//oppC//yoeB//yagF//srlR//iclR//mdtM//uup//gadE//cnu//rcnA//sdaC//cheZ//yefM//acrR//aroD//csiD//dnaN//yibF//entS//uhpA//speE//ycgR//nikE//ldrA//yiiD//crfC//recO//znuC//fimC//pstC//abpB//yefM//ydiZ//znuA//kduD//ybiA//iscU//narJ//aslB//ycbU//hcp//yahB//cadA//yhaC//cysM//yfgO//borD//dapA//yiaT//pstA//adiY//nuoL//mtgA//thiH//malX//glcC//ldcC//relE//ribA//ubiC//rmuC//recR//umuC//yccA//wrbA//mdlA//creC//tap//cueO//emrK//cbpM//bsmA//
GO_0044283_4	sodB//rfaH//ffh//treR//entH//thrC//nanR//sufS//hrsA//secG//kup//curA//ybdH//menF//ycbU//acpP//glcC//satP//ybhI//dicB//crr//sapB//bioD//narH//msrC//dtpC//yahI//yjbE//znuB//pheM//ttcA//dosP//ftp//hlyE//truC//kdgT//yobA//bdm//trkG//ggt//fimA//alaE//rplA//mhpR//hdeD//cbrA//ydcP//rpiR//deoD//glnQ//rmf//gudX//rfaQ//cusB//fdx//folE//alsB//agaW//radA//malI//miaB//sapB//nagE//opgH//ompN//phnK//yjjI//metE//aroH//trxA//yjhB//deoC//wecC//zapE//livH//nfi//proP//fabA//fdnI//cbrC//dgoK//narG//rzoR//crfC//rsmI//srlE//arcC//surE//patA//pdeR//flgF//yadK//galU//xylH//purC//aes//pnp//cra//rseP//waaL//cas2//waaH//arsR//mdh//allC//actP//minC//rlmA//kbp//yjaZ//rtcB//tcdA//ribE//ybhI//glxR//yibH//proV//tehB//hisS//hyaC//yciT//gph//asnA//rhaA//gabP//sstT//nrdF//gabP//yfiC//murJ//codA//ymfK//dosP//dmsB//yeeO//ilvL//tyrS//ybhJ//yobA//sspA//glvC//aaeA//rsuA//ampG//yafO//yfdG//cbrC//alsB//pykF//mrcA//glyS//wecE//ycfL//pldB//guaB//yfbV//ybaQ//ddpX//abgR//rstB//hpf//hcaE//yqiI//thrC//yagG//pbpC//btuF//frvA//polA//dinD//otsA//yafE//priB//cca//mazF//osmF//hyaC//dgt//potC//rnr//ghxQ//ade//aidB//ybiH//moeA//srkA//wzc//hyfR//proV//hemH//atpC//tdcD//prmA//yciA//ydiF//purR//smpB//fdnH//ada//proC//pepT//zupT//zur//folC//envR//atpE//glgX//rclB//cca//malQ//hrsA//lpxB//yheT//hflX//ubiD//yahD//hycB//rfaG//wzzB//adeP//holE//idnT//rlmC//ybgP//fdoG//bhsA//yqgB//phoB//nikE//holE//ytfR//mscK//yehA//yjfF//ycjR//gapA//yahK//ygjR//nikR//arfA//yeeO//cmk//lptA//metR//cbrC//glpC//yehD//nagE//lsrR//arsC//rlmL//yjbH//lsrD//ybeF//iscS//yidK//rraB//tauC//ycbU//nrdD//fadB//creC//ynaE//aaeR//ybhR//hcaT//ydaC//rimP//guaA//manA//sapD//gntP//patD//degS//hupB//yggP//aceK//yeaE//ascF//mltG//nhaB//galT//sdhB//deaD//rng//
GO_0044349_6	mhpT//
GO_0044355_6	infB//lolD//
GO_0044364_5	mepA//rcsC//panD//curA//gcl//
GO_0044403_4	cmoB//mglA//zinT//yeeY//trg//paoC//rluA//fryB//livH//ilvI//degP//accB//rcsD//rsmE//napC//yqiJ//carB//dacD//
GO_0044406_3	fepC//
GO_0044409_6	fbp//yadK//polA//prfC//ycaO//gntT//queF//mrdB//
GO_0044419_3	rhaR//ydcR//paaH//cysN//nrfG//rpsP//puuA//efeO//xylF//dinJ//yrbG//panF//sxy//ybjX//zntA//glpA//rnb//cpdB//fabI//pgl//phoR//yciF//napD//gpp//rpoD//
GO_0044531_5	dnaQ//
GO_0044532_6	preT//
GO_0044550_4	intA//sucB//pepQ//yiiE//mhpR//chbR//lpxH//gfcE//nrdI//
GO_0044650_4	epd//
GO_0044659_7	hdfR//bolA//mntH//selA//
GO_0044661_7	rdgC//yciT//feoA//tbpA//
GO_0044718_6	rssB//sanA//
GO_0044728_7	pheA//gsiB//ydiB//uxuA//focB//yhjA//
GO_0044764_3	pbpC//rep//ydcP//moaB//ilvN//endA//rbbA//yagG//mmuM//rffM//yjcS//tatD//ybdM//ruvB//adiY//ybdG//lpxD//rssB//elaD//fepB//yiaJ//ompL//rimL//surE//cusS//mqsA//yehY//elfG//lysC//hypC//cedA//yjhG//acrD//ldrB//sgrR//glgP//ydeO//galE//uvrB//yfaV//ydhK//nemA//ycfH//argF//ccmC//setA//ompN//adeQ//fhuD//iraP//nuoH//fecA//ybdR//araE//psuG//cusF//tehA//
GO_0044780_6	mglC//cobB//argK//ybdR//yqiG//yidR//dsdC//
GO_0044781_5	yfcR//ccmA//cmoB//yehA//yihV//yciF//ssuC//ackA//
GO_0044786_4	nadA//
GO_0044787_5	malZ//
GO_0044872_5	mdoG//yhbQ//ymjB//mdtE//hchA//
GO_0044873_6	fdrA//nanK//fabD//nfsB//cysM//
GO_0044874_7	alkA//degP//ygcR//serB//yaaY//
GO_0045004_7	accB//ydjK//yidZ//tolB//
GO_0045005_6	frvA//rnlB//uhpB//dcuD//recJ//feaB//glgB//
GO_0045013_7	rlmI//
GO_0045017_5	hrpA//ydfK//recC//lnt//rpmJ//carA//ribB//lit//mscM//aceK//cra//cysW//chbA//
GO_0045047_7	ahpC//
GO_0045117_6	ygiS//mnaT//alpA//rhlB//hemL//rluA//bamD//rplD//ydgA//yhhY//
GO_0045184_4	rpsE//yciE//phoP//glnK//rzoD//mlaF//ygfI//narY//cydD//add//bluF//nuoM//wcaJ//frwD//gadB//murJ//rraB//secF//narK//rclR//baeS//ldtA//cho//fadR//ssb//greA//phoQ//pykA//melR//yjbF//ghoS//menH//pphB//crfC//fre//cysH//uxuA//dosP//adiA//ygiW//yaaY//glk//nfsB//rmuC//narV//insA-2//rpsM//
GO_0045226_7	thiI//rutG//intF//puuB//livM//emrE//chpB//insI1//nrfD//
GO_0045229_4	kefC//iclR//mngB//tag//btuB//norV//tusB//uxaB//bamA//artP//frwD//thiC//cydC//
GO_0045333_5	ydiV//malK//sufE//rodZ//rhaS//fhlA//gapC//ibpA//cfa//lpoB//holA//truB//hybO//flhC//ybeF//truD//glpK//cysN//casC//yciT//entD//secE//xylH//kdsC//yfjV//sapD//tsr//ygfI//prmA//mltB//nadB//dppF//csgE//yidZ//tdcR//elbB//thiH//copA//rluC//rpnB//speG//envR//yibF//rssB//potB//trkG//aroL//lpd//rhlB//lpd//eptA//agaA//nikB//ydjJ//uspF//ynhF//tsaD//msrB//yccS//yadV//ygcR//mdtJ//rclR//argF//torR//hisS//torD//waaF//nusA//yneL//aceA//dctA//folE//fimD//
GO_0045337_6	tatE//
GO_0045338_6	nudG//
GO_0045454_4	ddpA//narG//dnaT//ycgR//gltP//surE//opgD//opgC//pgpA//ldrB//betT//phnG//ccmA//yneE//rarA//
GO_0045471_5	pgsA//sspB//hyaC//
GO_0045717_8	cbrC//
GO_0045719_8	rsmE//
GO_0045723_8	ibsA//
GO_0045727_8	ygiW//cadC//thiM//ydfD//tpiA//insH-6//narI//
GO_0045732_7	pphB//
GO_0045733_6	fetB//frdD//
GO_0045740_8	cusR//waaA//
GO_0045764_7	arnB//
GO_0045786_6	csgE//garP//
GO_0045787_6	nuoE//
GO_0045819_8	prpR//
GO_0045828_7	ybcC//
GO_0045833_6	exbB//
GO_0045834_6	moeB//dacA//
GO_0045848_5	btuE//
GO_0045851_10	bamD//
GO_0045852_10	entH//ydiZ//cysP//yjiX//nrdF//
GO_0045859_7	yeaD//yddG//
GO_0045860_8	tonB//
GO_0045861_8	xapB//chbG//yeaK//
GO_0045862_8	hcaF//
GO_0045883_5	rnr//
GO_0045892_8	mnmG//cheB//mutH//tyrA//gcvP//rcdA//fmt//yfgO//ibsB//uspF//afuC//ddpX//waaA//pspF//emrB//trxC//tehB//motA//hypD//cheY//hyfC//bioD//ulaA//ilvM//recX//argE//yehY//envC//torY//galR//lptC//dacA//dacC//murA//dxs//cas2//purB//ftsP//bglH//hypT//ydaV//yhjC//mltA//pinE//yihS//plaP//mglC//ybaM//ydcP//narI//speC//mltF//rpsJ//ascG//pyrF//murR//prpD//glnP//fryB//ompF//nrfF//sbmA//puuC//cpxR//cca//gmd//uxuR//tbpA//malX//pstC//ldhA//gadA//wzzE//phoE//wza//murC//adeQ//hemF//agaW//narJ//hokE//rimL//yibH//uxuA//chpS//recG//pspD//greB//sfmC//yegS//mngB//allB//
GO_0045893_8	ldcA//mltB//bioD//mpaA//cusC//nfo//rutR//btuE//fklB//galT//hdeB//ybcJ//insA-2//hemG//yaiV//hcaB//hsdR//glmM//alpA//ccmH//yhbY//prfB//frdC//yiaA//hxpB//rpsL//ubiX//ytfE//ycaO//cobU//yraJ//pabC//yigB//ynbD//emrK//gph//cytR//yadC//cpsG//yddL//adeP//livJ//tadA//dcuS//ftsN//dxr//ligA//yfcG//cysU//mazF//ybdO//lpxK//aslB//essD//rplC//lptE//yhbS//recG//yhcD//yafN//nanA//ulaB//rffC//elaD//leuC//ykfI//yfaU//trpR//mcrA//zitB//moaC//valS//
GO_0045900_9	clpS//tmcA//rstB//cbpM//
GO_0045903_5	yjbH//mdtQ//frc//
GO_0045912_6	insI3//fumC//
GO_0045913_6	rzoR//ygdG//
GO_0045922_7	fdnI//
GO_0045923_7	lipA//
GO_0045926_5	yeaD//fadI//ndh//murG//ispH//mglB//sufA//
GO_0045927_5	pgk//
GO_0045930_7	ynbD//
GO_0045934_7	narX//dinJ//yiaF//fur//panE//rsmD//glnP//tatD//fklB//gapC//casE//yedL//ubiX//yggE//allC//rnt//glpD//ldcA//queE//aroD//nusA//pbpC//sfmH//cpxP//rpsP//rplE//fecB//artI//rlmB//cusB//paaE//bglA//ynbD//asd//rlmL//mlc//csdE//rlmC//ulaC//tatD//mppA//map//ilvN//sbp//dkgA//rsmB//bglA//ubiI//fpr//acrR//nupG//lgoD//mhpT//livM//yigL//cpsG//sufC//wzzE//folA//agp//nimT//metR//ygeW//hipB//argC//dtpD//secF//ldrA//wrbA//yieL//clpX//pntA//rplL//ugpE//matP//hslJ//evgA//mmuM//degP//queD//waaQ//yidL//ydbD//sdhE//flgK//hpf//wecB//arnE//glxR//nagC//gabD//ydjL//cpxA//opgE//trkA//frvR//argE//blr//murI//uacT//osmC//phoA//pinE//pstA//
GO_0045935_7	yqeF//nusG//yhfK//pdeR//lpxL//crcB//galE//hyaA//fruK//flgF//yneJ//otsA//ggt//nanK//yhaJ//sdiA//mug//yidC//bamC//suhB//lptB//ldhA//polA//glnP//mlaC//hdfR//yjjG//bluF//thiD//nrfF//lpxC//hisI//preA//argC//ydcP//yjhP//nuoH//trpD//pyrB//fau//kbaY//phr//borD//rcnR//yjjX//entF//prlC//kefC//yciG//spy//ygiW//trpD//yfeX//yqaA//metK//ygbL//gnsB//yfbR//gntP//yjjG//hycA//gshB//yafO//mutL//cho//cof//lpxM//idnK//truD//rpmE//fadB//ydhC//yfeO//yfiF//yhaC//nac//yhbY//
GO_0045936_8	mnmA//hisM//
GO_0045937_8	cirA//ilvC//
GO_0045947_9	uidA//mlaF//ygeX//hns//hcaR//nfo//mioC//
GO_0045974_8	yadN//
GO_0045975_9	baeR//
GO_0045980_7	gloB//
GO_0045990_6	pheS//rnr//
GO_0046031_8	melA//lepA//yaiV//xseB//ybdM//rimO//sgbU//appY//asnC//rfaG//lgoR//mutS//yhcD//uup//acpH//pgpC//aroB//rplK//cysA//cheR//cpoB//rbsB//
GO_0046033_5	yneJ//
GO_0046034_5	argG//yfbU//ynfK//yqcC//mdtN//rrrQ//frdA//frlC//nudC//yciF//torZ//curA//hybO//rnlA//cutC//mnaT//pmbA//hyaD//ftsH//rlmD//tdcG//sodA//uxaB//purF//fryB//
GO_0046035_8	holD//uidA//
GO_0046036_8	uxuB//
GO_0046037_8	rpsR//tsgA//atpD//aidB//
GO_0046039_8	copA//phoU//rpsM//zinT//
GO_0046040_8	sodC//rhtC//hflK//rimO//astB//
GO_0046046_8	yneJ//
GO_0046047_8	tusD//
GO_0046048_8	fcl//
GO_0046049_8	uof//uspE//bipA//mdtN//trpE//nfo//
GO_0046050_8	hypD//rplL//prpD//fucO//plsX//
GO_0046051_8	miaB//
GO_0046052_8	yoaB//
GO_0046058_8	citX//
GO_0046060_8	agaW//
GO_0046061_8	mgtL//
GO_0046070_8	ptsG//prlF//
GO_0046072_8	yigB//
GO_0046073_8	yheT//
GO_0046075_8	fkpA//abgT//
GO_0046076_8	soxS//
GO_0046077_8	ybfE//
GO_0046078_8	folE//groS//
GO_0046080_8	tatB//ynhF//
GO_0046081_8	fkpB//rep//
GO_0046083_7	hxpA//nadK//dnaJ//infB//
GO_0046084_6	mtlD//rpnC//
GO_0046085_5	rmuC//ldtA//
GO_0046086_6	prlC//
GO_0046087_8	recG//
GO_0046092_8	gspI//
GO_0046094_8	yqaA//
GO_0046098_7	slmA//rplI//
GO_0046099_6	ymgA//
GO_0046100_7	clcA//bioD2//yqjA//hchA//ycbX//
GO_0046101_6	yjhP//yahK//ynfK//
GO_0046102_8	citX//hexR//
GO_0046103_9	slyD//
GO_0046104_8	hexR//
GO_0046108_8	glrK//
GO_0046112_6	mliC//yehZ//ycaO//opgG//yjbB//talB//dapB//fdrA//yhaV//waaP//ribF//sgcC//nrdD//
GO_0046113_6	hflK//ddlB//ulaA//mngA//prpB//argE//ampH//ycbV//pfkB//lpp//rna//higA//ytfT//mzrA//ascB//deoD//rseB//
GO_0046115_10	ybhG//
GO_0046116_7	yedF//xerC//holA//pitA//rfbC//dxs//kdpF//
GO_0046120_7	hypF//
GO_0046121_7	aas//clsA//
GO_0046122_7	mlaD//
GO_0046124_8	ilvC//
GO_0046125_7	hemG//hipB//ymgA//
GO_0046126_8	treR//
GO_0046127_8	mlaF//
GO_0046128_7	ybhR//ilvD//nikD//glpA//lapB//groL//yghO//ycgB//ccmG//fbaA//yahK//yfdK//fadB//yjjQ//
GO_0046129_8	tdcE//rhmD//yhaM//garR//rbbA//dinI//
GO_0046130_8	dcp//glcB//
GO_0046131_7	atoC//ilvA//hyfA//prpB//rpmG//sodC//cmoB//dctR//mppA//livM//pdxY//lipA//ansA//
GO_0046132_8	ybjX//aroF//sxy//lpxD//
GO_0046133_8	waaF//ybiH//yhbX//leuE//msrP//oxyR//surE//fepB//nrdH//
GO_0046134_7	argR//ptsP//alaE//mdoG//yidL//appB//
GO_0046135_7	yadN//yjjI//mlaE//cpsB//glvC//udp//sucC//insK//ycfS//
GO_0046144_8	ttcA//cysU//fetA//rluB//pheT//ymdB//
GO_0046145_9	recR//gfcE//yieE//rlmE//
GO_0046146_5	mltB//ydcS//
GO_0046148_4	ais//fryC//yfcU//rutA//smpB//dgoR//rsmF//eno//insB-4//fau//sucB//rnlB//cysE//pflB//
GO_0046156_5	gspJ//
GO_0046164_5	tsr//kdgK//nuoL//rpmA//wzzE//rtcR//lacI//hicA//yigL//yehW//basS//lgt//eptB//yiaF//yqjA//tonB//mrcB//nhaA//purN//yjiY//csgD//ispA//
GO_0046165_5	rplP//yhaJ//blr//fre//fimD//aroG//narI//
GO_0046166_6	rarA//
GO_0046168_6	sbp//xerD//yfcG//ansA//
GO_0046173_6	afuC//flgH//
GO_0046174_6	ldcC//ubiB//potC//ycgR//yjjG//ttdB//yafE//nadC//tufB//entC//hha//mraZ//clpA//
GO_0046176_6	csrA//cspA//nrfF//glnQ//alkA//secD//yggT//ygiW//agaC//rfe//fadH//hicA//ybhP//uspC//thiG//yahO//
GO_0046177_7	yiaU//kduD//iraM//pdeR//
GO_0046181_7	rsmG//
GO_0046183_7	gabT//pabB//icd//
GO_0046184_5	pncB//yddA//ymjB//ldtA//focA//mdlB//tauC//cynX//ndh//
GO_0046185_5	ybjN//ygjR//lsrD//yghU//abpA//fucK//hexR//purA//mprA//yadG//ygiV//aceK//rpmH//yeeO//fabB//cusR//nusA//yeeO//agaA//potD//rlmJ//zapD//pstA//htrE//dsdA//yjhH//yfaE//tktA//mdaB//wzyE//nadA//ilvM//qorA//nrdD//codA//
GO_0046187_6	sdiA//
GO_0046189_6	ybiI//adeQ//argI//zupT//ralR//prmB//trmD//rfaH//wcaJ//
GO_0046196_5	casB//
GO_0046209_5	creC//argS//abgT//polB//
GO_0046210_6	yhhY//elaA//gntK//yijE//
GO_0046214_6	yajQ//
GO_0046215_5	secB//
GO_0046218_7	paaD//
GO_0046219_7	prmB//speB//dut//uxaA//appA//rpsJ//melR//hybC//mnaT//
GO_0046256_7	nikE//yeiG//
GO_0046260_6	yfjV//ybbN//
GO_0046263_5	ymfA//pepT//
GO_0046271_5	gatA//
GO_0046278_5	cmk//
GO_0046279_6	gabD//
GO_0046292_4	yjjG//nrdH//mngR//
GO_0046294_5	yegV//yehC//
GO_0046296_6	pgaB//aaeR//ygfI//flhE//lolB//
GO_0046306_6	yidC//mipA//
GO_0046323_10	rlmH//dsdC//thiP//tpx//rpnC//hslV//
GO_0046324_8	rclC//
GO_0046325_8	thiP//
GO_0046336_6	hyaA//
GO_0046337_7	agaS//
GO_0046341_7	yajQ//deoC//
GO_0046342_8	umuD//
GO_0046346_7	nlpE//
GO_0046348_6	sspB//bglB//bioD//uof//cdd//fruB//yejB//deoC//treC//yjbB//phnK//
GO_0046349_6	potI//pdeH//udp//metR//mipA//arsC//malK//
GO_0046351_6	yhgH//tdcC//yebK//
GO_0046352_6	ygeV//dsbD//ydeM//mnmG//ydgA//ybfE//ydiK//araE//
GO_0046364_5	lsrR//insK//yddM//tusC//waaP//yjaA//metC//rlmL//araF//ilvC//ygiN//oppA//yeaG//rbsD//
GO_0046365_5	waaO//hypD//tcyN//ppk//metQ//ompG//fieF//hscC//patZ//smrA//nadD//glnE//btuC//mglC//caiT//atpF//fic//eutN//ldtC//rpmJ//yigB//acpT//rffT//agaD//mcbA//suhB//pyrB//lexA//serA//bamC//yadK//stpA//kefC//avtA//psuG//ispH//fdhF//djlC//fucP//malY//narV//arcC//viaA//lapA//yfcP//yfgI//hyfF//argS//lnt//pgpB//yceK//thiD//
GO_0046367_7	hisM//ypdB//ettA//
GO_0046368_5	sad//
GO_0046372_7	proX//aroF//kdsB//
GO_0046373_7	pck//mtlR//yqaB//
GO_0046377_5	mpaA//intS//yggE//tag//secA//narL//yqhC//cspC//ybiY//opgG//nagZ//
GO_0046378_5	arfB//cysS//gadW//thiD//ttdB//mdtN//bglF//moaE//yfcV//
GO_0046379_6	murB//lolD//dcm//pppA//ftp//flgC//tonB//waaO//nrdE//
GO_0046383_6	guaD//
GO_0046385_6	htpX//astC//yneL//menE//mug//
GO_0046386_6	ibsB//acpS//yjbE//
GO_0046390_6	iraD//priB//mdtJ//ytfQ//mtlR//fur//wzb//znuB//ebgR//yahF//sodA//alaC//preA//yegT//pflC//yfdG//trpC//araF//rsfS//malF//yfcS//rplR//ugd//ybiA//waaZ//glnB//eno//ytfE//cas2//yhbO//tcyL//ssuE//ftsZ//tpx//lptG//higA//evgA//dhaL//yjiX//yqaA//rffG//dut//nagB//helD//cas3//yphF//
GO_0046391_6	lapB//insB-4//
GO_0046392_7	edd//yeeO//ydeO//trpA//
