#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	puuC//rplY//artM//fadB//
GO_0034660_7	fliK//speC//nusG//ttdA//rbsK//trpL//ghoT//cpdB//mdtI//htrE//bepA//proS//murP//purN//ydhK//yhcD//xseB//cobC//ybiY//zupT//dpiB//fdoG//nepI//mdtC//uvrD//rnpA//sdaA//accB//mraZ//solA//rpoE//cpdB//hybG//ascG//sucA//fpr//cyaA//eutD//ygbN//ptsH//rplL//kdpE//betB//dnaQ//fryB//mqsR//yehZ//ybfA//nimR//sseA//asnC//trpB//hldE//hldE//yhbS//lrp//cysH//menB//rsmC//glcB//cadA//ileS//pspA//zitB//oppC//basS//mdtJ//trpC//pspC//seqA//rplI//oppD//yihL//moaB//entA//moaA//mglC//hycB//lysP//glsB//yehD//fepE//hha//qorA//thiC//hcaT//pgi//kefC//hscC//serA//dhaM//ybhG//araE//rhoL//obgE//dinD//pspG//blr//aroB//lpd//nrfA//acrZ//aaeB//potE//paaK//cobT//trmD//sbcD//rfaD//rplR//ycjP//ygbM//zraR//rplD//gadB//chbB//cas1//dnaC//tauA//ackA//metQ//nadE//
GO_0034661_7	sfmH//rstB//metR//deaD//
GO_0034755_9	dinG//arnF//dtpC//dtd//
GO_0034762_6	lspA//ydiF//putA//ydbD//hyaA//ccmE//glpR//dinJ//
GO_0034763_6	hisC//kduD//
GO_0034764_6	waaH//gcd//
GO_0034765_7	cmoM//lolE//yiiD//ghoT//erfK//xylG//citC//
GO_0034766_7	yajQ//
GO_0034767_7	proC//ydcO//
GO_0034775_7	rbfA//fimF//flgF//znuC//slmA//
GO_0034983_9	yadK//nrfF//
GO_0035235_6	cyoD//trpE//selD//yibH//
GO_0035303_8	metK//fliG//pyrG//dinG//yaaY//
GO_0035304_8	gcl//
GO_0035306_9	rseP//
GO_0035307_9	mak//
GO_0035335_8	yadV//ybhJ//rutR//
GO_0035344_8	glgX//fadE//
GO_0035350_6	eutR//
GO_0035383_4	mgtL//btuB//tilS//yidL//hisF//clsB//hupA//yajO//
GO_0035384_5	fadH//rep//
GO_0035429_8	yjiA//dgoA//chbA//ybjI//ftsZ//truB//
GO_0035433_7	fkpA//surA//
GO_0035434_9	rpoA//galR//sgrR//hflD//argT//
GO_0035435_9	otsA//elfG//thyA//dgcZ//udk//gltS//lapB//purD//ubiE//
GO_0035442_7	cysP//nirD//ypdI//ybjI//fliA//borD//pabA//ychF//acrD//sstT//yiaU//
GO_0035443_7	fixC//bluF//entC//cdsA//ybiS//xdhB//nudB//kdsA//
GO_0035444_9	rihB//emrB//znuC//idnK//mdoD//yojI//pgpC//
GO_0035461_6	glcC//ybiS//nikA//yafO//yihV//ydaN//dam//sgbE//dapF//tatC//
GO_0035510_7	flgJ//gcvT//hofP//rzpR//tilS//
GO_0035511_5	ilvD//
GO_0035513_5	flgG//
GO_0035524_8	ygeW//
GO_0035552_6	tynA//
GO_0035553_6	lldR//
GO_0035556_4	yehZ//lysS//rbsC//fklB//rplJ//uspE//hxpA//bioH//ypdA//paaK//ynaE//dkgA//pheM//ugpA//wcaC//yagI//frdB//appA//mdtB//flgF//yadG//scpB//rfaH//yceO//dusC//alr//malG//mqsR//accB//agaC//rfaE//prc//clpX//spoT//tsgA//tdcA//ftsP//nth//pgpB//gpmA//cpxA//galS//mdtD//yfgI//fucP//mug//
GO_0035600_8	yjjU//
GO_0035601_7	mdtK//fruK//cueO//
GO_0035672_6	sgrT//rpmH//yjaZ//rpsK//aphA//yjcE//rraA//mlaB//trg//dppA//yjiR//narG//crr//ulaR//yidZ//aldA//yafO//rhtC//glvC//ais//
GO_0035690_5	yejA//norW//lptG//pdeD//exbD//rplA//uhpB//acs//mnmE//tufA//metN//
GO_0035725_9	exuT//ydcR//asnA//gnd//ibsB//aroE//rutE//
GO_0035784_9	ydiK//
GO_0035821_4	rpsB//yfdS//tabA//ygcW//hofC//
GO_0035864_6	fcl//
GO_0035873_8	trkA//perR//
GO_0035890_5	cysG//hisC//emrD//chpS//
GO_0035891_6	yfaV//lpp//kch//sgcA//
GO_0035966_4	rbbA//tldD//mhpR//phnG//araB//glnH//greA//
GO_0035967_5	waaH//glrK//yeeO//tdcC//ybiY//
GO_0035999_5	glyS//mocA//pgaD//pgaA//
GO_0036001_7	flhC//
GO_0036046_8	mcbR//
GO_0036047_9	waaL//
GO_0036048_8	rbbA//
GO_0036049_9	rtcB//
GO_0036088_6	dkgA//
GO_0036103_6	nuoF//hsdM//
GO_0036104_6	rpoS//pbpC//
GO_0036172_6	arnE//
GO_0036211_5	eutB//torC//dcuD//acpT//btuB//yjiR//ydiB//dicC//mcbA//nadB//srlR//yagF//rbsB//sstT//hypC//ybiW//chbG//setA//mdlA//nadC//dgcQ//fadL//mmuP//umuC//patA//yafC//fliL//yohC//caiF//araB//pabA//xerD//hxpA//arfA//frsA//yhaC//livH//ybjL//sucB//glpR//ydiB//glsB//ymfK//ybjG//selD//dusC//gadX//cheB//truC//ydeE//cueR//accD//crp//dgcM//dnaA//ahr//yecS//dgcT//yjhH//panB//yaaA//astC//tauD//feoC//ybhR//fdoH//narK//aaeR//ribE//yjeH//gntT//ssb//yjbG//cmoB//higA//gnsB//polB//clpX//cpdA//stpA//hisH//mscK//yjtD//potB//hyfC//ychH//dicB//cbeA//uspG//hemG//purL//bglA//kup//uxuB//wza//murA//yfbR//dacA//xthA//ftsI//caiB//mutT//yejB//hisG//fepA//cmoA//ftsA//yiiD//yhbQ//mntS//ycjU//polA//ybiO//pinE//ybhI//glmS//pflC//yebQ//yidP//gsiC//acrR//ycgR//hslJ//ddlB//ccmG//pdhR//dusB//arnT//nadD//pinQ//fepA//lrhA//pdhR//xylB//lrhA//yidD//mdoD//nfi//gatB//pgaB//oxyR//gyrB//
GO_0036214_3	dnaX//
GO_0036265_6	dnaN//potC//cysU//rsgA//
GO_0036289_9	hha//ldcC//
GO_0036293_5	higA//metC//raiA//
GO_0036294_6	cysM//dhaL//dnaQ//
GO_0036388_7	mdtF//
GO_0036447_5	dgoR//creC//pbpC//
GO_0036448_6	fadJ//brnQ//hemB//
GO_0036460_5	frr//metL//garK//livG//argK//bioD//
GO_0036506_5	ygaH//
GO_0036525_7	dmsB//
GO_0038083_9	mnmE//yggT//cpsG//yjjV//sufE//
GO_0039633_6	frlA//ybiO//intF//fadM//
GO_0040008_4	tyrB//arnF//rsmE//glcE//sulA//tdcF//cysW//uhpA//sapB//oppD//
GO_0040012_4	flgI//ydfK//lolD//dnaG//dld//mutY//lipB//phr//gspJ//hemG//ypdA//ndk//kdsB//plsX//
GO_0040013_5	fabZ//creC//hisQ//ypdB//rpoA//hxpA//deoD//
GO_0040033_9	flgJ//
GO_0042026_4	dcuC//yahI//hyaC//rpsI//psuT//secF//aroF//glvB//ybdZ//
GO_0042040_7	entB//
GO_0042044_5	yhhT//
GO_0042126_5	livG//yhdX//gabP//xthA//
GO_0042128_5	ahpC//hyfR//
GO_0042133_4	serC//maa//parC//malQ//yodD//folM//fur//nlpD//cptB//folC//oppD//dsdA//pepQ//mdtL//corA//ibsC//
GO_0042135_5	tar//ytfT//mrr//mtlA//fetB//rpiR//rlmE//kdpB//carA//ycaO//rimM//tdcF//pncB//
GO_0042136_5	rlmB//mtlD//
GO_0042150_7	ybcF//hpt//dhaK//
GO_0042157_5	fixC//ydaN//glnE//ydfK//
GO_0042158_6	ulaA//ubiI//idnT//
GO_0042168_4	osmC//cdsA//kefF//metG//ivy//paaA//mliC//gltL//uspG//
GO_0042176_6	ttdA//murJ//nudB//kilR//
GO_0042177_7	fabR//uspC//ccmC//
GO_0042178_5	lysR//lptA//cdh//ssuA//proS//bglH//insK//patA//maa//yhcF//yneL//rhtB//gadB//trxA//entB//ilvC//purB//yjbB//feoB//
GO_0042180_4	wza//ycgB//sdaA//wrbA//nei//yfcF//ydgA//yahD//cheZ//mdaB//pcm//araD//rsmJ//queC//mdtA//lysS//yedP//pepT//eutK//ycgV//ssb//fryA//tig//skp//yjbB//cusA//wzb//bioA//crp//bdcA//lon//hofM//maoP//rutF//fklB//ppiD//ilvC//rhtA//flgF//hprS//intZ//pheP//malK//opgG//yfaV//ypjD//frr//ttcA//ydiK//yejA//hxpB//mhpD//coaD//hyfR//higB//livJ//yajQ//folE//rcdA//
GO_0042181_5	thiC//ybdN//rplX//afuC//hyaA//dppD//galS//gltX//cusR//torY//lolC//moeB//prfA//lldP//narY//recJ//fryA//argK//recJ//groS//patD//dcuD//yfcU//hyaD//
GO_0042182_5	potB//hemG//tnaA//ygiB//yieH//ycjR//borD//frsA//gnsB//glnS//aroK//cobT//cyoD//cstA//ybbW//ymdB//ubiJ//agaC//bcr//yjiX//etp//tauD//puuE//etp//sfsA//ycjP//fdoH//narJ//rpnA//
GO_0042219_6	paaJ//ygeA//sthA//cmoA//nimT//
GO_0042221_3	ihfB//yojI//putP//rlmI//narQ//asnS//hycI//cynS//araD//bioC//ldrA//rcsC//lplT//yfjV//rhaS//xerC//galR//sufE//paaZ//cpxP//nrfC//ogt//degS//rpmF//yigL//ybcJ//topAI//ybhP//tldD//ycjD//rplI//asnS//yfdK//rbsA//abgA//gyrA//sucA//fhuB//kgtP//sufE//feoC//nimR//yidP//yfcV//glvC//paaJ//mepS//dgoT//rplB//rpe//rzpD//rodZ//paaX//ompW//fhuB//hsrA//sanA//ybiJ//atpE//rcdA//rcsC//otsA//adeQ//yegS//phnO//hofC//ybaE//proQ//pdxY//ydgA//arnB//torA//ydcZ//mltA//rpsO//mdtA//baeS//hofQ//tsf//fdoH//aspA//phnH//yibA//ydjK//mhpA//dut//gsiA//galE//fumC//pspF//pitB//asnA//nrdH//nadE//yphD//cdh//nuoL//fliA//thiL//smrA//ydjJ//setB//cusA//hisH//marR//glnP//malQ//ynfF//yhdZ//nudB//rdgB//cbtA//metF//rfaC//menB//frlB//aspC//argF//yghB//hyfA//hicA//yghG//zwf//fdx//dapA//gyrA//argS//ydfK//tadA//yafS//pdxA//msrP//pldB//dinI//pstC//betI//araC//paaX//rpsS//codB//frvA//fklB//insF-1//srlD//pphA//abpB//opgG//znuC//mdoD//recD//yadG//yjjX//suhB//dmsB//pspD//soxR//yjjV//lldR//lpoB//hycH//ydjK//ptsG//clpA//yjbH//ymgC//ymjB//ybjN//dmsB//priA//envZ//iraM//prfC//nimT//minC//trpA//arcA//feoC//preA//ilvI//lsrB//ppk//uspF//mdtI//wcaJ//hslR//rhaS//purL//phnH//tbpA//amiD//malE//ybdM//priB//hslJ//ykgM//lsrC//potI//yidC//gpmM//crcB//ynaI//intQ//hrsA//pheP//yghU//dtpB//rbsD//yejF//mngB//perR//stpA//sdaB//acpP//fdhD//gpt//acpP//pfkB//hns//cbl//ycjP//ulaC//nirC//gudP//ribD//hycH//yiiM//mutM//rlpA//pdeL//yciT//sgcR//ibsE//rclR//yfcA//yddA//
GO_0042245_7	yoeB//yibA//frvR//
GO_0042254_5	clcB//prmC//gudD//pyrH//iscA//dacA//ccmD//
GO_0042255_6	mutY//nagK//
GO_0042274_5	hdfR//dicB//dacD//ypdB//
GO_0042278_6	ybhS//mscS//mpaA//cysB//rutA//yhcN//yiiD//glxR//pyrC//ydjK//rmf//proB//yadN//fliA//yiaF//nhaB//yrfG//cobT//
GO_0042304_7	yhbS//elfA//amyA//
GO_0042325_8	recD//mglA//
GO_0042327_9	mtlD//
GO_0042330_3	pepA//symE//trpGD//dctA//fliT//ampH//tehB//btuE//iscS//fklB//focB//yghB//nrdE//modC//cecR//yfaX//
GO_0042350_6	ygjR//
GO_0042351_7	ugd//
GO_0042354_7	cnu//atoB//exuR//narP//osmE//csgG//
GO_0042355_8	pheT//rcnR//gltI//yfaU//dsdC//dnaJ//
GO_0042357_5	dsdC//ybaK//
GO_0042362_6	uxaC//
GO_0042364_6	ypdF//opgD//queE//yagU//mntR//csgE//yfbV//sbp//pgsA//bluF//leuE//pspC//murP//holD//codA//fadB//csrA//xisR//tcdA//gmd//moeB//yceK//hcaB//yebK//rlmD//epmA//fadK//tamA//fdnI//nmpC//fliZ//dsdX//pcm//phnL//yjhB//iscS//yhbY//chbA//malI//edd//scpB//queG//ecpR//frmR//gcvH//nrdH//nrdF//argG//mliC//potH//leuS//pdeF//yadG//mhpR//nfo//fimA//
GO_0042365_6	pgm//ygcO//qorA//icd//
GO_0042371_7	intA//
GO_0042373_6	ybcJ//
GO_0042398_6	tqsA//fecB//yfaX//yrdA//pmbA//etp//tsaB//ariR//csgE//upp//queG//xanQ//mmuP//oppF//dinD//tolB//tsf//yfeD//hycB//ybdG//
GO_0042401_7	mdtB//rluC//ybbW//pepN//frlB//dsdA//yagF//rluA//yaiP//uspB//hybC//insB-2//mdtA//mlaF//
GO_0042402_7	ycgR//cpsG//dacB//yciA//yfgI//hofC//glpB//csgE//allC//rlmM//uhpC//cspI//rluC//
GO_0042413_6	ariR//hisA//sufS//torI//
GO_0042430_5	waaL//ydjH//paaE//acpT//yohD//hypF//cirA//tatC//hslO//uup//
GO_0042435_6	fixA//yajR//dhaK//purF//yjaZ//trpGD//aroF//tdcG//ytfE//
GO_0042436_6	ribE//
GO_0042439_5	gadC//
GO_0042440_3	hycI//dnaC//rimO//intA//fhuD//basR//puuB//ssuA//pdxK//miaB//yfcU//murG//tilS//rsmF//
GO_0042443_5	gpp//agp//
GO_0042445_3	wzyE//waaG//wzb//rcdA//ttdA//fryA//cpxP//lpxH//tgt//mtlD//yqcC//cyoA//dhaM//ygcR//
GO_0042446_4	yoeB//
GO_0042447_4	rihB//caiE//tsgA//fabA//gshA//ytfT//paaF//yejB//eno//xdhB//pdhR//rpoD//cvrA//
GO_0042450_7	rseC//ycjD//pckA//pdxH//ybeF//pbpG//
GO_0042451_7	rdgC//uidC//yjiY//ynbD//pabB//yfbS//
GO_0042453_8	yehX//
GO_0042454_7	paaZ//yehD//clpA//entE//lpd//yeaK//moaA//rpmB//queA//fixC//yfbR//menD//
GO_0042455_7	mnmG//ompW//bamC//zraR//epmA//insI-1//gltS//opgC//sfmD//ackA//menI//bglX//bioD1//ygiS//lacY//galF//tdk//
GO_0042493_4	astB//ycjP//napD//prpR//ybjG//phnK//hemN//tesB//yhaV//rlmJ//dgcZ//gadC//entH//dnaN//yqjI//potE//yddG//lldP//nagZ//glgP//melA//yhbQ//cyoE//wza//cdd//nth//wecC//basR//mngB//mdtJ//cbpM//yfcS//cynS//nuoB//sdaC//dusB//uxuB//ycjD//pgpA//murC//ybdZ//mtr//pphB//yidD//rfaB//dinB//ydfK//pepD//udp//
GO_0042537_5	dinQ//torD//trmJ//lhr//dapD//tusB//panB//dcuD//rcdA//ydjE//yedA//ycjP//fdhD//yfcU//rffM//ibsD//eco//puuA//baeR//rimO//gltD//feaR//
GO_0042538_6	nadK//yfcR//
GO_0042542_5	glgB//rpsE//umuD//nrdF//blc//yafS//elfG//ydfG//eamB//sapC//ade//ybhG//livG//tcdA//cysP//nrdA//arnB//ydhQ//
GO_0042545_5	sdhE//
GO_0042546_4	insI-1//btuF//cysH//lsrG//bioH//tusE//aroF//rplK//ibsD//dhaR//
GO_0042558_5	cysI//galS//ibsE//insH-6//cutA//atpH//pdeK//yagF//ldrD//yciK//qseB//rsfS//torD//gntU//rfbX//yedL//yihU//rpiB//
GO_0042559_6	citE//hcaB//aroF//elyC//fhuD//ybjC//abgR//phoU//araA//fadA//zinT//ydaN//fdoG//
GO_0042560_6	ssuC//uvrC//
GO_0042592_4	lysC//shoB//nuoM//yhdW//yihX//secB//fucA//metG//holD//astC//mraZ//borD//clsB//lpxL//bcp//yibF//nadA//yhhZ//yeeY//ldtC//ghoS//tauD//csgF//truA//ybhS//truC//fruB//kdpB//hdhA//rpsP//bamA//mdtA//frmR//pgaD//yfdG//dgcM//rutA//yqiI//iscA//sufA//znuC//mltA//tbpA//mtlR//gltX//trpS//ratA//nudG//ldhA//fadE//ynaE//lolD//tolC//metF//cmk//gshB//srlB//ghrB//chbA//
GO_0042594_4	lepB//hns//wecC//nfo//pgl//htpX//rplR//atpA//ruvA//yibF//yddM//argS//evgA//phoU//arsR//rutD//argT//rpmH//cysC//gnsB//ftsB//adiY//uxaC//hiuH//nrdE//feoA//rsmE//recJ//ybjG//fnr//nuoE//ycfJ//perR//csiR//gpmM//
GO_0042618_5	cas3//
GO_0042619_6	ygiW//
GO_0042710_4	prmA//uhpB//flgG//yfeD//mscS//gadW//tufB//mgsA//yfiE//ispF//yajO//csiR//nagA//garK//rho//uhpC//yefM//ibaG//mdh//bioA//yjjQ//yjjQ//fadB//waaZ//djlC//alaC//wzyE//mobA//ubiD//puuR//hemG//mnmA//dmlR//hofP//fabR//yahI//thiL//frvA//kch//yhbQ//hldE//yagF//hisI//rbfA//bcp//parC//pal//ftsL//rutC//cysK//rpsH//
GO_0042723_5	yihW//sseA//ybdZ//ldtA//yiaO//aceK//ybdH//yhjD//yqiG//ycgV//aceB//yddG//
GO_0042724_6	uspF//rlmH//ykgF//hemE//sgcA//roxA//cedA//uvrY//murQ//hcaC//
GO_0042726_5	insI-1//yfbS//cyaA//rcdA//yfbS//flgA//ulaB//cirA//
GO_0042727_6	adk//miaA//phnL//ftsQ//metN//rsmF//gltI//yeeA//
GO_0042732_6	yhdW//maeA//mdoD//kefC//ligA//
GO_0042737_5	ecpR//dsdX//scpB//napC//rimI//carB//argF//alkA//yeeJ//tisB//yigL//asmA//yfdR//yjhB//ykgF//recB//pckA//galK//ytfR//amiB//mpaA//yjbG//eutA//ynfE//ttdA//yiaA//clsA//rlmJ//mraY//tcyJ//rpoD//frlR//ubiI//gpt//sugE//cysE//intQ//yhcD//adhP//osmC//flgH//cbpM//gadC//flgJ//trmB//corA//hcaF//insA-1//ilvN//rutF//rplI//ydjH//ade//coaD//narJ//
GO_0042743_5	dfp//suhB//
GO_0042744_6	minE//xisR//
GO_0042759_7	rpsO//yidL//
GO_0042773_6	yidE//
GO_0042777_8	idnK//
GO_0042779_8	mdtN//
GO_0042780_10	allS//ybiI//nagA//
GO_0042816_5	csgG//cyaA//relE//yadM//truA//rho//dpiA//marA//nadD//
GO_0042817_5	arcB//
GO_0042819_6	aphA//wzyE//hyfA//dnaN//higB//fis//rhlE//lysU//hcaT//
GO_0042822_5	arcA//leuE//nirB//ybbW//aidB//lipB//gltX//
GO_0042823_6	mliC//puuP//ompW//proW//rclR//rcsA//phr//
GO_0042836_5	thiI//secD//pliG//hpt//
GO_0042838_6	rplA//nrfB//glmS//hicA//
GO_0042839_7	mdtI//basS//gshA//icd//nrfG//fliM//
GO_0042840_7	fepD//yodD//ygeR//rihB//iaaA//tsf//
GO_0042843_7	dppA//ygeW//
GO_0042844_7	tatD//
GO_0042846_8	gadA//
GO_0042851_8	roxA//elfC//waaU//modC//
GO_0042852_9	ybaO//allR//frdD//
GO_0042853_9	secD//
GO_0042866_8	hflD//srkA//bioP//ravA//lapB//yiiM//osmF//ydhQ//ada//gspI//mdtI//lon//cusS//mlc//bioH//trpL//yoeE//yihU//
GO_0042867_8	bamC//
GO_0042873_7	opgG//rplJ//erfK//ivy//queE//flgC//lolC//
GO_0042882_10	fkpB//prfB//sodC//
GO_0042883_7	hslJ//ybaL//parC//amiC//eutN//setC//acs//lpoB//
GO_0042884_7	insI4//tcyJ//ydcI//ahpC//lpoB//ttdR//mscM//
GO_0042885_8	secF//
GO_0042886_6	gdhA//znuC//pcm//amiC//panF//yfaX//prkB//uxuR//yodD//yidH//dmlA//dppF//hslU//rutC//maeA//glgP//ygcW//nupG//mtlA//yfiR//argT//ykgF//hofM//rbsK//agaV//ycjR//djlC//hypE//sgcR//ilvH//gyrA//ybhF//pyrL//purD//sufA//elfG//xylF//uvrC//modB//proV//paaK//evgA//talB//lpxP//yijE//ggt//gsiC//aas//srlA//glgS//helD//fepA//mltA//hycB//napB//rep//ldrA//phoB//rihC//gltD//yiiM//ubiA//lysP//bglH//slyD//nuoE//nanT//ynhF//pepA//ydjK//malP//intQ//setA//nrdG//tag//rimL//mlc//aroA//aas//phnN//atpA//moaE//yhaO//rpnD//cdh//napA//deoD//pfkA//
GO_0042891_6	arfA//yqaE//dctR//feoA//cvpA//waaY//yhaC//elfG//bioF//yejB//clcB//ghxQ//dapF//hybG//fieF//argB//trkG//dusC//dgcN//ascF//cyoE//nagD//yjhB//kdsD//ddpX//ynfE//cpxR//rarA//pyrH//rihA//narH//gmk//
GO_0042906_8	bipA//hrpA//phnG//yiaB//
GO_0042908_5	der//zapC//sfmC//fumA//gspF//nac//ydhC//wecE//rlmC//fdhE//cysE//ldhA//arcB//ycgB//lpcA//agaS//
GO_0042914_8	adhP//nrdA//
GO_0042918_6	fruK//cusB//cpsB//phoR//mmuM//
GO_0042919_6	infB//
GO_0042920_6	bolA//
GO_0042928_7	rhlE//
GO_0042930_7	cnu//yjeH//rplT//lptE//nac//yedL//dtpD//ypdB//
GO_0042938_8	cedA//yjiX//degS//setB//rlmE//yghO//cmoM//lldP//pfkA//mcbA//nadE//selA//opgB//yidZ//hsrA//
GO_0042939_8	ptsN//mmuM//ygiS//hflC//fnr//dtpA//srlD//ygjK//nrfB//dnaA//
GO_0042940_7	rcsA//yfhH//hicA//tomB//nfuA//
GO_0042941_8	qseB//
GO_0042942_6	phoQ//ybiV//
GO_0042953_6	arnB//mnaT//yggT//
GO_0042956_8	purB//uhpT//pitA//adiA//yggX//
GO_0042968_8	waaL//hycH//setC//
GO_0042981_7	fdoI//
GO_0043038_5	ligB//gapA//gspE//rimJ//rof//lpcA//gnsB//ftsQ//atoS//purT//glrK//fruB//frdA//ybiX//potA//kdsA//hipB//dppD//wcaC//cobC//yciE//ycaN//mtnN//hrsA//ycdY//tcyN//
GO_0043039_6	lysS//ygbN//bssS//rsmF//sfmD//mtlR//polA//dppF//rffT//miaA//trpA//secE//sodA//rbsB//waaZ//chpB//yiaT//mglC//fadJ//tsaC//dcp//dxr//mtn//mntP//rpsG//
GO_0043041_6	pinE//
GO_0043043_6	msrB//ftsL//yejA//yiaO//clpX//arcA//eutK//uxuR//ybfE//csgD//yihO//ddpX//oppC//lldD//pckA//cysN//potD//recN//recN//yahK//fimA//dosP//mscM//ribB//yhbO//yihU//aas//fadB//livJ//pepB//yfdG//hcaR//epmB//mfd//potC//thiC//dcm//fliT//opgB//nagE//btuR//ghoS//potG//lysC//wrbA//dinQ//frwB//allB//mnaT//sulA//sufD//tolR//ycfS//cbpM//nagC//tehB//waaP//mntP//rpmE//nudB//frlB//
GO_0043067_6	tsaB//
GO_0043085_5	tilS//ftp//ftsK//yjeI//dusB//yhfS//rfaB//sucC//yqgF//idnO//dgcE//feaB//srkA//yggF//cusS//panZ//ariR//nrdG//arnD//puuD//waaZ//wzb//kefF//
GO_0043086_5	hflK//mdtO//dusC//secY//dhaM//lasT//opgG//ykgF//treA//allR//asnB//rfe//epd//hybO//yfgJ//hybB//yggN//tnaC//gntP//hypT//cobU//yhjB//eutA//ydiO//livG//dut//
GO_0043087_6	gmd//yaiV//btuB//rpsO//
GO_0043090_7	rsmE//mog//bdcA//rlmL//eamB//frvA//bglX//melA//hemG//ynbD//
GO_0043093_3	nimT//yiaN//erfK//emrK//nagB//gnsB//yafQ//hcp//cycA//arsC//agaS//ampH//frvR//pheT//sdhC//ruvC//gabD//
GO_0043094_4	yjjX//dgcN//surE//glnQ//suhB//dgoR//glgC//ybjD//gltB//tpiA//paaA//sfmD//yidE//ydaN//lsrK//cutA//tolB//tsaC//ygcO//sspA//tdcA//yccS//
GO_0043096_6	dgoD//dcm//dut//
GO_0043097_6	nikD//yqjA//yfgI//srlB//
GO_0043099_7	gadE//
GO_0043100_6	pgaB//
GO_0043101_5	sdhC//ldtD//ybiV//pabB//
GO_0043102_5	yiaO//rarA//glmM//flgD//
GO_0043103_7	ygfA//
GO_0043111_7	nepI//
GO_0043137_6	narU//malS//
GO_0043150_8	lpxD//
GO_0043157_6	moaC//
GO_0043164_6	yoeE//yggP//bglH//fepB//cas3//malI//pphB//ompT//
GO_0043165_6	tap//ycjY//potB//tar//dxr//rfaF//yccA//hisG//hscB//ais//
