#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	araH//thiH//idnT//garR//
GO_0032940_3	recX//hlyE//tilS//clsC//rplJ//cheA//lptA//
GO_0032950_7	rplL//
GO_0032951_8	fabD//
GO_0032954_7	fkpB//yagE//citG//
GO_0032955_6	tamB//tcyL//exuR//
GO_0032973_7	nadC//ydfD//cdgI//narV//aer//
GO_0032978_7	cysS//dnaT//cheY//hisA//
GO_0032984_5	xseB//trxA//frvA//ftsA//cyoB//ydgA//nusA//amiD//yiaM//
GO_0032988_6	phnC//ftsY//
GO_0032989_4	psd//
GO_0033013_5	ugpB//gatC//ybaL//coaE//wzc//uxuA//nanA//trkH//yacG//ldtA//focB//cheR//yaaJ//ruvB//abgT//ybcL//sthA//rbsA//rpsN//cydA//lpoA//
GO_0033014_6	eno//cobT//nlpA//polB//flgE//add//scpB//tdcC//bioD1//ampG//tatC//tesB//emrE//sapC//yddM//ydhC//yhdJ//purB//yqaE//rluE//cynS//
GO_0033036_3	cysB//btuF//npr//sthA//clpB//glnD//prc//radA//hcaR//minC//mutM//argF//rpsI//hupB//gntP//argR//uspG//ppk//wrbA//dsdX//ftsL//glpG//argI//yfcP//yajO//napC//mntP//adiA//uidC//arnT//ligA//pgaA//dtd//wcaB//yajO//yidQ//ygbM//clcB//agaR//ghoT//rsmD//rbbA//gadX//adk//dgoT//hybG//yhdH//gudD//recR//
GO_0033043_6	yacG//tehA//crr//gpt//bluF//
GO_0033044_7	qseC//
GO_0033051_5	mhpT//
GO_0033120_8	rpsM//
GO_0033157_7	uhpT//rmf//
GO_0033194_5	flgK//asd//frdA//edd//
GO_0033195_5	lacI//
GO_0033212_10	lepB//xylF//rseP//entF//pspG//
GO_0033214_11	hybC//argB//
GO_0033228_8	narZ//ruvA//setA//azoR//
GO_0033238_6	yiaA//paaA//mscK//cbtA//
GO_0033240_7	hslU//
GO_0033317_7	rne//rnt//malP//mak//
GO_0033319_5	hsrA//
GO_0033320_6	pdxJ//
GO_0033345_8	pstB//
GO_0033353_5	speC//
GO_0033359_7	nlpI//abpB//
GO_0033365_6	recJ//
GO_0033383_6	scpC//
GO_0033384_6	glyS//
GO_0033388_7	rpnC//
GO_0033477_5	thiH//
GO_0033499_8	atoB//yhbS//ppiC//rlmJ//mlaD//sufA//narI//
GO_0033517_5	lptB//
GO_0033518_6	glcC//
GO_0033526_7	caiD//lolA//miaB//tdcG//
GO_0033539_7	nuoE//mtlA//entS//
GO_0033542_7	satP//napD//
GO_0033543_8	rluE//
GO_0033554_4	rfaG//talB//spy//xerC//kup//deaD//chpS//ynbC//fadJ//tisB//fur//flgF//ampH//dnaG//yfdS//secA//rbfA//bfr//dosP//sstT//ldrB//hcaC//xanQ//csgB//aroF//fabB//ygiS//tamB//cueO//mdtN//tsaB//sapC//yehW//pyrC//psuT//cra//def//yidC//rlmG//yeaD//rarD//ydiV//yoaA//aslB//essD//yjbG//map//dmsC//ydeM//sgcB//yqeA//modA//holB//fecD//yfaV//malZ//ydbD//cca//yigL//blr//yjjU//mngB//rnpA//lsrA//ybfA//waaH//recJ//yneE//leuD//ytfP//osmE//kefB//dapF//dcuA//gcvP//rfaE//rhlB//fimG//ileS//lysC//eutR//pepN//sdaC//radA//lgoD//rtcR//rutC//yihO//kefG//rimP//ykgO//acpS//aspA//rnc//hrsA//marA//phnK//yfaE//caiD//bssR//yjaZ//nsrR//livJ//priA//yfdG//acpP//dut//dsbC//accB//tag//ribF//cyaA//topA//argC//smpB//preT//chiP//nrfA//nanC//lolB//rplB//srkA//murQ//dctA//hslV//ltaE//atpF//murG//yaiV//minE//hemG//dhaR//cedA//thrC//rusA//lplT//yegS//rplK//entB//yfjV//yhgH//dusB//melR//znuB//dsbB//lgoR//rplJ//yieF//rnr//tilS//sbcC//mdtB//ydfH//arsC//tamB//gpt//fau//fepD//ubiJ//fnr//arnF//arcA//ubiB//yeiE//pal//cysK//csrA//adiA//nrfC//cdh//uacT//yidP//argR//rimJ//csgE//yceD//secD//appC//ihfB//ftsL//livM//alsC//torI//acrE//cra//arsC//crp//nimT//nrdB//ydbK//wecA//purB//yohC//ssb//gltX//nlpI//proW//dnaE//fdhF//pheT//rnhB//ynaI//paaC//tilS//gsiC//rsgA//aceK//gltS//modB//frwB//htpX//edd//add//tsf//ynbC//rpoS//gstB//pepN//ybjC//glpB//aas//aqpZ//aroB//rcsF//yoeE//ynfF//gshA//casD//yjjU//guaA//nikA//cysN//ptsN//nlpD//waaF//lrp//nadC//lolB//hyaB//yihO//hyaB//glnH//rpsH//yjcE//fnr//pfkB//yjbF//yqeF//ubiI//rnt//yqiH//cpdA//purB//marR//nupC//aceK//holD//glcD//cdh//bluR//mtgA//adiY//zitB//ompF//ibaG//ydcT//ackA//cdaR//kduD//hpt//nadC//cmtA//rffT//scpB//yjhH//matP//dacB//glpF//paaB//tatD//ycbU//dgoD//hprS//manY//yhgH//pstC//yahD//ptsP//rna//dacB//cynX//ppx//proC//purU//yqaB//codA//rbsA//yhaO//ccmF//ypdF//hofQ//dinJ//caiB//gadB//fur//dmlA//intA//cysP//acpH//ychH//sgcR//glgB//chaC//rfaC//flgE//lysU//hpf//rssA//yhjA//pphB//sixA//fhuB//yfeW//ydiK//
GO_0033559_6	torS//
GO_0033567_6	ydjH//
GO_0033585_7	gpt//paaH//
GO_0033609_8	pdeR//
GO_0033611_8	agaW//
GO_0033674_7	dnaX//
GO_0033683_7	ilvI//
GO_0033692_6	ytfT//yihT//ibpB//hexR//codB//eamB//ygiN//sdhD//aldA//yihI//metF//ariR//chpB//mgtL//ftsK//metL//ghoT//galS//arfB//queF//htpX//minE//cusB//rluC//fabD//mhpA//rplF//tsr//fliM//xapR//ftnB//ampH//ychO//phnP//phnC//ndh//glgC//rplP//alr//yfbU//ybaM//ribF//tadA//azoR//nrdG//mutT//yafQ//
GO_0033865_6	gltX//gntP//queE//yphB//menH//gluQ//ypdC//
GO_0033866_7	mtlR//btuD//ivbL//pstC//
GO_0033875_7	gloA//apaH//dgcJ//cdd//mdtD//phnK//phoQ//
GO_0034030_8	fbp//sbcC//leuS//sseA//
GO_0034032_6	pfkB//rbsD//gltI//sdhB//mak//sdaA//glsB//
GO_0034033_7	hflX//rplQ//dmlA//yihV//
GO_0034035_7	wzzE//ilvE//tehA//
GO_0034059_4	rng//hdfR//
GO_0034192_7	frc//phnC//ynhF//
GO_0034193_7	nrfF//
GO_0034194_8	rplY//hyfF//hslV//
GO_0034195_8	mocA//
GO_0034198_6	pcm//lapA//ubiC//
GO_0034203_6	argT//
GO_0034204_5	ygfZ//xthA//
GO_0034213_6	fes//
GO_0034214_7	rbsA//pinR//motA//mdtK//
GO_0034219_6	yijE//ynfH//moaB//sucD//fur//glnL//dinQ//hyaD//yfiC//gyrA//zur//dsdX//ttdB//yidC//rplL//dicA//galR//secF//opgH//tolA//opgD//valS//zapB//sspA//dicC//fliG//hcp//ruvB//mhpC//ygeR//metI//ptsI//essD//norV//yiaO//yggF//ydiZ//dtpB//pppA//asr//tcyP//ldrD//rpsS//sbmC//rutC//bioC//clpS//yiaT//pgpC//rhsD//epd//ccmD//yjcE//pspG//clpS//flhC//sgcA//lsrK//recN//lptE//sfmH//tbpA//kbaZ//kilR//tdcG//rhsD//ttdT//gltI//yebS//insA-2//rsmD//cusS//mrr//paaX//gyrB//rnlB//ccmD//waaL//xylB//cutA//yjjQ//lpoB//exuT//rpmA//yadC//elaA//ybcM//insI4//tldD//yfjR//frsA//mgsA//murP//ybjX//
GO_0034220_6	queC//alsE//hyfA//fabR//rluC//brnQ//rbsR//essD//hlyE//gfcE//cydA//rlmC//proC//tdcE//cptB//uvrB//sppA//mdlA//ppiD//lptF//bamB//yacG//gph//pdeR//araE//murC//yfaE//dinD//bioF//pheA//gcvA//proA//yhgH//aroE//fkpB//mhpT//purR//yegS//nuoG//yjiR//ycjP//ycjR//nhaR//kefC//bglB//ydcM//flgM//nimR//clpB//ycjP//gcd//ppiD//degP//yhcH//efeO//ypdA//yeiL//yjiA//glxK//lptA//nagD//bioB//emrE//rnt//nikA//ccmG//ydiF//cynT//ydcR//der//rimO//aer//agaB//melB//bglX//uxuB//fbp//patZ//moaB//sdhE//yhdZ//yfcF//otsB//lgt//rbsA//betT//ssb//phnL//setC//rhaS//yojI//allS//yciK//tsgA//iscS//argK//yghU//fepE//aroD//recF//torR//yedA//glsA//bolA//bisC//cspG//tig//ymgC//yjjQ//tisB//rpsK//lptF//tdcD//tdcG//otsB//glgS//yraR//adhP//metQ//gadA//purT//rnc//znuA//viaA//mdtF//thiG//fadL//nadC//fimZ//uhpT//casB//ribE//dxs//hyaC//mdtE//yiaT//adhE//rpsM//trkG//casD//yfdR//narV//ytfQ//frdB//glsB//ampD//yraK//ansA//asnS//yjiA//pdeK//yfcG//fimH//narP//cysM//lepA//dacD//uidC//arfA//zapE//sgcX//yhdZ//upp//mazG//dsbG//hisI//clpX//rlmC//yggT//ydjE//dnaT//ibsD//yfeR//yedL//asr//
GO_0034224_6	rpsT//alkA//
GO_0034227_8	uvrA//fimD//cmoM//fcl//yjhC//cyoE//uhpB//yicJ//
GO_0034248_6	ndh//yiaU//nuoE//ybiI//obgE//yqiH//proA//qseB//ettA//yjhB//artI//murF//amyA//pbpG//casA//cra//topAI//ybaK//ddpX//gspJ//acs//yoaA//lpxK//gltX//ftsW//nsrR//gshA//gatA//yghW//xseA//ybjG//corA//torS//creC//trmI//arfA//cyoC//ypdB//ypjD//frwC//idi//
GO_0034249_7	yfiR//ruvB//eutD//modC//mnmG//gapC//eamB//fabI//fadB//mtnN//lptG//plsC//leuE//sseA//deoB//hofP//ttdA//bcr//yigB//yqiH//fepE//trpR//yddA//mcrA//ypjD//
GO_0034250_7	ybcM//deaD//sbmA//dauA//nrfD//dgoR//fpr//
GO_0034258_8	rtcB//
GO_0034260_5	ibsB//
GO_0034285_6	rfe//
GO_0034286_7	thrB//
GO_0034288_6	stpA//
GO_0034289_7	yfbU//
GO_0034308_5	pstS//marR//ydcP//yccX//pal//ftsK//fadI//hsdR//pdeF//ispH//prpR//
GO_0034309_6	frlA//era//amiB//
GO_0034310_6	cbrA//hemN//yadK//phoB//dgcF//umpH//
GO_0034311_6	mobA//tsr//dgoK//
GO_0034312_7	queG//cdgI//
GO_0034313_7	zntA//
GO_0034337_3	rep//atoS//
GO_0034355_7	ybbW//coaD//priA//ihfB//
GO_0034401_5	nrfA//
GO_0034404_5	potB//yihQ//crfC//fimC//ykgF//aceF//nuoG//ffh//pheT//gabT//ftp//rpsG//yiaA//gyrA//rclR//thrB//pheP//fabG//umuC//puuP//flhA//nikC//hofQ//argP//zntR//fes//lpp//ppiA//yfaL//acrR//ruvC//mntP//metH//ybjD//paaE//tnaC//malZ//bdm//hslJ//yggP//grpE//pitA//cueO//tolA//murQ//hokB//trpC//rplW//eutN//yfaX//
GO_0034414_9	psuG//
GO_0034421_8	cysC//
GO_0034440_4	kgtP//surA//pta//srlB//yhcN//ascG//trpR//hcaC//nagD//gnd//csiD//xylA//ydjL//lpp//frc//envR//ybhP//recT//alkB//tsaE//
GO_0034470_8	rhaS//ralR//yehU//ydiF//yafC//tsaB//fliS//moaE//nrdD//uvrB//feaR//fetB//trpL//rhaT//fecC//rpsR//dmsA//nanT//pyrB//mrcA//ulaF//rutE//yraK//flhC//ybaT//glcA//nagK//yjjW//cusS//ivbL//mgrB//yhjA//hscB//ais//gpmM//argP//puuA//ompT//ybiX//thrA//hsrA//yajR//nagZ//ftsA//potC//ibsB//ettA//hyaC//cutC//ynfL//pcnB//csdA//yqhD//rluB//folX//ppk//dedD//proQ//ugpC//tsaB//yojI//glyS//relA//paaG//mdtE//tmk//lplT//yfiC//argG//dnaK//dsdA//sgcA//hmp//hemA//deoA//arfB//frvA//sapC//setC//ulaG//kgtP//lptD//ompL//rsmB//nei//dgoK//paaD//ubiE//rffM//yijO//ynfK//trmI//yfcR//mltA//
GO_0034471_9	clsB//alaA//eutD//aceF//
GO_0034552_7	gdhA//
GO_0034599_5	tmcA//ycjY//rsfS//gstB//yphF//gltB//arnF//lpoA//yidQ//yidK//rhaT//ybhD//trkH//clsA//ribE//ldtB//bhsA//entF//topA//cpsB//cysA//yiiD//phoA//
GO_0034605_5	fadK//yfaX//yddL//surE//ygcO//ravA//mliC//yphB//flgC//
GO_0034613_5	nagC//yfcP//rlmM//pitB//tcyP//umuC//ydcR//bglF//ygeW//ulaC//rbbA//agaB//ispU//lldR//rplP//ptsN//fhuD//
GO_0034614_6	nadK//hcp//frdA//dgoD//gpp//dam//thrC//nlpI//surA//yehC//tcyJ//yibT//envY//
GO_0034620_6	agaR//ygcW//phnC//fadD//
GO_0034622_6	luxS//malZ//argB//arcA//pgk//dhaM//dsbG//yidL//sdhB//mnmG//frwC//dppC//acrA//pepD//folC//yjbH//macB//mukB//yiaL//rseB//potC//cedA//oxc//yggT//nikD//aaeA//insI3//nadA//ccmD//dsbD//pheA//dgcT//slyA//yggX//yehX//metF//fimZ//glnQ//frmR//cysK//hybC//
GO_0034627_10	xisE//groL//selB//yfcA//degQ//
GO_0034628_9	purR//leuS//ccmF//tdcG//clsB//
GO_0034635_6	argB//atpE//garD//fumB//pntB//wzzE//
GO_0034637_5	rhtC//fimE//nfuA//yhdW//tyrB//secD//xisE//kdgT//malP//fruB//yfgI//mepA//rpsR//kbaZ//hyi//frvR//rssB//dnaE//pflC//yfeO//ldtA//ybcL//cheY//betA//rsmH//cysC//sgcX//yibF//cpsG//csgD//dtpB//rnlB//idnO//murG//pheA//sucA//cpxA//galK//xdhB//rpsJ//pyrL//yigL//rfaQ//gabP//alsK//aroH//pgaD//yfaL//ompG//gadE//
GO_0034641_4	prfA//sucA//glnB//rhaD//essD//gatC//rseC//clsB//yeeJ//insI4//yqjA//ulaF//zapB//rzoD//lspA//nlpE//cpdB//ubiG//gadE//ydaN//yggE//sbcB//degS//hflD//sdiA//yihQ//rzoR//hslU//acnA//dcuB//narP//dppC//xisE//yibT//rhtB//ychH//cyaY//pdeH//rlmL//glcE//hyfC//ymdB//yahB//wecE//iclR//xseB//hipA//argS//slmA//waaL//basR//xanQ//sgcE//hemC//rbsB//yjjB//waaU//prfA//hyi//leuD//zur//pntB//fixC//aidB//caiE//lacY//csiD//yciE//menD//ligA//yejE//zwf//tolA//livJ//prc//ndk//insK//ygbM//ydcR//radD//radD//leuB//rfaD//yibH//yjcO//puuA//xdhB//cptB//ydeP//acpH//argS//decR//gpsA//clcB//dnaT//msrC//rhaA//plsX//ygaZ//yqcC//yehC//uhpT//rcnB//creB//fic//fetA//ppiA//iscU//gcl//prmA//glnE//fepG//lgoD//rzpD//sseA//kduD//ybhA//plsB//rfaH//pepA//uspC//rluF//topAI//menI//yiaJ//hybF//xylA//secE//tolC//appB//appA//surE//gabD//cca//fabB//araE//ynjD//paaD//uvrC//cnu//kdsA//ribA//yafC//pspD//rhoL//dmlA//nimR//waaQ//zapC//qorA//cheZ//ymgC//mqsA//ubiF//uhpB//pdeR//mscL//cysN//fryC//dgcM//spoT//ybiI//lsrR//yhgF//emrY//ruvA//csdE//glpK//rsmE//murB//hisI//flhD//paaJ//frsA//elyC//yjcE//yhaM//yhgH//basS//uxaB//rffT//ydiB//ldrB//ycgV//yphB//fadR//yphF//pitB//yjfP//rlmD//insF-1//thyA//rraA//nrfG//pheP//rplB//plsX//phnJ//cbpM//nemR//dbpA//ynfK//malS//rayT//garR//mdoD//yehD//yagF//artI//aroH//hcaR//mglA//proP//ulaB//rnlB//yebK//rbbA//dauA//yejB//minE//cutC//codA//dinI//ralR//hsdR//rpiB//ftsP//sbmA//ydcT//rplT//adiC//ahpC//serC//gpp//aroG//yahN//fruA//ghxP//speD//aqpZ//hybC//ibpB//yajR//queG//fucO//yagJ//yhdX//nrdE//rlmE//rluF//grxD//ugd//rpsQ//tsgA//rutA//hcaD//rsmA//cynT//panE//opgD//panD//ssb//paaZ//yfeD//dmlR//rhaT//narP//cdd//hscC//eptC//dnaC//yneE//yedA//nfo//kduI//cusS//hflD//yahO//glgP//hsdM//hofC//insK//dadA//tktB//rsmA//elbB//amtB//atpB//alaC//sgbU//slyA//arcB//acpP//mutH//fbp//xylF//metG//gutQ//livJ//mmuP//umuD//eptB//bioD//pstA//yihW//pgpC//kduD//ribE//ybiO//dnaK//appA//adiA//kbp//thiM//waaY//exuR//sxy//ynbB//citE//yaiP//intF//araF//phoA//ubiI//yjjQ//feoA//psuT//mcbA//ytfT//actP//nuoM//rnlA//hipB//yggW//cusS//djlC//cysE//ruvC//dpiA//frwD//murI//pstS//allS//nrdR//dnaA//atpE//ydfD//yfaU//yeiG//panE//ivbL//livK//ybaT//pheT//fpr//soxR//pfkA//ycaN//nfo//zapA//hscC//dmlA//gspF//hcaR//nusA//ybhA//pgaD//fadD//evgS//atpG//ygfA//tdcE//yibH//fadB//lsrK//yiaA//glsB//ygiV//torI//etp//kdpC//phnI//ycgB//tdk//iscR//grpE//wrbA//intS//lacZ//icd//iraD//lysP//proP//mdtP//srkA//radA//yedX//map//xisE//yiaN//alr//nudC//paoC//oppD//ibsA//yicJ//mnmE//lolD//hslR//yraH//ampE//cusS//dcuC//yhdZ//yjbB//intS//entS//rhaT//dapB//ubiG//trxC//ispA//csgD//dnaJ//lspA//rlmC//yoaA//umuD//nadE//chaC//insF-1//hypT//betI//glgA//araD//ydcT//msrB//csgD//gcvH//tdcF//hisF//proW//potI//mreD//iaaA//mocA//ybcQ//pstB//hisG//truB//yihS//fetA//tatC//dacB//ftsP//rfaE//argA//rhmR//narZ//fdnI//hokB//gsiC//rppH//artI//tusD//nusG//dnaQ//leuD//znuB//rclA//coaE//glmM//agaC//glsA//gadA//ydbK//lsrB//hofQ//flhD//ynbC//gpt//dinD//slyA//napF//xylR//clsC//phnK//aroH//mnmE//minD//hipA//bioD//yjjQ//pldB//uof//kdpE//ada//minE//cydD//tehB//ldcC//uspC//greA//torC//rpmC//yfiR//yejB//ftsQ//rbfA//yajR//glpF//manZ//tonB//tig//rlmM//phnO//glvC//dxr//rffM//glnH//holC//qorA//uxuB//moaA//arnB//yehP//fucK//hofQ//dnaQ//kdsA//yhaM//malY//queF//opgG//mdtD//torZ//zntR//cdgI//bamA//yeeY//ilvN//ghoT//dbpA//pbpC//nfi//macA//mdoD//gpmM//dxs//ycfS//mcbR//ygjR//artP//hycH//ettA//cirA//pgsA//yciK//ftsN//yqjA//ydeI//dxs//hsrA//ompW//dcyD//rlmD//rpmC//yodD//clsA//mnmC//rhaD//nadB//hycI//treR//sgbH//yoaA//rluA//glmS//yqeA//chaA//rayT//yjtD//fdhD//ssb//rhlE//opgE//rlmM//yqhD//rrrD//yiaM//pspA//frlB//ada//ydiR//btuE//ycjD//uof//glpG//nikB//hofN//preT//queD//bioP//mukB//lsrG//osmY//ettA//shoB//mtr//maa//ydaV//puuD//xseB//cheR//mgtA//kdpE//murJ//yqiJ//menB//yebQ//tpx//ibsE//yoaA//ppiD//fliT//yiaJ//insK//ybjN//yfiC//cpoB//cho//treF//gpmM//epmA//flgF//uvrD//hupA//lptF//rpmH//ibsA//xseB//ydhC//aroK//gudX//eptC//prc//tomB//tesB//ynfK//dusC//chbB//yggT//lpxK//tnaB//yfaL//yneE//ydaN//ivbL//yacG//yddA//ssuE//yafE//lysR//yjjG//napA//speD//araE//znuB//alaE//yidZ//satP//pspF//btuE//add//folP//flhC//phoR//yfiC//lipA//lpxL//rhaD//rplT//clpS//cueR//tsaD//xylB//rplK//csgB//tufB//rfe//lolB//yfdS//zntA//gmhB//purN//mscK//recC//tdcB//nudG//dusC//rsmC//hflC//insB-2//phoQ//dam//cobB//tdcB//rpsA//folA//uspC//gloA//mepS//rraB//yehP//chbG//glyS//ecpR//ycfL//ilvD//ugpC//ygiN//murE//tktA//rzoD//fumA//rpsI//fabI//rplO//rhmD//prfA//ybdN//fepD//mhpA//dicC//yfgJ//purR//adiA//betB//manX//hipA//ydjM//fucK//yidQ//nsrR//yoaA//recF//mnmG//ydjM//yfeW//yafO//yadI//surE//mdtN//tauD//hflK//tcyP//ydaN//fdx//hsrA//deoD//potC//cmoM//queC//rsmF//yhcD//ubiG//dnaA//sohB//fklB//yiiE//radD//hda//oppA//hyaD//ydcR//aroF//allS//gntU//cmk//znuC//fic//recJ//evgS//treA//ribC//yjjV//tdcR//agaA//pyrG//fixA//edd//norW//fadR//tcyN//pgrR//yfcR//melB//rseP//hycA//livH//sad//glnL//yhjG//asnC//ycjR//ycbV//narI//yidC//malG//yagJ//lpxD//ribA//lsrD//mscM//frmB//
GO_0034644_7	purC//mtlA//
GO_0034645_5	ahr//cydA//mocA//yihX//gltK//dicA//metN//galE//rfbX//mnmA//ykgA//spoT//zapC//ldtC//pabC//pinE//gadX//rbn//ydhC//yehW//frwD//mdtJ//lasT//idnK//acrZ//proS//yebZ//ymgA//ytfR//yjbH//glnP//ldtA//kdgK//rcsF//bglF//araH//nuoB//ibpB//ilvD//relA//queG//puuA//hprR//thiH//rmuC//ftsH//clcB//tusD//yadK//leuC//adhE//xylA//yhjX//cysU//dinB//rplL//idnO//bioC//fpr//dgcZ//paoC//betB//hicA//rpsA//glcB//trpL//ygiN//yajQ//acnB//hflK//wbbK//paaG//rstB//glnA//tbpA//ybhA//intA//adhE//rnt//matP//argT//ygjK//yieH//lon//ilvE//hprS//patA//yadV//pgaD//ymgF//seqA//tomB//ybbY//srlR//aidB//aldB//yejF//malK//malX//gspE//hipA//intE//hisQ//mcbA//ddpX//fliK//mcrA//yhjB//ybdH//endA//metI//folM//yiaU//osmY//endA//sgbE//ppiD//glmM//yhhY//yahK//aldA//clcA//glyS//csdA//thiL//fbaA//rplK//ompG//gadW//cueO//leuS//sodA//cyoB//xylF//bacA//secG//rpsB//rseC//aroB//epmB//sufB//rnc//lysC//argB//secG//cysP//sufS//mdtL//ycgR//purC//mdtG//ybbY//mrcA//ycjY//rsmC//ybjD//hflX//ygiV//dacA//prc//mlaF//sucD//plsC//gadC//hisP//cysE//ampD//dps//rpoD//cysQ//zraS//kup//pckA//mdtN//dmsB//yciT//hcaE//bamE//cmoA//hisF//pgpA//casC//hybD//lepA//brnQ//ptsH//prfC//hisD//yehY//yjiM//kdpE//rplR//gabD//sodC//tatE//ycjU//smpB//sucB//cspB//ygeR//yqaB//ycbB//rimP//sapF//nanS//shoB//nrdR//wcaC//mug//bamC//dkgB//modB//bioD2//maeA//ispU//kdsA//agaS//ugpE//purU//dhaR//hisP//nuoL//bssR//sufC//flgM//xdhB//yhdJ//srlR//fnr//xisR//rraB//ackA//mglC//mgtL//fliM//intE//yihX//yjjQ//dmsB//rbbA//tatD//ygjK//waaU//metC//dnaN//queD//fkpA//acrF//dgcF//mhpT//pstS//feoA//wzb//yjjV//nirD//ugpC//cusC//wbbK//cfa//chiP//lasT//hdfR//glrR//ompG//narX//acrA//gcvT//pepN//elyC//mdtC//fadR//agaR//baeS//rffT//gapA//menF//queF//yjhG//dinD//prfC//rho//rna//elfD//rpsP//entA//ybjL//ydcS//pgl//speC//rlmE//rlmM//hda//mdtE//dgoD//lptA//guaD//frdC//fabA//ghrB//rhaM//allD//sstT//fimA//cysM//
GO_0034654_5	zapC//hypD//ampD//mazF//lysS//yihS//pgrR//yfeR//yedA//ratA//ychF//insI1//csrD//pstC//thrA//garL//speA//minE//phnO//agaS//argR//katE//lplA//yaaJ//glcE//mntP//tdcB//cmoM//fucP//yfeR//nrdI//tatE//mraZ//dacB//yhiM//menI//yehA//phnM//arnB//yhcF//yrfG//dnaQ//sapA//bluR//mutH//ydhK//trpGD//rplP//waaY//relE//chpB//opgE//mntS//sbmC//rfaF//tusA//yrdA//sad//rpsH//hyaD//asnC//symE//ihfB//holC//dgcE//nrdD//hemD//insF-1//entB//degQ//yjeH//chiP//cbrA//blr//feaB//nimR//fis//xisR//tatD//gapA//scpB//yojI//acrD//rarA//tehA//hscB//rpmC//yggP//secA//yjjW//yhdW//uxuR//nadA//msbA//agaR//seqA//flgC//ggt//nirD//dnaT//yjjQ//fadB//rpsK//rpoD//mepA//yjjX//rpsD//cutA//rhaM//rfaG//efeO//rpnD//ydfG//gltK//uacT//tnaA//waaG//ycjQ//garP//uxaA//yibA//phnG//yfcU//mazF//ybjN//tusB//bepA//kbp//rpmB//melB//yqgB//ybaO//yfbR//symE//hemN//argH//narI//rppH//focB//tusB//abpB//yjbE//sapD//nepI//nfuA//argD//ybiJ//argR//msrQ//panC//ispB//map//glcE//ynbB//comR//dacC//ygfA//lapA//uof//aas//cspE//fhuD//fdhF//csgE//accA//yghG//ydfD//dcd//gntP//ygeR//eptC//rna//alr//nikC//viaA//pgl//ihfA//dnaC//ycbV//valS//murD//rng//matP//slmA//kdpB//aroK//hupA//mntH//rihA//lgoR//ribB//murI//nlpD//ccmG//mngA//dnaB//arcC//cysK//frdB//ccmH//deaD//menE//ybfE//srlR//phnK//mazF//gapA//epmA//hypA//iap//fumC//nimT//topAI//hemE//cmoA//ydiV//sufS//slt//araC//glrK//puuA//rpsS//csgF//nrfC//rfbB//zinT//rpnA//abpA//hokB//kup//uup//ytfQ//metH//cysN//yjjB//yfiC//panC//tehA//tyrA//ycdY//flhC//ybiJ//flgB//yidA//xseB//emrK//yhiM//garP//menI//ccmC//ivbL//rpsN//atoC//manZ//paaX//rlmC//apt//cusS//yhbO//
GO_0034655_5	proP//ldtE//actP//nanE//trpD//ghxP//helD//chbR//mdoD//pepB//yiaT//cas2//tdcA//ulaB//aceA//truC//cpdB//rplY//ymgC//ftnB//prpR//dacD//cnu//dtpA//ybiT//yjeI//yjaZ//livH//hexR//lon//ldrB//ydhC//hisI//recR//pck//yqjI//yoaB//rzoR//pheT//rlmD//modA//zapC//rnb//yccA//ycgB//yadK//phnP//elfD//hlyE//ypdB//srlR//thiG//ibaG//tufB//dinJ//yggT//lysS//glnA//fucI//insI3//cspI//citG//rplX//rpmA//ybiX//sxy//ulaD//btuR//yaaY//hiuH//panB//waaG//ttdR//
GO_0034656_5	tufA//yihQ//atoS//ulaC//artM//rplW//yjiX//rhaD//mglA//lptG//rrrD//rpsH//flhC//
GO_0034660_7	gspF//atpC//nuoN//sugE//rnlA//roxA//dicB//tdcC//deoB//hflX//ydiV//ybhA//rfbD//ydfD//yehB//yagF//rfaF//yghO//degP//corA//insH-5//rseP//yehP//cueO//gadA//pykF//hypT//appB//yccA//glnH//birA//sgcR//dnaA//xseB//purD//yehZ//pykA//hipA//waaP//rutD//dsbC//ybbY//panZ//ynjA//yhdJ//corA//yieL//fliS//phnG//cpdA//ansB//slmA//shiA//frvA//degQ//betB//waaO//dfp//hrpA//glnQ//rplY//fhuD//yraR//yggF//yibH//argO//intE//narY//rmuC//ydcR//aes//ascF//ynaE//tsf//tufB//rseB//lsrK//xerD//fpr//yieL//kdpD//kdsB//erfK//glsA2//livK//caiB//crcB//aroA//tynA//yidP//fimH//sgcR//rpmE//mutS//fimH//yedA//nikA//xanP//nagE//queD//gabT//asnA//gltX//mdaB//sufD//ygjK//hns//cynT//lsrC//dtd//panE//yafC//fepG//yahB//cbrA//efp//bamE//rplY//mrcB//xdhB//sbcD//yejF//
GO_0034661_7	codA//gloA//livM//oppB//
GO_0034755_9	glsA2//osmF//lacY//artP//
GO_0034762_6	ybbW//uidR//yagI//pinR//apt//kdgT//avtA//pncB//
GO_0034763_6	mppA//yihI//
GO_0034764_6	ynfE//yfdK//
GO_0034765_7	agaA//adhE//rnb//ybfE//flgF//mdtO//xylR//
GO_0034766_7	arsC//
GO_0034767_7	yiaU//fadK//
GO_0034775_7	mrr//glnK//yaaJ//erfK//queD//
