#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	mgrB//mdtB//icd//yqgB//
GO_0044281_3	prfC//pdeR//lpcA//ybbW//pdxB//yajO//guaD//frvA//yfcP//aroC//fadH//mdtO//ybhS//ygeA//thiC//recG//lolB//xisR//yibH//atpA//yiaL//ydjH//yadM//rhtC//rbsC//lpcA//ldrA//pheA//dnaB//lpoA//ppiC//htpG//dkgA//queF//atpF//yqeA//argH//lpp//pgpA//gpr//fucK//pykA//hrsA//ygeW//wecE//mdtP//ydiF//moaE//rpsR//phoP//norV//ygiW//mzrA//sgcX//yahI//lldR//amiB//fadJ//entS//alaA//uspG//cyoD//yibF//coaE//pheS//fmt//potD//mltB//emrB//ygaV//ydeP//idnK//birA//folP//yedP//truA//fimZ//asnC//aroE//ybgQ//hslO//yqgF//tas//hicB//yqgF//fetA//yahO//speB//yggT//tdcC//hslO//adeP//chbR//pstA//cpsB//folD//yqeA//phoQ//yfjV//mazG//maa//fryC//mmuM//mltG//yqjA//fryC//ihfB//dapA//nagB//zwf//alr//ybdM//pth//pgi//argK//yfdK//sapD//hdeB//fdoH//lgoR//exbB//ymgC//aceK//malG//tdcF//rutD//sufS//nadA//pbpG//yhaJ//barA//yddG//betA//ydfG//hscB//rhaD//alaC//udk//insB-2//glk//rplM//ilvI//ompA//dsbC//dmsC//rpiB//ghxP//rpmG//gloA//rsmF//fhuB//gyrA//ftp//cpxP//bcsA//rluA//epmC//edd//fadB//kch//ppsA//ybdN//flgB//ruvB//asmA//yhgF//narG//ftsN//ssuE//dgoT//yehA//yidQ//tehB//groS//intS//trkH//lhr//gspE//dcuR//ybgP//moeB//atoS//aspA//argI//rdgC//fliL//selA//gltL//caiB//yggP//ldcC//yiaN//mscS//narX//adiC//ilvA//hldE//ccmA//smpB//yihS//allB//fryA//crfC//aer//cspE//hprS//araD//yahN//yfiF//gldA//pagP//yajO//recJ//thiH//hicB//fau//yqeA//ydiK//yfaE//metF//rfe//acpS//apt//tktA//cdgI//ebgR//ydfK//ydhK//eutA//hcaB//glnS//ynbC//prmA//yggF//yegV//mreC//cynS//endA//gatD//bioA//yohC//yihU//speA//pgpA//ilvD//cueO//yjbB//yihX//acrF//xylG//eco//insH-6//patD//rpe//yciT//proX//add//ygbI//ykfM//ygcO//rarD//yigB//mhpR//rpmF//bdcA//obgE//yjbG//serC//tdcF//yqcG//creC//ydiZ//flgI//yhcF//phoE//cpdA//dgcQ//rpsP//rplX//lpxM//ydgA//gsiC//lysA//gsiD//ibpA//slt//mnmC//flgC//mdtA//atpF//hmp//glgB//agaR//mqsR//ibsE//yfiE//serA//marA//yraJ//elfC//yhhY//fimI//insH-6//argR//rplP//fabD//rpoA//tktB//etp//yobA//kdpC//yjaA//recX//acnA//tsgA//nudB//argC//yhdH//fecA//hisB//glpA//gabD//lldR//fryB//pyrH//dgcF//cydA//acs//elyC//fic//yihP//yciK//ybdR//fhuF//ypdF//yejB//yfaU//thrS//sfsB//nadA//seqA//xapB//agaR//yeiG//pbpG//yihW//appY//livH//pphA//mnmG//murD//rcsA//tyrA//epmA//yfjR//ispA//afuB//ccmD//cyoD//rapZ//yqgF//mgsA//holD//dauA//lexA//narH//ybiS//yceO//xdhB//ydhK//glcD//rsmC//lpxM//ygjK//def//patZ//yfcV//ydeO//bioB//sucA//birA//shoB//sfmA//rihC//fepE//ydiQ//rplD//glmM//dcuD//cadB//yciT//rplE//tauC//dcd//casA//intZ//mlc//sbmC//ybjN//mdtQ//ycjU//tatA//ygdG//pstB//kgtP//lpcA//lsrA//hpt//btuD//torY//mlaF//ybiS//flhD//tcyP//yabI//lptC//secB//yfdS//cdsA//mreB//dusB//focB//pdeL//ccmG//glpA//symE//ydaN//aaeR//yiaM//folP//fdrA//guaD//ybiX//pgk//nagC//speC//dacC//clpB//garR//glsB//chiP//znuB//pflC//gspI//lptF//rpiB//sgrR//yieL//hcaE//frlB//sxy//yiaM//mglB//murG//moeA//ecpR//ycdX//adiA//bamB//tehA//nsrR//rdgB//rfbC//nadK//erpA//pepB//cueR//hicA//mukB//fdx//kdpD//poxB//gudP//mdtM//sapF//brnQ//yhbX//acrA//ybhJ//bfr//puuR//apt//mrr//oppB//chaA//pheS//rdgC//dppC//leuS//yobF//rutG//sufA//sfmA//galE//entA//dsdX//allC//rnlB//deoB//ccmH//pinQ//aslB//nirD//rpmH//clsB//elfA//yeeY//narG//yfcQ//lrp//yhdW//yihI//cspC//yaaA//yghG//yigL//azoR//yqjI//yfdR//pflC//rsmG//tdcR//csgB//slyD//yajQ//yhhZ//iscR//folA//frlB//yjbE//yiiM//uvrB//focA//yqiI//bipA//tdh//hcaR//ygfA//yiiE//nadB//argK//cobS//flhD//yccS//mltC//arsR//menE//uidR//leuS//lysR//cytR//thrA//rluD//oxc//idnT//rplQ//holC//yjhI//ung//galP//ivbL//nuoG//trpR//ybfE//norV//decR//manX//yfiE//lptC//ftsB//yfjR//prfB//sgcX//folA//wrbA//speF//deoD//ybiA//nagE//zitB//fau//ppiA//fklB//umpH//macA//arnT//mliC//ascG//iscS//cusF//yhiM//rlmL//oxc//sdhE//katG//gyrA//kdgR//sthA//astC//arnE//ycgV//arfB//phoR//waaF//viaA//adeQ//rhaB//rutB//pspD//ydjH//coaE//tar//lacY//yciH//rfaC//aceK//crl//yedL//leuA//treB//ttdA//fimH//eamB//patD//cutA//acrF//rho//trkH//mhpD//yfiE//ytfR//zupT//trpB//bhsA//btuB//yjeH//gutM//entS//phnK//frdB//mltC//yagJ//dcuC//mrcB//arsC//menB//ybjG//uhpC//cedA//murI//rpsS//yghB//ygiB//ompW//glcD//rfaH//rffG//mnaT//ftsL//ychH//kdgR//panB//mmuP//rhmR//rhtB//yehC//dhaM//ugd//citT//srlR//btuR//orn//envZ//artQ//hisA//murQ//nrfA//rtcB//rfbB//ompR//fliL//csdE//mtfA//ygcW//gcvR//lpp//ispF//nimR//ydeT//artM//ppiC//bssS//rlmJ//nrdF//ascF//ndh//trmL//thiG//kefG//csgA//murJ//yiaL//yehW//lacZ//csgB//gspE//kbaZ//nadD//yibA//agp//nuoI//sfmA//ptsP//nuoN//atpH//exbB//thiM//pcnB//
GO_0044282_4	lsrC//ompA//trg//aceK//xthA//glcB//lldR//narH//alkB//bamC//narV//malE//dsbB//lolA//aspS//dctR//cpdB//flgE//decR//glpB//kdsB//pbpG//zapA//dinG//yidQ//yfhH//mrcB//rbsA//kdpF//yihS//recB//mnmC//ffh//ydaV//yejB//infC//narG//yphF//moeA//dsdX//mocA//ycbU//yicJ//ybgP//rsfS//yfdK//caiT//infC//glnL//gltX//nagE//clsB//sseA//nirD//holE//pinR//ampG//tig//bsmA//srlB//shoB//sdaB//ykfI//gatD//mrdB//puuA//yebG//mmuP//fryA//yehB//moaB//insB-4//nuoN//cheR//yeeY//hisQ//flgK//deaD//mlaD//hcaB//glgB//fryC//yfeD//pitA//accB//yfaE//mgtA//yedP//truB//cysP//pheP//yedF//poxB//manA//maa//yqjH//feaB//pepB//bacA//artP//dam//marR//flgJ//ompG//gyrB//mdtF//prkB//ugpC//fdhE//narW//insH-5//ibaG//deoA//pykF//dacB//yjjB//rplX//qseB//ymgC//ariR//rph//emrK//gshB//ykgM//cysM//yhfS//sucC//serS//ridA//arnF//rfbC//cysB//dxs//nsrR//gabT//yghW//dapB//zraS//yiaN//znuB//nanS//glpK//yqcC//frdB//ubiG//hofO//prpB//lptD//dcuA//ccmE//gspE//yaiV//yfeO//spoT//cmoB//nlpE//ycfL//nrdB//alr//cdsA//rapZ//pdhR//ssuE//rusA//queA//rtcB//ptsI//yjeH//yiaL//waaP//ubiX//yiiD//mepA//yfdR//ydfG//ymfK//yjtD//nagD//lgoT//satP//ynbD//yfdG//cdh//dauA//wecB//pdxY//yaaA//hyfC//topB//rarA//ymgC//nlpD//fsr//insE-1//hemD//pdeR//srkA//idnT//aroC//nhaA//xerD//ydjM//yahI//paaD//cdd//secD//nlpI//nrdI//aroF//cbl//amiB//mukB//tolB//treC//ldrB//gfcE//yfcQ//hslV//torD//yegT//thrC//xerD//pdeR//ltaE//rpsD//yehA//gyrA//dgcM//flgJ//gmhB//puuD//lpxT//pgk//cas2//prfB//ydiK//gldA//pcm//yeaD//mdh//birA//ybhP//kdsD//rpsG//lpxP//yhdH//nrfB//yacG//
GO_0044283_4	yqjH//mnmE//aroB//yfcG//lolD//entF//uidR//napD//lnt//sucB//tyrS//ynfK//nirD//yaaJ//citX//waaB//msrQ//rffG//opgH//yfaU//ssuD//murF//gspI//ubiE//abpA//cysB//bcp//lysC//sgrT//nuoG//sufB//cynX//pdxJ//pdxJ//ymgC//bioF//tamB//exbD//kdpA//cbl//yiaT//ghoT//yqaB//gcvT//deoD//speA//fixA//cspE//vsr//yfiR//nhaB//yihQ//hyaD//rplW//ygjR//hemH//ogrK//yacG//hisI//paaA//ftsW//dctR//thiG//ybfA//glyS//ydeT//artI//mdtA//ybcC//yhjG//rpiA//mlc//lasT//metL//cobU//rpiA//yfaV//leuB//hxpA//fcl//insI3//slyA//rlmF//kdsC//gntR//ydcP//rhtC//csiR//rclC//ycbU//malE//yggT//ilvD//garD//mdtQ//yghU//glmM//tauD//hybF//ynbC//sfmA//ybhF//yjeI//msrQ//recE//yjbF//dgkA//rraA//fepE//xylF//glgX//rlmM//mtgA//ybiY//yjiM//rplT//rplD//recC//uvrY//argT//ybcJ//ycjY//mepH//queE//fimD//pal//ftsE//dmsB//tyrS//rbbA//dxs//bcr//yphD//cobT//hcaT//ascF//crr//carB//nrfE//clsA//fepE//gabP//glcC//ytfQ//yggN//cadC//glpC//tauB//yehX//yhcF//borD//rplL//lsrC//ynjA//sdhD//gstB//dapA//cpxP//yidH//yebK//cpsB//rutG//entF//ytfP//hdeA//csgA//rpiA//hokB//proS//fhuD//glpA//argP//yqeA//tgt//glnA//umpH//zapD//rsmD//tilS//scpB//ttdT//gapA//hybE//rof//rpsI//fdoH//sodC//gudP//yfhM//rhtA//yfcU//dgcE//puuB//carB//alsA//yciV//setC//tdcD//dsbC//glnH//rplN//ispG//yiiE//mtlA//rcdA//mntR//adhP//ftsY//cpsB//rluB//yehA//cynT//potF//yadK//ulaG//yjtD//rnd//yecS//hyaD//truD//yeiG//manY//rhaA//thiE//gcvP//queF//lrhA//waaB//sufC//alsA//ymjB//yhhZ//ybhD//mepA//menD//dcd//accA//argP//tadA//fixA//yfgJ//gcvT//ruvB//frdA//rlmB//ivy//yhdZ//rsmE//kdgR//tdh//yneL//ecpR//dapB//mdoG//murG//murQ//lysR//lsrC//creB//pabC//nadK//raiA//comR//mhpB//moaD//ghrB//pstS//rclA//phnO//focB//hemA//paaH//tdcB//cbrC//tktA//pspC//ribC//flgH//puuP//ddlA//fruK//tnaC//bluF//iraP//ybhJ//
GO_0044349_6	rtcR//
GO_0044355_6	cheB//yajO//
GO_0044364_5	hisD//yqaE//kdgK//recC//nudF//
GO_0044403_4	emrE//xanP//flgH//gppA//ascG//ynaI//nhaB//ydiQ//ogt//hemH//eptA//ybaM//yhjR//infC//adeD//hslO//lsrR//holB//
GO_0044406_3	ydhC//
GO_0044409_6	grpE//greA//metK//ackA//ybdN//rseB//cutC//cvpA//
GO_0044419_3	yphF//iscU//rpmC//ybiY//pdeD//apaH//wecC//zapB//asr//arnF//ilvH//yhiM//lipA//ghoT//fucO//grpE//fhuF//yhgF//yfeW//maeA//alaS//entE//ydcS//yafO//yfcU//
GO_0044531_5	rfaC//
GO_0044532_6	apaH//
GO_0044550_4	rsfS//yojI//yqjA//cheZ//ftsY//rhoL//tehB//ydcT//ybbW//
GO_0044650_4	marA//
GO_0044659_7	yjjB//rhaT//metQ//prfA//
GO_0044661_7	soxR//kdsA//ydjH//purA//
GO_0044718_6	ackA//yihP//
GO_0044728_7	fumA//sodA//yabI//yjbE//rep//trpGD//
GO_0044764_3	fdhE//fabB//btuF//selU//ynfE//rlmN//glnA//frlB//hofO//rpmE//dsbD//valS//yejF//groS//entH//spy//rsfS//hldE//bglJ//emrK//garK//yeaE//cdgI//yejA//marA//sanA//degP//sbcC//dapB//rclB//rfaC//wzyE//rph//phnC//hmp//ygfZ//wcaC//patZ//yieL//trpD//sgrR//znuA//recB//yejB//sulA//tatC//dacD//feaR//add//plsC//priC//prlF//waaH//mrdA//nuoE//yehA//yhdH//
GO_0044780_6	ugd//sfmD//gatB//yehA//cysK//allR//pppA//
GO_0044781_5	baeR//mepH//paaB//arfA//ugpA//rpmG//lolD//rnlB//
GO_0044786_4	yihL//
GO_0044787_5	mnmG//
GO_0044872_5	nadA//argP//fabR//ltaE//bisC//
GO_0044873_6	yphC//dsdA//aidB//flgH//kdpC//
GO_0044874_7	sutR//waaG//ypdC//lepA//syd//
GO_0045004_7	rffM//dcp//ynbB//djlC//
GO_0045005_6	rstB//allR//glpC//lolD//grxD//basS//mtnN//
GO_0045013_7	yhjC//
GO_0045017_5	hycB//trpS//ftsK//yphB//prpB//ydaN//gcvH//dtpA//yehA//rbsC//yqcG//hofO//mrdB//
GO_0045047_7	yhdW//
GO_0045117_6	rimP//afuC//rlmH//prpC//ibpA//hdeB//rfaC//spy//yahN//exoX//
GO_0045184_4	nikE//amiB//pdeL//murC//ycfS//glcF//ypdA//pflA//dapA//ampH//yadN//yafC//rpoD//insB-4//manX//hupB//cydB//cpxR//melR//trxC//betA//radD//prmA//yfaV//mdoG//dapD//ybdR//dmlA//rfbD//rutD//add//yfiE//secD//yeiG//grxD//ampD//yijE//mdoD//kilR//murB//malX//alaC//yeaG//sbcB//insE-1//fbp//yhbQ//
GO_0045226_7	rimI//yjcE//acpP//casE//pdeD//rfaG//nusA//frvR//deoA//
GO_0045229_4	mtn//atpC//fdnG//gmk//mgtA//melR//prmA//fecB//gcvR//lgt//eutR//yiaN//malI//
GO_0045333_5	csdE//nemA//lysA//yfbS//secY//lapB//tyrB//tsf//fucO//holB//yraH//fadL//kdgT//rutB//ompC//tus//csdE//rlmI//lptA//pdeL//mlaB//dhaL//dnaE//ftsB//nagK//srlA//hybG//bglA//dgoR//bluR//rppH//putP//fepE//fetB//holB//treB//yhcH//btuE//amyA//kduD//tdcA//cyoB//dgkA//phnM//minD//hlyE//secF//cas1//coaE//flhA//recD//hrpA//rbsR//intZ//sspA//pckA//holE//cobS//yraI//lptE//corA//ynfL//lptB//potH//katE//sucD//codB//nudF//fadK//mdtI//ttdT//galR//kbp//ubiC//
GO_0045337_6	ydiV//
GO_0045338_6	yaiW//
GO_0045454_4	aslB//yfeX//prfC//envY//alaS//bepA//sucB//emrD//deoB//ghxQ//yfaX//pdeK//cspI//glnB//metC//
GO_0045471_5	bcr//pepD//hyfR//
GO_0045717_8	rof//
GO_0045719_8	nanK//
GO_0045723_8	yieE//
GO_0045727_8	rpsG//mqsA//ldtD//tyrA//pdeK//yqeG//moaB//
GO_0045732_7	menA//
GO_0045733_6	zraS//yafO//
GO_0045740_8	potA//lptG//
GO_0045764_7	rlmI//
GO_0045786_6	ybdO//rbsC//
GO_0045787_6	rnlA//
GO_0045819_8	nuoI//
GO_0045828_7	cysW//
GO_0045833_6	yijE//
GO_0045834_6	maeA//uup//
GO_0045848_5	frmB//
GO_0045851_10	fliS//
GO_0045852_10	mscK//sulA//yhjV//lsrB//ygeX//
GO_0045859_7	cdd//trmJ//
GO_0045860_8	fhuD//
GO_0045861_8	yfhH//hofQ//sbp//
GO_0045862_8	yeeJ//
GO_0045883_5	accD//
GO_0045892_8	cbl//pheM//cspC//yijO//rhmR//pldB//degP//nadC//ompF//fadD//yheT//tomB//ldcA//glcA//yicJ//rfbB//fau//tpiA//alaE//kilR//csiD//fhuF//dsbC//marR//yceO//lsrG//narW//rpmF//ulaC//gfcE//lexA//yhaO//ybiO//ais//rtcR//ycjD//yidZ//flgM//yafE//yfgO//nadC//dacB//soxS//treB//nrfC//lldP//nirC//bioF//gutQ//ytfE//holE//galU//ribA//adeD//radA//accC//lepA//parE//hycI//ykgM//ygcR//metE//ybdH//yqjH//add//nagK//yphD//ygfA//pepB//secA//dinB//rpmE//wcaB//pncB//gcvT//yfhH//yhfK//mepA//rluC//zipA//recN//pspD//rpmA//glpD//yqiJ//rhlE//adhE//hxpB//lsrG//argD//nsrR//zinT//
GO_0045893_8	bhsA//narZ//fucP//dxr//pstS//nanC//mdtG//nfo//cusB//yeaE//glnS//tsx//dcp//dppC//hyaD//obgE//tnaC//ribF//ygaZ//rpsB//rcsF//trmO//rimL//pbpG//yfcP//hemB//pyrL//rhmR//nth//yajQ//ygjR//exoX//narV//bipA//artI//ugpC//rpsP//idi//ygeX//yciG//ptsN//ulaD//ldtC//secG//efeO//pinR//yqjI//hicB//rpsG//flgF//purF//ccmE//gluQ//waaO//glpA//rraA//frsA//ftnB//sutR//gadC//yddG//hsdM//chbA//cof//cas2//rutG//puuR//ybbN//ulaE//rbsD//wecB//hicA//
GO_0045900_9	ulaG//yhdW//purU//corA//
GO_0045903_5	mepS//rsmI//yagG//
GO_0045912_6	aslB//glpX//
GO_0045913_6	sdaB//arnD//
GO_0045922_7	glrK//
GO_0045923_7	rpoA//
GO_0045926_5	eptB//fliG//glnH//rpsE//gatD//astC//ptsH//
GO_0045927_5	alaS//
GO_0045930_7	iscR//
GO_0045934_7	ubiF//ribB//yfbV//dpiA//cusA//puuA//pdxY//yddA//bssR//mgtL//ampH//yfcF//ygfI//accB//phoQ//eutA//gsiB//carB//nanC//trkG//mlaF//tmk//sppA//umpH//yiaF//ybiI//gyrA//rbsC//zapA//arfB//ssuD//ybeF//mltG//fimF//astC//ravA//fabD//pepD//prkB//fdhE//cyoD//yeeO//hmp//fdhD//garP//gadA//acrA//ilvA//nadB//gpp//gcl//yciG//yeaK//yfhM//ybfA//yqeG//yfcG//dgcN//ydiB//dauA//lpxD//rutC//metB//malY//ccmC//lon//ybcM//mqsR//ydaN//sdhD//gatA//rpsB//hyaB//bcr//fhuF//opgD//ibsB//htpX//ydcP//wcaJ//ulaF//frlB//gmhB//hemE//gnsB//lsrC//ygiV//nuoG//frvA//bglX//ybcC//priB//fhlA//gntP//sppA//rlmB//pykF//moeB//sufA//ugpA//yddM//xisR//mdtM//galE//
GO_0045935_7	polA//ulaB//yddG//thrC//mdtA//sucD//ulaG//mdtI//gmk//tdcR//gfcE//focB//cas1//ygiW//ssuC//tadA//galS//msrB//yjaA//rfbB//fimI//ogrK//yfdC//chbG//ubiE//rclA//paaX//eamB//rna//cysC//speF//ruvA//ribE//yfiC//yjhH//proA//adeQ//cysK//ugpC//argA//gppA//xapR//fdhF//tauB//hslO//ygeR//mioC//yahO//yfdK//ydiP//glcC//rhsD//purF//rluE//alsB//alkB//yeeA//kch//nuoL//glxK//relE//ygfX//acpT//ribC//ydjK//csiD//phoB//yajO//metH//nudC//arnF//hdeA//ybcQ//ratA//intF//cpxP//purR//
GO_0045936_8	yeaD//trxA//
GO_0045937_8	yhjD//yfcR//
GO_0045947_9	hisI//nuoG//yddL//cof//suhB//gadE//fepE//
GO_0045974_8	hcaT//
GO_0045975_9	ycbX//
GO_0045980_7	yagG//
GO_0045990_6	dnaC//yjbH//
GO_0046031_8	mocA//tus//ribD//asr//yghO//ybhG//araE//ispU//fliD//ugpB//hcaE//sfmA//mltA//mcbA//tmcA//argC//rplP//yebQ//fecC//cspB//rlmF//malP//
GO_0046033_5	rraA//
GO_0046034_5	ppiC//pta//dnaE//lldP//lptE//fau//zraS//yjiX//raiA//yddL//arcA//ygjR//modB//yobF//chbC//yjbE//yeaD//mcbR//greB//add//purU//paaK//yqhD//glcE//nrfF//
GO_0046035_8	cadB//yhbS//
GO_0046036_8	hscC//
GO_0046037_8	ddpA//trg//waaZ//bioF//
GO_0046039_8	torI//trpR//ruvC//nudC//
GO_0046040_8	yghG//rep//ynhF//rffG//fecC//
GO_0046046_8	prfB//
GO_0046047_8	torY//
GO_0046048_8	frvA//
GO_0046049_8	ibsA//bglF//cynT//zntA//ascF//lysS//
GO_0046050_8	osmY//arsR//queC//chaC//lpoB//
GO_0046051_8	gloA//
GO_0046052_8	cfa//
GO_0046058_8	glsA//
GO_0046060_8	zwf//
GO_0046061_8	tnaB//
GO_0046070_8	lipA//fkpA//
GO_0046072_8	rng//
GO_0046073_8	yaiV//
GO_0046075_8	tesB//trkG//
GO_0046076_8	rpnD//
GO_0046077_8	mhpT//
GO_0046078_8	rsmE//csiR//
GO_0046080_8	cptB//uidR//
GO_0046081_8	gshA//rplQ//
GO_0046083_7	ynjD//rbsA//ybdM//bioF//
GO_0046084_6	rpmB//lipB//
GO_0046085_5	psuT//hupB//
GO_0046086_6	norW//
GO_0046087_8	greA//
GO_0046092_8	fadI//
GO_0046094_8	envR//
GO_0046098_7	malX//rmuC//
GO_0046099_6	fdnH//
GO_0046100_7	ppiD//thiI//glcA//ada//ykgF//
GO_0046101_6	gadA//recE//rbsC//
GO_0046102_8	yciT//potC//
GO_0046103_9	glnA//
GO_0046104_8	yfhH//
GO_0046108_8	ygaH//
GO_0046112_6	mutM//trmI//betA//ybcQ//yqaE//paaF//moaD//yqhC//dnaC//uxaB//bepA//secE//hybF//
GO_0046113_6	glpX//chbC//gcl//potH//ccmE//pdxA//efeO//ariR//ygaZ//yjjX//hisS//bacA//clpA//mhpT//pdxK//pdeK//recE//
GO_0046115_10	tcyN//
GO_0046116_7	yjaZ//acpP//sucC//uhpA//yajQ//sutR//cycA//
GO_0046120_7	cecR//
GO_0046121_7	paaZ//recX//
GO_0046122_7	flgA//
GO_0046124_8	yadM//
GO_0046125_7	fadE//argS//ascF//
GO_0046126_8	brnQ//
GO_0046127_8	yieK//
GO_0046128_7	tdcB//glgB//puuC//cadB//rpmE//uraA//ghxP//queE//gcvA//apaH//fumC//nrfG//flgJ//rimM//
GO_0046129_8	wzzB//nuoB//dmsA//metK//wza//galT//
GO_0046130_8	rpnD//gpmA//
GO_0046131_7	hflK//malG//yfcQ//nanC//yciE//yhbY//hypD//purB//thiL//queF//tcdA//gspI//cvpA//
GO_0046132_8	asmA//ndk//alaE//rhtB//
GO_0046133_8	lsrA//skp//ldtB//epd//kefF//yqjA//mnmE//rsmC//hcaB//
GO_0046134_7	afuC//yeiL//insB-4//rlmD//lrhA//nfsB//
GO_0046135_7	ynbC//entS//hyaA//yfhH//rhaR//trmI//abpB//pepD//thiQ//
GO_0046144_8	casA//ybcL//uxuR//yjcO//dedD//yhbQ//
GO_0046145_9	phnN//nrdG//thiH//hyfF//
GO_0046146_5	dpiB//shoB//
GO_0046148_4	nadC//menI//mdoG//dapB//btuF//gspE//glnL//recN//hlyE//cspD//mltF//sdhA//yjbH//insA-1//
GO_0046156_5	murI//
GO_0046164_5	wza//dnaC//lysR//aceK//yqaB//rlmL//der//sapD//hcaB//helD//sbmC//phr//yaiV//alsE//rluB//recT//glyS//cspG//tamB//rimK//fepA//bcsQ//
GO_0046165_5	aidB//nadA//wzyE//yieH//pyrH//yajR//lysC//
GO_0046166_6	rseP//
GO_0046168_6	serC//argG//priB//npr//
GO_0046173_6	tatA//proS//
GO_0046174_6	btuF//abpA//rlmE//zipA//pdxB//nemA//ymgF//rppH//ydbK//thrA//ilvN//wzyE//ydfG//
GO_0046176_6	lacZ//pykF//lexA//grxD//hcp//nadD//lpd//hdfR//ypjD//gsiD//aceF//nrdI//dgoT//rhaR//nac//yiaO//
GO_0046177_7	glnL//ycgB//yebZ//ynbC//
GO_0046181_7	dauA//
GO_0046183_7	fepE//yijE//yobA//
GO_0046184_5	waaS//oppA//groL//ndk//mrcB//rhsD//sfsB//glxR//mdtE//
GO_0046185_5	sdhE//ruvC//epd//frdB//garK//dsdA//marR//mnaT//hicB//bdcR//yqcG//nrfF//ortT//lyxK//yrbG//amiB//pyrF//flgF//cbrA//xylA//rsmH//phoA//yegS//yphB//fmt//malK//ubiC//caiB//cspD//yghW//thiD//uacT//ansA//lpxH//rsmG//
GO_0046187_6	yhbO//
GO_0046189_6	dgt//trpS//mscS//fabI//csiD//yahB//rna//alsA//melB//
GO_0046196_5	ybhG//
GO_0046209_5	rimO//nuoI//tdcB//appB//
GO_0046210_6	yhcH//yieF//ubiC//glnP//
GO_0046214_6	leuO//
GO_0046215_5	rsmI//
GO_0046218_7	cirA//
GO_0046219_7	yiaN//fdx//lrp//exuT//corA//ytfP//pdeL//chbC//dnaC//
GO_0046256_7	deoB//wzc//
GO_0046260_6	csiR//rpoE//
GO_0046263_5	stpA//ebgR//
GO_0046271_5	acpH//
GO_0046278_5	purT//
GO_0046279_6	flhC//
GO_0046292_4	yobA//bipA//prpC//
GO_0046294_5	ihfA//sgcC//
GO_0046296_6	ygaZ//yfeD//fkpA//ompW//alsK//
GO_0046306_6	yehY//glk//
GO_0046323_10	ygeX//ileS//mltB//caiE//glvC//ybjX//
GO_0046324_8	flgM//
GO_0046325_8	mcrB//
GO_0046336_6	rpsN//
GO_0046337_7	aldB//
GO_0046341_7	sdaB//pdeH//
GO_0046342_8	mrdB//
GO_0046346_7	gatD//
GO_0046348_6	kdsC//yijE//obgE//yhjB//dapF//yafN//sgcE//treB//galF//yedL//rpsB//
GO_0046349_6	yqeG//ycbX//fdhF//aidB//yiaO//arsB//nadD//
GO_0046351_6	ais//patA//dfp//
GO_0046352_6	plsX//yehX//ypdB//araH//umuD//rimL//lptG//tdcG//
GO_0046364_5	ndh//znuC//malK//fucO//sgcC//hypT//hsdR//hupB//intZ//moeA//pabC//ubiF//torC//ttdA//
GO_0046365_5	ftsZ//rimM//ybjC//dtd//ccmD//uxuB//rpsM//kduD//rpnB//hofN//ybbW//ymfA//rpnC//nadC//ptsH//dcuA//gspI//ygcW//yjjG//yjhI//dsbG//fucP//phoA//pflB//yciG//hofC//rplE//betI//hycI//pepN//tdcR//ybbY//metR//rbsD//yqjA//mraY//rssA//ssuA//murQ//rplD//thiP//pheT//xylE//ybiH//nusG//mnmG//mrcA//cynT//cytR//ispU//yhfS//nlpE//
GO_0046367_7	yhfS//ychF//elyC//
GO_0046368_5	ilvB//
GO_0046372_7	hofO//spoT//dapB//
GO_0046373_7	yraJ//phnJ//yjcE//
GO_0046377_5	malI//cysC//sulA//queF//yjiR//ycdY//gspI//fetA//bdcR//fklB//nusA//
GO_0046378_5	ubiB//ihfA//roxA//hyaC//htrE//ybcJ//waaB//ulaD//sfsA//
GO_0046379_6	pcnB//ubiI//gsiA//yjiX//acpP//yfeD//rho//yihU//rclB//
GO_0046383_6	wecE//
GO_0046385_6	ybiA//puuP//mngA//intQ//atpH//
GO_0046386_6	tldD//dcuS//insI-2//
GO_0046390_6	sapC//yciH//speG//ribB//yjjB//kefG//tsaE//cysU//pdxB//rplT//ynfK//ymfA//rffG//uvrC//yeeO//pepB//rfaG//gntP//rutA//fadE//rpsJ//yebK//proP//putP//alpA//garL//pgsA//yfbV//clsB//cpxA//flgB//paaA//nuoN//rpmJ//pntA//fucK//araG//yeaD//mcbR//rpmE//napD//gabP//holB//ttdR//focB//arnA//
GO_0046391_6	rimM//csgB//
GO_0046392_7	ykgM//frwD//rlmG//gntP//
