#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	gcd//nadA//dnaA//hypA//
GO_0043170_4	ispH//rfaH//aroG//rbsD//ygeX//mcrB//cmtB//yiaA//mliC//flgG//trmB//narX//dapF//gpp//ycaO//rtcB//ssuC//ddpX//ybaO//garR//fadR//lpxH//yejA//sbcC//pinE//hyfF//asnC//glmM//ndk//yebK//yidL//yobA//cydD//msrB//casE//adeQ//borD//cynX//icd//dacB//nirD//ompC//glrK//flgM//bioD//trpR//mlaD//amtB//ygjK//lacY//ygjR//ybeQ//scpB//rlmN//rpiA//mnaT//tyrR//mltB//mlaB//rplJ//dgcN//gluQ//yebQ//groS//glpG//melA//spy//hemN//glnH//rng//kdpD//oxc//pdxH//yqaB//yidH//pepQ//frvA//yjcE//yfcF//hofO//mliC//bcp//yebQ//ybjN//treC//yibT//lsrK//pdhR//holC//menH//yidK//trpC//rluE//iraP//clpX//murF//lacZ//folE//rsuA//frr//ampE//ndh//lptG//yfaL//cspE//hpt//flgB//pheS//yhfK//argH//rzpD//nuoM//glpD//mutS//lsrK//yafN//dcuA//sapD//hyfA//ahr//rsmD//yedX//pck//lysO//mazG//emrY//idnK//dedD//sixA//ybjG//yadV//marA//arsR//mglB//dcuC//yqgF//cusR//mhpA//cas3//ydeP//yebQ//rlmM//prlF//rpmG//yedA//exbB//sapF//garL//hemL//cysD//mdtQ//aes//srlE//ybhS//yghB//bioP//intZ//uvrA//exuR//yebQ//yfcP//proB//rnhB//queA//mtnN//ybdH//yjbH//flgB//lgoD//sfsA//murE//rplT//mdlB//yedP//mdaB//ybcM//znuC//alkA//nanE//glnK//dinG//cheY//zntA//rpoD//ftsA//mnmG//yiiD//tusB//kch//puuD//hyfF//kefG//pflC//serS//fabG//queE//hslO//metQ//tadA//yhjB//crfC//gshB//rsfS//entF//ftsW//mnmE//ychH//mltC//dgcE//gspF//metG//yqaE//proQ//ubiI//yghO//srmB//mgsA//tmcA//pepQ//hybB//lptA//ybdM//tdcB//cho//melA//dacA//panF//mdtJ//yaiV//rihB//ynbD//nfuA//sufA//murD//flgD//ade//proV//rlmH//selD//yjbF//argT//rimM//dcd//rseP//trkA//yjcE//fruB//nrfB//dpiA//atpB//flgJ//livM//decR//leuB//livM//secG//nudG//mlaC//gldA//sdhB//yehP//prmA//glyA//hisD//ydcO//nrdR//cyoC//guaC//nadE//sspB//ybgP//dcuS//iclR//mltG//ghxP//tdcR//ssuC//rlmA//uhpC//mntH//phnM//bluF//opgG//dapD//gudD//sdhA//citT//ascF//lysC//yeaK//atoS//tusE//sfmC//yfaX//degS//lnt//pfkA//rlmI//gltI//nuoG//dhaR//sspA//yqgF//ydfK//iscS//kch//emrB//rluF//ilvA//rfaQ//wcaJ//yrdA//hcaC//glpT//sfmF//gstB//fpr//tsaD//argA//ydfH//leuB//ybaO//yggP//folA//dcp//wecB//ynjD//yhaC//dapA//lpxH//hcaD//bcsA//rnhA//ybaM//cdaR//epmC//kefG//gsiA//sseA//nagD//hycI//sapB//adhE//nanE//mdoG//copA//dbpA//yqeA//ttdB//yiiM//ygbI//tusB//sstT//yeeY//secB//ybjX//panF//artM//fabZ//abpA//araE//dgcN//pstC//potA//ribF//ybjN//ilvN//yhaC//gfcE//mrr//glnD//arfB//uraA//zitB//gcvH//yieH//acpP//tsf//dtpA//wzc//recJ//rtcR//cbtA//add//sseA//cueR//ghoT//nrdB//recB//mcrB//torZ//nrfG//rpiR//lptB//insH-5//tbpA//ygiN//qorA//ligB//tdcG//yfiC//waaA//ybeY//ycbX//rlmB//yhbS//plsC//modA//srmB//cysN//alsE//yraH//ypdB//ydjL//ytfP//aroA//yhcN//mdaB//ydeO//kbp//glnD//dsdX//csdA//csgF//guaC//uxaC//dxr//uspB//betB//ydcM//yfcQ//garP//dauA//ispH//ybiJ//sdhC//ftsZ//ydeT//yehT//dtpA//mepA//yeeA//mfd//rpmC//yfgO//pdeK//ybhR//yphC//feoC//ansB//rmuC//tcyP//rfaG//tig//rrrD//lldR//rcsA//arfB//xylH//tldD//rpsH//yadM//tamA//dnaA//uxaC//fixC//cydB//mraZ//fecD//ascF//bglA//yrbG//dfp//thiH//yfeW//ruvB//lpoA//yhfK//fumB//gmhB//ydaC//ssb//bcsA//hyfC//ydiR//zitB//ampD//flhE//yefM//der//betI//lptE//yphF//entH//iap//mlaC//rsmG//argG//yraK//entS//rpmC//rpsH//rfaG//sbcD//rpsH//yagI//ilvD//atoC//waaH//rplE//mhpD//insI-1//ygeW//lapA//nuoI//tdcF//fruK//fecB//hisB//ubiJ//sbcB//rph//rpoE//yafC//yjfF//pbpG//yicJ//aes//fiu//ydeT//pagP//narP//ptsI//rlmJ//yfcF//yggE//acnB//ribA//trmI//holE//ybgI//lsrA//yjhB//dmsA//dgcM//araD//trxC//rpsE//fryC//mutS//puuE//rpsA//yieL//btuF//ychH//ompW//fetA//sufB//flgE//fimB//fabR//nudB//cspI//glxK//ygfI//macB//mqsA//grcA//proX//pheA//yfaV//prpR//menI//pbpC//tyrS//narU//hslJ//ahr//dam//ychO//solA//paaD//lptE//wecE//ptsG//tcyJ//zraR//tauD//minE//yfcG//yggE//ebgA//psuG//alsE//cysW//barA//gstA//ispF//ompG//ykgM//hyfC//infC//rayT//tilS//pgaD//rpoD//hofC//yojI//hyfA//tehB//plsC//lptA//feoA//astC//nanE//yhhT//ppiC//yciG//emrE//hscB//yhfS//yraI//kdgK//ygeX//rzpR//cysK//ybhR//yciF//waaA//erpA//rpsP//vsr//ynjA//mdtQ//otsA//gldA//yraJ//yadM//zapD//citT//fabB//kbaZ//dcuD//nuoH//aceK//ldcA//gltK//malX//cnu//ydiP//yceD//ftsX//allS//gcl//cdaR//gatA//lplT//ychO//rbfA//yqjI//fhuC//csrA//uvrA//lolD//csgF//map//insI3//yhaM//hisM//pheP//ybaO//yqjH//yhhY//ybdH//arnT//pheA//kdgR//ybfE//psd//fadH//cobC//yfdR//yfgI//yahD//argO//pflB//norR//phr//dinD//dsbD//gcvR//hemE//holB//ispA//uof//ilvN//yidK//ydbD//hisF//yadG//afuC//efeO//rzoD//gmd//iscR//ytfP//deoB//leuD//yahK//yidK//glcC//yfdK//glcB//garR//truB//gabT//deoA//iaaA//bhsA//rtcR//mnaT//fdoH//asnA//yphD//srlD//rapA//waaF//puuA//prpB//yieF//narX//ugpA//insB-4//phnM//rpsO//yciK//pgi//ldrA//hemH//rhaA//fucA//yjjB//ygiB//gstB//glmU//fbp//thiQ//mhpA//malY//sucB//selB//dld//yfeD//ynaI//mmuM//hpf//ynhG//infB//dnaG//panB//tyrS//ascG//hisC//csiD//cmoA//argI//hypF//emrB//ralR//fabB//yjhI//ompR//narQ//aroG//garR//dicB//pdxH//artP//yeaV//yghG//pntA//exuR//yccS//yfgO//ascB//yjbE//yfcP//fimZ//ycaO//yhiM//araB//rihB//mpaA//ampG//treF//hisG//tcdA//sdaC//yhjR//sgcB//cpdA//rffC//pyrE//mdtP//ybjX//purL//intF//speA//rne//moaD//baeS//ansA//atpE//yehZ//eco//ybiA//gntK//glpB//psuT//rpsN//rpsM//ynjA//melR//hexR//purB//mzrA//era//yccX//
GO_0043171_5	yjgX//mnaT//adk//galF//ybdG//sgcB//kefB//eutD//hmp//
GO_0043173_5	rluD//fadB//rhmR//yjjG//murD//tynA//proA//fadJ//
GO_0043174_5	dpiA//tauD//folE//atoB//plsC//recA//
GO_0043200_5	rnt//rspB//nikD//tynA//yiaO//glgC//oppB//cueR//
GO_0043201_6	ydjK//
GO_0043207_4	yfjV//ymjB//hsrA//tusA//tsgA//yebK//thiP//plsC//mgtL//rhlB//sapF//kefG//flgH//grcA//
GO_0043213_7	entB//rraA//cyaY//clcB//nfi//hofP//yqjI//nrfA//
GO_0043242_7	cynS//hycI//yhbO//
GO_0043243_7	murP//
GO_0043244_6	ydbD//cfa//hybB//speC//galM//tabA//yadC//rutA//uxaA//recB//rppH//yihV//mcbR//zinT//fcl//ymgC//pyrD//rapA//ybaM//ycfS//
GO_0043254_5	glrK//hemG//yhhT//tabA//queG//tabA//trmH//rimM//hisS//rpsH//yejB//sfmD//arnF//puuR//yjeH//yfgO//kilR//yedA//fucP//mutT//appA//mdtA//sufS//ligA//bssR//
GO_0043255_6	rpiA//recO//hisI//
GO_0043269_6	tbpA//suhB//rutG//yafQ//fkpB//acnA//oppA//
GO_0043270_6	moaC//norV//
GO_0043271_6	nrdI//
GO_0043335_3	paaJ//ygiV//glnP//panD//
GO_0043392_6	lpoB//
GO_0043393_5	ccmE//
GO_0043412_5	gpp//ptsH//ushA//fimB//yjhP//purA//pgm//ygeR//yqeF//bluR//lptC//sfsB//atpA//ubiH//umuC//recT//mdaB//acrA//mmuM//lptC//umuC//rlmG//yhaJ//wcaC//ttcA//thrL//glxK//waaZ//relE//rutA//hisH//ybhD//rng//tehA//yhbO//yjjG//ftsH//hofQ//yaaA//hypF//csdA//prlF//ugd//oppC//holD//aroF//malZ//ileS//kdgT//yhcH//tolB//pinE//ubiG//mdtP//glpB//tap//narV//yojI//fabR//betT//casE//clsB//glgS//mocA//ytfE//lasT//lrp//rplR//glpF//yihX//lysO//dauA//gcvT//phoE//rhsD//yhcD//mltF//ynfF//ldcC//flgM//sspB//ynfE//hypC//bioH//lpxM//glpT//rluA//fabA//btuR//sucD//yiiD//hcp//dinD//waaG//maoP//hypC//gstB//ccmG//thyA//sfmA//cyaY//acpP//yciA//yghU//gcvA//ygiW//selD//tusD//nlpA//uidA//ykfI//bglJ//cyoC//malG//emrD//cedA//yidH//ebgR//mepM//mltA//yheT//hyfC//ccmD//yihU//fliG//sodB//rutF//rplD//tyrB//sbcC//xapR//chbF//truB//yjiX//thrS//sdiA//dppF//yjiA//tcdA//rlmG//ycaO//ydbK//csiD//clcB//ydeM//ompA//nikB//nrdR//yrdA//hyaD//ahpC//pitB//ptsI//htrE//dgcE//ftsY//rph//hycB//mtfA//ybcC//cyoC//tolQ//rsmF//aroH//rhaA//arsR//xseA//yidR//tdcC//frmA//yadI//ypdI//glcB//ccmE//caiB//tusD//uxaA//fliA//icd//rutG//ttdR//acrR//yahF//gltK//rpnC//narW//ycdX//treA//argE//recD//clpP//betT//waaZ//trkG//hldE//menC//paaC//mpaA//yajL//yaaJ//fimC//yjbE//ubiD//gcvR//rpsI//ubiI//gloB//glpD//gcl//lsrG//rraA//corA//sbcD//sfsB//dnaQ//yeiE//ycgB//frdC//dctA//fadK//lamB//mdtC//ypjD//ssuC//cobU//sxy//ascG//ibaG//yqjA//ptrA//ygcW//clsA//
GO_0043413_4	argO//
GO_0043414_4	bssS//thrL//caiT//mcrA//gltX//insI-1//ruvC//waaC//glcD//ravA//efp//bioB//cysW//ndk//dnaG//rpmA//gluQ//glpT//arnF//ispG//btuC//mnaT//yagE//soxS//shiA//recQ//rbfA//pstB//fhlA//atpB//fliZ//yaaU//nikB//gmd//yqjI//focA//uvrY//pdhR//ftp//ybgQ//nrfB//ydiF//insI4//katG//yohD//glk//glpF//yqeF//artP//uidA//hokE//argK//
GO_0043433_5	lldD//emrB//galT//rpsQ//dnaN//ybiA//
GO_0043436_5	ghoT//yijE//betI//cbl//yiaA//arnA//rne//gapA//dut//ompG//glvC//tamA//ftsN//minD//acrE//rhtC//mrcA//yehB//atpB//hslV//waaO//crfC//narJ//flgA//ychF//epd//tusD//aroA//sanA//hokE//ycaO//waaS//sgcB//puuB//degS//ypdA//tufB//mrcB//htpG//torC//arfB//rcnA//poxB//fic//acrB//yrbG//agaS//selD//tauC//sfmC//tsx//purU//speE//sufS//atpA//mutH//cutC//mdtD//tdh//recA//pdxK//plsC//lapA//gsiD//cycA//yeaG//paaJ//nanK//uraA//sbp//dsbG//ynfL//ybiJ//pdxB//flgE//araB//rsmB//frwB//pepB//azoR//waaA//yjcO//astB//fabG//bamC//dbpA//crl//lpxC//ydeO//bamA//ogrK//smpB//amiD//lrp//gsiA//alsB//fieF//ygiV//yfdC//tomB//xylH//cho//raiA//yebK//ydaC//ihfB//acrA//gatD//htrE//pgaB//rplC//lit//dnaE//pfkB//trmD//uxuR//kdgK//torS//hisS//dicC//rcnB//fes//ychF//lpxM//epmC//ycaO//cadA//rutF//alsC//yneL//dnaB//folE//ygbM//mipA//ybgI//treR//kefG//yraK//yijO//acrB//bcr//ftsB//rluA//yeaV//luxS//malF//livF//hyi//artP//ycgR//purU//gspJ//sgcX//paaH//sucD//hofM//recD//tsf//nagZ//rsmH//fabG//nrfD//tldD//exbB//fucK//dgt//efp//nuoH//dld//rplY//ybjC//mrr//mngR//zinT//malZ//gluQ//shoB//clpB//oppC//ygeR//rayT//yahB//sgcE//rfaH//ribA//lpxM//fixB//bcsA//hofO//glcD//lpd//recF//pgm//ushA//phoE//iraM//yifB//rplC//pagP//fimF//yeeO//waaY//bipA//rimI//yggE//yqjI//guaD//cyoC//bglA//hisC//mhpT//yjjI//nrdG//tar//tcyN//mtgA//gabP//paaA//ccmC//surA//fruA//dnaX//dfp//dtpB//ldhA//pgrR//proS//iap//bcr//aroC//yjeH//rfe//trxC//dam//gloB//mhpT//gatB//ubiH//rstB//araB//crcB//yihL//narQ//citX//lepB//ldrB//fadI//purR//artI//rnlA//ygeV//frmR//lgt//torD//pbpC//truD//tonB//ortT//garL//fixB//rodZ//yjiQ//elfC//yhbS//yijO//rluA//ybjL//thiP//eutA//kdgK//cysC//ppiA//ydeE//dusB//nudG//ais//yjjX//yajR//rplI//focA//tdcC//recC//ycgB//mltB//mrr//yedL//thiL//yfdR//hybF//ptsI//dmsA//crcB//kdpD//htrE//yqgB//eutD//gadX//murB//flgI//hdeB//argB//copA//ushA//gstA//ybgP//macA//ftsX//citE//macA//rlmM//wecC//acpH//hha//spy//ilvB//yehB//exbB//malZ//ybcJ//yjjU//rnd//yfeO//ahpC//mutM//ybiS//gpr//dgcE//ygbM//recR//aldB//pepN//yhaJ//hldE//pinR//mrp//kdsD//sstT//nanT//nuoB//iscU//pphA//cheA//nusA//osmC//recF//uhpT//appB//hha//lolB//aldA//chbA//mhpB//sdhE//clcB//mdtM//yahO//aspA//ykgM//cbeA//lgoD//ycaN//ypdA//rluC//tdcR//cpdA//tatB//epmB//ligB//paaC//nuoM//rapA//ycgR//ansA//npr//dusB//orn//rng//idnO//wrbA//nrdF//priB//ilvC//scpC//bcsA//ahr//yebG//mntH//marR//cas3//elfA//yhcH//setB//pdeL//fbp//cpoB//ycjY//etp//uvrA//murG//acrE//acpH//mhpR//dgoR//yciA//csgA//aspA//wbbK//metQ//ygfZ//nrdI//csgG//potE//csiR//aldB//potA//yihX//actP//yciA//acnA//sdhD//xisE//cobU//insB-4//greB//mcrB//modC//glvC//osmY//aaeA//phoP//scpB//entE//cmk//ybdM//clpS//fepE//yidE//tolB//ydjJ//dcm//mltD//dpiA//yeaG//alr//mppA//ybgI//ynfE//tpiA//
GO_0043438_6	ddlA//
GO_0043442_6	uspF//
GO_0043455_5	holB//flgB//yihI//menF//
GO_0043456_6	rpsK//
GO_0043462_6	sapD//msrQ//rihC//cmoA//tldD//ybjC//
GO_0043467_6	nrfG//insI4//
GO_0043470_6	fkpA//sufE//sdiA//gntU//
GO_0043471_6	nrfE//lamB//fecD//
GO_0043484_7	kdpE//
GO_0043487_4	cpxA//exuT//norW//chaC//fhuB//hprS//
GO_0043488_5	proV//ftp//hicA//fdoG//ybcC//
GO_0043489_5	ygeA//
GO_0043543_7	psuT//ybiJ//yghO//relE//yfeX//rsmD//osmY//ppx//manA//acrE//srkA//creB//dnaJ//
GO_0043545_5	yciT//spoT//yfeX//lrhA//ygbL//yieH//yhjA//hypB//ygfZ//cpxR//ynaE//
GO_0043547_7	paaE//rlmL//waaQ//
GO_0043549_6	rpsN//hybD//
GO_0043555_5	sucD//tcyL//
GO_0043562_6	hxpB//ccmG//
GO_0043570_6	yhfS//preA//ygiS//
GO_0043571_7	rpsL//glnL//kefF//
GO_0043603_5	pntA//fepD//efeO//metH//yehZ//mdaB//narH//hcaE//paaH//yagE//recG//sdiA//rimP//lptC//acnA//glpD//ttcA//lptB//moaD//csgA//lysR//lpxP//dgt//nagK//yccX//yiiD//thrB//yjhB//apaH//frdB//clcA//ahpC//trmL//pta//ftsX//sgbU//bolA//aroB//adk//manX//mdaB//fdnH//agaB//dmsC//rclC//ynfE//chaA//yedP//cysK//mltG//fes//csgD//yedP//caiT//pitA//cysW//ypdF//hexR//apaH//gloC//araB//mscL//rrrD//ulaB//sstT//moaD//nadC//pta//fepD//syd//araC//yidH//potD//dbpA//ribC//menH//hemL//yhjX//cysD//cysM//gppA//yehZ//pmbA//hslR//glcB//tatE//thiE//yjiR//alsK//pal//yneE//vsr//menA//serC//yhaM//proA//lsrG//fbaA//dgcM//fimG//cho//yraR//crr//yidZ//gluQ//proQ//livJ//garK//gloB//pitB//deaD//rcsB//hofN//lon//rhtA//iscU//ftsA//fruB//hxpB//yhjC//hdhA//entA//tynA//aspS//fucK//astC//yfcV//
GO_0043604_6	hybE//ygfZ//atpE//glpA//ralR//nudF//yfcU//glnH//bamD//agp//cutA//ibpB//mutL//mtr//argP//ydjM//ybjN//tsaB//cdaR//zupT//psuT//insB-4//ycjW//dhaR//sugE//melA//lpxH//hofO//etk//ariR//wbbK//frwC//yfeW//sspB//nadB//tilS//aceA//ybcC//gltB//aphA//lldD//acrD//yqaE//flgJ//cmk//opgH//trmJ//cdsA//gcvH//wecA//rpmE//yiaF//hha//uvrD//mepH//pgpB//gppA//acrF//moaA//nadK//ybfE//xanP//alsA//yehY//mltD//dmsC//ldtA//recA//pstS//yafQ//aroH//phnI//ispU//ghrB//corA//tusE//ivbL//nagZ//narG//mdtN//ftsZ//prlF//gfcE//ydbK//ycgB//entB//nepI//arsB//lysC//yhgH//emrD//yfeD//efp//ydeI//secF//asnB//mdtN//ydeT//fliA//
GO_0043605_6	bioB//hipA//tdh//fes//pcm//
GO_0043610_4	yghU//
GO_0043624_6	ompF//hisI//rof//rpoD//frmR//yqjH//rfaC//
GO_0043628_9	matP//rlmJ//yraK//
GO_0043631_7	pgl//hisA//
GO_0043647_5	mutL//nirB//
GO_0043648_7	paaJ//yqaB//thiD//yfcP//tufA//gntP//cynT//bcsA//hemG//frvA//mdtL//stpA//yciT//pckA//rho//thiP//ydaV//ychH//fimI//chpB//marA//livG//metF//lacI//lysO//hrsA//iclR//cbtA//nudB//nfi//hscA//dtpA//uvrC//uxuR//dsbB//lamB//dicC//phnH//hyi//insI3//thiD//htrE//melB//pheS//rnt//wzyE//yeaV//ssuA//dcuD//amiC//matP//hyfC//chbC//pheT//cdd//stpA//gpmM//frc//lrp//lptB//cutC//nadB//ribB//garR//puuP//rrrQ//flgA//kgtP//glyA//sfmA//rclR//fdrA//fliL//pinE//
GO_0043649_7	ibaG//dgt//tsaE//fhuF//sspA//rpnA//lptB//lldR//sgbH//caiD//yadK//
GO_0043650_7	yjjX//argA//nagC//nimT//cpxP//yegD//rhaR//arnD//atpF//add//wzc//prfC//yjcO//cutA//ssuB//yjcE//potB//speG//pgl//nanE//amiA//purL//qseB//nhaB//rimM//appY//ykfI//
GO_0043686_7	rnd//
GO_0043687_7	yraR//hslU//hybD//tag//chbG//ybcF//metK//
GO_0043708_5	yfdS//paaZ//yfgJ//nth//ftsK//sapF//agaW//rnb//plsX//fecA//ynjD//afuB//fabB//tusC//frc//
GO_0043709_6	yacG//yjhB//ybhS//guaC//prfB//yqiH//sxy//folA//rpsH//
GO_0043711_5	ydhJ//yafQ//hypE//ulaG//yeaE//hemN//pdeK//hyaB//ompC//uhpB//metC//dnaB//rplS//rsgA//ubiG//mepA//rffC//nrdA//mliC//cysQ//umpG//
GO_0043900_4	nikE//garD//fimF//xylE//dnaB//nsrR//ygfZ//radA//prmB//cydC//yraN//gadX//aroL//
GO_0043901_5	hrpA//tnaB//matP//puuR//
GO_0043902_5	sfmF//plaP//
GO_0043933_4	ydeT//flgK//narP//yaiV//flgC//alkA//narW//ygbM//ychH//yafN//rlmL//gspE//ascF//rpsI//vsr//yegV//wzzB//mngR//pyrC//hdeB//ydiV//yiaT//bglJ//hcaF//mutH//yadM//hpt//lpxT//alpA//lptF//uidC//dhaL//pspF//rluD//ynhG//trxC//glnD//yfdK//mdtA//rhtB//lspA//fadI//csrA//ykgF//cspI//psuG//nadB//eptC//yhdX//yibA//gor//rluF//nadC//yjjI//rbsK//xapR//yfcR//afuB//ccmH//ppsR//insI1//yqhD//ansB//bioD1//psuG//rpsI//pheT//fliD//astB//hsrA//bioD1//yjjI//radA//era//galR//kbaY//mrp//yiaO//ralR//curA//vsr//ybiS//fre//yqcC//sodB//dppB//arsR//xapB//qorA//ppc//ddpX//rlmL//trpA//tamA//waaP//mhpB//yieL//ruvC//marA//rhlE//
GO_0043952_7	rsfS//yeaE//hemL//znuC//mepH//
GO_0043953_7	tolQ//tolA//acrE//nrdH//
GO_0044003_5	rnlB//fimH//yebK//moaE//
GO_0044004_6	kdsC//allR//tusD//alsC//
GO_0044010_5	mdtK//metK//yhgH//hypF//yjcS//erfK//priA//proC//ybhF//nuoI//ygiS//elfC//fetB//rpsA//katG//cas3//prs//lgt//iraM//caiT//abgA//rimI//rluA//yfcV//ytfT//dacA//rplD//rrrD//murE//idnT//
GO_0044011_4	ptsG//yhbO//yjiM//umpH//paaG//ycjY//sbmC//arnF//
GO_0044036_5	yrbG//mhpT//ybaL//tauA//ycjD//nemA//ppx//malI//nusA//hybG//melB//dcp//adhP//ydiZ//chiP//murC//oppA//yfaX//cutC//nirD//napD//rarD//rhaR//yjtD//pcnB//hinT//ffh//emrD//feaR//yggF//caiT//ybhR//lpxP//hisS//yjiY//yafO//glnL//hemE//ynaE//modC//paaH//abpA//ymgC//potI//birA//nanR//nlpE//
GO_0044038_6	rimL//ydiQ//yafQ//ldcC//lpp//fucK//infB//frvR//envZ//cusR//rspB//yijE//yfeX//yiiE//blc//mglB//fadJ//btuR//panB//yihQ//ansA//endA//bcp//cdsA//cheZ//yjiA//ybdO//fliT//garK//aroE//rfaE//rlmM//torR//tsaE//cstA//yfdS//ydiF//panZ//ccmD//yefM//torC//atoB//mliC//
GO_0044042_6	rplQ//hisM//metC//narH//pabC//xseA//lpxM//gudD//iraD//codA//mltD//citX//malG//rcdA//pgpB//fecA//cysN//flgC//murF//ackA//tatC//
GO_0044070_7	rffG//cysK//murQ//fryC//
GO_0044085_3	ispG//glyS//atpF//thrA//acrD//nanR//nlpA//dctA//yhcH//hofQ//yafO//frmB//artJ//hflD//allS//nemA//glsA//yhgF//fimA//
GO_0044087_4	waaP//napF//skp//mnaT//lolE//adiC//gnd//hha//rcsA//ilvH//ompG//mdtI//norV//lapA//idnT//agp//glnB//alkB//accD//lsrK//fabH//fliM//mdtK//yidQ//opgC//ispA//rpsA//prkB//hflK//paaK//iaaA//leuC//torC//yhhT//
GO_0044089_5	truA//xylH//btuF//dosP//corA//paaJ//cysB//ymgF//insH-5//ydiK//dacD//tynA//ndh//
GO_0044092_4	dnaT//sbp//ampH//sgrR//mrcA//ebgA//xylG//ldtC//caiF//agaW//nadA//metR//bssR//gloB//tatB//ybdG//creB//yjfP//hprS//leuB//recB//agaI//fnr//mrdB//guaB//cynX//prfA//yddM//fumA//dcuA//trmA//fucI//phnH//tatA//yraJ//phnC//
GO_0044093_4	epd//cvpA//nagB//asnB//lpxH//lplA//tgt//ynfH//pstB//nsrR//yhdZ//dsbC//gshB//elaD//rbfA//dnaC//waaG//fre//ptrA//gltI//panZ//fepE//modA//sapD//fliT//yiiE//citX//
GO_0044106_5	nikE//sdaA//uhpT//rarA//aqpZ//deoA//nrdE//tehA//recQ//glnP//ivbL//hypD//rpmB//elfD//gltL//rhlE//hypC//ghoS//acrA//atpD//yajQ//rhoL//trxC//dnaN//yhhT//pinR//nikR//
GO_0044179_5	elaD//
GO_0044208_7	hofN//
