#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sgrR//ygeW//metI//ilvD//
GO_0043043_6	fumC//oppF//bfr//ygeV//chbG//ydeI//nuoF//gudP//wbbK//ymfK//curA//cca//dgoK//yejB//relA//rlmD//ade//trmO//gspI//cdaR//ygjR//fdoH//kdpC//secF//tyrR//mutH//prmA//puuP//yhfK//yggF//dcp//fabB//aroC//yadV//appC//creC//ggt//sucA//fruB//cysA//yejE//mntP//yebZ//fimB//fhlA//mutS//fmt//mdtQ//parC//sstT//ynbD//yccX//ccmH//ydfK//ybaT//yjbF//yiaL//rtcR//mgrB//fimB//rsmB//
GO_0043067_6	carA//
GO_0043085_5	dctR//clpX//hinT//ygeV//malK//ubiE//hcaE//tauD//nac//truB//holC//dcuR//caiF//modA//yijE//insI-2//tamB//ftsP//cusR//ftsZ//gntR//mutH//yjeI//
GO_0043086_5	clcB//yahF//atpA//hisH//ortT//selB//ldhA//puuD//yjjX//cysU//metC//glsA1//secF//mtn//mocA//acrF//clsB//metG//carA//cca//ydbK//waaS//agaC//cynT//ptrA//ygiW//
GO_0043087_6	phnC//frlB//yfjV//glcC//
GO_0043090_7	cysG//glnA//djlC//ppiA//entS//ygaZ//yieH//mngA//ykgO//grpE//
GO_0043093_3	fabR//rplJ//ribE//dppF//dgcM//ydaC//ibsD//ydfD//uspC//fdnI//yciA//yjhB//yadG//dgoT//secG//asd//yaiW//
GO_0043094_4	surE//hemE//cpsG//panE//bluR//hfq//sdhC//ycjR//mepM//tesB//hdfR//panD//hxpB//mreC//waaC//dcm//insA-1//rpoH//yeeY//yahI//livK//msbA//
GO_0043096_6	envC//nuoF//yqhD//
GO_0043097_6	napA//hisQ//ascF//fcl//
GO_0043099_7	ygeR//
GO_0043100_6	ppx//
GO_0043101_5	pheP//yehC//agaW//yoeB//
GO_0043102_5	ydcZ//fdnH//ycfJ//appB//
GO_0043103_7	frdC//
GO_0043111_7	atpC//
GO_0043137_6	tusA//entH//
GO_0043150_8	gltL//
GO_0043157_6	zapD//
GO_0043164_6	yhdZ//yfiR//uvrY//adhE//fecC//ftsX//argR//hybB//
GO_0043165_6	hemC//malG//astC//allB//zitB//dnaG//yneJ//gcvA//mdtQ//truC//
GO_0043170_4	mgsA//yfbV//holC//nuoN//mug//thiL//fucO//pheT//yddM//tnaC//ribD//gadX//rpsR//parC//glpA//nupX//paaB//livJ//torZ//glpD//phnI//dacC//yhbX//ycjU//yhiM//dbpA//tmcA//argK//aroP//lyxK//yoaB//yhhT//basR//treF//gabT//rpnA//map//malX//barA//ybfA//yciK//waaH//yghB//mrcA//mltB//nrdB//gudD//narK//ygfI//tig//dcm//amiA//yhbO//panF//phnO//rsmI//cusF//cyoB//fieF//ybaE//uup//alsA//hicB//pinE//sgcX//ycjD//greB//cutA//mipA//garK//bamD//rcsF//tusD//opgE//yhjX//msrA//nirC//yagI//xdhB//sdhC//ygbL//gstB//mutM//yadI//barA//fliA//gstB//asd//dcuD//ybcQ//yjiM//prpC//cysS//hypE//aceA//narI//fucK//upp//hypT//rho//secF//hypD//yjfF//gadC//agaB//selD//yfcR//ompA//asr//wbbK//ubiA//yjhI//cfa//ibsA//ackA//thiL//malG//upp//gpmM//argR//ansA//ynbD//sfmD//hybO//ftsN//nudF//glnB//yihV//cobC//sfsB//rhtC//ada//yoaA//yjjW//yqhD//rppH//mprA//hpf//uspG//dsdX//dapD//rlmL//valS//dicA//fadH//dacD//essD//sgcB//arcC//ndh//xapA//ilvE//gshB//cysN//udk//yfdO//manZ//yjhP//mscK//waaG//clpP//proS//ynbD//ygfA//ybiW//frvR//sfmF//gloC//rlmD//pabC//yciF//ssb//priC//dgcN//dmsB//pyrD//phoP//waaB//degP//trpGD//ubiI//mgtA//nirC//fecC//rlmC//ubiF//rseB//pyrL//pykA//mtr//guaD//eutB//fucO//yihP//ssuE//katE//yhhY//yehT//fre//dacD//opgH//bssR//gloA//hyaB//cobT//kdpF//cysM//rpsQ//eptC//dsdC//lolE//frdC//cbpM//pppA//fabR//cdaR//ilvH//envY//asnB//ugpB//araB//ilvM//afuC//mraZ//lysO//ybgI//znuC//rzpR//higB//clpS//panC//cynT//ivy//yfiF//uvrD//yfiE//insE-1//fadR//hofN//trmH//rlmF//dgt//rpsD//pyrC//atpE//truC//ihfA//yiaB//torD//pepD//pdeD//yggF//bamB//ymgC//purF//allB//thiM//rcsA//nrdD//fepG//dppB//tonB//glgP//dcp//proW//kilR//panE//dppA//tdcR//fieF//xapR//rsmC//umpH//hns//pepQ//qseC//intA//yedA//cheY//rluD//mdaB//yjjX//yjeH//rlmM//rpsL//hda//argA//lapA//trpL//yfiE//epmB//hofC//def//intS//mak//cyaA//htpG//ilvB//gapC//alaS//fdoG//aroL//hsdM//lolC//paaX//pbpC//hsrA//gatD//garR//mepM//mscL//tqsA//pdxA//yoeE//cycA//potI//ispU//rfaF//nrdD//ymdB//trpB//ydfG//yajQ//hscC//mreC//pspF//nemA//rsmD//dcuR//ytfE//ackA//yphD//ptrA//gatZ//paaB//ydaN//hcaR//blr//ydaC//uvrB//ygdG//lsrD//galP//fruA//bioP//bioF//waaY//asr//nagE//yieF//bamD//rhaR//fis//ynjD//hisF//cobT//iscU//treC//yqgF//roxA//tsaD//hprS//gabD//nikR//fruA//secA//afuC//lsrK//trxC//ftsL//pgaB//yggX//livG//rplN//ldrD//dppF//aroP//basS//glsB//ilvB//btuR//eutR//trpA//gpmA//symE//hupA//sbcD//yiiE//ydjJ//ybiX//ybaM//cpxR//uup//yobF//lolD//fumB//rpsJ//yajL//ygiS//uvrA//yeeY//wcaC//valS//ygeR//sfsB//hypT//yghO//nrfC//rsmA//ugd//dacA//dgcJ//bssR//araB//narH//hslV//nac//lgoT//rrrQ//dgt//rraA//aroD//ghrB//iraM//ypdC//rlmH//etk//aroE//hemH//murC//ubiC//tbpA//fsr//cecR//frr//sanA//glk//rng//yaaA//gudX//mliC//yqaE//hicB//rluC//ugpE//nupX//wbbK//glsA//epmC//yghU//ppiA//glpC//yphB//aroH//ygaH//ydgA//potI//ftsL//gntT//udp//wecE//wecB//mrdB//ybdG//pflA//phoQ//gabP//otsA//allS//bioD2//elyC//ribD//pitA//mzrA//talB//kbaZ//yejB//dgcT//yahN//hrpA//eutA//yhdW//yqgB//tesB//yhbO//uvrD//spy//yfdG//cmk//yihR//menA//mngA//yaiV//blc//alaC//ybdM//glyA//ynjD//lsrR//rof//fimD//clpP//yadV//mdtC//bioH//csgB//intE//ydfD//ygaV//iraP//fabB//moaE//nagZ//mltG//rffH//clsB//ftsQ//rep//ldrD//ftsZ//ratA//nfsB//cfa//yfeO//ibsA//trkA//minC//pinQ//cutC//ansA//fecB//gadC//dapB//topB//yehY//glnK//rhaB//bglF//sdiA//ycjQ//yghB//puuR//hisQ//cueO//narK//aldA//recC//pepB//yddG//yjaA//dcd//yceK//mdtE//yqjH//glsB//setA//rpsP//intZ//entA//yidR//tpiA//ynjD//arsB//ypdF//cydA//sgrT//ydhC//allC//galU//opgB//rraB//tadA//yahF//trg//flgJ//cmtA//mrcB//idnK//yajL//pgpC//pdeH//cpdB//chiP//idi//queF//pgrR//argG//pyrE//holC//mnmG//nagZ//atoC//cheR//ygdG//erpA//yehB//slmA//gmk//ilvE//bioA//intF//malF//dmlA//perR//dppA//idi//rcsA//holB//yohC//ybiO//nhaB//lamB//yqaE//eco//metR//ssuA//ygiV//hisC//bssR//rutR//dgcJ//glnH//yqgB//clcA//glyA//betT//trg//dcuD//pnp//alaS//ybiI//yebS//rlmD//fadD//yrfG//metQ//rrrQ//dgcE//narV//yagU//acrF//acrF//selU//flhA//ygbN//rapZ//dctR//yajO//sugE//ftsN//rzpD//fliK//mrr//glsA1//argB//gadA//tmk//yejB//hisI//pdxH//dcyD//atoB//ttcA//galR//ybaT//fimC//nikC//dgoT//cdgI//ftsX//oppB//rep//rlmJ//atpH//casD//rffC//dinQ//hyfA//rfaD//proQ//rsmB//ssuC//lacY//gppA//prpC//prmB//rpsI//yhhZ//kdgT//putP//lysS//glcF//tus//ynfF//ptsG//tatE//nrfB//mprA//nuoB//lhr//prlC//uvrY//yjjW//ycfL//flgJ//ubiF//clcB//rbfA//yhaC//gph//hisB//queD//insI-2//dmsB//waaU//eutB//phoB//glnH//sfmC//metI//yihL//chaA//holB//agaS//sbp//hsrA//blr//opgB//rplM//fecC//ldtD//ycfH//oppB//fecD//mscS//pntB//fadL//umuD//ftsQ//fliL//relB//hisM//argA//proB//ung//crcB//dgoD//kdgR//prlF//rpmB//casE//sufD//rzoD//frlC//ydcZ//abpA//proX//fabR//asnS//rlmA//pgrR//yphC//iaaA//nikD//rfaC//rhsD//ispU//fliG//ulaB//cas2//citE//hybF//potA//ftsY//rmf//ccmF//crp//dbpA//phnH//tdcA//yhdZ//moaD//frdA//yccX//pgpA//dedD//smrA//ykfI//yajL//hycH//cpsG//yhbO//sdaA//grpE//acrZ//yebZ//dnaN//alsA//speF//torS//glvB//ygbI//bcp//lacY//mipA//tdh//alr//yfdO//gcl//nrdF//ftsP//rapA//ytfP//yihQ//tilS//frdB//rfaQ//arnE//ubiB//sdaA//moaB//cyoE//mscM//ybgI//etk//garD//hrpA//uxuR//
GO_0043171_5	ygfX//ynjA//norW//hypT//yafS//nikD//hemL//nadE//hyfA//
GO_0043173_5	dctA//yfeD//ytfP//gshB//mazF//mzrA//deoR//mlaE//
GO_0043174_5	cysM//ppiD//rseP//torC//pdxK//wecB//
GO_0043200_5	kdpD//pepQ//alkB//ydfG//ubiF//ompN//ykfI//ssb//
GO_0043201_6	dgoA//
GO_0043207_4	xanP//rcsF//ftsH//setA//recR//ybdO//gntR//mtgA//crp//allR//ycjD//rayT//yehA//kdgT//
GO_0043213_7	paaJ//secF//rcsA//osmC//nsrR//ygiV//yhaO//yebZ//
GO_0043242_7	mltB//diaA//yeaK//
GO_0043243_7	sfsB//
GO_0043244_6	msrB//kefF//glnQ//paaE//arsC//yibF//fur//cutC//pspG//livG//nei//fadD//abgB//tcyP//lptA//osmC//tolQ//matP//rseC//rfaF//
GO_0043254_5	uhpA//atpB//hslV//aspC//yhgF//accB//metH//waaS//diaA//gor//ybeF//ycfL//pbpC//yhgF//insA-2//yfdO//ybiW//tdcR//araA//abgB//treF//cspD//hyfF//glnD//fre//
GO_0043255_6	wza//ypjD//argE//
GO_0043269_6	nrdF//abgT//ygfI//aqpZ//argE//glgS//pyrG//
GO_0043270_6	ugpA//dfp//
GO_0043271_6	rseP//
GO_0043335_3	ompC//cobS//msrQ//gltL//
GO_0043392_6	dpiA//
GO_0043393_5	yedX//
GO_0043412_5	glcE//queE//cueR//ispG//ydfK//narV//ivbL//csrD//smpB//ytfT//rsmA//betI//ulaD//bamD//gatD//nupG//pheS//hldE//yjhB//yhdZ//fur//cusA//grxD//ompL//xylA//hupB//yehZ//frvA//rfbD//ydaV//hprS//secM//aroE//dmsC//acrZ//yjjB//lldR//gsiC//ttcA//yciK//sfsA//gntR//tolB//rpsQ//ilvH//phnP//torY//pstS//hypC//zipA//recJ//dctA//sdiA//pckA//sdaC//tnaC//ycjW//aer//gspI//cdgI//ompL//lpxH//cobU//mepM//ycjW//galM//gpp//ykgO//baeR//rlmE//narU//queG//cueO//wzzE//prpD//dsbD//cysM//rsfS//ygiN//prpR//ymgC//gstB//ansA//sapB//wzc//rcsA//livF//afuB//dapD//cheB//nuoE//fucP//rplP//ybeY//cmoM//purR//atpH//queC//ybdN//tbpA//panZ//casE//dgoD//pstA//prfC//yieL//sapB//envY//hisB//cusR//mdlA//adiY//dtpA//phnC//wzzB//deoR//degS//argD//ybiO//ispU//tauA//fadA//basS//fdhF//birA//dhaM//ybhR//mcrA//uxaA//yajO//nrdE//aroB//bamE//osmY//clsB//iscR//hcaD//dnaB//rraA//sfmC//alkA//hsrA//hypB//ogt//cspI//lhr//trpC//ydjJ//cysC//arsC//fadB//elfC//hslU//purB//nanC//xseA//fepB//ariR//fadI//kch//dcm//exbD//ftsA//astB//epmA//mdtC//gstA//hemC//chaA//metR//yeaG//ybcQ//glcD//ubiJ//yccX//sdhE//fadR//gstB//nuoL//proQ//sdhC//msrQ//mrr//gstA//basS//fabD//yeiL//scpC//yceD//holB//ymgC//ghoT//otsA//ynfL//obgE//ahpC//epmC//paaF//ycaN//mutL//gmhB//epmA//araA//ispG//tsaD//flgD//rcnA//cusR//panB//greA//mhpB//glsA//lipB//gshA//ynjA//pgpA//mqsR//hisP//lolD//yafC//aaeB//insA-1//yfdS//pppA//gmhB//atpF//carB//uhpB//ybaL//mltD//yiaO//fadR//
GO_0043413_4	endA//
GO_0043414_4	mak//rpmG//nusA//cirA//pmbA//nrdR//ybiO//ygcW//yieH//arnD//waaG//yahF//phnL//chbF//lasT//osmC//uspF//mhpT//ltaE//exbB//yajL//dicC//clcA//hypE//yhjV//ydeE//uhpA//rplX//gcl//moeB//fabH//yjaZ//agaC//mrcB//tusD//aceK//gshA//appY//nuoB//topAI//ptsP//nadC//rplC//trmO//prfA//betI//yfeR//ydcI//betB//uidC//zraR//folE//
GO_0043433_5	chbF//ptrA//corA//yhaO//rlmA//maoP//
GO_0043436_5	glnD//ymfK//slmA//msrC//murD//glnP//eutK//gyrB//insF-1//yiaB//rihC//ydjJ//wzzB//elaB//yidE//aceF//gabP//ubiJ//secD//cspC//yafN//clpX//yebK//dapB//hxpB//atoC//ydeP//nudG//recQ//coaA//fixB//yjiR//cynS//caiT//dsbD//argR//sspA//pflA//mdtI//dgoD//ybjG//nikD//cusB//tyrR//cysK//hemH//recR//mngB//yeaG//kdsB//puuB//lolA//hflD//ycaO//yciG//ugpE//hemH//serC//recT//lyxK//creB//rlmJ//ttdB//selA//cysH//fumC//bglH//yidP//tabA//abgA//napF//decR//ompW//exbD//clsB//lplT//ansA//cueO//prmB//pdhR//murA//tufB//basS//phoR//yqgB//secF//kilR//bcsA//sseA//gor//wcaJ//yfaL//sufA//mrr//yhjA//yafE//argB//pdxK//scpC//rnt//ompN//hycH//rfaE//ghxP//tcyL//yadI//tesB//elaD//dmsB//ssuE//aroB//surA//malZ//appA//ldcA//yohC//zupT//cysD//cpdA//bcr//entE//polA//ackA//glsA//aaeA//flgK//rsmJ//ascB//tyrA//arnA//trpB//flgC//dnaN//nuoL//rnt//hscC//moeA//yfaU//idnT//rcnA//ccmE//fadB//sfsA//nuoG//glxK//adhE//intZ//livF//leuD//yidZ//uvrC//rsmJ//rsfS//yraJ//uhpC//agaD//mcrA//mobA//ssuD//rstB//cysZ//tsaD//ttdR//rplF//panC//rpsP//pheM//glnB//bsmA//nanC//potG//dinJ//lolA//mlaF//iraM//mdoG//pyrL//ubiC//hisS//ybcM//ralR//purU//purC//tdk//prs//ilvD//fbaA//fdx//mnmC//yebQ//kbp//fdhD//mdtP//rplR//macA//ypdI//lolD//icd//purN//yddG//yggE//cvpA//rfaH//sucB//pck//frlA//recR//ftsN//metH//gstA//ftnA//hicB//yehA//dgcQ//yobA//ycaO//ycdY//tufB//rlpA//rfaB//fliL//ftsA//oxc//hxpB//sspB//luxS//iscX//cptB//skp//araH//ogt//feoC//nuoN//mntS//adiY//yhgF//yiaL//yddM//efeO//nudF//agaI//dcp//ybaM//intE//ybiJ//mcbA//ybhF//hyfA//ybjI//fdrA//yidL//dapA//torD//preT//lexA//ldhA//ybgI//elaB//ybdH//sufC//atpB//ygeX//thrB//dhaL//nanE//rclR//yddM//thiL//parC//intQ//sugE//mug//glgB//mdtD//citT//fieF//codA//melA//waaO//aidB//rpnB//yihU//dicC//yghO//glnS//cusC//preA//xseB//tdcD//amiA//aroB//mlaF//hisP//gatZ//clsC//trmD//trkG//cysD//mmuP//narV//ymgA//ydcR//yidD//treB//yfeX//ydeM//mglC//fiu//rhaM//fadR//ydaC//hypE//stpA//ycfL//pyrE//fadI//coaE//xseA//epd//dnaE//lolB//rhaB//rpmB//hofP//dsbG//ygfI//yqeF//pcm//zipA//mutS//agaD//fhuF//queA//yieH//atoB//eptB//amiB//acrZ//ygiS//focB//zapC//prpB//adeD//yfdS//aphA//yciA//tsaB//curA//phnC//gpp//cbrA//parE//ybjG//mltF//intA//moaC//dppF//efp//ykfM//xanQ//aceA//mntP//yahO//rpe//xseA//acrZ//pheS//csgF//envC//lpd//hisQ//ymgA//msrQ//fepG//yfcU//pmbA//ytfE//aceB//dsbA//menA//ybaL//ppk//gor//ygiN//guaC//tas//sspB//mglC//rplQ//yghB//araG//hslR//narU//dpiA//moaD//helD//argP//fimE//acpP//rfaC//pheA//potC//cstA//yqaE//znuC//yfcP//kbp//setC//murD//rmf//amiA//waaF//ybdH//hycA//ybfA//tdcE//yccX//mocA//insA-2//rbsA//fucK//envZ//frmB//hslV//entH//aas//arnT//roxA//araA//scpC//yqeF//cysS//uspF//arsB//nanA//hfq//ribB//cpxP//folM//rhmD//srlA//rmf//fimD//alkA//osmY//maoP//cyoA//hisQ//
GO_0043438_6	uxaB//
GO_0043442_6	sgcB//
GO_0043455_5	radD//zupT//paaZ//pgk//
GO_0043456_6	nsrR//
GO_0043462_6	mscM//manY//parC//cecR//priC//ynjD//
GO_0043467_6	potG//glnL//
GO_0043470_6	glxR//ugpE//yfgJ//thiH//
GO_0043471_6	mzrA//lgoD//fucA//
GO_0043484_7	yihO//
GO_0043487_4	dnaN//dgcT//phnI//gltS//ftnB//ybjC//
GO_0043488_5	rlpA//arfB//zitB//cusF//rssB//
GO_0043489_5	acnB//
GO_0043543_7	caiT//topAI//tap//uraA//yceD//fepB//mlaE//srlA//ydjK//murQ//fixB//ycjY//ndh//
GO_0043545_5	degS//pdxA//pitA//sdaB//ycbX//mnmE//ilvB//manA//aroB//cbpM//allR//
GO_0043547_7	uhpA//yhjV//yajQ//
GO_0043549_6	luxS//glgS//
GO_0043555_5	yadV//dinB//
GO_0043562_6	pgl//malZ//
GO_0043570_6	pflB//mdtP//pal//
GO_0043571_7	uidC//afuC//yhiM//
GO_0043603_5	rfaD//trpB//fadD//pgsA//ytfT//bluF//malQ//ompA//aphA//sucD//glrR//csgD//sgbE//maeA//ykgF//yeeJ//ygcO//pepN//yjhI//ompL//ssuA//gldA//tyrS//ulaB//agaC//cadB//malG//erpA//ais//lolE//gcd//ydiP//brnQ//ydcM//bdm//rsgA//yahO//alpA//cysQ//kefB//pepB//rsuA//ynfF//yghG//casB//ompT//araC//seqA//alpA//phnL//truB//yqgF//rzpD//rpsS//hslO//rlmB//truD//menA//yeeJ//ybaQ//fruA//yphD//dps//umpH//ompG//acrB//puuD//sspB//yhdJ//ibsE//uxaA//dapD//yihW//oxyR//tauA//yneL//mlaC//exuR//hprS//glnD//fbp//mreD//yjgX//dtpC//chaC//arnA//paaE//ydeI//mlc//aroD//ibaG//ydjL//truB//frwD//serS//dnaB//pliG//fdnG//cbl//ybiI//flgI//recD//elfC//fucK//lgoT//prlF//yjiX//entS//frmR//aspC//thiL//uof//yeeY//potG//yacG//amiD//elyC//alkA//uhpT//mngA//htrE//yddM//fimE//lapB//yjiQ//yfiC//yrdA//
GO_0043604_6	bdcA//slyA//tauD//pdeH//gstB//glpG//aaeR//cadB//yahB//mdtJ//flgA//hemA//ygbI//glgC//ompT//lpoB//gntU//tpx//mqsA//yajL//melB//pinQ//ydhK//ybhG//fruB//ribB//cobT//yfdR//tolR//polA//flgJ//galU//metI//glnP//brnQ//phoP//ubiJ//yneJ//srlE//gltS//fdoH//asmA//kdpB//trkG//yohD//rluD//rpmB//pgrR//amiB//yihO//ssuC//rffT//adhP//hemC//kduD//mutH//mltA//thrC//yiiD//yegT//ybhJ//mngB//wzb//mtnN//cas1//fliA//yfdG//fre//hprR//agaW//infC//ttcA//rho//potH//arnA//cbrA//fimH//agaC//galU//mazF//mtgA//ubiE//uhpA//napD//ampH//xylA//purN//livJ//rnhA//insB-4//osmF//cysD//mgtA//ggt//phnL//lepB//sapC//hicA//ybjL//
GO_0043605_6	yadM//borD//melR//ybiA//csgD//
GO_0043610_4	yciK//
GO_0043624_6	rof//yqgB//fabI//nagZ//cheZ//metR//ybbW//
GO_0043628_9	hslU//rfaF//secB//
GO_0043631_7	nanC//mpaA//
GO_0043647_5	rfe//npr//
GO_0043648_7	lapB//lsrA//ligA//lpp//rusA//lhr//cedA//rsmJ//yjiY//dsdX//mntS//ydjL//ldtD//yegS//ydcT//cbpM//ymgA//gpt//viaA//murD//lptG//frmA//yidQ//tdh//radA//dnaE//cspE//wecC//folM//yeeO//yhaO//tdcB//potH//yoeE//yhbX//udk//mcrA//truA//slyA//ascG//bglJ//accC//paaA//dld//hofC//ilvN//yahI//lptD//ykgA//sugE//mdtC//mnmE//csgF//entS//rraB//pspC//sufD//fecB//frwC//yfcF//gudX//iraM//yihQ//yiaL//crp//torY//patA//yegD//pyrL//uspG//hdfR//nikB//prmC//mepA//
GO_0043649_7	napC//malK//rsmA//helD//yjjI//cusB//dfp//kilR//elfA//prfC//cpdB//
GO_0043650_7	yghW//rhaS//gntP//ftsW//ssb//hybB//pgl//citT//hipB//rlpA//slyD//glsA//aroE//topB//ydgA//kup//casD//mprA//bamC//ybgI//dtpB//epd//mntH//ygfI//gloA//thiH//cobT//
GO_0043686_7	asnS//
GO_0043687_7	chbR//sbcC//yicJ//csgG//emrK//tufA//ybiJ//
GO_0043708_5	phnH//aqpZ//sdiA//nlpI//yddM//rsmI//tdcD//yohC//fieF//gspJ//rpnA//casA//hofP//yidE//glgA//
GO_0043709_6	sugE//hofC//flgJ//rplW//tdcG//amiB//msbA//rmuC//gshA//
GO_0043711_5	upp//ppiC//ynbB//orn//gpmM//csiR//ampE//cysQ//truC//folE//insA-1//creC//sstT//hycB//eutB//fdnH//bhsA//araB//rfe//nhaB//fabD//
GO_0043900_4	preT//rnc//higB//rfe//ushA//gsiC//rhaT//uraA//sthA//dtpB//hisP//ycjU//potC//
GO_0043901_5	gadX//frdD//gldA//rsmA//
GO_0043902_5	nrfD//yihR//
GO_0043933_4	ldtE//yhjX//rfbC//insI-1//dacD//lpp//ybhI//gyrB//paaF//mdtC//bepA//yqjA//yggW//mioC//phnG//cyoE//prs//hicA//cpxP//rlmM//yjfF//entF//cobB//marR//sgrT//hdhA//cutA//cyaY//maeA//yidH//psuT//nagC//eno//phnK//hyfR//yjjX//ygaH//entB//speD//ycjP//yjiY//ybiH//fdhF//elfD//uhpT//uidA//yadM//nikE//dsdC//pspC//sstT//rodZ//ybaT//yidR//glvB//hybF//torS//nhaA//hybB//ibsA//cas2//dppD//oppC//pinR//yciA//frsA//yoaB//fic//murJ//mepS//soxR//yeaE//fliA//betI//yfiE//lepA//miaB//purU//mdtO//ycdX//xerD//yahB//ampE//lsrG//cynX//rlmE//norW//ymgA//dhaR//edd//yfcU//glgP//arnE//abpB//selB//nirC//aspC//yqaB//ompA//murP//
GO_0043952_7	thiM//galT//kilR//yciA//glpA//
GO_0043953_7	dld//parE//sutR//ybdR//
GO_0044003_5	truD//ybaK//pabA//diaA//
GO_0044004_6	hypF//secA//agp//ptsN//
GO_0044010_5	evgA//malF//gloB//potE//radA//ampH//arcB//murG//mcbR//prpD//ydeI//kch//appY//yfiR//prlC//allR//ytfR//tdh//acnA//nikA//nemA//mgtA//csgF//mglA//mlaB//ttdR//pinE//dgoA//yejE//sfmD//
GO_0044011_4	elfC//rpsO//ygiV//setB//prs//ssuA//queG//zapB//
GO_0044036_5	hsdM//narQ//cobT//chpS//chbF//speE//mscS//lpp//sucB//grpE//frvA//chpS//gsiB//clpB//sugE//waaB//rfe//seqA//fadJ//mltD//pgaB//ddlA//yraN//yhgH//yphC//ydcR//dsbC//waaO//rcsC//puuC//yahI//puuC//dapA//yieH//entA//cusS//paaB//yjiA//ybiV//sgbU//cstA//menI//yeeO//murC//metB//yebQ//dgoR//
GO_0044038_6	ybbY//rapA//menH//phnO//hcaE//hofC//sgbH//potF//yqaB//sulA//ebgR//zapC//fhuB//csgB//flgJ//phoR//trxC//nudG//ompW//yahF//pckA//nikD//fucA//narY//fepG//speD//cyoB//cysG//insH-6//chpB//crl//yodD//rpsN//frvA//tamA//tehA//yaiV//hypF//umuC//sapF//insI1//ybiT//metG//
GO_0044042_6	yphB//cbrA//soxR//tsaE//hisD//phoA//mhpC//ibsC//yibH//cstA//aroF//lpxC//rlpA//adhE//ubiC//ycjP//wzyE//uidA//cobC//rcsA//surE//
GO_0044070_7	hlyE//emrD//ycbB//melB//
GO_0044085_3	crp//ftsN//tpx//recT//ycgR//ydgA//yegS//cydA//blc//ibsA//waaB//patZ//dnaB//frwC//yibH//uidC//gutQ//mdtN//rbbA//
GO_0044087_4	kdsC//betI//bioP//moaA//glgB//fdnH//dcd//dppD//orn//osmC//yfiF//arsB//efp//manY//pabA//yfcQ//maoP//glrR//xylB//cvpA//hscB//ynbD//mdtK//thrL//rhaA//acs//rep//dacB//yddM//topAI//tyrB//nrfD//ynfE//phoA//
GO_0044089_5	dpiB//yceD//hyaB//ybdR//endA//glnA//ffh//cusF//dnaN//gabD//yegT//wbbK//ilvL//
GO_0044092_4	yibA//dppC//yggD//gspF//xapA//mdtE//yihO//hemN//paaH//holD//mutS//nanC//fbaA//nuoL//xylA//yfcR//melR//srkA//acrZ//rffC//mtfA//gudX//guaD//dgoR//gadA//hypT//abgB//ddlA//ybcQ//tyrS//fdoH//rfbC//ulaC//ais//mscS//uhpB//
GO_0044093_4	yhjA//ftnA//pdeH//hcp//lplT//hypA//rof//emrE//arfB//msrB//citT//tufB//trpL//hyfR//yqeA//mtr//lsrD//glyS//atpA//hemE//guaB//agaS//recX//tisB//fbp//secA//cobT//
GO_0044106_5	purD//glxR//ytfE//paaA//tpx//yebC//yraH//ibpB//selD//sdaA//ldhA//dgcQ//gatD//pabA//agaI//fiu//secG//ccmG//rzoR//metB//ydhK//yebZ//pstB//lpxM//trmL//pdxJ//emrK//
GO_0044179_5	argI//
GO_0044208_7	lolE//
