#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	eutR//fnr//cbrC//aroD//
GO_0034470_8	trg//rnhA//csdA//napA//waaY//gpsA//ribC//gcvR//nuoB//ygaH//glnE//mscS//secG//yjiY//rfbX//hyfR//lpcA//fau//rpe//yaiP//idnK//tktA//fucP//ruvC//ygcW//adk//ptsH//mgtA//nrfF//yadV//sdhB//cmk//rayT//rimK//rof//yqeG//scpC//cpdA//aroE//seqA//yfeO//agaC//murG//endA//tcyP//murA//metH//yigL//lolB//nirB//yhiM//nanC//appB//galM//tisB//rnlA//yjbG//plaP//plsC//arcA//xapR//pheP//trg//degP//chbC//atpE//ybiS//ubiA//tusC//ispH//trpB//ldrA//sodC//rluB//trpE//yabI//rhaB//arfB//glsA2//ybiX//emrE//prs//pepA//fimE//eno//rayT//pdeK//pyrG//argK//chbB//hofM//tap//rsmG//ynfE//
GO_0034471_9	yehD//hybE//acnA//torA//
GO_0034552_7	marA//
GO_0034599_5	fieF//sfmH//motA//yhjV//rplE//hofQ//gatY//vsr//pgpC//elaB//ybaE//rbsK//yoaB//greA//emrD//ygeW//cpxR//citX//bluF//dkgB//ubiC//ybhS//elaA//
GO_0034605_5	kefF//fklB//fimZ//yjjW//rluC//nuoI//add//der//yhdZ//
GO_0034613_5	cmoA//yafQ//ilvM//ybbN//rfaD//ydcO//dpiB//frr//hofO//fimB//ycbV//hisA//fucO//yjbG//ydeI//nhaR//sbcC//
GO_0034614_6	yhdW//intE//fdhE//rlmB//murB//waaF//sapD//iraM//srkA//gutQ//ptsH//murI//ybhF//
GO_0034620_6	dcuC//feoA//narL//hisG//
GO_0034622_6	rpsG//nadC//dsbD//yehD//alsB//pepN//ispF//mtgA//speG//focA//tatE//yjhB//potH//cspE//mobA//rplO//elfD//ssuE//rimL//paaG//sufA//adiY//nhaB//livF//recO//yciH//tadA//lpxM//nrdE//ydcR//menD//kdgT//ibsE//hha//cutA//sstT//rpsN//yiaT//ftnA//ygfZ//yehZ//
GO_0034627_10	leuB//hflD//xylR//nagB//eutR//
GO_0034628_9	lgt//cspC//puuD//trmI//waaH//
GO_0034635_6	kdpB//cyaA//trpC//yjfF//ydjK//yobF//
GO_0034637_5	deoR//puuE//mdtP//csgB//phoU//cas2//rpoA//cusR//eutA//tolQ//ubiE//sfmC//yfbR//moaD//sfmA//ydgA//lldP//gyrB//psuT//rcnB//msrB//yeaG//ybjX//argD//asnS//rsgA//gstB//nanA//cspB//araF//gyrA//pphB//mltF//gor//ariR//zntR//feoA//speA//citE//ompT//rcsA//acpT//aidB//yghG//dsdX//yidC//dhaM//mdtJ//prmB//tap//
GO_0034641_4	fdx//creC//fucI//agaW//mdtM//ushA//livF//hipA//lexA//yeeY//murA//cra//hda//rhaR//idnD//elfG//gsiC//yihT//gabD//narX//nrdE//rutG//sfsA//rplY//bioD1//pspG//rfaD//moeA//gutQ//dhaM//ydiP//malZ//yajO//ycdX//lptE//yabI//yafO//yhbQ//uspC//yagJ//msbA//lpxC//narZ//ushA//ldcC//yajO//rutE//ssb//narL//ispG//ygbL//rplT//lpcA//yhdH//bioF//lsrB//nemA//era//proV//yoaA//bdcR//kdpC//ugpB//mlc//yehP//ydeM//gshB//tap//treA//cpdA//rsgA//appA//patZ//asd//gloB//yghU//pstA//ydhJ//flgC//flgF//oppC//fnr//rutA//hslO//tadA//lpoB//atoB//ileS//ybdH//nagK//yagU//yhjA//ascF//kch//comR//ppsR//codA//recN//narY//iraP//fliG//hyaB//dgcM//dgcM//cueO//hsdR//entE//cdsA//trmI//rsmC//pinQ//rplP//yjcE//ybjX//sbcC//ralR//psuT//mdlA//lysR//cbrC//hisD//yjiR//sfmD//ycgB//cysD//artJ//tnaA//aspA//treR//hyfA//yjjV//pdxY//wecB//phoE//kefB//trpE//ddlA//yeaK//rluA//pdxH//abgB//dgoT//ybfA//oppB//yggX//atoS//ibpA//yghG//fumC//cobU//yfhM//nudC//ydhK//uvrY//bisC//gcvP//yafO//insA-2//rtcR//menB//bssS//dacB//nlpI//glcA//yqaE//dgoT//cbl//fadB//argD//yhhT//coaD//lgoT//xerD//nadA//mtlR//ilvC//glsB//rhaD//hslJ//trxC//uidA//adiA//trmD//yciT//sbcD//speD//ddpA//yraN//fadE//pheS//ydjE//yajL//fruK//mdtK//sfmC//sfmC//gspF//prmC//yghU//minE//rplC//yfcS//metF//yphB//codB//fruK//yidC//trpL//rplS//ldrA//aceK//gadW//hypT//lepA//mqsA//rlmN//ubiH//wzb//rpmH//brnQ//ccmA//hmp//pgpA//ndh//soxR//uspB//kdsB//frlA//gsiB//hypD//manZ//ihfA//hflK//fecB//sugE//idnT//ybeQ//nemR//opgH//truB//yaiP//rbsK//mgrB//ompN//xapR//prmC//tbpA//rfaG//kbaY//diaA//prlF//ychF//miaB//rsmA//dppA//slt//livJ//bglH//yahB//ascF//nupC//yhfK//ybhS//dgcT//ihfB//carA//gcd//adiY//flgC//trpC//lysC//trkA//ulaD//ccmF//hokB//yjjI//yihL//nrfA//hcaR//eptC//yaiV//insI-1//mdtK//glxK//deoA//ebgA//yphB//lldR//yedX//pbpG//uof//yfdR//yfiC//rihC//hyaD//dadA//bcr//uup//abgR//cbrC//yfcU//nuoN//yfcF//mngA//secE//yghB//flgA//yehU//ydjJ//yoaA//yihW//aceA//sgcC//mhpB//nanR//hemF//gstB//gudD//gmhB//tdh//bglH//mobA//aroE//pepN//era//ynjD//rlmH//gltI//ydaV//rluC//trpD//mdoD//xylG//ybaE//recX//aroF//baeR//narH//yihU//rlmE//yhcH//cydA//asnS//waaB//sbmC//mltF//flgK//solA//cedA//tpiA//clpS//nrdI//yaiW//dkgB//preA//yjiA//acs//frmA//yjjI//fdnH//rfaH//narV//yoeB//ybhI//msrC//yhjX//ampD//glpD//fecD//yjjW//rclB//gutM//rffM//accA//dxs//speE//adhP//cedA//arcC//yeeO//satP//treF//ttdR//glpD//cynS//pgaD//oppD//yhcN//galP//plsB//frsA//dinB//atoB//uvrY//nrfF//sbmA//folC//serS//yfbR//dmsA//paaD//dapF//dapF//tauB//rseP//ldhA//yagG//yeaD//gudX//caiB//lamB//ydcP//queC//mak//proW//pdxA//satP//yjhC//uidR//aspA//clpA//ygfI//cusB//ebgR//grpE//glpK//uvrY//yahF//csdE//setA//pgm//ydiV//agaD//tag//hisS//dinI//fryC//sugE//mgsA//hofO//entC//tolR//yagU//ymdB//znuB//kdgK//ybgI//chbB//holB//narQ//recX//abgA//sucC//sufB//cecR//yjhC//erpA//metN//epmB//glpF//ldrA//cysU//uxuA//symE//ettA//flgF//ycdY//sapA//baeS//rutB//mreC//mdtD//clpP//rihC//pinE//putP//patA//proV//idnK//nlpE//hemL//tsaE//rnlB//yqiJ//casB//bioC//acpH//fhuD//dgcQ//ascG//ybdO//narZ//cyoE//cheZ//queD//ushA//rbfA//arnA//codB//ydcZ//nagD//recX//metL//rnr//yhbO//pdxA//metR//btuE//yiaU//yqjH//cbtA//pgpA//lit//lysA//slyD//phoA//nanC//mrr//pinR//yeaK//puuR//ulaC//era//ftsB//xisE//clsB//ygiV//rpsS//hinT//etp//ygcO//rplW//rpsG//sdaC//yeaG//bdm//yjfF//pstA//agaW//yddM//asmA//nupC//moaD//ynjD//ydeI//deoB//yafS//yfeR//eutB//yadI//aroE//metG//fbp//amtB//mraY//gspI//hisI//nimR//kduD//topA//mdtO//paaB//yidH//yehW//rplD//fepA//prfB//gdhA//ygbI//gadA//ppiD//ydiO//uvrD//ascF//dkgA//yidH//ynfH//murB//ligB//ypdI//lptB//ydcT//asnB//metR//serB//tatA//yaiW//wzb//fetA//tag//hemB//tktA//poxB//galR//sspB//yaaJ//cbtA//purD//gpmA//rfaH//exbD//frmA//sodB//cadC//cspI//endA//btuB//perR//atpH//sgcC//apt//yfgO//yhjC//yadC//abgT//lapB//tdh//yghU//dcm//dppF//ybiX//gldA//paaC//rclA//alsE//ftsK//torZ//focA//prfC//tatD//ygjK//glcA//npr//atpD//frwD//rplN//acrR//yraJ//bolA//murG//sufB//glpC//fliA//shiA//abpB//torS//pncB//seqA//caiT//yeeJ//glpB//ybfA//flgF//sfmA//tmk//flgA//ygcO//trpS//rihA//dam//lolE//mak//yibF//trpGD//emrD//aroP//crp//yidA//thyA//umuD//ybdH//manZ//yraI//malQ//gpp//ybdN//ybcQ//kdsA//fis//lgoT//yciH//mdtI//panB//tnaA//yceO//murI//tig//betT//sstT//rpsB//trpA//kdgR//lolB//glrK//dgcN//glgC//gsiC//yfjR//fimH//rclA//topA//flgG//waaO//yhfS//hicA//mtlA//hemF//recG//gsiC//metQ//yieL//treA//ariR//yjiQ//pabC//secD//gadX//galF//scpB//cysI//rnr//abgB//gspJ//gatZ//trmO//preA//acpH//adiA//dsdA//rpsR//gutM//dgoD//fryB//ulaG//rapZ//speC//gcvP//adhE//csgF//yciH//bioB//iscR//phnC//fdhE//yabI//yehX//emrY//alkB//caiF//dgoK//hemF//fadJ//arnB//ycjP//cecR//cas3//adiY//acrE//ybiS//ralR//rplJ//mlaB//bamB//yadV//lldR//mnaT//ogrK//cho//pfkA//paaJ//cysM//torC//rpiB//radA//blr//yraJ//intS//murF//waaH//priA//ibaG//uxaA//mutH//lldR//dcuD//shoB//lptC//iscS//wecE//mrcA//yghG//uxuR//rpsA//arcC//yjbG//luxS//glpC//rfbX//ompT//exbB//yaaJ//ytfQ//alkA//yraR//rsmJ//bfr//argT//raiA//norV//ulaD//yjiM//hisG//rpsN//ydiQ//ileS//
GO_0034644_7	envY//yggX//
GO_0034645_5	aroE//yhjC//nusA//smpB//rsmC//rimP//bcp//mngR//msrA//uvrC//dhaL//yjhI//yrdA//rpsK//dsbA//yddA//panZ//rluD//thiI//yaaU//ybaO//acrB//ldtC//ydjK//pnuC//pbpG//acpP//asnS//fieF//malX//fadL//psuT//zwf//tesB//xylF//tatD//bglJ//rlmJ//dkgB//cycA//minD//rhaD//ybaT//csdE//sspB//agp//recJ//lysC//rbsD//minE//blr//yjfP//rzpD//yjhB//dsbA//ytfT//degP//ulaD//atpG//chiP//yiaA//lysC//glvB//fucP//mrdB//rseB//waaJ//ftsE//pdeD//serA//sspB//lolB//pbpC//atpH//uvrC//lsrK//srlD//folA//intQ//lysU//yhcF//cobB//sfsA//yihO//hupA//ascB//radA//hxpB//yfiE//trmD//paaE//spy//yebS//malS//mdoD//yjeI//envR//pabB//holB//tusD//ubiC//bcp//truB//adeP//feaB//wecC//ygaZ//garP//gadA//intE//accC//aqpZ//ttdB//nrfE//comR//rzoR//yihS//lolA//rcsA//malE//hscC//menI//wzzE//marR//elyC//hisH//uup//rnc//aceA//mak//mqsA//cho//yjhB//nupC//tdcD//hipA//hisM//sodC//cysA//basS//phoE//rsgA//btuB//dinB//ydiO//glnL//narU//ygbN//ftsA//opgC//pncB//hyaD//dmsC//yohC//ydjJ//iscX//yphF//lptA//setC//envZ//dicC//yeaD//argO//dapD//ddpA//fhlA//uvrY//narZ//dacB//frdC//fecA//cusS//fiu//arnD//waaS//solA//yfiR//ralR//fumC//yeiL//mdtP//lepB//smrA//mntS//yciK//brnQ//menI//hofQ//ravA//folC//xseB//dsbC//azoR//yebK//yhgF//gyrB//tig//vsr//kefG//tyrS//helD//lptC//deoD//hycH//ndk//yadC//raiA//yidQ//ptsN//yafC//hyaD//pflB//aphA//etp//cusF//pepN//nei//asnB//gspJ//sdhE//cheR//pepT//nlpI//gfcE//carB//yqeG//rpnC//yqiH//fucI//gltX//ybdH//yciA//amiB//degP//fadE//mreD//yhbO//rfaG//uspC//sgbH//ynfE//gloC//cmoM//pdxJ//rsmG//mltC//ndh//xylA//yraK//greA//pgl//zur//potB//mfd//pmbA//ydeE//topAI//sgcA//nagD//rhaB//ilvL//glpR//mdtJ//waaU//rsmA//prmA//pepN//dam//dgcM//eutR//rstB//waaC//csgF//hisS//frc//pheP//kefC//lgoT//yahI//cysK//yhaO//rof//bamC//hcp//hybA//dsbC//sodB//potA//cyoD//agaB//nadK//pyrG//yihS//rutF//ybhS//ddlA//gntU//ynhG//ilvM//yfcP//gsiD//iscU//lsrR//norV//
GO_0034654_5	arnA//lrhA//fdoH//ptsG//murE//nimT//pdeF//glnE//tatE//cysU//waaZ//potA//leuE//stpA//yjjU//ttdR//dgcN//fic//yehB//recG//cheW//dusC//cysD//dctR//sgcX//gadW//pyrH//ydiK//ssuA//cspD//dnaE//ppsA//yphC//sgcA//ydhQ//gntK//yadC//lptA//lsrA//fnr//insK//cyoC//bcp//narI//mutL//cysA//ybjL//focA//lamB//ycjU//yehX//hisS//ybaT//pspC//yihV//psuT//rluA//lpxH//lspA//yhhZ//rhlB//elyC//pgl//pagP//yccX//aspS//glcC//srlR//yodD//ychO//epmC//acrR//ynbC//rpsO//ldtC//yhcD//fepG//tomB//gcvP//paaX//katE//pstC//livG//mrp//ycgB//rsmG//murA//rsmB//dkgB//livJ//potB//dauA//coaD//folC//def//yefM//wbbK//hflK//gadC//ybiY//recE//rplO//cvpA//queD//yqcC//rplN//wzyE//lon//aaeA//panC//mdtA//hprR//mioC//rfaF//yhaV//ydiK//yhaV//pntB//ykgA//glcA//aes//phnK//mrdB//flgI//dicC//phnN//rpoE//ftp//ymjB//fdnH//zitB//soxR//ugpE//astC//priC//higA//rpsH//ydjL//paaX//mepA//ihfB//gadX//sdhA//rhaA//clpA//cyoB//fdnI//nirC//yhcD//recE//pykA//ruvB//garK//csgD//bisC//yeiE//pstC//galF//menB//recR//yhbY//artP//csdE//tehA//tauC//ydeP//rpsG//trpA//ycfL//holA//metI//cusA//kdsB//rutB//coaE//lhr//hyaB//manX//guaD//mrp//adiC//serS//nikE//kdpE//ddpX//dfp//pgk//sdiA//cobC//yjhG//alaE//yedL//rpoS//yhjD//malK//yehU//ubiH//yraH//yqjH//slt//gntT//elaB//csgG//yjcO//hybD//lpcA//minE//dhaR//znuB//mhpD//fliK//xseB//lysS//dgoD//wcaB//nupC//def//priC//dctA//malG//mqsR//glcA//dgoA//lsrA//feaR//chbA//mltG//cysN//yiaA//sfmC//emrK//yfcP//cheW//frlA//rfe//btuF//insB-4//agaI//mngR//yhdW//pitB//yghB//symE//sapF//mdlB//yiaU//rlmA//argA//glnP//napD//surA//yaaY//rpsT//srlE//panC//sfsB//ltaE//csiR//chpS//
GO_0034655_5	nuoH//yhaC//citX//sbmC//cysK//yeaK//relB//nupG//torC//sdhA//purR//intE//bglF//lldP//cyoE//insI4//dtd//lsrB//ybcF//umpH//cysK//cecR//ribA//cfa//ibsD//fadR//gapC//frlC//mreB//ycaO//oxyR//yebG//atpA//lpxD//symE//fdhD//ppiC//potD//mltD//yahO//ilvA//ftsW//eutB//yfdS//elaD//yfdG//mglA//msrP//ypdA//sdhC//narL//pmbA//diaA//adk//fixB//dctR//lptC//xylE//mzrA//yhdH//btuR//pabB//ygaV//nrdH//yidK//casA//fepG//tdcE//yfcU//cadA//soxR//tdcE//narK//
GO_0034656_5	yahF//cirA//marA//ttcA//ycjU//ulaR//ygiW//leuC//ihfB//ygjR//bamA//maoP//tdcR//
GO_0034660_7	ppsA//mutS//ydeT//yfbU//glcB//glmM//ynaI//lapA//metL//sbmA//yiaF//yihL//ynbB//yhhT//yedL//ppiD//yciA//fimB//cyoB//ytfP//ydhQ//ampH//bsmA//kdsB//pgpA//ldtC//rnhA//glvB//nrfB//narP//fumB//hisM//trmH//relE//queC//hipA//potC//btuB//gabT//oppF//ubiH//flgM//udk//yqcC//mdtI//sohB//insH-6//ygjK//bglA//arcB//cbeA//trmH//gor//uxuA//gsiD//ybdO//secY//rseP//yfeD//yejE//ribF//glk//pgpC//mutM//glpR//hsdR//yadG//ppiC//murJ//kdpA//aspC//ppx//iaaA//slyA//galE//mdtD//gspI//glpF//ravA//abgB//glmM//dtpD//cusF//cysM//yehZ//sdhD//frsA//ybjX//cpdB//dnaE//hslR//rhtA//insI3//ilvL//ebgA//phoR//yijO//csgA//garR//metL//waaJ//potI//speC//ftsX//dctR//csgG//nrdG//suhB//rffM//yiaL//lpxM//ybcQ//gph//chpS//chpB//yeaD//rpsM//pntB//uvrC//dgcT//dgcT//yqeG//
GO_0034661_7	cusA//aidB//fis//nrdB//
GO_0034755_9	scpB//pcm//dppC//flgJ//
GO_0034762_6	queF//hisG//dmsB//pgm//yehY//tmk//atpH//yqcG//
GO_0034763_6	dnaA//pepB//
GO_0034764_6	aroF//wecC//
GO_0034765_7	grcA//rhtC//yihX//cmk//sapA//rplX//cbrA//
GO_0034766_7	cbeA//
GO_0034767_7	lsrB//phnH//
GO_0034775_7	ada//ompR//folE//xerD//mutL//
GO_0034983_9	dsdA//phoA//
GO_0035235_6	ybhR//elaA//yebZ//potA//
GO_0035303_8	rpiA//djlC//ycgR//rsgA//yqiG//
GO_0035304_8	rpsG//
GO_0035306_9	nfuA//
GO_0035307_9	rpsD//
GO_0035335_8	oppF//yjcO//yahI//
GO_0035344_8	mqsA//tatD//
GO_0035350_6	yfcU//
GO_0035383_4	manY//ybaQ//acpP//hofO//asmA//uspC//deoD//yadM//
GO_0035384_5	yghU//nagK//
GO_0035429_8	ddpA//mtn//tyrR//rlpA//focA//narV//
GO_0035433_7	purC//puuD//
GO_0035434_9	ybjX//arfB//ilvB//lpp//trmB//
GO_0035435_9	fdnI//ychO//yfaX//ihfB//iscU//ompC//waaH//fixA//pyrL//
GO_0035442_7	pfkA//recX//yggP//yjiA//ybcL//mtr//rpmC//chbC//bcr//cheB//htpG//
GO_0035443_7	gpr//lolC//paaF//frlB//yidQ//potE//ghxQ//yhbQ//
GO_0035444_9	cheZ//yjjX//dusC//lptE//yggD//rpmE//nrdR//
GO_0035461_6	nirD//lsrC//ygjH//eutA//ddlB//brnQ//lacI//hypB//caiT//intS//
GO_0035510_7	ycdX//pgk//nadE//intF//rhaM//
GO_0035511_5	ykgF//
GO_0035513_5	bamE//
GO_0035524_8	paaH//
GO_0035552_6	purC//
GO_0035553_6	nirC//
GO_0035556_4	panE//rapA//glrR//agaS//oppD//fabH//sdaB//yjjB//torA//yjjV//ccmA//zinT//rtcR//ghrB//kefF//rnd//lsrA//chbF//ratA//cmtB//amiD//glgC//trpGD//dsbC//eco//sgbH//dkgB//yidD//accA//tauA//mutM//narY//ispB//fdnI//fecA//umpG//scpC//deaD//moaA//ygjH//nagB//melA//trg//ttdB//zupT//nikR//
GO_0035600_8	yghW//
GO_0035601_7	dedD//rayT//topB//
GO_0035672_6	pyrL//dacB//purU//pgi//fliK//fabI//waaZ//tolA//ynjA//cysW//azoR//frlB//rluD//blc//fabD//nfsB//rhsD//narP//caiE//ghxP//
GO_0035690_5	ybeF//nrfC//ppk//yaiV//asnB//narP//dinB//psd//chbC//csgF//rarA//
GO_0035725_9	melA//hybO//yeaK//arsR//prfB//dkgB//trkG//
GO_0035784_9	fucI//
GO_0035821_4	mscS//gatB//rnr//ushA//rng//
GO_0035864_6	yhjB//
GO_0035873_8	ygiN//lpd//
GO_0035890_5	exoX//cytR//rzpR//pfkB//
GO_0035891_6	ldtB//rhaR//murA//fliS//
GO_0035966_4	yfcU//yfdR//ykgO//cmoA//hycH//dbpA//menC//
GO_0035967_5	sufD//pspC//yidR//eamA//rplM//
GO_0035999_5	cdh//deoR//frwD//yidR//
GO_0036001_7	gspI//
GO_0036046_8	yfcQ//
GO_0036047_9	nanR//
GO_0036048_8	panZ//
GO_0036049_9	ivbL//
GO_0036088_6	napC//
GO_0036103_6	rusA//yihI//
GO_0036104_6	rbfA//tehA//
GO_0036172_6	yihV//
GO_0036211_5	speD//galE//ydeM//aas//bacA//pyrD//hypB//bsmA//ftsA//hyaC//hypB//lptF//yfcS//accC//cysI//trpS//yjhC//yphC//ymfA//lon//tdcA//araA//yebG//rffH//rsuA//dcuA//yahI//gudP//dcm//tatC//pbpC//agaC//rplM//phoQ//fixC//ybhG//patD//cysZ//dacD//ynhG//groS//ppsR//ygaZ//prpB//xapA//yihR//xapA//ebgA//ycaO//tcyP//alaE//idnK//hrsA//glvC//betI//clpB//sdhB//yhjA//accB//yoeB//dld//ecpR//ptsI//ahpC//ascG//pinR//murP//nlpI//nimR//add//mukB//cpdB//groS//lnt//rspB//tdcE//gntP//rpsJ//cbrA//ftsK//gntK//cptB//nlpI//rplQ//ymgF//rluE//hycH//ghxQ//hscB//hofC//pepB//yhdJ//ypdC//uxaA//yehB//ugd//baeR//melB//asnS//uxuB//potA//deoD//rclA//cydD//mdtO//ileS//gloB//cmtA//pabC//pgaA//fliZ//pldB//yciK//dsbB//dctR//rcsD//dmlR//nfi//ybeY//hlyE//sdiA//rusA//mazF//amyA//sdaC//hrsA//srlD//rpsA//btuF//dgoD//phnP//phoR//ydhC//ybjL//amtB//yfiE//tauD//topAI//yghB//btuR//menA//ynbC//
GO_0036214_3	garP//
GO_0036265_6	yahF//queC//yegD//waaJ//
GO_0036289_9	ttdT//ydeE//
GO_0036293_5	entA//thyA//yehZ//
GO_0036294_6	dgcM//pbpC//gcd//
GO_0036388_7	recR//
GO_0036447_5	dicA//ydeT//hofQ//
GO_0036448_6	lepA//thiE//envY//
GO_0036460_5	yegD//yfeX//tusB//galT//mutM//glk//
GO_0036506_5	syd//
GO_0036525_7	oppB//
GO_0038083_9	prs//kbp//dedD//recA//msbA//
GO_0039633_6	uvrA//ackA//cdh//ttdT//
GO_0040008_4	ycaO//tamB//ribB//pbpC//casD//pflC//ompA//rfaQ//glyS//glyS//
GO_0040012_4	sulA//ssuB//chbA//murJ//cheY//aspA//tdh//folM//aroL//murE//paaF//secF//proP//mreC//
GO_0040013_5	fsr//baeS//rpsK//frwD//tehA//ascF//galE//
GO_0040033_9	eptC//
GO_0042026_4	ilvA//yfcR//cspC//ribE//tatD//sstT//frmR//ascF//ydiB//
GO_0042040_7	idnO//
GO_0042044_5	ybdR//
GO_0042126_5	ilvN//panB//livF//hofM//
GO_0042128_5	gspF//uacT//
GO_0042133_4	ackA//arfA//tyrS//gstA//yedX//asnA//elaB//chbC//glcB//basR//tolR//mazG//glrK//ade//csrD//hyfC//
GO_0042135_5	yeiL//hscA//xylR//mltA//lptD//ycjW//rpsR//sgbH//acrF//aaeB//ansB//adiC//yedF//
GO_0042136_5	hybE//garP//
GO_0042150_7	fecD//eco//ldtB//
GO_0042157_5	arcA//dnaX//glmU//xylB//
GO_0042158_6	yidL//bcp//modB//
GO_0042168_4	bamA//malK//ugpC//napD//flgI//gatA//yadG//yehA//ugpA//
GO_0042176_6	yfdS//ybgI//xylB//uhpB//
GO_0042177_7	aphA//modC//cpxR//
GO_0042178_5	sanA//xylR//mdtO//ghrB//rpsR//yhjD//actP//lsrC//hpt//minC//nupC//gntR//dmlA//ymjB//hisB//dusB//paaG//recB//glyA//
GO_0042180_4	ubiA//ydeM//nuoI//ygiS//yahB//idnD//yfhH//amyA//fliA//dhaM//dnaK//moaD//nanS//yjjB//pgaD//shoB//oppA//rhaS//rutA//tsaC//iscR//insB-2//ybhI//fes//ascB//hemA//erpA//dnaK//yjhH//mlaF//tehB//add//opgC//ydjE//rstB//lolB//ybiO//thiH//fepC//secD//eutB//fucK//dtpA//chpS//mscM//ydaN//yqjA//adhE//ycfL//prfA//umuC//aaeR//btuD//ilvI//holD//znuA//zwf//lsrA//yjjI//
GO_0042181_5	yfaL//elbB//rlmC//aroK//luxS//yeiL//mltG//rdgC//argS//yddM//bglB//yiaA//clsC//waaQ//rcnR//ydgA//waaS//iraM//trkH//rpsR//recF//prpB//fabR//csgD//
GO_0042182_5	tatA//recN//ybdO//atpE//uvrB//araH//mngR//ssuA//gntU//yidA//rffT//tus//queG//yieL//ruvA//agaS//ygeA//hslR//rhaD//lysC//ibpB//cirA//galE//cbrA//fadK//ydfD//yjiM//fepA//secE//
GO_0042219_6	ruvC//pyrB//phoR//mscL//yieH//
GO_0042221_3	paoC//gloB//dppB//intS//ubiC//ykfM//crl//feoC//mglB//tusC//melB//ypjD//dnaG//rpsQ//fre//clpA//gabT//fecA//poxB//modC//ackA//hisF//metR//artJ//mnmC//glmM//intZ//lepB//yeeO//rutA//glpD//mutH//hisD//pdeL//araB//srlR//higA//astB//argH//ybhF//glnQ//nrfD//pabB//dicB//syd//proW//puuP//srlE//clsA//ascG//gatZ//rpsL//yceD//glsA1//sufS//murP//guaA//dhaL//torZ//glrR//ulaE//abpB//yjfF//pdeK//phnM//cmoA//glgB//intA//pdeK//crp//slyA//yfiF//casB//ygiW//uspF//cmoM//eptA//suhB//acrE//fpr//btuR//pitA//ileS//pphB//frwB//pgk//mdlA//spy//fhuC//murI//potD//recE//lolD//ppiA//dkgB//dmsA//htrE//ynfH//acnB//yajO//dapF//truD//rlpA//shiA//ebgR//tnaB//lnt//ulaD//dapF//skp//yeaD//nanA//waaB//eamA//alkA//sucB//orn//atpC//rpe//ynfF//sbp//phnI//seqA//setA//degP//zur//rspB//kdgK//clpP//recB//rpiA//focB//nuoN//mdtL//agaW//mgrB//soxR//purC//sgbH//nemA//gmhB//gsiA//higA//bglH//rfaE//thiM//ftsA//hpt//ubiA//proA//galF//ypdB//lpxH//yieH//agaW//thiI//mocA//xseA//insI-2//psuG//yigL//yagJ//manX//uvrC//minE//xerC//artI//mntR//yjhP//hofP//yjhB//gnd//narV//zinT//yodD//guaA//fadA//ddlA//tufB//dtpA//rpmA//nirB//mltG//xseB//ftsW//iscS//gyrA//ycjW//rnlA//cueR//nrdE//clcB//speB//rcdA//garP//uspF//allS//hemE//oppA//yqcG//hofP//rfaH//sapA//argP//yibA//ppx//alaE//yagI//yfcA//xseA//mngR//rnr//tamA//ycfS//mrcA//livG//tusD//panF//bglH//gppA//yphB//tsf//rpoS//gntR//moeB//yccS//waaA//nhaA//mhpB//cueR//phnJ//sbcD//dtpA//dsdC//mlaC//
GO_0042245_7	ygdG//surE//hflX//
GO_0042254_5	ompC//ilvL//mepA//nhaR//rnd//tmcA//pyrF//
GO_0042255_6	murA//osmF//
GO_0042274_5	yebQ//fdoH//casA//appA//
GO_0042278_6	rcdA//fre//livM//pstB//yqcC//puuD//puuR//ydcP//wzzE//zraR//rsgA//fre//potH//rppH//zapB//nagC//rpnD//mocA//
GO_0042304_7	ymfK//yfdO//potA//
GO_0042325_8	dusB//rna//
GO_0042327_9	argF//
GO_0042330_3	fucK//afuB//truD//lipB//rseP//uxaA//ompA//ybbN//rlmH//yqhD//waaP//dam//nuoL//yhbS//rpmE//cpdB//
GO_0042350_6	metG//
GO_0042351_7	rimP//
GO_0042354_7	lpxH//fixC//yoeE//msbA//rpsI//yadN//
GO_0042355_8	baeR//narZ//ralR//ppiA//katE//chpB//
GO_0042357_5	recF//yihR//
GO_0042362_6	znuC//
GO_0042364_6	arfA//narK//mzrA//tcdA//fryC//rzoR//yafO//recE//dcuB//lpd//ptsP//sohB//chpS//rpoD//yeaK//fecA//ldrB//fetA//yaaU//glcC//csgA//opgD//hisB//yghW//dmlR//aceB//rnd//yajL//uhpC//secB//allD//atoS//rfaD//entD//chpB//lptB//gabP//dapB//yggD//appA//relB//mazF//ttcA//moeB//rplC//frdD//aspC//ydiV//gpmM//lon//zapE//mglB//gutQ//ybaM//yceK//mglA//
GO_0042365_6	ynbD//tusB//mutL//purL//
GO_0042371_7	csdE//
GO_0042373_6	ddlA//
GO_0042398_6	rpsA//ompC//cysI//ydiR//proV//gloB//rpnC//aphA//ung//waaC//hcaD//pspG//gph//hemG//rplN//bolA//hda//yqaB//puuB//ydjK//
GO_0042401_7	appC//rrrQ//dacC//nagB//manZ//bcp//leuD//yidC//hyfR//tusA//yedX//fadK//nusG//cnu//
