#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	diaA//sapD//lsrK//ralR//
GO_1901564_4	hisQ//yaiP//fadL//yraK//dld//accD//cyaA//yafQ//ptsN//uspC//argK//clpS//ruvB//ubiC//yjcE//rpnC//yhdW//waaS//tauA//yhbQ//tdcD//citT//yidC//basS//mppA//yehU//flgC//ubiJ//hyi//potD//ccmC//ybcF//asr//livG//hprS//dadA//rbbA//accA//mlaB//yfjV//yqiJ//abgT//paaB//hisA//ghrB//ybiJ//rimL//yijE//purR//proW//menA//ccmA//ppc//arsR//pspD//ybjI//fliA//yagU//mlaC//nadK//nrfA//hypC//aaeB//sgcR//hyi//maa//icd//mepA//hofM//bioA//dgoD//fdoG//yidC//hybB//ybhG//galE//hofC//aaeA//yodD//ubiG//setA//umuC//pepN//rsmB//tqsA//pbpC//flgC//yihO//yphD//upp//ibaG//ykgF//ulaE//zapD//aaeB//soxS//tsx//tdcD//arsC//menD//sutR//folD//fdoG//nirD//nuoM//iscR//xylR//eutA//nupG//metC//elfA//lplT//leuD//recC//tsaB//ybaK//fur//ttdT//rluB//moaC//ybiS//rpsB//kdgR//ghoT//insA-2//sfmC//pstB//rspB//glpD//srlB//argK//btuF//phnC//panB//tufB//lhr//gntT//rplN//paaH//tdcC//mog//rclA//ebgA//corA//ydjJ//aslB//yneE//ftsP//rhtB//pinR//mtlA//tauA//dut//cysU//ubiF//frvB//rpmF//elyC//mraY//ubiB//leuC//ybiW//garD//bamA//aceK//gatC//era//yeaE//narJ//yhfS//mfd//otsB//puuB//glgS//mltB//rfbD//torD//cdgI//era//pgl//tolB//yegV//lolD//tdcR//menI//tdk//topB//zntR//queC//gcvT//lacY//ispF//fkpB//skp//acnB//ccmE//panE//pyrL//shoB//bolA//eamB//chbF//proC//bioD//potA//purD//yoaB//acpH//folA//bioF//gpp//ttdB//mdaB//ybaE//gspJ//ymgC//yraN//sfmH//scpC//yciV//ftsW//trpC//uvrB//cadA//cptB//hofQ//aspA//puuR//yneJ//potG//nikD//rimI//treC//adeD//nrfF//shoB//fcl//ycgB//carA//ptsG//satP//ydeE//ybeQ//tauC//nagE//yhfK//oppA//dxs//upp//slmA//yciT//atpH//xisE//fdhE//hybF//cueO//rpoD//hipA//thrC//frsA//rhaB//gabD//prfA//xylE//eco//tas//znuB//ydiQ//hokE//rpnD//qseC//yhcF//atpD//ihfA//rbfA//mhpR//acrE//yggD//rpsL//psuG//pdeD//ccmC//oxyR//mog//ybfE//cysH//ftsA//ihfB//ybiI//gltL//yraR//cdaR//hemC//yagE//cysM//yihO//proP//rplD//fixB//ushA//msrA//luxS//amiC//nrfA//lplT//rhmD//rcnA//tatC//phoU//yqiI//wbbK//bdcA//asnC//trg//envC//sugE//rsmA//srkA//rplA//ubiI//dtpC//ptsP//fecA//uvrC//dmsB//dppB//dppA//uidR//xanP//yjiY//zipA//argH//amiC//yhbY//znuB//soxS//uhpA//sad//mdtM//pbpG//trpB//paaA//entA//nfi//tldD//exbB//rhaM//ycfS//araD//cra//ispB//thrC//cpxR//gspJ//ytfQ//queD//astB//glvC//yaiV//ybcL//hcaT//yebK//ilvD//leuS//phoP//ahpC//yhjB//pspF//gshB//malZ//yjbH//curA//pheP//rpsH//tap//yraR//yiaO//narX//glpT//hemF//cusC//mreC//ycdX//tatE//pbpC//mtlA//hflK//yjjU//hybA//ptsG//pnp//pyrH//ybiJ//ppx//aaeA//malY//brnQ//mdtC//rpoE//btuC//nuoH//cusF//codA//waaS//artI//hcaB//yadN//narJ//rssB//pdeD//ogt//ytfT//gntK//ymdB//atpC//puuC//nrfF//arfA//fadR//rpiR//rpiR//rhtB//flgJ//yhhY//xseA//murA//rpnD//yfcV//yeeJ//pgpC//narP//topAI//rhaS//priB//selU//rhtC//kefB//malP//sseA//fimZ//nrdD//acrR//fliG//glxK//cdgI//mscK//intE//cysZ//yfiE//ydjJ//cadA//dgoR//ydfK//ubiF//rimP//sxy//birA//rnpA//yidE//exuR//hisQ//ribA//yidC//fumA//mtnN//hdhA//appA//holC//fadD//yhbQ//insI-2//srlA//livM//gatY//cdd//lipB//edd//relA//rplL//uup//motA//yejE//yehW//cptB//dcuA//hinT//waaC//fadA//yigL//ygiN//emrK//pyrE//xapR//mdtN//dcuR//arfA//sppA//mlaB//intF//sthA//dgcZ//casA//surE//gfcE//slt//ybaO//prpR//tauD//yecS//chbF//phoA//folP//fepC//ydjM//dinB//metI//rfaC//kdgK//mgsA//glcB//wcaC//pdxK//tisB//minC//lplA//proS//csgF//hfq//pphA//sdhC//clpS//hcaR//ssuB//mepA//rfaE//hemB//wecC//afuC//folA//alpA//moaA//galE//tsaC//flhE//hipA//sdaA//dmlA//speG//purB//yahO//metR//phr//moaE//zipA//pnp//tcyJ//ynhG//mhpB//ariR//rcsD//nirD//alsK//cysP//yajO//frlA//glgP//uvrA//cdaR//murI//hsdR//hyfR//yhdW//tatB//sanA//cysN//tamB//osmF//rna//yehB//rclA//dinQ//asnA//nrdI//yddG//fliS//agaS//tcyJ//wecA//fadB//yjtD//hflX//murP//yfeR//menB//glgS//pgaB//potG//nudG//ftsZ//yoaA//waaY//yidC//rseP//yfaE//zwf//rpmJ//tauC//yhbO//lit//rraB//narJ//rep//fepE//uxuR//dhaM//phr//torZ//hycA//pabB//yfbR//yacG//gadE//paaF//infC//wzzE//norR//nikB//hscC//sgbU//yfdS//sstT//mntR//infC//gyrA//queD//matP//nupG//aroA//cysG//kdpD//folX//mnmG//narH//ybhP//yiaF//ftnA//uspF//dppF//guaD//cynT//ygfX//ydiR//rutB//ydiO//scpC//deoR//rluA//pgaA//glgC//yihO//yacG//frlC//ribA//pnuC//hicA//chaC//ybjN//purC//rhlB//ilvC//fimB//hpf//ybdR//ccmA//tdcG//uvrD//casC//dnaQ//rplP//fryB//lapB//acrR//rbfA//patA//proP//pgsA//cmoA//yeaK//cspA//kefF//ybhA//lexA//phnP//cedA//rpmE//tsx//nadK//sstT//gyrA//ribE//yoaA//tauC//yadV//moaD//nadC//tsaE//livM//yfiR//amiA//hcaF//baeS//yneJ//torY//yaiW//cynT//cadB//ihfA//alkB//tatC//speD//insI1//tamA//rplK//ydbD//tyrB//yfcS//csgD//dhaK//intZ//bioD2//arsR//ygcR//waaO//fadD//nrdB//era//ihfB//asnA//frr//entE//nac//lysS//yphB//lon//yghW//ybaO//nrdE//argE//atpC//nrdD//trpGD//ybjC//speG//pyrE//waaJ//tbpA//kilR//rfaD//hinT//ppiA//ygcR//cyoA//yiiM//
GO_1901565_5	arsR//purF//symE//livH//gapA//intA//ftp//serB//ompL//znuC//rlmE//yfjR//dppA//caiB//pdeH//hsrA//eptC//ybhA//frdA//yjcO//ptsI//ykgA//hipB//pgsA//rplX//mdlA//tusE//speA//prc//ubiG//cbrC//chbA//arcC//fadR//glsB//yihW//zapA//rplW//hexR//pfkB//mltA//iraM//pphB//ybaQ//yadM//ssuC//ygdG//wecE//yhaC//recN//glcD//gspE//dgcF//ybiY//intZ//satP//fmt//rluA//tktB//essD//yajO//ispB//fucA//pabC//dcuR//ansB//carB//ccmF//sdaB//bglB//frmB//infB//fhlA//yggF//yggD//lsrG//pphB//atpH//zapE//nikE//cydC//basR//fadJ//sufS//topAI//yfgJ//ygfA//adhP//hfq//insI-1//gyrB//speB//azoR//ycjU//yecS//elfC//ymjB//cas3//gabP//mepA//argC//dgcE//dxs//waaO//rsmH//menC//fumB//livJ//lpcA//ackA//ynaI//yjbE//glpA//hybB//gpsA//yqiJ//pheM//thiC//mreB//narV//ybfE//mazG//hemE//zapC//hprS//gsiA//rpsN//lolA//moaB//prc//mhpR//gpr//yjiQ//zraR//
GO_1901566_5	adiC//ybcM//mdtB//scpB//hypD//proS//mdtF//yhcD//nudB//psuG//uhpC//yhcF//ybeF//ybaE//yohD//lptB//katG//mltC//rpsP//ibsC//rna//aceF//rpoH//rstB//yfaX//chpS//infB//yjjG//mdtF//rsgA//gcvP//serS//nikA//flgG//mlaF//tap//glnH//cynX//map//nusG//nadB//dsbA//metK//ydbK//yiiD//yieL//yfeW//mglC//gltX//fieF//abgB//phnM//pckA//yhaJ//eptC//otsA//yebG//tbpA//acpP//pbpC//tnaA//cecR//mmuM//ssuD//dgoT//ydeM//hyaD//msbA//yiaB//opgH//acpH//lptG//yfdS//caiB//nadC//gatB//rhmR//xerD//fetA//pflA//hemA//ftsI//mprA//yqgB//ddpA//dauA//lsrD//rnlB//dgoK//gpsA//purR//yfeD//yhbS//ralR//nanS//cspG//hxpB//elbB//murJ//flgG//coaE//gltS//prlC//feoC//yjfF//hypT//rnhB//coaD//lsrK//yjcE//ydbK//yieH//tsr//sad//artI//mglB//yghO//ydeM//fliL//otsB//secB//pgaC//lysO//xapR//pyrL//nrdD//pheS//pyrB//rluC//nudC//ribA//ygfA//hofM//torC//phoU//rfaE//zapD//emrK//hcaF//crcB//gloC//ggt//pinQ//cspC//uidA//ygcO//hfq//era//glpT//glgP//msrC//ldcA//greA//lspA//ispU//yafC//pdeL//mnmE//hybE//yqhD//phoB//alkB//sufB//citE//nirC//ftsP//yrdA//rsmB//opgE//dhaR//hflK//adeD//cynS//glyS//yfeW//gatA//deoA//dbpA//argR//mnmG//gspI//gltB//poxB//treB//ygcR//hldE//adiY//livJ//uhpC//yeiL//iscS//yahK//intZ//ygjH//dgoR//ppiC//wbbK//ansB//ybiH//tolA//yjeH//modC//yehP//upp//ydiZ//dmsB//holD//yibH//ycgV//treA//der//abgA//dauA//iraP//yeaE//entE//ebgA//ilvD//yfdG//gpt//yfeD//yphC//hiuH//prpD//cmtA//udp//ybhF//hcaE//purA//eptA//nhaA//glpF//mrcA//sanA//rpoS//hcaC//csdE//hemE//tdcD//ydcT//ndk//mdtC//yfdR//lysC//syd//fabA//srlB//livF//ubiX//ydjH//cpxA//ygaZ//yigB//wzb//mdtL//dgkA//dhaR//fadJ//waaC//ampH//rpmF//entE//ychO//thiH//trpA//pntB//lpxT//metB//rho//manA//mmuP//lolA//tatE//yagJ//hlyE//gspF//ulaG//hcaR//rplE//yrdA//yaaA//ycjY//nrdF//nagK//rlmE//bcsA//flhC//iclR//ubiF//kdsB//gloB//yihT//rhaB//zipA//dgoK//pgm//fkpB//yihO//dppA//yoeB//dam//yahO//ftsE//abpB//atoB//phnN//ydfK//ycbU//appB//trmH//bcsA//tmk//rhmD//rbfA//kdgR//rne//oppB//lldD//glnA//fucA//ftsK//higA//azoR//mdtE//luxS//insA-2//yraH//hflD//oppC//hxpB//pphA//dnaK//chbF//focB//topA//patZ//ldrA//yhjD//dacC//asnS//mdtN//pdhR//cca//sgcR//mprA//rutD//ydjJ//yfeD//dnaT//fecB//cysB//gpmM//ygeW//afuB//gstA//ilvH//moeB//ygeR//yciK//mlaB//yadV//rpsO//fic//nmpC//ybdO//ymgC//yjcO//intZ//pheS//rsmE//psd//insK//ebgR//gcd//clpA//glnB//rpiB//yojI//iscX//yggP//fruK//lolE//ybjX//selU//yihR//xseA//sbcC//
GO_1901568_4	topB//
GO_1901569_5	nrdD//
GO_1901575_4	tusB//folE//fadD//yfcA//hisH//fixC//yciH//lptF//nudC//rraA//pcnB//trpL//entE//ugd//gpr//fbaA//nanS//dpiB//yhdX//gadE//ilvL//glcC//lptG//rsmB//aceF//gpt//yccA//macA//rlmF//dgcF//hofP//lpxB//ydbD//cueO//yfeD//tufA//phnH//ghoT//proQ//cyoE//mlaF//nfuA//proS//rlmN//glk//cysS//dgcE//yidA//pcm//ldrB//ybiJ//yehW//fadH//yebS//rcnR//ybgQ//artM//lsrR//ushA//trpE//csgG//caiT//rfbB//phoP//dcuB//phnM//lptG//aes//murP//ycfH//fabI//secF//flgB//ribC//mrdB//minD//yjjB//xapB//zntA//glvB//sspA//ydiV//phoR//glpK//proS//nei//rnr//talB//cmtB//mltB//tig//ygcW//miaA//ade//yeeY//mgsA//yoeB//pdxA//sapC//uxaC//yijO//cyoA//rplA//mdaB//cas1//elfD//rihA//valS//nrdF//tnaB//ptsN//yjhH//prkB//yddL//pgi//xylH//tdcF//rodZ//rhoL//fixC//hokB//hflX//yegS//ldrD//adhP//bolA//pepQ//caiD//gnd//garR//rplF//trmH//ldrD//bcp//pgpB//pdeK//ttdT//ydiB//add//glgP//hdfR//ndk//yfgO//rzoR//yjhC//yqeF//hpt//slyA//spoT//asnS//yhaM//bioD2//hybB//atpE//tatD//rplQ//glrR//hsrA//yciV//secD//yfcF//yqhD//ybeQ//sodB//speC//rluE//acnB//pdeR//yfiC//miaB//nfsB//sgbH//uup//artQ//pspG//rplK//fabH//sstT//osmC//dnaT//hha//pcnB//yihP//rpsP//nuoF//yhaC//yjfF//yfgI//pspF//ghoS//zntA//wecA//alaE//hslJ//cynX//amiB//yihI//ubiD//blc//epmC//manA//hslO//cca//kup//ndk//ibpA//gltD//fdhE//yfdG//yhcN//rihB//ompA//rclB//lolD//yfgO//secF//marR//leuA//arnD//ompW//tolB//alsB//yjjG//ispB//yfbS//cca//ychH//yhhT//lysU//exbB//ibsC//uidA//fdx//ybiJ//cheR//yijE//epd//atoB//puuA//nlpD//phr//yafO//yqjA//araC//metF//kch//tdcG//priC//yhhZ//yajQ//yadN//sucB//guaA//mdtE//araH//ccmH//fmt//uvrA//rfaQ//sgbU//pgpB//ompW//phnI//ptsI//galM//opgH//secM//serS//flgI//rzoR//lldD//dctA//yjhH//thiC//folD//gnd//metI//hokE//mntH//frmB//kdpB//ihfB//yghG//yneJ//casB//uspB//xerC//ydhK//sufD//mog//yggD//nsrR//rfbX//ygbN//dam//feoB//sodC//ftsP//dapA//ycjU//pspG//ydiP//narW//moeA//tus//yghG//ldrB//panD//fieF//csiR//bacA//malP//ykgA//yggF//fabD//gabP//torD//mog//ppiC//yedP//mrcA//sapF//lacZ//gspF//crp//rfaQ//fucK//smpB//adhE//garD//menE//dnaX//fdrA//alaC//nupC//hycB//ribE//trpGD//ugpB//trmL//ynfH//argE//dtpC//dacA//pgaC//acrA//hypD//ftnB//csgB//rapA//wzzE//metK//yjiM//insA-1//gntU//maeA//hyaC//greA//chpB//cobT//fdx//zntA//rffH//uxaA//potA//rrrD//rplL//hyfC//mlaB//ycjQ//lrp//ribA//metL//xdhB//thiI//cpsG//puuB//dhaL//rcnA//deaD//yaaY//hexR//bfr//hisM//dut//yddA//aphA//rpsK//pcnB//norR//menC//pta//oppA//serA//pyrD//phnG//qseC//tesB//hyfR//sodB//ycbV//ybdN//dcuA//
GO_1901576_4	higB//bioP//hrsA//ydhQ//holE//amtB//suhB//uup//pal//cbrA//yaaJ//ykgF//selA//ybhG//rfaC//yciA//ybcQ//rbsC//ygbM//feoC//fis//tdcC//pal//intZ//nagZ//sfmC//fimI//abpB//mltA//argD//uvrB//atpF//gudD//recD//gudP//sseA//glmM//cysB//yahB//trmA//nadC//ydcR//yfcS//secB//ydeE//dctR//pyrL//yjhG//cydB//rpsK//yadV//mreD//murC//ykgM//ubiX//glmU//pstC//sspA//ycbV//scpB//cho//aaeR//actP//nrdI//ydbK//cusA//sdhB//fruA//yraJ//rrrQ//rcnB//ygfZ//radD//zinT//priC//rpsL//asnS//rhtC//cysK//fliK//gutQ//yhdH//ygeR//bluF//rimJ//speE//alsK//mrcA//sspB//ybdR//menB//lysA//ybaK//ruvC//minD//gstA//glpT//leuB//yegS//yiaO//wbbK//yeiL//rluF//chpS//ihfB//htrE//ydeE//yphF//yiaF//flgE//tus//puuD//hchA//phnG//dnaQ//mdtB//ebgA//pnp//glpC//kdpF//tcdA//mscL//ypdB//dsdA//paaJ//rpmA//bglH//ykgA//fsr//rpsD//bglH//fumC//yphC//rpmB//yagI//cydA//ampE//asnA//tpiA//kefB//mdtQ//dhaR//hycH//yghW//wzb//kgtP//ynfH//rne//greA//gadA//insI3//sdaB//umpG//rbsA//rhlE//afuC//napF//ycjY//uhpC//lipA//dnaQ//bolA//malY//glnQ//yhdH//yhhT//gudX//alaS//glgS//miaB//mdtN//gatC//ompL//yieH//msrB//yehT//trkA//flgH//ygiW//fumA//ddlA//yhcN//waaG//fimA//paaA//ghrB//pgaA//nupG//menD//kduI//ynfK//mrcB//yidR//marA//dtd//holE//amiB//bamD//valS//nrfA//torR//higB//eamB//atoB//rpnB//nrdA//mdtE//rep//mfd//bdcA//yagG//nadB//ycjY//phoU//gnsB//thyA//gsiC//cstA//ribA//ugd//aslB//ytfQ//lptE//aceB//moaD//aqpZ//panB//rodZ//tbpA//yfcU//ygcW//elfG//cutC//nepI//yihI//galE//yfcR//cbl//entD//accA//uxaB//mak//mtgA//leuC//pldB//srlD//fixA//alpA//xthA//metN//fepG//deaD//atoB//yghO//yegD//cdsA//yaaY//xylG//ftsB//adiC//clpP//yrdA//marA//rhtC//yejF//bglF//tmk//ypdB//tonB//yfaU//curA//ibsE//hyaB//pstS//cvpA//uup//nusG//yfbV//tesB//yhjD//ygcW//rpsP//rplY//casB//mraZ//apt//hslJ//hdhA//xanP//fimA//rsmA//rraA//arfA//alaA//glnL//ybjX//gatZ//mltD//yjbG//hflK//fepB//paaK//yahI//yfeD//fumA//yaaY//yfaX//dmsA//hns//tusA//uxuR//trkH//marR//ftsQ//bluF//uspB//yhjB//pspG//fadD//eptB//lsrA//ilvC//yhaC//secY//ydjL//asnB//waaG//recO//cptB//zwf//csiR//shiA//lgoR//mtfA//basR//map//phnC//ydiZ//ilvN//cysC//hldE//mlaE//hflD//feaB//yedF//topB//gltD//glcA//tilS//pnuC//waaQ//pspD//eutD//yfiR//ycbV//treA//nadE//nusA//fabI//rhaB//lsrG//yfdC//glgX//yjfP//aroA//fdrA//trpB//ackA//blc//alkA//ybfA//rplQ//fbaA//nuoN//mnmG//serC//melR//insA-2//hybF//dgcZ//yfaV//dgcM//gatZ//cydA//gadB//nuoB//hcaD//pgpB//nhaR//tatD//yhbX//rpoS//yhaC//ybaL//ascG//nemR//yfiE//mdoG//rclB//thiP//mqsA//secG//ycbV//tdcA//bolA//abgT//gltS//alaA//bioC//thrB//yidC//ppiD//ykgM//fimG//ilvD//rsgA//glcD//waaJ//mukB//osmC//fpr//livJ//kilR//dtd//yfcG//yjjI//dnaB//rpe//sapC//prlC//hrsA//araD//dcuD//priC//sgbU//ascF//yidQ//yceD//ydhQ//cmtB//kdsC//avtA//glnB//pldB//evgA//kdpC//hldE//rnt//agaS//nanS//thrB//secD//phoA//insH-6//ydjJ//rlpA//tpiA//yohC//cspA//yggX//yijO//deoA//pdeK//mtr//cra//oppC//epmC//rlpA//paaJ//dppD//ygeA//map//glxK//hypA//mepM//wecA//livK//holE//rpnD//guaB//gutQ//yfaU//ygbI//dpiB//trmA//ptsI//cbtA//yehC//hofC//ddlA//ydaN//fliM//nrdI//dgcJ//pyrC//artM//cobS//insA-2//yafQ//entF//ymdB//rpsA//ybaM//nudC//sppA//malG//uof//yfcU//bluF//ydiR//sbp//eptB//rimK//gadX//agaI//lsrA//lplT//aceB//yhbX//fsr//elaD//kdsB//kdsB//yajR//mfd//ydaN//rcnB//bglA//dhaM//htpG//sbp//eptC//mdtI//yajR//yafS//fadM//hemN//bacA//ydeI//miaA//pheM//iraP//eno//yhgH//folE//tauB//yihQ//cobT//lspA//panZ//nth//recD//mraY//mscS//prc//pcnB//yhbS//yjaA//hexR//aes//oppB//ydeM//envC//acrE//sugE//gltB//pphB//rlmG//ygiB//dhaL//prpD//dinQ//dxs//ibsC//paaG//uxaC//ycdX//glnS//patD//fdnH//yhaJ//purA//hcaT//ydhC//ygeV//tsaB//yqjH//ispA//flgB//appB//uxaB//mdtI//ispA//ymgF//dmlA//ynaE//yfhM//bioH//torR//yjjU//bioA//ycjD//dinI//ade//abgB//yohD//rihC//sucC//pykF//metG//tolR//cobB//frvA//ybhA//uidA//rcnR//yfhM//yhjA//aqpZ//nrdF//pepB//ydcR//rlmC//hflD//rplL//yagF//ybcC//prfA//tauA//infC//ulaA//mdtK//rluB//selB//speB//garL//yahB//yggP//xylG//glgA//minD//greB//cusF//ilvN//glnP//yedL//rplA//rplR//tcyJ//blc//truD//ydiQ//yjeH//melA//yaaA//ilvL//gfcE//cra//groS//araE//yfdG//rhaR//nemR//ydcP//aroC//fkpB//cyoD//ybiW//gudP//rpsG//folE//yciF//roxA//dcuC//rhaS//bcp//dgkA//hemF//gltB//bolA//ffh//rpmA//prmB//fruB//rseP//mnmE//fur//rclA//guaB//opgB//gppA//zur//sdaB//fadE//srkA//icd//phoA//hyaC//agaS//purR//ftsZ//yfcF//yaaU//ybjX//eamB//sgbU//srlA//thyA//mug//nupX//xanP//fimH//ttdA//mdtD//yigB//plsB//pfkA//rsmA//pgk//relE//radD//argK//caiE//csrA//thiI//ppsA//yccX//srmB//gutM//yafQ//zapE//ydaN//frsA//fecC//ygjK//tatB//ilvA//yoeE//rhaT//glpC//glsA1//gcvR//ivbL//hemA//yebS//puuP//glnH//sspB//rlmN//map//betB//uhpT//pflB//dusC//ydhQ//lpxM//essD//pgaC//speA//argC//wzb//dmsC//trmH//
GO_1901605_5	hyi//ttdA//dxr//pepN//rpsM//wzyE//dnaA//fecD//dinQ//yebG//eno//srlA//focB//afuB//asnS//aldA//trmD//lexA//ldrB//mqsA//higA//secY//rutF//ampE//rhaB//soxR//ftsN//cysC//phnJ//borD//dmlR//tpiA//xdhB//ispG//yagU//cyoA//lsrR//guaB//rlmM//rnc//yeeL//azoR//nimR//oxyR//macB//zur//dinI//hyfA//torA//rtcB//evgA//rhtA//nemA//galF//bioD1//alsC//hpt//yebK//frvA//blr//yggF//yiaU//yibA//soxR//ydaV//lgoT//ibsA//galE//ycjW//moaA//birA//ybhI//torD//lptA//fhuF//uspC//yajO//mdtD//cheZ//caiE//galE//fdoI//eutR//yiaT//ybiA//gnsB//flgE//flgB//ribC//deoB//artM//intS//lptA//sixA//yihX//dhaK//rzpD//rplF//mdoD//kdpA//mreC//nagE//cbl//cspI//mtr//nrfF//waaQ//metI//hiuH//phoP//add//lolD//dcp//agaI//puuB//fepG//kdpF//hprR//basS//elfD//lpxP//tolA//aceK//araD//ascB//rtcR//fdnH//paaE//gmhB//mscK//cvrA//cobS//dhaK//ydcP//mtlD//pdxH//garD//mutY//ftsX//mdtE//gcvA//entB//rhmR//cusR//cusB//lrhA//zraR//yfcF//rhtC//potH//yjtD//fdhD//ibsE//zapA//yfcG//lpoA//gloC//
GO_1901606_6	yibH//rna//rlmD//appB//emrD//accB//ycgR//tolQ//frwB//uxuA//argH//mrp//yfeD//thiH//recQ//dnaA//araD//hofO//ulaC//mltG//dgt//rplL//narW//rlmD//rhlE//ydhQ//ybcF//ybjG//asd//ssuB//relE//yibH//lpxK//eutB//leuA//dinB//ldtE//manA//gcvT//kbaZ//msrP//mug//amyA//yjiA//aaeR//ilvA//lpxL//
GO_1901607_6	tus//cynX//coaA//rpsN//rimM//poxB//fhuF//atpB//frmB//mliC//cmoM//lit//sdaA//mglB//glsB//yhcN//napB//secG//yojI//ygiW//yeaV//ptsI//zapB//narK//arcC//ygiS//mtfA//yohC//yidK//yphD//maa//narQ//yhaM//tolC//gspF//lacZ//fucK//acrB//ychO//ygiV//sgcB//ftsY//fliD//ivbL//tag//cirA//cyaA//potB//yqiI//yeeL//lpxL//rpmH//alsE//rfbC//mscL//araG//rpmF//uup//uxuA//ygfA//ycjD//mgtL//ycgB//rffG//hslU//nagD//betB//cysQ//creB//bisC//yjjG//flgH//fruA//kdpD//eutB//malG//ddlB//yiaB//recB//potI//ssuA//btuR//narZ//tyrA//ftsA//nrdB//ssuB//cvrA//idnT//exuT//uidC//araB//deoA//pcnB//tqsA//yagF//bioP//cusS//hemC//dcuB//
GO_1901615_4	proX//melB//sfmA//sdaC//maeA//cutC//yeeL//acs//lrhA//xylF//ftsA//uxaA//sgcB//yggT//gltD//yfiC//ybdO//mdtE//araG//msrQ//rplE//arsR//ompG//rutD//araE//narX//metG//ykgF//selU//yfjV//crfC//xapB//metG//yhbS//emrK//basS//dcuC//pdeF//btuD//cobT//tauD//sgrR//fumA//sapA//uvrY//topB//agaB//aroF//ybcC//yccS//waaC//recD//rnt//psuG//ravA//fis//yjhH//glmM//metF//tap//rplJ//dcuC//yihW//allB//dsdA//mipA//yhcH//yfjV//cca//ycaN//ibsE//glcC//fadD//srlA//sad//yegV//murQ//bdcR//hisQ//torZ//fliD//fryC//yidH//panE//
GO_1901616_5	bglB//astB//higB//ghrB//betB//scpB//ybdN//purD//mdtG//zur//pinE//argP//cheY//hcaF//panZ//bioB//nuoL//ykfI//lldD//yhjR//glgC//hisG//yejF//ypdA//paaE//
GO_1901617_5	ybeQ//asnS//yaaY//nanS//znuA//yihV//tmk//aaeA//hslV//iraD//nagE//mscS//abgA//sulA//tdk//dppA//envY//csgE//yoaB//ybbY//rng//insA-2//casC//ileS//pyrH//narG//
GO_1901642_6	opgH//pspC//yebC//sfmC//yejE//kdpB//mglB//arnB//
GO_1901652_5	adiA//yfcU//rluD//acs//tynA//
GO_1901653_6	frvB//recD//
GO_1901654_5	nikE//hisB//rayT//rlmG//ydjJ//
GO_1901656_7	hemE//stpA//chaA//ynhG//phoA//
GO_1901657_5	qorA//uvrD//yjiR//paaG//torA//ycjD//lptG//nanA//citC//mglA//idnK//wzzB//thiL//yfcS//dhaL//mhpD//entC//fecC//ibsD//glpG//aqpZ//hcaD//fadE//malE//zupT//puuC//flgI//hemD//mdoD//mepA//puuA//yobF//yjcO//sodC//dkgA//talB//lsrA//aldA//acrR//rsmA//adk//purN//tnaA//crcB//
GO_1901658_6	insF-1//acrZ//galS//ydhJ//tolC//clsC//rhtC//ldcC//gntP//tsf//alkA//raiA//dnaB//nfuA//
GO_1901659_6	rclA//potF//fdhD//thrC//srlA//mmuM//hybC//rrrQ//astC//glnE//pstB//malZ//mltB//def//rnpA//rsfS//fabI//ansA//cysN//
GO_1901661_5	ydiK//rna//glsB//ybcF//barA//ugpA//mscK//pdxK//ompN//ftsP//yphB//avtA//eamB//yddL//galR//yebZ//ibsE//dgoT//garL//yohD//hldE//hycB//thrC//nadA//
GO_1901663_6	soxR//yadI//crfC//emrE//ykgA//tolB//tdcG//hdeD//malZ//yehC//sdhB//ypdB//iraD//iclR//kdgK//pyrD//ascG//murR//mltA//yhgF//rpsD//ydhQ//ispH//
GO_1901678_5	bdcR//rpoA//asr//nrfB//dapF//yoaB//yjgX//ribF//osmE//rplQ//paaZ//mdtD//rplQ//fhuC//murG//smrA//pykA//mdtG//yejA//yahI//oppF//rcsC//yadV//yibF//asd//aaeB//uvrA//
GO_1901679_6	hofC//
GO_1901684_8	chbB//
GO_1901698_4	fumC//ycdY//hupA//uhpC//cydB//nlpD//mnmG//mltD//tig//proX//cysP//rssA//insH-6//xapR//ldtE//leuC//ygfZ//alsB//yaiP//yjhG//tcyL//
GO_1901699_5	lolB//sspA//rsmI//yfbV//ltaE//murI//
GO_1901700_4	atoB//pgpB//yqjA//gldA//ftsK//recF//fecD//lptE//elaB//yafS//ygaV//clpX//yafC//rnb//yjaA//ldtD//gspF//cycA//dtpB//ydeM//uraA//xapA//frmB//iscR//yacG//adiY//adhP//hha//rimP//mngA//hyaD//pmbA//hisB//hicB//fdoI//prpC//ubiJ//setB//dpiB//ydiQ//grxD//phnP//hybO//secG//ispH//secY//nudB//ddlB//lexA//yoaB//tnaB//emrK//rfbB//rplM//yeaV//dsdC//rcdA//yfgO//dgcF//xerD//yjjX//casC//fepC//
GO_1901701_5	yhbY//cstA//cspA//fryA//nagB//moeA//rpmF//ulaF//gltD//hemH//nagC//cyaY//xerC//rayT//yhbS//yggW//idnD//ssuB//
GO_1901891_5	bolA//nhaR//glpC//
GO_1901892_6	rhlE//
