#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rbsD//cobS//cysQ//ascB//
GO_0042221_3	hisD//cysA//livG//mliC//yhdZ//bioC//lysR//adiC//yeeA//menB//artI//dauA//abpA//flgH//ybgI//sufC//sspB//ygdG//sfmH//yfgJ//wzb//yidE//yggW//cyoA//mdaB//aroP//potI//hcaT//sbmC//fruB//tdh//glmU//glpT//rspB//nhaB//bamC//degP//manY//grpE//ydeO//lrp//gshB//tauA//xapB//citC//elaA//miaA//nrdE//nirC//cobC//fic//nanA//betB//prfA//nimR//corA//glgA//yceO//afuB//yjjG//galF//rppH//yraR//entB//araC//menB//ispG//yegV//torI//leuS//pgaD//ycbU//fdrA//nfsB//sdhA//ogt//chpB//gsiB//intQ//rluE//iraD//fucO//serB//priC//rnhA//ybcJ//alkA//yahK//tehB//cmoM//acrD//aspC//yegS//hsrA//ribC//folD//hupA//nudC//acs//ypdF//yahK//mutM//ubiI//pyrH//nhaB//rluE//narH//gcvH//pntA//rplS//flgD//umpG//yqgB//flhE//frdA//ynhF//cirA//flgG//gcvT//tamB//yfbV//flgH//ivy//eutK//gspE//uspG//frlB//murP//glgS//adhP//kdsA//truA//yebC//cydA//ftsW//murA//eamB//dctR//garD//hdeB//cpxR//fkpB//yiaJ//afuB//yaaJ//zntA//ptsN//chbR//bioP//puuE//yceO//paaD//pliG//sfsA//mngA//abgB//aceA//astC//pdhR//yjhH//rplX//yagJ//pdxY//hofC//yfdG//ycjD//ybbY//osmF//gatC//xanQ//ymdB//trpB//mtnN//ybjX//yghU//hcaT//yagJ//gabD//ebgR//yhfS//rplK//ybbN//frvR//cysM//nuoH//dgoD//soxR//ldrB//ycfS//ptsN//bacA//yidH//hscA//nth//proS//yeiG//hprR//elfG//recC//eutR//rpmJ//csrD//exbD//hyfC//ihfB//ycfL//mnmG//trmB//zapC//map//cheZ//agaA//ybaO//yhfS//araH//wecC//ugpE//arsB//zapD//dacA//dcyD//ydcR//frlB//moeA//yfaL//yaiW//ccmD//tyrR//gloC//msrQ//yqcC//pheP//mdtD//folM//rpsD//
GO_0042245_7	ybhG//waaU//ratA//
GO_0042254_5	flgK//yjjG//yijE//ybiW//dgcJ//wzb//sthA//
GO_0042255_6	yjcE//lplT//
GO_0042274_5	suhB//nagA//sgbU//htpG//
GO_0042278_6	insI1//yafN//yggF//lysR//yehB//nanT//fimF//ompG//hlyE//acs//glyA//mnmC//sapF//rutC//recF//hxpA//dedD//thiQ//
GO_0042304_7	yraI//ppsR//rfaB//
GO_0042325_8	yqjH//gcvP//
GO_0042327_9	argA//
GO_0042330_3	yiaT//flgI//fis//ydeP//ynbC//sstT//pinE//ibpA//zapB//mltD//dnaE//tpx//solA//nanR//gabT//znuA//
GO_0042350_6	cspA//
GO_0042351_7	appB//
GO_0042354_7	iraP//lpxP//mzrA//rffT//rpsE//yeeL//
GO_0042355_8	lsrG//gstB//bluF//rpnC//puuD//ruvB//
GO_0042357_5	abpA//yoaA//
GO_0042362_6	frlA//
GO_0042364_6	hycB//phoQ//mraZ//pntA//der//yoaB//lpxK//ulaD//rssB//lptG//ynbD//pncB//secE//nuoL//fabA//ssuB//yehB//ymjB//crp//sufE//purF//rbsA//emrK//hyaD//hyfC//gltK//tmcA//cbrA//mrr//patZ//msrC//acrD//pgaB//yeaK//cyoC//yfaU//wzb//yabI//gudD//ompR//araE//nanT//entD//arnB//yhdX//ompL//ydfH//hypE//ybhG//fdnG//fadE//tus//fimD//prmA//flhE//yihP//
GO_0042365_6	ttdB//pncB//yfaE//ygeA//
GO_0042371_7	ybjG//
GO_0042373_6	dapB//
GO_0042398_6	dedD//metI//yfiC//csiD//ycfL//mdoD//mdtM//nagB//alkB//eutA//thiE//nanR//treR//sgrT//aspS//dmsA//hcaR//rpsS//yadN//folM//
GO_0042401_7	arnE//glsA1//garD//purR//fdhE//glpK//thrA//yeaK//tdh//nanR//ytfP//yadI//bamB//phnL//
GO_0042402_7	lit//orn//trpE//pdeD//tonB//rpsD//secD//actP//greB//kch//elfC//tdcG//waaZ//
GO_0042413_6	rna//ybaO//ynfH//dinJ//
GO_0042430_5	proA//ybiO//yggF//argO//phnP//yfeW//insB-4//tktA//ulaA//yeeY//
GO_0042435_6	rsuA//clcB//rbn//osmE//yeaK//hflD//mdlB//yiiD//metK//
GO_0042436_6	comR//
GO_0042439_5	ppk//
GO_0042440_3	hsdM//ompW//yjaA//ssuD//exbB//galK//scpC//bsmA//pphB//gluQ//napC//gpmA//bioP//hypC//
GO_0042443_5	tolR//agaS//
GO_0042445_3	arfA//ssuC//envY//mdtN//yfeW//rpsP//frvB//argD//fadR//nadC//feoC//ttdB//malK//bssS//
GO_0042446_4	pspA//
GO_0042447_4	hypF//phoB//aspA//argI//arcB//yahO//mglA//lipB//ftnB//fdoI//argA//leuC//mrr//
GO_0042450_7	fcl//sdaC//yibT//rpoH//lptC//ppsR//
GO_0042451_7	purL//soxS//fadB//ygbM//ydgA//frwD//
GO_0042453_8	msbA//
GO_0042454_7	yiiM//frmB//coaE//sodB//yadV//moaB//tauB//ydjJ//dgt//djlC//gadB//citT//
GO_0042455_7	pnuC//mdtG//flgB//ttdT//glcA//ulaF//alaE//gluQ//ilvL//yfcU//maeA//argK//dicB//mtnN//aspC//ogt//ssb//
GO_0042493_4	bioD1//phnI//rpmB//modC//yfeD//ycjP//eamB//idnO//ulaD//prpR//pheM//mpaA//arnE//yghG//map//thiE//narW//rapA//nrfG//yjcO//mqsR//norW//cusA//envC//mutL//hemB//waaC//htrE//fryA//modB//yiaL//alr//yceO//dcuD//ybhI//miaA//chaA//ssb//iraD//trmJ//rpsL//dcuB//ibsE//gntU//selA//hdeA//ycaN//mobA//ynfH//
GO_0042537_5	coaE//frsA//fimI//gsiB//rfbC//nrdA//nanS//csiR//thiE//dapF//oppD//ddlA//yidD//yhdW//infB//yhcN//ftsB//ynbC//fhuB//melB//adeD//mtnN//
GO_0042538_6	ybgP//lpd//
GO_0042542_5	yjeH//tmk//uvrY//deaD//ddpA//lptE//dinB//rluA//feaB//uspF//kbaZ//fliT//cycA//rffT//avtA//clsC//ymgC//mdtD//
GO_0042545_5	cydC//
GO_0042546_4	tolR//yojI//frdB//modC//glpK//mngB//nikR//hflK//uspB//ariR//
GO_0042558_5	ghrB//dnaG//hdeD//bioD1//gapC//nac//osmF//tnaA//dpiA//mdaB//rpoE//yieF//ytfQ//ada//ldrD//proX//yihL//emrK//
GO_0042559_6	dgoT//acrE//wzyE//ybiA//dmlR//galF//rimM//mntP//lhr//yhjX//gpr//yjbE//yadI//
GO_0042560_6	exuT//mltG//
GO_0042592_4	dppA//yddM//treR//xerD//rfbX//pepN//uup//rhaA//rbsK//fiu//hemA//garL//yaaA//ygjR//smrA//glk//psd//dicA//hsdM//lgt//malF//tgt//lamB//yaaY//znuB//pta//ubiH//eptA//yibF//ygeX//yihI//dut//gshA//oppD//metE//modA//yjhB//yidQ//cvrA//rof//nemA//ycdX//mqsA//elfG//ydeT//purD//sufA//yeeL//phoE//ygaV//lepA//metN//mutT//fabG//dgoT//yqiJ//mepM//ptrA//ssuD//
GO_0042594_4	dppF//sodB//lasT//allS//ravA//glnE//lpxM//ytfP//lldP//yihR//yaaA//rbsC//metG//ybhG//cbeA//rclR//flgH//hybF//yeiE//sxy//yihQ//moaB//glnH//araC//cydB//yjiQ//yhjV//galR//waaQ//ybiV//dicA//ynfF//astC//nadB//rffH//
GO_0042618_5	serC//
GO_0042619_6	cspC//
GO_0042710_4	tauB//pyrH//rfaE//ycbB//edd//nuoM//gadC//stpA//yhcF//livG//envC//ilvH//sucC//mscM//exoX//acpH//recX//nadE//fdnI//yjbH//fimE//mhpC//narW//fabB//arsB//yoeB//yidQ//maeA//alsC//fdhF//fimD//ptsN//tatD//rcsA//rplT//narL//ibpB//recA//glnK//fliT//rutA//panD//patD//yggN//yhdH//yfcA//lsrR//gudD//elfG//sapA//paaC//
GO_0042723_5	yibA//xylF//flhD//ybdO//aidB//ygfX//patA//ompF//dppA//rimL//gldA//ybaL//
GO_0042724_6	plsC//ispF//tdh//sodA//dhaR//prfC//leuE//yobF//dgt//barA//
GO_0042726_5	map//kefG//insI-1//tsaB//cspG//sucA//yjhP//gppA//
GO_0042727_6	lacZ//yedL//ftp//emrE//nrdI//hisB//yohC//yjjW//
GO_0042732_6	dapF//yjgX//ulaB//recR//gdhA//
GO_0042737_5	lpxT//eptA//glcE//gabT//yobF//tauD//setC//pliG//mhpT//yghW//ygiW//ppsA//oppD//lolB//pal//mgsA//ilvL//yegT//ybjN//argI//argT//rhmD//yfcR//fadE//gntR//clsB//uspF//phoQ//eutA//ccmE//smpB//holC//fnr//lysO//yhcH//fadE//rcnA//cmtB//sdiA//yraK//sapC//ftsX//fadE//nagZ//ybaM//yneE//hybF//degS//ndh//artQ//rsmA//srmB//ygaH//pphB//ycdY//
GO_0042743_5	uxaA//fimZ//
GO_0042744_6	argG//yciH//
GO_0042759_7	bluF//flgI//
GO_0042773_6	trpR//
GO_0042777_8	sgbU//
GO_0042779_8	eptB//
GO_0042780_10	ampD//dnaN//yqiI//
GO_0042816_5	ybiS//pnp//potE//purL//phnJ//glcC//araB//nikA//minE//
GO_0042817_5	arnB//
GO_0042819_6	phoU//chiP//yieF//cbeA//cspC//smpB//aroF//cutC//mcbA//
GO_0042822_5	rsmJ//nrdD//prs//rtcR//yneL//selD//uxaC//
GO_0042823_6	rpoS//elfA//trpL//puuB//emrY//cysB//hcaC//
GO_0042836_5	rcnR//flgK//rsmI//rplE//
GO_0042838_6	efeO//yifB//xylR//sdhE//
GO_0042839_7	ydiV//bcr//nanC//ratA//argH//dcuD//
GO_0042840_7	pdeK//cdsA//dapA//asnS//allC//fecA//
GO_0042843_7	selU//ycfJ//
GO_0042844_7	ssuC//
GO_0042846_8	chbC//
GO_0042851_8	secA//exbB//mnmA//potA//
GO_0042852_9	hinT//wrbA//torY//
GO_0042853_9	yehZ//
GO_0042866_8	dnaN//narQ//bioH//dcuB//ydiP//yieF//sgrT//rbbA//zupT//hofC//iscX//lpxD//codB//nrfA//cmtA//ftnA//bamA//clcA//
GO_0042867_8	emrK//
GO_0042873_7	topAI//fmt//gapC//yiaT//btuC//rplC//dnaJ//
GO_0042882_10	roxA//frdA//bsmA//
GO_0042883_7	cyaA//lacY//emrB//rcnR//ung//menB//ilvM//cedA//
GO_0042884_7	abgR//yhfK//aspS//lolA//glnB//sdaC//cpsG//
GO_0042885_8	yciV//
GO_0042886_6	ftnA//cusF//yjhG//nagZ//msrC//phoP//dcp//yiaL//hisS//artP//nfi//yeaG//amiB//tatC//lepA//thrA//katG//fecA//ydcR//yebS//rtcR//ybiT//fur//ybdH//ykgA//fimF//hisA//fur//eamA//hypD//fadH//ybbN//yidE//entB//mnmE//yjhH//crp//secA//ibsD//nfsB//uxuR//dgcQ//panZ//chbR//yibF//ydfH//murD//rlmJ//rcsC//clpB//yihV//dmsA//lpxK//lnt//ulaB//mtlA//baeS//ccmA//fdhD//menA//trxC//plsX//eptC//bdm//yihW//trpR//hxpA//rcnB//hycI//ibpB//mreC//tesB//yjiY//ilvB//ydhC//relA//cpoB//ycjP//rnt//xseB//ribC//yaaY//metK//yeiL//lapB//priB//yebQ//rlmB//
GO_0042891_6	patD//trxA//thyA//tauA//cmtB//yqaB//rpe//mglC//nrfD//glcE//mltG//rpsL//mntS//ulaE//ydiK//cobC//sfmC//tyrR//asnA//ydiO//glsB//fumA//fdhF//gsiD//hpt//yehT//ttdT//ispF//sgcX//ybcL//ydaV//rpsO//
GO_0042906_8	puuR//fieF//uvrY//qseB//
GO_0042908_5	smrA//ybiT//ribF//rlmC//ygiN//trkA//yoeB//sixA//ais//gudP//oppD//fnr//yeiL//bcp//dosP//acrZ//
GO_0042914_8	ydaV//hipB//
GO_0042918_6	rluF//ftnA//galR//argC//paaE//
GO_0042919_6	rbsB//
GO_0042920_6	lptC//
GO_0042928_7	ilvB//
GO_0042930_7	selA//kefG//menI//sbcC//der//caiT//diaA//ymfK//
GO_0042938_8	fbaA//gntR//yihI//purL//uidR//yicJ//glpK//citC//ftsA//fabI//waaA//otsB//yhjR//ais//amyA//
GO_0042939_8	sapA//glsA2//flgC//clpA//sugE//malP//setC//fetA//sucC//lpcA//
GO_0042940_7	malS//fpr//aroD//yegS//yahN//
GO_0042941_8	feoC//
GO_0042942_6	gsiB//frr//
GO_0042953_6	gcvH//rpmC//sbcC//
GO_0042956_8	deaD//ydjH//zraR//recO//rsmG//
GO_0042968_8	trpR//ybdH//cynT//
GO_0042981_7	bamD//
GO_0043038_5	bcp//kdpC//panE//nmpC//rihA//btuE//paaH//ubiE//wecC//ptsP//patA//mngA//rlpA//codA//yecS//rihC//yqgB//recF//btuD//fabR//zapC//pyrD//glnL//ymdB//modB//napD//
GO_0043039_6	glpC//rsmH//proB//mutT//yphC//artJ//dtpB//lptA//crfC//betA//gadW//mnmE//lit//yfaE//yfbU//dicC//ymjB//dinD//yeaK//gutQ//purT//dnaA//deoD//ydjH//yggN//
GO_0043041_6	astC//
GO_0043043_6	ribA//ybhJ//mdtA//aidB//bioD//tcyN//sfmF//trpA//xdhB//moaC//cspD//ldtC//ydaC//alsC//pmbA//uxuR//lpd//ymdB//fumA//dsbG//epmC//lpxP//rpsS//rpmE//bglJ//paaH//yfaE//pflC//sixA//emrD//gloA//glsB//fiu//hupA//nrfG//glxR//yjjQ//dbpA//nuoH//glpC//tyrS//yhjV//adeP//fliA//trmO//dgcN//pcm//zapE//hdeA//yfcR//lpxK//yrbG//cysB//yjjG//yhgF//paaH//flgM//eptC//mdtQ//rfe//fabA//
GO_0043067_6	mdaB//
GO_0043085_5	ddpA//nrdH//yafS//nuoH//gabT//dcyD//rcsD//dsbG//ybcM//rhaA//clpA//pstS//basS//ahr//nudF//ilvN//rhsD//cyoB//bioB//araD//hisC//nadA//rplW//
GO_0043086_5	glrK//bioB//ccmA//potF//gatY//spoT//lpxP//ispU//thiI//nlpD//yfiC//udk//focB//glcA//nupX//gcd//pstS//sanA//rsmJ//lolC//hemA//ispG//xapA//yehX//opgC//yfcS//
GO_0043087_6	rhlE//napF//accB//hisP//
GO_0043090_7	hemN//epmB//sbcD//galM//ribC//eutK//cysZ//yohD//rlmB//rapZ//
GO_0043093_3	dinD//ilvH//adhP//yrbG//prpR//chbA//murI//nfi//ugpE//ydfH//abpB//cysD//mazG//ilvL//trg//narJ//phnP//
GO_0043094_4	yebK//yhgH//pppA//modB//ftp//rstB//proC//pheS//tdcD//hpt//waaO//asnC//yadI//tatB//sgbU//rlmJ//insH-5//bioD2//xylH//ydeI//entS//betB//
GO_0043096_6	yahN//eptB//mreB//
GO_0043097_6	dnaE//ybdR//flgJ//rppH//
GO_0043099_7	ybhA//
GO_0043100_6	cyaA//
GO_0043101_5	malF//gloA//gadB//gloC//
GO_0043102_5	argK//codB//pliG//gppA//
GO_0043103_7	kdpC//
GO_0043111_7	hypT//
GO_0043137_6	xapR//pykA//
GO_0043150_8	wecC//
GO_0043157_6	sad//
GO_0043164_6	ppiD//holC//etp//nemA//opgD//yojI//mnmC//malY//
GO_0043165_6	msrP//fdnH//elfC//pgl//cynT//cheB//yaaA//narZ//ydhQ//aroB//
GO_0043170_4	dgoK//sapB//gntP//glxK//bolA//ptsG//rplE//dinQ//prpR//cusS//minC//hybA//ynbD//yghG//waaU//yfgJ//bglA//argI//rlmG//uhpT//yegS//rlmA//araB//ydbK//yahK//ymgC//glrR//yieE//mtlD//iscA//sufA//rcsC//ybgI//ftsW//appC//galT//ybdO//nikE//srkA//yabI//norR//purC//paaG//xthA//rsmF//lpoA//bioA//yqjH//ldtE//hycB//fepE//chpB//ybiA//ygjR//rph//argR//malQ//glxR//sbcD//tdcA//ldhA//ynjA//prkB//ligA//fbaA//yqaA//rarD//cysE//yijE//nrfA//yabI//syd//mepM//gstA//rffM//lolA//yciF//ybcL//nirB//epmC//rfe//nhaB//yajO//yaiP//lsrR//yjbG//rplQ//yneE//adeQ//fumA//yhgF//yjaZ//mnmG//yahK//moeA//symE//rfbX//mdoG//lgoT//kdgT//rlmL//rclA//arnB//nagK//xylB//hdhA//aceK//hrpA//glcE//dgcZ//yhaM//yeeA//mobA//chbA//actP//cobT//gatA//queA//nagE//malS//crl//murP//crp//pdxY//ftsY//ydfD//dinD//lpxH//cspG//apaH//yoeB//ubiA//ugpB//menA//spoT//ubiE//bglF//ridA//yjbB//cycA//ftsW//cobU//ompG//tusC//gcvP//yjjV//udp//dgoA//gstA//elfC//arnT//hdhA//obgE//nth//acpS//dpiB//yfdO//waaH//abgB//yjjX//sppA//ibsA//rplM//dnaE//tktB//crp//cusA//cdd//rcdA//ygeA//bluR//mutS//rhtB//yfcU//secG//rbfA//zraR//orn//nrfA//recG//tatB//ilvA//nrdI//fdoG//ybiX//sfmC//agaV//phoA//agaV//gntR//alsE//blc//cecR//ispA//xylE//dsdA//macB//phnC//tolQ//intS//agaD//cca//fryC//acpS//serA//livK//elfD//yfcR//dgcJ//yjjQ//gpt//ycjU//nrfC//murG//gntK//appC//rlmM//mrr//tcyP//lysC//fadH//mtlA//ispG//ppiA//fhlA//dmlR//hcaE//skp//gltB//insH-6//ytfP//leuB//rclR//ddlB//cedA//miaB//thiH//kdsA//rmuC//sulA//tusA//yhcF//rimI//araF//asmA//ydiO//rsmG//gspJ//adeQ//cusA//yneE//yiaO//torZ//dmsC//cobU//puuE//yhaM//nirD//yggP//recB//yphF//glcB//lasT//bglB//alsK//uspG//phnJ//amtB//lhr//phnJ//mnmG//sdhA//astC//zwf//mrcA//menD//fliL//ompG//gstB//ptsN//tdcD//purT//melA//pgaB//entA//ybeF//ybhP//kdsB//tilS//tar//tdcA//borD//ypdB//hofM//csgD//acpT//nrfG//rplW//agaI//atpH//yqcC//cbrA//secB//yobA//nrdA//wbbK//yjfF//aspS//dcuC//pitB//nudF//srlA//livG//melA//yafQ//pepT//tcyJ//hdhA//rfaB//lpoB//glrK//rhaT//aceF//pstA//ycgB//yadN//shiA//aspC//suhB//elbB//bcp//mdfA//clpA//rhlB//rimK//cycA//hfq//fkpB//nagB//thyA//araF//dgt//yqgF//yeaD//yciG//bioD//yfgI//bglJ//amiC//nuoL//nagA//clpS//nadD//mtlD//gloC//sspA//citT//cheZ//agaS//glpF//melB//rraA//hycA//lsrK//yddM//nuoG//selB//acrA//gppA//moaD//lgoD//baeS//xanP//lpoA//rluD//yafE//hrpA//baeS//ycjY//paaF//dctR//hicB//arfA//qorA//dusB//rfaB//znuA//yheT//ycjQ//leuE//rpsB//elbB//phnM//grcA//ydhJ//recR//tolQ//ygfI//gabP//mtgA//nuoF//adhP//fhuB//glnA//yidH//rfaF//hyaB//hprS//yebQ//bfr//rpsL//pykF//narQ//sgcX//cydD//secE//ycjQ//ybhA//argE//sdaA//hofQ//yghO//thiD//ynaE//seqA//yqjA//pabB//agaS//yhaJ//yjbE//torA//ldrB//tauA//recE//aroG//rrrQ//glpF//panC//nrdR//nadC//hisC//livJ//ybcL//fucP//yojI//hisI//rcsD//ydbK//treR//sixA//ibaG//yehX//waaL//yeiG//ydiO//gyrA//pgaB//yejA//prc//waaH//livK//htpG//betT//cysZ//yabI//raiA//entF//recA//yciE//uof//gltB//pdhR//qseC//astC//ribD//nhaR//fsr//epmC//uidR//wzzB//yeeJ//narG//rcnA//csgE//gloC//rsmB//emrK//kdsA//hchA//aas//yraK//kdpA//menI//accC//alkA//sapD//lpxB//gatA//nagK//frr//abgT//tnaB//trxA//preA//nei//wzyE//cysS//yibF//cmk//mhpA//alsA//ymjB//tynA//mdlB//cbtA//tbpA//pepT//rimM//murR//dkgB//murF//rlmD//srlD//cobB//ung//shoB//spy//cadC//oppB//ulaR//bamC//glk//sucC//dsbB//trpB//infB//srlE//cpdA//birA//betB//tbpA//emrB//pta//rplT//recB//yegV//narX//frlA//yjeI//cas3//dicA//ariR//fdnI//radD//yjbG//ybjL//glpA//aspC//lapB//xthA//yedX//trkG//ytfQ//hycA//lsrA//casD//atpA//mhpB//csrD//gltL//gyrA//acrB//mzrA//ispU//ilvI//rplF//epmC//ivy//cecR//dhaR//tyrR//ygbN//gpr//speE//waaL//pspD//nhaA//ydeP//dsdC//gatC//argO//pstC//gatB//galS//nanK//rplS//relE//yihL//malI//yegS//bglF//lsrC//ttdR//nadB//dcuR//yiaB//casD//rsmI//ykfI//fliK//brnQ//minD//glgB//dtpD//yihQ//paaD//pgaC//waaF//gloB//lolC//dmlA//hycH//dfp//yhaV//kdpE//rlpA//malS//apt//yehC//ibsA//oppB//creC//yggW//nusG//cfa//ynhF//ruvA//sdiA//trmA//pdeR//cpoB//nuoB//atpC//holB//yfcA//yehD//thiI//ymgF//yrbG//gspI//gutQ//ybiY//mzrA//tusA//rcnR//pdxJ//queD//ileS//ldtB//hisG//fixA//gatY//narG//leuD//infC//ompG//xylB//ydfD//tomB//pdxA//wzyE//glrK//arfB//rbsR//kup//rffM//yraR//pgpA//gnsB//mntS//fepE//tus//glrK//trpB//murA//pck//ompG//abpA//mtr//ybdZ//yhhZ//pcnB//nlpE//dinD//pabA//hokB//yhcN//murA//ydeP//yhfK//abpA//wzzE//yjiY//borD//rpmH//phoU//dcuB//gadX//pitB//ghxP//yefM//menE//manZ//hyaC//yihT//mgsA//acrD//yodD//rhtB//yehW//bcsA//lolE//insI1//argF//yhcF//eco//aldB//dapB//ogrK//rclC//ribF//citE//cynS//ettA//zinT//arsB//pyrH//cysS//phnC//serC//purD//fecD//deaD//fadE//polA//pdhR//malK//sfmF//pheM//ydcO//mdtG//cas2//leuD//rutB//pflA//queF//hofQ//panB//yqhD//yjbG//hofP//thrA//artJ//hycH//yohC//fdoG//dsbG//rplA//rrrD//panZ//brnQ//cspB//thrS//napC//uhpA//yahB//adhE//secG//ribB//yjiQ//rlmJ//yejB//dgcE//thiI//araG//insA-1//tadA//pflC//pgrR//pspD//queF//sgcB//pepT//cobT//yigL//mdfA//nuoI//arcA//fkpB//yegV//sanA//glcB//mtr//rimL//yigB//yahI//rcsF//hofP//hipA//ftnA//rhtB//etk//fumA//truB//paaF//cspA//entB//tqsA//ydiR//tgt//yeaE//ybhR//nadE//thiP//appB//ispA//zapA//ribD//
GO_0043171_5	insH-6//agaW//rodZ//arnA//bglJ//sbmA//emrD//gpt//argH//
GO_0043173_5	phnP//mtr//proV//zinT//degS//secA//argB//ilvE//
GO_0043174_5	rlmE//nikC//otsB//nmpC//rhsD//ispG//
GO_0043200_5	erfK//arnT//yqaB//puuR//ybaL//pspG//ravA//lsrK//
GO_0043201_6	sodC//
GO_0043207_4	sgcB//nfi//dsdX//nhaR//pheA//xdhB//fecD//ynfE//ybhG//yihX//yieK//argE//ulaR//tusA//
GO_0043213_7	acrB//yohD//puuC//hha//sad//glmU//gloA//rnlB//
GO_0043242_7	dppA//yehD//aceB//
GO_0043243_7	ymdB//
GO_0043244_6	rssA//pdxY//queC//comR//fabG//ybiJ//glgB//potI//galP//murC//hcaR//clcA//ampE//rnhA//nudG//dtpC//kup//nuoI//tpx//dgoT//
GO_0043254_5	ykgA//hsrA//mmuP//caiT//ompN//murB//ptsP//ygiV//ampH//clpP//rpoH//treA//yfeX//bcp//cptB//ddpA//sufA//hofM//cydB//mcrA//yafN//ydjL//htrE//ugpA//yjgX//
GO_0043255_6	cynX//phoP//dnaK//
GO_0043269_6	gutQ//frc//allC//yhhT//ybeF//ybcQ//stpA//
GO_0043270_6	ltaE//clpS//
GO_0043271_6	pphB//
GO_0043335_3	kdgT//rhlB//tsaC//eamA//
GO_0043392_6	waaG//
GO_0043393_5	mutL//
GO_0043412_5	narZ//dgcJ//pabC//yddM//yfiR//nrfA//mgrB//clpX//pyrG//yciG//yggX//paaA//rplJ//ymfK//mcbR//yfcP//bdm//menC//ybhR//ugpB//nadD//gloC//eutR//gmhB//waaC//nadC//bsmA//pdxY//avtA//yqaE//mutT//ygiN//sgcX//garP//rapA//rimM//phnM//mdlB//lptB//arsC//rnlB//cspC//yeaK//yafC//nfuA//waaJ//atoS//arfA//pdeK//sufS//dtpC//asnA//ackA//hscC//yhhZ//yaaA//kdpA//viaA//leuA//yghO//dsbG//paaX//fruA//yihS//epd//bluF//leuS//alaA//gldA//bepA//intS//pppA//recA//yheT//panF//rplO//dnaT//cvpA//yhjB//yefM//mcrA//uvrC//dmsC//mcbR//hpt//ibsC//priA//yajO//lysS//endA//paaB//mscK//murD//rraB//nudC//ygiV//dcuB//rarA//fucK//aer//sapA//hypA//proP//rrrQ//wcaJ//yfcQ//xerC//oppB//hiuH//alsA//yaaU//cedA//trpC//dtpC//yddL//nemA//ygjR//mntP//ygfI//bepA//fliT//rclB//gltS//mreD//ampE//csrA//sufE//glcB//fimD//mlaB//yehZ//mrdA//metG//gph//viaA//thrL//yhcF//mngA//ortT//ileS//cpxP//atpF//ydcS//mdlB//speA//speA//ycaN//msrB//manZ//glmM//rpoA//pgk//norR//yddA//mog//ygeW//ilvN//thiI//ygbN//yidC//zinT//cheZ//ispF//gudD//rzpD//mepM//insH-5//ubiE//tusE//tgt//rbsD//acrZ//mdtM//trpC//arsB//ydiF//tag//agaI//ybbW//kdgK//yjbH//flgD//yfaV//hisH//tsf//ruvB//tufB//ratA//fimI//rlmC//pheP//bglF//ssb//dcuA//sohB//pck//cusR//putA//scpC//sbmA//rrrQ//lapB//nanS//fruB//yraH//aroA//dgcN//maoP//cmoB//treA//uxaB//cusC//modB//ygdG//mtfA//allB//cusR//yjjQ//treA//sodC//mdlA//alsK//mdtD//rpsH//secM//orn//yqcG//yagE//uxaB//folE//recB//udk//
GO_0043413_4	leuB//
GO_0043414_4	cysD//argA//livF//serS//cvpA//kdsD//cysU//hypF//yeiG//ispU//yggT//nagZ//orn//rcsD//xylG//dmsC//allR//sbcB//leuS//pbpC//der//lacY//yidH//glpB//ibsB//yfgJ//nanT//tolB//yifB//yegV//cydC//cysP//rsmI//cheR//fimA//nhaA//csgE//fliS//rclR//dcuB//cbl//rhaT//dppC//mmuP//nrfG//cadC//glpT//yebG//preT//ydjL//cheY//yjiX//
GO_0043433_5	ttdT//asnB//arnB//ybdH//hcaF//mdtF//
