#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	hprR//b3290//b3264//b2622//
GO_0043170_4	b1376//b1278//b0072//b3935//b1091//b1363//b2921//b2405//b0080//b3429//b3243//b3309//b0605//b2486//b4123//b1252//b2682//b2831//b1415//b4471//b3967//b3499//b0650//b4118//b3566//b3066//b3491//b3908//b1424//b0281//b1261//b2436//b1342//b1188//b1872//b2266//b0887//b2678//b3135//b1592//b4075//b4520//b0575//b0640//b1612//b0102//b2507//b2245//b2709//b0529//b0754//b2801//b3149//b2388//b0097//b3250//b2418//b1833//b0988//b4316//b3414//b3628//b0339//b1756//b3287//b0348//b2765//b2739//b2265//b3647//b1515//b1262//b0330//b1061//b2020//b2724//b4261//b2837//b3491//b1243//b4300//b1731//b4092//b2263//b0847//b3676//b1921//b0805//b0042//b0771//b0779//b4667//b3391//b1468//b1206//b0065//b4043//b2108//b4261//b3518//b3834//b3881//b2934//b0504//b3605//b2926//b1073//b0771//b1015//b3060//b2451//b1609//bioD1//b3500//b0191//b4667//b1450//b4112//b2162//b0112//b0003//b0728//b1269//b3244//b4077//b0876//b3741//b3500//b4532//b2307//b2669//b1618//b1256//b0059//b3228//b0365//b1499//b0048//b1804//b2980//b1606//b2474//b4480//b2020//b0191//b2411//b0820//b2806//b0008//b2906//b3309//b2532//b0571//b0089//b3522//b0232//b2025//b2074//b4506//b3892//b1335//b1842//b0588//b4356//b3636//b3011//b3543//b1024//b3243//b3196//b1297//b1550//b0420//b4179//b3984//b2388//b2539//b4350//b2509//b1025//b3145//b1634//b2802//b0211//b2265//b0629//b1696//b3432//b2837//b1093//b1918//b2751//rpnB//b1415//b1392//b1342//b1749//b4326//b3262//b2810//b1009//b3345//b4391//b4031//b3387//b2442//b2963//b3403//b0930//b1037//b0978//b3590//b1042//b2053//b1448//b0553//b0694//b4359//b0125//b3040//b2062//b2052//b2539//b3400//b1198//b3197//b0313//b2246//b3718//b0325//b0363//msrP//b3594//b3585//b1679//b3298//b4235//b3197//b0822//b3784//b3228//b0062//glsA1//b0678//b2153//b3707//b2277//b3510//b0543//b2023//b0118//b2284//b3668//b1678//b4315//b4399//b1360//b2715//b2871//b0683//b1959//b3341//b1266//b2820//b1376//b3235//b1216//b1022//b3887//b4194//b0090//b4389//b1919//b4365//b3132//b0081//b0740//b3130//b3210//b0476//b1939//b4702//b0943//b1250//b3148//b3416//b2617//b2742//b2821//b2792//hiuH//b1160//b1258//b0564//b3422//b0153//b0262//b0268//b3605//b2005//b1783//b1621//b3800//b4602//b1306//b1861//b1330//b3608//b2754//b2311//b3984//b1434//b1664//b2840//b3748//b3676//b2041//b3389//b3789//b0905//b0049//b3584//b1274//b1817//b1651//b0953//b1312//b2458//b1522//b2699//b2387//b0382//b1117//yjgX//b3093//b3048//b1763//b3399//b3309//b3566//b0121//b2731//b1192//b1918//b2129//b2811//bioD2//b1511//b2103//b0940//b0008//b2528//b0134//b2971//b2801//b2291//b1389//b1340//b1174//b0662//b0400//b4024//b1695//b0153//b0343//b1440//b2980//b3496//b1734//b1086//b3250//b1625//b3522//b4321//b4094//b1515//b2731//b4052//b1838//b1099//b3870//b4322//b1761//b0262//b1160//b3789//b3133//b3643//b2570//b0414//b0087//b0698//b0789//b3300//srkA//b4474//b2465//b1105//b3845//b0071//mtnN//b1360//b2017//b3751//b2067//b4083//b2914//b2819//b2554//b3198//b4316//b2808//b1225//b4392//b3908//b4249//b2980//b2284//b3250//b1415//b3072//b1041//b2753//b2354//b3554//b4148//b0003//b4097//b1531//b1694//b1588//b0740//b4069//b2561//b1118//b0513//b4246//b3368//b3737//b1709//b0014//b3883//b3146//b0353//hxpB//b0930//b1902//b3281//b3126//b1238//b3622//b3401//b4195//b2133//b4379//b1123//b1712//b0970//b1243//b1597//b0533//b2333//b3521//b3662//b4237//b0790//b1209//b0862//b0794//b4178//b2144//b1278//b0969//b4151//b4227//b3170//b1662//b1619//b1303//b3509//b4219//b2427//b1731//b4511//b1599//b0276//b3804//b2276//b0731//b1575//b2801//b1288//b3559//b1352//b2742//b2661//b3384//b2169//b3422//b1397//b0304//b1342//b4391//b2143//b1435//b2418//b1119//b4148//b0811//b0999//b3250//b3651//b3143//b2392//b2287//b3623//b0785//b2947//b1614//b1050//b1683//b3804//b3071//b3794//b1539//b1783//b2894//b3936//b3626//b4130//b1851//b3046//b4172//b0406//b4043//b3717//b2821//b2269//b0828//b2714//b1563//b0831//b4201//b0094//b0739//b3349//b2615//b0751//b1712//b3061//b3313//b4197//b1916//b0020//b1719//b4172//b1136//b3350//b3028//b0491//b0261//b1218//b2557//b3431//b0156//b1778//b2175//b1237//b3389//b1260//b1734//b4189//b3991//b1887//b0662//b3789//b1487//b0487//b2303//b1035//b0320//b3076//b1262//b3603//b1320//b1018//b0146//b4550//b4389//b2990//b4298//b4225//b4375//b0767//b1039//b4209//b4194//b1013//b1597//b1293//b1536//b1841//b1833//b0605//b2149//b4524//b0474//b2952//b3011//b0305//b2838//b3751//b0881//b4136//b3145//b1350//b1782//b1079//b0162//b1991//b3608//b0639//b2782//b0491//b0860//b2526//b2706//b3071//b4297//b2333//b3018//b3926//b2808//b3564//b0655//b1226//b1728//b3553//b4667//b4419//b1344//b2838//b1391//b3574//b3905//b2431//b0339//b2918//b4040//b0492//b0091//b1058//b1435//b1882//b3046//b0839//b2976//b2921//b0937//b0221//b1348//b1930//b1476//b4323//b0912//b2704//b3871//b2545//b2704//b3785//b0450//b3192//b1775//b3577//b0228//b0081//b1679//b3310//b0095//b4322//b0555//b1407//b1192//b2952//b0857//b3839//b0383//b0094//b3843//b2256//b1025//b0260//b1025//b0785//b2870//b3957//b1828//b1307//b2703//b0535//b0178//b4266//b1890//b2989//b1409//b3416//b4468//b0680//b0035//b3648//b1600//b4035//b2760//b3287//b0640//b1650//b0586//b3903//b0076//b0910//b2167//b4151//b0245//b3056//b4100//b4613//b3985//b1174//b4664//b3703//b1772//b1008//b0765//b1474//b2808//rpnD//b0043//b4298//b1610//b1348//b0441//b3807//b1110//b0423//b2015//b2812//b1914//b4311//b0532//b3918//b0356//b1716//b3709//b2302//b2628//b2146//b3502//b2575//b2533//b2599//b3212//b0238//b0265//b2306//b0051//b3259//glsA2//b4209//b2622//b0841//b3412//b0492//b0732//b2266//b3020//b1253//b3204//b1199//b3359//b4016//b3366//b2179//b0436//b3391//b4064//b3479//b3451//b0754//b1914//b2324//b2725//b3982//b1280//b1552//b2684//b0637//b3433//b4337//ftp//b3748//b0451//b2483//b1617//b3339//b3282//b1599//b3394//b3712//b0307//b3118//b1619//b4702//b2742//b1013//b3912//b0765//b3816//b4705//b4115//b0388//b1071//b1724//b1037//b2335//b1533//b3891//b2751//b1804//
GO_0043171_5	b3952//b2628//b1101//b1307//b0763//b0355//b3230//b2614//b0928//
GO_0043173_5	b2292//b0535//b2980//b3902//b4337//b3542//b0425//b3197//
GO_0043174_5	b1508//b0721//b0226//b2991//b1130//b1953//
GO_0043200_5	b0727//b0521//b4005//b1197//b2686//b3459//b2755//b3668//
GO_0043201_6	b0225//
GO_0043207_4	b3384//b3176//b0925//b3317//b4125//b4075//b2201//b3428//b2303//b3932//b0180//b0718//b1279//b3710//
GO_0043213_7	b2075//b1004//b1531//b2670//b3141//b0506//b1619//b3669//
GO_0043242_7	b4479//b2541//b0633//
GO_0043243_7	b4025//
GO_0043244_6	b4035//b0614//b3785//b1049//b1473//b2893//b1505//b3917//b2587//b1054//b2032//b0134//b1409//b3020//b3075//b3047//b3902//b2759//b0151//b1399//
GO_0043254_5	b3066//b3564//b0154//b1766//b0221//b1992//b1105//b4087//b3781//maoP//b2987//b2376//b3930//b0036//b0159//b2540//b1563//b2798//b1344//b4668//b0882//b0755//b2477//b4664//b3706//
GO_0043255_6	b2918//b3935//b3426//
GO_0043269_6	b2955//b1544//b3737//b2431//b1183//b3011//b3071//
GO_0043270_6	b2533//b2048//
GO_0043271_6	b2301//
GO_0043335_3	b2888//b1468//b0874//b2888//
GO_0043392_6	b1058//
GO_0043393_5	b2416//
GO_0043412_5	b1932//b4155//b4419//b3046//b4467//b1987//b2570//b2751//b0207//b0815//b1493//b3849//b3071//b4100//b3359//b3513//b0093//b1623//b3615//b0804//b0688//b3875//b2574//b4203//b2712//b4255//b1035//b3959//b3828//b0974//maoP//b2306//b3459//b0072//b0121//b1060//b1078//b0158//b3902//b1791//b3126//b2291//b0611//b2098//b0168//b2069//b3133//b3365//b4298//b2997//b1892//b3903//b2068//b3846//b3176//b4301//b4112//b2308//b1340//b0124//b2733//b1518//b3345//b0175//b3012//b3451//b3928//b3634//b3225//b3967//b2177//b3740//b3630//b3519//b0041//b3522//b0159//b1378//b0695//b1815//b0446//b3228//b3925//b3205//b1024//b3350//b4520//b2380//b2877//b3223//b3124//b0134//msrQ//b2312//b1649//b4554//b3161//b3740//b1594//b1039//b1040//b2262//b1681//b1093//b3998//b0276//b0741//b4016//b3600//b1767//b2839//b4313//b2510//b2131//b4358//b3071//b0721//b1790//b3519//b2380//b2718//hxpA//b3312//b3305//b2048//b0793//b0792//b2920//b3630//b1602//b3442//b3073//b2923//b3138//b3648//b4019//b2802//b3020//b2451//b4379//b3924//b4520//b1779//b0095//b0312//b3417//b3076//b2242//b1945//b0366//b0429//b0960//b1878//b2313//b2147//b0782//b3541//b4383//b0344//b1978//b2153//b0208//b3375//b2302//b1728//b3500//b0256//b0676//b4359//b3196//b1472//b1512//b4230//b1865//b3591//b2414//b2289//b0634//b2159//b1956//b1066//b1477//b3996//b3265//b3139//b0608//b3784//b3962//b0504//b2427//b0877//b2869//b0200//b1635//b3465//b0096//b3316//b3562//b1772//b3991//b4379//b0098//b2442//b1011//b1506//b3942//b1976//b3607//b0106//b0882//b3567//b3701//b1678//b3390//b4299//b1814//b1384//b2845//b0398//b2628//b4011//b1766//b1633//b1812//b0622//b0004//b1921//b0696//b2540//b4098//b2563//b1247//
GO_0043413_4	b1184//
GO_0043414_4	b4238//b4291//b4557//insI1//b4667//b1220//b0599//b3693//b3879//b2552//b3331//b2161//b4191//b2336//b0756//b0171//b1842//b1767//b3497//b3699//b0424//b1769//b0269//b0688//b1129//b0842//b0807//b0813//b2568//b1080//b1469//b1163//b3568//b1046//b3645//b2011//b2743//rhmR//b1279//b0894//b1376//b1497//b4159//b1870//b4133//b0881//b3498//b0619//b2829//b4347//b2486//b4220//
GO_0043433_5	b3162//b2624//b1292//b4059//b1513//b2779//
GO_0043436_5	b3512//b3669//b3935//b0808//b1639//b3298//b1158//b0139//b1714//b3706//b1881//b4005//b1512//b0528//b2792//b2987//b0575//b2354//b2135//b4335//b1776//b0014//b3626//b0889//b1014//b1320//b0431//b4043//b3463//b2157//b2248//xisR//b0169//b0570//b1830//b1786//b1866//b2292//b3648//b3924//b2916//b1250//b0793//yeeL//b1743//b2610//b2520//b3754//b1127//b3022//b3928//b1094//b3770//b0518//b2431//b3499//b0401//b2758//b2890//b3083//b3428//b2438//b0054//b0688//b1860//b0019//b4464//b2236//b2699//b2281//b4349//glsA//b1827//b2146//b3961//b4667//b3289//b0161//b2512//b1861//b3391//b1702//b1783//b3558//b1395//b2278//b4161//b0067//b0550//b0101//b0534//b0325//b0080//b4175//b3525//b3845//b0518//b0789//b3316//b1319//b0161//b2409//b1944//b3870//b2340//b3096//b4613//b2603//b1520//b3092//b3850//b3942//b3409//b3620//b4421//b3299//b2052//b4453//b4350//b3784//b1896//b1594//b3271//b2469//b0513//b3460//b3359//b0175//b0892//b0739//b0847//b3731//b0329//b4053//b3145//b2381//b2212//b2215//b3221//b2619//b1539//b3256//b1579//b3231//b2257//b4026//b3717//b2990//b1120//b2047//b2882//b1918//b0174//b0161//b1723//b1763//b0619//b0169//b0634//b1619//b2027//b3509//b3132//b1474//b3241//b0304//b3857//b1932//b0638//b3607//b3130//b0228//b1069//b3905//b3816//b1249//b0432//b3206//yeeL//b3093//b0890//b2405//b1203//b3562//b2608//b3292//b3667//b0979//b3636//b2957//b4133//b1658//b2794//b1362//b3087//b4040//b2491//b4086//b0914//b4118//b0445//b2523//b3993//b0231//b3037//b0532//b2091//b0881//b2358//b4124//b2512//b3010//b2665//b3559//b0508//b4312//b1550//b1069//b1262//b1037//b3198//b0166//b3081//b1399//b0153//b0092//b2961//rpnD//b3559//b0870//b3790//b0789//b2759//b1404//b3880//b0608//b0463//b1385//b2608//b2378//b1783//b4291//b1086//b2366//b0178//insI3//b4550//b3316//b3298//b2328//b2378//b0614//b1734//b0343//b0386//b3904//b3984//b0022//b3960//b3823//b0094//b2893//b3433//b0693//b0167//b0301//b2579//b0446//b4130//b3166//b2751//b3727//b2245//b2568//b4467//b1600//b1186//b3582//b3142//b3779//b0015//b1892//b0860//b2130//b3146//b1805//b1714//b0198//b3477//b2481//b0876//b2701//b1593//b1411//b2406//b1683//b3965//b1281//b2020//b3500//b1597//b4092//b4136//b3180//b4243//b1597//b1660//b4613//b4073//b0208//b4160//b4062//b2253//b3554//b3268//b2743//b2269//b1424//b0340//b3579//b3918//b2009//b2676//b1871//b2995//b3870//b0184//b2971//b0398//b3114//b2164//b2945//b2611//b3625//b1237//b1613//b1380//b3664//b0064//b0174//b3135//b2705//b2786//b4062//b1635//b1176//b0438//b4018//b3413//b4004//b3884//b0162//b2536//b2705//b3236//b2136//b3790//b2714//b4378//b4130//b1337//b2258//b3247//b1927//b0644//b0698//b0903//b2677//b0010//b3405//b2801//b0650//b0433//b2098//b0508//b4085//b3170//b3294//b0270//b1477//b1978//b2822//b0633//b2195//b1395//b0151//b3809//b3138//b1724//b2248//b2196//b1656//b1407//b4326//b1427//b2514//b3292//b1622//b3416//b2456//b3609//b1004//b2014//b3128//b3387//b1292//b2052//b3927//b3980//b3601//b4005//b3831//b0783//b0464//b4080//b3087//b1603//b3517//b0348//b0766//b3298//b3740//b2920//b1593//b2706//b4193//b2840//b3514//b2933//b3070//b2287//b2947//b4194//hxpA//b4239//b3209//b0127//b0346//b0943//b1661//b3621//b3371//b1852//b4155//b1277//b3076//b0333//b2004//
GO_0043438_6	b3629//
GO_0043442_6	b0566//
GO_0043455_5	b0577//b3600//b3653//b2195//
GO_0043456_6	b3879//
GO_0043462_6	b1104//b0604//b2301//b0339//b3287//b1822//
GO_0043467_6	b3034//b2750//
GO_0043470_6	b3087//b1852//b0307//b0733//
GO_0043471_6	b1422//b0276//b1782//
GO_0043484_7	b0936//
GO_0043487_4	b2712//b2324//b2262//b0774//b3904//b1663//
GO_0043488_5	b0238//b2841//b4389//b1588//xisR//
GO_0043489_5	rpnD//
GO_0043543_7	b3577//b3535//b0331//b0323//b2731//gpr//b3783//b4146//b0242//b3219//b1830//b3907//b4352//
GO_0043545_5	b1375//b4086//b3327//b0859//b2803//b3189//b0116//b3252//b3244//b2147//b0811//
GO_0043547_7	b0435//b1776//b1993//
GO_0043549_6	b1048//b1327//
GO_0043555_5	b1735//b0421//
GO_0043562_6	b0835//b0723//
GO_0043570_6	b3081//b1743//b0796//
GO_0043571_7	b2912//b2965//b3558//
GO_0043603_5	b2284//b1515//b3192//b0696//b0842//b2714//b0810//b3918//b3669//b3806//b4665//b1884//b2716//b1323//b1992//b0588//b1127//b0464//b2922//b1740//b4095//b0180//b4231//b2431//b0933//b3591//b4377//b1852//b3125//b0086//b4304//b2423//b3193//b3008//b3612//b3714//b1679//b0207//b0894//b0048//b0876//b1101//b1876//b4097//b1203//b1830//b3903//b1107//b3929//b3804//b4352//b2263//b0871//b1735//b0687//b1987//b2289//b2724//b0754//b3727//b4055//b2799//b1930//b2729//b3989//b1824//b0199//b0311//b0182//b0120//b2424//b3219//b2376//b0049//b1664//b3507//b2144//b3342//b3909//b0661//b2103//b3162//b2465//b4320//b2524//msrP//b3139//b2107//b2383//b4202//b0443//b2185//b0399//b3454//b3132//b3718//b0983//b4087//b3891//b0756//b3187//b3068//b3330//b3688//b1731//b2053//b3021//b4035//b4136//b3869//b0798//b1039//b4177//b0793//b2496//b3871//topAI//b0058//b0153//b2197//b4468//b1658//b0945//b1575//b2536//b4192//b2287//
GO_0043604_6	b2479//b3996//b2557//b3703//b3622//b3765//b4363//b2746//b0475//b3950//b4255//b3813//b0207//b1335//b4040//b4152//glsA1//b1073//b3409//b1736//b1611//b1617//b3847//b2311//b0513//b1535//b3973//b0980//b0347//b3336//b1203//b0754//b1236//b1790//b1736//b0045//b3496//b3906//b1953//b4468//b3255//b1054//b2481//b3953//b3071//b0464//b0907//b3414//b3441//b2180//b0001//b4137//b2092//b3645//b1580//b0974//b1131//b0101//b4191//b0718//b4321//gpr//b0497//b0233//b3232//b2283//b1513//b4465//b1410//b2179//b0411//b3647//b2424//b1205//b1024//b2528//b3376//b0571//b3153//b4375//b2078//b4362//b3073//b1249//b2061//b1045//b3845//b1593//b2714//b3386//b4086//b2218//b0067//b4702//b2891//b2318//b4118//b2216//b2269//
GO_0043605_6	b0993//b2150//b1012//b2421//b3689//
GO_0043610_4	b1819//
GO_0043624_6	b3412//b2277//b3061//b0176//b1534//b3893//b2415//
GO_0043628_9	b2765//b0678//insI3//
GO_0043631_7	b1189//b1429//
GO_0043647_5	b4357//b3181//
GO_0043648_7	b0920//b2292//b3018//b4359//rpnC//b3900//b4224//b1263//b2622//b4251//b3203//b4352//b0014//msrP//b2326//b3384//b2146//b4258//b3725//b0565//b3728//b4130//b3132//b1852//b4036//b3309//b3605//b2507//b3336//b0394//b0329//b1388//b2068//b1814//b0060//b2989//b2785//b3137//b0401//b0782//b0228//b3743//b0260//b1864//b4260//b3952//b2665//b4207//b1286//b3780//b0974//b0064//b1122//b2411//b1766//b4361//b3062//b2086//b2330//b3196//b0116//b2284//b4235//b1960//b2501//b2297//b4464//b2060//b3867//b3897//b2218//b2892//b2105//b1912//
GO_0043649_7	b2379//b1223//b2064//b1118//b3931//b2153//b0993//b2740//b3512//b4133//b1990//
GO_0043650_7	b0015//b1284//b3516//b2386//b3949//b2843//b2888//b0232//b0156//b2065//b0571//b1819//b1176//b4053//b1060//b3609//b0874//b4112//b1878//b3888//b2733//b2793//b1960//b4371//b1844//b0731//b2577//
GO_0043686_7	b1887//
GO_0043687_7	b3196//b3879//b4266//b0115//b1010//b1132//b4392//
GO_0043708_5	b3629//b2183//b2770//b0061//b2021//b1006//b4025//b0409//b2813//b3529//b0695//b1817//b0621//b3405//b1136//
GO_0043709_6	b1303//b2627//b3704//b3252//b0440//b0729//insI4//b1035//b4034//
GO_0043711_5	b0956//b3669//b1062//b2553//b3533//b0094//b0592//b0467//b0896//b2526//b2364//b0393//b1410//b1194//b3730//b2995//b3642//b3095//b3301//b2798//b1842//
GO_0043900_4	b3576//b2738//b3845//b2104//b2297//b1678//b4267//b0841//b2131//b0466//b3400//b4319//b4269//
GO_0043901_5	b1487//b3050//b0388//b0033//
GO_0043902_5	b4227//b3823//
GO_0043933_4	b0611//b2032//b4665//b3880//b3478//b1040//b0999//b3528//b1682//b0170//b3386//b3491//b3627//b1128//b0001//b4004//b0243//b1187//b1579//b1069//b0376//b3404//b2385//b1307//b0809//b3700//b0151//b0080//b1832//b1293//b2023//b4019//b0811//b0314//b2216//b0806//b4124//b4155//b2303//b1069//b3178//b1007//b4119//b3074//b3954//b1059//b3491//b0034//b0446//b4288//b4347//b3141//hprR//b1711//b1597//b3688//b0426//b0894//b1482//b0098//b2954//b1736//b2627//b3949//b3863//b1891//b3693//b1998//b2608//b3915//b2553//b0104//b2064//b2067//b3963//b2092//b3609//b2017//b3318//b1093//b4379//b3671//b3585//b1302//b2320//b1438//b1848//b2842//b1522//b2387//b3941//b0721//b4306//b3891//b4365//b2284//b4082//b3351//b0240//b2907//
GO_0043952_7	b1218//b3200//b1787//b2890//b1225//
GO_0043953_7	b1212//b3604//b2328//b2710//
GO_0044003_5	b2724//b1682//b1622//b2243//
GO_0044004_6	b1424//b4667//b2810//b2517//
GO_0044010_5	b3811//b3620//b3457//b1226//b3605//b4335//b1319//b2134//b1286//b2947//b1518//b4557//b3326//b2153//b1089//b1409//b3626//b3664//b2121//b3733//b3823//b1992//b0174//b2753//b2094//b0369//b1595//b3405//b3884//b0599//
GO_0044011_4	b3034//b2563//b0439//b0930//b3627//b2326//b2042//b0129//
GO_0044036_5	b1521//b2320//b3290//b0934//b4243//b0472//b3057//b0439//b2571//b2107//b3414//b4117//b0073//b3569//b1434//b1450//b0432//b0598//b0025//b0859//b4470//b3725//b1888//b1594//b3639//b0304//b2972//b0480//b1183//b2486//b4375//b0158//b1421//b4178//b0827//b0168//b1955//b0850//b1018//b2759//b3604//b1398//b2022//b4510//b0027//b1320//b2427//
GO_0044038_6	b0802//b0328//b1058//b0034//b3772//b3715//b0009//b2707//b3292//b3924//b4171//b3607//b3416//b0908//b0896//b1328//b0226//b0766//b2578//b4101//b0270//b2497//b3697//b3115//b0183//b4254//b4119//b3190//b0577//b3563//b1122//b3076//b1514//b2369//b3772//b1809//b3708//b1101//b4175//b2533//b1199//b0583//b3906//
GO_0044042_6	b1127//b0001//b3519//b1876//b1328//b4055//b3442//b1334//b4042//b3074//b3899//b1683//b3519//b0618//b1814//b0765//b2963//b3294//b0969//b3954//b3780//
GO_0044070_7	b3697//b0629//b0756//b3567//
GO_0044085_3	b3454//b3172//b4043//b3825//b2754//b3361//b4559//b0623//b0529//b3216//b2364//b0067//b3308//b2750//b1614//b0082//b2133//b4192//b3024//
GO_0044087_4	b0514//b3779//b3066//b4112//b1389//b2282//b1575//b2405//b0889//b2674//b2422//b1004//b4180//b2628//b1079//b1970//b3876//b2514//b3459//b1854//b2009//b2516//b0827//b2782//b2199//b1116//b3361//b0173//b1165//bioP//b0731//b0460//b3662//b1387//
GO_0044089_5	b0336//b2368//b0677//b4086//b3878//b1552//b3375//b0070//b1992//b3115//b2510//b3569//b0506//
GO_0044092_4	b2430//b0504//b3212//b1060//b1753//b0997//b2996//b1599//b0587//b0679//b2947//b2502//b3462//b4168//b3974//b2834//b2831//b2528//b1860//b1719//b2781//gapC//b3071//b0724//b0038//b3191//b1113//b0104//b0048//b3770//b1772//b2506//b0226//b4384//glsA//b3216//
GO_0044093_4	b0124//b3454//b1078//b3513//b1285//b4289//b2574//b1638//b3942//b1099//b3813//b1094//b0677//b0887//b1440//b1261//b3732//b0683//b0421//b3375//b2870//b4058//b3904//b1182//b0854//b0806//b4026//
GO_0044106_5	b1786//b1686//b0907//b2971//b0171//b3713//b3235//b0891//b1350//b0830//b4394//b1298//b3298//b1319//b2882//b4189//b0048//b3894//b4359//b1842//b0864//b0466//b3010//b3385//b1623//b3624//b2257//
GO_0044179_5	b0191//
GO_0044208_7	b3422//
